player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Gedeon Kalulu Kyatengwa,Lorient,32,0.0,0.0,4.0,0.0
Thierno Balde,Troyes,25,0.0,0.0,7.0,0.0
Yacine Adli,Bordeaux,26,0.0,0.0,8.0,0.0
Eliot Matazo,AS Monaco,14,0.0,0.0,1.0,0.0
Abdoul Bamo Meité,Lorient,39,0.0,0.0,16.0,0.0
Angelo Fulgini,Lens,25,0.0,0.0,9.0,0.0
Samuel Gigot,Marseille,20,0.0,0.0,10.0,0.0
Matheus Soares Thuler,Montpellier,12,0.0,0.0,5.0,0.0
Amadou Onana,Lille,52,0.0,0.0,14.0,0.0
Ismaily Gonçalves dos Santos,Lille,48,0.0,0.0,9.0,0.0
Keisham Reagan Singh,Chennaiyin,436,0.0,0.0,188.0,0.0
Justin Kluivert,OGC Nice,40,0.0,0.0,10.0,0.0
Jeakson Singh Thaunaojam,Kerala Blasters,558,0.0,0.0,164.0,0.0
Cyrille Bayala,AC Ajaccio,16,0.0,0.0,4.0,0.0
Wungngayam Muirang,Bengaluru,79,0.0,0.0,33.0,0.0
Seko Fofana,Lens,175,0.0,0.0,22.0,0.0
Nerijus Valskis,Chennaiyin,129,0.0,0.0,22.0,0.0
Souvik Chakrabarti,Hyderabad,294,0.0,0.0,75.0,0.0
Vinit Rai Chamling,Odisha,251,0.0,0.0,87.0,0.0
Rohit Danu,Hyderabad,146,0.0,0.0,26.0,0.0
Hitesh Sharma,Hyderabad,265,0.0,0.0,77.0,0.0
Vladimir Koman Jr.,Chennaiyin,736,0.0,0.0,219.0,0.0
Mashoor Shereef Thangalakath,NorthEast United,258,0.0,0.0,117.0,0.0
Mirshad Koottappunna,NorthEast United,154,0.0,0.0,124.0,0.0
Souleymane Isaak Toure,Auxerre,48,0.0,0.0,20.0,0.0
Makan Winkle Chote,Goa,205,0.0,0.0,45.0,0.0
Hernán Daniel Santana Trujillo,NorthEast United,640,0.0,0.0,247.0,0.0
Lallianzuala Chhangte,Mumbai City,138,0.0,0.0,18.0,0.0
Jean Emile Junior Onana Onana,Lens,23,0.0,0.0,5.0,0.0
Phurba Tempa Lachenpa,Mumbai City,75,0.0,0.0,41.0,0.0
Adrien Hunou,Angers,61,0.0,0.0,10.0,0.0
Mahdi Camara,Saint-Étienne,53,0.0,0.0,11.0,0.0
Naorem Mahesh Singh,East Bengal,263,0.0,0.0,76.0,0.0
Songpu Singsit,East Bengal,8,0.0,0.0,4.0,0.0
Nim Dorjee Tamang,Hyderabad,232,0.0,0.0,82.0,0.0
Gurkirat Singh,Mumbai City,16,0.0,0.0,4.0,0.0
Igor Silva de Almeida,Lorient,5,0.0,0.0,0.0,
Erik Palmer-Brown,Troyes,38,0.0,0.0,14.0,0.0
Vincent Marchetti,AC Ajaccio,52,0.0,0.0,15.0,0.0
Kamory Doumbia,Stade de Reims,10,0.0,0.0,3.0,0.0
Pape Matar Sarr,Metz,27,0.0,0.0,10.0,0.0
Michael Soosairaj,ATK Mohun Bagan,16,0.0,0.0,4.0,0.0
Provat Lakra,NorthEast United,366,0.0,0.0,146.0,0.0
Jean-Clair Todibo,OGC Nice,107,0.0,0.0,31.0,0.0
Flavien Tait,Rennes,34,0.0,0.0,11.0,0.0
Jean-Claude Billong,Clermont Foot,20,0.0,0.0,8.0,0.0
Jestin George,NorthEast United,49,0.0,0.0,22.0,0.0
Abdu Conté,Troyes,69,0.0,0.0,19.0,0.0
Jaouen Hadjam,Nantes,22,0.0,0.0,6.0,0.0
Ross Barkley,OGC Nice,30,0.0,0.0,5.0,0.0
Romain Hamouma,AC Ajaccio,14,0.0,0.0,3.0,0.0
Florent Mollet,Montpellier,22,0.0,0.0,3.0,0.0
Kamaljit Singh,Odisha,187,0.0,0.0,122.0,0.0
Sead Kolašinac,Marseille,31,0.0,0.0,6.0,0.0
Paul Bernardoni,Angers,24,0.0,0.0,11.0,0.0
Mathis Rayan Cherki,Lyon,45,0.0,0.0,7.0,0.0
Ousmane Camara,Angers,29,0.0,0.0,9.0,0.0
Dango Aboubacar Faissal Ouattara,Lorient,20,0.0,0.0,4.0,0.0
Issiaga Sylla,Toulouse,14,0.0,0.0,2.0,0.0
François-Joseph Sollacaro,AC Ajaccio,15,0.0,0.0,9.0,0.0
Rowllin Borges,Mumbai City,26,0.0,0.0,5.0,0.0
William Saliba,Marseille,129,0.0,0.0,40.0,0.0
Giulian Biancone,Troyes,25,0.0,0.0,4.0,0.0
Diego Maurício Machado de Brito,Mumbai City,31,0.0,0.0,6.0,0.0
Samik Mitra,Chennaiyin,16,0.0,0.0,13.0,0.0
Ayman Kari,Lorient,26,0.0,0.0,3.0,0.0
Jere Juhani Uronen,Stade Brestois,8,0.0,0.0,2.0,0.0
Jérémy Le Douaron,Stade Brestois,5,0.0,0.0,0.0,
Etienne Green,Saint-Étienne,20,0.0,0.0,13.0,0.0
Arthur Theate,Rennes,94,0.0,0.0,38.0,0.0
Presnel Kimpembe,Paris Saint-Germain,1807,0.0,0.0,560.0,0.0
Gianluigi Donnarumma,Paris Saint-Germain,999,0.0,0.0,443.0,0.0
Prince Vinny Ibara Doniama,Bengaluru,179,0.0,0.0,32.0,0.0
Gauthier Hein,Auxerre,44,0.0,0.0,13.0,0.0
Ludovic Blas,Nantes,132,0.0,0.0,29.0,0.0
Serigne Mourtada Fall,Mumbai City,750,0.0,0.0,314.0,0.0
Fabien Centonze,Nantes,36,0.0,0.0,13.0,0.0
Angel Gomes,Lille,118,0.0,0.0,24.0,0.0
Roy Krishna,ATK Mohun Bagan,229,0.0,0.0,63.0,0.0
Łukasz Gikiewicz,Chennaiyin,188,0.0,0.0,31.0,0.0
Ángel Fabián Di María Hernández,Paris Saint-Germain,766,0.0,0.0,166.0,0.0
Bartholomew Owogbalor Ogbeche,Hyderabad,306,0.0,0.0,91.0,0.0
Joyner Lourenco,East Bengal,187,0.0,0.0,67.0,0.0
Joni Ensio Kauko,ATK Mohun Bagan,537,0.0,0.0,188.0,0.0
Lesley Chimuanya Ugochukwu,Rennes,64,0.0,0.0,19.0,0.0
Imran Khan,NorthEast United,327,0.0,0.0,100.0,0.0
Jean-Kevin Duverne,Stade Brestois,81,0.0,0.0,25.0,0.0
Jitendra Singh,Jamshedpur,327,0.0,0.0,82.0,0.0
Arial Benabent Mendy,Clermont Foot,34,0.0,0.0,5.0,0.0
Ado Onaiwu,Toulouse,11,0.0,0.0,2.0,0.0
Warren Zaire Emery,Paris Saint-Germain,457,0.0,0.0,52.0,0.0
Aaron Ramsey,OGC Nice,118,0.0,0.0,34.0,0.0
Sofiane Diop,OGC Nice,57,0.0,0.0,7.0,0.0
Nanitamo Jonathan Ikoné,Lille,26,0.0,0.0,6.0,0.0
Thiago Henrique Mendes Ribeiro,Lyon,77,0.0,0.0,27.0,0.0
Christ-Emmanuel Faitout Maouassa,Montpellier,30,0.0,0.0,3.0,0.0
Jonathan Clauss,Marseille,63,0.0,0.0,16.0,0.0
Burak Yılmaz,Lille,22,0.0,0.0,5.0,0.0
Waniss Taibi,Angers,5,0.0,0.0,1.0,0.0
Mauro Emanuel Icardi Rivero,Paris Saint-Germain,43,0.0,0.0,7.0,0.0
Mohamed Camara,AS Monaco,28,0.0,0.0,8.0,0.0
Jérôme Boateng,Lyon,20,0.0,0.0,3.0,0.0
Duje Ćaleta-Car,Marseille,101,0.0,0.0,35.0,0.0
Manvir Singh,NorthEast United,15,0.0,0.0,1.0,0.0
Alban Lafont,Nantes,69,0.0,0.0,52.0,0.0
Moussa Sissoko,Nantes,28,0.0,0.0,5.0,0.0
Sambou Soumano,Lorient,5,0.0,0.0,0.0,
Pierre Lees Melou,Stade Brestois,76,0.0,0.0,27.0,0.0
Emerson Palmieri dos Santos,Lyon,43,0.0,0.0,9.0,0.0
Lucas Gourna-Douath,Saint-Étienne,30,0.0,0.0,6.0,0.0
Jackson Gabriel Porozo Vernaza,Troyes,16,0.0,0.0,4.0,0.0
Gaël Kakuta,Lens,10,0.0,0.0,6.0,0.0
Cheick Oumar Doucoure,Lens,87,0.0,0.0,32.0,0.0
Cédric Hountondji,Angers,57,0.0,0.0,20.0,0.0
Romain Hamouma,Saint-Étienne,17,0.0,0.0,5.0,0.0
Ivo Grbić,Lille,32,0.0,0.0,12.0,0.0
Raynier Fernandes,Mumbai City,218,0.0,0.0,51.0,0.0
Subhasish Roy Chowdhury,NorthEast United,146,0.0,0.0,102.0,0.0
Valentin Rongier,Marseille,221,0.0,0.0,56.0,0.0
Chancel Mbemba Mangulu,Marseille,53,0.0,0.0,21.0,0.0
Darlin Zidane Yongwa Ngameni,Lorient,36,0.0,0.0,4.0,0.0
Rahul Bheke,Mumbai City,756,0.0,0.0,313.0,0.0
Youcef Atal,OGC Nice,18,0.0,0.0,2.0,0.0
Yvann Macon,Saint-Étienne,19,0.0,0.0,4.0,0.0
Danilo Luís Hélio Pereira,Paris Saint-Germain,2619,0.0,0.0,722.0,0.0
Sergio Ramos García,Paris Saint-Germain,2615,0.0,0.0,941.0,0.0
Birama Touré,Auxerre,90,0.0,0.0,20.0,0.0
Narender Gahlot,Jamshedpur,118,0.0,0.0,49.0,0.0
Gaëtan Perrin,Auxerre,12,0.0,0.0,2.0,0.0
Ikoma Loïs Openda,Lens,7,0.0,0.0,2.0,0.0
Jens-Lys Michel Cajuste,Stade de Reims,72,0.0,0.0,15.0,0.0
Nikhil Poojary,Hyderabad,249,0.0,0.0,86.0,0.0
Laldinliana Renthlei,Jamshedpur,575,0.0,0.0,249.0,0.0
Pritam Kotal,ATK Mohun Bagan,859,0.0,0.0,316.0,0.0
Gideon Mensah,Bordeaux,16,0.0,0.0,2.0,0.0
Mouhamadou Diarra,Strasbourg,34,0.0,0.0,4.0,0.0
Lalhmangaihsanga Ralte,Goa,58,0.0,0.0,17.0,0.0
Salis Abdul Samed,Lens,17,0.0,0.0,3.0,0.0
Ryad Boudebouz,Saint-Étienne,89,0.0,0.0,25.0,0.0
Oumar Gonzalez,AC Ajaccio,17,0.0,0.0,6.0,0.0
José Luis Espinosa Arroyo,ATK Mohun Bagan,794,0.0,0.0,386.0,0.0
Georginio Wijnaldum,Paris Saint-Germain,356,0.0,0.0,64.0,0.0
Yendrembam Denechandra Meitei,Kerala Blasters,20,0.0,0.0,8.0,0.0
Steve Mandanda,Rennes,62,0.0,0.0,39.0,0.0
Morgan Sanson,Strasbourg,42,0.0,0.0,14.0,0.0
Alexsandro Victor de Souza Ribeiro,Lille,42,0.0,0.0,16.0,0.0
Lalruatthara Lalruatthara,Odisha,296,0.0,0.0,103.0,0.0
Subhasish Bose,ATK Mohun Bagan,741,0.0,0.0,232.0,0.0
Alexis Alejandro Sánchez Sánchez,Marseille,37,0.0,0.0,12.0,0.0
Justin-Noël Kalumba Mwana Ngongo,Angers,31,0.0,0.0,5.0,0.0
Stian Rode Gregersen,Bordeaux,27,0.0,0.0,9.0,0.0
Marcelo Ribeiro dos Santos,East Bengal,65,0.0,0.0,7.0,0.0
Ignatius Kpene Ganago,Nantes,15,0.0,0.0,2.0,0.0
Eduardo García Martín,Hyderabad,213,0.0,0.0,86.0,0.0
Dheeraj Singh Moirangthem,Goa,270,0.0,0.0,146.0,0.0
Deepak Devrani,Chennaiyin,109,0.0,0.0,45.0,0.0
Abhishek Dhananjay Suryavanshi,ATK Mohun Bagan,17,0.0,0.0,6.0,0.0
Amine Salama,Angers,9,0.0,0.0,4.0,0.0
Christophe Hérelle,Stade Brestois,20,0.0,0.0,5.0,0.0
Colin Dagba,Paris Saint-Germain,9,0.0,0.0,1.0,0.0
Jessy Moulin,Troyes,22,0.0,0.0,13.0,0.0
Dimitry Bertaud,Montpellier,17,0.0,0.0,8.0,0.0
Sahil Panwar,Odisha,394,0.0,0.0,134.0,0.0
Cheikh Ahmadou Bamba Mbacke Dieng,Lorient,9,0.0,0.0,1.0,0.0
Jonas Martin,Lille,35,0.0,0.0,9.0,0.0
Javairô Dilrosun,Bordeaux,6,0.0,0.0,2.0,0.0
Boris Singh Thangjam,Jamshedpur,181,0.0,0.0,52.0,0.0
Mamadou Sakho,Montpellier,6,0.0,0.0,1.0,0.0
Alexis Beka Beka,OGC Nice,6,0.0,0.0,2.0,0.0
Paul Ramfangzauva,Odisha,150,0.0,0.0,35.0,0.0
Quentin Boisgard,Lorient,6,0.0,0.0,0.0,
Marcos Aoás Corrêa,Paris Saint-Germain,3253,0.0,0.0,967.0,0.0
Keylor Navas Gamboa,Paris Saint-Germain,308,0.0,0.0,165.0,0.0
Marco Verratti,Paris Saint-Germain,3489,0.0,0.0,809.0,0.0
Mateusz Wieteska,Clermont Foot,74,0.0,0.0,30.0,0.0
Carlos Soler Barragán,Paris Saint-Germain,434,0.0,0.0,68.0,0.0
Ajay Chhetri,Bengaluru,116,0.0,0.0,43.0,0.0
Flavius Daniliuc,OGC Nice,47,0.0,0.0,15.0,0.0
Lara Sharma,Bengaluru,86,0.0,0.0,55.0,0.0
Raju Eknath Gaikwad,East Bengal,200,0.0,0.0,78.0,0.0
Prabhushkan Singh Gill,Kerala Blasters,226,0.0,0.0,157.0,0.0
Jonathan Bamba,Lille,152,0.0,0.0,27.0,0.0
Suresh Singh Wangjam,Bengaluru,428,0.0,0.0,109.0,0.0
Zakaria Diallo,NorthEast United,246,0.0,0.0,133.0,0.0
Adrien Truffert,Rennes,47,0.0,0.0,12.0,0.0
Gerson Santos da Silva,Marseille,48,0.0,0.0,3.0,0.0
Jim Allevinah,Clermont Foot,44,0.0,0.0,7.0,0.0
Akim Zedadka,Clermont Foot,41,0.0,0.0,8.0,0.0
Jean-Ricner Bellegarde,Strasbourg,85,0.0,0.0,25.0,0.0
Darren Sidoel,East Bengal,195,0.0,0.0,70.0,0.0
Dimitri Liénard,Strasbourg,57,0.0,0.0,11.0,0.0
Francisco Javier Hernández González,Odisha,392,0.0,0.0,123.0,0.0
Gurpreet Singh Sandhu,Bengaluru,313,0.0,0.0,197.0,0.0
Mohammad Mobashir Rahman,Jamshedpur,145,0.0,0.0,38.0,0.0
Anthony Rouault,Toulouse,68,0.0,0.0,20.0,0.0
Amarjit Singh Kiyam Singh,East Bengal,258,0.0,0.0,66.0,0.0
Rémy Cabella,Lille,41,0.0,0.0,10.0,0.0
Maxence Caqueret,Lyon,113,0.0,0.0,30.0,0.0
Noah Fadiga,Stade Brestois,43,0.0,0.0,12.0,0.0
Maghnes Akliouche,AS Monaco,13,0.0,0.0,4.0,0.0
Moussa Diarra,Toulouse,74,0.0,0.0,29.0,0.0
Nicolas Pallois,Nantes,72,0.0,0.0,32.0,0.0
Alidu Seidu,Clermont Foot,88,0.0,0.0,16.0,0.0
Jonas Martin,Rennes,86,0.0,0.0,26.0,0.0
Manvir Singh,ATK Mohun Bagan,426,0.0,0.0,84.0,0.0
Tomislav Mrčela,East Bengal,159,0.0,0.0,76.0,0.0
Chencho Gyeltshen,Kerala Blasters,71,0.0,0.0,16.0,0.0
Jordan Veretout,Marseille,116,0.0,0.0,34.0,0.0
Quentin Merlin,Nantes,64,0.0,0.0,21.0,0.0
Timothee Pembele,Paris Saint-Germain,45,0.0,0.0,3.0,0.0
Mohamed Bayo,Clermont Foot,15,0.0,0.0,2.0,0.0
Wilson Odobert,Troyes,17,0.0,0.0,4.0,0.0
Samuel Moutoussamy,Nantes,136,0.0,0.0,30.0,0.0
Adrien Thomasson,Lens,19,0.0,0.0,3.0,0.0
Salam Ranjan Singh,Chennaiyin,75,0.0,0.0,26.0,0.0
Bevic Moussiti-Oko,AC Ajaccio,6,0.0,0.0,0.0,
Moritz Jenz,Lorient,5,0.0,0.0,0.0,
Thomas Mangani,AC Ajaccio,31,0.0,0.0,4.0,0.0
Jonas Omlin,Montpellier,28,0.0,0.0,15.0,0.0
Rohit Kumar,Bengaluru,76,0.0,0.0,17.0,0.0
Salomon Junior Sambia,Montpellier,10,0.0,0.0,3.0,0.0
Zakaria Aboukhlal,Toulouse,21,0.0,0.0,2.0,0.0
Ui-Jo Hwang,Bordeaux,14,0.0,0.0,1.0,0.0
Alexandre Letellier,Paris Saint-Germain,7,0.0,0.0,4.0,0.0
Matthieu Dreyer,Lorient,11,0.0,0.0,8.0,0.0
Amine Gouiri,Rennes,35,0.0,0.0,3.0,0.0
Bruno Edgar Silva Almeida,Bengaluru,724,0.0,0.0,264.0,0.0
Jonathan Clauss,Lens,51,0.0,0.0,12.0,0.0
Vincent Le Goff,Lorient,133,0.0,0.0,48.0,0.0
Boubakar Kouyate,Metz,15,0.0,0.0,8.0,0.0
Jackichand Singh,East Bengal,21,0.0,0.0,4.0,0.0
Sebastian Thangmuansang,Odisha,76,0.0,0.0,24.0,0.0
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3066,0.0,0.0,878.0,0.0
Gaëtan Laborde,Rennes,25,0.0,0.0,7.0,0.0
Sankar Roy,East Bengal,90,0.0,0.0,70.0,0.0
Hamari Traoré,Rennes,89,0.0,0.0,31.0,0.0
Valère Germain,Montpellier,26,0.0,0.0,3.0,0.0
Marshall Nyasha Munetsi,Stade de Reims,54,0.0,0.0,13.0,0.0
Baptiste Santamaría,Rennes,33,0.0,0.0,12.0,0.0
Moirangthem Givson Singh,Kerala Blasters,24,0.0,0.0,6.0,0.0
Neymar da Silva Santos Junior,Paris Saint-Germain,1722,0.0,0.0,406.0,0.0
Moussa Dembélé,Lyon,14,0.0,0.0,4.0,0.0
Akim Zedadka,Auxerre,33,0.0,0.0,5.0,0.0
Alberth Josué Elis Martínez,Bordeaux,8,0.0,0.0,2.0,0.0
Muhammed Cham Saracevic,Clermont Foot,70,0.0,0.0,15.0,0.0
Jayesh Dilip Rane,Bengaluru,117,0.0,0.0,29.0,0.0
Dejan Lovren,Lyon,29,0.0,0.0,6.0,0.0
Airam López Cabrera,Goa,180,0.0,0.0,62.0,0.0
Sael Kumbedi Nseke,Lyon,30,0.0,0.0,6.0,0.0
Lucas Da Cunha,Clermont Foot,9,0.0,0.0,1.0,0.0
Thongkhosiem Haokip,East Bengal,80,0.0,0.0,17.0,0.0
Nicolas Louis Marcel Cozza,Montpellier,62,0.0,0.0,18.0,0.0
Joel Joseph Chianese,Hyderabad,286,0.0,0.0,88.0,0.0
Miha Blažič,Angers,30,0.0,0.0,14.0,0.0
Sivasakthi Narayanan,Bengaluru,13,0.0,0.0,4.0,0.0
Ike Ugbo,Troyes,11,0.0,0.0,0.0,
Renato Júnior Luz Sanches,Paris Saint-Germain,587,0.0,0.0,121.0,0.0
Carl Gerard McHugh,ATK Mohun Bagan,702,0.0,0.0,243.0,0.0
Pedro Chirivella Burgos,Nantes,201,0.0,0.0,60.0,0.0
Igor Angulo Albóniga,Mumbai City,189,0.0,0.0,32.0,0.0
Jordan Murray,Jamshedpur,136,0.0,0.0,36.0,0.0
Miguel Ângelo da Silva Rocha,Lille,37,0.0,0.0,7.0,0.0
Batista Mendy,Angers,106,0.0,0.0,36.0,0.0
Nuno Mendes,Paris Saint-Germain,1537,0.0,0.0,302.0,0.0
João Victor de Albuquerque Bruno,Hyderabad,736,0.0,0.0,242.0,0.0
Naorem Roshan Singh,Bengaluru,641,0.0,0.0,227.0,0.0
Florian Sotoca,Lens,55,0.0,0.0,16.0,0.0
Jonathan David,Lille,87,0.0,0.0,14.0,0.0
Fabián Ruiz Peña,Paris Saint-Germain,1370,0.0,0.0,235.0,0.0
Ander Herrera Agüera,Paris Saint-Germain,293,0.0,0.0,48.0,0.0
Andy Delort,OGC Nice,30,0.0,0.0,7.0,0.0
Bradley Locko,Stade de Reims,48,0.0,0.0,12.0,0.0
Yohann Magnin,Clermont Foot,70,0.0,0.0,17.0,0.0
Osman Bukari,Nantes,33,0.0,0.0,8.0,0.0
Karl Brillant Toko Ekambi,Lyon,59,0.0,0.0,5.0,0.0
Lallianzuala Chhangte,Chennaiyin,144,0.0,0.0,18.0,0.0
Benjamin Lecomte,Montpellier,23,0.0,0.0,16.0,0.0
Nicolas Pépé,OGC Nice,69,0.0,0.0,13.0,0.0
Mohammed Rafique,East Bengal,298,0.0,0.0,83.0,0.0
Jerry Lalrinzuala,Chennaiyin,593,0.0,0.0,174.0,0.0
Brendan Chardonnet,Stade Brestois,36,0.0,0.0,18.0,0.0
Facundo Axel Medina,Lens,103,0.0,0.0,35.0,0.0
Yunis Abdelhamid,Stade de Reims,106,0.0,0.0,51.0,0.0
Laxmikant Kattimani,Hyderabad,343,0.0,0.0,287.0,0.0
Hendry Antonay,Odisha,244,0.0,0.0,89.0,0.0
Udanta Kumam Singh,Bengaluru,292,0.0,0.0,54.0,0.0
Souleyman Doumbia,Angers,31,0.0,0.0,7.0,0.0
Alexandre Lacazette,Lyon,40,0.0,0.0,17.0,0.0
Ismaël Chester Diallo,AC Ajaccio,32,0.0,0.0,12.0,0.0
Sanson Pereira,Goa,229,0.0,0.0,52.0,0.0
Alexander Romario Jesuraj,Goa,104,0.0,0.0,22.0,0.0
Xavier Chavalerin,Troyes,59,0.0,0.0,16.0,0.0
Daniel Lalhlimpuia,Odisha,40,0.0,0.0,8.0,0.0
Sahil Tavora,Hyderabad,218,0.0,0.0,84.0,0.0
Romain Del Castillo,Stade Brestois,34,0.0,0.0,8.0,0.0
Désiré Doué,Rennes,35,0.0,0.0,11.0,0.0
Matz Sels,Strasbourg,33,0.0,0.0,23.0,0.0
Malo Gusto,Lyon,86,0.0,0.0,27.0,0.0
Jodel Dossou,Clermont Foot,20,0.0,0.0,7.0,0.0
Harmanjot Singh Khabra,Kerala Blasters,547,0.0,0.0,202.0,0.0
Kevin Volland,AS Monaco,7,0.0,0.0,1.0,0.0
Maximiliano Caufriez,Clermont Foot,51,0.0,0.0,10.0,0.0
Vincent Sierro,Toulouse,9,0.0,0.0,4.0,0.0
Mattia Viti,OGC Nice,46,0.0,0.0,17.0,0.0
Badredine Bouanani,OGC Nice,10,0.0,0.0,5.0,0.0
Florent Mollet,Nantes,29,0.0,0.0,3.0,0.0
Leny Yoro,Lille,28,0.0,0.0,3.0,0.0
Joris Chotard,Montpellier,97,0.0,0.0,27.0,0.0
Brecht Dejaegere,Toulouse,35,0.0,0.0,8.0,0.0
Daniel Gomes,East Bengal,14,0.0,0.0,2.0,0.0
Lassine Sinayoko,Auxerre,47,0.0,0.0,10.0,0.0
Lilian Brassier,Stade Brestois,71,0.0,0.0,33.0,0.0
Ismael Doukoure,Strasbourg,23,0.0,0.0,7.0,0.0
Sinaly Diomande,Lyon,59,0.0,0.0,21.0,0.0
José Miguel da Rocha Fonte,Lille,118,0.0,0.0,39.0,0.0
Marcelo Antônio Guedes Filho,Bordeaux,41,0.0,0.0,17.0,0.0
Abdallah Dipo Sima,Angers,18,0.0,0.0,2.0,0.0
Enes Sipović,Kerala Blasters,229,0.0,0.0,97.0,0.0
Sacha Delaye,Montpellier,10,0.0,0.0,1.0,0.0
Sada Thioub,Saint-Étienne,17,0.0,0.0,3.0,0.0
Louis Didace Mafouta,Metz,5,0.0,0.0,0.0,
Jeff Reine-Adélaïde,Lyon,13,0.0,0.0,6.0,0.0
Martin Adeline,Stade de Reims,16,0.0,0.0,8.0,0.0
Warmed Omari,Rennes,71,0.0,0.0,28.0,0.0
Abdul Rabeeh,Hyderabad,10,0.0,0.0,1.0,0.0
Jonathas Cristian de Jesus,Odisha,227,0.0,0.0,32.0,0.0
Ashutosh Mehta,ATK Mohun Bagan,343,0.0,0.0,120.0,0.0
Banana Yaya,Bengaluru,162,0.0,0.0,64.0,0.0
Slavko Damjanović,Chennaiyin,514,0.0,0.0,158.0,0.0
Amey Ganesh Ranawade,Mumbai City,445,0.0,0.0,117.0,0.0
Sourav Das,East Bengal,394,0.0,0.0,93.0,0.0
Thilo Kehrer,Paris Saint-Germain,578,0.0,0.0,127.0,0.0
Víctor Mongil Adeva,Odisha,627,0.0,0.0,317.0,0.0
Jerry Mawihmingthanga,Odisha,298,0.0,0.0,64.0,0.0
Deepak Tangri,ATK Mohun Bagan,368,0.0,0.0,91.0,0.0
Mandar Rao Desai,Mumbai City,423,0.0,0.0,110.0,0.0
Lalthathanga Khawlhring,Kerala Blasters,567,0.0,0.0,159.0,0.0
Jorge Rolando Pereyra Díaz,Kerala Blasters,261,0.0,0.0,71.0,0.0
Franjo Prce,East Bengal,390,0.0,0.0,145.0,0.0
Mohammad Sajid Dhot,Chennaiyin,125,0.0,0.0,59.0,0.0
Mathias Coureur,NorthEast United,202,0.0,0.0,52.0,0.0
Przemysław Frankowski,Lens,107,0.0,0.0,22.0,0.0
Kylian Mbappé Lottin,Paris Saint-Germain,1712,0.0,0.0,287.0,0.0
Ygor de Oliveira Ferreira,Mumbai City,89,0.0,0.0,21.0,0.0
Khalil Fayad,Montpellier,11,0.0,0.0,2.0,0.0
Dimitri Payet,Marseille,134,0.0,0.0,37.0,0.0
Gerzino Nyamsi,Strasbourg,71,0.0,0.0,31.0,0.0
Enock Kwateng,Bordeaux,51,0.0,0.0,9.0,0.0
Danish Farooq Bhat,Bengaluru,225,0.0,0.0,82.0,0.0
Steve Michel Mounié,Stade Brestois,17,0.0,0.0,0.0,
Bonke Innocent,Lorient,32,0.0,0.0,10.0,0.0
Peter Hartley,Jamshedpur,304,0.0,0.0,164.0,0.0
Mattéo Guendouzi Olié,Marseille,188,0.0,0.0,37.0,0.0
Issa Kabore,Marseille,10,0.0,0.0,1.0,0.0
Pau López Sabata,Marseille,107,0.0,0.0,66.0,0.0
Morgan Schneiderlin,OGC Nice,47,0.0,0.0,8.0,0.0
Amine Gouiri,OGC Nice,43,0.0,0.0,7.0,0.0
Jubal Rocha Mendes Junior,Auxerre,48,0.0,0.0,13.0,0.0
Azor Matusiwa,Stade de Reims,104,0.0,0.0,48.0,0.0
Suvam Sen,East Bengal,73,0.0,0.0,49.0,0.0
Dennis Appiah,Nantes,65,0.0,0.0,16.0,0.0
Sahal Abdul Samad,Kerala Blasters,285,0.0,0.0,73.0,0.0
Leo Leroy,Montpellier,18,0.0,0.0,5.0,0.0
Rominigue Kouamé N''Guessan,Troyes,86,0.0,0.0,21.0,0.0
El Bilal Toure,Stade de Reims,12,0.0,0.0,1.0,0.0
Nishu Kumar Tashni,Kerala Blasters,157,0.0,0.0,58.0,0.0
Joe Rodon,Rennes,27,0.0,0.0,4.0,0.0
Rahim Ali,Chennaiyin,263,0.0,0.0,62.0,0.0
Hmingthanmawia Ralte,Mumbai City,19,0.0,0.0,3.0,0.0
Eric Junior Dina Ebimbe,Paris Saint-Germain,34,0.0,0.0,6.0,0.0
Rahul Kannoly Praveen,Kerala Blasters,57,0.0,0.0,15.0,0.0
Arthur Desmas,Clermont Foot,22,0.0,0.0,9.0,0.0
Komnen Andrić,Clermont Foot,22,0.0,0.0,1.0,0.0
Abdou Diallo,Paris Saint-Germain,268,0.0,0.0,103.0,0.0
Ishan Pandita,Jamshedpur,36,0.0,0.0,5.0,0.0
Kevin Gameiro,Strasbourg,37,0.0,0.0,4.0,0.0
Jorge Ortiz Mendoza,Goa,486,0.0,0.0,120.0,0.0
Houboulang Mendes,Lorient,50,0.0,0.0,13.0,0.0
Naocha Huidrom Singh,East Bengal,146,0.0,0.0,60.0,0.0
Massadio Haïdara,Lens,17,0.0,0.0,5.0,0.0
Nuno Albertino Varela Tavares,Marseille,82,0.0,0.0,18.0,0.0
Bilal Brahimi,OGC Nice,22,0.0,0.0,4.0,0.0
Laldanmawia Ralte,NorthEast United,68,0.0,0.0,21.0,0.0
Seminlen Doungel,Jamshedpur,160,0.0,0.0,54.0,0.0
Pawan Kumar,Jamshedpur,32,0.0,0.0,24.0,0.0
Alan Virginius,Lille,10,0.0,0.0,2.0,0.0
Ibrahima Niane,Angers,11,0.0,0.0,1.0,0.0
Jean Lucas de Souza Oliveira,AS Monaco,20,0.0,0.0,5.0,0.0
