match_id,team,possession_pct,total_xg,epr,style
3813309,Hyderabad,64.55,0.8255059225484729,78.19,Patient Build-up
3813309,Chennaiyin,35.45,0.933322005905211,37.98,Balanced
3813310,Kerala Blasters,68.89,0.41647796193137765,165.41,Patient Build-up
3813310,East Bengal,31.11,0.6937297633849084,44.84,Patient Build-up
3813311,Jamshedpur,58.71,1.3085566842928529,44.87,Patient Build-up
3813311,Chennaiyin,41.29,0.5061417641118169,81.58,Patient Build-up
3813312,Mumbai City,61.67,3.1152505530044436,19.8,Clinical/Direct
3813312,ATK Mohun Bagan,38.33,0.5317676314152777,72.08,Patient Build-up
3813313,ATK Mohun Bagan,56.02,2.0428309650160372,27.42,Balanced
3813313,Odisha,43.98,0.6441004639491439,68.28,Patient Build-up
3813314,Kerala Blasters,61.76,0.8617786802351475,71.67,Patient Build-up
3813314,ATK Mohun Bagan,38.24,2.331092449836433,16.4,Clinical/Direct
3813315,Goa,74.53,0.767458014190197,97.11,Patient Build-up
3813315,Jamshedpur,25.47,2.0217102700844407,12.6,Clinical/Direct
3813316,Goa,66.44,2.557989594526589,25.97,Balanced
3813316,NorthEast United,33.56,1.3206240618601441,25.41,Balanced
3813317,Odisha,52.94,1.5248890337825287,34.72,Balanced
3813317,East Bengal,47.06,1.497918643988669,31.42,Balanced
3813318,Mumbai City,64.93,2.49930652230978,25.98,Balanced
3813318,NorthEast United,35.07,2.5402131658047438,13.81,Clinical/Direct
3817848,Goa,69.15,0.9242913099005818,74.81,Patient Build-up
3817848,ATK Mohun Bagan,30.85,2.1126044867851306,14.6,Clinical/Direct
3817849,Mumbai City,54.48,0.9733054675161839,55.97,Patient Build-up
3817849,Bengaluru,45.52,1.8377451575361192,24.77,Balanced
3817850,Jamshedpur,61.55,1.2525992398150265,49.14,Patient Build-up
3817850,East Bengal,38.45,0.3070310829207301,125.23,Patient Build-up
3817851,Kerala Blasters,52.06,0.9342839801684022,55.72,Patient Build-up
3817851,Odisha,47.94,0.662337813526392,72.38,Patient Build-up
3817852,Mumbai City,57.34,1.6736921779811382,34.26,Balanced
3817852,Chennaiyin,42.66,0.5002588722854853,85.28,Patient Build-up
3817853,Goa,70.97,1.1486523831263185,61.79,Patient Build-up
3817853,East Bengal,29.03,0.6369196511805058,45.58,Patient Build-up
3817854,Bengaluru,55.09,0.8707380085252225,63.27,Patient Build-up
3817854,ATK Mohun Bagan,44.91,0.8036303035914898,55.88,Patient Build-up
3817855,ATK Mohun Bagan,59.75,1.502830795943737,39.76,Balanced
3817855,Kerala Blasters,40.25,0.8798922086134553,45.74,Patient Build-up
3817856,ATK Mohun Bagan,66.38,0.8657039478421211,76.68,Patient Build-up
3817856,Jamshedpur,33.63,0.5652036927640438,59.5,Patient Build-up
3817857,Hyderabad,58.59,0.7323741749860346,80.0,Patient Build-up
3817857,Jamshedpur,41.41,1.2692108042538166,32.63,Balanced
3817858,Kerala Blasters,57.51,2.621266934555024,21.94,Balanced
3817858,Chennaiyin,42.49,1.321756181307137,32.15,Balanced
3817859,NorthEast United,56.57,1.7880599312484264,31.64,Balanced
3817859,Jamshedpur,43.43,1.5931100342422724,27.26,Balanced
3817860,Hyderabad,50.23,1.8987780632451177,26.45,Balanced
3817860,Odisha,49.77,0.47136314352974296,105.59,Patient Build-up
3817861,Kerala Blasters,51.79,0.5723252594470978,90.49,Patient Build-up
3817861,Bengaluru,48.21,1.3665623348206282,35.28,Balanced
3817862,Mumbai City,58.33,0.9208207442425191,63.35,Patient Build-up
3817862,Odisha,41.67,0.5503975073806942,75.71,Patient Build-up
3817863,Goa,60.66,1.0332316840067506,58.71,Patient Build-up
3817863,Hyderabad,39.34,0.5973834898322821,65.85,Patient Build-up
3817864,ATK Mohun Bagan,53.31,1.2541934652253985,42.51,Patient Build-up
3817864,Mumbai City,46.69,1.1267125457525253,41.44,Patient Build-up
3817865,NorthEast United,53.17,0.9533285181969404,55.77,Patient Build-up
3817865,Odisha,46.83,1.9526083022356033,23.98,Balanced
3817866,Mumbai City,59.05,1.5865470776334405,37.22,Balanced
