match_id,team,total_defensive_actions,defensive_line_height,defensive_third_pct,middle_third_pct,attacking_third_pct,defensive_style,Defensive Third,Middle Third,Attacking Third
3837650,Clermont Foot,52.0,1.462,63.46,26.92,9.62,Low Block,33.0,14.0,5.0
3837650,Paris Saint-Germain,27.0,1.593,55.56,29.63,14.81,Low Block,15.0,8.0,4.0
3837659,Montpellier,50.0,1.02,98.0,2.0,0.0,Low Block,49.0,1.0,0.0
3837659,Paris Saint-Germain,26.0,2.077,26.92,38.46,34.62,High Press,7.0,10.0,9.0
3837662,Lille,39.0,1.538,58.97,28.21,12.82,Low Block,23.0,11.0,5.0
3837662,Paris Saint-Germain,32.0,1.5,65.62,18.75,15.62,Low Block,21.0,6.0,5.0
3837680,AS Monaco,45.0,1.378,68.89,24.44,6.67,Low Block,31.0,11.0,3.0
3837680,Paris Saint-Germain,30.0,1.9,36.67,36.67,26.67,Balanced,11.0,11.0,8.0
3837683,Paris Saint-Germain,32.0,1.75,46.88,31.25,21.88,Balanced,15.0,10.0,7.0
3837683,Toulouse,40.0,1.55,60.0,25.0,15.0,Low Block,24.0,10.0,6.0
3837695,Nantes,53.0,1.358,75.47,13.21,11.32,Low Block,40.0,7.0,6.0
3837695,Paris Saint-Germain,21.0,1.762,42.86,38.1,19.05,Balanced,9.0,8.0,4.0
3837706,Paris Saint-Germain,45.0,1.822,42.22,33.33,24.44,Balanced,19.0,15.0,11.0
3837706,Stade Brestois,62.0,1.387,72.58,16.13,11.29,Low Block,45.0,10.0,7.0
3837717,Lyon,55.0,1.4,69.09,21.82,9.09,Low Block,38.0,12.0,5.0
3837717,Paris Saint-Germain,37.0,1.459,64.86,24.32,10.81,Low Block,24.0,9.0,4.0
3837727,OGC Nice,46.0,1.435,71.74,13.04,15.22,Low Block,33.0,6.0,7.0
3837727,Paris Saint-Germain,39.0,1.641,56.41,23.08,20.51,Low Block,22.0,9.0,8.0
3837747,Marseille,35.0,1.171,85.71,11.43,2.86,Low Block,30.0,4.0,1.0
3837747,Paris Saint-Germain,40.0,1.275,77.5,17.5,5.0,Low Block,31.0,7.0,2.0
3837752,AC Ajaccio,39.0,1.513,61.54,25.64,12.82,Low Block,24.0,10.0,5.0
3837752,Paris Saint-Germain,35.0,1.314,74.29,20.0,5.71,Low Block,26.0,7.0,2.0
3837771,Paris Saint-Germain,28.0,1.821,42.86,32.14,25.0,Balanced,12.0,9.0,7.0
3837771,Troyes,53.0,1.17,88.68,5.66,5.66,Low Block,47.0,3.0,3.0
3837785,Auxerre,38.0,1.263,76.32,21.05,2.63,Low Block,29.0,8.0,1.0
3837785,Paris Saint-Germain,35.0,1.657,57.14,20.0,22.86,Low Block,20.0,7.0,8.0
3837818,Angers,44.0,1.341,75.0,15.91,9.09,Low Block,33.0,7.0,4.0
3837818,Paris Saint-Germain,33.0,1.545,57.58,30.3,12.12,Low Block,19.0,10.0,4.0
3837827,Paris Saint-Germain,30.0,1.567,56.67,30.0,13.33,Low Block,17.0,9.0,4.0
3837827,Rennes,52.0,1.327,73.08,21.15,5.77,Low Block,38.0,11.0,3.0
3837839,Paris Saint-Germain,49.0,1.49,65.31,20.41,14.29,Low Block,32.0,10.0,7.0
3837839,Stade de Reims,47.0,1.468,65.96,21.28,12.77,Low Block,31.0,10.0,6.0
3837844,Montpellier,51.0,1.235,76.47,23.53,0.0,Low Block,39.0,12.0,0.0
3837844,Paris Saint-Germain,44.0,1.568,52.27,38.64,9.09,Low Block,23.0,17.0,4.0
3837859,Paris Saint-Germain,40.0,1.55,57.5,30.0,12.5,Low Block,23.0,12.0,5.0
3837859,Toulouse,42.0,1.429,71.43,14.29,14.29,Low Block,30.0,6.0,6.0
3837876,Lille,32.0,1.594,46.88,46.88,6.25,Balanced,15.0,15.0,2.0
3837876,Paris Saint-Germain,38.0,1.368,71.05,21.05,7.89,Low Block,27.0,8.0,3.0
3837885,Marseille,38.0,1.5,63.16,23.68,13.16,Low Block,24.0,9.0,5.0
3837885,Paris Saint-Germain,59.0,1.237,81.36,13.56,5.08,Low Block,48.0,8.0,3.0
3837896,Nantes,60.0,1.233,78.33,20.0,1.67,Low Block,47.0,12.0,1.0
3837896,Paris Saint-Germain,35.0,1.571,54.29,34.29,11.43,Low Block,19.0,12.0,4.0
3837902,Paris Saint-Germain,36.0,1.583,58.33,25.0,16.67,Low Block,21.0,9.0,6.0
3837902,Stade Brestois,45.0,1.156,86.67,11.11,2.22,Low Block,39.0,5.0,1.0
3837918,Paris Saint-Germain,32.0,1.531,56.25,34.38,9.38,Low Block,18.0,11.0,3.0
3837918,Rennes,51.0,1.353,68.63,27.45,3.92,Low Block,35.0,14.0,2.0
3837928,Lyon,82.0,1.232,82.93,10.98,6.1,Low Block,68.0,9.0,5.0
3837928,Paris Saint-Germain,40.0,1.9,35.0,40.0,25.0,Balanced,14.0,16.0,10.0
3837938,OGC Nice,36.0,1.528,61.11,25.0,13.89,Low Block,22.0,9.0,5.0
3837938,Paris Saint-Germain,58.0,1.224,86.21,5.17,8.62,Low Block,50.0,3.0,5.0
3837947,Lens,31.0,1.194,87.1,6.45,6.45,Low Block,27.0,2.0,2.0
3837947,Paris Saint-Germain,38.0,1.237,84.21,7.89,7.89,Low Block,32.0,3.0,3.0
3837954,Angers,42.0,1.476,66.67,19.05,14.29,Low Block,28.0,8.0,6.0
3837954,Paris Saint-Germain,47.0,1.362,74.47,14.89,10.64,Low Block,35.0,7.0,5.0
3837963,Lorient,44.0,1.364,75.0,13.64,11.36,Low Block,33.0,6.0,5.0
3837963,Paris Saint-Germain,34.0,1.559,52.94,38.24,8.82,Low Block,18.0,13.0,3.0
3837987,AC Ajaccio,66.0,1.121,90.91,6.06,3.03,Low Block,60.0,4.0,2.0
3837987,Paris Saint-Germain,25.0,2.0,40.0,20.0,40.0,High Press,10.0,5.0,10.0
3837998,Auxerre,38.0,1.289,73.68,23.68,2.63,Low Block,28.0,9.0,1.0
3837998,Paris Saint-Germain,42.0,1.286,80.95,9.52,9.52,Low Block,34.0,4.0,4.0
3838004,Paris Saint-Germain,24.0,1.292,75.0,20.83,4.17,Low Block,18.0,5.0,1.0
3838004,Strasbourg,28.0,1.607,50.0,39.29,10.71,Balanced,14.0,11.0,3.0
3838017,Clermont Foot,38.0,1.553,60.53,23.68,15.79,Low Block,23.0,9.0,6.0
3838017,Paris Saint-Germain,40.0,1.275,80.0,12.5,7.5,Low Block,32.0,5.0,3.0
3895052,Bayer Leverkusen,44.0,1.545,59.09,27.27,13.64,Low Block,26.0,12.0,6.0
3895052,RB Leipzig,38.0,1.421,68.42,21.05,10.53,Low Block,26.0,8.0,4.0
3895060,Bayer Leverkusen,40.0,1.525,60.0,27.5,12.5,Low Block,24.0,11.0,5.0
3895060,Borussia Mönchengladbach,58.0,1.328,72.41,22.41,5.17,Low Block,42.0,13.0,3.0
3895067,Bayer Leverkusen,29.0,1.931,37.93,31.03,31.03,High Press,11.0,9.0,9.0
3895067,Darmstadt 98,69.0,1.159,85.51,13.04,1.45,Low Block,59.0,9.0,1.0
3895074,Bayer Leverkusen,65.0,1.431,63.08,30.77,6.15,Low Block,41.0,20.0,4.0
3895074,Bayern Munich,53.0,1.642,52.83,30.19,16.98,Low Block,28.0,16.0,9.0
3895086,Bayer Leverkusen,34.0,1.882,38.24,35.29,26.47,Balanced,13.0,12.0,9.0
3895086,FC Heidenheim,59.0,1.119,89.83,8.47,1.69,Low Block,53.0,5.0,1.0
3895095,Bayer Leverkusen,60.0,1.367,68.33,26.67,5.0,Low Block,41.0,16.0,3.0
3895095,FSV Mainz 05,41.0,1.61,46.34,46.34,7.32,Balanced,19.0,19.0,3.0
3895107,Bayer Leverkusen,44.0,1.932,36.36,34.09,29.55,Balanced,16.0,15.0,13.0
3895107,FC Köln,67.0,1.239,83.58,8.96,7.46,Low Block,56.0,6.0,5.0
3895113,Bayer Leverkusen,45.0,1.422,64.44,28.89,6.67,Low Block,29.0,13.0,3.0
3895113,Wolfsburg,57.0,1.509,56.14,36.84,7.02,Low Block,32.0,21.0,4.0
3895121,Bayer Leverkusen,51.0,1.431,70.59,15.69,13.73,Low Block,36.0,8.0,7.0
3895121,Freiburg,53.0,1.226,83.02,11.32,5.66,Low Block,44.0,6.0,3.0
3895134,Bayer Leverkusen,53.0,1.245,81.13,13.21,5.66,Low Block,43.0,7.0,3.0
3895134,Hoffenheim,50.0,1.6,56.0,28.0,16.0,Low Block,28.0,14.0,8.0
3895139,Bayer Leverkusen,39.0,1.59,58.97,23.08,17.95,Low Block,23.0,9.0,7.0
3895139,Union Berlin,49.0,1.204,83.67,12.24,4.08,Low Block,41.0,6.0,2.0
3895153,Bayer Leverkusen,42.0,1.548,59.52,26.19,14.29,Low Block,25.0,11.0,6.0
3895153,Werder Bremen,52.0,1.365,69.23,25.0,5.77,Low Block,36.0,13.0,3.0
3895158,Bayer Leverkusen,45.0,2.022,24.44,48.89,26.67,Balanced,11.0,22.0,12.0
3895158,Borussia Dortmund,97.0,1.155,87.63,9.28,3.09,Low Block,85.0,9.0,3.0
3895167,Bayer Leverkusen,46.0,1.5,60.87,28.26,10.87,Low Block,28.0,13.0,5.0
3895167,VfB Stuttgart,57.0,1.439,64.91,26.32,8.77,Low Block,37.0,15.0,5.0
3895180,Bayer Leverkusen,53.0,1.566,56.6,30.19,13.21,Low Block,30.0,16.0,7.0
3895180,Eintracht Frankfurt,62.0,1.565,53.23,37.1,9.68,Low Block,33.0,23.0,6.0
3895182,Bayer Leverkusen,48.0,1.604,52.08,35.42,12.5,Low Block,25.0,17.0,6.0
3895182,Bochum,53.0,1.642,47.17,41.51,11.32,Balanced,25.0,22.0,6.0
3895194,Augsburg,94.0,1.34,75.53,14.89,9.57,Low Block,71.0,14.0,9.0
3895194,Bayer Leverkusen,26.0,1.769,42.31,38.46,19.23,Balanced,11.0,10.0,5.0
3895202,Bayer Leverkusen,51.0,1.51,58.82,31.37,9.8,Low Block,30.0,16.0,5.0
3895202,RB Leipzig,56.0,1.482,62.5,26.79,10.71,Low Block,35.0,15.0,6.0
3895210,Bayer Leverkusen,25.0,1.8,52.0,16.0,32.0,High Press,13.0,4.0,8.0
3895210,Borussia Mönchengladbach,102.0,1.127,91.18,4.9,3.92,Low Block,93.0,5.0,4.0
3895220,Bayer Leverkusen,42.0,1.548,57.14,30.95,11.9,Low Block,24.0,13.0,5.0
3895220,Darmstadt 98,59.0,1.39,66.1,28.81,5.08,Low Block,39.0,17.0,3.0
3895232,Bayer Leverkusen,60.0,1.283,73.33,25.0,1.67,Low Block,44.0,15.0,1.0
3895232,Bayern Munich,31.0,1.677,51.61,29.03,19.35,Low Block,16.0,9.0,6.0
3895244,Bayer Leverkusen,52.0,1.327,73.08,21.15,5.77,Low Block,38.0,11.0,3.0
3895244,FC Heidenheim,71.0,1.493,64.79,21.13,14.08,Low Block,46.0,15.0,10.0
3895250,Bayer Leverkusen,36.0,1.5,58.33,33.33,8.33,Low Block,21.0,12.0,3.0
3895250,FSV Mainz 05,74.0,1.446,64.86,25.68,9.46,Low Block,48.0,19.0,7.0
3895258,Bayer Leverkusen,24.0,1.958,37.5,29.17,33.33,High Press,9.0,7.0,8.0
3895258,FC Köln,59.0,1.102,91.53,6.78,1.69,Low Block,54.0,4.0,1.0
3895266,Bayer Leverkusen,24.0,2.042,37.5,20.83,41.67,High Press,9.0,5.0,10.0
3895266,Wolfsburg,57.0,1.123,89.47,8.77,1.75,Low Block,51.0,5.0,1.0
3895275,Bayer Leverkusen,41.0,1.439,65.85,24.39,9.76,Low Block,27.0,10.0,4.0
3895275,Freiburg,46.0,1.348,71.74,21.74,6.52,Low Block,33.0,10.0,3.0
3895286,Bayer Leverkusen,39.0,1.641,56.41,23.08,20.51,Low Block,22.0,9.0,8.0
3895286,Hoffenheim,89.0,1.135,91.01,4.49,4.49,Low Block,81.0,4.0,4.0
3895292,Bayer Leverkusen,46.0,1.326,71.74,23.91,4.35,Low Block,33.0,11.0,2.0
3895292,Union Berlin,63.0,1.381,71.43,19.05,9.52,Low Block,45.0,12.0,6.0
3895302,Bayer Leverkusen,32.0,1.844,40.62,34.38,25.0,Balanced,13.0,11.0,8.0
3895302,Werder Bremen,45.0,1.289,77.78,15.56,6.67,Low Block,35.0,7.0,3.0
3895309,Bayer Leverkusen,33.0,1.455,66.67,21.21,12.12,Low Block,22.0,7.0,4.0
3895309,Borussia Dortmund,41.0,1.439,63.41,29.27,7.32,Low Block,26.0,12.0,3.0
3895320,Bayer Leverkusen,26.0,1.615,53.85,30.77,15.38,Low Block,14.0,8.0,4.0
3895320,VfB Stuttgart,44.0,1.477,63.64,25.0,11.36,Low Block,28.0,11.0,5.0
3895333,Bayer Leverkusen,59.0,1.136,88.14,10.17,1.69,Low Block,52.0,6.0,1.0
3895333,Eintracht Frankfurt,39.0,1.513,58.97,30.77,10.26,Low Block,23.0,12.0,4.0
3895340,Bayer Leverkusen,38.0,1.579,55.26,31.58,13.16,Low Block,21.0,12.0,5.0
3895340,Bochum,49.0,1.429,65.31,26.53,8.16,Low Block,32.0,13.0,4.0
3895348,Augsburg,53.0,1.208,84.91,9.43,5.66,Low Block,45.0,5.0,3.0
3895348,Bayer Leverkusen,41.0,1.488,68.29,14.63,17.07,Low Block,28.0,6.0,7.0
