match_id,team,player,tackles,interceptions,pressures,blocks,clearances,ball_recoveries,fouls_committed,duels_won,total_duels,defensive_third_actions,middle_third_actions,attacking_third_actions,high_turnovers,total_defensive_actions,duel_win_pct,pressure_pct,tackle_interception_pct,high_turnover_pct,attacking_third_pct,defensive_profile
3813306,ATK Mohun Bagan,Ashutosh Mehta,0.0,9.0,14.0,3.0,2.0,2.0,2.0,0.0,1.0,17.0,8.0,8.0,3.0,26.0,0.0,53.85,34.62,11.54,24.24,Balanced Defender
3837680,AS Monaco,Mohamed Camara,0.0,2.0,23.0,1.0,0.0,4.0,6.0,1.0,4.0,10.0,26.0,4.0,0.0,26.0,25.0,88.46,7.69,0.0,10.0,Balanced Defender
3802793,OGC Nice,Melvin Bard,0.0,8.0,15.0,3.0,0.0,5.0,1.0,1.0,5.0,25.0,11.0,1.0,1.0,26.0,20.0,57.69,30.77,3.85,2.7,Balanced Defender
3813318,Mumbai City,Ahmed Jahouh,0.0,5.0,17.0,4.0,2.0,11.0,0.0,0.0,3.0,19.0,18.0,5.0,2.0,26.0,0.0,65.38,19.23,7.69,11.9,Balanced Defender
3895232,Bayer Leverkusen,Robert Andrich,0.0,2.0,23.0,1.0,2.0,1.0,2.0,2.0,3.0,16.0,17.0,1.0,1.0,26.0,66.67,88.46,7.69,3.85,2.94,Dominant Duelist
3802683,Paris Saint-Germain,Idrissa Gana Gueye,0.0,1.0,21.0,4.0,0.0,2.0,2.0,0.0,2.0,12.0,19.0,1.0,0.0,26.0,0.0,80.77,3.85,0.0,3.12,Balanced Defender
3802984,Nantes,Pedro Chirivella Burgos,0.0,0.0,26.0,0.0,2.0,3.0,3.0,0.0,3.0,15.0,18.0,4.0,1.0,26.0,0.0,100.0,0.0,3.85,10.81,Balanced Defender
3817883,Bengaluru,Bruno Edgar Silva Almeida,0.0,3.0,20.0,3.0,1.0,5.0,2.0,1.0,6.0,16.0,22.0,2.0,1.0,26.0,16.67,76.92,11.54,3.85,5.0,Balanced Defender
3813318,NorthEast United,Provat Lakra,0.0,6.0,19.0,1.0,2.0,2.0,0.0,0.0,2.0,17.0,7.0,8.0,3.0,26.0,0.0,73.08,23.08,11.54,25.0,Balanced Defender
3813264,Hyderabad,Akash Mishra,0.0,3.0,22.0,1.0,3.0,4.0,4.0,0.0,4.0,24.0,15.0,2.0,1.0,26.0,0.0,84.62,11.54,3.85,4.88,Balanced Defender
3817864,ATK Mohun Bagan,Carl Gerard McHugh,0.0,4.0,21.0,1.0,0.0,6.0,3.0,1.0,9.0,16.0,25.0,3.0,0.0,26.0,11.11,80.77,15.38,0.0,6.82,Balanced Defender
3813274,Mumbai City,Bipin Singh Thounajam,0.0,1.0,22.0,3.0,0.0,7.0,2.0,0.0,2.0,9.0,13.0,15.0,4.0,26.0,0.0,84.62,3.85,15.38,40.54,Balanced Defender
3813273,Mumbai City,Ahmed Jahouh,0.0,4.0,22.0,0.0,2.0,4.0,2.0,2.0,5.0,17.0,16.0,6.0,2.0,26.0,40.0,84.62,15.38,7.69,15.38,Balanced Defender
3895095,Bayer Leverkusen,Odilon Kossonou,0.0,1.0,21.0,4.0,2.0,4.0,2.0,0.0,3.0,16.0,18.0,3.0,0.0,26.0,0.0,80.77,3.85,0.0,8.11,Balanced Defender
3813265,Mumbai City,Ahmed Jahouh,0.0,3.0,20.0,3.0,5.0,10.0,2.0,2.0,6.0,16.0,26.0,7.0,5.0,26.0,33.33,76.92,11.54,19.23,14.29,Balanced Defender
3817897,Kerala Blasters,Sahal Abdul Samad,0.0,0.0,24.0,2.0,0.0,3.0,3.0,1.0,4.0,6.0,23.0,7.0,3.0,26.0,25.0,92.31,0.0,11.54,19.44,Balanced Defender
3817898,Mumbai City,Lalengmawia Ralte,0.0,3.0,19.0,4.0,0.0,7.0,2.0,1.0,4.0,17.0,12.0,10.0,4.0,26.0,25.0,73.08,11.54,15.38,25.64,Balanced Defender
3813266,Chennaiyin,Edwin Sydney Vanspaul,0.0,1.0,25.0,0.0,1.0,3.0,4.0,1.0,3.0,17.0,16.0,4.0,1.0,26.0,33.33,96.15,3.85,3.85,10.81,Balanced Defender
3813317,East Bengal,Naorem Mahesh Singh,0.0,1.0,24.0,1.0,1.0,2.0,0.0,0.0,2.0,10.0,18.0,3.0,0.0,26.0,0.0,92.31,3.85,0.0,9.68,Balanced Defender
3895052,RB Leipzig,Nicolas Seiwald,0.0,1.0,23.0,2.0,0.0,3.0,2.0,0.0,2.0,9.0,22.0,2.0,1.0,26.0,0.0,88.46,3.85,3.85,6.06,Balanced Defender
3813276,NorthEast United,Lalkhawpuimawia Lalkhawpuimawia,0.0,0.0,24.0,2.0,1.0,3.0,3.0,0.0,11.0,4.0,23.0,17.0,3.0,26.0,0.0,92.31,0.0,11.54,38.64,Balanced Defender
3895060,Borussia Mönchengladbach,Nathan Ngoumou Minpole,0.0,1.0,24.0,1.0,0.0,6.0,1.0,1.0,5.0,13.0,20.0,5.0,2.0,26.0,20.0,92.31,3.85,7.69,13.16,Balanced Defender
3817868,Chennaiyin,Edwin Sydney Vanspaul,0.0,1.0,21.0,4.0,0.0,5.0,2.0,2.0,7.0,13.0,23.0,4.0,0.0,26.0,28.57,80.77,3.85,0.0,10.0,Balanced Defender
3895275,Bayer Leverkusen,Florian Wirtz,0.0,1.0,22.0,3.0,0.0,7.0,1.0,1.0,6.0,7.0,15.0,18.0,4.0,26.0,16.67,84.62,3.85,15.38,45.0,Balanced Defender
3895086,FC Heidenheim,Omar Haktab Traorè,0.0,1.0,21.0,4.0,3.0,5.0,2.0,0.0,2.0,27.0,11.0,0.0,0.0,26.0,0.0,80.77,3.85,0.0,0.0,Balanced Defender
3813292,Bengaluru,Suresh Singh Wangjam,0.0,0.0,23.0,3.0,0.0,6.0,2.0,1.0,5.0,9.0,29.0,1.0,0.0,26.0,20.0,88.46,0.0,0.0,2.56,Balanced Defender
3802839,Paris Saint-Germain,Idrissa Gana Gueye,0.0,2.0,24.0,0.0,1.0,5.0,2.0,1.0,3.0,14.0,15.0,8.0,2.0,26.0,33.33,92.31,7.69,7.69,21.62,Balanced Defender
3813308,Goa,Alberto Noguera Ripoll,0.0,3.0,20.0,3.0,0.0,7.0,2.0,3.0,6.0,17.0,17.0,7.0,2.0,26.0,50.0,76.92,11.54,7.69,17.07,Balanced Defender
3895107,FC Köln,Timo Hübers,0.0,5.0,17.0,4.0,5.0,2.0,2.0,0.0,4.0,33.0,5.0,1.0,0.0,26.0,0.0,65.38,19.23,0.0,2.56,Balanced Defender
3837785,Auxerre,Hamza Sakhi,0.0,3.0,20.0,3.0,0.0,4.0,1.0,0.0,3.0,20.0,13.0,1.0,0.0,26.0,0.0,76.92,11.54,0.0,2.94,Balanced Defender
3895158,Borussia Dortmund,Julian Brandt,0.0,1.0,25.0,0.0,3.0,3.0,0.0,0.0,4.0,17.0,15.0,4.0,1.0,26.0,0.0,96.15,3.85,3.85,11.11,Balanced Defender
3817886,NorthEast United,Hernán Daniel Santana Trujillo,0.0,6.0,19.0,1.0,0.0,4.0,1.0,2.0,5.0,10.0,20.0,6.0,1.0,26.0,40.0,73.08,23.08,3.85,16.67,Balanced Defender
3895180,Eintracht Frankfurt,Ansgar Knauff,0.0,0.0,24.0,2.0,0.0,5.0,6.0,1.0,4.0,4.0,21.0,16.0,1.0,26.0,25.0,92.31,0.0,3.85,39.02,Balanced Defender
3837876,Paris Saint-Germain,Fabián Ruiz Peña,0.0,5.0,21.0,0.0,1.0,4.0,0.0,1.0,6.0,14.0,19.0,4.0,2.0,26.0,16.67,80.77,19.23,7.69,10.81,Balanced Defender
3837947,Lens,Ikoma Loïs Openda,0.0,0.0,26.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,14.0,18.0,4.0,26.0,20.0,100.0,0.0,15.38,50.0,Balanced Defender
3802904,Bordeaux,Josuha Guilavogui,0.0,6.0,18.0,2.0,0.0,2.0,2.0,0.0,3.0,16.0,13.0,4.0,3.0,26.0,0.0,69.23,23.08,11.54,12.12,Balanced Defender
3817856,ATK Mohun Bagan,Liston Colaco,0.0,1.0,21.0,4.0,0.0,6.0,2.0,1.0,3.0,12.0,13.0,12.0,4.0,26.0,33.33,80.77,3.85,15.38,32.43,Balanced Defender
3837752,AC Ajaccio,Mounaim El Idrissy,0.0,0.0,26.0,0.0,0.0,7.0,5.0,0.0,5.0,1.0,20.0,22.0,6.0,26.0,0.0,100.0,0.0,23.08,51.16,Balanced Defender
3817892,Odisha,Redeem Tlang,0.0,5.0,20.0,1.0,0.0,4.0,2.0,0.0,0.0,16.0,12.0,4.0,2.0,26.0,0.0,76.92,19.23,7.69,12.5,Balanced Defender
3837683,Toulouse,Rafael Rogério da Silva,0.0,2.0,23.0,1.0,0.0,3.0,2.0,1.0,7.0,13.0,17.0,8.0,0.0,26.0,14.29,88.46,7.69,0.0,21.05,Balanced Defender
3895232,Bayern Munich,Aleksandar Pavlović,0.0,2.0,22.0,1.0,0.0,4.0,0.0,1.0,1.0,6.0,17.0,7.0,3.0,25.0,100.0,88.0,8.0,12.0,23.33,Dominant Duelist
3817853,East Bengal,Naorem Mahesh Singh,0.0,3.0,22.0,0.0,1.0,7.0,0.0,1.0,5.0,8.0,17.0,13.0,5.0,25.0,20.0,88.0,12.0,20.0,34.21,Balanced Defender
3813307,Jamshedpur,Alexandre Monteiro de Lima,0.0,3.0,17.0,5.0,1.0,12.0,4.0,0.0,2.0,8.0,30.0,6.0,5.0,25.0,0.0,68.0,12.0,20.0,13.64,Balanced Defender
3817854,Bengaluru,Cleiton Augusto Oliveira Silva,0.0,0.0,25.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,7.0,25.0,2.0,25.0,0.0,100.0,0.0,8.0,71.43,Balanced Defender
3817884,Hyderabad,Asish Rai,0.0,3.0,21.0,1.0,1.0,4.0,2.0,0.0,5.0,19.0,16.0,2.0,1.0,25.0,0.0,84.0,12.0,4.0,5.41,Balanced Defender
3817855,Kerala Blasters,Sahal Abdul Samad,0.0,0.0,24.0,1.0,1.0,8.0,1.0,0.0,4.0,14.0,13.0,12.0,4.0,25.0,0.0,96.0,0.0,16.0,30.77,Balanced Defender
3895182,Bayer Leverkusen,Florian Wirtz,0.0,0.0,21.0,4.0,0.0,4.0,2.0,1.0,3.0,3.0,22.0,9.0,1.0,25.0,33.33,84.0,0.0,4.0,26.47,Balanced Defender
3827336,Hyderabad,Akash Mishra,0.0,3.0,19.0,3.0,5.0,4.0,1.0,1.0,5.0,37.0,3.0,0.0,0.0,25.0,20.0,76.0,12.0,0.0,0.0,Balanced Defender
3813301,NorthEast United,Sehnaj Singh,0.0,3.0,20.0,2.0,0.0,3.0,3.0,0.0,2.0,4.0,26.0,3.0,2.0,25.0,0.0,80.0,12.0,8.0,9.09,Balanced Defender
3895107,Bayer Leverkusen,Florian Wirtz,0.0,0.0,25.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,13.0,20.0,5.0,25.0,0.0,100.0,0.0,20.0,55.56,Balanced Defender
3817854,Bengaluru,Sunil Chhetri,0.0,1.0,21.0,3.0,3.0,6.0,2.0,1.0,2.0,9.0,14.0,15.0,3.0,25.0,50.0,84.0,4.0,12.0,39.47,Balanced Defender
3827335,Jamshedpur,Ritwik Kumar Das,0.0,0.0,24.0,1.0,0.0,7.0,3.0,1.0,2.0,3.0,11.0,23.0,6.0,25.0,50.0,96.0,0.0,24.0,62.16,Balanced Defender
3817851,Kerala Blasters,Jeakson Singh Thaunaojam,0.0,4.0,18.0,3.0,2.0,7.0,1.0,0.0,5.0,12.0,19.0,9.0,4.0,25.0,0.0,72.0,16.0,16.0,22.5,Balanced Defender
3817879,Chennaiyin,Jerry Lalrinzuala,0.0,1.0,21.0,3.0,6.0,2.0,1.0,0.0,3.0,19.0,7.0,11.0,2.0,25.0,0.0,84.0,4.0,8.0,29.73,Balanced Defender
3813275,Kerala Blasters,Sahal Abdul Samad,0.0,1.0,22.0,2.0,1.0,8.0,0.0,0.0,4.0,12.0,15.0,11.0,6.0,25.0,0.0,88.0,4.0,24.0,28.95,Balanced Defender
3817865,NorthEast United,Provat Lakra,0.0,5.0,15.0,5.0,1.0,5.0,0.0,2.0,3.0,23.0,8.0,3.0,0.0,25.0,66.67,60.0,20.0,0.0,8.82,Dominant Duelist
3817861,Bengaluru,Bruno Edgar Silva Almeida,0.0,2.0,19.0,4.0,0.0,4.0,5.0,2.0,2.0,12.0,18.0,6.0,2.0,25.0,100.0,76.0,8.0,8.0,16.67,Dominant Duelist
3817865,NorthEast United,Hernán Daniel Santana Trujillo,0.0,1.0,23.0,1.0,1.0,8.0,0.0,0.0,1.0,9.0,19.0,7.0,3.0,25.0,0.0,92.0,4.0,12.0,20.0,Balanced Defender
3895107,FC Köln,Denis Huseinbašić,0.0,1.0,22.0,2.0,1.0,3.0,0.0,3.0,6.0,11.0,21.0,3.0,0.0,25.0,50.0,88.0,4.0,0.0,8.57,Balanced Defender
3817862,Odisha,Francisco Javier Hernández González,0.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,18.0,7.0,2.0,25.0,0.0,84.0,16.0,8.0,25.93,Balanced Defender
3837747,Paris Saint-Germain,Marco Verratti,0.0,1.0,24.0,0.0,2.0,5.0,1.0,0.0,3.0,13.0,17.0,6.0,2.0,25.0,0.0,96.0,4.0,8.0,16.67,Balanced Defender
3813282,Mumbai City,Cássio Gabriel Vilela Ferreira,0.0,3.0,20.0,2.0,0.0,8.0,0.0,1.0,4.0,8.0,15.0,14.0,6.0,25.0,25.0,80.0,12.0,24.0,37.84,Balanced Defender
3817870,Kerala Blasters,Chencho Gyeltshen,0.0,4.0,18.0,3.0,0.0,4.0,3.0,2.0,5.0,11.0,14.0,12.0,3.0,25.0,40.0,72.0,16.0,12.0,32.43,Balanced Defender
3837998,Auxerre,Lassine Sinayoko,0.0,3.0,22.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,15.0,8.0,2.0,25.0,100.0,88.0,12.0,8.0,26.67,Dominant Duelist
3817864,Mumbai City,Cássio Gabriel Vilela Ferreira,0.0,4.0,19.0,2.0,0.0,11.0,1.0,2.0,6.0,12.0,20.0,11.0,5.0,25.0,33.33,76.0,16.0,20.0,25.58,Balanced Defender
3817871,Hyderabad,Joel Joseph Chianese,0.0,1.0,23.0,1.0,0.0,3.0,2.0,0.0,1.0,6.0,17.0,8.0,0.0,25.0,0.0,92.0,4.0,0.0,25.81,Balanced Defender
3802685,Lens,Facundo Axel Medina,0.0,2.0,19.0,4.0,2.0,4.0,2.0,2.0,3.0,22.0,7.0,7.0,1.0,25.0,66.67,76.0,8.0,4.0,19.44,Dominant Duelist
3837844,Montpellier,Stephy Alvaro Mavididi,0.0,1.0,23.0,1.0,0.0,6.0,0.0,0.0,1.0,8.0,17.0,7.0,2.0,25.0,0.0,92.0,4.0,8.0,21.88,Balanced Defender
3802793,Paris Saint-Germain,Idrissa Gana Gueye,0.0,0.0,23.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,10.0,18.0,3.0,25.0,0.0,92.0,0.0,12.0,58.06,Balanced Defender
3802802,Paris Saint-Germain,Mauro Emanuel Icardi Rivero,0.0,2.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,20.0,3.0,25.0,0.0,92.0,8.0,12.0,68.97,Balanced Defender
3837859,Toulouse,Brecht Dejaegere,0.0,0.0,22.0,3.0,0.0,3.0,3.0,0.0,1.0,11.0,12.0,9.0,2.0,25.0,0.0,88.0,0.0,8.0,28.12,Balanced Defender
3802793,OGC Nice,Jean-Clair Todibo,0.0,5.0,14.0,6.0,3.0,3.0,1.0,2.0,4.0,33.0,2.0,1.0,0.0,25.0,50.0,56.0,20.0,0.0,2.78,Balanced Defender
3813304,East Bengal,Lalrinliana Hnamte,0.0,2.0,17.0,6.0,0.0,2.0,1.0,1.0,3.0,13.0,14.0,4.0,0.0,25.0,33.33,68.0,8.0,0.0,12.9,Balanced Defender
3827337,Kerala Blasters,Sahal Abdul Samad,0.0,0.0,23.0,2.0,0.0,3.0,3.0,0.0,3.0,17.0,15.0,2.0,1.0,25.0,0.0,92.0,0.0,4.0,5.88,Balanced Defender
3813294,Chennaiyin,Lallianzuala Chhangte,0.0,0.0,23.0,2.0,0.0,6.0,0.0,1.0,3.0,5.0,17.0,12.0,2.0,25.0,33.33,92.0,0.0,8.0,35.29,Balanced Defender
3813285,Goa,Eduardo Bedia Peláez,0.0,3.0,20.0,2.0,3.0,9.0,2.0,1.0,4.0,15.0,25.0,3.0,4.0,25.0,25.0,80.0,12.0,16.0,6.98,Balanced Defender
3895302,Bayer Leverkusen,Granit Xhaka,0.0,1.0,19.0,5.0,0.0,5.0,1.0,0.0,1.0,5.0,15.0,12.0,0.0,25.0,0.0,76.0,4.0,0.0,37.5,Balanced Defender
3895309,Borussia Dortmund,Jamie Jermaine Bynoe-Gittens,0.0,0.0,24.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,18.0,5.0,1.0,25.0,0.0,96.0,0.0,4.0,15.62,Balanced Defender
3895182,Bochum,Keven Schlotterbeck,0.0,2.0,19.0,4.0,2.0,4.0,3.0,0.0,4.0,15.0,16.0,7.0,1.0,25.0,0.0,76.0,8.0,4.0,18.42,Balanced Defender
3837885,Marseille,Mattéo Guendouzi Olié,0.0,0.0,23.0,2.0,0.0,5.0,2.0,1.0,5.0,5.0,23.0,9.0,1.0,25.0,20.0,92.0,0.0,4.0,24.32,Balanced Defender
3817863,Hyderabad,Asish Rai,0.0,4.0,20.0,1.0,1.0,4.0,3.0,0.0,7.0,23.0,6.0,11.0,2.0,25.0,0.0,80.0,16.0,8.0,27.5,Balanced Defender
3837947,Lens,Facundo Axel Medina,0.0,1.0,21.0,3.0,0.0,4.0,0.0,1.0,4.0,19.0,9.0,5.0,2.0,25.0,25.0,84.0,4.0,8.0,15.15,Balanced Defender
3802676,Paris Saint-Germain,Idrissa Gana Gueye,0.0,2.0,23.0,0.0,1.0,5.0,3.0,0.0,2.0,13.0,16.0,7.0,4.0,25.0,0.0,92.0,8.0,16.0,19.44,Balanced Defender
3895244,FC Heidenheim,Nikola Dovedan,0.0,0.0,23.0,2.0,1.0,6.0,0.0,0.0,0.0,8.0,17.0,7.0,2.0,25.0,0.0,92.0,0.0,8.0,21.88,Balanced Defender
3802809,Rennes,Martin Terrier,0.0,3.0,22.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,8.0,19.0,4.0,25.0,0.0,88.0,12.0,16.0,59.38,Balanced Defender
3817856,Jamshedpur,Ritwik Kumar Das,0.0,2.0,20.0,3.0,0.0,8.0,1.0,2.0,3.0,4.0,15.0,18.0,6.0,25.0,66.67,80.0,8.0,24.0,48.65,Dominant Duelist
3813289,Odisha,Jerry Mawihmingthanga,0.0,3.0,21.0,1.0,1.0,4.0,2.0,0.0,5.0,14.0,14.0,9.0,2.0,25.0,0.0,84.0,12.0,8.0,24.32,Balanced Defender
3817872,Bengaluru,Ajay Chhetri,0.0,2.0,21.0,2.0,0.0,7.0,2.0,0.0,4.0,14.0,21.0,3.0,4.0,25.0,0.0,84.0,8.0,16.0,7.89,Balanced Defender
3837918,Rennes,Karl Brillant Toko Ekambi,0.0,0.0,23.0,2.0,1.0,3.0,0.0,0.0,5.0,9.0,15.0,10.0,1.0,25.0,0.0,92.0,0.0,4.0,29.41,Balanced Defender
3817898,Goa,Alberto Noguera Ripoll,0.0,1.0,22.0,2.0,0.0,3.0,5.0,0.0,2.0,18.0,13.0,4.0,1.0,25.0,0.0,88.0,4.0,4.0,11.43,Balanced Defender
3817889,Chennaiyin,Jerry Lalrinzuala,0.0,1.0,21.0,3.0,2.0,6.0,1.0,3.0,7.0,25.0,13.0,3.0,2.0,25.0,42.86,84.0,4.0,8.0,7.32,Balanced Defender
3802837,Saint-Étienne,Adil Aouchiche,0.0,1.0,24.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,16.0,8.0,1.0,25.0,0.0,96.0,4.0,4.0,28.57,Balanced Defender
3817897,Hyderabad,Rohit Danu,0.0,0.0,21.0,4.0,1.0,3.0,1.0,0.0,4.0,8.0,10.0,16.0,2.0,25.0,0.0,84.0,0.0,8.0,47.06,Balanced Defender
3895095,FSV Mainz 05,Dominik Kohr,0.0,1.0,24.0,0.0,0.0,1.0,1.0,2.0,6.0,4.0,23.0,6.0,1.0,25.0,33.33,96.0,4.0,4.0,18.18,Balanced Defender
3813291,ATK Mohun Bagan,Joni Ensio Kauko,0.0,2.0,20.0,3.0,0.0,2.0,5.0,2.0,4.0,7.0,22.0,7.0,1.0,25.0,50.0,80.0,8.0,4.0,19.44,Balanced Defender
3813274,Bengaluru,Suresh Singh Wangjam,0.0,1.0,23.0,1.0,1.0,5.0,3.0,1.0,3.0,7.0,20.0,10.0,2.0,25.0,33.33,92.0,4.0,8.0,27.03,Balanced Defender
3813315,Jamshedpur,Seminlen Doungel,0.0,4.0,18.0,3.0,1.0,4.0,2.0,3.0,3.0,11.0,16.0,8.0,4.0,25.0,100.0,72.0,16.0,16.0,22.86,Dominant Duelist
3837998,Paris Saint-Germain,Marco Verratti,0.0,2.0,23.0,0.0,2.0,3.0,1.0,0.0,4.0,15.0,14.0,6.0,2.0,25.0,0.0,92.0,8.0,8.0,17.14,Balanced Defender
3817884,Hyderabad,Joel Joseph Chianese,0.0,2.0,22.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,18.0,10.0,4.0,25.0,50.0,88.0,8.0,16.0,31.25,Balanced Defender
3817882,East Bengal,Sourav Das,0.0,3.0,22.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,19.0,7.0,3.0,25.0,50.0,88.0,12.0,12.0,21.88,Balanced Defender
3895244,FC Heidenheim,Eren Sami Dinkçi,0.0,0.0,23.0,2.0,0.0,7.0,1.0,1.0,1.0,8.0,14.0,12.0,3.0,25.0,100.0,92.0,0.0,12.0,35.29,Dominant Duelist
3895286,Hoffenheim,Ozan Muhammed Kabak,0.0,3.0,18.0,4.0,3.0,1.0,2.0,0.0,2.0,31.0,1.0,1.0,0.0,25.0,0.0,72.0,12.0,0.0,3.03,Balanced Defender
3895182,Bochum,Anthony Losilla,0.0,2.0,22.0,1.0,0.0,4.0,2.0,0.0,2.0,4.0,17.0,12.0,1.0,25.0,0.0,88.0,8.0,4.0,36.36,Balanced Defender
3817869,Bengaluru,Naorem Roshan Singh,0.0,2.0,18.0,5.0,4.0,3.0,2.0,3.0,7.0,28.0,13.0,0.0,0.0,25.0,42.86,72.0,8.0,0.0,0.0,Balanced Defender
3817866,Kerala Blasters,Adrián Nicolás Luna Retamar,0.0,3.0,21.0,1.0,3.0,6.0,0.0,1.0,1.0,13.0,16.0,6.0,1.0,25.0,100.0,84.0,12.0,4.0,17.14,Dominant Duelist
3802948,Metz,Pape Matar Sarr,0.0,5.0,19.0,1.0,0.0,1.0,2.0,0.0,2.0,9.0,16.0,5.0,1.0,25.0,0.0,76.0,20.0,4.0,16.67,Balanced Defender
3895182,Bochum,Bernardo Fernandes da Silva Junior,0.0,1.0,18.0,6.0,2.0,4.0,1.0,0.0,6.0,17.0,16.0,5.0,0.0,25.0,0.0,72.0,4.0,0.0,13.16,Balanced Defender
3802907,Paris Saint-Germain,Marco Verratti,0.0,1.0,23.0,1.0,0.0,3.0,0.0,1.0,5.0,7.0,11.0,15.0,1.0,25.0,20.0,92.0,4.0,4.0,45.45,Balanced Defender
3837680,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,1.0,21.0,3.0,0.0,3.0,2.0,2.0,3.0,9.0,13.0,11.0,2.0,25.0,66.67,84.0,4.0,8.0,33.33,Dominant Duelist
3802685,Lens,Cheick Oumar Doucoure,0.0,3.0,21.0,1.0,0.0,10.0,1.0,0.0,3.0,16.0,14.0,9.0,6.0,25.0,0.0,84.0,12.0,24.0,23.08,Balanced Defender
3817899,Odisha,Moirangthem Thoiba Singh,0.0,2.0,20.0,3.0,3.0,4.0,2.0,1.0,2.0,16.0,20.0,0.0,1.0,25.0,50.0,80.0,8.0,4.0,0.0,Balanced Defender
3895194,Augsburg,Ruben Vargas,0.0,0.0,23.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,16.0,12.0,1.0,25.0,0.0,92.0,0.0,4.0,38.71,Balanced Defender
3837859,Toulouse,Zakaria Aboukhlal,0.0,3.0,20.0,2.0,1.0,2.0,4.0,0.0,2.0,17.0,6.0,11.0,1.0,25.0,0.0,80.0,12.0,4.0,32.35,Balanced Defender
3837947,Lens,Adrien Thomasson,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,8.0,9.0,2.0,25.0,0.0,100.0,0.0,8.0,32.14,Balanced Defender
3802683,AS Monaco,Gelson Dany Batalha Martins,0.0,1.0,21.0,2.0,0.0,9.0,3.0,0.0,7.0,7.0,19.0,17.0,5.0,24.0,0.0,87.5,4.17,20.83,39.53,Balanced Defender
3813265,East Bengal,Hira Mondal,0.0,5.0,16.0,3.0,3.0,3.0,1.0,0.0,4.0,26.0,6.0,3.0,1.0,24.0,0.0,66.67,20.83,4.17,8.57,Balanced Defender
3895158,Bayer Leverkusen,Exequiel Alejandro Palacios,0.0,2.0,17.0,5.0,0.0,11.0,3.0,1.0,6.0,11.0,16.0,17.0,9.0,24.0,16.67,70.83,8.33,37.5,38.64,Aggressive Presser
3802818,Paris Saint-Germain,Nuno Mendes,0.0,2.0,20.0,2.0,2.0,6.0,2.0,1.0,2.0,15.0,17.0,4.0,2.0,24.0,50.0,83.33,8.33,8.33,11.11,Balanced Defender
3895258,FC Köln,Linton Maina,0.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,14.0,5.0,0.0,24.0,0.0,100.0,0.0,0.0,19.23,Balanced Defender
3895244,FC Heidenheim,Jan-Niklas Beste,0.0,0.0,21.0,3.0,0.0,3.0,1.0,2.0,7.0,8.0,19.0,8.0,0.0,24.0,28.57,87.5,0.0,0.0,22.86,Balanced Defender
3817870,Kerala Blasters,Sahal Abdul Samad,0.0,5.0,17.0,2.0,0.0,4.0,2.0,1.0,1.0,9.0,14.0,8.0,3.0,24.0,100.0,70.83,20.83,12.5,25.81,Dominant Duelist
3817868,Chennaiyin,Mirlan Murzaev,0.0,0.0,22.0,2.0,0.0,4.0,1.0,0.0,4.0,1.0,12.0,20.0,4.0,24.0,0.0,91.67,0.0,16.67,60.61,Balanced Defender
3813265,East Bengal,Sourav Das,0.0,2.0,21.0,1.0,2.0,5.0,2.0,0.0,2.0,11.0,22.0,2.0,2.0,24.0,0.0,87.5,8.33,8.33,5.71,Balanced Defender
3837896,Nantes,Andrei Girotto,0.0,0.0,23.0,1.0,4.0,1.0,1.0,0.0,8.0,35.0,3.0,0.0,0.0,24.0,0.0,95.83,0.0,0.0,0.0,Balanced Defender
3895052,Bayer Leverkusen,Jonas Hofmann,0.0,2.0,22.0,0.0,1.0,3.0,0.0,2.0,6.0,3.0,14.0,17.0,4.0,24.0,33.33,91.67,8.33,16.67,50.0,Balanced Defender
3817863,Goa,Alberto Noguera Ripoll,0.0,2.0,21.0,1.0,0.0,10.0,6.0,1.0,7.0,14.0,23.0,10.0,1.0,24.0,14.29,87.5,8.33,4.17,21.28,Balanced Defender
3838004,Strasbourg,Frédéric Guilbert,0.0,2.0,22.0,0.0,1.0,2.0,1.0,0.0,4.0,8.0,19.0,5.0,1.0,24.0,0.0,91.67,8.33,4.17,15.62,Balanced Defender
3817888,East Bengal,Sourav Das,0.0,1.0,20.0,3.0,3.0,4.0,1.0,1.0,1.0,22.0,9.0,2.0,2.0,24.0,100.0,83.33,4.17,8.33,6.06,Dominant Duelist
