player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Kiyan Nassiri Giri,ATK Mohun Bagan,3827336,7,1.278,0.128,18.0,830.0,0.139
Gurmeet Singh,Hyderabad,3817857,3,0.564,0.141,5.0,364.0,0.139
Igor Angulo Albóniga,Mumbai City,3813277,3,0.426,0.142,6.0,276.0,0.139
Presnel Kimpembe,Paris Saint-Germain,3802709,4,0.545,0.136,12.0,352.0,0.139
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895258,6,0.965,0.121,48.0,624.0,0.139
Lenny Rodrigues,ATK Mohun Bagan,3817884,6,0.872,0.145,14.0,570.0,0.138
David Pereira da Costa,Lens,3802676,1,0.111,0.111,2.0,72.0,0.138
Amarjit Singh Kiyam Singh,East Bengal,3813265,1,0.106,0.106,3.0,69.0,0.138
Kylian Mbappé Lottin,Paris Saint-Germain,3802984,3,0.689,0.138,12.0,450.0,0.138
Arthur Theate,Rennes,3837918,2,0.277,0.138,3.0,180.0,0.138
Achraf Hakimi Mouh,Paris Saint-Germain,3802795,3,0.372,0.124,12.0,243.0,0.138
Jitendra Singh,Jamshedpur,3813315,3,0.515,0.129,5.0,336.0,0.138
Marcos Aoás Corrêa,Paris Saint-Germain,3802709,4,0.545,0.136,13.0,356.0,0.138
Enes Sipović,Kerala Blasters,3813300,4,0.73,0.146,10.0,475.0,0.138
Carlos Soler Barragán,Paris Saint-Germain,3837844,7,0.968,0.138,30.0,630.0,0.138
Jerry Mawihmingthanga,Odisha,3817880,2,0.108,0.054,3.0,70.0,0.138
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802676,8,1.257,0.14,30.0,819.0,0.138
Vitor Machado Ferreira,Paris Saint-Germain,3838017,6,0.525,0.088,22.0,342.0,0.138
Alberto Noguera Ripoll,Goa,3817898,9,1.285,0.143,29.0,837.0,0.138
Eli Sabia Filho,Jamshedpur,3817883,4,0.563,0.141,8.0,368.0,0.138
Jeremie Frimpong,Bayer Leverkusen,3895202,1,0.046,0.046,2.0,30.0,0.137
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802685,5,0.977,0.14,32.0,644.0,0.137
Granit Xhaka,Bayer Leverkusen,3895302,8,1.041,0.116,38.0,684.0,0.137
Idrissa Gana Gueye,Paris Saint-Germain,3802709,7,1.111,0.139,17.0,728.0,0.137
Naorem Roshan Singh,Bengaluru,3813283,3,0.433,0.144,4.0,285.0,0.137
Bradden Inman,Mumbai City,3817866,1,0.144,0.144,3.0,95.0,0.137
Désiré Doué,Rennes,3837918,3,0.301,0.1,8.0,198.0,0.137
Abdou Diallo,Paris Saint-Germain,3802696,5,0.563,0.113,23.0,370.0,0.137
Edwin Sydney Vanspaul,Chennaiyin,3813283,1,0.116,0.058,2.0,76.0,0.137
Jonathan Tah,Bayer Leverkusen,3895182,2,0.188,0.094,15.0,124.0,0.137
Ajay Chhetri,Bengaluru,3817872,4,0.694,0.139,25.0,455.0,0.137
Pragyan Sundar Gogoi,NorthEast United,3817871,2,0.079,0.04,4.0,52.0,0.137
Nerijus Valskis,Chennaiyin,3817868,1,0.098,0.049,6.0,64.0,0.137
Jeakson Singh Thaunaojam,Kerala Blasters,3813296,2,0.273,0.137,5.0,180.0,0.137
Sanjeev Stalin,Kerala Blasters,3817861,1,0.024,0.024,4.0,16.0,0.136
Kylian Mbappé Lottin,Paris Saint-Germain,3802904,5,0.97,0.139,15.0,644.0,0.136
Ajith Kumar,Bengaluru,3813307,2,0.393,0.131,10.0,261.0,0.136
Houssem Aouar,Lyon,3802752,1,0.035,0.035,8.0,23.0,0.136
Anirudh Thapa,Chennaiyin,3813280,7,1.56,0.142,36.0,1034.0,0.136
Mohammed Irshad,NorthEast United,3817893,3,0.395,0.132,5.0,261.0,0.136
Josip Stanišić,Bayer Leverkusen,3895275,11,1.801,0.139,38.0,1196.0,0.136
Aleksandar Pavlović,Bayern Munich,3895232,1,0.089,0.089,2.0,59.0,0.136
Mario Lemina,OGC Nice,3837727,3,0.33,0.11,13.0,219.0,0.136
Jeremie Frimpong,Bayer Leverkusen,3895074,2,0.368,0.123,4.0,243.0,0.136
Carlos Soler Barragán,Paris Saint-Germain,3837785,2,0.181,0.091,8.0,120.0,0.136
Exequiel Alejandro Palacios,Bayer Leverkusen,3895266,8,1.078,0.135,61.0,712.0,0.136
Tomislav Mrčela,East Bengal,3813293,2,0.162,0.081,4.0,108.0,0.135
Bikash Jairu,East Bengal,3813310,1,0.03,0.03,4.0,20.0,0.135
Juan Bernat Velasco,Paris Saint-Germain,3837876,1,0.098,0.098,4.0,65.0,0.135
Cédric Hountondji,Angers,3837818,1,0.129,0.129,10.0,86.0,0.135
Takuma Asano,Bochum,3895182,1,0.063,0.063,3.0,42.0,0.135
Jonathan David,Lille,3802699,2,0.266,0.133,7.0,178.0,0.135
Igor Angulo Albóniga,Mumbai City,3817887,2,0.162,0.081,4.0,108.0,0.135
Mohamad Rakip,Mumbai City,3817849,4,0.549,0.11,12.0,365.0,0.135
Kylian Mbappé Lottin,Paris Saint-Germain,3837885,2,0.272,0.136,4.0,182.0,0.135
Victor Okoh Boniface,Bayer Leverkusen,3895107,3,0.342,0.114,7.0,228.0,0.135
Vikram Pratap Singh,Mumbai City,3817852,1,0.099,0.049,6.0,66.0,0.135
Vitor Machado Ferreira,Paris Saint-Germain,3837885,8,1.093,0.137,19.0,728.0,0.135
Jitendra Singh,Jamshedpur,3813284,2,0.276,0.138,4.0,184.0,0.135
Juan Antonio González Fernández,Hyderabad,3813272,3,0.413,0.138,7.0,276.0,0.135
Lucas Chevalier,Lille,3837876,2,0.419,0.14,6.0,282.0,0.134
Ariday Cabrera Suárez,Odisha,3817862,2,0.119,0.06,3.0,80.0,0.134
Benjamin André,Lille,3837876,5,0.855,0.143,15.0,576.0,0.134
Marcos Aoás Corrêa,Paris Saint-Germain,3802795,4,0.567,0.142,9.0,380.0,0.134
Achraf Hakimi Mouh,Paris Saint-Germain,3802837,5,0.962,0.137,20.0,644.0,0.134
Timothy Weah,Lille,3837876,3,0.573,0.143,22.0,384.0,0.134
Rahim Ali,Chennaiyin,3817880,6,0.829,0.138,15.0,558.0,0.134
Cheick Oumar Doucoure,Lens,3802676,6,0.805,0.134,14.0,540.0,0.134
Juan Bernat Velasco,Paris Saint-Germain,3837987,7,0.853,0.122,38.0,574.0,0.134
Leonardo Julián Balerdi Rossa,Marseille,3837885,2,0.536,0.134,4.0,360.0,0.134
Deniz Undav,VfB Stuttgart,3895167,7,1.128,0.125,24.0,756.0,0.134
Marnon Busch,FC Heidenheim,3895244,1,0.025,0.025,4.0,17.0,0.134
Konsham Chinglensana Singh,Hyderabad,3813272,3,0.388,0.129,8.0,261.0,0.134
Vinit Rai Chamling,Odisha,3813317,4,0.56,0.14,5.0,376.0,0.134
Lukáš Hrádecký,Bayer Leverkusen,3895134,2,0.406,0.135,3.0,273.0,0.134
Dylan Fox,Goa,3817848,1,0.075,0.075,1.0,51.0,0.133
Raynier Fernandes,Mumbai City,3817849,3,0.222,0.074,12.0,150.0,0.133
Amarjit Singh Kiyam Singh,East Bengal,3813267,1,0.068,0.068,2.0,46.0,0.133
Glan Martins,Goa,3813266,4,0.637,0.127,25.0,430.0,0.133
Brandon Fernandes,Goa,3817875,4,0.717,0.119,18.0,486.0,0.133
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837717,9,1.248,0.139,27.0,846.0,0.133
Boris Singh Thangjam,Jamshedpur,3813288,1,0.049,0.049,2.0,33.0,0.133
Keisham Reagan Singh,Chennaiyin,3813294,4,0.515,0.129,6.0,348.0,0.133
Danish Farooq Bhat,Bengaluru,3817872,4,0.694,0.139,9.0,470.0,0.133
Julián Malatini,Werder Bremen,3895302,3,0.515,0.129,16.0,348.0,0.133
Gianluigi Donnarumma,Paris Saint-Germain,3837747,3,0.408,0.136,10.0,279.0,0.132
Syed Suhail Pasha,Chennaiyin,3817895,1,0.028,0.028,1.0,19.0,0.132
Warren Zaire Emery,Paris Saint-Germain,3837902,6,0.902,0.129,31.0,616.0,0.132
Seriton Fernandes,Goa,3813267,7,1.031,0.129,29.0,704.0,0.132
Suhair Vadakkepeedika,NorthEast United,3813306,6,0.966,0.138,19.0,658.0,0.132
Jonathan Tah,Bayer Leverkusen,3895266,9,1.179,0.131,42.0,801.0,0.132
Serigne Mourtada Fall,Mumbai City,3817867,1,0.13,0.13,4.0,89.0,0.132
Liston Colaco,ATK Mohun Bagan,3813306,5,0.697,0.116,11.0,474.0,0.132
Jens-Lys Michel Cajuste,Stade de Reims,3837839,5,0.593,0.119,18.0,405.0,0.132
Jonas Hofmann,Bayer Leverkusen,3895060,9,1.276,0.116,33.0,869.0,0.132
Presnel Kimpembe,Paris Saint-Germain,3837662,4,0.498,0.124,11.0,340.0,0.132
Isaac Vanmalsawma Chhakchhuak,Odisha,3817894,2,0.185,0.092,5.0,126.0,0.132
Prasanth Karuthadathkuni,Kerala Blasters,3817881,1,0.054,0.054,1.0,37.0,0.131
Fabián Ruiz Peña,Paris Saint-Germain,3837987,5,0.549,0.091,27.0,378.0,0.131
Achraf Hakimi Mouh,Paris Saint-Germain,3802676,5,0.545,0.109,10.0,375.0,0.131
Jonathan Tah,Bayer Leverkusen,3895202,9,1.214,0.135,61.0,837.0,0.131
Presnel Kimpembe,Paris Saint-Germain,3837659,5,0.655,0.131,7.0,450.0,0.131
Rohit Danu,Hyderabad,3813288,1,0.07,0.07,1.0,48.0,0.131
Granit Xhaka,Bayer Leverkusen,3895134,2,0.406,0.135,11.0,279.0,0.131
Neymar da Silva Santos Junior,Paris Saint-Germain,3837659,5,0.647,0.129,15.0,445.0,0.131
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817855,5,0.693,0.139,8.0,475.0,0.131
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837844,6,0.944,0.135,15.0,651.0,0.131
Melvin Bard,OGC Nice,3837938,5,0.74,0.092,20.0,512.0,0.13
Sanjeev Stalin,Kerala Blasters,3817897,4,0.538,0.135,10.0,372.0,0.13
Marcos Aoás Corrêa,Paris Saint-Germain,3837987,10,1.411,0.128,42.0,979.0,0.13
Gurjinder Kumar,NorthEast United,3817893,3,0.395,0.132,6.0,273.0,0.13
Mathis Rayan Cherki,Lyon,3837928,1,0.098,0.098,2.0,68.0,0.13
José Miguel da Rocha Fonte,Lille,3802907,4,0.488,0.122,9.0,340.0,0.129
Mashoor Shereef Thangalakath,NorthEast United,3817867,2,0.197,0.099,9.0,138.0,0.129
Max Finkgräfe,FC Köln,3895258,2,0.257,0.129,3.0,180.0,0.129
Ahmed Jahouh,Mumbai City,3813318,11,1.638,0.136,44.0,1140.0,0.129
Vincy Barretto,Kerala Blasters,3813300,1,0.089,0.089,4.0,62.0,0.129
Hugo Adnan Boumous,ATK Mohun Bagan,3813281,2,0.253,0.126,3.0,176.0,0.129
Alberto Noguera Ripoll,Goa,3813308,1,0.134,0.134,12.0,94.0,0.129
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802948,12,2.294,0.135,43.0,1598.0,0.129
Marco Sahanek,NorthEast United,3817867,2,0.197,0.099,8.0,138.0,0.129
Ariday Cabrera Suárez,Odisha,3817865,1,0.158,0.079,2.0,110.0,0.129
Prince Vinny Ibara Doniama,Bengaluru,3813287,2,0.267,0.134,2.0,186.0,0.129
Jeremie Frimpong,Bayer Leverkusen,3895107,6,0.682,0.114,12.0,474.0,0.129
Neymar da Silva Santos Junior,Paris Saint-Germain,3802699,7,0.951,0.136,18.0,665.0,0.129
Sahil Panwar,Odisha,3817880,5,0.674,0.135,13.0,470.0,0.129
Hugo Ekitike,Eintracht Frankfurt,3895333,1,0.227,0.113,2.0,158.0,0.129
Keylor Navas Gamboa,Paris Saint-Germain,3802676,4,0.489,0.122,5.0,344.0,0.128
Sahal Abdul Samad,Kerala Blasters,3813296,2,0.295,0.098,10.0,207.0,0.128
Sebastian Thangmuansang,Odisha,3817892,2,0.261,0.131,5.0,184.0,0.128
Juan Bernat Velasco,Paris Saint-Germain,3802683,1,0.14,0.07,12.0,98.0,0.128
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802690,10,1.307,0.131,37.0,920.0,0.128
Marco Verratti,Paris Saint-Germain,3802809,2,0.214,0.107,4.0,150.0,0.128
Nordi Mukiele Mulere,Paris Saint-Germain,3837785,3,0.383,0.128,11.0,270.0,0.128
Namgyal Bhutia,Bengaluru,3817869,4,0.279,0.07,5.0,196.0,0.128
Debjit Majumder,Chennaiyin,3817900,1,0.251,0.125,2.0,176.0,0.128
Franjo Prce,East Bengal,3817885,3,0.627,0.125,7.0,440.0,0.128
Idrissa Gana Gueye,Paris Saint-Germain,3802699,8,1.043,0.13,21.0,736.0,0.128
Amey Ganesh Ranawade,Mumbai City,3813318,6,0.924,0.132,15.0,651.0,0.128
Marco Verratti,Paris Saint-Germain,3802676,9,1.162,0.129,38.0,819.0,0.128
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802930,5,0.658,0.132,21.0,465.0,0.127
Gaurav Bora,Odisha,3813300,1,0.045,0.045,2.0,32.0,0.127
Mathys Tel,Bayern Munich,3895232,1,0.033,0.033,4.0,23.0,0.127
Victor Okoh Boniface,Bayer Leverkusen,3895060,5,0.748,0.125,15.0,528.0,0.127
Presnel Kimpembe,Paris Saint-Germain,3802983,2,0.266,0.133,4.0,188.0,0.127
Gurpreet Singh Sandhu,Bengaluru,3817849,4,0.65,0.13,7.0,460.0,0.127
Vikram Pratap Singh,Mumbai City,3813284,1,0.045,0.045,2.0,32.0,0.127
Deiver Andrés Machado Mena,Lens,3837947,6,0.602,0.1,15.0,426.0,0.127
Mathias Coureur,NorthEast United,3813297,2,0.536,0.134,7.0,380.0,0.127
Sourav Das,East Bengal,3817902,1,0.025,0.025,1.0,18.0,0.127
Sergio Ramos García,Paris Saint-Germain,3837818,5,0.654,0.131,26.0,465.0,0.127
Bradden Inman,Mumbai City,3817887,2,0.11,0.055,8.0,78.0,0.127
Georginio Wijnaldum,Paris Saint-Germain,3802839,3,0.351,0.088,14.0,248.0,0.127
Marco Verratti,Paris Saint-Germain,3802696,7,0.714,0.102,43.0,504.0,0.127
Alberto Noguera Ripoll,Goa,3817895,10,1.266,0.127,34.0,900.0,0.127
Aibanbha Kupar Dohling,Goa,3817895,7,0.831,0.119,21.0,588.0,0.127
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802690,8,1.039,0.13,25.0,736.0,0.127
Kylian Mbappé Lottin,Paris Saint-Germain,3802685,1,0.031,0.031,2.0,22.0,0.127
Abdoul Bamo Meité,Lorient,3837963,4,0.516,0.129,6.0,368.0,0.126
Granit Xhaka,Bayer Leverkusen,3895060,12,1.762,0.126,80.0,1260.0,0.126
Matz Sels,Strasbourg,3802643,5,0.778,0.13,10.0,558.0,0.126
Gianluigi Donnarumma,Paris Saint-Germain,3837859,5,0.637,0.106,9.0,456.0,0.126
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802983,2,0.266,0.133,7.0,190.0,0.126
Marcos Aoás Corrêa,Paris Saint-Germain,3802983,2,0.266,0.133,4.0,190.0,0.126
Mohammad Yasir,Hyderabad,3827338,3,0.494,0.123,8.0,352.0,0.126
Marco Verratti,Paris Saint-Germain,3837771,11,1.29,0.117,53.0,924.0,0.126
Rahul Bheke,Mumbai City,3813318,6,0.899,0.128,19.0,644.0,0.126
Idrissa Gana Gueye,Paris Saint-Germain,3802696,4,0.53,0.133,16.0,380.0,0.126
Antonio Perošević,East Bengal,3817878,1,0.11,0.11,2.0,79.0,0.125
Sael Kumbedi Nseke,Lyon,3837928,1,0.085,0.085,1.0,61.0,0.125
Mattéo Guendouzi Olié,Marseille,3837885,4,1.007,0.126,28.0,728.0,0.125
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837947,8,1.021,0.128,47.0,736.0,0.125
Johann Lepenant,Lyon,3837928,1,0.085,0.085,2.0,61.0,0.125
Héctor Rodas Ramírez,Odisha,3817880,1,0.129,0.129,2.0,93.0,0.125
Eric Junior Dina Ebimbe,Paris Saint-Germain,3802793,3,0.254,0.085,8.0,183.0,0.125
Achraf Hakimi Mouh,Paris Saint-Germain,3802983,2,0.266,0.133,4.0,192.0,0.125
Deshorn Brown,NorthEast United,3817893,4,0.634,0.127,7.0,455.0,0.125
Kylian Mbappé Lottin,Paris Saint-Germain,3837987,5,0.74,0.123,12.0,534.0,0.125
Slavko Damjanović,Chennaiyin,3817882,2,0.245,0.122,4.0,176.0,0.125
Muhammad Ashique Kuruniyan,Bengaluru,3813299,1,0.107,0.107,3.0,77.0,0.125
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817884,6,0.801,0.134,12.0,576.0,0.125
Odilon Kossonou,Bayer Leverkusen,3895153,4,0.506,0.126,13.0,364.0,0.125
Seriton Fernandes,Goa,3817875,4,0.449,0.112,15.0,324.0,0.125
Mohamed Simakan,RB Leipzig,3895052,5,0.926,0.132,26.0,665.0,0.125
Adrián Nicolás Luna Retamar,Kerala Blasters,3813305,1,0.121,0.121,2.0,87.0,0.125
Moirangthem Thoiba Singh,Odisha,3813308,2,0.25,0.063,4.0,180.0,0.125
Rohit Danu,Hyderabad,3817863,1,0.083,0.083,4.0,60.0,0.125
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837706,3,0.387,0.129,13.0,279.0,0.125
Kylian Mbappé Lottin,Paris Saint-Germain,3837827,1,0.051,0.051,2.0,37.0,0.125
Souvik Chakrabarti,Hyderabad,3817860,2,0.117,0.058,6.0,84.0,0.125
Jonas Hofmann,Bayer Leverkusen,3895139,3,0.44,0.11,32.0,316.0,0.125
Denis Huseinbašić,FC Köln,3895107,1,0.1,0.1,2.0,72.0,0.125
Alan Henrique Costa,Bengaluru,3813297,5,0.654,0.131,12.0,475.0,0.124
Presnel Kimpembe,Paris Saint-Germain,3837650,7,0.86,0.123,19.0,623.0,0.124
Josip Stanišić,Bayer Leverkusen,3895202,9,1.249,0.125,39.0,910.0,0.124
Rémy Cabella,Lille,3837876,5,0.838,0.12,15.0,609.0,0.124
Hitesh Sharma,Hyderabad,3813272,4,0.585,0.097,14.0,426.0,0.124
Airam López Cabrera,Goa,3817890,7,0.979,0.122,13.0,712.0,0.124
Nuno Mendes,Paris Saint-Germain,3837727,1,0.047,0.047,2.0,34.0,0.124
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837747,7,0.765,0.109,19.0,553.0,0.124
Abdoulaye Bamba,Angers,3837818,1,0.129,0.129,3.0,93.0,0.124
Yroundu Musavu-King,Bengaluru,3813289,4,0.308,0.077,16.0,224.0,0.124
Vitor Machado Ferreira,Paris Saint-Germain,3837876,3,0.403,0.101,10.0,292.0,0.124
Mandar Rao Desai,Mumbai City,3817866,1,0.059,0.059,2.0,43.0,0.124
Junya Ito,Stade de Reims,3837839,6,0.678,0.113,13.0,492.0,0.124
João Victor de Albuquerque Bruno,Hyderabad,3813264,3,0.301,0.1,17.0,219.0,0.124
Nuno Mendes,Paris Saint-Germain,3837947,5,0.522,0.104,26.0,380.0,0.124
Anisa Anwar Ali,Goa,3817895,7,0.89,0.127,17.0,651.0,0.123
Adam Hložek,Bayer Leverkusen,3895292,1,0.042,0.042,1.0,31.0,0.123
Narender Gahlot,Jamshedpur,3817850,1,0.018,0.018,5.0,13.0,0.123
Udanta Kumam Singh,Bengaluru,3817877,2,0.262,0.131,3.0,192.0,0.123
Adam Hložek,Bayer Leverkusen,3895333,2,0.247,0.123,2.0,180.0,0.123
Granit Xhaka,Bayer Leverkusen,3895244,9,1.282,0.128,42.0,940.0,0.123
Neymar da Silva Santos Junior,Paris Saint-Germain,3802752,4,0.474,0.118,14.0,348.0,0.123
Presnel Kimpembe,Paris Saint-Germain,3802699,6,0.756,0.126,19.0,552.0,0.123
Mehmet Zeki Çelik,Lille,3802907,3,0.356,0.119,6.0,261.0,0.123
Gideon Mensah,Bordeaux,3802904,2,0.066,0.033,7.0,48.0,0.123
Diego Maurício Machado de Brito,Mumbai City,3817887,1,0.048,0.048,1.0,35.0,0.123
Amir Derviševič,East Bengal,3813310,1,0.03,0.03,4.0,22.0,0.123
Vinit Rai Chamling,Mumbai City,3817887,1,0.074,0.074,2.0,54.0,0.123
Rani Khedira,Union Berlin,3895292,1,0.082,0.082,2.0,61.0,0.122
Makan Winkle Chote,Goa,3813303,2,0.065,0.032,4.0,48.0,0.122
Albino Gomes,Kerala Blasters,3813296,2,0.233,0.116,5.0,172.0,0.122
Hernán Daniel Santana Trujillo,NorthEast United,3817865,5,0.758,0.126,7.0,558.0,0.122
Steve Mandanda,Rennes,3837918,4,0.508,0.127,8.0,376.0,0.122
Álvaro Vázquez García,Kerala Blasters,3817897,2,0.234,0.117,8.0,172.0,0.122
Alejandro Grimaldo García,Bayer Leverkusen,3895052,4,0.501,0.125,14.0,368.0,0.122
Jonathas Cristian de Jesus,Odisha,3817896,2,0.251,0.125,9.0,186.0,0.121
Aibanbha Kupar Dohling,Goa,3813308,2,0.253,0.127,8.0,188.0,0.121
Princeton Rebello,Goa,3817874,2,0.216,0.108,4.0,160.0,0.121
Lukáš Hrádecký,Bayer Leverkusen,3895060,6,0.828,0.118,11.0,616.0,0.121
Cleiton Augusto Oliveira Silva,Bengaluru,3817849,6,1.088,0.121,23.0,810.0,0.121
Pierrick Capelle,Angers,3837818,2,0.161,0.08,9.0,120.0,0.121
Suresh Singh Wangjam,Bengaluru,3813297,5,0.639,0.128,10.0,475.0,0.121
Daniel Chima Chukwu,Jamshedpur,3817900,4,0.333,0.083,9.0,248.0,0.121
Willi Orban,RB Leipzig,3895052,5,1.012,0.126,18.0,752.0,0.121
Ermedin Demirović,Augsburg,3895348,2,0.241,0.121,4.0,180.0,0.121
Patrick Flottmann,NorthEast United,3813290,5,0.979,0.122,10.0,728.0,0.121
Eric Martel,FC Köln,3895107,1,0.1,0.1,2.0,74.0,0.121
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837706,6,0.759,0.127,11.0,564.0,0.121
Laldinliana Renthlei,Jamshedpur,3817899,2,0.23,0.115,3.0,172.0,0.121
Angelo Stiller,VfB Stuttgart,3895167,9,1.21,0.121,48.0,900.0,0.121
Amine Adli,Bayer Leverkusen,3895292,6,0.495,0.082,20.0,372.0,0.12
Warren Zaire Emery,Paris Saint-Germain,3838004,2,0.24,0.12,6.0,180.0,0.12
Aniket Anil Jadhav,Hyderabad,3813264,4,0.356,0.089,8.0,268.0,0.12
Iván Garrido González,Goa,3813266,3,0.503,0.126,18.0,376.0,0.12
Ritwik Kumar Das,Jamshedpur,3817857,2,0.221,0.111,5.0,166.0,0.12
Marius Wolf,Borussia Dortmund,3895158,3,0.503,0.126,15.0,376.0,0.12
Hernán Daniel Santana Trujillo,NorthEast United,3817877,1,0.126,0.126,1.0,94.0,0.12
Juan Bernat Velasco,Paris Saint-Germain,3838004,2,0.24,0.12,12.0,180.0,0.12
Seriton Fernandes,Goa,3817848,2,0.344,0.115,7.0,258.0,0.12
Adrián Nicolás Luna Retamar,Kerala Blasters,3817886,4,0.501,0.125,7.0,376.0,0.12
Bruno Edgar Silva Almeida,Bengaluru,3817872,3,0.507,0.127,15.0,380.0,0.12
Eduardo Bedia Peláez,Goa,3813308,2,0.253,0.127,23.0,190.0,0.12
Devendra Dhaku Murgaokar,Goa,3817853,1,0.043,0.043,2.0,32.0,0.12
Presnel Kimpembe,Paris Saint-Germain,3802809,4,0.503,0.126,9.0,376.0,0.12
Łukasz Gikiewicz,Chennaiyin,3813279,2,0.051,0.025,2.0,38.0,0.12
Odilon Kossonou,Bayer Leverkusen,3895167,7,0.865,0.124,33.0,651.0,0.12
Granit Xhaka,Bayer Leverkusen,3895202,10,1.329,0.121,79.0,1001.0,0.12
Jonas Martin,Rennes,3802809,4,0.492,0.098,16.0,370.0,0.12
Fabián Ruiz Peña,Paris Saint-Germain,3837902,8,0.881,0.098,30.0,666.0,0.119
Aniket Anil Jadhav,Hyderabad,3813295,2,0.214,0.107,4.0,162.0,0.119
Nongdamba Singh Naorem,Goa,3813270,2,0.121,0.061,5.0,92.0,0.119
Ariel Borysiuk,Chennaiyin,3813280,6,1.252,0.125,24.0,950.0,0.119
Rehnesh Thumbirumbu Paramba,Jamshedpur,3813315,1,0.119,0.119,1.0,90.0,0.119
Subhasish Bose,ATK Mohun Bagan,3813314,2,0.25,0.125,6.0,190.0,0.119
Gurjinder Kumar,NorthEast United,3813276,4,0.501,0.125,11.0,380.0,0.119
El Chadaille Bitshiabu,Paris Saint-Germain,3837928,3,0.391,0.078,15.0,295.0,0.119
Aibanbha Kupar Dohling,Goa,3817890,6,0.83,0.119,15.0,630.0,0.119
Harmanjot Singh Khabra,Kerala Blasters,3813278,5,0.831,0.119,15.0,630.0,0.119
Prabir Das,ATK Mohun Bagan,3817856,3,0.123,0.041,11.0,93.0,0.119
Jeremie Frimpong,Bayer Leverkusen,3895275,4,0.434,0.109,18.0,328.0,0.119
Juan Bernat Velasco,Paris Saint-Germain,3837706,5,0.511,0.102,24.0,385.0,0.119
Jonas Hofmann,Bayer Leverkusen,3895202,10,1.335,0.121,38.0,1012.0,0.119
Jonathas Cristian de Jesus,Odisha,3813317,3,0.195,0.065,7.0,147.0,0.119
Danilo Luís Hélio Pereira,Paris Saint-Germain,3838004,2,0.24,0.12,6.0,182.0,0.119
Achraf Hakimi Mouh,Paris Saint-Germain,3802818,7,0.834,0.119,24.0,637.0,0.118
Sahil Tavora,Hyderabad,3813290,1,0.038,0.038,1.0,29.0,0.118
Hitesh Sharma,Hyderabad,3813304,4,0.335,0.084,7.0,256.0,0.118
Airam López Cabrera,Goa,3817875,1,0.355,0.118,12.0,270.0,0.118
Javairô Dilrosun,Bordeaux,3802904,1,0.013,0.013,4.0,10.0,0.118
Rahul Bheke,Mumbai City,3817849,1,0.121,0.121,2.0,92.0,0.118
Josip Stanišić,Bayer Leverkusen,3895113,5,0.572,0.114,16.0,435.0,0.118
Jerry Lalrinzuala,Chennaiyin,3813279,5,0.591,0.118,10.0,450.0,0.118
Iván Garrido González,Goa,3813315,2,0.16,0.08,8.0,122.0,0.118
Kasper Dolberg,OGC Nice,3802793,1,0.114,0.114,1.0,87.0,0.118
Odilon Kossonou,Bayer Leverkusen,3895074,4,0.621,0.124,15.0,475.0,0.118
Alan Henrique Costa,Bengaluru,3817872,4,0.604,0.121,11.0,460.0,0.118
Achraf Hakimi Mouh,Paris Saint-Germain,3802685,4,0.725,0.121,12.0,552.0,0.118
Marcos Aoás Corrêa,Paris Saint-Germain,3802809,4,0.5,0.125,7.0,380.0,0.118
Marco Verratti,Paris Saint-Germain,3837954,2,0.118,0.039,17.0,90.0,0.118
Angel Gomes,Lille,3837876,1,0.225,0.113,4.0,172.0,0.118
Danilo Luís Hélio Pereira,Paris Saint-Germain,3838017,5,0.578,0.116,20.0,440.0,0.118
Lukáš Hrádecký,Bayer Leverkusen,3895107,6,0.676,0.113,15.0,516.0,0.118
Tiago Emanuel Embaló Djaló,Lille,3837876,6,0.823,0.118,22.0,630.0,0.118
Hira Mondal,East Bengal,3813280,3,0.35,0.117,5.0,267.0,0.118
Rahul Bheke,Mumbai City,3813270,1,0.121,0.121,2.0,92.0,0.118
Serigne Mourtada Fall,Mumbai City,3817852,4,0.503,0.126,6.0,384.0,0.118
Lalhrezuala Sailung,Odisha,3817894,1,0.062,0.062,3.0,47.0,0.118
Tiago Barreiros de Melo Tomás,Wolfsburg,3895266,3,0.227,0.076,5.0,174.0,0.117
Pragyan Sundar Gogoi,NorthEast United,3813306,2,0.055,0.027,10.0,42.0,0.117
Carlos Soler Barragán,Paris Saint-Germain,3837771,9,0.887,0.099,29.0,684.0,0.117
