season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2023,3922658,Roberto Lopes,Cape Verde Islands,4,0.264,0.066,9.0,480.0,0.049
2022,3857268,Jonathan David,Canada,3,0.149,0.05,9.0,276.0,0.049
2023,3922239,Amadou Diawara,Guinea,2,0.103,0.051,6.0,190.0,0.049
2022,3857295,Miki Yamane,Japan,1,0.031,0.031,2.0,57.0,0.049
2024,3942416,Luis Fernando Díaz Marulanda,Colombia,1,0.035,0.035,1.0,64.0,0.049
2022,3857269,Raphael Dias Belloli,Brazil,4,0.152,0.038,13.0,280.0,0.049
2024,3930184,Tomáš Holeš,Czech Republic,4,0.246,0.049,18.0,455.0,0.049
2023,3922244,Gustavo Fabrice Sangaré,Burkina Faso,2,0.094,0.047,6.0,172.0,0.049
2024,3942852,Darwin Gabriel Núñez Ribeiro,Uruguay,1,0.049,0.049,3.0,91.0,0.049
2024,3930169,John McGinn,Scotland,2,0.194,0.049,8.0,356.0,0.049
2022,3857274,Nathan Aké,Netherlands,2,0.104,0.052,9.0,192.0,0.049
2022,3857295,Hidemasa Morita,Japan,3,0.202,0.051,16.0,372.0,0.049
2022,3857274,Jurriën David Norman Timber,Netherlands,2,0.104,0.052,6.0,190.0,0.049
2024,3938640,Juraj Kucka,Slovakia,4,0.252,0.05,9.0,465.0,0.049
2024,3939991,Marcos Aoás Corrêa,Brazil,2,0.1,0.05,6.0,182.0,0.049
2024,3938641,Paweł Dawidowicz,Poland,5,0.244,0.049,8.0,445.0,0.049
2024,3941020,João Pedro Cavaco Cancelo,Portugal,4,0.25,0.063,19.0,464.0,0.049
2024,3938645,Vitalii Mykolenko,Ukraine,1,0.031,0.031,2.0,57.0,0.049
2023,3922239,Mouctar Diakhaby,Guinea,5,0.265,0.053,10.0,485.0,0.049
2024,3930173,Nathan Aké,Netherlands,1,0.05,0.05,3.0,91.0,0.049
2023,3922237,Uetuuru Kambato,Namibia,1,0.013,0.013,2.0,24.0,0.049
2024,3938643,Mike Maignan,France,5,0.306,0.051,10.0,564.0,0.049
2024,3939983,Alex Adrián Arce Barrios,Paraguay,3,0.118,0.039,6.0,216.0,0.049
2024,3939973,Roderick Alonso Miller Molina,Panama,4,0.192,0.048,12.0,356.0,0.049
2024,3941019,Jeremy Doku,Belgium,3,0.15,0.05,7.0,276.0,0.049
2024,3930181,Erik Janža,Slovenia,2,0.094,0.047,5.0,172.0,0.049
2023,3922659,Seko Fofana,Côte d'Ivoire,1,0.065,0.065,2.0,121.0,0.049
2024,3942819,Stefan de Vrij,Netherlands,3,0.209,0.052,16.0,380.0,0.049
2023,3920384,Nicolas Pépé,Côte d'Ivoire,1,0.016,0.016,2.0,29.0,0.049
2023,3920391,Thapelo Maseko,South Africa,2,0.093,0.047,4.0,170.0,0.049
2024,3939988,Jorge Eduardo Sánchez Ramos,Mexico,5,0.312,0.052,9.0,570.0,0.049
2024,3938643,Theo Bernard François Hernández,France,10,0.56,0.051,41.0,1034.0,0.049
2022,3857262,Moon-Hwan Kim,South Korea,3,0.158,0.053,7.0,288.0,0.049
2023,3920386,Esteban Obiang Obono,Equatorial Guinea,2,0.101,0.05,4.0,186.0,0.049
2024,3939988,Gerardo Daniel Arteaga Zamora,Mexico,8,0.395,0.049,18.0,720.0,0.049
2023,3922244,Kouakou Herve Koffi,Burkina Faso,1,0.051,0.051,3.0,94.0,0.049
2023,3922659,Max-Alain Gradel,Côte d'Ivoire,1,0.039,0.039,2.0,71.0,0.049
2022,3857274,Denzel Dumfries,Netherlands,2,0.104,0.052,3.0,190.0,0.049
2024,3941022,Mert Müldür,Turkey,1,0.051,0.051,4.0,93.0,0.049
2024,3941021,Florin Constantin Niţă,Romania,3,0.152,0.051,5.0,276.0,0.049
2023,3920393,Aïssa Bilal Laïdouni,Tunisia,1,0.027,0.027,4.0,50.0,0.049
2024,3941022,Merih Demiral,Turkey,1,0.051,0.051,3.0,93.0,0.049
2024,3930163,Andrija Živković,Serbia,1,0.037,0.037,4.0,70.0,0.048
2022,3857272,Antonee Robinson,United States,1,0.048,0.048,2.0,90.0,0.048
2023,3922237,Aprocious Petrus,Namibia,2,0.098,0.049,3.0,186.0,0.048
2024,3942349,João Pedro Cavaco Cancelo,Portugal,2,0.075,0.038,3.0,140.0,0.048
2023,3920408,Yahia Fofana,Côte d'Ivoire,3,0.143,0.048,4.0,267.0,0.048
2023,3920385,Mohamed Salah,Egypt,9,0.483,0.054,18.0,900.0,0.048
2022,3857301,Idrissa Gana Gueye,Senegal,4,0.196,0.049,9.0,368.0,0.048
2022,3869151,Lionel Andrés Messi Cuccittini,Argentina,1,0.051,0.051,6.0,96.0,0.048
2022,3857285,Nampalys Mendy,Senegal,6,0.316,0.053,13.0,588.0,0.048
2024,3939979,Miguel Ángel Navarro Zárate,Venezuela,1,0.102,0.051,4.0,190.0,0.048
2022,3857255,Pedro González López,Spain,8,0.51,0.051,107.0,960.0,0.048
2022,3857265,Wojciech Szczęsny,Poland,1,0.05,0.05,2.0,93.0,0.048
2024,3939973,Darwin Gabriel Núñez Ribeiro,Uruguay,3,0.293,0.049,22.0,546.0,0.048
2023,3922658,Logan Costa,Cape Verde Islands,11,0.702,0.064,27.0,1309.0,0.048
2024,3930165,N'Golo Kanté,France,2,0.104,0.052,7.0,194.0,0.048
2024,3941019,William Saliba,France,9,0.433,0.048,42.0,810.0,0.048
2024,3942852,Maximiliano Javier Araújo Vilches,Uruguay,1,0.049,0.049,2.0,93.0,0.048
2024,3930184,David Jurásek,Czech Republic,2,0.083,0.042,3.0,158.0,0.048
2022,3857272,Haji Wright,United States,2,0.129,0.043,4.0,243.0,0.048
2023,3922244,Lassine Sinayoko,Mali,5,0.295,0.049,11.0,552.0,0.048
2023,3920416,Yassine Meriah,Tunisia,4,0.249,0.05,11.0,470.0,0.048
2024,3939971,Guillermo Martínez Ayala,Mexico,2,0.024,0.012,3.0,44.0,0.048
2023,3920396,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,2,0.101,0.051,4.0,192.0,0.048
2024,3939979,José Salomón Rondón Giménez,Venezuela,2,0.087,0.043,3.0,162.0,0.048
2022,3857269,Ricardo Iván Rodríguez Araya,Switzerland,2,0.147,0.049,10.0,276.0,0.048
2024,3942415,João Victor Gomes da Silva,Brazil,2,0.087,0.044,11.0,164.0,0.048
2024,3930183,Nicușor Silviu Bancu,Romania,3,0.173,0.043,8.0,328.0,0.048
2022,3869152,Theo Bernard François Hernández,France,6,0.281,0.047,22.0,540.0,0.047
2022,3857261,Gareth Frank Bale,Wales,1,0.023,0.023,2.0,43.0,0.047
2023,3920407,Prins Menelik Tjiueza,Namibia,1,0.038,0.038,2.0,72.0,0.047
2024,3939990,Nahitan Michel Nández Acosta,Uruguay,4,0.246,0.049,14.0,470.0,0.047
2024,3939973,Nahitan Michel Nández Acosta,Uruguay,2,0.097,0.048,7.0,186.0,0.047
2024,3930181,Adam Gnezda Čerin,Slovenia,2,0.094,0.047,6.0,182.0,0.047
2022,3857300,Ali Albulayhi,Saudi Arabia,2,0.153,0.051,5.0,291.0,0.047
2023,3920415,Mohamed Amine Tougai,Algeria,6,0.305,0.051,27.0,588.0,0.047
2023,3922659,Fousseni Diabaté,Mali,2,0.064,0.032,7.0,122.0,0.047
2024,3939981,José Ángel Córdoba Chambers,Panama,6,0.269,0.045,11.0,510.0,0.047
2023,3920405,Dylan Batubinsika,Congo DR,1,0.023,0.023,2.0,45.0,0.047
2022,3869219,Hidemasa Morita,Japan,2,0.219,0.055,9.0,420.0,0.047
2023,3922238,Georges-Kévin Nkoudou Mbida,Cameroon,2,0.1,0.05,2.0,190.0,0.047
2024,3930170,Benjamin Verbič,Slovenia,1,0.01,0.01,1.0,19.0,0.047
2023,3920414,Alfredo Kulembe Ribeiro,Angola,3,0.119,0.04,6.0,228.0,0.047
2022,3857298,João Félix Sequeira,Portugal,1,0.046,0.046,2.0,87.0,0.047
2023,3920392,Cédric Badolo,Burkina Faso,2,0.076,0.038,6.0,144.0,0.047
2024,3943077,Cristian Gabriel Romero,Argentina,5,0.319,0.064,9.0,610.0,0.047
2024,3939988,Luis Francisco Romo Barrón,Mexico,7,0.355,0.044,22.0,680.0,0.047
2024,3942752,Jules Koundé,France,3,0.15,0.05,4.0,285.0,0.047
2024,3943043,Marc Guehi,England,1,0.049,0.049,4.0,93.0,0.047
2024,3939971,Demarai Gray,Jamaica,3,0.102,0.034,7.0,195.0,0.047
2022,3869220,Unai Simón Mendibil,Spain,2,0.188,0.063,3.0,363.0,0.047
2024,3942226,Aymeric Laporte,Spain,10,0.635,0.063,34.0,1210.0,0.047
2022,3869321,Alexis Mac Allister,Argentina,2,0.124,0.062,8.0,238.0,0.047
2023,3920415,Adam Ounas,Algeria,1,0.029,0.029,4.0,55.0,0.047
2024,3939988,César Saúl Huerta Valera,Mexico,2,0.139,0.035,4.0,264.0,0.047
2024,3930177,Márton Dárdai,Hungary,2,0.077,0.038,6.0,146.0,0.047
2024,3930181,Jaka Bijol,Slovenia,2,0.094,0.047,11.0,182.0,0.047
2022,3857285,Kalidou Koulibaly,Senegal,6,0.359,0.051,16.0,686.0,0.047
2022,3857265,Hirving Rodrigo Lozano Bahena,Mexico,3,0.195,0.049,16.0,376.0,0.047
2022,3869118,Youssouf Sabaly,Senegal,4,0.195,0.049,15.0,372.0,0.047
2024,3938644,João Neves,Portugal,7,0.311,0.039,22.0,592.0,0.047
2022,3857297,Firas Tariq Nasser Al Albirakan,Saudi Arabia,2,0.147,0.049,6.0,285.0,0.047
2023,3920385,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,7,0.367,0.052,20.0,700.0,0.047
2024,3930175,Nicolae Claudiu Stanciu,Romania,4,0.196,0.049,6.0,372.0,0.047
2023,3920413,James Gomez,Gambia,2,0.1,0.05,5.0,190.0,0.047
2024,3939981,Chris Richards,United States,1,0.047,0.047,2.0,91.0,0.047
2024,3938637,Nathan Aké,Netherlands,6,0.406,0.045,22.0,774.0,0.047
2024,3938639,Fehmi Mert Günok,Turkey,2,0.089,0.045,3.0,172.0,0.047
2024,3939991,Danilo Luiz da Silva,Brazil,3,0.141,0.047,8.0,276.0,0.046
2023,3920399,Logan Costa,Cape Verde Islands,4,0.192,0.048,18.0,380.0,0.046
2022,3857283,Thorgan Hazard,Belgium,2,0.074,0.037,3.0,144.0,0.046
2022,3857300,Salem Mohammed Al Dawsari,Saudi Arabia,2,0.153,0.051,8.0,300.0,0.046
2024,3941020,Kléper Laveran Lima Ferreira,Portugal,4,0.233,0.058,7.0,460.0,0.046
2023,3920416,Sphephelo S''Miso Sithole,South Africa,1,0.048,0.048,2.0,94.0,0.046
2023,3922241,Jovane Eduardo Borges Cabral,Cape Verde Islands,3,0.172,0.043,14.0,336.0,0.046
2022,3857283,Selim Amallah,Morocco,2,0.068,0.034,4.0,132.0,0.046
2022,3857287,Federico Santiago Valverde Dipetta,Uruguay,4,0.194,0.048,16.0,376.0,0.046
2024,3939979,Eduard Alexander Bello Gil,Venezuela,2,0.07,0.035,3.0,136.0,0.046
2023,3920398,Obite Evan Ndicka,Côte d'Ivoire,5,0.245,0.049,12.0,475.0,0.046
2023,3922244,Ibrahim Blati Touré,Burkina Faso,2,0.094,0.047,6.0,186.0,0.046
2022,3857273,Morteza Pouraliganji,Iran,4,0.249,0.05,9.0,485.0,0.046
2022,3857287,Diego Roberto Godín Leal,Uruguay,4,0.185,0.046,17.0,364.0,0.046
2023,3920399,Ryan Isaac Mendes da Graça,Cape Verde Islands,4,0.19,0.047,15.0,372.0,0.046
2022,3857257,Jesper Lindstrøm,Denmark,5,0.282,0.047,22.0,552.0,0.046
2022,3857295,Gerson Torres Barrantes,Costa Rica,1,0.066,0.033,24.0,128.0,0.046
2022,3857281,Alistair Johnston,Canada,4,0.191,0.048,7.0,372.0,0.046
2022,3869152,Piotr Zieliński,Poland,3,0.144,0.048,17.0,282.0,0.046
2022,3857268,Toby Alderweireld,Belgium,1,0.047,0.047,6.0,91.0,0.046
2022,3869321,Virgil van Dijk,Netherlands,2,0.122,0.061,8.0,240.0,0.046
2024,3939977,Igor Lichnovsky Osorio,Chile,2,0.093,0.047,4.0,182.0,0.046
2024,3939971,Di'Shon Bernard,Jamaica,3,0.102,0.034,8.0,198.0,0.046
2024,3930174,Yunus Akgün,Turkey,1,0.07,0.035,2.0,136.0,0.046
2024,3930166,Jindřich Staněk,Czech Republic,2,0.137,0.046,4.0,267.0,0.046
2022,3857277,Sofyan Amrabat,Morocco,5,0.291,0.048,11.0,564.0,0.046
2024,3941021,Răzvan Gabriel Marin,Romania,2,0.095,0.047,3.0,184.0,0.046
2024,3930176,Silvan Widmer,Switzerland,1,0.046,0.046,1.0,90.0,0.046
2024,3939978,Piero Aldair Quispe Córdova,Peru,1,0.031,0.031,1.0,61.0,0.046
2024,3930165,Theo Bernard François Hernández,France,3,0.145,0.048,7.0,282.0,0.046
2022,3857285,Idrissa Gana Gueye,Senegal,4,0.254,0.051,26.0,495.0,0.046
2022,3857275,Axel Disasi,France,2,0.105,0.052,3.0,204.0,0.046
2024,3939987,Jonathan Bell,Jamaica,2,0.139,0.046,7.0,270.0,0.046
2022,3869254,Cristiano Ronaldo dos Santos Aveiro,Portugal,1,0.01,0.01,2.0,20.0,0.046
2023,3920405,Mohamed Chibi,Morocco,5,0.3,0.05,14.0,588.0,0.046
2024,3942226,Joshua Kimmich,Germany,8,0.504,0.063,22.0,976.0,0.046
2024,3942819,Jordan Pickford,England,5,0.222,0.044,14.0,445.0,0.045
2022,3857301,Edouard Mendy,Senegal,2,0.093,0.046,3.0,184.0,0.045
2023,3922237,Eddie Marcos Melo Afonso,Angola,5,0.237,0.047,13.0,470.0,0.045
2024,3939983,Miguel Ángel Almirón Rejala,Paraguay,4,0.149,0.037,13.0,300.0,0.045
2024,3939979,Johan Felipe Vásquez Ibarra,Mexico,5,0.283,0.047,28.0,564.0,0.045
2023,3920391,Sikou Niakate,Mali,2,0.088,0.044,6.0,178.0,0.045
2023,3920419,Tresford Lawrence Mulenga,Zambia,2,0.092,0.046,3.0,184.0,0.045
2022,3857300,Abdulelah Saad Hameed Al-Malki,Saudi Arabia,2,0.153,0.051,6.0,306.0,0.045
2024,3930184,Arda Güler,Turkey,3,0.24,0.048,32.0,480.0,0.045
2023,3922837,Khuliso Johnson Mudau,South Africa,4,0.304,0.061,17.0,605.0,0.045
2023,3920385,Mohamed El Sayed Mohamed El Shenawy Gomaa,Egypt,5,0.245,0.049,7.0,485.0,0.045
2023,3920405,Lionel Mpasi-Nzau,Congo DR,1,0.047,0.047,3.0,95.0,0.045
2023,3922237,Ambrosini Antonio Cabaça Salvador,Angola,1,0.011,0.011,2.0,22.0,0.045
2023,3920415,Mohamed Dellahi Yali,Mauritania,2,0.101,0.034,4.0,201.0,0.045
2022,3857262,Kyung-Won Kwon,South Korea,1,0.046,0.046,2.0,93.0,0.045
2022,3857272,Weston McKennie,United States,5,0.225,0.037,10.0,450.0,0.045
2024,3939977,Erick Antonio Pulgar Farfán,Chile,1,0.038,0.038,2.0,75.0,0.045
2022,3869519,Dominik Livaković,Croatia,2,0.139,0.046,6.0,279.0,0.045
2024,3930176,Granit Xhaka,Switzerland,1,0.046,0.046,2.0,92.0,0.045
2023,3920391,Djigui Diarra,Mali,3,0.134,0.045,6.0,267.0,0.045
2024,3930160,Lamine Yamal Nasraoui Ebana,Spain,2,0.084,0.042,6.0,168.0,0.045
2024,3941020,Nuno Mendes,Portugal,4,0.238,0.059,8.0,480.0,0.045
2022,3857283,Amadou Onana,Belgium,2,0.059,0.03,5.0,118.0,0.045
2022,3869152,Matty Cash,Poland,1,0.044,0.044,6.0,88.0,0.045
2023,3922242,Ibrahim Sangaré,Côte d'Ivoire,2,0.072,0.036,6.0,142.0,0.045
2024,3939987,Eduard Alexander Bello Gil,Venezuela,4,0.163,0.041,9.0,324.0,0.045
2022,3857273,Chris Mepham,Wales,4,0.291,0.049,18.0,582.0,0.045
2024,3939971,Julián Andrés Quiñones Quiñones,Mexico,7,0.316,0.045,15.0,637.0,0.045
2024,3941017,Declan Rice,England,5,0.35,0.058,31.0,708.0,0.045
2022,3857255,Unai Simón Mendibil,Spain,5,0.329,0.047,12.0,658.0,0.045
2023,3920403,Lamine Ba,Mauritania,5,0.234,0.047,15.0,465.0,0.045
2024,3940878,Bryan Cristante,Italy,2,0.073,0.037,10.0,148.0,0.045
2023,3920412,Pape Gueye,Senegal,3,0.106,0.035,8.0,210.0,0.045
2024,3941017,Jude Bellingham,England,1,0.052,0.052,6.0,104.0,0.045
2023,3922837,Mothobi Mvala,South Africa,5,0.313,0.063,20.0,630.0,0.045
2022,3869117,Yunus Dimoara Musah,United States,9,0.414,0.046,26.0,837.0,0.045
2022,3857266,Olivier Giroud,France,1,0.029,0.029,1.0,58.0,0.045
2024,3938638,Andriy Lunin,Ukraine,2,0.092,0.046,3.0,188.0,0.044
2022,3857273,Ben Davies,Wales,5,0.373,0.047,24.0,768.0,0.044
2024,3939982,Maximiliano Javier Araújo Vilches,Uruguay,3,0.167,0.042,8.0,344.0,0.044
2024,3939979,Julio José González Vela-Alvizu,Mexico,4,0.228,0.046,18.0,465.0,0.044
2022,3869486,Kléper Laveran Lima Ferreira,Portugal,3,0.14,0.047,6.0,288.0,0.044
2022,3857281,Dominik Livaković,Croatia,1,0.046,0.046,2.0,94.0,0.044
2024,3930168,İlkay Gündoğan,Germany,3,0.121,0.04,26.0,249.0,0.044
2024,3930166,Pavel Šulc,Czech Republic,1,0.076,0.038,2.0,156.0,0.044
2024,3942852,Federico Santiago Valverde Dipetta,Uruguay,5,0.228,0.046,21.0,465.0,0.044
2024,3942349,Nuno Mendes,Portugal,6,0.498,0.062,21.0,1008.0,0.044
2023,3920398,Ghislain Konan,Côte d'Ivoire,4,0.156,0.039,7.0,316.0,0.044
2024,3939980,Dexter Lembikisa,Jamaica,1,0.042,0.042,2.0,85.0,0.044
2022,3857298,Alidu Seidu,Ghana,1,0.03,0.03,3.0,62.0,0.044
2024,3939979,José Andrés Martínez Torres,Venezuela,2,0.087,0.043,7.0,176.0,0.044
2022,3857281,Steven de Sousa Vitoria,Canada,5,0.234,0.047,15.0,475.0,0.044
2023,3922239,Federico Bikoro Akieme Nchama,Equatorial Guinea,2,0.053,0.027,2.0,108.0,0.044
2024,3939975,Johan Andrés Mojica Palacio,Colombia,5,0.229,0.046,17.0,470.0,0.044
2024,3930171,Kasper Schmeichel,Denmark,1,0.04,0.04,2.0,82.0,0.044
2024,3939972,Piero Martín Hincapié Reyna,Ecuador,2,0.091,0.045,4.0,184.0,0.044
2022,3857286,Saad Abdullah Al Sheeb,Qatar,1,0.045,0.045,1.0,92.0,0.044
2023,3920402,Issoufou Dayo,Burkina Faso,1,0.048,0.048,2.0,97.0,0.044
2024,3942229,Jonathan David,Canada,6,0.415,0.059,11.0,840.0,0.044
2024,3941020,Rúben Santos Gato Alves Dias,Portugal,6,0.411,0.059,16.0,840.0,0.044
2022,3857287,Matías Vecino Falero,Uruguay,3,0.113,0.038,6.0,231.0,0.044
2024,3939973,Christian Jesús Martinez,Panama,2,0.063,0.032,4.0,128.0,0.044
2022,3857277,Azzedine Ounahi,Morocco,2,0.078,0.039,4.0,162.0,0.044
2022,3857287,Facundo Pellistri Rebollo,Uruguay,4,0.165,0.041,18.0,340.0,0.044
2022,3869117,Tyler Adams,United States,9,0.415,0.046,23.0,855.0,0.044
2024,3942382,Wout Weghorst,Netherlands,1,0.024,0.024,2.0,50.0,0.044
2024,3939991,Éder Gabriel Militão,Brazil,2,0.091,0.045,4.0,188.0,0.044
2022,3857281,Kamal Miller,Canada,5,0.234,0.047,9.0,475.0,0.044
2023,3922244,Edmond Fayçal Tapsoba,Burkina Faso,2,0.095,0.048,4.0,194.0,0.044
2022,3857285,Nathan Aké,Netherlands,2,0.087,0.044,6.0,180.0,0.044
2023,3920388,Ebou Adams,Gambia,1,0.022,0.022,2.0,45.0,0.044
2022,3857261,Connor Roberts,Wales,4,0.111,0.028,14.0,224.0,0.044
2022,3857294,Assim Omer Al Haj Madibo,Qatar,1,0.03,0.03,3.0,62.0,0.044
2023,3922838,Ghislain Konan,Côte d'Ivoire,5,0.264,0.044,13.0,552.0,0.043
2024,3942416,José Fajardo Nelson,Panama,1,0.12,0.04,6.0,252.0,0.043
2024,3938645,Mykola Matviyenko,Ukraine,8,0.353,0.044,24.0,744.0,0.043
2024,3938645,Oleksandr Tymchyk,Ukraine,4,0.177,0.044,10.0,368.0,0.043
2022,3857271,Sadegh Moharrami,Iran,2,0.14,0.047,14.0,294.0,0.043
2023,3920399,Ricardo Martins Guimarães,Mozambique,3,0.137,0.046,4.0,285.0,0.043
2023,3922321,Manuel Luís da Silva Cafumana,Angola,2,0.09,0.045,12.0,190.0,0.043
2023,3922321,Cristóvão Paciência Mabululo,Angola,2,0.09,0.045,5.0,186.0,0.043
2023,3922240,Mohamed Hamdy Sharaf,Egypt,1,0.024,0.024,2.0,50.0,0.043
2022,3869519,Andrej Kramarić,Croatia,1,0.034,0.034,4.0,71.0,0.043
2024,3943077,Nicolás Iván González,Argentina,1,0.026,0.026,2.0,55.0,0.043
2022,3857290,Karl Brillant Toko Ekambi,Cameroon,3,0.104,0.035,10.0,219.0,0.043
2022,3857264,Piotr Zieliński,Poland,2,0.088,0.044,3.0,186.0,0.043
2024,3939987,Wilker José Ángel Romero,Venezuela,3,0.131,0.044,5.0,273.0,0.043
2022,3857289,César Jasib Montes Castro,Mexico,1,0.04,0.04,1.0,85.0,0.043
2022,3857272,Harry Maguire,England,3,0.177,0.044,15.0,372.0,0.043
2024,3939992,Joseph Martín Mora Cortéz,Costa Rica,1,0.041,0.041,2.0,86.0,0.043
2022,3857274,Virgil van Dijk,Netherlands,1,0.045,0.045,4.0,95.0,0.043
2022,3857267,Ismail Jakobs,Senegal,2,0.09,0.045,4.0,190.0,0.043
2024,3940878,Michel Aebischer,Switzerland,7,0.351,0.044,40.0,728.0,0.043
2022,3869420,Lucas Tolentino Coelho de Lima,Brazil,6,0.355,0.051,14.0,735.0,0.043
2022,3869151,Harry Souttar,Australia,2,0.091,0.045,7.0,188.0,0.043
2024,3938638,Andrei Burcă Andonie,Romania,1,0.085,0.042,4.0,176.0,0.043
2024,3930172,Gianluca Scamacca,Italy,1,0.029,0.029,2.0,60.0,0.043
2022,3857288,Riley McGree,Australia,2,0.06,0.03,4.0,126.0,0.043
2022,3869152,Grzegorz Krychowiak,Poland,2,0.067,0.034,19.0,140.0,0.043
2023,3922658,Josimar José Évora Dias,Cape Verde Islands,8,0.475,0.059,8.0,1000.0,0.043
2023,3922659,Adama Traoré,Mali,2,0.058,0.029,5.0,122.0,0.043
2022,3869220,Sergio Busquets i Burgos,Spain,5,0.35,0.058,21.0,726.0,0.043
2024,3938645,Wout Faes,Belgium,2,0.123,0.041,14.0,258.0,0.043
2023,3920416,Mothobi Mvala,South Africa,4,0.161,0.04,8.0,340.0,0.043
2023,3920402,Kouakou Herve Koffi,Burkina Faso,1,0.048,0.048,3.0,99.0,0.043
2023,3922242,Ghislain Konan,Côte d'Ivoire,2,0.111,0.056,3.0,234.0,0.043
2022,3857274,Frenkie de Jong,Netherlands,1,0.045,0.045,6.0,95.0,0.043
2023,3920415,Souleymane Anne,Mauritania,1,0.033,0.033,1.0,69.0,0.043
2024,3942819,Bukayo Saka,England,2,0.086,0.043,4.0,182.0,0.043
2024,3942227,Ruben Vargas,Switzerland,2,0.06,0.03,9.0,126.0,0.043
2024,3938642,Ladislav Krejčí,Czech Republic,7,0.363,0.045,28.0,752.0,0.043
2024,3939992,Omar Federico Alderete Fernández,Paraguay,3,0.129,0.043,4.0,273.0,0.043
2023,3923880,Themba Zwane,South Africa,1,0.026,0.026,4.0,55.0,0.043
2023,3920406,Aishi Manula,Tanzania,2,0.093,0.046,3.0,192.0,0.043
2024,3939979,Yangel Clemente Herrera Ravelo,Venezuela,2,0.124,0.041,6.0,261.0,0.043
2024,3930178,Mario Pašalić,Croatia,1,0.021,0.021,1.0,45.0,0.043
2022,3857288,Kye Rowles,Australia,3,0.124,0.041,11.0,258.0,0.043
2024,3939979,Jon Mikel Aramburu Mejías,Venezuela,2,0.131,0.044,5.0,282.0,0.042
2024,3930171,Alexander Hartmann Bah,Denmark,2,0.033,0.017,4.0,72.0,0.042
2024,3938637,Memphis Depay,Netherlands,6,0.337,0.037,30.0,720.0,0.042
2024,3941020,Bruno Miguel Borges Fernandes,Portugal,5,0.34,0.057,17.0,732.0,0.042
2022,3857274,Daley Blind,Netherlands,1,0.045,0.045,4.0,96.0,0.042
2022,3857256,Filip Kostić,Serbia,5,0.226,0.045,7.0,490.0,0.042
2024,3938645,Illia Zabarnyi,Ukraine,6,0.263,0.044,20.0,558.0,0.042
2024,3943077,Jhon Adolfo Arias Andrade,Colombia,1,0.05,0.05,4.0,105.0,0.042
2024,3942819,John Stones,England,6,0.252,0.042,27.0,534.0,0.042
2022,3857267,Pervis Josué Estupiñán Tenorio,Ecuador,4,0.179,0.045,15.0,380.0,0.042
2023,3920390,Rayan Aït Nouri,Algeria,2,0.129,0.043,5.0,279.0,0.042
2022,3857280,Nicolas Moumi Ngamaleu,Cameroon,2,0.077,0.039,4.0,164.0,0.042
2023,3922321,Eddie Marcos Melo Afonso,Angola,3,0.107,0.036,6.0,228.0,0.042
2023,3920396,Jordan Ayew,Ghana,3,0.132,0.044,7.0,285.0,0.042
2024,3939977,Víctor Alejandro Dávila Zavala,Chile,3,0.131,0.044,5.0,282.0,0.042
2022,3857288,Ellyes Joris Skhiri,Tunisia,2,0.134,0.045,10.0,285.0,0.042
2024,3939980,Alexander Domínguez Carabalí,Ecuador,2,0.079,0.04,5.0,170.0,0.042
2022,3857294,Almoez Ali Zainalabiddin Abdulla,Qatar,1,0.03,0.03,6.0,64.0,0.042
2022,3857272,Timothy Weah,United States,3,0.113,0.038,5.0,243.0,0.042
2022,3857270,Sebastián Coates Nión,Uruguay,2,0.089,0.044,7.0,192.0,0.042
2023,3920403,Cristóvão Paciência Mabululo,Angola,2,0.088,0.044,6.0,188.0,0.042
2024,3941022,Stefan Posch,Austria,3,0.132,0.044,8.0,285.0,0.042
2023,3920395,Stopilla Sunzu,Zambia,2,0.084,0.042,3.0,182.0,0.042
2022,3869220,Marcos Llorente Moreno,Spain,5,0.341,0.057,19.0,732.0,0.042
2024,3930182,Andreas Skov Olsen,Denmark,2,0.042,0.021,8.0,92.0,0.042
2024,3939974,Antonee Robinson,United States,4,0.169,0.042,11.0,360.0,0.042
2024,3941017,Bukayo Saka,England,3,0.163,0.054,4.0,348.0,0.042
2024,3938638,Yukhym Konoplya,Ukraine,3,0.1,0.033,5.0,213.0,0.042
2024,3938645,Mykola Shaparenko,Ukraine,2,0.064,0.032,4.0,138.0,0.042
2024,3930163,Filip Mladenović,Serbia,1,0.023,0.023,1.0,49.0,0.042
2024,3930177,Péter Gulácsi,Hungary,2,0.09,0.045,3.0,194.0,0.042
2024,3938645,Jan Vertonghen,Belgium,2,0.123,0.041,3.0,261.0,0.042
2024,3938645,Kevin De Bruyne,Belgium,5,0.253,0.042,24.0,558.0,0.041
2022,3869354,Philip Foden,England,2,0.076,0.038,3.0,166.0,0.041
2023,3920410,Ivane Carminio Francisco Urrubal,Mozambique,1,0.087,0.043,2.0,190.0,0.041
2024,3939975,Jhon Adolfo Arias Andrade,Colombia,6,0.251,0.042,16.0,546.0,0.041
2023,3922659,Jean Michaël Seri,Côte d'Ivoire,1,0.039,0.039,10.0,85.0,0.041
2024,3930177,Bendegúz Bolla,Hungary,2,0.077,0.038,6.0,170.0,0.041
