season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2022,3869254,Ruben Vargas,Switzerland,1,0.319,0.16,2.0,130.0,0.221
2022,3869552,Selim Amallah,Morocco,1,0.27,0.135,4.0,110.0,0.221
2024,3939984,Jhon Andrés Córdoba Copete,Colombia,1,0.184,0.184,1.0,75.0,0.22
2022,3857277,Dejan Lovren,Croatia,2,0.458,0.229,3.0,188.0,0.219
2022,3857299,Jordan Ayew,Ghana,3,0.738,0.185,7.0,304.0,0.219
2022,3857263,Manuel Neuer,Germany,2,0.409,0.205,6.0,168.0,0.219
2023,3922837,Joe Aribo,Nigeria,1,0.036,0.036,4.0,15.0,0.219
2022,3857298,Mohammed Kudus,Ghana,3,0.527,0.176,5.0,216.0,0.219
2023,3920414,Kialonda Gaspar,Angola,2,0.699,0.233,5.0,288.0,0.218
2022,3857279,Kingsley Coman,France,1,0.041,0.041,2.0,17.0,0.218
2024,3930174,Altay Bayındır,Turkey,2,0.454,0.227,6.0,188.0,0.218
2022,3857281,Luka Modrić,Croatia,6,1.41,0.201,21.0,581.0,0.218
2023,3923881,Yahia Fofana,Côte d'Ivoire,1,0.233,0.233,2.0,96.0,0.218
2022,3869684,Anass Zaroury,Morocco,1,0.073,0.073,2.0,30.0,0.218
2024,3930168,Bendegúz Bolla,Hungary,2,0.537,0.179,4.0,222.0,0.218
2024,3941019,Randal Kolo Muani,France,2,0.15,0.075,3.0,62.0,0.217
2023,3920396,Emam Ashour Metwally Abdelghany,Egypt,4,0.907,0.227,9.0,376.0,0.217
2022,3857263,David Raum,Germany,2,0.409,0.205,7.0,170.0,0.217
2022,3857277,Joško Gvardiol,Croatia,2,0.458,0.229,5.0,190.0,0.217
2022,3857265,Arkadiusz Milik,Poland,1,0.022,0.022,4.0,9.0,0.217
2024,3942785,Ali Ahmed,Canada,2,0.169,0.084,11.0,70.0,0.217
2024,3930164,Johan Bakayoko,Belgium,1,0.099,0.099,3.0,41.0,0.217
2022,3857293,Kamaldeen Sulemana,Ghana,1,0.12,0.12,4.0,50.0,0.216
2022,3869552,Ibrahima Konaté,France,3,1.118,0.224,16.0,465.0,0.216
2023,3920406,Mudathiri Yahya,Tanzania,1,0.064,0.064,5.0,27.0,0.215
2024,3930158,Emre Can,Germany,2,0.057,0.029,3.0,24.0,0.215
2024,3939969,Lisandro Martínez,Argentina,4,0.888,0.222,19.0,372.0,0.215
2024,3939983,Lucas Tolentino Coelho de Lima,Brazil,5,1.291,0.184,23.0,539.0,0.215
2024,3930174,Nuno Mendes,Portugal,6,1.335,0.222,19.0,558.0,0.215
2024,3930170,Vanja Drkušić,Slovenia,1,0.879,0.22,8.0,368.0,0.215
2022,3869220,Alejandro Balde Martínez,Spain,3,0.22,0.055,20.0,92.0,0.215
2022,3857277,Ivan Perišić,Croatia,3,0.84,0.21,5.0,352.0,0.215
2022,3869321,Leandro Daniel Paredes,Argentina,2,0.267,0.133,6.0,112.0,0.214
2023,3920393,Taha Yassine Khenissi,Tunisia,1,0.033,0.033,1.0,14.0,0.214
2022,3857271,Jude Bellingham,England,4,0.914,0.229,25.0,384.0,0.214
2024,3930184,Cenk Tosun,Turkey,1,0.04,0.04,2.0,17.0,0.214
2024,3930174,João Maria Lobo Alves Palhinha Gonçalves,Portugal,5,0.524,0.105,8.0,220.0,0.214
2024,3940983,Christian Nørgaard,Denmark,1,0.062,0.062,4.0,26.0,0.213
2024,3930164,Dodi Lukebakio,Belgium,1,0.031,0.031,1.0,13.0,0.213
2024,3939974,Ricardo Daniel Pepi,United States,1,0.061,0.061,2.0,26.0,0.213
2024,3938639,Heorhii Tsitaishvili,Georgia,4,0.692,0.173,10.0,292.0,0.213
2023,3920401,Morgan Guilavogui,Guinea,3,0.874,0.175,11.0,370.0,0.213
2022,3857278,Seyed Majid Hosseini,Iran,3,0.704,0.235,7.0,297.0,0.213
2024,3930174,Rafael Alexandre Conceição Leão,Portugal,4,0.426,0.107,13.0,180.0,0.213
2024,3939975,Alex Adrián Arce Barrios,Paraguay,1,0.185,0.185,3.0,78.0,0.213
2024,3938640,Mykhailo Mudryk,Ukraine,2,0.586,0.195,8.0,249.0,0.212
2022,3869552,Youssouf Fofana,France,3,1.096,0.219,9.0,465.0,0.212
2022,3869254,Bernardo Mota Veiga de Carvalho e Silva,Portugal,6,1.131,0.188,18.0,480.0,0.212
2022,3869552,Aurélien Djani Tchouaméni,France,3,1.096,0.219,10.0,465.0,0.212
2024,3939974,Joseph Scally,United States,7,1.754,0.219,18.0,744.0,0.212
2023,3920415,Riyad Mahrez,Algeria,2,0.381,0.127,4.0,162.0,0.212
2023,3920385,Ahmed Hassan Mahgoub,Egypt,1,0.033,0.033,1.0,14.0,0.212
2024,3930166,Diogo Meireles Costa,Portugal,5,1.31,0.218,12.0,558.0,0.211
2023,3920417,Peter Shalulile,Namibia,2,0.418,0.209,6.0,178.0,0.211
2022,3857267,Nampalys Mendy,Senegal,1,0.045,0.045,3.0,19.0,0.211
2023,3920411,Hamdi Fathi,Egypt,2,0.221,0.11,4.0,94.0,0.211
2023,3920387,Mohamed Salisu,Ghana,2,0.697,0.232,4.0,297.0,0.211
2024,3930165,Nicolas Seiwald,Austria,3,0.691,0.23,10.0,294.0,0.211
2024,3942785,Enzo Fernandez,Argentina,6,1.491,0.213,20.0,637.0,0.211
2024,3930170,Jan Oblak,Slovenia,1,0.879,0.22,8.0,376.0,0.21
2023,3920414,Zito André Sebastião Luvumbo,Angola,1,0.075,0.075,4.0,32.0,0.21
2024,3942785,Cristian Gabriel Romero,Argentina,4,0.854,0.213,9.0,368.0,0.209
2022,3857292,Niklas Süle,Germany,11,2.372,0.216,42.0,1023.0,0.209
2023,3920388,Hamza Barry,Gambia,1,0.067,0.067,2.0,29.0,0.209
2022,3857287,Jae-Sung Lee,South Korea,2,0.33,0.165,4.0,142.0,0.209
2023,3920396,Omar Marmoush,Egypt,2,0.412,0.206,4.0,178.0,0.208
2024,3930184,Jan Kuchta,Czech Republic,1,0.181,0.09,4.0,78.0,0.208
2023,3920413,Darlin Zidane Yongwa Ngameni,Cameroon,3,0.505,0.168,11.0,219.0,0.208
2022,3857291,Jordi Alba Ramos,Spain,8,1.167,0.146,38.0,504.0,0.208
2023,3920397,José Ndong Machín Dicombo,Equatorial Guinea,3,0.665,0.222,7.0,288.0,0.208
2022,3857292,David Raum,Germany,9,1.324,0.147,12.0,576.0,0.207
2024,3938640,Volodymyr Brazhko,Ukraine,3,0.558,0.186,14.0,243.0,0.207
2022,3857284,Junya Ito,Japan,2,0.848,0.212,12.0,368.0,0.207
2024,3942226,Mikel Oyarzabal Ugarte,Spain,3,0.302,0.101,11.0,132.0,0.206
2024,3942852,Johan Andrés Mojica Palacio,Colombia,2,0.44,0.22,5.0,192.0,0.206
2022,3857281,Dejan Lovren,Croatia,4,0.864,0.216,15.0,380.0,0.205
2022,3869117,Frenkie de Jong,Netherlands,3,0.648,0.216,10.0,285.0,0.205
2022,3869685,Hugo Lloris,France,1,0.278,0.278,1.0,122.0,0.205
2024,3930171,Philip Foden,England,4,0.776,0.155,14.0,340.0,0.205
2024,3930177,Ryan Christie,Scotland,2,0.082,0.041,3.0,36.0,0.205
2024,3930180,Marko Arnautović,Austria,1,0.52,0.173,3.0,228.0,0.205
2022,3857298,Mohamed Salisu,Ghana,3,0.662,0.221,6.0,291.0,0.205
2023,3922838,Henoc Inonga Baka,Congo DR,3,0.635,0.212,7.0,279.0,0.205
2023,3920389,Mory Konaté,Guinea,1,0.633,0.211,6.0,279.0,0.204
2024,3930174,Pedro Lomba Neto,Portugal,2,0.222,0.111,6.0,98.0,0.204
2024,3941022,Alexander Prass,Austria,7,0.87,0.109,19.0,384.0,0.204
2023,3920388,Moussa Niakhate,Senegal,7,1.269,0.181,26.0,560.0,0.204
2022,3857301,Pathé Ismaël Ciss,Senegal,1,0.068,0.068,3.0,30.0,0.204
2024,3940983,Andreas Skov Olsen,Denmark,5,0.766,0.153,9.0,340.0,0.203
2023,3923880,Meschak Elia,Congo DR,3,0.669,0.223,9.0,297.0,0.203
2024,3939991,Carlos Eccehomo Cuesta Figueroa,Colombia,3,0.623,0.208,20.0,276.0,0.203
2023,3920414,Manuel Luís da Silva Cafumana,Angola,1,0.075,0.075,2.0,33.0,0.203
2024,3939974,Christian Pulisic,United States,7,1.66,0.207,13.0,736.0,0.203
2022,3857291,Sergio Busquets i Burgos,Spain,9,1.261,0.14,41.0,558.0,0.203
2023,3920390,Cristóvão Paciência Mabululo,Angola,1,0.117,0.117,2.0,52.0,0.203
2023,3922659,Oumar Diakité,Côte d'Ivoire,1,0.224,0.112,4.0,100.0,0.202
2024,3938640,Leo Sauer,Slovakia,1,0.018,0.018,6.0,8.0,0.202
2022,3869117,Cody Mathès Gakpo,Netherlands,2,0.412,0.206,6.0,184.0,0.202
2024,3939982,Diego Nicolás De La Cruz Arcosa,Uruguay,7,1.343,0.192,16.0,602.0,0.201
2023,3920407,Themba Zwane,South Africa,4,0.617,0.154,12.0,276.0,0.201
2023,3920405,Chancel Mbemba Mangulu,Congo DR,4,0.865,0.216,8.0,388.0,0.201
2024,3939987,Joël Latibeaudiere,Jamaica,2,0.56,0.187,25.0,252.0,0.2
2024,3941021,Steven Bergwijn,Netherlands,2,0.195,0.098,6.0,88.0,0.2
2022,3869420,Nikola Vlašić,Croatia,1,0.1,0.1,2.0,45.0,0.2
2022,3857290,Remo Freuler,Switzerland,3,0.613,0.204,6.0,276.0,0.2
2024,3939987,Demarai Gray,Jamaica,2,0.56,0.187,7.0,252.0,0.2
2023,3920389,Aguibou Camara,Guinea,1,0.633,0.211,6.0,285.0,0.2
2023,3920385,Emam Ashour Metwally Abdelghany,Egypt,2,0.107,0.053,7.0,48.0,0.2
2023,3920389,Mouctar Diakhaby,Guinea,1,0.633,0.211,6.0,285.0,0.2
2024,3939969,Nahuel Molina Lucero,Argentina,5,1.165,0.194,16.0,528.0,0.199
2024,3939991,Jefferson Andrés Lerma Solís,Colombia,3,0.623,0.208,16.0,282.0,0.199
2023,3922237,Lubeni Haukongo,Namibia,1,0.086,0.086,1.0,39.0,0.199
2022,3857281,Borna Sosa,Croatia,6,1.26,0.21,18.0,570.0,0.199
2022,3869253,Vinícius José Paixão de Oliveira Júnior,Brazil,5,1.082,0.155,18.0,490.0,0.199
2024,3943076,Manuel Ugarte Ribeiro,Uruguay,1,0.099,0.099,2.0,45.0,0.199
2024,3942226,Niclas Füllkrug,Germany,2,0.282,0.141,4.0,128.0,0.198
2024,3939991,James David Rodríguez Rubio,Colombia,3,0.528,0.176,3.0,240.0,0.198
2024,3939970,Marcelino Ignacio Nuñez Espinoza,Chile,3,0.722,0.18,8.0,328.0,0.198
2022,3869552,Zakaria Aboukhlal,Morocco,1,0.123,0.062,4.0,56.0,0.198
2022,3869118,Pape Matar Sarr,Senegal,1,0.108,0.108,5.0,49.0,0.198
2024,3938645,Yannick Ferreira Carrasco,Belgium,2,0.178,0.059,12.0,81.0,0.198
2022,3869321,Cristian Gabriel Romero,Argentina,3,0.508,0.169,13.0,231.0,0.198
2023,3920405,Charles Pickel,Congo DR,2,0.356,0.178,5.0,162.0,0.198
2024,3943043,Martín Zubimendi Ibáñez,Spain,4,0.463,0.093,14.0,210.0,0.198
2024,3942785,Lisandro Martínez,Argentina,5,0.94,0.188,12.0,430.0,0.197
2022,3857271,Kieran Trippier,England,6,1.275,0.213,22.0,582.0,0.197
2022,3857291,Carlos Soler Barragán,Spain,3,0.262,0.087,10.0,120.0,0.197
2022,3869152,Arkadiusz Milik,Poland,1,0.061,0.061,3.0,28.0,0.197
2024,3930170,Dušan Tadić,Serbia,3,0.533,0.178,10.0,243.0,0.197
2024,3942415,Marcos Aoás Corrêa,Brazil,2,0.409,0.205,13.0,188.0,0.196
2023,3922238,Moses Daddy-Ajala Simon,Nigeria,1,0.207,0.207,2.0,95.0,0.196
2023,3922356,Abdoulaye Touré,Guinea,2,0.152,0.076,8.0,70.0,0.196
2024,3930170,Benjamin Šeško,Slovenia,2,0.973,0.162,8.0,450.0,0.195
2024,3939983,João Victor Gomes da Silva,Brazil,5,1.393,0.199,37.0,644.0,0.195
2024,3939979,Ernesto Alexis Vega Rojas,Mexico,4,0.391,0.078,7.0,180.0,0.195
2023,3920419,Yassine Bounou,Morocco,4,0.987,0.197,7.0,455.0,0.195
2024,3939983,Danilo Luiz da Silva,Brazil,5,1.383,0.198,21.0,637.0,0.195
2024,3930165,William Saliba,France,4,1.196,0.199,18.0,552.0,0.195
2022,3857294,Virgil van Dijk,Netherlands,4,1.246,0.208,20.0,576.0,0.195
2023,3920393,Lloyd Junior Kazapua,Namibia,1,0.4,0.2,2.0,186.0,0.194
2022,3857280,Alex Nicolao Telles,Brazil,3,0.465,0.116,9.0,216.0,0.194
2024,3930165,Kylian Mbappé Lottin,France,4,1.137,0.189,20.0,528.0,0.194
2022,3869420,Raphael Dias Belloli,Brazil,2,0.237,0.118,3.0,110.0,0.194
2022,3857262,Kang-In Lee,South Korea,4,0.7,0.175,9.0,324.0,0.194
2024,3939986,Nicolás Hernán Otamendi,Argentina,2,0.396,0.198,8.0,184.0,0.194
2024,3939983,Éder Gabriel Militão,Brazil,6,1.469,0.184,18.0,680.0,0.194
2023,3920407,Percy Tau,South Africa,2,0.402,0.201,5.0,188.0,0.193
2022,3857296,Kevin De Bruyne,Belgium,4,0.965,0.193,10.0,450.0,0.193
2022,3857276,David Junior Hoilett,Canada,2,0.318,0.159,3.0,148.0,0.193
2022,3869253,Rodrygo Silva de Goes,Brazil,1,0.028,0.028,2.0,13.0,0.193
2023,3920407,Mihlali Samson Mayambela,South Africa,1,0.026,0.026,3.0,12.0,0.193
2024,3939969,Liam Millar,Canada,2,0.538,0.179,5.0,252.0,0.192
2024,3939986,Gonzalo Ariel Montiel,Argentina,2,0.396,0.198,6.0,186.0,0.192
2022,3869486,Sofyan Amrabat,Morocco,1,0.2,0.2,4.0,94.0,0.192
2022,3857273,Sardar Azmoun,Iran,2,0.563,0.141,4.0,264.0,0.192
2024,3939986,Giovani Lo Celso,Argentina,3,0.538,0.134,8.0,252.0,0.192
2024,3941021,Nathan Aké,Netherlands,4,0.873,0.145,22.0,408.0,0.192
2023,3920403,Jacinto Muondo Dala,Angola,2,0.539,0.18,4.0,252.0,0.192
2023,3920390,Adilson Cipriano da Cruz,Angola,1,0.194,0.194,1.0,91.0,0.192
2023,3920401,Ibrahim Diakité,Guinea,7,1.627,0.181,29.0,765.0,0.191
2024,3939977,Lionel Andrés Messi Cuccittini,Argentina,5,1.198,0.2,8.0,564.0,0.191
2023,3920392,Djibril Cheick Ouattara,Burkina Faso,1,0.028,0.028,2.0,13.0,0.191
2022,3857267,Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,1,0.045,0.045,1.0,21.0,0.191
2022,3857270,José María Giménez de Vargas,Uruguay,4,0.839,0.21,8.0,396.0,0.191
2023,3920417,Deon Hotto Kavendji,Namibia,2,0.386,0.193,6.0,182.0,0.191
2022,3857254,Andreas Skov Olsen,Denmark,2,0.408,0.136,3.0,192.0,0.191
2022,3857255,Alejandro Balde Martínez,Spain,4,0.569,0.142,26.0,268.0,0.191
2024,3939980,Ethan Pinnock,Jamaica,2,0.605,0.202,3.0,285.0,0.191
2024,3943077,Juan Fernando Quintero Paniagua,Colombia,3,0.184,0.061,10.0,87.0,0.191
2023,3922238,Victor James Osimhen,Nigeria,1,0.207,0.207,2.0,98.0,0.19
2023,3920393,Kennedy Amutenya,Namibia,2,0.406,0.203,2.0,192.0,0.19
2023,3920392,Oumar Ngom,Mauritania,1,0.063,0.063,2.0,30.0,0.19
2022,3857279,Olivier Giroud,France,3,0.931,0.186,7.0,440.0,0.19
2023,3920391,Fousseni Diabaté,Mali,1,0.036,0.036,1.0,17.0,0.19
2022,3857261,Harry Maguire,England,5,0.962,0.192,13.0,455.0,0.19
2024,3943077,Nahuel Molina Lucero,Argentina,2,0.212,0.106,4.0,100.0,0.19
2024,3930159,Dan Ndoye,Switzerland,3,0.536,0.179,8.0,255.0,0.189
2024,3941021,Jerdy Schouten,Netherlands,5,0.984,0.141,35.0,469.0,0.189
2024,3930159,Fabian Lukas Schär,Switzerland,3,0.572,0.191,7.0,273.0,0.189
2023,3920408,José Ndong Machín Dicombo,Equatorial Guinea,1,0.172,0.172,2.0,82.0,0.189
2022,3857256,Silvan Widmer,Switzerland,6,1.453,0.208,16.0,693.0,0.189
2022,3869253,Neymar da Silva Santos Junior,Brazil,8,1.846,0.168,36.0,880.0,0.189
2022,3857266,Kasper Schmeichel,Denmark,1,0.189,0.189,2.0,90.0,0.189
2022,3857269,Antony Matheus dos Santos,Brazil,3,0.138,0.046,6.0,66.0,0.189
2024,3930165,Patrick Pentz,Austria,1,0.198,0.198,1.0,94.0,0.189
2023,3920390,Houssem Aouar,Algeria,2,0.058,0.029,6.0,28.0,0.188
2022,3857268,Atiba Hutchinson,Canada,6,0.713,0.119,15.0,342.0,0.188
2023,3920393,Peter Shalulile,Namibia,1,0.4,0.2,2.0,192.0,0.188
2023,3920387,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,3,0.694,0.174,5.0,332.0,0.188
2024,3943043,Daniel Olmo Carvajal,Spain,2,0.576,0.192,6.0,276.0,0.188
2022,3857296,Timothy Castagne,Belgium,8,1.917,0.192,39.0,920.0,0.188
2023,3920417,Ivan Kamberipa,Namibia,2,0.386,0.193,4.0,186.0,0.187
2024,3930170,Strahinja Pavlović,Serbia,3,0.587,0.196,14.0,282.0,0.187
2023,3920386,William Troost-Ekong,Nigeria,6,1.754,0.195,17.0,846.0,0.187
2024,3942785,Rodrigo Javier De Paul,Argentina,5,1.136,0.189,17.0,546.0,0.187
2024,3939984,Richard Rios Montoya,Colombia,2,0.191,0.095,4.0,92.0,0.187
2024,3930167,Jasir Asani,Albania,4,0.654,0.131,10.0,315.0,0.187
2023,3920387,Logan Costa,Cape Verde Islands,3,0.815,0.204,9.0,392.0,0.187
2024,3930170,Nikola Milenković,Serbia,3,0.587,0.196,20.0,282.0,0.187
2022,3869219,Nikola Vlašić,Croatia,1,0.075,0.037,4.0,36.0,0.187
2022,3857256,Breel-Donald Embolo,Switzerland,4,0.99,0.198,7.0,475.0,0.187
2022,3857281,Nikola Vlašić,Croatia,1,0.046,0.046,4.0,22.0,0.187
2024,3942349,Francisco Fernandes Conceição,Portugal,2,0.183,0.091,9.0,88.0,0.187
2022,3857270,Gonçalo Matias Ramos,Portugal,1,0.027,0.027,1.0,13.0,0.186
2024,3938641,Jakub Piotrowski,Poland,3,0.285,0.095,8.0,138.0,0.186
2022,3869117,Andries Noppert,Netherlands,2,0.398,0.199,6.0,192.0,0.186
2024,3939987,Darwin Daniel Machís Marcano,Venezuela,2,0.335,0.112,3.0,162.0,0.186
2023,3923881,Odilon Kossonou,Côte d'Ivoire,2,0.375,0.188,8.0,182.0,0.186
2024,3939983,Wendell Nascimento Borges,Brazil,6,1.469,0.184,23.0,712.0,0.186
2024,3930165,Dayotchanculle Upamecano,France,3,0.976,0.195,21.0,475.0,0.185
2022,3857281,Josip Juranović,Croatia,4,0.749,0.187,8.0,364.0,0.185
2022,3857256,Andrija Živković,Serbia,3,0.635,0.159,15.0,308.0,0.185
2023,3922838,Chancel Mbemba Mangulu,Congo DR,4,0.766,0.192,6.0,372.0,0.185
2023,3920414,Eddie Marcos Melo Afonso,Angola,3,0.774,0.193,10.0,376.0,0.185
2022,3857292,Joel Nathaniel Campbell Samuels,Costa Rica,3,0.801,0.2,7.0,392.0,0.184
2023,3920405,Yassine Bounou,Morocco,4,0.745,0.186,7.0,364.0,0.184
2024,3942227,Yann Sommer,Switzerland,3,0.781,0.26,7.0,381.0,0.184
2024,3930173,Memphis Depay,Netherlands,2,0.479,0.16,4.0,234.0,0.184
2024,3938642,Petr Ševčík,Czech Republic,2,0.049,0.025,5.0,24.0,0.184
2024,3939987,Ethan Pinnock,Jamaica,2,0.56,0.187,13.0,273.0,0.184
2022,3857263,Joshua Kimmich,Germany,2,0.38,0.19,3.0,186.0,0.184
2022,3857270,Darwin Gabriel Núñez Ribeiro,Uruguay,5,0.723,0.145,7.0,355.0,0.183
2022,3857280,Marcos Aoás Corrêa,Brazil,3,0.274,0.091,12.0,135.0,0.183
2022,3857294,Daley Blind,Netherlands,5,1.352,0.193,28.0,665.0,0.183
2023,3920401,Julian Jeanvier,Guinea,5,1.282,0.183,11.0,630.0,0.183
2022,3857298,Salis Abdul Samed,Ghana,3,0.531,0.177,8.0,261.0,0.183
2024,3930165,Stefan Posch,Austria,1,0.198,0.198,2.0,97.0,0.183
2023,3922238,Alex Iwobi,Nigeria,1,0.197,0.197,2.0,97.0,0.183
2022,3869253,Raphael Dias Belloli,Brazil,5,1.269,0.181,28.0,623.0,0.183
2023,3920404,Yassine Meriah,Tunisia,2,0.388,0.194,8.0,192.0,0.182
2022,3857263,Marco Asensio Willemsen,Spain,3,0.388,0.129,5.0,192.0,0.182
2023,3920404,Wajdi Kechrida,Tunisia,2,0.388,0.194,6.0,192.0,0.182
2024,3942752,Ousmane Dembélé,France,3,0.474,0.158,6.0,234.0,0.182
2023,3920404,Montassar Omar Talbi,Tunisia,2,0.388,0.194,9.0,192.0,0.182
2022,3857271,Luke Shaw,England,8,1.552,0.194,31.0,768.0,0.182
2023,3920404,Ellyes Joris Skhiri,Tunisia,2,0.388,0.194,2.0,192.0,0.182
2022,3857261,Philip Foden,England,3,0.565,0.188,5.0,279.0,0.182
2024,3939983,Marcos Aoás Corrêa,Brazil,6,1.469,0.184,33.0,728.0,0.182
2023,3920407,Ronwen Williams,South Africa,1,0.186,0.186,2.0,92.0,0.182
2023,3922838,Ibrahim Sangaré,Côte d'Ivoire,2,0.13,0.065,6.0,64.0,0.182
2024,3930162,Christian Dannemann Eriksen,Denmark,2,0.551,0.184,9.0,273.0,0.181
2023,3920419,Nayef Aguerd,Morocco,8,1.875,0.187,29.0,930.0,0.181
2022,3857261,Kyle Walker,England,4,0.451,0.113,16.0,224.0,0.181
2024,3942852,Mathías Olivera Miramontes,Uruguay,3,0.272,0.091,5.0,135.0,0.181
2022,3857299,Lawrence Ati-Zigi,Ghana,1,0.201,0.201,1.0,100.0,0.181
2024,3938641,Piotr Zieliński,Poland,4,0.866,0.173,13.0,430.0,0.181
2023,3920416,Haythem Jouini,Tunisia,1,0.096,0.048,2.0,48.0,0.181
2024,3930160,Rodrigo Hernández Cascante,Spain,3,0.506,0.169,10.0,252.0,0.181
2023,3920415,Mohamed El Amine Amoura,Algeria,1,0.137,0.137,2.0,68.0,0.181
2023,3922238,Frank Onyeka,Nigeria,1,0.197,0.197,1.0,98.0,0.181
2023,3920401,Moriba Kourouma Kourouma,Guinea,3,0.507,0.169,11.0,252.0,0.181
2024,3938645,Taras Stepanenko,Ukraine,2,0.088,0.044,8.0,44.0,0.181
2022,3857284,Jonas Hofmann,Germany,2,0.12,0.06,5.0,60.0,0.181
2024,3942226,Waldemar Anton,Germany,3,0.205,0.068,9.0,102.0,0.181
2024,3930159,Ricardo Iván Rodríguez Araya,Switzerland,6,1.143,0.19,22.0,570.0,0.18
2022,3857270,Federico Santiago Valverde Dipetta,Uruguay,3,0.592,0.197,3.0,297.0,0.179
2022,3857273,Mehdi Torabi,Iran,2,0.159,0.04,14.0,80.0,0.179
2022,3857292,Manuel Neuer,Germany,6,1.155,0.192,8.0,582.0,0.179
2022,3857260,Abdulelah Al Amri,Saudi Arabia,3,0.568,0.189,4.0,285.0,0.179
2024,3930166,Ondřej Lingr,Czech Republic,2,0.254,0.064,6.0,128.0,0.179
2022,3857285,Daley Blind,Netherlands,3,0.771,0.193,6.0,388.0,0.179
2023,3920402,Anthony Louis Mandréa,Algeria,2,0.574,0.191,3.0,288.0,0.179
2024,3930164,Yannick Ferreira Carrasco,Belgium,6,1.155,0.165,29.0,581.0,0.179
2022,3857292,İlkay Gündoğan,Germany,9,0.933,0.104,31.0,468.0,0.179
2024,3939980,Alan Steve Minda García,Ecuador,1,0.052,0.052,2.0,26.0,0.179
2023,3920407,Gomolemo Grant Kekana,South Africa,2,0.367,0.183,5.0,184.0,0.179
2024,3939983,Vinícius José Paixão de Oliveira Júnior,Brazil,3,0.887,0.177,14.0,445.0,0.179
2023,3920388,Sadio Mané,Senegal,4,0.745,0.186,9.0,376.0,0.178
2022,3857280,Gabriel Fernando de Jesus,Brazil,1,0.124,0.124,1.0,63.0,0.178
2023,3920390,Ramiz Larbi Zerrouki,Algeria,1,0.045,0.045,2.0,23.0,0.178
2023,3920405,Arthur Masuaku,Congo DR,2,0.38,0.19,5.0,192.0,0.178
2024,3939978,Liam Millar,Canada,1,0.107,0.107,4.0,54.0,0.178
2024,3939970,Mauricio Aníbal Isla Isla,Chile,3,0.722,0.18,16.0,368.0,0.177
2024,3930174,Bernardo Mota Veiga de Carvalho e Silva,Portugal,6,1.107,0.184,12.0,564.0,0.177
2022,3857301,Assim Omer Al Haj Madibo,Qatar,4,0.714,0.178,12.0,364.0,0.177
2023,3920398,Stanley Bobo Nwabali,Nigeria,1,0.189,0.189,1.0,96.0,0.177
2024,3930169,Scott McKenna,Scotland,1,0.183,0.061,18.0,93.0,0.177
2024,3941017,László Bénes,Slovakia,1,0.073,0.073,2.0,37.0,0.177
2023,3920419,Azzedine Ounahi,Morocco,5,0.981,0.164,28.0,498.0,0.177
2022,3857257,Robert Skov,Denmark,4,0.237,0.047,12.0,120.0,0.177
2024,3939974,Chris Richards,United States,9,1.825,0.183,28.0,930.0,0.177
2024,3938640,Illia Zabarnyi,Ukraine,5,0.904,0.181,28.0,460.0,0.177
2022,3857270,Guillermo Varela Olivera,Uruguay,3,0.583,0.194,7.0,297.0,0.177
2022,3857292,Serge Gnabry,Germany,7,1.505,0.188,18.0,768.0,0.176
2022,3857289,Exequiel Alejandro Palacios,Argentina,1,0.051,0.051,3.0,26.0,0.176
2023,3920411,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,3,0.205,0.068,7.0,105.0,0.176
2023,3920389,José Kanté Martínez,Guinea,1,0.022,0.022,2.0,11.0,0.176
2024,3939991,Éderson José dos Santos Lourenço da Silva,Brazil,1,0.041,0.041,1.0,21.0,0.176
2022,3857291,Pablo Martín Páez Gavira,Spain,6,1.141,0.19,26.0,588.0,0.175
2022,3857273,Ali Karimi,Iran,1,0.062,0.031,4.0,32.0,0.175
2024,3939970,Claudio Andrés Bravo Muñoz,Chile,3,0.717,0.179,7.0,368.0,0.175
2024,3941019,Marcus Thuram,France,2,0.237,0.119,3.0,122.0,0.175
2023,3923881,Joe Aribo,Nigeria,1,0.016,0.016,1.0,8.0,0.175
2024,3930159,Silvan Widmer,Switzerland,6,0.772,0.129,10.0,396.0,0.175
2024,3943077,Ángel Fabián Di María Hernández,Argentina,2,0.448,0.224,3.0,230.0,0.175
2022,3857292,Jamal Musiala,Germany,9,2.106,0.191,37.0,1089.0,0.174
2022,3857264,Marcos Javier Acuña,Argentina,5,0.895,0.112,28.0,464.0,0.174
2022,3857294,Nathan Aké,Netherlands,5,1.287,0.184,25.0,665.0,0.174
2023,3920409,Stanley Bobo Nwabali,Nigeria,2,0.343,0.172,3.0,178.0,0.174
2022,3857292,Johan Alberto Venegas Ulloa,Costa Rica,1,0.141,0.141,2.0,73.0,0.174
2024,3939972,Yangel Clemente Herrera Ravelo,Venezuela,2,0.526,0.175,17.0,273.0,0.174
2024,3939975,Matías David Espinoza Acosta,Paraguay,1,0.185,0.185,1.0,96.0,0.173
2022,3857281,Mateo Kovačić,Croatia,5,0.779,0.156,11.0,405.0,0.173
2023,3922838,Cédric Bakambu,Congo DR,1,0.131,0.131,1.0,68.0,0.173
