season_name,match_id,team,player,total_pressures,counterpresses,pressure_regains,high_pressures,pressure_success_pct,minutes_played,pressures_per_90
2024,3939982,Uruguay,Mathías Olivera Miramontes,10,2.0,7.0,0,70.0,92,9.78
2022,3857297,Saudi Arabia,Salem Mohammed Al Dawsari,10,3.0,3.0,2,30.0,96,9.38
2023,3922240,Congo DR,Chancel Mbemba Mangulu,10,0.0,1.0,0,10.0,131,6.87
2024,3939976,Costa Rica,Juan Pablo Vargas Campos,10,1.0,1.0,0,10.0,92,9.78
2024,3939986,Argentina,Ángel Fabián Di María Hernández,10,1.0,3.0,4,30.0,76,11.84
2024,3942227,Switzerland,Ricardo Iván Rodríguez Araya,10,5.0,3.0,2,30.0,119,7.56
2024,3930158,Germany,İlkay Gündoğan,10,4.0,3.0,4,30.0,90,10.0
2024,3942415,Uruguay,Rodrigo Bentancur Colmán,10,0.0,0.0,0,0.0,56,16.07
2023,3920413,Gambia,Omar Colley,10,0.0,3.0,0,30.0,68,13.24
2024,3938639,Georgia,Solomon Kverkvelia,10,0.0,2.0,0,20.0,84,10.71
2022,3857281,Croatia,Borna Sosa,10,3.0,4.0,2,40.0,95,9.47
2024,3930159,Hungary,Willi Orban,10,0.0,5.0,0,50.0,95,9.47
2024,3939979,Mexico,Johan Felipe Vásquez Ibarra,10,2.0,5.0,0,50.0,94,9.57
2022,3857276,Morocco,Noussair Mazraoui,10,2.0,3.0,1,30.0,92,9.78
2024,3940878,Switzerland,Granit Xhaka,10,1.0,1.0,3,10.0,91,9.89
2022,3857271,Iran,Ahmad Nourollahi,10,2.0,1.0,3,10.0,72,12.5
2024,3942226,Germany,Emre Can,10,5.0,1.0,4,10.0,45,20.0
2023,3922244,Burkina Faso,Sacha Jordan Bansé,10,1.0,3.0,1,30.0,30,30.0
2022,3857296,Belgium,Timothy Castagne,10,4.0,0.0,1,0.0,92,9.78
2022,3857294,Qatar,Homam Alamin Ahmed,10,1.0,2.0,2,20.0,89,10.11
2024,3930180,Netherlands,Lutsharel Geertruida,10,5.0,4.0,2,40.0,96,9.38
2022,3869420,Brazil,Neymar da Silva Santos Junior,10,2.0,1.0,5,10.0,121,7.44
2022,3857293,Ghana,André Ayew Pelé,10,4.0,3.0,3,30.0,52,17.31
2024,3942785,Argentina,Nicolás Alejandro Tagliafico,10,2.0,2.0,1,20.0,63,14.29
2024,3939979,Venezuela,Yeferson Julio Soteldo Martínez,10,1.0,4.0,4,40.0,79,11.39
2023,3920415,Mauritania,Guessouma Fofana,10,0.0,3.0,0,30.0,30,30.0
2023,3922658,Cape Verde Islands,Erickson Patrick Correia Andrade,10,0.0,2.0,0,20.0,63,14.29
2023,3920399,Mozambique,Elias Gaspar Pelembe,10,5.0,2.0,5,20.0,48,18.75
2024,3930176,Germany,Antonio Rüdiger,10,2.0,4.0,2,40.0,90,10.0
2024,3940983,Denmark,Yussuf Yurary Poulsen,10,2.0,3.0,5,30.0,26,34.62
2022,3857276,Canada,Cyle Larin,10,7.0,6.0,6,60.0,58,15.52
2023,3922238,Nigeria,Temitayo Olufisayo Olaoluwa Aina,10,1.0,2.0,2,20.0,95,9.47
2022,3857290,Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,10,1.0,2.0,0,20.0,94,9.57
2023,3920407,Namibia,Lubeni Haukongo,10,3.0,5.0,0,50.0,94,9.57
2023,3920406,Zambia,Kennedy Musonda,10,0.0,2.0,4,20.0,21,42.86
2022,3857264,Poland,Robert Lewandowski,10,0.0,2.0,2,20.0,91,9.89
2023,3922237,Angola,Jonathan Buatu Mananga,10,3.0,3.0,0,30.0,94,9.57
2023,3920411,Egypt,Mohamed Abdel Monem,10,1.0,4.0,0,40.0,100,9.0
2024,3943076,Uruguay,Cristian Gonzalo Olivera Ibarra,10,1.0,1.0,4,10.0,32,28.13
2024,3938643,France,Bradley Barcola,10,1.0,3.0,3,30.0,59,15.25
2024,3939971,Jamaica,Shamar Nicholson,10,2.0,4.0,6,40.0,92,9.78
2022,3857287,South Korea,In-Beom Hwang,10,5.0,2.0,4,20.0,96,9.38
2024,3941022,Austria,Romano Schmid,10,2.0,2.0,4,20.0,43,20.93
2024,3930168,Germany,Joshua Kimmich,10,1.0,2.0,2,20.0,91,9.89
2023,3922838,Côte d'Ivoire,Max-Alain Gradel,10,2.0,2.0,4,20.0,89,10.11
2023,3920392,Burkina Faso,Adama Guira,10,0.0,2.0,0,20.0,89,10.11
2022,3869552,Morocco,Achraf Dari,10,2.0,3.0,1,30.0,95,9.47
2023,3920418,Tanzania,Bakari Nondo Mwamnyeto,10,2.0,4.0,0,40.0,91,9.89
2024,3941017,Slovakia,Lukáš Haraslín,10,0.0,4.0,1,40.0,56,16.07
2022,3857279,Australia,Jason Cummings,10,1.0,0.0,3,0.0,40,22.5
2022,3857285,Senegal,Cheikhou Kouyaté,10,1.0,4.0,0,40.0,70,12.86
2024,3930179,Albania,Nedim Bajrami,10,3.0,2.0,4,20.0,69,13.04
2022,3857293,Uruguay,Guillermo Varela Olivera,10,0.0,5.0,1,50.0,97,9.28
2023,3920419,Zambia,Patson Daka,10,1.0,1.0,4,10.0,90,10.0
2022,3857269,Switzerland,Djibril Sow,10,7.0,2.0,1,20.0,74,12.16
2024,3941022,Austria,Marcel Sabitzer,10,2.0,2.0,5,20.0,94,9.57
2022,3857260,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,10,2.0,1.0,2,10.0,86,10.47
2022,3857281,Croatia,Dejan Lovren,10,1.0,1.0,0,10.0,95,9.47
2022,3857259,Cameroon,Jean-Charles Castelletto,10,3.0,3.0,1,30.0,94,9.57
2024,3939976,Costa Rica,Alejandro Jesús Bran Flores,10,1.0,3.0,0,30.0,30,30.0
2024,3939987,Jamaica,Kaheim Dixon,10,2.0,2.0,6,20.0,45,20.0
2024,3939984,Costa Rica,Josimar Alcócer,10,2.0,3.0,5,30.0,25,36.0
2024,3939976,Costa Rica,Jeyland Yahir Mitchell Baltodano,10,2.0,9.0,1,90.0,91,9.89
2023,3920385,Mozambique,Gildo Lourenço Vilanculos,10,0.0,0.0,0,0.0,47,19.15
2023,3920404,Mali,Sekou Koita,10,3.0,1.0,5,10.0,68,13.24
2022,3869151,Argentina,Nahuel Molina Lucero,10,4.0,3.0,2,30.0,79,11.39
2022,3869321,Argentina,Lisandro Martínez,10,3.0,5.0,0,50.0,110,8.18
2022,3857300,Argentina,Ángel Fabián Di María Hernández,10,4.0,1.0,5,10.0,102,8.82
2022,3869420,Croatia,Borna Sosa,10,2.0,3.0,1,30.0,109,8.26
2022,3857259,Cameroon,Jean-Eric Maxim Choupo-Moting,10,3.0,3.0,4,30.0,92,9.78
2024,3943043,England,Luke Shaw,10,0.0,5.0,2,50.0,83,10.84
2024,3943076,Canada,Luc Rollet De Fougerolles,10,4.0,3.0,0,30.0,66,13.64
2023,3923881,Côte d'Ivoire,Seko Fofana,10,0.0,2.0,0,20.0,86,10.47
2022,3857299,Ghana,Tariq Lamptey,10,1.0,4.0,0,40.0,75,12.0
2024,3930160,Croatia,Luka Sučić,10,5.0,1.0,4,10.0,27,33.33
2023,3923880,Congo DR,Chancel Mbemba Mangulu,10,2.0,1.0,1,10.0,126,7.14
2022,3857262,South Korea,In-Beom Hwang,10,2.0,2.0,0,20.0,96,9.38
2023,3920390,Angola,Jacinto Muondo Dala,10,0.0,2.0,2,20.0,86,10.47
2024,3930174,Turkey,Ferdi Erenay Kadıoğlu,10,2.0,4.0,3,40.0,91,9.89
2024,3938639,Georgia,Khvicha Kvaratskhelia,10,1.0,1.0,3,10.0,96,9.38
2024,3939980,Jamaica,Gregory Leigh,10,1.0,5.0,0,50.0,93,9.68
2024,3942227,England,John Stones,10,3.0,0.0,0,0.0,120,7.5
2022,3857268,Belgium,Kevin De Bruyne,10,0.0,1.0,4,10.0,93,9.68
2024,3939988,Mexico,Johan Felipe Vásquez Ibarra,10,2.0,4.0,0,40.0,96,9.38
2022,3857272,England,Declan Rice,10,2.0,2.0,1,20.0,92,9.78
2023,3920417,Namibia,Peter Shalulile,10,2.0,0.0,7,0.0,89,10.11
2024,3930176,Germany,Maximilian Mittelstädt,10,1.0,3.0,2,30.0,60,15.0
2024,3938640,Ukraine,Georgiy Sudakov,10,1.0,2.0,4,20.0,89,10.11
2022,3869354,England,Harry Kane,10,3.0,1.0,3,10.0,89,10.11
2022,3857282,United States,Brenden Aaronson,10,6.0,7.0,3,70.0,34,26.47
2024,3940983,Germany,David Raum,10,3.0,2.0,3,20.0,80,11.25
2023,3920393,Namibia,Ngero Kaanjuka Katua,10,1.0,1.0,1,10.0,29,31.03
2023,3922243,Morocco,Romain Saïss,10,0.0,4.0,1,40.0,100,9.0
2022,3869219,Croatia,Joško Gvardiol,10,4.0,5.0,1,50.0,119,7.56
2023,3920401,Guinea,Mohamed Bayo,10,1.0,0.0,5,0.0,91,9.89
2024,3942416,Panama,Michael Amir Murillo Bermudez,10,2.0,1.0,5,10.0,90,10.0
2023,3920412,Guinea,Facinet Conte,10,0.0,3.0,3,30.0,73,12.33
2024,3930170,Slovenia,Andraž Šporar,10,1.0,1.0,4,10.0,92,9.78
2023,3920396,Ghana,Alexander Djiku,10,1.0,3.0,0,30.0,95,9.47
2022,3857260,Mexico,César Jasib Montes Castro,10,3.0,5.0,0,50.0,97,9.28
2023,3920407,Namibia,Absalom Iimbondi,10,4.0,5.0,2,50.0,46,19.57
2023,3920396,Ghana,Mohammed Kudus,10,3.0,2.0,0,20.0,89,10.11
2024,3939972,Ecuador,Alan Steven Franco Palma,10,4.0,2.0,0,20.0,77,11.69
2024,3930169,Switzerland,Ricardo Iván Rodríguez Araya,10,0.0,2.0,0,20.0,93,9.68
2024,3930163,Serbia,Sergej Milinković-Savić,10,3.0,1.0,5,10.0,93,9.68
2022,3869220,Spain,Álvaro Borja Morata Martín,10,2.0,3.0,7,30.0,54,16.67
2024,3940983,Denmark,Andreas Skov Olsen,10,1.0,2.0,3,20.0,68,13.24
2022,3857290,Cameroon,Jean-Charles Castelletto,10,2.0,5.0,0,50.0,90,10.0
2023,3920413,Cameroon,Karl Brillant Toko Ekambi,10,2.0,4.0,3,40.0,95,9.47
2022,3869685,France,Eduardo Camavinga,10,1.0,5.0,0,50.0,77,11.69
2024,3941021,Romania,Bogdan Racovițan,10,0.0,1.0,0,10.0,54,16.67
2024,3930176,Germany,Jonathan Tah,10,1.0,2.0,0,20.0,60,15.0
2024,3942852,Uruguay,Federico Santiago Valverde Dipetta,10,0.0,5.0,1,50.0,93,9.68
2022,3857271,Iran,Seyed Majid Hosseini,10,0.0,2.0,0,20.0,93,9.68
2024,3942229,Venezuela,José Salomón Rondón Giménez,10,0.0,4.0,6,40.0,119,7.56
2024,3943077,Argentina,Alexis Mac Allister,10,1.0,4.0,2,40.0,95,9.47
2024,3930180,Austria,Maximilian Wöber,9,2.0,1.0,0,11.11,94,8.62
2022,3869219,Croatia,Mario Pašalić,9,5.0,3.0,6,33.33,56,14.46
2022,3857264,Argentina,Cristian Gabriel Romero,9,0.0,3.0,0,33.33,95,8.53
2022,3869253,Brazil,Vinícius José Paixão de Oliveira Júnior,9,2.0,1.0,3,11.11,70,11.57
2024,3939986,Peru,Oliver Sonne,9,0.0,2.0,0,22.22,93,8.71
2024,3938642,Georgia,Lasha Dvali,9,2.0,3.0,2,33.33,94,8.62
2022,3857301,Qatar,Homam Alamin Ahmed,9,2.0,0.0,2,0.0,82,9.88
2022,3857254,Tunisia,Aïssa Bilal Laïdouni,9,2.0,5.0,0,55.56,87,9.31
2022,3857275,Tunisia,Montassar Omar Talbi,9,2.0,1.0,1,11.11,100,8.1
2024,3942382,Turkey,Kaan Ayhan,9,2.0,3.0,1,33.33,88,9.2
2024,3939979,Mexico,Julián Andrés Quiñones Quiñones,9,4.0,1.0,1,11.11,76,10.66
2024,3930161,Italy,Davide Frattesi,9,5.0,0.0,5,0.0,91,8.9
2022,3857268,Canada,Jonathan David,9,1.0,2.0,4,22.22,92,8.8
2023,3920395,Zambia,Roderick Kabwe,9,1.0,3.0,0,33.33,95,8.53
2024,3938645,Ukraine,Ruslan Malinovskiy,9,3.0,3.0,2,33.33,23,35.22
2023,3922321,Nigeria,Alex Iwobi,9,4.0,3.0,1,33.33,79,10.25
2024,3939978,Canada,Jacob Shaffelburg,9,3.0,2.0,3,22.22,51,15.88
2024,3942228,Argentina,Lautaro Javier Martínez,9,4.0,2.0,6,22.22,64,12.66
2024,3940878,Switzerland,Ricardo Iván Rodríguez Araya,9,1.0,5.0,5,55.56,90,9.0
2023,3920395,Congo DR,Gedeon Kalulu Kyatengwa,9,3.0,2.0,2,22.22,93,8.71
2023,3922838,Côte d'Ivoire,Wilfried Stephane Singo,9,3.0,3.0,3,33.33,94,8.62
2022,3869254,Switzerland,Ricardo Iván Rodríguez Araya,9,1.0,3.0,2,33.33,93,8.71
2024,3941017,England,Marc Guehi,9,2.0,2.0,1,22.22,119,6.81
2024,3930184,Czech Republic,Robin Hranáč,9,2.0,0.0,3,0.0,92,8.8
2022,3857298,Portugal,Danilo Luís Hélio Pereira,9,1.0,2.0,0,22.22,99,8.18
2024,3930167,Albania,Klaus Gjasula,9,3.0,1.0,0,11.11,23,35.22
2022,3857262,Portugal,Vitor Machado Ferreira,9,3.0,2.0,3,22.22,81,10.0
2024,3941017,England,Eberechi Eze,9,3.0,1.0,2,11.11,36,22.5
2024,3939989,Panama,José Ángel Córdoba Chambers,9,3.0,4.0,1,44.44,93,8.71
2024,3930174,Portugal,Rúben Santos Gato Alves Dias,9,1.0,3.0,0,33.33,91,8.9
2024,3942852,Colombia,James David Rodríguez Rubio,9,5.0,1.0,5,11.11,61,13.28
2022,3857289,Mexico,José Andrés Guardado Hernández,9,0.0,3.0,0,33.33,40,20.25
2024,3939987,Venezuela,Eduard Alexander Bello Gil,9,1.0,4.0,5,44.44,81,10.0
2022,3857300,Saudi Arabia,Nawaf Shaker Al Abid,9,0.0,0.0,1,0.0,42,19.29
2022,3857254,Denmark,Pierre-Emile Højbjerg,9,2.0,3.0,0,33.33,88,9.2
2022,3857272,England,Luke Shaw,9,4.0,1.0,3,11.11,92,8.8
2024,3942752,France,Adrien Rabiot,9,3.0,4.0,2,44.44,61,13.28
2024,3942415,Brazil,Raphael Dias Belloli,9,4.0,3.0,3,33.33,78,10.38
2023,3922244,Mali,Hamari Traoré,9,2.0,3.0,1,33.33,99,8.18
2023,3920399,Cape Verde Islands,Tiago Manuel Dias Correia,9,1.0,2.0,4,22.22,57,14.21
2024,3939977,Argentina,Nicolás Iván González,9,1.0,3.0,3,33.33,71,11.41
2022,3857269,Brazil,Richarlison de Andrade,9,1.0,1.0,7,11.11,71,11.41
2023,3922242,Côte d'Ivoire,Franck Yannick Kessié,9,3.0,1.0,0,11.11,57,14.21
2023,3922356,Congo DR,Charles Pickel,9,1.0,2.0,4,22.22,89,9.1
2024,3942227,Switzerland,Fabian Lukas Schär,9,2.0,2.0,1,22.22,121,6.69
2022,3857299,South Korea,Sang-Ho Na,9,2.0,3.0,5,33.33,54,15.0
2024,3930173,Netherlands,Virgil van Dijk,9,0.0,3.0,0,33.33,93,8.71
2024,3930178,Italy,Lorenzo Pellegrini,9,3.0,0.0,2,0.0,44,18.41
2022,3857260,Saudi Arabia,Firas Tariq Nasser Al Albirakan,9,2.0,3.0,4,33.33,95,8.53
2022,3857260,Mexico,Héctor Alfredo Moreno Herrera,9,1.0,2.0,0,22.22,96,8.44
2024,3939991,Brazil,Danilo Luiz da Silva,9,2.0,3.0,1,33.33,92,8.8
2024,3930182,Serbia,Lazar Samardžić,9,2.0,0.0,2,0.0,45,18.0
2022,3857254,Denmark,Andreas Skov Olsen,9,4.0,2.0,5,22.22,64,12.66
2022,3869118,Senegal,Kalidou Koulibaly,9,1.0,3.0,0,33.33,90,9.0
2022,3857258,Serbia,Aleksandar Mitrović,9,1.0,0.0,3,0.0,82,9.88
2022,3857284,Japan,Ko Itakura,9,0.0,2.0,0,22.22,92,8.8
2024,3939982,Bolivia,Héctor Manuel Cuellar Rosales,9,1.0,2.0,0,22.22,91,8.9
2022,3857275,Tunisia,Issam Jebali,9,4.0,0.0,3,0.0,39,20.77
2022,3869152,Poland,Nicola Zalewski,9,1.0,1.0,0,11.11,18,45.0
2024,3930180,Netherlands,Virgil van Dijk,9,2.0,0.0,0,0.0,94,8.62
2024,3942852,Colombia,Davinson Sánchez Mina,9,2.0,3.0,1,33.33,90,9.0
2023,3922838,Côte d'Ivoire,Simon Adingra,9,3.0,1.0,4,11.11,79,10.25
2024,3942349,France,Youssouf Fofana,9,0.0,0.0,0,0.0,31,26.13
2022,3857301,Senegal,Nampalys Mendy,9,3.0,2.0,2,22.22,75,10.8
2023,3923880,Congo DR,Dylan Batubinsika,9,0.0,0.0,0,0.0,93,8.71
2022,3869219,Croatia,Bruno Petković,9,3.0,4.0,4,44.44,61,13.28
2022,3869152,Poland,Robert Lewandowski,9,6.0,1.0,5,11.11,97,8.35
2022,3869684,Morocco,Abdelhamid Sabiri,9,0.0,2.0,0,22.22,45,18.0
2024,3939979,Venezuela,Jefferson David Savarino Quintero,9,2.0,5.0,4,55.56,45,18.0
2024,3942226,Germany,Thomas Müller,9,1.0,2.0,1,22.22,45,18.0
2023,3922242,Senegal,Iliman Ndiaye,9,3.0,0.0,1,0.0,24,33.75
2024,3939984,Colombia,Davinson Sánchez Mina,9,0.0,4.0,1,44.44,89,9.1
2022,3869552,Morocco,Azzedine Ounahi,9,3.0,3.0,3,33.33,95,8.53
2023,3920388,Gambia,Ebou Adams,9,3.0,3.0,0,33.33,45,18.0
2024,3939969,Argentina,Nahuel Molina Lucero,9,1.0,3.0,2,33.33,88,9.2
2024,3942228,Argentina,Enzo Fernandez,9,5.0,2.0,5,22.22,76,10.66
2024,3941021,Romania,Andrei Burcă Andonie,9,1.0,0.0,0,0.0,81,10.0
2024,3941017,Slovakia,David Strelec,9,0.0,0.0,4,0.0,60,13.5
2024,3938640,Ukraine,Oleksandr Tymchyk,9,2.0,2.0,1,22.22,89,9.1
2022,3869253,South Korea,Woo-Young Jung,9,0.0,0.0,0,0.0,49,16.53
2023,3922658,South Africa,Mihlali Samson Mayambela,9,0.0,1.0,8,11.11,35,23.14
2022,3857277,Morocco,Noussair Mazraoui,9,3.0,5.0,1,55.56,59,13.73
2022,3869321,Netherlands,Luuk de Jong,9,1.0,5.0,5,55.56,62,13.06
2022,3857297,Saudi Arabia,Ali Albulayhi,9,1.0,4.0,0,44.44,96,8.44
2022,3857279,France,Adrien Rabiot,9,1.0,3.0,3,33.33,96,8.44
2024,3940983,Germany,Toni Kroos,9,2.0,3.0,2,33.33,94,8.62
2022,3857296,Belgium,Toby Alderweireld,9,5.0,0.0,0,0.0,93,8.71
2022,3857296,Belgium,Kevin De Bruyne,9,4.0,2.0,4,22.22,90,9.0
2022,3857288,Tunisia,Montassar Omar Talbi,9,0.0,4.0,1,44.44,94,8.62
2024,3939981,Panama,Roderick Alonso Miller Molina,9,1.0,1.0,0,11.11,92,8.8
2022,3857258,Serbia,Ivan Ilić,9,2.0,2.0,1,22.22,38,21.32
2024,3941019,France,Aurélien Djani Tchouaméni,9,1.0,3.0,0,33.33,92,8.8
2022,3857254,Tunisia,Yassine Meriah,9,4.0,4.0,0,44.44,97,8.35
2024,3942785,Canada,Tanitoluwa Oluwaseyi,9,2.0,3.0,9,33.33,18,45.0
2024,3942785,Canada,Liam Millar,9,3.0,1.0,1,11.11,37,21.89
2022,3857282,Wales,Joe Rodon,9,1.0,5.0,0,55.56,97,8.35
2022,3857255,Japan,Maya Yoshida,9,2.0,2.0,0,22.22,92,8.8
2024,3938644,Georgia,Otar Kakabadze,9,4.0,3.0,2,33.33,87,9.31
2022,3857284,Germany,Joshua Kimmich,9,4.0,1.0,6,11.11,97,8.35
2024,3930166,Portugal,Rúben Santos Gato Alves Dias,9,1.0,3.0,4,33.33,92,8.8
2022,3857279,Australia,Nathaniel Atkinson,9,3.0,2.0,0,22.22,84,9.64
2023,3922356,Guinea,Ibrahim Diakité,9,3.0,4.0,3,44.44,90,9.0
2022,3857298,Ghana,Daniel Amartey,9,2.0,4.0,0,44.44,96,8.44
2022,3857283,Belgium,Michy Batshuayi Tunga,9,2.0,0.0,4,0.0,74,10.95
2024,3930176,Switzerland,Mohamed Zeki Amdouni,9,2.0,1.0,3,11.11,26,31.15
2022,3857254,Tunisia,Youssef Msakni,9,1.0,2.0,1,22.22,79,10.25
2023,3922837,Nigeria,Samuel Chimerenka Chukwueze,9,3.0,2.0,1,22.22,58,13.97
2022,3857272,United States,Weston McKennie,9,0.0,2.0,1,22.22,75,10.8
2023,3920417,Namibia,Ngero Kaanjuka Katua,9,1.0,1.0,0,11.11,89,9.1
2024,3938643,France,Adrien Rabiot,9,1.0,2.0,2,22.22,59,13.73
2024,3930168,Hungary,Ádám Nagy,9,2.0,2.0,0,22.22,61,13.28
2024,3939990,Uruguay,Mathías Olivera Miramontes,9,1.0,5.0,0,55.56,95,8.53
2024,3939974,United States,Folarin Balogun,9,1.0,0.0,5,0.0,64,12.66
2022,3857263,Spain,Nicholas Williams Arthuer,9,4.0,1.0,2,11.11,27,30.0
2022,3857271,England,Declan Rice,9,5.0,6.0,1,66.67,95,8.53
2023,3922321,Angola,Jonathan Buatu Mananga,9,1.0,4.0,1,44.44,96,8.44
2024,3930182,Denmark,Christian Dannemann Eriksen,9,3.0,1.0,4,11.11,87,9.31
2024,3930179,Albania,Rey Manaj,9,1.0,1.0,4,11.11,58,13.97
2023,3920394,Tanzania,Tarryn Allarakhia,9,0.0,2.0,1,22.22,37,21.89
2022,3857275,France,Jordan Veretout,9,0.0,4.0,2,44.44,59,13.73
2024,3941018,Georgia,Lasha Dvali,9,1.0,5.0,0,55.56,91,8.9
2023,3922237,Angola,Valdomiro Tualungo Paulo Lameiras,9,3.0,3.0,2,33.33,19,42.63
2023,3922239,Equatorial Guinea,Jannick Buyla Sam,9,1.0,2.0,0,22.22,83,9.76
2024,3930160,Spain,Daniel Carvajal Ramos,9,0.0,3.0,2,33.33,94,8.62
2024,3939981,Panama,Edgar Yoel Bárcenas Herrera,9,2.0,1.0,4,11.11,93,8.71
2024,3942785,Canada,Ismael Koné,9,1.0,3.0,2,33.33,92,8.8
2024,3942785,Canada,Richie Laryea,9,1.0,2.0,1,22.22,52,15.58
2023,3923881,Côte d'Ivoire,Serge Aurier,9,1.0,4.0,1,44.44,67,12.09
2024,3939984,Costa Rica,Brandon Aguilera Zamora,9,1.0,2.0,0,22.22,63,12.86
2022,3857287,Uruguay,José Martín Cáceres Silva,9,0.0,3.0,0,33.33,92,8.8
2024,3943077,Colombia,Jhon Andrés Córdoba Copete,9,1.0,0.0,6,0.0,86,9.42
2023,3920387,Cape Verde Islands,Ryan Isaac Mendes da Graça,9,1.0,3.0,3,33.33,67,12.09
2023,3920401,Guinea,Issiaga Sylla,9,0.0,3.0,0,33.33,96,8.44
2023,3922837,Nigeria,Moses Daddy-Ajala Simon,9,3.0,1.0,3,11.11,60,13.5
2022,3869354,England,Philip Foden,9,3.0,0.0,2,0.0,83,9.76
2023,3920392,Burkina Faso,Issa Kabore,9,2.0,3.0,3,33.33,98,8.27
2023,3922237,Namibia,Uetuuru Kambato,9,0.0,1.0,3,11.11,24,33.75
2024,3939979,Venezuela,José Salomón Rondón Giménez,9,3.0,1.0,7,11.11,81,10.0
2024,3938637,Netherlands,Jerdy Schouten,9,2.0,2.0,3,22.22,94,8.62
2022,3857272,England,Jude Bellingham,9,4.0,4.0,2,44.44,67,12.09
2022,3857299,Ghana,Thomas Teye Partey,9,3.0,5.0,0,55.56,99,8.18
2023,3920385,Mozambique,Edmilson Gabriel Dove,9,1.0,2.0,0,22.22,98,8.27
2024,3930179,Albania,Armando Broja,9,3.0,2.0,4,22.22,34,23.82
2024,3930179,Spain,Lamine Yamal Nasraoui Ebana,9,1.0,3.0,2,33.33,21,38.57
2024,3939980,Ecuador,John Yeboah Zamora,9,2.0,1.0,3,11.11,62,13.06
2022,3857287,South Korea,Ui-Jo Hwang,9,2.0,2.0,5,22.22,73,11.1
2023,3920415,Algeria,Houssem Aouar,9,2.0,5.0,3,55.56,47,17.23
2023,3920418,Tanzania,Lusajo Mwaikenda,9,2.0,2.0,1,22.22,91,8.9
2024,3939978,Peru,Édison Michael Flores Peralta,9,2.0,3.0,3,33.33,61,13.28
2024,3939982,Uruguay,Matías Nicolás Viña Susperreguy,9,2.0,6.0,5,66.67,81,10.0
2022,3857266,France,Aurélien Djani Tchouaméni,9,1.0,3.0,1,33.33,92,8.8
2024,3930163,England,Declan Rice,9,1.0,2.0,0,22.22,91,8.9
2024,3930175,Belgium,Jeremy Doku,9,5.0,3.0,4,33.33,71,11.41
2024,3939983,Paraguay,Julio César Enciso Espínola,9,2.0,3.0,5,33.33,72,11.25
2024,3939971,Jamaica,Joël Latibeaudiere,9,0.0,2.0,1,22.22,93,8.71
2024,3939977,Argentina,Lionel Andrés Messi Cuccittini,9,2.0,2.0,6,22.22,94,8.62
2022,3857293,Uruguay,Rodrigo Bentancur Colmán,9,4.0,3.0,5,33.33,30,27.0
2024,3939982,Bolivia,Marcelo Sebastián Suárez Justiniano,9,2.0,6.0,3,66.67,45,18.0
2024,3942785,Argentina,Exequiel Alejandro Palacios,9,2.0,1.0,2,11.11,13,62.31
2022,3857301,Qatar,Pedro Miguel Correia,9,3.0,4.0,1,44.44,82,9.88
2023,3920389,Cameroon,Jules Olivier Ntcham,9,1.0,1.0,2,11.11,92,8.8
2024,3938643,France,Eduardo Camavinga,9,6.0,1.0,3,11.11,31,26.13
2022,3857278,Iran,Ahmad Nourollahi,9,0.0,2.0,2,22.22,69,11.74
2024,3942819,Netherlands,Stefan de Vrij,9,0.0,5.0,0,55.56,95,8.53
2023,3920388,Gambia,Hamza Barry,9,0.0,3.0,0,33.33,29,27.93
2024,3942785,Canada,Derek Cornelius,9,1.0,2.0,0,22.22,91,8.9
2022,3869117,Netherlands,Teun Koopmeiners,9,4.0,4.0,3,44.44,46,17.61
2023,3920393,Tunisia,Mohamed Ali Ben Romdhane,9,2.0,3.0,1,33.33,48,16.88
2024,3942819,England,Philip Foden,9,3.0,1.0,5,11.11,78,10.38
2024,3942382,Turkey,Samet Akaydin,9,3.0,3.0,0,33.33,80,10.13
2024,3942852,Colombia,Jhon Adolfo Arias Andrade,9,2.0,1.0,5,11.11,45,18.0
2022,3857257,Denmark,Andreas Skov Olsen,9,0.0,1.0,1,11.11,67,12.09
2023,3922838,Congo DR,Yoane Wissa,9,2.0,4.0,4,44.44,68,11.91
2024,3942415,Brazil,Éder Gabriel Militão,9,1.0,5.0,0,55.56,120,6.75
2022,3857272,England,Raheem Sterling,9,4.0,1.0,3,11.11,66,12.27
2022,3869117,Netherlands,Cody Mathès Gakpo,9,2.0,1.0,2,11.11,92,8.8
2022,3869486,Portugal,Gonçalo Matias Ramos,9,3.0,2.0,6,22.22,68,11.91
2022,3857282,Wales,Harry Wilson,9,1.0,5.0,1,55.56,92,8.8
2024,3930172,Italy,Mateo Retegui,9,2.0,0.0,6,0.0,31,26.13
2022,3857257,Australia,Harry Souttar,9,2.0,5.0,0,55.56,92,8.8
2023,3920389,Cameroon,Darlin Zidane Yongwa Ngameni,9,4.0,5.0,4,55.56,95,8.53
2023,3920410,Ghana,André Ayew Pelé,9,2.0,2.0,4,22.22,50,16.2
2023,3920392,Mauritania,Yacoub Aly Abeid,9,1.0,4.0,0,44.44,97,8.35
2024,3930175,Belgium,Youri Tielemans,9,0.0,3.0,2,33.33,71,11.41
2024,3938638,Romania,Dennis Man,9,1.0,3.0,2,33.33,61,13.28
2023,3920400,Cameroon,Nicolas Moumi Ngamaleu,9,2.0,2.0,3,22.22,73,11.1
