season_name,match_id,team,player,total_pressures,counterpresses,pressure_regains,high_pressures,pressure_success_pct,minutes_played,pressures_per_90
2024,3938641,Poland,Jakub Piotr Kiwior,15,2.0,5.0,3,33.33,92,14.67
2022,3869552,France,Aurélien Djani Tchouaméni,15,3.0,4.0,1,26.67,93,14.52
2022,3857256,Serbia,Saša Lukić,15,2.0,6.0,2,40.0,99,13.64
2022,3857285,Senegal,Nampalys Mendy,15,3.0,4.0,0,26.67,98,13.78
2023,3920413,Gambia,Yusupha Bobb,15,1.0,2.0,1,13.33,68,19.85
2023,3920408,Equatorial Guinea,José Ndong Machín Dicombo,15,1.0,2.0,0,13.33,82,16.46
2023,3920411,Egypt,Mostafa Mohamed Ahmed Abdallah,15,3.0,2.0,10,13.33,98,13.78
2022,3857263,Germany,Leon Goretzka,15,2.0,4.0,5,26.67,94,14.36
2022,3869684,Morocco,Hakim Ziyech,15,4.0,6.0,3,40.0,94,14.36
2022,3869253,South Korea,Heung-Min Son,15,2.0,1.0,9,6.67,92,14.67
2022,3857283,Belgium,Timothy Castagne,15,7.0,2.0,2,13.33,91,14.84
2023,3922241,Cape Verde Islands,Ryan Isaac Mendes da Graça,15,3.0,6.0,5,40.0,99,13.64
2023,3920387,Cape Verde Islands,Kevin Lenini Gonçalves Pereira de Pina,15,1.0,5.0,0,33.33,97,13.92
2023,3920410,Mozambique,Alfons Amade,15,7.0,5.0,2,33.33,72,18.75
2024,3930177,Scotland,Che Adams,15,1.0,3.0,11,20.0,75,18.0
2022,3857254,Tunisia,Ali Abdi,15,3.0,9.0,2,60.0,95,14.21
2023,3920419,Zambia,Miguel Changa Chaiwa,15,2.0,3.0,2,20.0,93,14.52
2024,3941017,Slovakia,Róbert Boženík,15,4.0,3.0,8,20.0,58,23.28
2023,3920413,Gambia,Jacob Mendy,15,4.0,4.0,3,26.67,100,13.5
2022,3857273,Iran,Ehsan Hajsafi,15,1.0,2.0,2,13.33,72,18.75
2022,3857273,Iran,Ramin Rezaeian,15,4.0,8.0,1,53.33,100,13.5
2024,3940878,Italy,Gianluca Scamacca,15,3.0,0.0,10,0.0,88,15.34
2022,3857288,Tunisia,Naïm Sliti,15,10.0,3.0,7,20.0,95,14.21
2022,3857255,Spain,Pedro González López,15,8.0,5.0,6,33.33,96,14.06
2024,3938637,Netherlands,Xavi Simons,15,2.0,4.0,6,26.67,61,22.13
2022,3857278,United States,Brenden Aaronson,15,1.0,3.0,4,20.0,54,25.0
2022,3857273,Wales,Kieffer Roberto Francisco Moore,15,2.0,3.0,12,20.0,99,13.64
2023,3920413,Gambia,Alasana Manneh,15,4.0,2.0,1,13.33,99,13.64
2023,3922243,South Africa,Sphephelo S''Miso Sithole,15,1.0,4.0,0,26.67,86,15.7
2024,3942752,France,N'Golo Kanté,15,6.0,4.0,4,26.67,61,22.13
2023,3922240,Congo DR,Charles Pickel,15,2.0,3.0,1,20.0,78,17.31
2023,3922659,Côte d'Ivoire,Oumar Diakité,15,7.0,6.0,6,40.0,50,27.0
2022,3869486,Morocco,Youssef En-Nesyri,15,2.0,4.0,2,26.67,63,21.43
2023,3920393,Tunisia,Anis Ben Slimane,15,2.0,3.0,3,20.0,82,16.46
2024,3939979,Mexico,Jorge Eduardo Sánchez Ramos,15,2.0,4.0,5,26.67,92,14.67
2024,3930178,Croatia,Luka Sučić,15,6.0,1.0,8,6.67,69,19.57
2023,3920405,Morocco,Sofyan Amrabat,15,4.0,5.0,1,33.33,98,13.78
2024,3930168,Germany,Toni Kroos,15,3.0,3.0,6,20.0,92,14.67
2023,3922239,Guinea,Mory Konaté,15,2.0,4.0,0,26.67,78,17.31
2023,3922240,Congo DR,Meschak Elia,15,2.0,6.0,5,40.0,106,12.74
2023,3922240,Egypt,Mohamed Hany Gamal Eldemerdash,15,1.0,6.0,3,40.0,127,10.63
2023,3920393,Tunisia,Haythem Jouini,14,1.0,3.0,7,21.43,81,15.56
2024,3942226,Spain,Daniel Olmo Carvajal,14,5.0,0.0,7,0.0,110,11.45
2022,3857286,Ecuador,Enner Remberto Valencia Lastra,14,2.0,1.0,5,7.14,75,16.8
2023,3920403,Mauritania,Aboubakary Koita,14,4.0,4.0,5,28.57,94,13.4
2022,3869552,Morocco,Sofyan Amrabat,14,3.0,3.0,1,21.43,95,13.26
2024,3938641,Poland,Krzysztof Piątek,14,1.0,1.0,4,7.14,59,21.36
2023,3920412,Guinea,Amadou Diawara,14,4.0,4.0,1,28.57,93,13.55
2023,3920400,Cameroon,Enzo Gianni Tchato Mbiayi,14,1.0,2.0,3,14.29,90,14.0
2022,3857296,Croatia,Joško Gvardiol,14,4.0,4.0,1,28.57,90,14.0
2022,3857271,Iran,Ali Karimi,14,1.0,4.0,4,28.57,57,22.11
2024,3930158,Scotland,Scott McTominay,14,2.0,3.0,0,21.43,90,14.0
2022,3869151,Argentina,Enzo Fernandez,14,3.0,4.0,1,28.57,94,13.4
2024,3939973,Uruguay,Maximiliano Javier Araújo Vilches,14,0.0,0.0,1,0.0,93,13.55
2024,3930184,Czech Republic,Tomáš Holeš,14,5.0,3.0,0,21.43,91,13.85
2022,3857290,Switzerland,Djibril Sow,14,3.0,3.0,8,21.43,70,18.0
2022,3857288,Australia,Jackson Irvine,14,3.0,3.0,2,21.43,95,13.26
2023,3920411,Egypt,Emam Ashour Metwally Abdelghany,14,1.0,3.0,4,21.43,100,12.6
2022,3857293,Uruguay,Facundo Pellistri Rebollo,14,2.0,2.0,2,14.29,65,19.38
2024,3939974,Bolivia,Miguel Ángel Terceros,14,4.0,2.0,5,14.29,47,26.81
2024,3939984,Colombia,Daniel Muñoz Mejía,14,2.0,9.0,2,64.29,89,14.16
2023,3920411,Cape Verde Islands,Bryan Silva Teixera,14,3.0,4.0,5,28.57,35,36.0
2024,3939982,Bolivia,Gabriel Alejandro Villamíl Cortéz,14,3.0,5.0,3,35.71,86,14.65
2024,3939973,Uruguay,Manuel Ugarte Ribeiro,14,1.0,5.0,1,35.71,92,13.7
2024,3930162,Slovenia,Andraž Šporar,14,1.0,1.0,4,7.14,93,13.55
2024,3930168,Hungary,András Schäfer,14,4.0,2.0,5,14.29,92,13.7
2024,3941018,Spain,Fabián Ruiz Peña,14,4.0,3.0,6,21.43,79,15.95
2024,3930176,Switzerland,Breel-Donald Embolo,14,2.0,1.0,9,7.14,65,19.38
2024,3930178,Italy,Jorge Luiz Frello Filho,14,4.0,5.0,5,35.71,79,15.95
2022,3857279,France,Olivier Giroud,14,0.0,3.0,9,21.43,88,14.32
2024,3942819,England,Jude Bellingham,14,4.0,0.0,8,0.0,93,13.55
2024,3939976,Brazil,Rodrygo Silva de Goes,14,3.0,2.0,11,14.29,92,13.7
2023,3920406,Tanzania,Denis Kibu,14,5.0,4.0,3,28.57,69,18.26
2024,3942785,Canada,Alistair Johnston,14,5.0,3.0,4,21.43,92,13.7
2024,3930168,Hungary,Dominik Szoboszlai,14,3.0,1.0,3,7.14,92,13.7
2022,3857281,Canada,Jonathan Osorio,14,6.0,2.0,2,14.29,49,25.71
2024,3939980,Ecuador,Moisés Isaac Caicedo Corozo,14,3.0,3.0,3,21.43,86,14.65
2024,3930159,Switzerland,Michel Aebischer,14,5.0,3.0,1,21.43,95,13.26
2024,3939979,Mexico,Carlos Uriel Antuna Romero,14,2.0,3.0,8,21.43,72,17.5
2023,3922658,Cape Verde Islands,João Paulo Moreira Fernandes,14,1.0,4.0,0,28.57,120,10.5
2023,3922659,Côte d'Ivoire,Jean Michaël Seri,14,1.0,6.0,1,42.86,85,14.82
2023,3922243,Morocco,Abdessamad Ezzalzouli,14,3.0,2.0,6,14.29,65,19.38
2024,3940878,Italy,Matteo Darmian,14,1.0,2.0,2,14.29,71,17.75
2022,3857297,Saudi Arabia,Saud Abdullah Abdul Hamid,14,2.0,4.0,4,28.57,97,12.99
2022,3857278,Iran,Seyed Majid Hosseini,14,1.0,2.0,0,14.29,99,12.73
2022,3869685,France,Aurélien Djani Tchouaméni,14,4.0,5.0,3,35.71,123,10.24
2022,3857275,Tunisia,Aïssa Bilal Laïdouni,14,0.0,5.0,2,35.71,96,13.13
2024,3939975,Colombia,Jhon Adolfo Arias Andrade,14,4.0,8.0,5,57.14,91,13.85
2022,3857292,Germany,Mario Götze,14,5.0,5.0,6,35.71,32,39.38
2022,3857282,United States,Christian Pulisic,14,6.0,1.0,9,7.14,98,12.86
2024,3939976,Costa Rica,Francisco Javier Calvo Quesada,14,2.0,1.0,0,7.14,88,14.32
2023,3920411,Cape Verde Islands,Dylan Tavares dos Santos,14,1.0,5.0,1,35.71,98,12.86
2023,3922239,Guinea,Morgan Guilavogui,14,3.0,0.0,1,0.0,59,21.36
2022,3857296,Belgium,Axel Witsel,14,0.0,2.0,0,14.29,92,13.7
2024,3939987,Jamaica,Damion Lowe,14,4.0,7.0,0,50.0,91,13.85
2022,3857274,Ecuador,Angelo Smit Preciado Quiñónez,14,4.0,4.0,5,28.57,95,13.26
2022,3857274,Ecuador,Enner Remberto Valencia Lastra,14,5.0,3.0,9,21.43,89,14.16
2024,3930160,Croatia,Mateo Kovačić,14,3.0,0.0,2,0.0,63,20.0
2022,3857299,Ghana,Salis Abdul Samed,14,0.0,1.0,0,7.14,100,12.6
2024,3939971,Jamaica,Dexter Lembikisa,14,1.0,4.0,1,28.57,92,13.7
2022,3857263,Germany,Jamal Musiala,14,1.0,0.0,10,0.0,93,13.55
2024,3939971,Mexico,Jorge Eduardo Sánchez Ramos,14,4.0,1.0,4,7.14,92,13.7
2024,3939972,Venezuela,Yangel Clemente Herrera Ravelo,14,8.0,4.0,1,28.57,91,13.85
2024,3930172,Spain,Nicholas Williams Arthuer,14,2.0,3.0,7,21.43,76,16.58
2022,3869219,Japan,Junya Ito,14,1.0,2.0,3,14.29,120,10.5
2022,3857299,South Korea,In-Beom Hwang,14,2.0,4.0,6,28.57,97,12.99
2024,3930178,Croatia,Andrej Kramarić,14,2.0,3.0,6,21.43,89,14.16
2022,3857290,Switzerland,Silvan Widmer,14,3.0,4.0,3,28.57,94,13.4
2022,3857280,Cameroon,André-Frank Zambo Anguissa,14,3.0,3.0,4,21.43,95,13.26
2024,3930162,Denmark,Rasmus Winther Højlund,14,4.0,1.0,12,7.14,80,15.75
2022,3857284,Japan,Kaoru Mitoma,14,0.0,2.0,1,14.29,38,33.16
2023,3920418,Congo DR,Meschak Elia,14,2.0,0.0,6,0.0,38,33.16
2022,3857276,Canada,Sam Adekugbe,14,2.0,1.0,6,7.14,60,21.0
2024,3942349,Portugal,Cristiano Ronaldo dos Santos Aveiro,14,2.0,1.0,8,7.14,120,10.5
2022,3857274,Ecuador,Michael Steveen Estrada Martínez,14,2.0,1.0,4,7.14,73,17.26
2024,3939984,Costa Rica,Jeyland Yahir Mitchell Baltodano,14,4.0,6.0,1,42.86,89,14.16
2023,3922321,Angola,Manuel Luís da Silva Cafumana,14,4.0,5.0,1,35.71,95,13.26
2024,3942416,Panama,José Fajardo Nelson,14,3.0,4.0,7,28.57,84,15.0
2022,3857290,Cameroon,Georges-Kévin Nkoudou Mbida,14,3.0,3.0,6,21.43,21,60.0
2024,3938642,Czech Republic,Adam Hložek,14,5.0,3.0,6,21.43,53,23.77
2023,3920396,Egypt,Mohamed Naser Elsayed Elneny,14,5.0,2.0,3,14.29,67,18.81
2023,3922838,Côte d'Ivoire,Ghislain Konan,14,4.0,4.0,2,28.57,92,13.7
2022,3857278,Iran,Ramin Rezaeian,14,0.0,4.0,0,28.57,99,12.73
2022,3857259,Cameroon,Ngoran Suiru Fai Collins,14,6.0,4.0,5,28.57,95,13.26
2024,3938642,Czech Republic,Ladislav Krejčí,14,2.0,6.0,1,42.86,94,13.4
2023,3920401,Guinea,Ibrahim Diakité,14,5.0,4.0,6,28.57,85,14.82
2023,3922838,Congo DR,Arthur Masuaku,14,2.0,5.0,1,35.71,94,13.4
2024,3941019,Belgium,Kevin De Bruyne,14,3.0,2.0,5,14.29,92,13.7
2024,3939973,Panama,Edgardo Isaac Fariña Wynter,14,3.0,4.0,1,28.57,92,13.7
2024,3939973,Panama,José Luis Rodríguez Francis,14,3.0,6.0,7,42.86,83,15.18
2023,3920401,Gambia,Ablie Jallow,14,1.0,2.0,3,14.29,96,13.13
2024,3939970,Peru,Andy Jorman Polo Andrade,14,4.0,4.0,7,28.57,80,15.75
2023,3920400,Cameroon,Christopher Wooh,14,3.0,3.0,1,21.43,96,13.13
2024,3941019,France,Antoine Griezmann,14,2.0,7.0,5,50.0,92,13.7
2023,3920392,Burkina Faso,Stephane Aziz Ki,14,5.0,5.0,6,35.71,85,14.82
2023,3920416,Tunisia,Wajdi Kechrida,14,3.0,4.0,2,28.57,93,13.55
2024,3939992,Costa Rica,Warren Steven Madrigal Molina,14,3.0,1.0,4,7.14,77,16.36
2022,3869151,Argentina,Alexis Mac Allister,14,3.0,4.0,8,28.57,78,16.15
2024,3930172,Italy,Gianluca Scamacca,14,0.0,1.0,3,7.14,60,21.0
2022,3857271,England,Bukayo Saka,14,8.0,4.0,10,28.57,69,18.26
2024,3939991,Brazil,Vinícius José Paixão de Oliveira Júnior,14,1.0,1.0,4,7.14,91,13.85
2024,3930169,Scotland,Andrew Robertson,14,3.0,5.0,2,35.71,92,13.7
2024,3930159,Switzerland,Leonidas Stergiou,14,0.0,5.0,1,35.71,28,45.0
2022,3857297,Poland,Bartosz Bereszyński,14,1.0,2.0,3,14.29,90,14.0
2022,3857258,Serbia,Sergej Milinković-Savić,14,2.0,3.0,0,21.43,91,13.85
2022,3857299,South Korea,Woo-Yeong Jeong,14,0.0,3.0,5,21.43,47,26.81
2022,3857284,Germany,Kai Havertz,14,2.0,3.0,12,21.43,78,16.15
2023,3920408,Equatorial Guinea,Federico Bikoro Akieme Nchama,14,1.0,4.0,0,28.57,89,14.16
2022,3857277,Morocco,Sofyan Amrabat,14,2.0,5.0,2,35.71,94,13.4
2022,3857268,Canada,Richie Laryea,14,2.0,3.0,3,21.43,73,17.26
2022,3869117,Netherlands,Denzel Dumfries,14,1.0,3.0,1,21.43,93,13.55
2024,3930183,Romania,Andrei Florin Ratiu,14,3.0,4.0,2,28.57,92,13.7
2022,3869220,Spain,Pablo Martín Páez Gavira,14,9.0,1.0,6,7.14,62,20.32
2023,3920417,Namibia,Riaan Hanamub,14,0.0,3.0,0,21.43,93,13.55
2022,3857291,Costa Rica,Anthony Daniel Contreras Enríquez,14,0.0,1.0,2,7.14,58,21.72
2022,3857298,Ghana,Alidu Seidu,14,2.0,0.0,0,0.0,62,20.32
2023,3920407,Namibia,Riaan Hanamub,14,0.0,5.0,0,35.71,91,13.85
2023,3920400,Cameroon,Georges-Kévin Nkoudou Mbida,14,3.0,5.0,4,35.71,96,13.13
2023,3922243,South Africa,Khuliso Johnson Mudau,14,0.0,4.0,0,28.57,97,12.99
2022,3857265,Mexico,Edson Omar Álvarez Velázquez,14,2.0,4.0,1,28.57,96,13.13
2024,3939972,Ecuador,Angelo Smit Preciado Quiñónez,14,3.0,3.0,2,21.43,93,13.55
2022,3857268,Canada,Stephen Antunes Eustáquio,14,2.0,4.0,6,28.57,80,15.75
2023,3920413,Gambia,Muhammed Sanneh,14,2.0,6.0,1,42.86,93,13.55
2023,3920384,Guinea-Bissau,Opa Sangante,14,2.0,3.0,0,21.43,93,13.55
2022,3857266,France,Theo Bernard François Hernández,14,0.0,3.0,0,21.43,96,13.13
2022,3857295,Costa Rica,Yeltsin Ignacio Tejeda Valverde,14,5.0,4.0,1,28.57,92,13.7
2023,3922659,Côte d'Ivoire,Simon Adingra,14,0.0,3.0,4,21.43,37,34.05
2022,3857260,Mexico,Luis Gerardo Chávez Magallón,14,1.0,4.0,0,28.57,97,12.99
2022,3857272,United States,Timothy Weah,14,1.0,3.0,2,21.43,81,15.56
2024,3930175,Romania,Andrei Florin Ratiu,14,0.0,5.0,0,35.71,88,14.32
2024,3939975,Paraguay,Víctor Gustavo Velázquez Ramos,14,3.0,9.0,0,64.29,93,13.55
2022,3857273,Wales,Neco Williams,14,5.0,4.0,5,28.57,100,12.6
2024,3930164,Belgium,Timothy Castagne,14,1.0,4.0,2,28.57,97,12.99
2022,3869220,Spain,Marco Asensio Willemsen,14,4.0,2.0,12,14.29,61,20.66
2023,3920396,Ghana,Denis Odoi,14,5.0,1.0,0,7.14,95,13.26
2022,3857293,Uruguay,Federico Santiago Valverde Dipetta,14,3.0,4.0,4,28.57,98,12.86
2022,3869420,Croatia,Joško Gvardiol,14,3.0,4.0,0,28.57,121,10.41
2024,3942226,Spain,Ferrán Torres García,14,4.0,4.0,4,28.57,57,22.11
2023,3922240,Egypt,Ahmed Sayed,14,3.0,4.0,5,28.57,89,14.16
2022,3869152,France,Ousmane Dembélé,14,1.0,1.0,3,7.14,75,16.8
2022,3857287,Uruguay,Federico Santiago Valverde Dipetta,14,2.0,2.0,1,14.29,94,13.4
2022,3857292,Costa Rica,Joel Nathaniel Campbell Samuels,14,3.0,2.0,2,14.29,98,12.86
2022,3857258,Brazil,Raphael Dias Belloli,14,1.0,3.0,8,21.43,85,14.82
2024,3930178,Croatia,Josip Šutalo,14,0.0,5.0,0,35.71,97,12.99
2022,3869220,Morocco,Achraf Hakimi Mouh,14,1.0,7.0,2,50.0,124,10.16
2023,3922241,Mauritania,Khadim Diaw,14,3.0,6.0,0,42.86,99,12.73
2024,3939970,Peru,Miguel Gianpierre Araujo Blanco,14,6.0,6.0,0,42.86,84,15.0
2024,3930162,Denmark,Pierre-Emile Højbjerg,14,3.0,5.0,5,35.71,83,15.18
2023,3922237,Angola,Eddie Marcos Melo Afonso,14,1.0,3.0,1,21.43,94,13.4
2022,3869254,Portugal,Raphaël Adelino José Guerreiro,14,1.0,4.0,1,28.57,91,13.85
2024,3938637,Poland,Przemysław Frankowski,14,2.0,1.0,2,7.14,91,13.85
2023,3920394,Morocco,Achraf Hakimi Mouh,14,4.0,5.0,7,35.71,96,13.13
2023,3922240,Congo DR,Arthur Masuaku,14,2.0,6.0,1,42.86,120,10.5
2023,3922243,Morocco,Selim Amallah,14,3.0,2.0,4,14.29,58,21.72
2022,3857299,Ghana,Iñaki Williams Arthuer,14,4.0,4.0,5,28.57,99,12.73
2022,3857276,Canada,Alphonso Davies,14,6.0,1.0,6,7.14,92,13.7
2024,3930166,Czech Republic,Tomáš Souček,14,2.0,2.0,2,14.29,93,13.55
2024,3939972,Venezuela,José Salomón Rondón Giménez,14,1.0,2.0,10,14.29,83,15.18
2022,3857275,France,Youssouf Fofana,14,3.0,5.0,3,35.71,66,19.09
2022,3857293,Ghana,Mohammed Kudus,14,6.0,4.0,6,28.57,97,12.99
2022,3857297,Poland,Krystian Bielik,14,4.0,4.0,2,28.57,94,13.4
2023,3922239,Guinea,Amadou Diawara,14,4.0,4.0,0,28.57,95,13.26
2023,3922658,Cape Verde Islands,Kevin Lenini Gonçalves Pereira de Pina,14,1.0,3.0,1,21.43,64,19.69
2022,3857256,Serbia,Strahinja Pavlović,14,5.0,4.0,3,28.57,99,12.73
2024,3939990,United States,Giovanni Reyna,14,2.0,3.0,6,21.43,89,14.16
2024,3941017,England,Declan Rice,14,4.0,4.0,1,28.57,118,10.68
2022,3857262,South Korea,Woo-Young Jung,14,2.0,3.0,1,21.43,96,13.13
2022,3869220,Spain,Ferrán Torres García,14,7.0,1.0,9,7.14,74,17.03
2022,3857289,Mexico,Ernesto Alexis Vega Rojas,14,0.0,1.0,4,7.14,63,20.0
2023,3920404,Tunisia,Ali Abdi,14,2.0,3.0,4,21.43,97,12.99
2024,3939982,Bolivia,Yomar Rene Rocha Rodriguez,14,3.0,2.0,0,14.29,71,17.75
2022,3857263,Germany,David Raum,14,3.0,4.0,2,28.57,85,14.82
2024,3930175,Romania,Răzvan Gabriel Marin,14,0.0,5.0,2,35.71,93,13.55
2024,3939976,Brazil,Raphael Dias Belloli,14,8.0,4.0,14,28.57,69,18.26
2022,3857293,Ghana,Abdul Rahman Baba,14,2.0,6.0,5,42.86,97,12.99
2022,3857267,Ecuador,Pervis Josué Estupiñán Tenorio,14,0.0,5.0,0,35.71,95,13.26
2024,3943076,Canada,Mathieu Choiniere,14,5.0,4.0,3,28.57,125,10.08
2024,3939988,Ecuador,Jeremy Leonel Sarmiento Morante,14,3.0,7.0,0,50.0,73,17.26
2024,3930159,Hungary,Attila Fiola,14,0.0,4.0,2,28.57,92,13.7
2023,3920387,Cape Verde Islands,Jovane Eduardo Borges Cabral,14,2.0,3.0,3,21.43,83,15.18
2022,3857291,Spain,Pablo Martín Páez Gavira,14,3.0,4.0,5,28.57,98,12.86
2023,3922658,South Africa,Thapelo James Morena,14,5.0,2.0,5,14.29,61,20.66
2024,3940878,Italy,Nicolò Fagioli,14,2.0,2.0,4,14.29,82,15.37
2023,3920386,Nigeria,Victor James Osimhen,14,3.0,1.0,11,7.14,96,13.13
2024,3930158,Germany,Florian Wirtz,14,2.0,2.0,9,14.29,62,20.32
2023,3920403,Angola,Jacinto Muondo Dala,14,1.0,4.0,6,28.57,84,15.0
2023,3922321,Nigeria,Zaidu Sanusi,14,3.0,0.0,4,0.0,95,13.26
2022,3857254,Tunisia,Mohamed Dräger,14,4.0,2.0,4,14.29,87,14.48
2022,3857295,Costa Rica,Anthony Daniel Contreras Enríquez,14,9.0,4.0,3,28.57,64,19.69
2024,3942852,Colombia,Johan Andrés Mojica Palacio,14,1.0,6.0,0,42.86,96,13.13
2024,3930160,Croatia,Marin Pongracic,14,4.0,5.0,0,35.71,92,13.7
2023,3920410,Mozambique,Geny Cipriano Catamo,14,4.0,4.0,3,28.57,95,13.26
2024,3930158,Germany,Robert Andrich,14,4.0,3.0,3,21.43,48,26.25
2022,3857288,Tunisia,Ellyes Joris Skhiri,14,2.0,2.0,1,14.29,95,13.26
2023,3922658,South Africa,Percy Tau,14,2.0,3.0,2,21.43,84,15.0
2024,3930175,Romania,Dennis Man,14,3.0,2.0,4,14.29,91,13.85
2022,3857276,Canada,Jonathan Osorio,14,7.0,1.0,3,7.14,64,19.69
2024,3939974,Bolivia,Bruno Miranda Villagomez,14,4.0,1.0,7,7.14,66,19.09
2023,3920409,Nigeria,Moses Daddy-Ajala Simon,14,2.0,4.0,4,28.57,95,13.26
2023,3920396,Egypt,Mostafa Mohamed Ahmed Abdallah,14,2.0,4.0,3,28.57,95,13.26
2024,3930159,Switzerland,Granit Xhaka,14,4.0,5.0,2,35.71,96,13.13
2024,3941021,Romania,Andrei Florin Ratiu,14,5.0,1.0,1,7.14,89,14.16
2023,3920416,South Africa,Thapelo James Morena,14,3.0,3.0,5,21.43,65,19.38
2024,3942852,Colombia,Jhon Andrés Córdoba Copete,13,5.0,2.0,8,15.38,75,15.6
2024,3942416,Colombia,Jhon Adolfo Arias Andrade,13,3.0,4.0,2,30.77,65,18.0
2022,3857293,Ghana,Salis Abdul Samed,13,4.0,1.0,1,7.69,71,16.48
2023,3920397,Equatorial Guinea,Pablo Ganet Cómitre,13,5.0,2.0,3,15.38,72,16.25
2024,3930162,Slovenia,Vanja Drkušić,13,1.0,5.0,1,38.46,85,13.76
2024,3930158,Scotland,Callum McGregor,13,1.0,1.0,0,7.69,66,17.73
2024,3930168,Hungary,Attila Fiola,13,3.0,1.0,2,7.69,86,13.6
2022,3857262,Portugal,Ricardo Jorge Luz Horta,13,3.0,2.0,7,15.38,96,12.19
2024,3939973,Uruguay,Darwin Gabriel Núñez Ribeiro,13,1.0,1.0,9,7.69,91,12.86
2022,3857298,Portugal,Bruno Miguel Borges Fernandes,13,4.0,4.0,8,30.77,95,12.32
2022,3857260,Saudi Arabia,Saleh Khalid Al Shehri,13,2.0,3.0,4,23.08,60,19.5
2023,3920405,Morocco,Youssef En-Nesyri,13,4.0,2.0,3,15.38,79,14.81
2023,3920387,Cape Verde Islands,Jamiro Gregory Monteiro Alvarenga,13,2.0,4.0,7,30.77,83,14.1
2022,3857255,Japan,Ko Itakura,13,0.0,2.0,0,15.38,94,12.45
2023,3920409,Guinea-Bissau,Franculino Gluda Djú,13,3.0,1.0,6,7.69,49,23.88
2024,3939984,Costa Rica,Francisco Javier Calvo Quesada,13,2.0,4.0,0,30.77,91,12.86
2022,3857282,United States,Weston McKennie,13,4.0,2.0,6,15.38,65,18.0
2023,3920414,Burkina Faso,Abdoul Razack Guiebre,13,6.0,7.0,4,53.85,76,15.39
2023,3920407,Namibia,Petrus Shitembi,13,4.0,4.0,0,30.77,49,23.88
2024,3939984,Costa Rica,Juan Pablo Vargas Campos,13,2.0,6.0,0,46.15,89,13.15
2022,3857289,Mexico,Érick Gabriel Gutiérrez Galaviz,13,2.0,3.0,0,23.08,53,22.08
2024,3942226,Spain,Lamine Yamal Nasraoui Ebana,13,3.0,3.0,7,23.08,62,18.87
2024,3930165,Austria,Maximilian Wöber,13,2.0,4.0,1,30.77,58,20.17
2024,3930183,Romania,Nicolae Claudiu Stanciu,13,5.0,4.0,3,30.77,90,13.0
2024,3941018,Spain,Álvaro Borja Morata Martín,13,5.0,3.0,11,23.08,66,17.73
2024,3930172,Spain,Alejandro Baena Rodríguez,13,3.0,0.0,6,0.0,23,50.87
2022,3869486,Morocco,Sofyan Amrabat,13,4.0,3.0,0,23.08,94,12.45
2024,3941018,Spain,Rodrigo Hernández Cascante,13,2.0,4.0,5,30.77,92,12.72
2022,3857271,England,Kieran Trippier,13,2.0,7.0,3,53.85,97,12.06
2024,3941021,Romania,Răzvan Gabriel Marin,13,2.0,4.0,1,30.77,92,12.72
2022,3857271,Iran,Morteza Pouraliganji,13,3.0,2.0,1,15.38,99,11.82
2024,3941022,Turkey,Orkun Kökçü,13,6.0,2.0,3,15.38,82,14.27
2022,3857263,Germany,Niklas Süle,13,0.0,7.0,2,53.85,92,12.72
2022,3857272,England,Kieran Trippier,13,5.0,5.0,2,38.46,89,13.15
2022,3857286,Qatar,Hassan Khalid Al Heidos,13,5.0,2.0,1,15.38,71,16.48
2024,3930159,Hungary,Ádám Nagy,13,0.0,4.0,1,30.77,66,17.73
2024,3930172,Italy,Federico Dimarco,13,5.0,4.0,4,30.77,92,12.72
2023,3920394,Morocco,Abdessamad Ezzalzouli,13,5.0,1.0,9,7.69,69,16.96
2022,3857267,Senegal,Pape Gueye,13,3.0,4.0,0,30.77,91,12.86
2022,3869151,Australia,Ajdin Hrustic,13,2.0,1.0,2,7.69,38,30.79
2022,3857295,Costa Rica,Jewison Bennette,13,2.0,2.0,1,15.38,30,39.0
2023,3920401,Gambia,Jacob Mendy,13,0.0,4.0,1,30.77,95,12.32
2023,3920388,Senegal,Moussa Niakhate,13,2.0,3.0,0,23.08,80,14.63
2022,3857271,England,Jude Bellingham,13,1.0,3.0,1,23.08,96,12.19
2022,3857300,Argentina,Leandro Daniel Paredes,13,3.0,5.0,1,38.46,58,20.17
2024,3940878,Italy,Alessandro Bastoni,13,2.0,5.0,2,38.46,91,12.86
2022,3857267,Ecuador,Angelo Smit Preciado Quiñónez,13,2.0,6.0,1,46.15,84,13.93
2022,3857283,Morocco,Noussair Mazraoui,13,1.0,3.0,2,23.08,78,15.0
2024,3939969,Canada,Derek Cornelius,13,3.0,6.0,0,46.15,93,12.58
2022,3857264,Argentina,Ángel Fabián Di María Hernández,13,3.0,3.0,7,23.08,57,20.53
2022,3857281,Canada,Tajon Buchanan,13,2.0,3.0,4,23.08,93,12.58
2024,3939988,Ecuador,Enner Remberto Valencia Lastra,13,3.0,3.0,2,23.08,96,12.19
2024,3939978,Peru,Piero Aldair Quispe Córdova,13,1.0,3.0,3,23.08,61,19.18
2022,3869684,Morocco,Sofyan Amrabat,13,3.0,3.0,0,23.08,91,12.86
2023,3920417,Mali,Nene Dorgeles,13,10.0,1.0,3,7.69,93,12.58
2024,3930159,Switzerland,Silvan Widmer,13,3.0,5.0,5,38.46,66,17.73
