season_name,match_id,team,passes,total_passes,possession_pct
2022,3857254,Denmark,646,1063.0,60.77
2022,3857254,Tunisia,417,1063.0,39.23
2022,3857255,Spain,1093,1346.0,81.2
2022,3857255,Japan,253,1346.0,18.8
2022,3857256,Serbia,521,966.0,53.93
2022,3857256,Switzerland,445,966.0,46.07
2022,3857257,Denmark,715,1065.0,67.14
2022,3857257,Australia,350,1065.0,32.86
2022,3857258,Brazil,618,1064.0,58.08
2022,3857258,Serbia,446,1064.0,41.92
2022,3857259,Serbia,536,931.0,57.57
2022,3857259,Cameroon,395,931.0,42.43
2022,3857260,Mexico,488,810.0,60.25
2022,3857260,Saudi Arabia,322,810.0,39.75
2022,3857261,England,630,981.0,64.22
2022,3857261,Wales,351,981.0,35.78
2022,3857262,Portugal,619,1007.0,61.47
2022,3857262,South Korea,388,1007.0,38.53
2022,3857263,Spain,663,1034.0,64.12
2022,3857263,Germany,371,1034.0,35.88
2022,3857264,Argentina,909,1246.0,72.95
2022,3857264,Poland,337,1246.0,27.05
2022,3857265,Mexico,544,906.0,60.04
2022,3857265,Poland,362,906.0,39.96
2022,3857266,Denmark,567,1107.0,51.22
2022,3857266,France,540,1107.0,48.78
2022,3857267,Ecuador,465,776.0,59.92
2022,3857267,Senegal,311,776.0,40.08
2022,3857268,Belgium,534,1014.0,52.66
2022,3857268,Canada,480,1014.0,47.34
2022,3857269,Brazil,597,1110.0,53.78
2022,3857269,Switzerland,513,1110.0,46.22
2022,3857270,Portugal,626,1064.0,58.83
2022,3857270,Uruguay,438,1064.0,41.17
2022,3857271,England,846,1093.0,77.4
2022,3857271,Iran,247,1093.0,22.6
2022,3857272,England,582,1038.0,56.07
2022,3857272,United States,456,1038.0,43.93
2022,3857273,Wales,559,922.0,60.63
2022,3857273,Iran,363,922.0,39.37
2022,3857274,Netherlands,552,1015.0,54.38
2022,3857274,Ecuador,463,1015.0,45.62
2022,3857275,France,661,1022.0,64.68
2022,3857275,Tunisia,361,1022.0,35.32
2022,3857276,Canada,562,955.0,58.85
2022,3857276,Morocco,393,955.0,41.15
2022,3857277,Croatia,686,1070.0,64.11
2022,3857277,Morocco,384,1070.0,35.89
2022,3857278,United States,517,1032.0,50.1
2022,3857278,Iran,515,1032.0,49.9
2022,3857279,France,763,1238.0,61.63
2022,3857279,Australia,475,1238.0,38.37
2022,3857280,Brazil,593,926.0,64.04
2022,3857280,Cameroon,333,926.0,35.96
2022,3857281,Canada,529,1036.0,51.06
2022,3857281,Croatia,507,1036.0,48.94
2022,3857282,United States,610,1053.0,57.93
2022,3857282,Wales,443,1053.0,42.07
2022,3857283,Belgium,703,1050.0,66.95
2022,3857283,Morocco,347,1050.0,33.05
2022,3857284,Germany,826,1120.0,73.75
2022,3857284,Japan,294,1120.0,26.25
2022,3857285,Netherlands,491,921.0,53.31
2022,3857285,Senegal,430,921.0,46.69
2022,3857286,Ecuador,519,987.0,52.58
2022,3857286,Qatar,468,987.0,47.42
2022,3857287,Uruguay,570,1033.0,55.18
2022,3857287,South Korea,463,1033.0,44.82
2022,3857288,Tunisia,548,952.0,57.56
2022,3857288,Australia,404,952.0,42.44
2022,3857289,Argentina,567,970.0,58.45
2022,3857289,Mexico,403,970.0,41.55
2022,3857290,Switzerland,549,1082.0,50.74
2022,3857290,Cameroon,533,1082.0,49.26
2022,3857291,Spain,1090,1340.0,81.34
2022,3857291,Costa Rica,250,1340.0,18.66
2022,3857292,Germany,766,1140.0,67.19
2022,3857292,Costa Rica,374,1140.0,32.81
2022,3857293,Ghana,493,962.0,51.25
2022,3857293,Uruguay,469,962.0,48.75
2022,3857294,Netherlands,832,1318.0,63.13
2022,3857294,Qatar,486,1318.0,36.87
2022,3857295,Japan,619,1089.0,56.84
2022,3857295,Costa Rica,470,1089.0,43.16
2022,3857296,Belgium,630,1239.0,50.85
2022,3857296,Croatia,609,1239.0,49.15
2022,3857297,Saudi Arabia,582,919.0,63.33
2022,3857297,Poland,337,919.0,36.67
2022,3857298,Portugal,665,1080.0,61.57
2022,3857298,Ghana,415,1080.0,38.43
2022,3857299,South Korea,605,945.0,64.02
2022,3857299,Ghana,340,945.0,35.98
2022,3857300,Argentina,646,932.0,69.31
2022,3857300,Saudi Arabia,286,932.0,30.69
2022,3857301,Senegal,547,999.0,54.75
2022,3857301,Qatar,452,999.0,45.25
2022,3869117,United States,618,1057.0,58.47
2022,3869117,Netherlands,439,1057.0,41.53
2022,3869118,England,626,1034.0,60.54
2022,3869118,Senegal,408,1034.0,39.46
2022,3869151,Argentina,728,1206.0,60.36
2022,3869151,Australia,478,1206.0,39.64
2022,3869152,France,593,1081.0,54.86
2022,3869152,Poland,488,1081.0,45.14
2022,3869219,Croatia,796,1378.0,57.76
2022,3869219,Japan,582,1378.0,42.24
2022,3869220,Spain,1068,1433.0,74.53
2022,3869220,Morocco,365,1433.0,25.47
2022,3869253,Brazil,641,1196.0,53.6
2022,3869253,South Korea,555,1196.0,46.4
2022,3869254,Switzerland,528,1016.0,51.97
2022,3869254,Portugal,488,1016.0,48.03
2022,3869321,Netherlands,691,1331.0,51.92
2022,3869321,Argentina,640,1331.0,48.08
2022,3869354,England,554,966.0,57.35
2022,3869354,France,412,966.0,42.65
2022,3869420,Brazil,747,1484.0,50.34
2022,3869420,Croatia,737,1484.0,49.66
2022,3869486,Portugal,731,980.0,74.59
2022,3869486,Morocco,249,980.0,25.41
2022,3869519,Croatia,648,1080.0,60.0
2022,3869519,Argentina,432,1080.0,40.0
2022,3869552,Morocco,615,1002.0,61.38
2022,3869552,France,387,1002.0,38.62
2022,3869684,Croatia,528,1040.0,50.77
2022,3869684,Morocco,512,1040.0,49.23
2022,3869685,Argentina,693,1263.0,54.87
2022,3869685,France,570,1263.0,45.13
2023,3920384,Côte d'Ivoire,598,992.0,60.28
2023,3920384,Guinea-Bissau,394,992.0,39.72
2023,3920385,Egypt,589,962.0,61.23
2023,3920385,Mozambique,373,962.0,38.77
2023,3920386,Nigeria,380,745.0,51.01
2023,3920386,Equatorial Guinea,365,745.0,48.99
2023,3920387,Cape Verde Islands,417,803.0,51.93
2023,3920387,Ghana,386,803.0,48.07
2023,3920388,Senegal,594,885.0,67.12
2023,3920388,Gambia,291,885.0,32.88
2023,3920389,Cameroon,510,741.0,68.83
2023,3920389,Guinea,231,741.0,31.17
2023,3920390,Algeria,589,885.0,66.55
2023,3920390,Angola,296,885.0,33.45
2023,3920391,South Africa,531,969.0,54.8
2023,3920391,Mali,438,969.0,45.2
2023,3920392,Burkina Faso,457,726.0,62.95
2023,3920392,Mauritania,269,726.0,37.05
2023,3920393,Tunisia,490,815.0,60.12
2023,3920393,Namibia,325,815.0,39.88
2023,3920394,Morocco,520,990.0,52.53
2023,3920394,Tanzania,470,990.0,47.47
2023,3920395,Congo DR,499,908.0,54.96
2023,3920395,Zambia,409,908.0,45.04
2023,3920396,Egypt,479,834.0,57.43
2023,3920396,Ghana,355,834.0,42.57
2023,3920397,Equatorial Guinea,405,792.0,51.14
2023,3920397,Guinea-Bissau,387,792.0,48.86
2023,3920398,Côte d'Ivoire,460,728.0,63.19
2023,3920398,Nigeria,268,728.0,36.81
2023,3920399,Mozambique,471,929.0,50.7
2023,3920399,Cape Verde Islands,458,929.0,49.3
2023,3920400,Cameroon,424,802.0,52.87
2023,3920400,Senegal,378,802.0,47.13
2023,3920401,Guinea,488,878.0,55.58
2023,3920401,Gambia,390,878.0,44.42
2023,3920402,Algeria,458,724.0,63.26
2023,3920402,Burkina Faso,266,724.0,36.74
2023,3920403,Mauritania,415,759.0,54.68
2023,3920403,Angola,344,759.0,45.32
2023,3920404,Mali,518,858.0,60.37
2023,3920404,Tunisia,340,858.0,39.63
2023,3920405,Morocco,416,759.0,54.81
2023,3920405,Congo DR,343,759.0,45.19
2023,3920406,Tanzania,550,1017.0,54.08
2023,3920406,Zambia,467,1017.0,45.92
2023,3920407,South Africa,403,785.0,51.34
2023,3920407,Namibia,382,785.0,48.66
2023,3920408,Côte d'Ivoire,464,673.0,68.95
2023,3920408,Equatorial Guinea,209,673.0,31.05
2023,3920409,Nigeria,455,906.0,50.22
2023,3920409,Guinea-Bissau,451,906.0,49.78
2023,3920410,Mozambique,413,682.0,60.56
2023,3920410,Ghana,269,682.0,39.44
2023,3920411,Egypt,483,909.0,53.14
2023,3920411,Cape Verde Islands,426,909.0,46.86
2023,3920412,Guinea,425,837.0,50.78
2023,3920412,Senegal,412,837.0,49.22
2023,3920413,Cameroon,384,701.0,54.78
2023,3920413,Gambia,317,701.0,45.22
2023,3920414,Burkina Faso,465,870.0,53.45
2023,3920414,Angola,405,870.0,46.55
2023,3920415,Algeria,618,821.0,75.27
2023,3920415,Mauritania,203,821.0,24.73
2023,3920416,Tunisia,511,929.0,55.01
2023,3920416,South Africa,418,929.0,44.99
2023,3920417,Mali,485,748.0,64.84
2023,3920417,Namibia,263,748.0,35.16
2023,3920418,Tanzania,516,1012.0,50.99
2023,3920418,Congo DR,496,1012.0,49.01
2023,3920419,Morocco,520,901.0,57.71
2023,3920419,Zambia,381,901.0,42.29
2023,3922237,Namibia,387,770.0,50.26
2023,3922237,Angola,383,770.0,49.74
2023,3922238,Cameroon,426,740.0,57.57
2023,3922238,Nigeria,314,740.0,42.43
2023,3922239,Equatorial Guinea,398,777.0,51.22
2023,3922239,Guinea,379,777.0,48.78
2023,3922240,Egypt,583,1036.0,56.27
2023,3922240,Congo DR,453,1036.0,43.73
2023,3922241,Cape Verde Islands,523,758.0,69.0
2023,3922241,Mauritania,235,758.0,31.0
2023,3922242,Côte d'Ivoire,645,1120.0,57.59
2023,3922242,Senegal,475,1120.0,42.41
2023,3922243,Morocco,489,896.0,54.58
2023,3922243,South Africa,407,896.0,45.42
2023,3922244,Mali,466,815.0,57.18
2023,3922244,Burkina Faso,349,815.0,42.82
2023,3922321,Angola,438,811.0,54.01
2023,3922321,Nigeria,373,811.0,45.99
2023,3922356,Guinea,462,749.0,61.68
2023,3922356,Congo DR,287,749.0,38.32
2023,3922658,Cape Verde Islands,540,1076.0,50.19
2023,3922658,South Africa,536,1076.0,49.81
2023,3922659,Mali,679,1106.0,61.39
2023,3922659,Côte d'Ivoire,427,1106.0,38.61
2023,3922837,South Africa,658,1084.0,60.7
2023,3922837,Nigeria,426,1084.0,39.3
2023,3922838,Côte d'Ivoire,410,733.0,55.93
2023,3922838,Congo DR,323,733.0,44.07
2023,3923880,South Africa,524,935.0,56.04
2023,3923880,Congo DR,411,935.0,43.96
2023,3923881,Côte d'Ivoire,464,736.0,63.04
2023,3923881,Nigeria,272,736.0,36.96
2024,3930158,Germany,724,999.0,72.47
2024,3930158,Scotland,275,999.0,27.53
2024,3930159,Switzerland,492,976.0,50.41
2024,3930159,Hungary,484,976.0,49.59
2024,3930160,Croatia,558,1048.0,53.24
2024,3930160,Spain,490,1048.0,46.76
2024,3930161,Italy,855,1261.0,67.8
2024,3930161,Albania,406,1261.0,32.2
2024,3930162,Denmark,700,1043.0,67.11
2024,3930162,Slovenia,343,1043.0,32.89
2024,3930163,England,618,1166.0,53.0
2024,3930163,Serbia,548,1166.0,47.0
2024,3930164,Belgium,601,1000.0,60.1
2024,3930164,Slovakia,399,1000.0,39.9
2024,3930165,Austria,529,1028.0,51.46
2024,3930165,France,499,1028.0,48.54
2024,3930166,Portugal,753,1027.0,73.32
2024,3930166,Czech Republic,274,1027.0,26.68
2024,3930167,Croatia,683,1023.0,66.76
