season_name,match_id,team,counter_attacks,avg_distance_gained,avg_time_elapsed,avg_speed_units_per_sec
2022,3857254,Tunisia,26,13.05,4.43,3.73
2022,3857254,Denmark,30,15.35,4.86,3.35
2022,3857255,Japan,13,17.94,4.55,3.76
2022,3857255,Spain,23,10.85,5.27,2.17
2022,3857256,Switzerland,28,16.29,4.37,4.47
2022,3857256,Serbia,29,15.8,5.07,3.41
2022,3857257,Australia,23,18.5,4.76,3.73
2022,3857257,Denmark,28,16.76,5.14,3.3
2022,3857258,Brazil,31,14.72,5.08,3.21
2022,3857258,Serbia,24,14.06,5.08,3.18
2022,3857259,Cameroon,31,19.45,4.84,4.31
2022,3857259,Serbia,30,17.54,5.21,3.48
2022,3857260,Saudi Arabia,38,18.34,4.79,3.97
2022,3857260,Mexico,28,15.69,4.95,3.6
2022,3857261,England,20,18.12,4.64,4.68
2022,3857261,Wales,15,11.36,4.47,4.1
2022,3857262,South Korea,24,13.51,4.37,3.63
2022,3857262,Portugal,27,14.34,4.92,3.15
2022,3857263,Germany,22,16.07,4.14,4.01
2022,3857263,Spain,22,13.98,4.48,3.21
2022,3857264,Poland,15,13.86,3.5,3.57
2022,3857264,Argentina,28,15.72,5.19,3.0
2022,3857265,Poland,24,16.02,4.48,5.06
2022,3857265,Mexico,24,14.85,5.43,2.87
2022,3857266,Denmark,24,10.06,3.95,3.52
2022,3857266,France,25,15.87,5.26,2.88
2022,3857267,Ecuador,20,16.94,4.38,3.81
2022,3857267,Senegal,30,13.85,4.42,3.11
2022,3857268,Canada,30,15.12,4.4,3.51
2022,3857268,Belgium,26,15.5,4.82,3.38
2022,3857269,Brazil,33,14.39,4.64,3.81
2022,3857269,Switzerland,21,11.39,4.47,3.03
2022,3857270,Uruguay,23,17.73,5.27,3.42
2022,3857270,Portugal,25,13.51,4.71,2.96
2022,3857271,Iran,19,19.9,4.72,4.54
2022,3857271,England,24,15.02,5.27,3.2
2022,3857272,United States,20,20.73,5.09,4.05
2022,3857272,England,18,19.55,4.83,3.84
2022,3857273,Iran,38,16.7,4.41,3.73
2022,3857273,Wales,29,15.21,4.95,3.19
2022,3857274,Ecuador,29,14.02,4.57,3.85
2022,3857274,Netherlands,18,11.05,4.14,3.21
2022,3857275,Tunisia,29,17.31,4.59,3.71
2022,3857275,France,37,14.31,5.3,2.82
2022,3857276,Canada,33,13.19,4.61,2.86
2022,3857276,Morocco,21,10.2,4.33,2.73
2022,3857277,Morocco,34,12.74,4.14,3.04
2022,3857277,Croatia,27,11.75,4.6,2.9
2022,3857278,Iran,25,14.72,4.71,3.18
2022,3857278,United States,30,16.23,4.54,3.18
2022,3857279,Australia,24,15.3,4.54,3.38
2022,3857279,France,22,12.03,5.03,2.69
2022,3857280,Brazil,34,16.32,5.07,3.59
2022,3857280,Cameroon,18,13.89,4.46,3.24
2022,3857281,Croatia,29,18.99,5.19,4.07
2022,3857281,Canada,32,15.8,4.9,3.06
2022,3857282,United States,30,21.01,4.86,4.25
2022,3857282,Wales,26,18.17,4.7,3.74
2022,3857283,Morocco,19,12.28,4.67,3.86
2022,3857283,Belgium,22,12.56,5.15,2.73
2022,3857284,Japan,19,18.21,4.02,5.86
2022,3857284,Germany,33,17.56,4.6,3.7
2022,3857285,Netherlands,19,17.03,4.65,3.67
2022,3857285,Senegal,25,14.62,5.3,2.78
2022,3857286,Qatar,18,10.56,5.0,4.56
2022,3857286,Ecuador,19,12.19,4.93,2.52
2022,3857287,Uruguay,26,15.4,4.88,3.38
2022,3857287,South Korea,24,12.55,5.15,2.6
2022,3857288,Australia,24,19.76,4.51,4.52
2022,3857288,Tunisia,45,13.53,4.91,3.38
2022,3857289,Mexico,21,11.68,3.91,3.05
2022,3857289,Argentina,19,12.38,5.21,2.31
2022,3857290,Switzerland,26,14.82,4.47,3.16
2022,3857290,Cameroon,32,13.88,4.85,2.96
2022,3857291,Spain,25,15.05,4.78,4.06
2022,3857291,Costa Rica,20,13.25,3.94,3.67
2022,3857292,Costa Rica,31,15.8,4.61,3.82
2022,3857292,Germany,32,17.73,5.42,3.52
2022,3857293,Uruguay,23,18.49,4.58,4.21
2022,3857293,Ghana,36,12.64,4.95,2.62
2022,3857294,Qatar,24,15.11,4.83,3.4
2022,3857294,Netherlands,21,12.14,4.68,3.02
2022,3857295,Japan,30,14.88,4.83,3.35
2022,3857295,Costa Rica,24,13.27,4.99,2.72
2022,3857296,Belgium,25,15.17,4.59,4.01
2022,3857296,Croatia,38,14.94,4.75,3.39
2022,3857297,Poland,22,15.05,4.19,3.85
2022,3857297,Saudi Arabia,29,12.21,4.69,3.16
2022,3857298,Ghana,32,13.67,4.36,3.08
2022,3857298,Portugal,21,13.55,5.15,2.78
2022,3857299,Ghana,16,15.39,4.61,3.44
2022,3857299,South Korea,29,11.5,4.95,2.6
2022,3857300,Saudi Arabia,30,12.88,4.39,3.26
2022,3857300,Argentina,28,11.64,4.6,2.65
2022,3857301,Senegal,26,14.92,4.43,3.55
2022,3857301,Qatar,25,16.18,4.82,3.29
2022,3869117,United States,41,14.3,4.66,4.3
2022,3869117,Netherlands,16,17.47,4.47,4.0
2022,3869118,England,28,14.6,4.79,3.42
2022,3869118,Senegal,21,12.15,4.56,3.16
2022,3869151,Australia,20,13.92,4.26,3.53
2022,3869151,Argentina,21,10.29,4.76,2.14
2022,3869152,Poland,29,13.72,4.86,3.17
2022,3869152,France,25,12.29,5.08,2.74
2022,3869219,Croatia,37,12.89,4.83,3.6
2022,3869219,Japan,37,11.47,4.3,3.03
