player,finishing_quality,xg_volume,progressive_passes,progressive_carries,xg_chain,team_involvement,xg_buildup,network_centrality,defensive_actions,high_turnovers,pressure_volume,pressure_success,recency_factor,league_mult,finishing_quality_percentile,xg_volume_percentile,progressive_passes_percentile,progressive_carries_percentile,xg_chain_percentile,team_involvement_percentile,xg_buildup_percentile,network_centrality_percentile,defensive_actions_percentile,high_turnovers_percentile,pressure_volume_percentile,pressure_success_percentile,latest_club,position,Mobility_Intensity,Progression,Control,Final_Third_Output,overall_quality,latest_club_right,position_right
Romelu Lukaku Menama,-0.481937568140449,1.9839753326511764,0.5717286591629419,1.9008121655287418,0.19099862326241138,71.73284010804157,0.11461666666666667,5.247150170874721,,,,,1.0,1.15,4.731617647058823,73.88602941176471,1.9642857142857142,50.285714285714285,68.93333333333334,96.80000000000001,50.06463878326996,11.647058823529411,,,,,Napoli,Right Center Forward,0.0,23.670624999999998,63.02029411764706,66.5413920263923,45.29480584450986,Napoli,Right Center Forward
Nordi Mukiele Mulere,-0.14821408211629608,1.053,1.7810000000000006,1.508,1.7486,42.997,1.7396000000000003,11.883733333333334,25.480000000000004,2.3400000000000003,19.16,33.983,0.85,1.3,16.378676470588236,45.13235294117647,47.92857142857142,36.92857142857143,98.26666666666667,67.10000000000001,99.0,50.59191176470588,82.11627906976744,74.05813953488372,78.09561752988047,87.16733067729083,Paris Saint-Germain,Right Wing Back,72.35619388724172,46.278571428571425,42.00546139705882,48.78957996323529,45.125010443444374,Paris Saint-Germain,Right Wing Back
Alex Iwobi,0.03778862598299164,0.378,5.880000000000001,1.785,0.12525,31.2975,0.15575000000000003,20.508,21.0,1.05,11.0595,15.0405,0.85,1.05,38.216911764705884,17.470588235294116,91.92857142857142,47.535714285714285,42.9,47.66666666666667,68.13307984790875,84.07720588235294,59.284883720930225,25.325581395348838,37.864541832669325,11.832669322709163,Fulham,Left Defensive Midfield,38.679370743769105,63.95223214285714,66.82328125,24.078879752851712,44.32519514884319,Fulham,Left Defensive Midfield
Naorem Mahesh Singh,0.254340761480119,1.7299999999999998,2.32,1.9400000000000002,0.121625,35.049375,0.0866923076923077,12.844999999999999,28.42857142857143,3.7142857142857144,28.018823529411762,32.6064705882353,0.7,1.0,61.875,66.60661764705881,58.732142857142854,51.07142857142857,40.7,54.266666666666666,38.01901140684411,56.05147058823529,90.17441860465115,95.54651162790697,95.45019920318725,84.800796812749,East Bengal,Left Wing,94.33045260817195,46.066428571428574,41.83781249999999,62.16467953198388,44.31229410158002,East Bengal,Left Wing
Imran Khan,-0.27800812429786315,0.79,2.97,2.75,0.1429375,47.348125,0.145,16.671875,25.75,2.7499999999999996,13.881250000000001,25.60625,0.7,1.0,10.555147058823529,35.669117647058826,71.5,66.0,50.60000000000001,73.33333333333334,64.36882129277566,74.61397058823529,83.26744186046511,84.03488372093022,53.24701195219123,65.0796812749004,NorthEast United,Right Wing,80.24659501528768,56.54,55.81640625,57.14765635484231,44.26534908178619,NorthEast United,Right Wing
Alberto Noguera Ripoll,0.6190835233655789,2.06,5.22,4.02,0.11052631578947368,62.82263157894737,0.10221052631578947,23.576842105263157,22.176470588235293,2.4705882352941178,17.487368421052633,31.311052631578946,0.7,1.0,82.25735294117646,74.79595588235294,89.57142857142856,81.71428571428571,35.56666666666667,92.76666666666668,45.547528517110266,91.35661764705881,67.53488372093022,77.12790697674419,73.75697211155378,80.85657370517927,Goa,Right Defensive Midfield,59.28399512415453,66.29464285714285,78.67188541666665,30.1770839437486,44.068414642671776,Goa,Right Defensive Midfield
Seko Fofana,0.3858827251208796,0.42424355773336314,2.921921803453755,3.15038673646507,0.0859134592076461,41.60317356639432,0.08507381712966156,19.77680999501912,21.0,1.5,10.360007846429918,13.496715122987242,0.85,1.0,71.33823529411765,19.65441176470588,70.71428571428571,71.89285714285714,22.0,65.26666666666668,37.26615969581749,82.62132352941177,59.284883720930225,43.55232558139535,32.73705179282868,3.944223107569721,Al Ettifaq,Left Center Midfield,41.57064393588436,57.37285714285714,64.0145,39.784013888112284,43.53839619892664,Al Ettifaq,Left Center Midfield
Marco Verratti,0.0038929589418519556,0.2925,4.013105555783679,1.6218302839285228,0.16319772596901752,31.38069242994871,0.16386531713642824,16.949259740445004,16.413074749110883,1.2233246341820372,15.140599351147275,16.811998317471552,0.85,0.65,32.75735294117647,10.919117647058822,82.10714285714285,41.64285714285714,60.13333333333333,48.03333333333334,71.52091254752851,76.06985294117646,41.05813953488372,30.697674418604652,60.34661354581674,22.48207171314741,Al-Arabi Qatar,Right Center Midfield,43.06917353840453,60.829999999999984,57.4915,41.089387636993955,43.42542448378828,Al-Arabi Qatar,Right Center Midfield
Cristiano Ronaldo dos Santos Aveiro,-0.7391031938867246,3.075900436759008,0.8500140174292539,2.5345350655138517,0.11528809257646708,36.51861776464341,0.051788877728031035,5.045321877721179,12.75,0.85,6.220055519551389,18.151542681439963,1.0,0.85,2.1838235294117645,85.89705882352942,7.4642857142857135,60.89285714285714,37.4,57.56666666666667,9.034220532319392,10.191176470588236,17.267441860465116,16.883720930232556,7.494023904382471,31.55378486055777,Al Nassr,Center Forward,13.78878613453164,29.083214285714284,37.845257352941175,70.21657389286514,43.38952779713561,Al Nassr,Center Forward
Jonathan Tah,1.93884959886627,2.353,7.104500000000002,1.7875,0.17481176470588236,50.35550000000001,0.17075882352941177,25.84994285714286,21.45,0.65,9.586200000000002,45.53528571428571,1.0,1.3,96.81617647058823,79.70955882352942,95.85714285714285,47.92857142857142,63.43333333333333,79.2,73.77946768060836,93.54044117647058,61.395348837209305,12.087209302325581,24.84860557768924,97.81673306772909,Bayern Munich,Left Center Back,37.43226243282683,48.76732142857143,50.26415625,13.695257062877431,43.156540810245865,Bayern Munich,Left Center Back
Franck Yannick Kessié,0.3762574591290884,1.819,2.1504999999999996,1.309,0.1313857142857143,43.90007142857143,0.058791666666666666,13.4215,22.95,2.975,10.32507142857143,25.493928571428572,0.85,0.85,70.61029411764706,68.0625,55.392857142857146,33.0,47.300000000000004,68.2,12.422053231939163,61.14705882352941,70.98837209302324,86.33720930232558,32.342629482071715,63.89641434262948,Al Ahli,Right Center Midfield,63.562714722505326,41.62714285714286,53.71364705882353,41.79943263182174,42.999531043685984,Al Ahli,Right Center Midfield
Eduardo Bedia Peláez,-0.12240649943829048,1.36,6.87,2.04,0.0868125,57.926875,0.115,30.98875,18.285714285714285,2.142857142857143,10.1225,29.979375,0.7,1.0,17.834558823529413,54.95955882352941,95.46428571428571,53.035714285714285,23.1,86.16666666666667,50.81749049429657,97.18014705882352,47.197674418604656,68.68604651162791,30.764940239043824,78.49003984063745,Goa,Left Defensive Midfield,53.87132284814231,66.82499999999999,81.19890625,19.790024714828895,42.62550023060974,Goa,Left Defensive Midfield
Deshorn Brown,1.1131493428443546,4.91,1.06,3.8,0.2424166666666667,50.528333333333336,0.20658333333333334,11.9575,18.0,1.5,8.106363636363636,24.09090909090909,0.7,1.0,94.26838235294117,93.90441176470588,16.303571428571427,80.14285714285714,77.36666666666667,79.56666666666666,80.93155893536121,51.68382352941177,46.81395348837209,43.55232558139535,16.565737051792826,60.7410358565737,NorthEast United,Center Forward,27.547101998980818,38.81183035714285,56.53818014705882,91.97319412603444,42.37422173306189,NorthEast United,Center Forward
Simon Adingra,0.4055542094099432,0.4714999999999999,,,0.30406,46.970600000000005,0.22793,9.3771,18.4,2.3,,,0.85,1.15,72.06617647058823,22.93014705882353,,,83.6,72.96666666666667,83.94296577946768,38.94485294117647,47.77325581395348,72.90697674418604,,,Brighton & Hove Albion,Left Wing,60.08590116279069,0.0,50.89754595588235,78.45052274379333,42.31074531478068,Brighton & Hove Albion,Left Wing
Silas Katompa Mvumpa,0.20598916760284916,1.85,,,2.21794861153352,14.456911448690411,0.9939658148774602,4.009003977376896,22.0,0.0,,,1.0,1.0,55.6875,69.88235294117646,,,99.0,6.966666666666667,98.62357414448668,6.1875,66.0,2.877906976744186,,,Red Star Belgrade,Left Wing,51.365843023255806,0.0,5.137343749999999,93.53950703142473,41.90376277948748,Red Star Belgrade,Left Wing
Liston Colaco,0.6919320769073478,4.251,1.2545,4.1925,0.06417272727272728,29.65536363636364,0.057292857142857145,8.820500000000001,14.51666666666667,2.1125000000000003,11.543999999999999,14.773261904761904,0.7,0.65,85.89705882352942,92.08455882352942,23.96428571428571,84.46428571428571,5.133333333333334,43.63333333333333,11.669201520912546,36.397058823529406,31.27325581395349,67.72674418604652,40.625498007968126,10.254980079681275,ATK Mohun Bagan,Left Wing,58.649756786806265,60.311428571428564,31.910919117647058,79.06800261406845,41.38875045559916,ATK Mohun Bagan,Left Wing
Edmond Fayçal Tapsoba,-0.44620934294254255,1.1615,6.580530652003741,1.876385702173515,0.37210638212043023,46.07307071462917,0.35535117777428293,24.985190196376028,19.166666666666668,0.9583333333333333,9.480944223453937,33.72532446516725,1.0,1.15,6.1875,50.22794117647059,93.5,49.5,87.63333333333334,72.23333333333333,94.4828897338403,92.8125,53.72093023255814,19.953488372093023,23.270916334661354,86.37848605577689,Bayer Leverkusen,Left Center Back,33.39640206615399,47.79500000000001,49.34909375000001,12.604184644794229,41.38132952293438,Bayer Leverkusen,Left Center Back
Théo Bongonda Mbul''Ofeko Batombo,-0.04401083239715084,0.6,1.9100000000000001,3.4,0.0906,13.120000000000001,0.036500000000000005,9.581666666666667,22.0,3.0,12.708333333333334,24.101666666666667,0.85,1.0,27.29779411764706,26.751838235294116,51.07142857142857,75.03571428571428,27.866666666666667,3.3,1.693916349809886,39.30882352941176,66.0,87.48837209302326,45.75298804780876,61.135458167330675,Spartak Moscow,Right Wing,80.77012183822848,57.15285714285714,25.430624999999992,25.777432819372994,41.025743029184255,Spartak Moscow,Right Wing
Makan Winkle Chote,0.20554652855792988,0.83,2.69,4.1,0.17133333333333337,21.185833333333335,0.133,6.49,22.666666666666668,2.9999999999999996,19.616428571428575,25.605,0.7,1.0,55.32352941176471,37.48897058823529,65.21428571428571,82.49999999999999,61.966666666666676,24.933333333333337,60.9809885931559,19.65441176470588,69.06976744186046,86.72093023255815,80.85657370517927,64.68525896414343,Goa,Left Wing,83.3045909385713,63.92571428571428,18.10612132352941,59.558678311153365,40.93194427314372,Goa,Left Wing
Marcos Aoás Corrêa,0.22728860133486106,2.769,5.015851645849287,1.0193863662266258,0.2037184346222166,49.72709350187067,0.17106232884210573,26.321803054304514,23.43472105831688,0.9675497643834692,10.295512677399898,35.66019077479598,1.0,1.3,58.963235294117645,82.98529411764706,88.39285714285714,24.75,71.5,78.10000000000001,74.15589353612167,94.26838235294117,75.59302325581396,20.337209302325583,31.94820717131474,89.53386454183267,Paris Saint-Germain,Left Center Back,35.54083259983322,43.36553571428571,50.51371875,11.949005640516662,40.83489145374094,Paris Saint-Germain,Left Center Back
Marco Sahanek,0.2287398446276711,0.78,2.51,3.23,0.08957142857142858,44.521428571428565,0.10300000000000001,15.721428571428572,15.5,3.0,13.707142857142857,16.34857142857143,0.7,1.0,59.32720588235294,34.94117647058823,62.857142857142854,72.875,26.4,68.93333333333334,46.30038022813688,70.61029411764706,35.877906976744185,87.48837209302326,52.45816733067729,18.53784860557769,NorthEast United,Center Attacking Midfield,49.282371183869174,60.66647321428571,66.8408125,54.05170131122791,40.81314831348405,NorthEast United,Center Attacking Midfield
Vladimir Koman Jr.,0.5558997325775132,1.0270000000000001,3.5360000000000005,1.3975,0.06496176470588236,36.03026470588235,0.062521875,17.525147058823528,14.25,0.9000000000000001,12.83444117647059,13.902735294117646,0.7,0.65,79.34558823529412,43.85845588235294,75.82142857142857,34.96428571428571,6.6,57.2,15.809885931558936,77.52573529411765,28.395348837209305,18.03488372093023,46.93625498007968,5.521912350597609,Chennaiyin,Right Attacking Midfield,26.176805510516076,59.238928571428566,70.75303125,66.46295651839633,40.7920128554818,Chennaiyin,Right Attacking Midfield
Darwin Gabriel Núñez Ribeiro,0.1689288679335204,1.581,1.2656171179386344,2.6755013973547817,0.10107167727478879,31.996023729429673,0.07906667714123461,6.929215592171514,19.000819163165104,1.1128992116320726,15.055687214590696,21.616999417313444,1.0,0.85,51.31985294117648,61.51102941176471,24.75,64.03571428571428,32.63333333333334,50.233333333333334,32.37262357414449,22.93014705882353,52.569767441860456,27.627906976744185,59.952191235059765,49.69721115537848,Al Hilal,Center Forward,28.102532312610023,31.978571428571424,34.60339154411765,56.39548353276672,40.70982415459795,Al Hilal,Center Forward
Hernán Daniel Santana Trujillo,-0.3384064994382905,1.7199999999999998,2.86,1.03,0.09835294117647059,46.940588235294115,0.1205625,26.544117647058826,20.5,2.2142857142857144,14.02470588235294,38.67529411764706,0.7,1.0,8.007352941176471,65.87867647058823,69.14285714285714,25.535714285714285,30.8,72.60000000000001,53.07604562737643,94.63235294117646,56.79069767441861,70.98837209302324,54.82470119521912,93.47808764940238,Las Palmas,Center Defensive Midfield,64.60560056286482,46.951339285714276,77.62837499999999,23.178891662938938,40.453224076773424,Las Palmas,Center Defensive Midfield
Rochharzela Rochharzela,0.1417551478848669,0.99,1.56,2.0,0.3344,13.373,0.15333333333333335,6.379090909090909,23.0,1.5000000000000002,29.661999999999995,18.662,0.7,1.0,50.22794117647059,41.856617647058826,36.732142857142854,52.25,85.43333333333334,3.6666666666666665,67.00380228136882,17.834558823529413,71.56395348837209,44.51162790697675,96.63346613545816,33.13147410358565,NorthEast United,Right Wing,86.08146541740017,39.93785714285714,11.782031250000001,78.1424604162007,40.42465196894947,NorthEast United,Right Wing
Odilon Kossonou,0.41322087607660984,0.44849999999999995,5.969172589156822,2.127687343950145,0.12280016167420853,38.85309240995517,0.11751455662153094,22.24652317237028,22.769999999999996,1.38,10.012238142221205,31.958562906720346,1.0,1.15,72.43014705882352,21.474264705882355,92.32142857142856,54.21428571428571,41.06666666666667,61.6,51.19391634980988,88.08088235294117,69.45348837209302,39.52325581395349,28.398406374501988,83.22310756972112,Bayer Leverkusen,Right Center Back,33.66047009635876,47.63294642857142,46.259812499999995,9.699521632464771,40.1430336464385,Bayer Leverkusen,Right Center Back
Brandon Fernandes,-0.07876015537232889,0.6,4.38,3.47,0.088,36.766666666666666,0.08866666666666667,16.321428571428573,16.0,2.0,11.605714285714287,30.457142857142856,0.7,1.0,22.202205882352942,26.751838235294116,85.25,76.21428571428571,24.933333333333337,58.300000000000004,38.77186311787072,72.79411764705881,39.331395348837205,62.54651162790698,41.0199203187251,78.88446215139442,Goa,Left Wing,71.85279521449087,67.11571428571429,52.96499999999999,35.58974722517334,39.605973157116885,Goa,Left Wing
Jonas Older Wind,0.011538625982991633,0.45675,,,0.16737,49.4718,0.1278375,6.968500000000001,22.05,2.1,,,1.0,1.05,34.57720588235294,22.566176470588236,,,61.6,77.73333333333333,57.96958174904943,24.022058823529413,66.76744186046511,66.57558139534883,,,Wolfsburg,Center Forward,28.36896802325581,0.0,52.25748161764706,56.373472307649294,39.19680983304018,Wolfsburg,Center Forward
Airam López Cabrera,0.37893881652856515,5.46,2.85,1.78,0.23425,48.90500000000001,0.16945454545454544,7.310769230769231,,,10.393636363636363,19.855454545454545,0.7,1.0,70.97426470588235,94.63235294117646,68.75,47.14285714285714,76.63333333333334,75.9,72.65019011406844,27.661764705882355,,,33.13147410358565,39.44223107569721,Goa,Center Forward,16.52629482071713,36.02991071428572,51.498198529411766,89.85940764090806,39.140663710295655,Goa,Center Forward
Amir Derviševič,0.7193225009361826,0.31,3.56,0.94,0.125375,39.115,0.088375,20.0375,21.0,2.0,9.50125,28.19375,0.7,1.0,86.625,12.375,76.99999999999999,21.607142857142858,43.63333333333333,62.333333333333336,38.39543726235741,82.98529411764706,59.284883720930225,62.54651162790698,24.0597609561753,73.75697211155378,East Bengal,Left Center Midfield,54.48279208746409,54.95285714285713,63.91,48.23952756653992,39.02378643008379,East Bengal,Left Center Midfield
Virgil van Dijk,0.05111925121703725,0.45499999999999996,3.763644258951444,0.08291642434316389,0.12873489767624582,63.50447486753361,0.12715875413044223,31.36379894483105,,,7.765860832474725,38.583224360759274,1.0,1.3,41.12867647058823,22.202205882352942,78.96428571428571,1.5714285714285714,45.1,93.50000000000001,57.21673003802281,97.90808823529412,,,13.804780876494023,93.08366533864542,Liverpool,Left Center Back,32.928839641434266,37.045446428571424,53.48578125000001,7.871292293390738,38.70049817992254,Liverpool,Left Center Back
Seriton Fernandes,0.0293225009361825,0.38,2.37,3.23,0.10794117647058825,34.06235294117647,0.10935294117647058,16.23235294117647,15.799999999999999,1.4,9.557058823529411,29.560588235294116,0.7,1.0,37.125,17.834558823529413,60.89285714285714,72.875,34.46666666666667,53.16666666666667,48.93536121673004,72.43014705882352,37.98837209302326,40.866279069767444,24.454183266932272,78.09561752988047,Goa,Right Back,58.031426242703596,71.07767857142856,45.20140625,24.54752952010177,37.475577810950114,Goa,Right Back
Francisco Javier Hernández González,0.6518533708617064,2.9705000000000004,1.599,1.9565,0.09524210526315789,40.40160526315789,0.08872500000000001,10.657263157894738,12.257142857142858,1.5785714285714287,9.272763157894737,13.423184210526315,0.7,0.65,83.71323529411765,84.80514705882352,38.49999999999999,51.46428571428571,29.333333333333332,63.800000000000004,39.14828897338403,44.404411764705884,12.662790697674419,47.581395348837205,22.087649402390436,3.1553784860557768,Odisha,Center Attacking Midfield,25.817036563050124,42.09169642857142,57.846128676470585,77.13860329065085,37.46550982159314,Odisha,Center Attacking Midfield
Lalrinliana Hnamte,0.07199187570213687,1.09,1.54,1.44,0.18175,23.765625,0.06461538461538462,10.24235294117647,25.4,1.4,23.55705882352941,27.836470588235294,0.7,1.0,43.67647058823529,46.95220588235294,35.75,35.75,64.9,31.533333333333335,18.068441064638783,43.3125,80.96511627906978,40.866279069767444,89.92828685258964,72.96812749003985,East Bengal,Left Wing,84.30438652367275,28.6,31.15921875,58.44978381514203,37.26831241716065,East Bengal,Left Wing
Aleksandar Mitrović,-0.03245513415467161,1.2740202928209716,0.7122828153112899,1.4295396352100103,0.08898410480389234,49.06130833184388,0.034367593116706584,8.304206729937448,18.5,0.5,13.281394605977548,15.967893928865074,1.0,1.0,28.38970588235294,51.68382352941177,5.107142857142857,35.357142857142854,25.666666666666664,76.63333333333334,0.752851711026616,33.849264705882355,48.92441860465116,8.825581395348836,48.1195219123506,15.776892430278885,Al Rayyan,Center Forward,21.685287049476507,16.95080357142857,52.66179227941177,44.16565505479758,37.08128026906442,Al Rayyan,Center Forward
Princeton Rebello,0.0011020841134854217,0.29,3.49,1.28,0.15753333333333333,35.324666666666666,0.1726,15.258823529411766,18.666666666666668,2.166666666666667,15.828235294117647,36.96941176470588,0.7,1.0,32.029411764705884,10.555147058823529,75.42857142857143,31.82142857142857,57.56666666666667,55.36666666666667,75.2851711026616,68.79044117647058,50.26744186046512,69.06976744186046,63.89641434262948,90.32270916334662,Goa,Left Defensive Midfield,62.806966031223936,51.66562499999999,56.76034374999999,26.342939806530975,36.8169228976259,Goa,Left Defensive Midfield
Cássio Gabriel Vilela Ferreira,-0.7268829522714559,1.8395000000000001,2.7754999999999996,2.8794999999999997,0.06691578947368422,35.897447368421055,0.07943684210526317,11.893049999999999,13.700000000000003,2.0999999999999996,10.235875,16.0199,0.7,0.65,2.547794117647059,69.15441176470588,66.78571428571428,69.14285714285714,8.066666666666666,56.46666666666667,32.749049429657795,51.31985294117648,25.325581395348838,66.0,31.159362549800797,16.171314741035857,Mumbai City,Center Attacking Midfield,36.78949261095154,58.47089285714285,52.90991237745097,56.84693238369492,36.668795590601235,Mumbai City,Center Attacking Midfield
Facundo Farías,0.534924125795755,0.49299999999999994,,,0.08789,41.7452,0.09243749999999999,12.0003,15.583333333333332,1.9833333333333334,,,0.85,0.85,78.25367647058823,24.022058823529413,,,24.566666666666666,65.63333333333334,42.159695817490494,52.04779411764706,36.45348837209302,60.24418604651162,,,Inter Miami,Left Wing,49.42325581395348,0.0,47.69662683823529,67.45273086278237,36.54963050270435,Inter Miami,Left Wing
Sergio Ramos García,0.2102433122448093,1.8952416874733142,8.48852957308066,1.075677527185516,0.25634848963433476,50.02778339629038,0.2234748054958673,27.18000504280855,22.360000000000003,2.6,10.573343313259214,33.68813469257279,0.85,1.3,56.41544117647059,72.43014705882352,99.0,26.321428571428573,79.2,78.46666666666667,83.56653992395437,94.99632352941177,68.30232558139535,80.96511627906978,34.70916334661355,85.98406374501992,Paris Saint-Germain,Center Back,36.1961526568146,48.45401785714286,50.88428125,12.055123133806752,36.366300837283084,Paris Saint-Germain,Center Back
Adrián Nicolás Luna Retamar,2.1436033708617064,0.65,2.2815,1.4430000000000003,0.0758804347826087,35.92097826086956,0.08336956521739129,15.85717391304348,17.018181818181816,1.9500000000000002,14.597021739130435,16.76378260869565,0.7,0.65,97.90808823529412,28.38970588235294,57.357142857142854,36.14285714285714,14.666666666666666,56.833333333333336,35.760456273764255,71.33823529411765,42.97674418604651,59.284883720930225,56.796812749003976,21.693227091633467,Kerala Blasters,Left Midfield,41.291845264291666,46.04875,58.788124999999994,61.34252290804629,36.33155747358669,Kerala Blasters,Left Midfield
Udanta Kumam Singh,0.33871635467376554,1.3780000000000001,1.3780000000000001,3.068,0.18358437500000002,21.2070625,0.15855000000000002,7.257441176470589,13.4875,2.1125000000000003,8.66734375,17.110031250000002,0.7,0.65,66.97058823529412,56.05147058823529,28.285714285714285,70.71428571428571,65.63333333333334,25.300000000000004,68.50950570342205,27.29779411764706,23.023255813953487,67.72674418604652,18.53784860557769,25.243027888446214,Bengaluru,Right Wing,57.498536667284355,51.48,20.24859375,67.24402133191678,35.71242318822276,Bengaluru,Right Wing
Devendra Dhaku Murgaokar,-0.43917343691488603,2.92,1.22,2.86,0.18411111111111111,23.159444444444446,0.146625,5.14,18.42857142857143,1.5714285714285714,18.959444444444443,25.709444444444447,0.7,1.0,6.551470588235294,84.44117647058823,22.0,68.35714285714286,66.00000000000001,30.066666666666666,64.74524714828898,10.919117647058822,48.348837209302324,47.197674418604656,77.30677290836653,65.47410358565736,Goa,Center Attacking Midfield,46.7930418442509,52.19303571428571,25.834807598039216,75.73916559494519,35.51978355312808,Goa,Center Attacking Midfield
Cristóvão Paciência Mabululo,0.5126558342695159,1.93,,,0.1874,45.142,0.07500000000000001,7.2540000000000004,17.333333333333332,0.33333333333333337,,,0.85,1.0,76.79779411764706,72.79411764705881,,,67.46666666666667,70.4,29.36121673003802,26.93382352941176,44.127906976744185,7.674418604651163,,,Ittihad Alexandria,Center Forward,17.387354651162788,0.0,47.91005514705883,72.23994051945873,35.477226901619325,Ittihad Alexandria,Center Forward
Roy Krishna,0.3244042901876264,4.082000000000001,1.6575,2.0410000000000004,0.124475,31.24915625,0.12164285714285715,6.88471875,11.57,1.56,7.726062499999999,12.391843750000001,0.7,0.65,66.60661764705881,91.35661764705881,41.64285714285714,53.42857142857142,42.53333333333333,47.300000000000004,54.958174904942965,22.202205882352942,7.674418604651163,46.81395348837209,13.41035856573705,1.5776892430278884,ATK Mohun Bagan,Right Wing,37.980498934494584,41.32857142857142,32.65149816176471,83.10873811787071,35.22493027368512,ATK Mohun Bagan,Right Wing
Joni Ensio Kauko,-0.29972613392119335,2.5155,2.496,1.599,0.10878947368421053,28.340342105263158,0.10338611111111112,10.79585,14.43,1.646666666666667,13.350999999999999,16.847675,0.7,0.65,9.099264705882351,81.52941176470588,62.464285714285715,40.857142857142854,34.833333333333336,42.9,46.676806083650185,44.768382352941174,30.697674418604652,51.418604651162795,48.51394422310757,22.87649402390438,ATK Mohun Bagan,Center Attacking Midfield,30.878917585472067,50.33973214285714,42.263718749999995,69.980999426862,35.09974512867918,ATK Mohun Bagan,Center Attacking Midfield
Glan Martins,-0.03118602858572131,0.41,2.79,0.64,0.08829999999999999,40.372,0.0913,16.56,21.8,2.8,18.37454545454545,26.710909090909087,0.7,1.0,28.75367647058824,18.5625,67.57142857142857,15.714285714285714,25.300000000000004,63.43333333333333,40.653992395437264,73.88602941176471,63.31395348837209,84.80232558139535,74.9402390438247,69.4183266932271,Goa,Right Defensive Midfield,60.972930950616146,44.84464285714285,61.470406249999996,14.7812229367032,35.00649468730922,Goa,Right Defensive Midfield
Bipin Singh Thounajam,0.8482462280045634,2.665,0.8905000000000001,2.2880000000000003,0.0767,20.466874999999998,0.055900000000000005,7.239375000000001,13.519999999999998,1.9500000000000002,9.27225,19.4688,0.7,0.65,90.26470588235294,82.62132352941177,8.839285714285714,56.57142857142857,15.766666666666667,24.200000000000003,11.29277566539924,26.56985294117647,23.790697674418603,59.284883720930225,21.693227091633467,37.47011952191235,Mumbai City,Left Wing,52.16733820531825,39.52928571428571,19.66078125,78.18120449843435,34.84571550672587,Mumbai City,Left Wing
Presnel Kimpembe,0.1413617980159724,1.4300000000000002,5.016048872334821,0.9865974103945426,0.20536293792503504,48.96724822993623,0.19817539376679985,23.709827033441712,23.258782817778865,0.40113326681017625,11.223000700170003,40.62608482708114,0.85,1.3,49.86397058823529,57.87132352941177,88.78571428571428,23.96428571428571,72.23333333333333,76.26666666666667,79.42585551330798,91.72058823529412,74.05813953488372,8.058139534883722,39.047808764940235,95.45019920318725,Paris Saint-Germain,Left Center Back,37.377544936532935,43.48437499999999,49.171375000000005,11.25790276224558,34.734621567888325,Paris Saint-Germain,Left Center Back
Ahmed Jahouh,0.5477679265512628,1.0725,3.5425000000000004,0.5395,0.06777333333333334,40.4742,0.08296785714285715,18.2585,17.25,1.6,12.597,23.92996666666667,0.7,0.65,78.61764705882352,46.224264705882355,76.21428571428571,14.535714285714283,9.9,64.16666666666667,35.38403041825095,78.61764705882352,43.55232558139535,47.96511627906976,44.569721115537845,59.952191235059765,Mumbai City,Left Defensive Midfield,42.50211407277865,50.221875,64.98249999999999,27.11671944195929,34.52267752980268,Mumbai City,Left Defensive Midfield
Mislav Oršić,0.46932250093618244,1.06,,,1.8414,26.831999999999997,,3.433333333333334,26.0,2.0,,,0.7,1.0,74.97794117647058,45.86029411764706,,,98.63333333333334,38.13333333333333,,4.367647058823529,85.37790697674419,62.54651162790698,,,Trabzonspor,Left Wing,70.85886627906976,0.0,24.801360294117643,85.50370098039215,34.49986232000988,Trabzonspor,Left Wing
Boris Singh Thangjam,-0.10814116435782821,1.625,1.5275,2.9965,0.18565625000000002,18.8085625,0.12137272727272727,7.237027777777778,14.372222222222222,1.7333333333333336,15.3335,21.86744444444444,0.7,0.65,18.926470588235293,62.23897058823529,35.357142857142854,69.92857142857142,66.36666666666667,19.433333333333334,54.20532319391635,26.205882352941178,30.313953488372093,54.104651162790695,61.135458167330675,50.091633466135455,Jamshedpur,Right Wing,57.46824793847864,51.79428571428571,18.8925,61.586973994445685,34.44000502902733,Jamshedpur,Right Wing
Evidence Makgopa,-0.29883308740925074,2.06,0.62,1.7,0.12157142857142858,30.177142857142858,0.036500000000000005,7.375714285714285,20.6,2.2,16.53857142857143,20.4,0.85,1.0,9.463235294117647,74.79595588235294,2.75,43.410714285714285,40.333333333333336,44.36666666666667,1.693916349809886,28.025735294117645,57.174418604651166,70.22093023255815,68.62948207171314,42.20318725099602,Orlando Pirates,Center Forward,33.510876262392294,20.521383928571428,31.436645220588233,61.82865218211809,34.43967324323187,Orlando Pirates,Center Forward
Ritwik Kumar Das,0.41970925638703716,1.937,1.0725,2.561,0.08235000000000002,16.41,0.06705833333333334,7.629470588235295,15.23888888888889,1.7333333333333334,14.50264705882353,23.37858823529412,0.7,0.65,72.79411764705881,73.15808823529412,17.285714285714285,61.875,19.8,12.833333333333332,20.326996197718632,29.845588235294116,34.918604651162795,53.72093023255814,56.402390438247004,57.9800796812749,Jamshedpur,Left Wing,55.81270615213564,44.14928571428572,20.4703125,65.16660192071124,33.84676893337826,Jamshedpur,Left Wing
