season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2021/2022,3817890,Glan Martins,Goa,5,0.196,5.0,0.0,0.039,11.0,470.0,0.038,10.01
2022,3857263,Thomas Müller,Germany,1,0.029,1.0,0.0,0.029,2.0,69.0,0.038,2.58
2021/2022,3802930,Keylor Navas Gamboa,Paris Saint-Germain,3,0.107,3.0,0.0,0.036,4.0,255.0,0.038,4.81
2022,3869151,Cristian Gabriel Romero,Argentina,4,0.16,4.0,0.0,0.04,10.0,380.0,0.038,12.06
2022,3869253,Seung-Gyu Kim,South Korea,2,0.076,2.0,0.0,0.038,4.0,182.0,0.038,22.04
2022,3869151,Marcos Javier Acuña,Argentina,3,0.089,3.0,0.0,0.03,8.0,213.0,0.038,6.71
2022,3857285,Abdou Diallo,Senegal,3,0.076,3.0,0.0,0.025,7.0,180.0,0.038,11.41
2022,3857288,Mathew Leckie,Australia,1,0.035,1.0,0.0,0.035,7.0,84.0,0.038,9.75
2021/2022,3802683,Aurélien Djani Tchouaméni,AS Monaco,8,0.302,8.0,0.0,0.038,17.0,712.0,0.038,43.54
2021/2022,3813307,Ricky Lallawmawma,Jamshedpur,3,0.111,3.0,0.0,0.037,9.0,264.0,0.038,15.41
2021/2022,3817881,Peter Hartley,Jamshedpur,2,0.081,2.0,0.0,0.041,6.0,192.0,0.038,4.02
2021/2022,3813277,Bipin Singh Thounajam,Mumbai City,2,0.079,2.0,0.0,0.04,4.0,186.0,0.038,6.64
2021/2022,3817865,Provat Lakra,NorthEast United,7,0.266,8.0,0.0,0.038,13.0,637.0,0.038,28.73
2022,3857265,Hirving Rodrigo Lozano Bahena,Mexico,6,0.23,7.0,0.0,0.038,22.0,564.0,0.037,44.05
2022,3857267,Piero Martín Hincapié Reyna,Ecuador,4,0.156,4.0,0.0,0.039,26.0,380.0,0.037,18.88
2022,3857275,Ibrahima Konaté,France,2,0.076,2.0,0.0,0.038,6.0,186.0,0.037,16.83
2021/2022,3813294,Manvir Singh,NorthEast United,2,0.039,2.0,0.0,0.02,3.0,94.0,0.037,6.82
2021/2022,3817871,Marco Sahanek,NorthEast United,7,0.268,7.0,0.0,0.038,22.0,644.0,0.037,88.17
2021/2022,3802904,Anel Ahmedhodžić,Bordeaux,6,0.228,6.0,0.0,0.038,14.0,558.0,0.037,35.41
2021/2022,3817889,Sandesh Jhingan,ATK Mohun Bagan,5,0.191,5.0,1.0,0.038,10.0,460.0,0.037,72.15
2022,3869420,Andrej Kramarić,Croatia,2,0.057,2.0,0.0,0.029,4.0,138.0,0.037,1.51
2022,3857267,Ismail Jakobs,Senegal,4,0.156,5.0,0.0,0.039,8.0,380.0,0.037,9.44
2021/2022,3817892,Pritam Kotal,ATK Mohun Bagan,3,0.106,3.0,0.0,0.035,10.0,261.0,0.037,6.73
2021/2022,3813275,Jeakson Singh Thaunaojam,Kerala Blasters,3,0.108,3.0,0.0,0.036,6.0,264.0,0.037,14.41
2022,3857300,Saud Abdullah Abdul Hamid,Saudi Arabia,1,0.04,2.0,1.0,0.04,2.0,97.0,0.037,33.15
2022,3857260,Mohammed Khalil Al Owais,Saudi Arabia,2,0.078,2.0,0.0,0.039,2.0,192.0,0.037,7.25
2022,3857277,Romain Saïss,Morocco,3,0.113,3.0,0.0,0.038,10.0,276.0,0.037,35.34
2022,3869219,Luka Modrić,Croatia,4,0.155,4.0,1.0,0.039,13.0,380.0,0.037,4.01
2022,3857258,Filip Mladenović,Serbia,1,0.026,1.0,0.0,0.026,1.0,64.0,0.037,15.92
2021/2022,3813298,Hira Mondal,East Bengal,4,0.151,4.0,0.0,0.038,8.0,368.0,0.037,25.88
2021/2022,3813268,Joni Ensio Kauko,ATK Mohun Bagan,7,0.276,7.0,0.0,0.039,28.0,679.0,0.037,20.49
2021/2022,3813266,Keisham Reagan Singh,Chennaiyin,1,0.038,1.0,0.0,0.038,2.0,92.0,0.037,27.0
2022,3857272,Jordan Brian Henderson,England,1,0.009,1.0,0.0,0.009,2.0,22.0,0.037,2.04
2021/2022,3813305,Hitesh Sharma,Hyderabad,1,0.018,1.0,0.0,0.018,6.0,44.0,0.037,1.53
2022,3857285,Pape Abou Cissé,Senegal,2,0.079,2.0,0.0,0.039,4.0,192.0,0.037,11.86
2022,3857294,Abdelkarim Hassan Al Haj Fadlalla,Qatar,2,0.073,2.0,0.0,0.037,6.0,176.0,0.037,50.79
2021/2022,3802683,Alexander Nübel,AS Monaco,3,0.101,3.0,0.0,0.034,6.0,243.0,0.037,14.56
2022,3869118,Edouard Mendy,Senegal,1,0.036,1.0,0.0,0.036,2.0,87.0,0.037,3.92
2021/2022,3817863,Makan Winkle Chote,Goa,2,0.056,2.0,0.0,0.028,4.0,138.0,0.037,5.42
2021/2022,3817901,Ahmed Jahouh,Mumbai City,1,0.007,1.0,0.0,0.007,5.0,17.0,0.037,0.32
2022,3857299,Seung-Gyu Kim,South Korea,1,0.04,1.0,0.0,0.04,1.0,97.0,0.037,3.47
2021/2022,3817850,Mohammad Mobashir Rahman,Jamshedpur,1,0.028,1.0,0.0,0.028,2.0,69.0,0.037,2.24
2021/2022,3817888,Mohammed Rafique,East Bengal,2,0.021,2.0,0.0,0.011,3.0,52.0,0.036,1.95
2021/2022,3813277,Mohammad Yasir,Hyderabad,2,0.075,2.0,0.0,0.038,3.0,188.0,0.036,5.81
2021/2022,3817866,Sanjeev Stalin,Kerala Blasters,6,0.224,7.0,0.0,0.037,9.0,564.0,0.036,13.28
2021/2022,3817886,Mashoor Shereef Thangalakath,NorthEast United,2,0.068,3.0,0.0,0.034,3.0,172.0,0.036,15.19
2022,3869254,Ricardo Iván Rodríguez Araya,Switzerland,2,0.074,2.0,0.0,0.037,2.0,186.0,0.036,5.93
2021/2022,3813292,Vincy Barretto,Kerala Blasters,1,0.024,1.0,0.0,0.024,2.0,60.0,0.036,8.23
2022,3857283,Azzedine Ounahi,Morocco,6,0.186,6.0,0.0,0.031,15.0,462.0,0.036,18.77
2021/2022,3802904,Josuha Guilavogui,Bordeaux,7,0.26,7.0,0.0,0.037,23.0,644.0,0.036,40.38
2021/2022,3802752,Xherdan Shaqiri,Lyon,7,0.214,7.0,0.0,0.031,23.0,539.0,0.036,31.65
2021/2022,3817887,Javier Siverio Toro,Hyderabad,3,0.115,3.0,0.0,0.038,7.0,288.0,0.036,8.65
2021/2022,3813265,Ahmed Jahouh,Mumbai City,13,0.498,14.0,0.0,0.038,29.0,1235.0,0.036,91.07
2021/2022,3827767,Soraisham Sandeep Singh,Kerala Blasters,6,0.286,6.0,0.0,0.048,7.0,708.0,0.036,6.81
2022,3869519,Mislav Oršić,Croatia,3,0.056,3.0,0.0,0.019,15.0,141.0,0.036,14.59
2021/2022,3817857,Souvik Chakrabarti,Hyderabad,4,0.121,5.0,0.0,0.03,9.0,300.0,0.036,23.36
2022,3869321,Cody Mathès Gakpo,Netherlands,3,0.133,3.0,1.0,0.044,4.0,336.0,0.036,2.96
2022,3857283,Toby Alderweireld,Belgium,4,0.147,4.0,0.0,0.037,11.0,372.0,0.036,22.88
2021/2022,3817864,Mandar Rao Desai,Mumbai City,5,0.184,6.0,0.0,0.037,14.0,465.0,0.036,18.59
2021/2022,3817881,Soraisham Sandeep Singh,Kerala Blasters,1,0.015,1.0,0.0,0.015,1.0,38.0,0.036,5.33
2021/2022,3827336,Akash Mishra,Hyderabad,4,0.15,4.0,0.0,0.038,10.0,380.0,0.036,23.38
2022,3857300,Mohammed Khalil Al Owais,Saudi Arabia,1,0.04,2.0,1.0,0.04,2.0,100.0,0.036,33.15
2021/2022,3817885,Bikash Jairu,East Bengal,2,0.061,2.0,0.0,0.03,3.0,152.0,0.036,8.08
2021/2022,3813293,Udanta Kumam Singh,Bengaluru,5,0.182,5.0,0.0,0.036,14.0,460.0,0.036,20.98
2022,3857277,Achraf Hakimi Mouh,Morocco,4,0.148,4.0,0.0,0.037,18.0,368.0,0.036,46.28
2022,3869152,Matty Cash,Poland,3,0.106,3.0,0.0,0.035,13.0,264.0,0.036,7.67
2022,3869152,Jakub Piotr Kiwior,Poland,2,0.067,2.0,0.0,0.034,25.0,166.0,0.036,4.85
2022,3857273,Neco Williams,Wales,4,0.159,7.0,0.0,0.04,6.0,400.0,0.036,29.54
2021/2022,3813299,Bartholomew Owogbalor Ogbeche,Hyderabad,7,0.262,7.0,1.0,0.037,17.0,658.0,0.036,85.82
2021/2022,3813299,Akash Mishra,Hyderabad,4,0.149,4.0,1.0,0.037,11.0,376.0,0.036,48.81
2021/2022,3813268,Lenny Rodrigues,ATK Mohun Bagan,5,0.191,5.0,0.0,0.038,17.0,480.0,0.036,14.18
2021/2022,3817895,Keisham Reagan Singh,Chennaiyin,2,0.038,2.0,0.0,0.019,6.0,94.0,0.036,7.86
2021/2022,3813299,João Victor de Albuquerque Bruno,Hyderabad,6,0.222,6.0,1.0,0.037,15.0,558.0,0.036,72.72
2021/2022,3817889,Slavko Damjanović,Chennaiyin,2,0.072,3.0,0.0,0.036,10.0,182.0,0.036,11.51
2021/2022,3817902,Lalthathanga Khawlhring,Kerala Blasters,7,0.26,7.0,1.0,0.037,11.0,658.0,0.036,40.91
2021/2022,3817880,Moirangthem Thoiba Singh,Odisha,3,0.113,3.0,0.0,0.038,6.0,279.0,0.036,7.02
2021/2022,3802984,Osman Bukari,Nantes,2,0.027,2.0,0.0,0.013,4.0,68.0,0.036,1.4
2021/2022,3827767,Asish Rai,Hyderabad,6,0.271,6.0,0.0,0.045,9.0,702.0,0.035,6.94
2021/2022,3813300,Héctor Rodas Ramírez,Odisha,2,0.048,2.0,0.0,0.024,2.0,124.0,0.035,2.76
2022,3857292,Celso Borges Mora,Costa Rica,1,0.038,1.0,0.0,0.038,1.0,98.0,0.035,4.06
2021/2022,3817852,Khumanthem Ninthoinganba Meetei,Chennaiyin,1,0.037,1.0,0.0,0.037,1.0,96.0,0.035,8.5
2021/2022,3817890,Provat Lakra,NorthEast United,3,0.107,5.0,0.0,0.036,6.0,276.0,0.035,22.94
2022,3869354,Luke Shaw,England,6,0.22,6.0,0.0,0.037,15.0,564.0,0.035,9.66
2021/2022,3817879,Akash Mishra,Hyderabad,16,0.59,16.0,1.0,0.037,53.0,1536.0,0.035,48.69
2021/2022,3813292,Lalthathanga Khawlhring,Kerala Blasters,3,0.106,3.0,0.0,0.035,5.0,276.0,0.035,36.36
2021/2022,3817866,Rahul Bheke,Mumbai City,3,0.113,3.0,0.0,0.038,5.0,288.0,0.035,7.12
2021/2022,3817868,Lara Sharma,Bengaluru,3,0.102,3.0,0.0,0.034,5.0,261.0,0.035,3.03
2021/2022,3817866,Cássio Gabriel Vilela Ferreira,Mumbai City,6,0.194,6.0,0.0,0.032,15.0,498.0,0.035,12.23
2021/2022,3813270,Eduardo Bedia Peláez,Goa,5,0.181,5.0,0.0,0.036,20.0,465.0,0.035,51.82
2021/2022,3817891,Suvam Sen,East Bengal,1,0.034,1.0,0.0,0.034,1.0,87.0,0.035,2.24
2021/2022,3817897,Joel Joseph Chianese,Hyderabad,3,0.09,3.0,0.0,0.03,11.0,234.0,0.035,6.7
2022,3869152,Kamil Glik,Poland,4,0.142,4.0,0.0,0.035,16.0,368.0,0.035,10.27
2022,3869685,Nicolás Hernán Otamendi,Argentina,4,0.19,4.0,0.0,0.048,7.0,488.0,0.035,3.29
2021/2022,3817859,Gurjinder Kumar,NorthEast United,2,0.073,2.0,0.0,0.036,4.0,188.0,0.035,4.15
2021/2022,3813279,Paul Ramfangzauva,Odisha,3,0.091,3.0,0.0,0.03,5.0,237.0,0.035,26.73
2022,3857273,Milad Mohammadi,Iran,4,0.155,5.0,0.0,0.039,7.0,396.0,0.035,14.19
2021/2022,3817893,Sourav Das,East Bengal,6,0.169,7.0,0.0,0.028,16.0,432.0,0.035,13.72
2021/2022,3813298,Laldinliana Renthlei,Jamshedpur,10,0.365,10.0,0.0,0.036,21.0,940.0,0.035,33.14
2021/2022,3817893,Mohammed Rafique,East Bengal,3,0.085,3.0,0.0,0.028,8.0,219.0,0.035,6.9
2022,3869220,Rodrigo Hernández Cascante,Spain,7,0.333,8.0,0.0,0.048,27.0,854.0,0.035,11.87
2022,3869220,Pedro González López,Spain,7,0.333,8.0,0.0,0.048,36.0,854.0,0.035,11.87
2021/2022,3802709,Lucas Gourna-Douath,Saint-Étienne,1,0.026,1.0,0.0,0.026,2.0,66.0,0.035,3.42
2021/2022,3817890,Gurjinder Kumar,NorthEast United,1,0.035,3.0,0.0,0.035,3.0,92.0,0.034,7.5
2021/2022,3813269,Ariday Cabrera Suárez,Odisha,2,0.048,2.0,0.0,0.024,8.0,126.0,0.034,8.4
2021/2022,3817866,Marko Lešković,Kerala Blasters,2,0.067,2.0,1.0,0.033,7.0,180.0,0.034,3.97
2021/2022,3817890,Mashoor Shereef Thangalakath,NorthEast United,1,0.035,3.0,0.0,0.035,1.0,92.0,0.034,7.5
2021/2022,3813269,Lalhrezuala Sailung,Odisha,4,0.073,4.0,0.0,0.018,8.0,196.0,0.034,12.78
2022,3857265,César Jasib Montes Castro,Mexico,4,0.142,5.0,0.0,0.035,12.0,380.0,0.034,27.19
2021/2022,3817866,Ayush Adhikari,Kerala Blasters,3,0.089,3.0,0.0,0.03,3.0,237.0,0.034,5.28
2022,3857275,Eduardo Camavinga,France,2,0.076,2.0,0.0,0.038,6.0,202.0,0.034,16.83
2021/2022,3817868,Debjit Majumder,Chennaiyin,1,0.033,1.0,0.0,0.033,1.0,87.0,0.034,2.38
2021/2022,3817879,Juan Antonio González Fernández,Hyderabad,8,0.285,8.0,0.0,0.036,25.0,760.0,0.034,23.52
2021/2022,3817879,Asish Rai,Hyderabad,10,0.364,10.0,1.0,0.036,30.0,950.0,0.034,30.04
2021/2022,3813316,Eduardo Bedia Peláez,Goa,1,0.006,1.0,0.0,0.006,6.0,16.0,0.034,0.31
2022,3857283,Sofyan Amrabat,Morocco,4,0.144,4.0,0.0,0.036,13.0,376.0,0.034,14.53
2021/2022,3817871,Zakaria Diallo,NorthEast United,4,0.141,4.0,0.0,0.035,8.0,372.0,0.034,46.39
2021/2022,3813289,Suresh Singh Wangjam,Bengaluru,3,0.104,4.0,0.0,0.035,5.0,276.0,0.034,4.84
2022,3869321,Andries Noppert,Netherlands,1,0.047,1.0,1.0,0.047,2.0,126.0,0.034,1.05
2021/2022,3817881,Harmanjot Singh Khabra,Kerala Blasters,1,0.035,1.0,0.0,0.035,1.0,94.0,0.034,12.44
2022,3857255,Hidemasa Morita,Japan,1,0.034,1.0,0.0,0.034,8.0,91.0,0.034,2.94
2022,3857261,Luke Shaw,England,4,0.093,4.0,0.0,0.023,10.0,248.0,0.034,3.84
2021/2022,3813285,Dheeraj Singh Moirangthem,Goa,2,0.071,2.0,0.0,0.035,3.0,186.0,0.034,8.98
2021/2022,3813274,Ahmed Jahouh,Mumbai City,5,0.18,6.0,2.0,0.036,7.0,470.0,0.034,17.52
2021/2022,3813304,Sourav Das,East Bengal,2,0.074,2.0,0.0,0.037,2.0,194.0,0.034,11.65
2021/2022,3813275,Harmanjot Singh Khabra,Kerala Blasters,4,0.136,4.0,0.0,0.034,12.0,360.0,0.034,18.15
2021/2022,3813282,Hormipam Ruivah,Kerala Blasters,2,0.07,2.0,0.0,0.035,2.0,188.0,0.034,4.8
2021/2022,3813272,Dheeraj Singh Moirangthem,Goa,1,0.032,1.0,0.0,0.032,1.0,85.0,0.034,2.94
2021/2022,3817896,Franjo Prce,East Bengal,3,0.108,3.0,1.0,0.036,8.0,282.0,0.034,18.89
2022,3857281,Alphonso Davies,Canada,5,0.174,6.0,1.0,0.035,16.0,460.0,0.034,65.52
2021/2022,3813303,Liston Colaco,ATK Mohun Bagan,4,0.13,4.0,1.0,0.032,6.0,340.0,0.034,52.9
2021/2022,3813279,Kamaljit Singh,Odisha,2,0.07,2.0,1.0,0.035,3.0,186.0,0.034,20.56
2021/2022,3817874,Naorem Roshan Singh,Bengaluru,5,0.178,6.0,0.0,0.036,11.0,465.0,0.034,29.02
2021/2022,3813307,Parag Satish Shrivas,Bengaluru,2,0.071,2.0,0.0,0.036,5.0,186.0,0.034,13.44
2022,3857289,Rodrigo Javier De Paul,Argentina,1,0.035,1.0,1.0,0.035,1.0,93.0,0.034,10.76
2022,3869151,Nahuel Molina Lucero,Argentina,3,0.089,3.0,0.0,0.03,17.0,237.0,0.034,6.71
2021/2022,3817902,Soraisham Sandeep Singh,Kerala Blasters,5,0.172,5.0,0.0,0.034,6.0,460.0,0.034,27.06
2021/2022,3813303,Devendra Dhaku Murgaokar,Goa,2,0.05,2.0,0.0,0.025,3.0,134.0,0.034,5.42
2022,3857282,Connor Roberts,Wales,2,0.075,2.0,0.0,0.037,5.0,198.0,0.034,5.38
2021/2022,3802683,Axel Disasi,AS Monaco,6,0.203,6.0,0.0,0.034,13.0,540.0,0.034,29.27
2022,3857294,Steven Berghuis,Netherlands,1,0.011,1.0,0.0,0.011,6.0,29.0,0.034,0.82
2021/2022,3802839,Jean-Charles Castelletto,Nantes,2,0.063,2.0,0.0,0.032,3.0,166.0,0.034,2.66
2021/2022,3813297,Bruno Edgar Silva Almeida,Bengaluru,3,0.103,3.0,1.0,0.034,12.0,282.0,0.033,10.95
2022,3869254,Yann Sommer,Switzerland,1,0.032,1.0,0.0,0.032,2.0,87.0,0.033,2.57
2021/2022,3817886,Subhasish Roy Chowdhury,NorthEast United,1,0.033,1.0,0.0,0.033,1.0,91.0,0.033,7.37
2021/2022,3813292,Alan Henrique Costa,Bengaluru,5,0.172,5.0,0.0,0.034,11.0,470.0,0.033,16.57
2021/2022,3817883,Narender Gahlot,Jamshedpur,4,0.134,4.0,0.0,0.033,10.0,368.0,0.033,11.6
2022,3869354,Philip Foden,England,5,0.154,5.0,0.0,0.031,10.0,415.0,0.033,6.76
2021/2022,3813292,Jeakson Singh Thaunaojam,Kerala Blasters,4,0.136,4.0,0.0,0.034,7.0,372.0,0.033,46.65
2021/2022,3817867,Subhasish Roy Chowdhury,NorthEast United,1,0.034,1.0,0.0,0.034,4.0,92.0,0.033,4.44
2022,3869519,Josip Juranović,Croatia,6,0.203,7.0,0.0,0.034,10.0,552.0,0.033,52.88
2022,3857255,Shogo Taniguchi,Japan,1,0.034,1.0,0.0,0.034,4.0,94.0,0.033,2.94
2021/2022,3817877,Mohammed Irshad,NorthEast United,2,0.044,2.0,0.0,0.022,4.0,120.0,0.033,2.41
2022,3857298,Alidu Seidu,Ghana,2,0.046,2.0,0.0,0.023,4.0,124.0,0.033,5.9
2021/2022,3817892,José Luis Espinosa Arroyo,ATK Mohun Bagan,6,0.215,6.0,0.0,0.036,19.0,582.0,0.033,13.65
2021/2022,3813275,Hormipam Ruivah,Kerala Blasters,1,0.032,1.0,0.0,0.032,4.0,86.0,0.033,4.27
2021/2022,3802818,Houboulang Mendes,Lorient,2,0.067,2.0,0.0,0.034,4.0,182.0,0.033,10.76
2021/2022,3813303,Manvir Singh,ATK Mohun Bagan,2,0.068,2.0,0.0,0.034,5.0,186.0,0.033,27.67
2022,3857277,Selim Amallah,Morocco,3,0.102,3.0,0.0,0.034,5.0,279.0,0.033,31.9
2021/2022,3813310,Thongkhosiem Haokip,East Bengal,3,0.088,3.0,0.0,0.029,3.0,237.0,0.033,12.69
2021/2022,3813312,Amrinder Singh,ATK Mohun Bagan,2,0.069,2.0,0.0,0.034,3.0,186.0,0.033,12.98
2021/2022,3817862,Moirangthem Thoiba Singh,Odisha,4,0.135,5.0,0.0,0.034,8.0,372.0,0.033,25.13
2022,3857294,Ismaeel Mohammad Mohammad,Qatar,1,0.03,1.0,0.0,0.03,7.0,81.0,0.033,20.87
2021/2022,3817861,Sahal Abdul Samad,Kerala Blasters,5,0.135,5.0,0.0,0.027,8.0,370.0,0.033,23.59
2021/2022,3802696,Yunis Abdelhamid,Stade de Reims,4,0.138,4.0,0.0,0.035,11.0,372.0,0.033,27.6
2021/2022,3813279,Ariday Cabrera Suárez,Odisha,4,0.122,4.0,0.0,0.03,11.0,332.0,0.033,35.83
2021/2022,3817889,Samik Mitra,Chennaiyin,4,0.129,6.0,0.0,0.032,9.0,352.0,0.033,20.62
2021/2022,3802683,Djibril Sidibé,AS Monaco,4,0.133,4.0,0.0,0.033,7.0,360.0,0.033,19.18
2022,3857261,Joe Allen,Wales,3,0.086,3.0,0.0,0.029,5.0,237.0,0.033,41.34
2021/2022,3802839,Andrei Girotto,Nantes,2,0.069,2.0,0.0,0.035,5.0,188.0,0.033,2.92
2021/2022,3817902,Sanjeev Stalin,Kerala Blasters,6,0.211,6.0,0.0,0.035,16.0,570.0,0.033,33.2
2021/2022,3802709,Arnaud Nordin,Saint-Étienne,2,0.047,2.0,0.0,0.024,3.0,130.0,0.033,6.18
2021/2022,3813269,Víctor Mongil Adeva,Odisha,1,0.032,1.0,0.0,0.032,2.0,91.0,0.032,5.6
2021/2022,3817890,Suhair Vadakkepeedika,NorthEast United,4,0.133,6.0,0.0,0.033,11.0,372.0,0.032,28.51
2022,3857254,Yassine Meriah,Tunisia,3,0.105,4.0,0.0,0.035,11.0,291.0,0.032,10.8
2022,3869152,Hugo Lloris,France,3,0.105,3.0,0.0,0.035,4.0,294.0,0.032,9.39
2021/2022,3813309,Mirlan Murzaev,Chennaiyin,4,0.117,4.0,0.0,0.029,12.0,332.0,0.032,12.54
2021/2022,3802752,Maxence Caqueret,Lyon,8,0.261,8.0,0.0,0.033,22.0,736.0,0.032,38.6
2021/2022,3817871,Mohammed Irshad,NorthEast United,2,0.059,2.0,0.0,0.029,3.0,168.0,0.032,19.41
2021/2022,3813292,Adrián Nicolás Luna Retamar,Kerala Blasters,8,0.27,8.0,0.0,0.034,16.0,752.0,0.032,92.61
2021/2022,3817879,Konsham Chinglensana Singh,Hyderabad,7,0.231,7.0,0.0,0.033,22.0,658.0,0.032,19.06
2021/2022,3813315,Devendra Dhaku Murgaokar,Goa,1,0.022,1.0,0.0,0.022,4.0,61.0,0.032,2.87
2021/2022,3817881,Prabhushkan Singh Gill,Kerala Blasters,2,0.067,2.0,0.0,0.034,2.0,186.0,0.032,23.82
2021/2022,3817881,Álvaro Vázquez García,Kerala Blasters,4,0.121,4.0,0.0,0.03,6.0,340.0,0.032,43.02
2021/2022,3817889,Subhasish Bose,ATK Mohun Bagan,3,0.092,3.0,1.0,0.031,8.0,255.0,0.032,34.75
2021/2022,3817870,Brandon Fernandes,Goa,5,0.158,5.0,0.0,0.032,9.0,450.0,0.032,6.62
2021/2022,3813278,Narayan Das,Chennaiyin,3,0.083,3.0,0.0,0.028,5.0,237.0,0.032,12.75
2021/2022,3813316,Gurjinder Kumar,NorthEast United,2,0.067,2.0,1.0,0.033,3.0,190.0,0.032,5.24
2021/2022,3802818,Quentin Boisgard,Lorient,1,0.005,1.0,0.0,0.005,2.0,14.0,0.032,0.8
2021/2022,3813302,Pawan Kumar,Jamshedpur,3,0.1,3.0,0.0,0.033,5.0,282.0,0.032,3.19
2021/2022,3817851,Sahil Panwar,Odisha,2,0.067,2.0,0.0,0.033,4.0,188.0,0.032,10.12
2021/2022,3817856,Amrinder Singh,ATK Mohun Bagan,7,0.24,7.0,0.0,0.034,17.0,665.0,0.032,28.31
2022,3869253,Woo-Young Jung,South Korea,2,0.035,2.0,0.0,0.017,5.0,98.0,0.032,10.15
2022,3857273,Seyed Majid Hosseini,Iran,5,0.17,8.0,1.0,0.034,8.0,485.0,0.032,15.57
2022,3857294,Akram Hassan Afif,Qatar,4,0.128,4.0,0.0,0.032,8.0,360.0,0.032,89.06
2022,3857288,Aaron Mooy,Australia,4,0.129,4.0,0.0,0.032,14.0,368.0,0.032,35.93
2022,3857289,Damián Emiliano Martínez,Argentina,1,0.034,1.0,1.0,0.034,1.0,96.0,0.032,10.45
2022,3857272,Jack Grealish,England,1,0.009,1.0,0.0,0.009,4.0,25.0,0.032,2.04
2021/2022,3813299,Souvik Chakrabarti,Hyderabad,6,0.183,6.0,1.0,0.03,8.0,516.0,0.032,59.94
2021/2022,3813302,Imran Khan,NorthEast United,2,0.054,2.0,0.0,0.027,4.0,154.0,0.032,3.5
2021/2022,3813302,Mathias Coureur,NorthEast United,3,0.083,3.0,0.0,0.028,5.0,231.0,0.032,5.38
2022,3857261,Chris Mepham,Wales,2,0.066,2.0,0.0,0.033,4.0,184.0,0.032,31.73
2021/2022,3813277,Serigne Mourtada Fall,Mumbai City,3,0.099,3.0,0.0,0.033,6.0,279.0,0.032,8.32
2021/2022,3813303,Dheeraj Singh Moirangthem,Goa,2,0.066,2.0,1.0,0.033,6.0,184.0,0.032,7.15
2021/2022,3817900,Rehnesh Thumbirumbu Paramba,Jamshedpur,3,0.1,3.0,0.0,0.033,4.0,279.0,0.032,3.3
2021/2022,3802683,Gelson Dany Batalha Martins,AS Monaco,5,0.145,5.0,0.0,0.029,16.0,405.0,0.032,20.91
2021/2022,3813287,Deepak Tangri,ATK Mohun Bagan,3,0.097,4.0,0.0,0.032,3.0,279.0,0.031,4.91
2022,3857254,Dylan Daniel Mahmoud Bronn,Tunisia,3,0.097,4.0,0.0,0.032,14.0,279.0,0.031,9.97
2021/2022,3813309,Lallianzuala Chhangte,Chennaiyin,2,0.062,2.0,0.0,0.031,11.0,178.0,0.031,6.64
2022,3857295,Joel Nathaniel Campbell Samuels,Costa Rica,2,0.065,3.0,0.0,0.032,6.0,188.0,0.031,35.11
2021/2022,3813280,Naorem Mahesh Singh,East Bengal,1,0.032,1.0,0.0,0.032,2.0,93.0,0.031,3.12
2022,3857283,Thibaut Courtois,Belgium,3,0.096,3.0,0.0,0.032,7.0,282.0,0.031,14.94
2021/2022,3817866,Mehtab Singh,Mumbai City,5,0.164,5.0,0.0,0.033,9.0,475.0,0.031,10.34
2021/2022,3817881,Yendrembam Denechandra Meitei,Kerala Blasters,2,0.038,2.0,0.0,0.019,2.0,110.0,0.031,13.51
2022,3869321,Frenkie de Jong,Netherlands,2,0.08,2.0,1.0,0.04,3.0,234.0,0.031,1.78
2021/2022,3813316,Subhasish Roy Chowdhury,NorthEast United,2,0.064,2.0,0.0,0.032,3.0,186.0,0.031,5.0
2021/2022,3813311,Mirlan Murzaev,Chennaiyin,4,0.122,4.0,0.0,0.031,6.0,352.0,0.031,24.1
2021/2022,3817855,Jorge Rolando Pereyra Díaz,Kerala Blasters,8,0.266,9.0,1.0,0.033,18.0,784.0,0.031,33.96
2021/2022,3813316,Khassa Camara,NorthEast United,5,0.159,5.0,1.0,0.032,11.0,460.0,0.031,12.43
2022,3857262,Jin-Su Kim,South Korea,2,0.067,2.0,0.0,0.033,4.0,192.0,0.031,4.79
2021/2022,3817896,Ariday Cabrera Suárez,Odisha,2,0.044,2.0,0.0,0.022,3.0,126.0,0.031,3.39
2021/2022,3817862,Arshdeep Singh Saini,Odisha,2,0.062,2.0,0.0,0.031,3.0,182.0,0.031,11.54
2022,3869253,In-Beom Hwang,South Korea,2,0.044,2.0,0.0,0.022,6.0,128.0,0.031,12.76
2022,3869151,Damián Emiliano Martínez,Argentina,1,0.033,1.0,0.0,0.033,4.0,96.0,0.031,2.49
2021/2022,3817886,Ayush Adhikari,Kerala Blasters,6,0.143,6.0,0.0,0.024,15.0,414.0,0.031,10.09
2021/2022,3813298,Jitendra Singh,Jamshedpur,4,0.13,4.0,0.0,0.033,11.0,376.0,0.031,11.8
2021/2022,3802948,Vincent Pajot,Metz,2,0.064,2.0,0.0,0.032,7.0,188.0,0.031,13.4
2022,3869117,Matthew Charles Turner,United States,1,0.031,1.0,0.0,0.031,1.0,91.0,0.031,2.01
2021/2022,3817881,Rehnesh Thumbirumbu Paramba,Jamshedpur,2,0.066,2.0,0.0,0.033,2.0,190.0,0.031,3.28
