season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2021/2022,3813285,Jayesh Dilip Rane,Bengaluru,1,0.606,0.303,8.0,84.0,0.65
2021/2022,3802643,Thilo Kehrer,Paris Saint-Germain,1,0.036,0.036,5.0,5.0,0.65
2021/2022,3817860,Sahil Tavora,Hyderabad,2,0.706,0.353,3.0,98.0,0.648
2021/2022,3817882,Edwin Sydney Vanspaul,Chennaiyin,1,0.179,0.179,2.0,25.0,0.646
2022,3869117,Jesus Ferreira,United States,1,0.32,0.32,1.0,45.0,0.639
2022,3857259,Nemanja Radonjić,Serbia,1,0.113,0.113,2.0,16.0,0.638
2021/2022,3813264,Roy Krishna,ATK Mohun Bagan,1,0.163,0.163,5.0,23.0,0.637
2021/2022,3817900,Syed Suhail Pasha,Chennaiyin,1,0.042,0.042,4.0,6.0,0.635
2022,3857270,Edinson Roberto Cavani Gómez,Uruguay,1,0.494,0.494,1.0,70.0,0.635
2022,3857260,Raúl Alonso Jiménez Rodríguez,Mexico,1,0.282,0.141,4.0,40.0,0.635
2021/2022,3813273,Lalruatthara Lalruatthara,Odisha,3,0.698,0.233,5.0,99.0,0.634
2022,3857285,Memphis Depay,Netherlands,2,0.737,0.246,6.0,105.0,0.632
2021/2022,3817868,Syed Suhail Pasha,Chennaiyin,1,0.098,0.049,12.0,14.0,0.628
2021/2022,3802818,Sergio Ramos García,Paris Saint-Germain,1,0.131,0.131,1.0,19.0,0.622
2021/2022,3813290,Joel Joseph Chianese,Hyderabad,1,0.214,0.214,2.0,31.0,0.622
2022,3857290,Ruben Vargas,Switzerland,1,0.552,0.552,1.0,80.0,0.621
2022,3857271,Ali Gholizadeh,Iran,1,0.351,0.351,2.0,51.0,0.62
2022,3857263,Leroy Sané,Germany,1,0.164,0.164,2.0,24.0,0.617
2022,3857301,Pape Matar Sarr,Senegal,1,0.116,0.116,2.0,17.0,0.615
2022,3857268,Jonathan Osorio,Canada,2,0.178,0.089,6.0,26.0,0.615
2021/2022,3817876,Mirlan Murzaev,Chennaiyin,1,0.137,0.137,2.0,20.0,0.615
2021/2022,3813305,Harmanjot Singh Khabra,Kerala Blasters,1,0.299,0.299,1.0,44.0,0.612
2022,3869420,Frederico Rodrigues Santos,Brazil,1,0.101,0.101,1.0,15.0,0.608
2021/2022,3813273,Paul Ramfangzauva,Odisha,3,0.791,0.264,4.0,117.0,0.608
2021/2022,3817854,Banana Yaya,Bengaluru,1,0.208,0.208,2.0,31.0,0.603
2022,3869321,Rodrigo Javier De Paul,Argentina,1,0.434,0.434,2.0,65.0,0.602
2022,3857259,Marko Grujić,Serbia,1,0.113,0.113,4.0,17.0,0.601
2021/2022,3817902,Wahengbam Angousana Luwang,East Bengal,1,0.21,0.105,2.0,32.0,0.592
2021/2022,3802699,Nuno Mendes,Paris Saint-Germain,4,0.73,0.182,7.0,112.0,0.586
2021/2022,3817882,Francisco José Sota Bernard,East Bengal,1,0.097,0.097,8.0,15.0,0.582
2022,3857278,Ali Karimi,Iran,2,0.697,0.348,6.0,108.0,0.581
2021/2022,3817882,Mirlan Murzaev,Chennaiyin,1,0.179,0.179,4.0,28.0,0.577
2022,3857297,Jakub Kamiński,Poland,3,0.649,0.216,5.0,102.0,0.572
2021/2022,3802690,Thomas Monconduit,Lorient,1,0.564,0.564,1.0,89.0,0.571
2022,3869118,Famara Diedhiou,Senegal,1,0.108,0.108,3.0,17.0,0.569
2021/2022,3817848,Leander D''Cunha,Goa,3,0.17,0.057,9.0,27.0,0.568
2021/2022,3813305,Mohammad Yasir,Hyderabad,1,0.114,0.114,2.0,18.0,0.568
2021/2022,3817871,Seityasen Singh,Hyderabad,3,0.452,0.151,7.0,72.0,0.565
2022,3857260,Kevin Nahin Álvarez Campos,Mexico,1,0.063,0.063,2.0,10.0,0.563
2022,3869420,Lovro Majer,Croatia,1,0.1,0.1,1.0,16.0,0.561
2022,3857278,Saman Ghoddos,Iran,1,0.305,0.305,2.0,49.0,0.561
2022,3869151,Fran Karačić,Australia,2,0.311,0.156,8.0,50.0,0.56
2021/2022,3817865,Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,1,0.292,0.292,1.0,47.0,0.559
2022,3857290,Ricardo Iván Rodríguez Araya,Switzerland,1,0.552,0.552,5.0,89.0,0.558
2021/2022,3813297,Rochharzela Rochharzela,NorthEast United,1,0.484,0.161,9.0,78.0,0.558
2021/2022,3817872,Liridon Krasniqi,Odisha,1,0.179,0.179,2.0,29.0,0.556
2021/2022,3813290,Eduardo García Martín,Hyderabad,3,1.148,0.383,5.0,186.0,0.555
2021/2022,3827335,Ayush Adhikari,Kerala Blasters,3,0.981,0.327,5.0,159.0,0.555
2021/2022,3802948,Boubacar Traore,Metz,1,0.338,0.338,2.0,55.0,0.553
2021/2022,3817868,Khumanthem Ninthoinganba Meetei,Chennaiyin,1,0.098,0.049,2.0,16.0,0.55
2022,3869685,Gonzalo Ariel Montiel,Argentina,2,0.612,0.204,7.0,102.0,0.54
2022,3857274,Michael Steveen Estrada Martínez,Ecuador,1,0.872,0.436,2.0,146.0,0.537
2021/2022,3802685,Idrissa Gana Gueye,Paris Saint-Germain,2,0.263,0.131,4.0,44.0,0.537
2021/2022,3802907,Angel Gomes,Lille,1,0.125,0.125,4.0,21.0,0.536
2021/2022,3817868,Germanpreet Singh,Chennaiyin,3,0.66,0.22,6.0,111.0,0.535
2022,3857256,Dušan Vlahović,Serbia,1,0.547,0.273,2.0,92.0,0.535
2021/2022,3817876,Edwin Sydney Vanspaul,Chennaiyin,1,0.137,0.137,4.0,23.0,0.535
2022,3857290,Nico Elvedi,Switzerland,1,0.552,0.552,2.0,93.0,0.534
2021/2022,3813314,Chencho Gyeltshen,Kerala Blasters,1,0.101,0.101,2.0,17.0,0.533
2021/2022,3817898,Makan Winkle Chote,Goa,2,0.873,0.437,10.0,150.0,0.524
2022,3857290,Manuel Obafemi Akanji,Switzerland,1,0.552,0.552,4.0,95.0,0.523
2022,3857290,Granit Xhaka,Switzerland,1,0.552,0.552,2.0,95.0,0.523
2021/2022,3802643,Ibrahima Sissoko,Strasbourg,2,0.433,0.144,12.0,75.0,0.52
2021/2022,3813318,Patrick Flottmann,NorthEast United,1,0.531,0.531,1.0,92.0,0.519
2022,3857278,Matthew Charles Turner,United States,1,0.53,0.53,2.0,92.0,0.519
2021/2022,3817869,Udanta Kumam Singh,Bengaluru,1,0.178,0.178,2.0,31.0,0.518
2021/2022,3817873,Deshorn Brown,NorthEast United,1,0.121,0.121,1.0,21.0,0.518
2022,3857277,Mateo Kovačić,Croatia,1,0.448,0.448,5.0,78.0,0.517
2021/2022,3813304,Rohit Danu,Hyderabad,1,0.252,0.252,1.0,44.0,0.516
2022,3857278,Ahmad Nourollahi,Iran,1,0.391,0.391,4.0,69.0,0.51
2021/2022,3802984,Dennis Appiah,Nantes,4,1.813,0.259,28.0,322.0,0.507
2021/2022,3817899,Jordan Murray,Jamshedpur,2,0.281,0.14,6.0,50.0,0.506
2021/2022,3802685,Georginio Wijnaldum,Paris Saint-Germain,3,0.472,0.118,5.0,84.0,0.506
2022,3869118,Jack Grealish,England,1,0.146,0.146,2.0,26.0,0.505
2022,3857292,Kai Havertz,Germany,5,1.293,0.185,14.0,231.0,0.504
2021/2022,3817886,Gani Ahmed Nigam,NorthEast United,1,0.033,0.033,2.0,6.0,0.502
2022,3857254,Mikkel Damsgaard,Denmark,2,0.868,0.289,4.0,156.0,0.501
2021/2022,3817859,Marcelo Leite Pereira,NorthEast United,1,0.546,0.273,10.0,98.0,0.501
2021/2022,3813300,Isaac Vanmalsawma Chhakchhuak,Odisha,3,0.814,0.271,12.0,147.0,0.498
2021/2022,3813295,Lalhrezuala Sailung,Odisha,1,0.504,0.504,4.0,91.0,0.498
2021/2022,3813267,Princeton Rebello,Goa,1,0.06,0.06,2.0,11.0,0.494
2021/2022,3817859,Imran Khan,NorthEast United,2,1.013,0.507,5.0,186.0,0.49
2021/2022,3813307,Eli Sabia Filho,Jamshedpur,1,0.033,0.033,6.0,6.0,0.489
2022,3857293,Rodrigo Bentancur Colmán,Uruguay,2,0.325,0.163,4.0,60.0,0.488
2021/2022,3813285,Eduardo Bedia Peláez,Goa,1,0.515,0.515,1.0,95.0,0.488
2021/2022,3802904,Nuno Mendes,Paris Saint-Germain,2,0.893,0.446,4.0,166.0,0.484
2021/2022,3813293,Danish Farooq Bhat,Bengaluru,2,0.118,0.059,4.0,22.0,0.483
2021/2022,3817872,Jonathas Cristian de Jesus,Odisha,2,1.012,0.337,3.0,189.0,0.482
2021/2022,3802793,Marco Verratti,Paris Saint-Germain,3,0.499,0.166,5.0,93.0,0.482
2022,3857260,Carlos Alberto Rodríguez Gómez,Mexico,3,0.407,0.102,6.0,76.0,0.481
2021/2022,3802709,Mauro Emanuel Icardi Rivero,Paris Saint-Germain,1,0.043,0.043,2.0,8.0,0.48
2021/2022,3817870,Hormipam Ruivah,Kerala Blasters,1,0.053,0.053,3.0,10.0,0.48
2022,3857300,Nicolás Alejandro Tagliafico,Argentina,2,1.121,0.374,6.0,210.0,0.48
2022,3857268,Youri Tielemans,Belgium,1,0.25,0.25,5.0,47.0,0.479
2021/2022,3817848,Nongdamba Singh Naorem,Goa,1,0.042,0.042,2.0,8.0,0.478
2021/2022,3813271,Adrián Nicolás Luna Retamar,Kerala Blasters,2,0.624,0.312,5.0,118.0,0.476
2021/2022,3817868,Suresh Singh Wangjam,Bengaluru,3,0.886,0.295,5.0,168.0,0.475
2021/2022,3817867,Raynier Fernandes,Mumbai City,2,0.285,0.142,4.0,54.0,0.474
2021/2022,3817879,Keisham Reagan Singh,Chennaiyin,1,0.016,0.016,3.0,3.0,0.472
2022,3857278,Ali Gholizadeh,Iran,1,0.391,0.391,2.0,75.0,0.47
2021/2022,3817865,Liridon Krasniqi,Odisha,2,0.373,0.187,4.0,72.0,0.466
2021/2022,3802683,Ander Herrera Agüera,Paris Saint-Germain,1,0.057,0.057,3.0,11.0,0.465
2021/2022,3802683,Leandro Daniel Paredes,Paris Saint-Germain,1,0.057,0.057,3.0,11.0,0.465
2021/2022,3803000,Arthur Desmas,Clermont Foot,2,0.897,0.448,6.0,174.0,0.464
2021/2022,3817868,Rohit Kumar,Bengaluru,4,0.969,0.242,7.0,188.0,0.464
2021/2022,3813302,Ngasepam Tondonba Singh,NorthEast United,2,0.98,0.49,2.0,190.0,0.464
2021/2022,3827335,Nishu Kumar Tashni,Kerala Blasters,2,0.545,0.273,4.0,106.0,0.463
2021/2022,3817848,Alexander Romario Jesuraj,Goa,1,0.093,0.093,2.0,18.0,0.463
2021/2022,3817848,Deepak Tangri,ATK Mohun Bagan,1,0.448,0.448,2.0,88.0,0.459
2022,3857281,Mario Pašalić,Croatia,1,0.046,0.046,6.0,9.0,0.456
2021/2022,3813282,Seityasen Singh,Kerala Blasters,2,0.101,0.051,3.0,20.0,0.456
2022,3857281,Lovro Majer,Croatia,1,0.046,0.046,2.0,9.0,0.456
2021/2022,3813287,David Joel Williams,ATK Mohun Bagan,1,0.025,0.025,1.0,5.0,0.455
2021/2022,3817864,Vinit Rai Chamling,Mumbai City,1,0.055,0.055,2.0,11.0,0.452
2021/2022,3813312,Cássio Gabriel Vilela Ferreira,Mumbai City,2,1.257,0.419,14.0,252.0,0.449
2021/2022,3817871,Souvik Chakrabarti,Hyderabad,2,1.122,0.374,5.0,225.0,0.449
2021/2022,3827338,José Luis Espinosa Arroyo,ATK Mohun Bagan,3,0.909,0.303,14.0,183.0,0.447
2021/2022,3817898,Nongdamba Singh Naorem,Goa,2,0.209,0.104,3.0,42.0,0.447
2021/2022,3817896,Liridon Krasniqi,Odisha,2,0.297,0.148,8.0,60.0,0.445
2021/2022,3803000,Saîf-Eddine Khaoui,Clermont Foot,3,0.92,0.307,4.0,189.0,0.438
2021/2022,3802839,Juan Bernat Velasco,Paris Saint-Germain,3,1.08,0.36,9.0,222.0,0.438
2022,3857298,Tariq Lamptey,Ghana,1,0.155,0.155,1.0,32.0,0.437
2021/2022,3817892,Nandhakumar Sekar,Odisha,1,0.126,0.063,4.0,26.0,0.436
2021/2022,3817901,Laldinliana Renthlei,Jamshedpur,3,1.257,0.419,4.0,261.0,0.434
2022,3857255,Junya Ito,Japan,2,0.906,0.453,2.0,188.0,0.434
2021/2022,3813300,Nishu Kumar Tashni,Kerala Blasters,1,0.29,0.145,2.0,60.0,0.434
2021/2022,3802699,Colin Dagba,Paris Saint-Germain,2,0.27,0.135,6.0,56.0,0.434
2021/2022,3817865,Isaac Vanmalsawma Chhakchhuak,Odisha,3,0.866,0.289,9.0,180.0,0.433
2022,3857265,Matty Cash,Poland,1,0.885,0.443,2.0,184.0,0.433
2022,3857288,Mohamed Dräger,Tunisia,1,0.235,0.235,3.0,49.0,0.431
2022,3857293,Luis Alberto Suárez Díaz,Uruguay,3,1.242,0.31,9.0,260.0,0.43
2021/2022,3817894,Saviour Gama,Goa,4,0.42,0.105,10.0,88.0,0.43
2022,3857277,Marcelo Brozović,Croatia,1,0.448,0.448,9.0,94.0,0.429
2021/2022,3813291,Prabir Das,ATK Mohun Bagan,1,0.067,0.067,1.0,14.0,0.428
2022,3857294,Memphis Depay,Netherlands,3,1.232,0.308,11.0,260.0,0.426
2021/2022,3817896,Víctor Mongil Adeva,Odisha,2,0.884,0.442,5.0,188.0,0.423
2021/2022,3827767,Ayush Adhikari,Kerala Blasters,1,0.117,0.117,2.0,25.0,0.423
2021/2022,3813267,Aibanbha Kupar Dohling,Goa,2,0.781,0.39,4.0,166.0,0.423
2022,3857265,Krystian Bielik,Poland,3,0.956,0.239,8.0,204.0,0.422
2021/2022,3802839,Neymar da Silva Santos Junior,Paris Saint-Germain,2,1.028,0.343,19.0,219.0,0.422
2021/2022,3817855,Roy Krishna,ATK Mohun Bagan,3,0.323,0.108,6.0,69.0,0.421
2021/2022,3817852,Mohammad Nawaz,Mumbai City,2,0.878,0.439,4.0,188.0,0.42
