season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2021/2022,3817873,Prabir Das,ATK Mohun Bagan,2,0.146,0.073,4.0,88.0,0.15
2022,3869118,Kalidou Koulibaly,Senegal,4,0.75,0.15,13.0,450.0,0.15
2021/2022,3817867,Amey Ganesh Ranawade,Mumbai City,2,0.306,0.153,3.0,184.0,0.15
2021/2022,3802984,Neymar da Silva Santos Junior,Paris Saint-Germain,5,1.008,0.112,38.0,603.0,0.15
2021/2022,3802802,Predrag Rajković,Stade de Reims,1,0.15,0.15,1.0,90.0,0.15
2022,3857285,Andries Noppert,Netherlands,2,0.489,0.163,5.0,294.0,0.15
2021/2022,3813297,Ajith Kumar,Bengaluru,4,0.629,0.157,8.0,376.0,0.15
2022,3857257,Andreas Evald Cornelius,Denmark,1,0.037,0.037,7.0,22.0,0.15
2021/2022,3827335,PC Laldinpuia,Jamshedpur,2,0.33,0.11,8.0,198.0,0.15
2021/2022,3817887,Vignesh Dakshinamurthy,Mumbai City,1,0.068,0.068,6.0,41.0,0.15
2022,3869152,Aurélien Djani Tchouaméni,France,5,0.542,0.108,33.0,325.0,0.15
2021/2022,3813297,Suhair Vadakkepeedika,NorthEast United,1,0.103,0.103,2.0,62.0,0.15
2021/2022,3813308,Devendra Dhaku Murgaokar,Goa,1,0.119,0.119,4.0,72.0,0.149
2021/2022,3813313,Carl Gerard McHugh,ATK Mohun Bagan,6,1.055,0.151,30.0,637.0,0.149
2021/2022,3802907,Kylian Mbappé Lottin,Paris Saint-Germain,6,1.053,0.15,16.0,637.0,0.149
2021/2022,3802902,Idrissa Gana Gueye,Paris Saint-Germain,1,0.076,0.076,4.0,46.0,0.149
2022,3869552,Yassine Bounou,Morocco,2,0.631,0.158,7.0,380.0,0.149
2021/2022,3802984,Thilo Kehrer,Paris Saint-Germain,6,1.39,0.154,21.0,837.0,0.149
2021/2022,3813308,Nongdamba Singh Naorem,Goa,1,0.119,0.119,1.0,72.0,0.149
2022,3857262,Cristiano Ronaldo dos Santos Aveiro,Portugal,4,0.529,0.106,11.0,320.0,0.149
2021/2022,3813290,Laldanmawia Ralte,NorthEast United,1,0.125,0.125,2.0,76.0,0.149
2021/2022,3813300,Jeakson Singh Thaunaojam,Kerala Blasters,5,0.933,0.155,22.0,564.0,0.149
2022,3857292,Bryan Oviedo,Costa Rica,1,0.141,0.141,2.0,85.0,0.149
2022,3857300,Marcos Javier Acuña,Argentina,4,0.218,0.055,6.0,132.0,0.149
2022,3869486,Hakim Ziyech,Morocco,2,0.261,0.13,3.0,158.0,0.149
2022,3869151,Mathew Ryan,Australia,2,0.311,0.156,7.0,188.0,0.149
2021/2022,3813290,Rochharzela Rochharzela,NorthEast United,1,0.025,0.025,2.0,15.0,0.149
2021/2022,3817901,Lalengmawia Ralte,Mumbai City,7,1.565,0.156,25.0,950.0,0.148
2021/2022,3813294,Vishal Kaith,Chennaiyin,3,0.464,0.155,3.0,282.0,0.148
2021/2022,3813294,Slavko Damjanović,Chennaiyin,3,0.464,0.155,4.0,282.0,0.148
2021/2022,3813285,Cleiton Augusto Oliveira Silva,Bengaluru,4,0.759,0.152,9.0,460.0,0.148
2022,3857279,Aurélien Djani Tchouaméni,France,8,1.505,0.125,79.0,912.0,0.148
2022,3869253,Marcos Aoás Corrêa,Brazil,6,1.223,0.153,24.0,744.0,0.148
2021/2022,3813264,Hitesh Sharma,Hyderabad,6,0.562,0.094,12.0,342.0,0.148
2022,3857288,Aïssa Bilal Laïdouni,Tunisia,3,0.323,0.108,10.0,198.0,0.147
2021/2022,3813272,Asish Rai,Hyderabad,3,0.508,0.127,5.0,312.0,0.147
2021/2022,3813282,Mehtab Singh,Mumbai City,3,0.196,0.065,7.0,120.0,0.147
2022,3857297,Grzegorz Krychowiak,Poland,2,0.287,0.144,2.0,176.0,0.147
2021/2022,3817880,Isaac Vanmalsawma Chhakchhuak,Odisha,5,0.579,0.116,13.0,355.0,0.147
2021/2022,3802643,Alexander Djiku,Strasbourg,5,0.882,0.147,16.0,540.0,0.147
2021/2022,3817855,Joni Ensio Kauko,ATK Mohun Bagan,6,1.097,0.157,19.0,672.0,0.147
2021/2022,3813280,Keisham Reagan Singh,Chennaiyin,5,1.203,0.15,23.0,736.0,0.147
2022,3857293,Diego Nicolás De La Cruz Arcosa,Uruguay,2,0.11,0.055,4.0,68.0,0.146
2022,3857296,Marko Livaja,Croatia,1,0.102,0.102,2.0,63.0,0.146
2021/2022,3802709,Thilo Kehrer,Paris Saint-Germain,3,0.219,0.073,5.0,135.0,0.146
2021/2022,3813302,Suhair Vadakkepeedika,NorthEast United,1,0.145,0.145,1.0,89.0,0.146
2021/2022,3813284,Boris Singh Thangjam,Jamshedpur,2,0.14,0.07,4.0,86.0,0.146
2022,3857296,Thomas Meunier,Belgium,8,1.394,0.139,37.0,860.0,0.146
2022,3857290,Bryan Mbeumo,Cameroon,2,0.258,0.129,2.0,160.0,0.145
2021/2022,3813306,Imran Khan,NorthEast United,6,0.877,0.146,13.0,546.0,0.145
2021/2022,3817871,Juan Antonio González Fernández,Hyderabad,3,0.444,0.148,8.0,276.0,0.145
2021/2022,3817882,Vladimir Koman Jr.,Chennaiyin,2,0.213,0.106,6.0,132.0,0.145
2022,3857271,Declan Rice,England,6,0.918,0.153,24.0,570.0,0.145
2021/2022,3817849,Alan Henrique Costa,Bengaluru,1,0.153,0.153,1.0,95.0,0.145
2021/2022,3817885,Serigne Mourtada Fall,Mumbai City,3,0.443,0.148,9.0,276.0,0.145
2021/2022,3802696,Keylor Navas Gamboa,Paris Saint-Germain,3,0.458,0.153,5.0,285.0,0.145
2022,3869354,Marcus Rashford,England,1,0.024,0.024,1.0,15.0,0.145
2022,3857269,Lucas Tolentino Coelho de Lima,Brazil,4,0.29,0.073,16.0,180.0,0.145
2021/2022,3813313,Liston Colaco,ATK Mohun Bagan,5,0.729,0.146,9.0,455.0,0.144
2021/2022,3813278,Jeakson Singh Thaunaojam,Kerala Blasters,3,0.738,0.148,16.0,460.0,0.144
2021/2022,3813290,Mashoor Shereef Thangalakath,NorthEast United,2,0.15,0.075,4.0,94.0,0.144
2021/2022,3802837,Zaydou Youssouf,Saint-Étienne,2,0.15,0.075,4.0,94.0,0.144
2021/2022,3817893,Wahengbam Angousana Luwang,East Bengal,3,0.077,0.026,13.0,48.0,0.144
2021/2022,3817897,João Victor de Albuquerque Bruno,Hyderabad,5,0.923,0.154,17.0,576.0,0.144
2021/2022,3813317,Amarjit Singh Kiyam Singh,East Bengal,2,0.102,0.051,9.0,64.0,0.144
2021/2022,3802699,Marcos Aoás Corrêa,Paris Saint-Germain,6,0.834,0.139,21.0,522.0,0.144
2021/2022,3813291,Tomislav Mrčela,East Bengal,1,0.075,0.075,1.0,47.0,0.144
2022,3857275,Ousmane Dembélé,France,3,0.154,0.039,6.0,96.0,0.144
2021/2022,3802643,Jean-Ricner Bellegarde,Strasbourg,4,0.753,0.151,11.0,470.0,0.144
2022,3857299,Gideon Mensah,Ghana,2,0.275,0.138,16.0,172.0,0.144
2021/2022,3817898,Iván Garrido González,Goa,8,1.191,0.149,23.0,744.0,0.144
2021/2022,3813293,Prince Vinny Ibara Doniama,Bengaluru,1,0.299,0.149,2.0,188.0,0.143
2021/2022,3802948,Presnel Kimpembe,Paris Saint-Germain,7,1.047,0.15,23.0,658.0,0.143
2021/2022,3817897,Lalthathanga Khawlhring,Kerala Blasters,4,0.574,0.143,9.0,360.0,0.143
2021/2022,3802709,Adil Aouchiche,Saint-Étienne,1,0.03,0.03,2.0,19.0,0.143
2021/2022,3813306,Subhasish Bose,ATK Mohun Bagan,6,0.885,0.147,15.0,558.0,0.143
2021/2022,3813301,Sehnaj Singh,NorthEast United,1,0.125,0.125,5.0,79.0,0.143
2021/2022,3802709,Romain Hamouma,Saint-Étienne,3,0.167,0.056,13.0,105.0,0.143
2021/2022,3802676,Idrissa Gana Gueye,Paris Saint-Germain,6,1.02,0.128,17.0,640.0,0.143
2021/2022,3813295,Isaac Vanmalsawma Chhakchhuak,Odisha,4,0.59,0.148,10.0,372.0,0.143
2021/2022,3802643,Gerzino Nyamsi,Strasbourg,4,0.725,0.145,15.0,455.0,0.143
2021/2022,3813269,Nerijus Valskis,Jamshedpur,3,0.591,0.148,6.0,372.0,0.143
2022,3857266,Christian Nørgaard,Denmark,1,0.014,0.014,6.0,9.0,0.142
2021/2022,3813280,Lallianzuala Chhangte,Chennaiyin,4,0.716,0.143,8.0,455.0,0.142
2021/2022,3817863,Princeton Rebello,Goa,6,0.689,0.115,19.0,438.0,0.142
2022,3857278,Ramin Rezaeian,Iran,2,0.312,0.156,3.0,198.0,0.142
2022,3857283,Eden Hazard,Belgium,2,0.186,0.093,6.0,118.0,0.142
2021/2022,3813314,Soraisham Sandeep Singh,Kerala Blasters,2,0.091,0.046,4.0,58.0,0.142
2022,3857279,Lucas Hernández Pi,France,1,0.019,0.019,1.0,12.0,0.142
2022,3869152,Ousmane Dembélé,France,4,0.474,0.119,13.0,300.0,0.142
2021/2022,3802643,Frédéric Guilbert,Strasbourg,4,0.512,0.128,9.0,324.0,0.142
2022,3857274,Pervis Josué Estupiñán Tenorio,Ecuador,6,1.047,0.15,9.0,665.0,0.142
2022,3857292,Óscar Esau Duarte Gaitán,Costa Rica,1,0.141,0.141,2.0,90.0,0.141
2022,3857261,Harry Wilson,Wales,1,0.025,0.025,1.0,16.0,0.141
2021/2022,3813269,Greg Stewart,Jamshedpur,4,0.735,0.147,7.0,470.0,0.141
2021/2022,3817872,Pratik Prabhakar Chaudhari,Bengaluru,3,0.593,0.148,15.0,380.0,0.141
2021/2022,3813267,Devendra Dhaku Murgaokar,Goa,3,0.356,0.119,6.0,228.0,0.141
2021/2022,3802837,Lucas Calodat,Saint-Étienne,1,0.006,0.006,4.0,4.0,0.141
2022,3857268,Thomas Meunier,Belgium,2,0.151,0.075,3.0,96.0,0.141
2021/2022,3813302,Ricky Lallawmawma,Jamshedpur,7,0.854,0.122,13.0,546.0,0.141
2022,3869118,Declan Rice,England,1,0.146,0.146,3.0,93.0,0.141
2021/2022,3802795,Juan Bernat Velasco,Paris Saint-Germain,4,0.521,0.13,14.0,332.0,0.141
2022,3857279,Hugo Lloris,France,6,1.044,0.149,12.0,665.0,0.141
2021/2022,3817884,João Victor de Albuquerque Bruno,Hyderabad,2,0.343,0.114,9.0,219.0,0.141
2021/2022,3813278,Slavko Damjanović,Chennaiyin,2,0.286,0.143,4.0,182.0,0.141
2022,3857269,Frederico Rodrigues Santos,Brazil,3,0.261,0.087,6.0,168.0,0.14
2022,3857279,Kylian Mbappé Lottin,France,7,1.495,0.15,40.0,960.0,0.14
2021/2022,3813300,Marko Lešković,Kerala Blasters,4,0.73,0.146,15.0,470.0,0.14
2021/2022,3813307,Ritwik Kumar Das,Jamshedpur,1,0.033,0.033,4.0,21.0,0.14
2022,3869117,Haji Wright,United States,1,0.043,0.043,3.0,28.0,0.14
2021/2022,3817880,Narayan Das,Chennaiyin,6,0.821,0.137,15.0,528.0,0.14
2021/2022,3813266,Seriton Fernandes,Goa,3,0.503,0.126,14.0,324.0,0.14
2021/2022,3827767,Halicharan Narzary,Hyderabad,2,0.18,0.09,2.0,116.0,0.14
2021/2022,3813302,Jitendra Singh,Jamshedpur,5,0.684,0.137,16.0,440.0,0.14
2021/2022,3817880,Hendry Antonay,Odisha,5,1.052,0.132,16.0,680.0,0.139
2021/2022,3802752,Idrissa Gana Gueye,Paris Saint-Germain,4,0.513,0.128,17.0,332.0,0.139
2021/2022,3813277,Igor Angulo Albóniga,Mumbai City,3,0.426,0.142,6.0,276.0,0.139
2021/2022,3817858,Ayush Adhikari,Kerala Blasters,3,0.356,0.119,6.0,231.0,0.139
2022,3857275,Kylian Mbappé Lottin,France,2,0.105,0.052,6.0,68.0,0.139
2021/2022,3802709,Presnel Kimpembe,Paris Saint-Germain,4,0.545,0.136,12.0,352.0,0.139
2022,3869321,Lisandro Martínez,Argentina,3,0.508,0.169,5.0,330.0,0.139
2021/2022,3817857,Gurmeet Singh,Hyderabad,3,0.564,0.141,5.0,364.0,0.139
2021/2022,3827336,Kiyan Nassiri Giri,ATK Mohun Bagan,7,1.278,0.128,18.0,830.0,0.139
2022,3869519,Nahuel Molina Lucero,Argentina,3,0.389,0.13,7.0,252.0,0.139
2021/2022,3813269,Nikhil Raj Murugesh Kumar,Odisha,1,0.032,0.032,2.0,21.0,0.139
2021/2022,3817900,Laldinliana Renthlei,Jamshedpur,9,1.426,0.143,27.0,920.0,0.139
2021/2022,3817884,Lenny Rodrigues,ATK Mohun Bagan,6,0.872,0.145,14.0,570.0,0.138
2021/2022,3802709,Marcos Aoás Corrêa,Paris Saint-Germain,4,0.545,0.136,13.0,356.0,0.138
2021/2022,3813315,Jitendra Singh,Jamshedpur,3,0.515,0.129,5.0,336.0,0.138
2022,3857301,Akram Hassan Afif,Qatar,4,0.572,0.143,10.0,372.0,0.138
2021/2022,3802795,Achraf Hakimi Mouh,Paris Saint-Germain,3,0.372,0.124,12.0,243.0,0.138
2021/2022,3813265,Amarjit Singh Kiyam Singh,East Bengal,1,0.106,0.106,3.0,69.0,0.138
2021/2022,3802676,David Pereira da Costa,Lens,1,0.111,0.111,2.0,72.0,0.138
2022,3857296,Jan Vertonghen,Belgium,8,1.394,0.139,45.0,910.0,0.138
2022,3869253,Richarlison de Andrade,Brazil,7,1.143,0.143,16.0,744.0,0.138
2022,3857287,Guillermo Varela Olivera,Uruguay,1,0.012,0.012,2.0,8.0,0.138
2021/2022,3817880,Jerry Mawihmingthanga,Odisha,2,0.108,0.054,3.0,70.0,0.138
2021/2022,3802676,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,8,1.257,0.14,30.0,819.0,0.138
2022,3857298,Bruno Miguel Borges Fernandes,Portugal,6,0.872,0.145,15.0,570.0,0.138
2021/2022,3817898,Alberto Noguera Ripoll,Goa,9,1.285,0.143,29.0,837.0,0.138
2021/2022,3817883,Eli Sabia Filho,Jamshedpur,4,0.563,0.141,8.0,368.0,0.138
2021/2022,3802984,Kylian Mbappé Lottin,Paris Saint-Germain,3,0.689,0.138,12.0,450.0,0.138
2021/2022,3813300,Enes Sipović,Kerala Blasters,4,0.73,0.146,10.0,475.0,0.138
2021/2022,3802696,Abdou Diallo,Paris Saint-Germain,5,0.563,0.113,23.0,370.0,0.137
2022,3857260,Ernesto Alexis Vega Rojas,Mexico,5,0.51,0.073,12.0,336.0,0.137
2021/2022,3813283,Naorem Roshan Singh,Bengaluru,3,0.433,0.144,4.0,285.0,0.137
2022,3857257,Rasmus Nissen Kristensen,Denmark,2,0.209,0.07,21.0,138.0,0.137
2021/2022,3817866,Bradden Inman,Mumbai City,1,0.144,0.144,3.0,95.0,0.137
2022,3857254,Andreas Christensen,Denmark,2,0.285,0.143,6.0,188.0,0.137
2022,3857280,Antony Matheus dos Santos,Brazil,5,0.703,0.117,24.0,462.0,0.137
2021/2022,3802685,Ángel Fabián Di María Hernández,Paris Saint-Germain,5,0.977,0.14,32.0,644.0,0.137
2021/2022,3817872,Ajay Chhetri,Bengaluru,4,0.694,0.139,25.0,455.0,0.137
2021/2022,3817868,Nerijus Valskis,Chennaiyin,1,0.098,0.049,6.0,64.0,0.137
2021/2022,3813283,Edwin Sydney Vanspaul,Chennaiyin,1,0.116,0.058,2.0,76.0,0.137
2021/2022,3817871,Pragyan Sundar Gogoi,NorthEast United,2,0.079,0.04,4.0,52.0,0.137
2021/2022,3813296,Jeakson Singh Thaunaojam,Kerala Blasters,2,0.273,0.137,5.0,180.0,0.137
2021/2022,3802709,Idrissa Gana Gueye,Paris Saint-Germain,7,1.111,0.139,17.0,728.0,0.137
2022,3857270,Rodrigo Bentancur Colmán,Uruguay,2,0.297,0.149,9.0,196.0,0.137
2022,3857301,Krépin Diatta,Senegal,4,0.382,0.096,10.0,252.0,0.137
2022,3869354,Jules Koundé,France,1,0.147,0.147,1.0,96.0,0.137
2021/2022,3817861,Sanjeev Stalin,Kerala Blasters,1,0.024,0.024,4.0,16.0,0.136
2021/2022,3802904,Kylian Mbappé Lottin,Paris Saint-Germain,5,0.97,0.139,15.0,644.0,0.136
2022,3857285,Pape Gueye,Senegal,2,0.079,0.039,5.0,52.0,0.136
2021/2022,3813280,Anirudh Thapa,Chennaiyin,7,1.56,0.142,36.0,1034.0,0.136
2021/2022,3813307,Ajith Kumar,Bengaluru,2,0.393,0.131,10.0,261.0,0.136
2021/2022,3802752,Houssem Aouar,Lyon,1,0.035,0.035,8.0,23.0,0.136
2022,3857295,Hiroki Ito,Japan,3,0.37,0.074,16.0,245.0,0.136
2022,3857254,Anis Ben Slimane,Tunisia,7,0.798,0.1,15.0,528.0,0.136
2022,3857259,Filip Kostić,Serbia,10,1.483,0.135,18.0,979.0,0.136
2021/2022,3817893,Mohammed Irshad,NorthEast United,3,0.395,0.132,5.0,261.0,0.136
2021/2022,3813293,Tomislav Mrčela,East Bengal,2,0.162,0.081,4.0,108.0,0.135
2021/2022,3817887,Igor Angulo Albóniga,Mumbai City,2,0.162,0.081,4.0,108.0,0.135
2022,3857264,Lionel Andrés Messi Cuccittini,Argentina,6,1.125,0.141,48.0,752.0,0.135
2021/2022,3813272,Juan Antonio González Fernández,Hyderabad,3,0.413,0.138,7.0,276.0,0.135
2021/2022,3813284,Jitendra Singh,Jamshedpur,2,0.276,0.138,4.0,184.0,0.135
2021/2022,3813310,Bikash Jairu,East Bengal,1,0.03,0.03,4.0,20.0,0.135
2021/2022,3802699,Jonathan David,Lille,2,0.266,0.133,7.0,178.0,0.135
2021/2022,3817852,Vikram Pratap Singh,Mumbai City,1,0.099,0.049,6.0,66.0,0.135
2021/2022,3817849,Mohamad Rakip,Mumbai City,4,0.549,0.11,12.0,365.0,0.135
2021/2022,3817862,Ariday Cabrera Suárez,Odisha,2,0.119,0.06,3.0,80.0,0.134
2021/2022,3802676,Cheick Oumar Doucoure,Lens,6,0.805,0.134,14.0,540.0,0.134
2021/2022,3802795,Marcos Aoás Corrêa,Paris Saint-Germain,4,0.567,0.142,9.0,380.0,0.134
2022,3857258,Rodrygo Silva de Goes,Brazil,3,0.119,0.03,12.0,80.0,0.134
2021/2022,3802837,Achraf Hakimi Mouh,Paris Saint-Germain,5,0.962,0.137,20.0,644.0,0.134
2022,3857262,Hee-Chan Hwang,South Korea,1,0.046,0.046,3.0,31.0,0.134
2021/2022,3817880,Rahim Ali,Chennaiyin,6,0.829,0.138,15.0,558.0,0.134
2022,3857282,Timothy Weah,United States,2,0.26,0.13,6.0,174.0,0.134
2021/2022,3813317,Vinit Rai Chamling,Odisha,4,0.56,0.14,5.0,376.0,0.134
2022,3857269,Bruno Guimarães Rodriguez Moura,Brazil,2,0.107,0.054,6.0,72.0,0.134
2021/2022,3813272,Konsham Chinglensana Singh,Hyderabad,3,0.388,0.129,8.0,261.0,0.134
2022,3857273,Aaron Ramsey,Wales,1,0.129,0.129,6.0,86.0,0.134
2021/2022,3817848,Dylan Fox,Goa,1,0.075,0.075,1.0,51.0,0.133
2022,3857280,Karl Brillant Toko Ekambi,Cameroon,2,0.098,0.049,3.0,66.0,0.133
2021/2022,3817849,Raynier Fernandes,Mumbai City,3,0.222,0.074,12.0,150.0,0.133
2021/2022,3813267,Amarjit Singh Kiyam Singh,East Bengal,1,0.068,0.068,2.0,46.0,0.133
2021/2022,3817875,Brandon Fernandes,Goa,4,0.717,0.119,18.0,486.0,0.133
2021/2022,3813266,Glan Martins,Goa,4,0.637,0.127,25.0,430.0,0.133
2021/2022,3817872,Danish Farooq Bhat,Bengaluru,4,0.694,0.139,9.0,470.0,0.133
2022,3857263,Niklas Süle,Germany,3,0.408,0.136,13.0,276.0,0.133
2022,3857264,Julián Álvarez,Argentina,5,0.807,0.115,29.0,546.0,0.133
2022,3857275,Antoine Griezmann,France,3,0.177,0.044,10.0,120.0,0.133
2021/2022,3813288,Boris Singh Thangjam,Jamshedpur,1,0.049,0.049,2.0,33.0,0.133
2021/2022,3813294,Keisham Reagan Singh,Chennaiyin,4,0.515,0.129,6.0,348.0,0.133
2022,3857262,Matheus Luiz Nunes,Portugal,3,0.358,0.09,11.0,244.0,0.132
2022,3857261,Jude Bellingham,England,4,0.544,0.136,15.0,372.0,0.132
2021/2022,3813306,Liston Colaco,ATK Mohun Bagan,5,0.697,0.116,11.0,474.0,0.132
2022,3857284,Daichi Kamada,Japan,6,1.057,0.132,18.0,720.0,0.132
2021/2022,3817895,Syed Suhail Pasha,Chennaiyin,1,0.028,0.028,1.0,19.0,0.132
2021/2022,3817867,Serigne Mourtada Fall,Mumbai City,1,0.13,0.13,4.0,89.0,0.132
2022,3869552,Sofiane Boufal,Morocco,2,0.289,0.096,10.0,198.0,0.132
2021/2022,3813267,Seriton Fernandes,Goa,7,1.031,0.129,29.0,704.0,0.132
2021/2022,3813306,Suhair Vadakkepeedika,NorthEast United,6,0.966,0.138,19.0,658.0,0.132
2021/2022,3817894,Isaac Vanmalsawma Chhakchhuak,Odisha,2,0.185,0.092,5.0,126.0,0.132
2022,3869253,Carlos Henrique Casimiro,Brazil,7,1.213,0.135,28.0,828.0,0.132
2022,3857278,Yunus Dimoara Musah,United States,5,0.852,0.142,13.0,582.0,0.132
2021/2022,3817881,Prasanth Karuthadathkuni,Kerala Blasters,1,0.054,0.054,1.0,37.0,0.131
2021/2022,3802676,Achraf Hakimi Mouh,Paris Saint-Germain,5,0.545,0.109,10.0,375.0,0.131
2022,3857256,Nikola Milenković,Serbia,4,0.721,0.144,17.0,495.0,0.131
2022,3857297,Nawaf Shaker Al Abid,Saudi Arabia,5,0.499,0.071,12.0,343.0,0.131
2021/2022,3817855,José Luis Espinosa Arroyo,ATK Mohun Bagan,5,0.693,0.139,8.0,475.0,0.131
2021/2022,3813288,Rohit Danu,Hyderabad,1,0.07,0.07,1.0,48.0,0.131
2021/2022,3817893,Gurjinder Kumar,NorthEast United,3,0.395,0.132,6.0,273.0,0.13
2022,3857278,Antonee Robinson,United States,6,0.812,0.135,19.0,564.0,0.13
2021/2022,3817897,Sanjeev Stalin,Kerala Blasters,4,0.538,0.135,10.0,372.0,0.13
2021/2022,3802948,Danilo Luís Hélio Pereira,Paris Saint-Germain,12,2.294,0.135,43.0,1598.0,0.129
2021/2022,3813308,Alberto Noguera Ripoll,Goa,1,0.134,0.134,12.0,94.0,0.129
2022,3857286,Mohammed Waed Abdulwahhab Al Bayati,Qatar,2,0.054,0.027,3.0,38.0,0.129
2021/2022,3813318,Ahmed Jahouh,Mumbai City,11,1.638,0.136,44.0,1140.0,0.129
2021/2022,3813300,Vincy Barretto,Kerala Blasters,1,0.089,0.089,4.0,62.0,0.129
2021/2022,3813281,Hugo Adnan Boumous,ATK Mohun Bagan,2,0.253,0.126,3.0,176.0,0.129
2021/2022,3802699,Neymar da Silva Santos Junior,Paris Saint-Germain,7,0.951,0.136,18.0,665.0,0.129
2021/2022,3802907,José Miguel da Rocha Fonte,Lille,4,0.488,0.122,9.0,340.0,0.129
2021/2022,3817867,Mashoor Shereef Thangalakath,NorthEast United,2,0.197,0.099,9.0,138.0,0.129
2021/2022,3813287,Prince Vinny Ibara Doniama,Bengaluru,2,0.267,0.134,2.0,186.0,0.129
2021/2022,3817880,Sahil Panwar,Odisha,5,0.674,0.135,13.0,470.0,0.129
2022,3857291,Rodrigo Hernández Cascante,Spain,13,1.802,0.139,59.0,1261.0,0.129
2022,3857296,Axel Witsel,Belgium,6,1.051,0.131,15.0,736.0,0.129
2021/2022,3817867,Marco Sahanek,NorthEast United,2,0.197,0.099,8.0,138.0,0.129
2021/2022,3817865,Ariday Cabrera Suárez,Odisha,1,0.158,0.079,2.0,110.0,0.129
2021/2022,3817900,Debjit Majumder,Chennaiyin,1,0.251,0.125,2.0,176.0,0.128
2021/2022,3802676,Keylor Navas Gamboa,Paris Saint-Germain,4,0.489,0.122,5.0,344.0,0.128
2021/2022,3813296,Sahal Abdul Samad,Kerala Blasters,2,0.295,0.098,10.0,207.0,0.128
2021/2022,3802683,Juan Bernat Velasco,Paris Saint-Germain,1,0.14,0.07,12.0,98.0,0.128
2021/2022,3817869,Namgyal Bhutia,Bengaluru,4,0.279,0.07,5.0,196.0,0.128
2021/2022,3802809,Marco Verratti,Paris Saint-Germain,2,0.214,0.107,4.0,150.0,0.128
2022,3869219,Daizen Maeda,Japan,1,0.09,0.09,4.0,63.0,0.128
2021/2022,3802690,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,10,1.307,0.131,37.0,920.0,0.128
2021/2022,3817892,Sebastian Thangmuansang,Odisha,2,0.261,0.131,5.0,184.0,0.128
2022,3869420,Pedro Guilherme Abreu dos Santos,Brazil,1,0.111,0.056,4.0,78.0,0.128
2022,3857292,Keylor Navas Gamboa,Costa Rica,1,0.141,0.141,1.0,99.0,0.128
2021/2022,3817885,Franjo Prce,East Bengal,3,0.627,0.125,7.0,440.0,0.128
2021/2022,3813318,Amey Ganesh Ranawade,Mumbai City,6,0.924,0.132,15.0,651.0,0.128
2021/2022,3802676,Marco Verratti,Paris Saint-Germain,9,1.162,0.129,38.0,819.0,0.128
2022,3857299,Daniel Amartey,Ghana,3,0.535,0.134,14.0,376.0,0.128
2021/2022,3802699,Idrissa Gana Gueye,Paris Saint-Germain,8,1.043,0.13,21.0,736.0,0.128
2021/2022,3802839,Georginio Wijnaldum,Paris Saint-Germain,3,0.351,0.088,14.0,248.0,0.127
2021/2022,3802930,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,5,0.658,0.132,21.0,465.0,0.127
2022,3857274,Piero Martín Hincapié Reyna,Ecuador,1,0.134,0.134,2.0,95.0,0.127
2021/2022,3802696,Marco Verratti,Paris Saint-Germain,7,0.714,0.102,43.0,504.0,0.127
2021/2022,3813284,Vikram Pratap Singh,Mumbai City,1,0.045,0.045,2.0,32.0,0.127
2021/2022,3817902,Sourav Das,East Bengal,1,0.025,0.025,1.0,18.0,0.127
2022,3869684,Hakim Ziyech,Morocco,6,0.929,0.133,15.0,658.0,0.127
2021/2022,3813300,Gaurav Bora,Odisha,1,0.045,0.045,2.0,32.0,0.127
2021/2022,3802983,Presnel Kimpembe,Paris Saint-Germain,2,0.266,0.133,4.0,188.0,0.127
2021/2022,3817849,Gurpreet Singh Sandhu,Bengaluru,4,0.65,0.13,7.0,460.0,0.127
2021/2022,3813297,Mathias Coureur,NorthEast United,2,0.536,0.134,7.0,380.0,0.127
2021/2022,3802685,Kylian Mbappé Lottin,Paris Saint-Germain,1,0.031,0.031,2.0,22.0,0.127
2022,3857274,Felix Eduardo Torres Caicedo,Ecuador,1,0.134,0.134,2.0,95.0,0.127
2021/2022,3802690,Ángel Fabián Di María Hernández,Paris Saint-Germain,8,1.039,0.13,25.0,736.0,0.127
2021/2022,3817895,Alberto Noguera Ripoll,Goa,10,1.266,0.127,34.0,900.0,0.127
2021/2022,3817895,Aibanbha Kupar Dohling,Goa,7,0.831,0.119,21.0,588.0,0.127
2022,3857297,Robert Lewandowski,Poland,1,0.135,0.135,2.0,96.0,0.127
2021/2022,3817887,Bradden Inman,Mumbai City,2,0.11,0.055,8.0,78.0,0.127
2022,3857273,Alireza Jahanbakhsh,Iran,2,0.106,0.027,16.0,76.0,0.126
2022,3857257,Mitchell Thomas Duke,Australia,1,0.114,0.114,2.0,81.0,0.126
2021/2022,3827338,Mohammad Yasir,Hyderabad,3,0.494,0.123,8.0,352.0,0.126
2021/2022,3813318,Rahul Bheke,Mumbai City,6,0.899,0.128,19.0,644.0,0.126
2022,3857264,Enzo Fernandez,Argentina,7,0.967,0.107,69.0,693.0,0.126
