team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Goa,Airam López Cabrera,798.0,24.0,15.0,45.0,2.71,1.69,5.08,9.48,Progression Outlet
Canada,Alphonso Davies,285.0,4.0,13.0,13.0,1.26,4.11,4.11,9.48,Ball Carrier
Lille,Renato Júnior Luz Sanches,95.0,7.0,1.0,2.0,6.63,0.95,1.89,9.47,Progressive Passer
Cameroon,André-Frank Zambo Anguissa,276.0,16.0,7.0,6.0,5.22,2.28,1.96,9.46,Progressive Passer
Lille,Timothy Weah,86.0,2.0,3.0,4.0,2.09,3.14,4.19,9.420000000000002,Ball Carrier
NorthEast United,Marco Sahanek,507.0,14.0,18.0,21.0,2.49,3.2,3.73,9.42,Ball Carrier
Chennaiyin,Rahim Ali,984.0,23.0,36.0,44.0,2.1,3.29,4.02,9.41,Ball Carrier
OGC Nice,Pablo Paulino Rosario,96.0,5.0,2.0,3.0,4.69,1.88,2.81,9.38,Progressive Passer
Strasbourg,Dimitri Liénard,96.0,2.0,1.0,7.0,1.88,0.94,6.56,9.379999999999999,Progression Outlet
Canada,Stephen Antunes Eustáquio,125.0,10.0,1.0,2.0,7.2,0.72,1.44,9.36,Progressive Passer
Brazil,Alex Sandro Lobo Silva,202.0,15.0,3.0,3.0,6.68,1.34,1.34,9.36,Progressive Passer
France,Marcus Thuram,183.0,3.0,11.0,5.0,1.48,5.41,2.46,9.350000000000001,Ball Carrier
Odisha,Liridon Krasniqi,782.0,37.0,23.0,21.0,4.26,2.65,2.42,9.33,Complete Progressor
Saudi Arabia,Salem Mohammed Al Dawsari,299.0,9.0,12.0,10.0,2.71,3.61,3.01,9.33,Ball Carrier
Japan,Ritsu Doan,232.0,5.0,10.0,9.0,1.94,3.88,3.49,9.31,Ball Carrier
Serbia,Saša Lukić,261.0,11.0,12.0,4.0,3.79,4.14,1.38,9.309999999999999,Complete Progressor
Serbia,Sergej Milinković-Savić,242.0,13.0,4.0,8.0,4.83,1.49,2.98,9.3,Progressive Passer
NorthEast United,Deshorn Brown,884.0,10.0,36.0,45.0,1.02,3.67,4.58,9.27,Ball Carrier
Bordeaux,Alberth Josué Elis Martínez,68.0,0.0,3.0,4.0,0.0,3.97,5.29,9.26,Ball Carrier
Costa Rica,Joel Nathaniel Campbell Samuels,292.0,12.0,8.0,10.0,3.7,2.47,3.08,9.25,Progressive Passer
Morocco,Sofiane Boufal,477.0,15.0,22.0,12.0,2.83,4.15,2.26,9.24,Ball Carrier
Spain,Sergio Busquets i Burgos,382.0,29.0,4.0,6.0,6.83,0.94,1.41,9.18,Progressive Passer
Chennaiyin,Vladimir Koman Jr.,1366.0,81.0,32.0,26.0,5.34,2.11,1.71,9.16,Progressive Passer
NorthEast United,Imran Khan,1248.0,40.0,37.0,50.0,2.88,2.67,3.61,9.16,Complete Progressor
Cameroon,Karl Brillant Toko Ekambi,177.0,1.0,9.0,8.0,0.51,4.58,4.07,9.16,Ball Carrier
Odisha,Ariday Cabrera Suárez,1035.0,14.0,43.0,48.0,1.22,3.74,4.17,9.129999999999999,Ball Carrier
Mexico,Raúl Alonso Jiménez Rodríguez,79.0,3.0,2.0,3.0,3.42,2.28,3.42,9.12,Progressive Passer
Kerala Blasters,Vincy Barretto,484.0,8.0,17.0,24.0,1.49,3.16,4.46,9.11,Ball Carrier
Paris Saint-Germain,Leandro Daniel Paredes,623.0,51.0,9.0,3.0,7.37,1.3,0.43,9.1,Progressive Passer
Senegal,Youssouf Sabaly,387.0,14.0,6.0,19.0,3.26,1.4,4.42,9.08,Progressive Passer
United States,Antonee Robinson,387.0,9.0,14.0,16.0,2.09,3.26,3.72,9.07,Ball Carrier
Japan,Takefusa Kubo,90.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,Complete Progressor
Costa Rica,Jewison Bennette,120.0,1.0,7.0,4.0,0.75,5.25,3.0,9.0,Ball Carrier
Jamshedpur,Nerijus Valskis,480.0,14.0,9.0,25.0,2.62,1.69,4.69,9.0,Progression Outlet
Croatia,Borna Sosa,440.0,10.0,16.0,18.0,2.05,3.27,3.68,9.0,Ball Carrier
Kerala Blasters,Álvaro Vázquez García,1913.0,35.0,54.0,102.0,1.65,2.54,4.8,8.989999999999998,Progression Outlet
England,Jude Bellingham,441.0,18.0,12.0,14.0,3.67,2.45,2.86,8.98,Progressive Passer
Ecuador,Enner Remberto Valencia Lastra,261.0,3.0,7.0,16.0,1.03,2.41,5.52,8.96,Progression Outlet
United States,Joshua Sargent,161.0,1.0,6.0,9.0,0.56,3.35,5.03,8.940000000000001,Ball Carrier
Serbia,Strahinja Pavlović,252.0,17.0,7.0,1.0,6.07,2.5,0.36,8.93,Progressive Passer
Cameroon,Martin Hongla Yma II,121.0,5.0,3.0,4.0,3.72,2.23,2.98,8.93,Progressive Passer
Germany,Thomas Müller,202.0,4.0,3.0,13.0,1.78,1.34,5.79,8.91,Progression Outlet
Mexico,Jorge Eduardo Sánchez Ramos,183.0,7.0,4.0,7.0,3.44,1.97,3.44,8.85,Progressive Passer
Kerala Blasters,Adrián Nicolás Luna Retamar,2069.0,79.0,50.0,74.0,3.44,2.17,3.22,8.83,Progressive Passer
Goa,Seriton Fernandes,1420.0,36.0,49.0,54.0,2.28,3.11,3.42,8.809999999999999,Ball Carrier
Lens,Florian Sotoca,123.0,4.0,4.0,4.0,2.93,2.93,2.93,8.790000000000001,Complete Progressor
Portugal,Nuno Mendes,41.0,2.0,1.0,1.0,4.39,2.2,2.2,8.79,Progressive Passer
Hyderabad,Halicharan Narzary,144.0,3.0,4.0,7.0,1.88,2.5,4.38,8.76,Progression Outlet
Switzerland,Ruben Vargas,288.0,2.0,12.0,14.0,0.62,3.75,4.38,8.75,Ball Carrier
NorthEast United,Manvir Singh,103.0,0.0,3.0,7.0,0.0,2.62,6.12,8.74,Ball Carrier
Croatia,Ivan Perišić,753.0,15.0,28.0,30.0,1.79,3.35,3.59,8.73,Ball Carrier
Lyon,Houssem Aouar,31.0,1.0,1.0,1.0,2.9,2.9,2.9,8.7,Complete Progressor
Argentina,Alexis Mac Allister,559.0,18.0,15.0,21.0,2.9,2.42,3.38,8.7,Progressive Passer
Saint-Étienne,Denis Bouanga,166.0,0.0,7.0,9.0,0.0,3.8,4.88,8.68,Ball Carrier
Odisha,Isak Vanlalruatfela,166.0,6.0,5.0,5.0,3.25,2.71,2.71,8.67,Complete Progressor
Costa Rica,Johan Alberto Venegas Ulloa,73.0,1.0,2.0,4.0,1.23,2.47,4.93,8.629999999999999,Progression Outlet
France,Jordan Veretout,63.0,4.0,0.0,2.0,5.71,0.0,2.86,8.57,Progressive Passer
Bengaluru,Prince Vinny Ibara Doniama,1095.0,19.0,29.0,56.0,1.56,2.38,4.6,8.54,Progression Outlet
Switzerland,Xherdan Shaqiri,232.0,8.0,5.0,9.0,3.1,1.94,3.49,8.530000000000001,Progressive Passer
Goa,Leander D''Cunha,465.0,11.0,13.0,20.0,2.13,2.52,3.87,8.52,Progression Outlet
Japan,Takuma Asano,190.0,1.0,6.0,11.0,0.47,2.84,5.21,8.52,Ball Carrier
Ecuador,Romario Andrés Ibarra Mina,74.0,1.0,4.0,2.0,1.22,4.86,2.43,8.51,Ball Carrier
Goa,Devendra Dhaku Murgaokar,1067.0,14.0,33.0,54.0,1.18,2.78,4.55,8.51,Ball Carrier
Belgium,Yannick Ferreira Carrasco,117.0,0.0,2.0,9.0,0.0,1.54,6.92,8.46,Progression Outlet
Netherlands,Cody Mathès Gakpo,543.0,11.0,21.0,19.0,1.82,3.48,3.15,8.45,Ball Carrier
Netherlands,Luuk de Jong,64.0,1.0,2.0,3.0,1.41,2.81,4.22,8.44,Ball Carrier
Stade de Reims,Alexis Flips,32.0,0.0,1.0,2.0,0.0,2.81,5.62,8.43,Ball Carrier
Hyderabad,Joel Joseph Chianese,1126.0,24.0,32.0,49.0,1.92,2.56,3.92,8.4,Progression Outlet
ATK Mohun Bagan,Joni Ensio Kauko,1532.0,64.0,41.0,38.0,3.76,2.41,2.23,8.4,Progressive Passer
ATK Mohun Bagan,Prabir Das,902.0,22.0,25.0,37.0,2.2,2.49,3.69,8.38,Supporting Progressor
Belgium,Eden Hazard,129.0,5.0,3.0,4.0,3.49,2.09,2.79,8.370000000000001,Progressive Passer
Hyderabad,Rohit Danu,831.0,14.0,25.0,38.0,1.52,2.71,4.12,8.350000000000001,Ball Carrier
Portugal,José Diogo Dalot Teixeira,270.0,8.0,9.0,8.0,2.67,3.0,2.67,8.34,Ball Carrier
Odisha,Redeem Tlang,324.0,2.0,13.0,15.0,0.56,3.61,4.17,8.34,Ball Carrier
England,Mason Mount,205.0,4.0,6.0,9.0,1.76,2.63,3.95,8.34,Ball Carrier
England,Kieran Trippier,227.0,7.0,3.0,11.0,2.78,1.19,4.36,8.33,Progression Outlet
AS Monaco,Wissam Ben Yedder,54.0,2.0,1.0,2.0,3.33,1.67,3.33,8.33,Progressive Passer
OGC Nice,Kasper Dolberg,162.0,2.0,4.0,9.0,1.11,2.22,5.0,8.33,Progression Outlet
Jamshedpur,Daniel Chima Chukwu,791.0,7.0,28.0,38.0,0.8,3.19,4.32,8.31,Ball Carrier
England,Callum Wilson,65.0,2.0,2.0,2.0,2.77,2.77,2.77,8.31,Ball Carrier
Clermont Foot,Jodel Dossou,65.0,3.0,1.0,2.0,4.15,1.38,2.77,8.3,Progressive Passer
Senegal,Iliman Ndiaye,141.0,0.0,5.0,8.0,0.0,3.19,5.11,8.3,Ball Carrier
Paris Saint-Germain,Xavi Simons,98.0,0.0,4.0,5.0,0.0,3.67,4.59,8.26,Ball Carrier
Netherlands,Steven Berghuis,219.0,6.0,8.0,6.0,2.47,3.29,2.47,8.23,Ball Carrier
Odisha,Francisco Javier Hernández González,1532.0,41.0,50.0,49.0,2.41,2.94,2.88,8.23,Ball Carrier
Morocco,Anass Zaroury,33.0,1.0,1.0,1.0,2.73,2.73,2.73,8.19,Ball Carrier
Germany,Jonas Hofmann,44.0,1.0,2.0,1.0,2.05,4.09,2.05,8.19,Ball Carrier
Saint-Étienne,Arnaud Nordin,66.0,2.0,2.0,2.0,2.73,2.73,2.73,8.19,Ball Carrier
Clermont Foot,Jason Berthomier,66.0,2.0,1.0,3.0,2.73,1.36,4.09,8.18,Progression Outlet
Strasbourg,Sanjin Prcić,77.0,6.0,1.0,0.0,7.01,1.17,0.0,8.18,Progressive Passer
Troyes,Yasser Larouci,77.0,1.0,5.0,1.0,1.17,5.84,1.17,8.18,Ball Carrier
Paris Saint-Germain,Sergio Ramos García,783.0,62.0,6.0,3.0,7.13,0.69,0.34,8.16,Progressive Passer
Uruguay,Federico Santiago Valverde Dipetta,298.0,13.0,6.0,8.0,3.93,1.81,2.42,8.16,Progressive Passer
Australia,Craig Goodwin,243.0,7.0,6.0,9.0,2.59,2.22,3.33,8.14,Supporting Progressor
Lens,Przemysław Frankowski,177.0,3.0,5.0,8.0,1.53,2.54,4.07,8.14,Progression Outlet
Saudi Arabia,Saud Abdullah Abdul Hamid,299.0,10.0,9.0,8.0,3.01,2.71,2.41,8.129999999999999,Complete Progressor
Kerala Blasters,Chencho Gyeltshen,477.0,5.0,18.0,20.0,0.94,3.4,3.77,8.11,Ball Carrier
Portugal,Danilo Luís Hélio Pereira,100.0,8.0,1.0,0.0,7.2,0.9,0.0,8.1,Progressive Passer
Serbia,Aleksandar Mitrović,279.0,2.0,6.0,17.0,0.65,1.94,5.48,8.07,Progression Outlet
Japan,Kaoru Mitoma,190.0,5.0,8.0,4.0,2.37,3.79,1.89,8.05,Ball Carrier
Goa,Muhammed Nemil Valiyattil,414.0,9.0,12.0,16.0,1.96,2.61,3.48,8.05,Ball Carrier
Belgium,Leandro Trossard,112.0,2.0,3.0,5.0,1.61,2.41,4.02,8.04,Progression Outlet
Cameroon,Bryan Mbeumo,224.0,5.0,5.0,10.0,2.01,2.01,4.02,8.04,Progression Outlet
Cameroon,Nicolas Moumi Ngamaleu,101.0,2.0,1.0,6.0,1.78,0.89,5.35,8.02,Progression Outlet
Netherlands,Jurriën David Norman Timber,416.0,22.0,9.0,6.0,4.76,1.95,1.3,8.01,Progressive Passer
South Korea,Woo-Yeong Jeong,45.0,0.0,1.0,3.0,0.0,2.0,6.0,8.0,Progression Outlet
Ghana,Osman Bukari,79.0,1.0,2.0,4.0,1.14,2.28,4.56,7.9799999999999995,Progression Outlet
Lille,Nanitamo Jonathan Ikoné,79.0,2.0,3.0,2.0,2.28,3.42,2.28,7.979999999999999,Ball Carrier
Germany,Antonio Rüdiger,294.0,22.0,4.0,0.0,6.73,1.22,0.0,7.95,Progressive Passer
Kerala Blasters,Prasanth Karuthadathkuni,408.0,4.0,15.0,17.0,0.88,3.31,3.75,7.94,Ball Carrier
Ecuador,Djorkaeff Neicer Reasco González,34.0,1.0,0.0,2.0,2.65,0.0,5.29,7.9399999999999995,Progression Outlet
Japan,Wataru Endo,329.0,16.0,7.0,6.0,4.38,1.91,1.64,7.93,Progressive Passer
England,Harry Kane,421.0,13.0,11.0,13.0,2.78,2.35,2.78,7.91,Supporting Progressor
Senegal,Krépin Diatta,182.0,2.0,5.0,9.0,0.99,2.47,4.45,7.91,Progression Outlet
Marseille,Pol Mikel Lirola Kosok,114.0,0.0,2.0,8.0,0.0,1.58,6.32,7.9,Progression Outlet
Brazil,Pedro Guilherme Abreu dos Santos,57.0,1.0,0.0,4.0,1.58,0.0,6.32,7.9,Progression Outlet
Tunisia,Wajdi Kechrida,137.0,1.0,4.0,7.0,0.66,2.63,4.6,7.89,Ball Carrier
Portugal,Gonçalo Matias Ramos,172.0,3.0,4.0,8.0,1.57,2.09,4.19,7.8500000000000005,Progression Outlet
Mumbai City,Vignesh Dakshinamurthy,620.0,21.0,16.0,17.0,3.05,2.32,2.47,7.84,Progressive Passer
Netherlands,Denzel Dumfries,644.0,11.0,9.0,36.0,1.54,1.26,5.03,7.83,Progression Outlet
Lille,Gabriel Gudmundsson,92.0,1.0,5.0,2.0,0.98,4.89,1.96,7.829999999999999,Ball Carrier
Bengaluru,Namgyal Bhutia,288.0,8.0,5.0,12.0,2.5,1.56,3.75,7.8100000000000005,Progression Outlet
Argentina,Leandro Daniel Paredes,196.0,14.0,2.0,1.0,6.43,0.92,0.46,7.81,Progressive Passer
Belgium,Dries Mertens,81.0,0.0,2.0,5.0,0.0,2.22,5.56,7.779999999999999,Progression Outlet
Wales,Brennan Johnson,116.0,2.0,5.0,3.0,1.55,3.88,2.33,7.76,Ball Carrier
Uruguay,Rodrigo Bentancur Colmán,232.0,10.0,4.0,6.0,3.88,1.55,2.33,7.76,Progressive Passer
Odisha,Jerry Mawihmingthanga,1520.0,25.0,44.0,62.0,1.48,2.61,3.67,7.76,Ball Carrier
AS Monaco,Djibril Sidibé,93.0,3.0,4.0,1.0,2.9,3.87,0.97,7.739999999999999,Complete Progressor
Japan,Junya Ito,349.0,4.0,13.0,13.0,1.03,3.35,3.35,7.73,Ball Carrier
Bengaluru,Jayesh Dilip Rane,570.0,10.0,17.0,22.0,1.58,2.68,3.47,7.73,Ball Carrier
Rennes,Gaëtan Laborde,175.0,2.0,7.0,6.0,1.03,3.6,3.09,7.72,Ball Carrier
Lille,Mehmet Zeki Çelik,187.0,5.0,6.0,5.0,2.41,2.89,2.41,7.710000000000001,Ball Carrier
Lille,Jonathan David,187.0,4.0,6.0,6.0,1.93,2.89,2.89,7.710000000000001,Ball Carrier
Uruguay,Matías Nicolás Viña Susperreguy,35.0,1.0,1.0,1.0,2.57,2.57,2.57,7.709999999999999,Supporting Progressor
Denmark,Andreas Evald Cornelius,105.0,1.0,2.0,6.0,0.86,1.71,5.14,7.709999999999999,Progression Outlet
Uruguay,Guillermo Varela Olivera,210.0,6.0,6.0,6.0,2.57,2.57,2.57,7.709999999999999,Supporting Progressor
Japan,Yuki Soma,82.0,1.0,3.0,3.0,1.1,3.29,3.29,7.680000000000001,Ball Carrier
Brazil,Richarlison de Andrade,328.0,4.0,7.0,17.0,1.1,1.92,4.66,7.68,Progression Outlet
Hyderabad,Bartholomew Owogbalor Ogbeche,1811.0,41.0,41.0,72.0,2.04,2.04,3.58,7.66,Supporting Progressor
Portugal,João Mário Naval da Costa Eduardo,94.0,1.0,2.0,5.0,0.96,1.91,4.79,7.66,Progression Outlet
Bordeaux,Anel Ahmedhodžić,94.0,3.0,4.0,1.0,2.87,3.83,0.96,7.66,Complete Progressor
Troyes,Issa Kabore,94.0,2.0,2.0,4.0,1.91,1.91,3.83,7.65,Progression Outlet
Canada,Sam Adekugbe,106.0,3.0,2.0,4.0,2.55,1.7,3.4,7.65,Supporting Progressor
France,Youssouf Fofana,259.0,13.0,4.0,5.0,4.52,1.39,1.74,7.6499999999999995,Progressive Passer
Poland,Robert Lewandowski,389.0,8.0,11.0,14.0,1.85,2.54,3.24,7.630000000000001,Supporting Progressor
Belgium,Kevin De Bruyne,284.0,8.0,8.0,8.0,2.54,2.54,2.54,7.62,Supporting Progressor
Ghana,Abdul Rahman Baba,213.0,6.0,6.0,6.0,2.54,2.54,2.54,7.62,Supporting Progressor
Portugal,João Pedro Cavaco Cancelo,343.0,12.0,5.0,12.0,3.15,1.31,3.15,7.609999999999999,Progressive Passer
Argentina,Julián Álvarez,486.0,7.0,15.0,19.0,1.3,2.78,3.52,7.6,Ball Carrier
Paris Saint-Germain,Idrissa Gana Gueye,1400.0,76.0,18.0,24.0,4.89,1.16,1.54,7.59,Progressive Passer
Morocco,Hakim Ziyech,664.0,17.0,17.0,22.0,2.3,2.3,2.98,7.58,Supporting Progressor
Bengaluru,Yroundu Musavu-King,119.0,8.0,2.0,0.0,6.05,1.51,0.0,7.56,Progressive Passer
Belgium,Leander Dendoncker,167.0,11.0,2.0,1.0,5.93,1.08,0.54,7.55,Progressive Passer
Spain,Álvaro Borja Morata Martín,203.0,3.0,3.0,11.0,1.33,1.33,4.88,7.54,Progression Outlet
Wales,Harry Wilson,167.0,5.0,4.0,5.0,2.69,2.16,2.69,7.539999999999999,Supporting Progressor
Lens,Massadio Haïdara,48.0,2.0,1.0,1.0,3.75,1.88,1.88,7.51,Progressive Passer
Iran,Ali Karimi,120.0,4.0,1.0,5.0,3.0,0.75,3.75,7.5,Progressive Passer
Wales,Neco Williams,216.0,5.0,7.0,6.0,2.08,2.92,2.5,7.5,Ball Carrier
Chennaiyin,Syed Suhail Pasha,216.0,3.0,4.0,11.0,1.25,1.67,4.58,7.5,Progression Outlet
East Bengal,Marcelo Ribeiro dos Santos,386.0,6.0,8.0,18.0,1.4,1.87,4.2,7.470000000000001,Progression Outlet
Bengaluru,Sunil Chhetri,1464.0,34.0,28.0,59.0,2.09,1.72,3.63,7.4399999999999995,Supporting Progressor
Croatia,Josip Juranović,630.0,15.0,10.0,27.0,2.14,1.43,3.86,7.43,Progression Outlet
Lorient,Terem Igobor Moffi,170.0,4.0,4.0,6.0,2.12,2.12,3.18,7.42,Supporting Progressor
Ghana,Mohammed Kudus,255.0,2.0,9.0,10.0,0.71,3.18,3.53,7.42,Ball Carrier
Mexico,Ernesto Alexis Vega Rojas,194.0,5.0,5.0,6.0,2.32,2.32,2.78,7.42,Supporting Progressor
Portugal,João Félix Sequeira,340.0,4.0,9.0,15.0,1.06,2.38,3.97,7.41,Progression Outlet
Australia,Mathew Leckie,341.0,2.0,9.0,17.0,0.53,2.38,4.49,7.4,Progression Outlet
Australia,Jamie MacLaren,73.0,0.0,2.0,4.0,0.0,2.47,4.93,7.4,Progression Outlet
Marseille,Valentin Rongier,146.0,4.0,2.0,6.0,2.47,1.23,3.7,7.4,Supporting Progressor
Chennaiyin,Edwin Sydney Vanspaul,963.0,33.0,19.0,27.0,3.08,1.78,2.52,7.380000000000001,Progressive Passer
Netherlands,Daley Blind,452.0,18.0,4.0,15.0,3.58,0.8,2.99,7.37,Progressive Passer
South Korea,Chul Hong,49.0,1.0,1.0,2.0,1.84,1.84,3.67,7.35,Supporting Progressor
France,Kingsley Coman,208.0,1.0,5.0,11.0,0.43,2.16,4.76,7.35,Progression Outlet
NorthEast United,Lalkhawpuimawia Lalkhawpuimawia,502.0,7.0,10.0,24.0,1.25,1.79,4.3,7.34,Progression Outlet
Japan,Hidemasa Morita,348.0,13.0,10.0,5.0,3.36,2.59,1.29,7.239999999999999,Complete Progressor
Paris Saint-Germain,Mauro Emanuel Icardi Rivero,423.0,5.0,9.0,20.0,1.06,1.91,4.26,7.2299999999999995,Progression Outlet
United States,Cameron Carter-Vickers,100.0,6.0,2.0,0.0,5.4,1.8,0.0,7.2,Progressive Passer
Denmark,Jesper Lindstrøm,213.0,2.0,10.0,5.0,0.85,4.23,2.11,7.1899999999999995,Ball Carrier
Lens,Seko Fofana,188.0,8.0,5.0,2.0,3.83,2.39,0.96,7.180000000000001,Progressive Passer
South Korea,Moon-Hwan Kim,390.0,7.0,9.0,15.0,1.62,2.08,3.46,7.16,Supporting Progressor
Hyderabad,Asish Rai,1472.0,33.0,41.0,43.0,2.02,2.51,2.63,7.159999999999999,Supporting Progressor
United States,Tim Ream,392.0,26.0,5.0,0.0,5.97,1.15,0.0,7.119999999999999,Progressive Passer
Mumbai City,Ahmed Jahouh,1317.0,79.0,12.0,13.0,5.4,0.82,0.89,7.11,Progressive Passer
Netherlands,Frenkie de Jong,506.0,27.0,9.0,4.0,4.8,1.6,0.71,7.11,Progressive Passer
Belgium,Michy Batshuayi Tunga,152.0,0.0,4.0,8.0,0.0,2.37,4.74,7.11,Progression Outlet
Bengaluru,Cleiton Augusto Oliveira Silva,1604.0,27.0,30.0,69.0,1.51,1.68,3.87,7.0600000000000005,Progression Outlet
Stade de Reims,Valon Berisha,51.0,2.0,2.0,0.0,3.53,3.53,0.0,7.06,Complete Progressor
Senegal,Idrissa Gana Gueye,293.0,11.0,6.0,6.0,3.38,1.84,1.84,7.06,Progressive Passer
Morocco,Ilias Chair,51.0,0.0,3.0,1.0,0.0,5.29,1.76,7.05,Ball Carrier
Australia,Garang Kuol,51.0,1.0,1.0,2.0,1.76,1.76,3.53,7.05,Supporting Progressor
ATK Mohun Bagan,Abhishek Dhananjay Suryavanshi,51.0,3.0,0.0,1.0,5.29,0.0,1.76,7.05,Progressive Passer
Denmark,Simon Thorup Kjær,64.0,4.0,1.0,0.0,5.62,1.41,0.0,7.03,Progressive Passer
Rennes,Hamari Traoré,192.0,5.0,3.0,7.0,2.34,1.41,3.28,7.029999999999999,Supporting Progressor
Jamshedpur,Alexandre Monteiro de Lima,1244.0,41.0,36.0,20.0,2.97,2.6,1.45,7.0200000000000005,Complete Progressor
Mexico,Kevin Nahin Álvarez Campos,77.0,3.0,0.0,3.0,3.51,0.0,3.51,7.02,Progressive Passer
Qatar,Ismaeel Mohammad Mohammad,180.0,0.0,4.0,10.0,0.0,2.0,5.0,7.0,Progression Outlet
Rennes,Baptiste Santamaría,116.0,5.0,1.0,3.0,3.88,0.78,2.33,6.99,Progressive Passer
Bengaluru,Edmund Lalrindika,116.0,0.0,2.0,7.0,0.0,1.55,5.43,6.9799999999999995,Progression Outlet
Senegal,Ismail Jakobs,297.0,8.0,9.0,6.0,2.42,2.73,1.82,6.970000000000001,Ball Carrier
South Korea,Sang-Ho Na,130.0,0.0,3.0,7.0,0.0,2.08,4.85,6.93,Progression Outlet
Cameroon,Georges-Kévin Nkoudou Mbida,39.0,1.0,1.0,1.0,2.31,2.31,2.31,6.93,Supporting Progressor
Hyderabad,Aaren D''Silva,156.0,3.0,6.0,3.0,1.73,3.46,1.73,6.92,Ball Carrier
Marseille,Amine Harit,52.0,3.0,1.0,0.0,5.19,1.73,0.0,6.92,Progressive Passer
Croatia,Marcelo Brozović,573.0,25.0,9.0,10.0,3.93,1.41,1.57,6.91,Progressive Passer
Bengaluru,Ajith Kumar,313.0,8.0,9.0,7.0,2.3,2.59,2.01,6.8999999999999995,Ball Carrier
Tunisia,Issam Jebali,197.0,2.0,5.0,8.0,0.91,2.28,3.65,6.84,Supporting Progressor
Chennaiyin,Anirudh Thapa,1635.0,46.0,31.0,47.0,2.53,1.71,2.59,6.83,Supporting Progressor
Switzerland,Breel-Donald Embolo,330.0,1.0,11.0,13.0,0.27,3.0,3.55,6.82,Ball Carrier
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,145.0,5.0,3.0,3.0,3.1,1.86,1.86,6.82,Progressive Passer
Portugal,Vitor Machado Ferreira,132.0,6.0,1.0,3.0,4.09,0.68,2.05,6.819999999999999,Progressive Passer
East Bengal,Naorem Mahesh Singh,1229.0,31.0,26.0,36.0,2.27,1.9,2.64,6.8100000000000005,Supporting Progressor
Denmark,Pierre-Emile Højbjerg,291.0,15.0,3.0,4.0,4.64,0.93,1.24,6.81,Progressive Passer
Stade de Reims,Dion Lopy,106.0,3.0,3.0,2.0,2.55,2.55,1.7,6.8,Supporting Progressor
Paris Saint-Germain,Nuno Mendes,1339.0,29.0,24.0,48.0,1.95,1.61,3.23,6.79,Supporting Progressor
AS Monaco,Axel Disasi,93.0,7.0,0.0,0.0,6.77,0.0,0.0,6.77,Progressive Passer
AS Monaco,Aleksandr Golovin,93.0,1.0,3.0,3.0,0.97,2.9,2.9,6.77,Ball Carrier
OGC Nice,Andy Delort,120.0,4.0,2.0,3.0,3.0,1.5,2.25,6.75,Progressive Passer
Stade de Reims,El Bilal Toure,80.0,1.0,0.0,5.0,1.12,0.0,5.62,6.74,Progression Outlet
Odisha,Jonathas Cristian de Jesus,1230.0,13.0,26.0,53.0,0.95,1.9,3.88,6.7299999999999995,Progression Outlet
Switzerland,Djibril Sow,268.0,8.0,9.0,3.0,2.69,3.02,1.01,6.72,Ball Carrier
Mumbai City,Ygor de Oliveira Ferreira,416.0,4.0,9.0,18.0,0.87,1.95,3.89,6.71,Progression Outlet
United States,Haji Wright,161.0,3.0,3.0,6.0,1.68,1.68,3.35,6.71,Supporting Progressor
Chennaiyin,Łukasz Gikiewicz,885.0,14.0,14.0,38.0,1.42,1.42,3.86,6.699999999999999,Progression Outlet
Hyderabad,Sahil Tavora,659.0,32.0,8.0,9.0,4.37,1.09,1.23,6.6899999999999995,Progressive Passer
Germany,Lukas Klostermann,81.0,2.0,3.0,1.0,2.22,3.33,1.11,6.660000000000001,Ball Carrier
OGC Nice,Melvin Bard,189.0,3.0,4.0,7.0,1.43,1.9,3.33,6.66,Supporting Progressor
Canada,Ismael Koné,122.0,5.0,3.0,1.0,3.69,2.21,0.74,6.640000000000001,Progressive Passer
Lyon,Islam Slimani,95.0,0.0,3.0,4.0,0.0,2.84,3.79,6.63,Ball Carrier
Bordeaux,Rémi Oudin,68.0,0.0,2.0,3.0,0.0,2.65,3.97,6.62,Ball Carrier
Strasbourg,Lucas Perrin,68.0,2.0,2.0,1.0,2.65,2.65,1.32,6.62,Ball Carrier
Senegal,Pape Matar Sarr,68.0,3.0,1.0,1.0,3.97,1.32,1.32,6.61,Progressive Passer
Qatar,Homam Alamin Ahmed,273.0,4.0,7.0,9.0,1.32,2.31,2.97,6.6,Supporting Progressor
Strasbourg,Frédéric Guilbert,82.0,1.0,0.0,5.0,1.1,0.0,5.49,6.59,Progression Outlet
Mumbai City,Bradden Inman,560.0,16.0,8.0,17.0,2.57,1.29,2.73,6.59,Supporting Progressor
Ecuador,Pervis Josué Estupiñán Tenorio,287.0,7.0,6.0,8.0,2.2,1.88,2.51,6.59,Supporting Progressor
NorthEast United,Khassa Camara,645.0,35.0,5.0,7.0,4.88,0.7,0.98,6.5600000000000005,Progressive Passer
Mexico,Néstor Alejandro Araújo Razo,96.0,6.0,0.0,1.0,5.62,0.0,0.94,6.5600000000000005,Progressive Passer
Rennes,Birger Meling,192.0,5.0,5.0,4.0,2.34,2.34,1.88,6.56,Supporting Progressor
