season_name,match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
2021/2022,3813311,Jamshedpur,Alexandre Monteiro de Lima,46.0,38.0,84.0,11,9,20,23.27
2021/2022,3802930,Troyes,Rominigue Kouamé N''Guessan,46.0,38.0,84.0,8,9,17,26.25
2022,3869151,Argentina,Alexis Mac Allister,40.0,44.0,84.0,11,10,21,13.0
2021/2022,3813278,Kerala Blasters,Jessel Carneiro,45.0,39.0,84.0,10,8,18,24.78
2022,3857287,South Korea,Min Jae Kim,44.0,40.0,84.0,10,9,19,23.93
2022,3857290,Cameroon,Samuel Yves Oum Gwet,48.0,36.0,84.0,12,10,22,19.09
2021/2022,3813304,Hyderabad,Eduardo García Martín,39.0,45.0,84.0,9,11,20,20.95
2021/2022,3813310,Kerala Blasters,Adrián Nicolás Luna Retamar,36.0,48.0,84.0,13,13,26,19.05
2022,3857286,Ecuador,Moisés Isaac Caicedo Corozo,44.0,40.0,84.0,9,11,20,19.44
2022,3857290,Cameroon,Ngoran Suiru Fai Collins,40.0,44.0,84.0,9,11,20,19.09
2022,3857268,Canada,Steven de Sousa Vitoria,44.0,40.0,84.0,11,7,18,20.95
2021/2022,3813302,Jamshedpur,Greg Stewart,34.0,50.0,84.0,10,11,21,28.0
2022,3869152,France,Antoine Griezmann,40.0,44.0,84.0,11,11,22,16.63
2022,3857291,Spain,Carlos Soler Barragán,43.0,41.0,84.0,11,9,20,8.33
2021/2022,3827767,Hyderabad,Asish Rai,43.0,41.0,84.0,12,11,23,22.76
2022,3857281,Croatia,Joško Gvardiol,44.0,40.0,84.0,8,9,17,20.44
2021/2022,3817894,Goa,Princeton Rebello,42.0,42.0,84.0,10,9,19,19.95
2021/2022,3827767,Hyderabad,Akash Mishra,47.0,37.0,84.0,11,11,22,22.76
2021/2022,3813318,Mumbai City,Cássio Gabriel Vilela Ferreira,32.0,51.0,83.0,10,11,21,20.24
2021/2022,3802643,Strasbourg,Jean-Ricner Bellegarde,41.0,42.0,83.0,10,11,21,20.29
2021/2022,3817859,Jamshedpur,Greg Stewart,36.0,47.0,83.0,11,12,23,38.07
2021/2022,3813294,Chennaiyin,Jerry Lalrinzuala,45.0,38.0,83.0,8,8,16,23.31
2021/2022,3802983,Paris Saint-Germain,Danilo Luís Hélio Pereira,40.0,43.0,83.0,9,10,19,18.4
2021/2022,3817891,Bengaluru,Alan Henrique Costa,45.0,38.0,83.0,11,10,21,19.71
2022,3857266,Denmark,Joachim Andersen,42.0,41.0,83.0,11,8,19,17.33
2022,3857254,Denmark,Joakim Mæhle,43.0,40.0,83.0,10,10,20,15.26
2021/2022,3817848,Goa,Jorge Ortiz Mendoza,38.0,45.0,83.0,9,12,21,16.53
2021/2022,3813309,Hyderabad,João Victor de Albuquerque Bruno,47.0,36.0,83.0,10,11,21,19.95
2022,3857254,Denmark,Rasmus Nissen Kristensen,44.0,39.0,83.0,7,8,15,15.26
2021/2022,3813284,Jamshedpur,Greg Stewart,41.0,42.0,83.0,13,13,26,33.47
2022,3869321,Argentina,Leandro Daniel Paredes,44.0,39.0,83.0,9,11,20,15.63
2021/2022,3813306,ATK Mohun Bagan,Pritam Kotal,40.0,43.0,83.0,9,8,17,20.85
2021/2022,3813280,East Bengal,Amir Derviševič,43.0,40.0,83.0,13,12,25,33.6
2021/2022,3813278,Kerala Blasters,Marko Lešković,42.0,41.0,83.0,11,9,20,24.48
2021/2022,3802904,Paris Saint-Germain,Achraf Hakimi Mouh,40.0,43.0,83.0,7,8,15,13.95
2022,3869321,Argentina,Cristian Gabriel Romero,44.0,39.0,83.0,8,7,15,15.63
2022,3857296,Croatia,Josip Juranović,42.0,41.0,83.0,9,10,19,16.15
2021/2022,3802907,Lille,Jonathan Bamba,38.0,45.0,83.0,9,10,19,20.7
2022,3869253,South Korea,Jae-Sung Lee,40.0,43.0,83.0,11,12,23,17.44
2021/2022,3817882,Chennaiyin,Jerry Lalrinzuala,39.0,44.0,83.0,10,10,20,21.17
2022,3857295,Costa Rica,Joel Nathaniel Campbell Samuels,38.0,45.0,83.0,9,10,19,22.19
2021/2022,3813316,Goa,Seriton Fernandes,47.0,36.0,83.0,10,7,17,18.12
2021/2022,3802907,Lille,Sven Botman,40.0,43.0,83.0,10,9,19,20.7
2021/2022,3813270,Goa,Lalhmangaihsanga Ralte,42.0,40.0,82.0,8,10,18,21.41
2022,3857288,Tunisia,Ali Abdi,44.0,38.0,82.0,11,10,21,20.2
2022,3857280,Cameroon,André-Frank Zambo Anguissa,39.0,43.0,82.0,11,12,23,32.28
2021/2022,3817892,ATK Mohun Bagan,Carl Gerard McHugh,40.0,42.0,82.0,9,10,19,18.81
2021/2022,3802983,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,36.0,46.0,82.0,9,9,18,18.18
2022,3869685,France,Adrien Rabiot,43.0,39.0,82.0,12,14,26,18.89
2021/2022,3817858,Kerala Blasters,Harmanjot Singh Khabra,45.0,37.0,82.0,11,11,22,18.64
2021/2022,3813281,Chennaiyin,Ariel Borysiuk,40.0,42.0,82.0,9,7,16,23.56
2022,3857266,France,Adrien Rabiot,41.0,41.0,82.0,10,11,21,17.67
2021/2022,3813300,Kerala Blasters,Jeakson Singh Thaunaojam,43.0,39.0,82.0,9,10,19,24.05
2022,3857259,Serbia,Sergej Milinković-Savić,36.0,46.0,82.0,8,9,17,19.16
2022,3869117,United States,Yunus Dimoara Musah,39.0,43.0,82.0,13,13,26,16.43
2022,3857259,Serbia,Filip Kostić,38.0,44.0,82.0,9,10,19,19.16
2022,3857290,Switzerland,Silvan Widmer,42.0,40.0,82.0,12,10,22,17.79
2022,3857255,Spain,Pablo Martín Páez Gavira,41.0,41.0,82.0,9,8,17,8.26
2022,3857283,Belgium,Amadou Onana,39.0,43.0,82.0,8,8,16,13.58
2021/2022,3813265,Mumbai City,Rahul Bheke,45.0,37.0,82.0,10,8,18,19.2
2022,3869354,England,Jordan Brian Henderson,41.0,41.0,82.0,8,8,16,17.63
2021/2022,3817886,NorthEast United,Hernán Daniel Santana Trujillo,42.0,40.0,82.0,10,10,20,30.48
2022,3857268,Canada,Alistair Johnston,46.0,36.0,82.0,12,9,21,20.45
2021/2022,3817862,Mumbai City,Cássio Gabriel Vilela Ferreira,35.0,47.0,82.0,9,7,16,18.89
2022,3857290,Cameroon,André Onana,44.0,38.0,82.0,10,6,16,18.64
2021/2022,3813269,Odisha,Vinit Rai Chamling,43.0,39.0,82.0,12,12,24,22.84
2021/2022,3813310,Kerala Blasters,Enes Sipović,42.0,40.0,82.0,8,8,16,18.59
2021/2022,3817895,Goa,Princeton Rebello,40.0,42.0,82.0,9,10,19,13.67
2022,3869151,Australia,Aziz Eraltay Behich,42.0,40.0,82.0,8,8,16,21.35
2021/2022,3813312,Mumbai City,Serigne Mourtada Fall,41.0,41.0,82.0,7,7,14,18.81
2022,3869253,Brazil,Neymar da Silva Santos Junior,37.0,45.0,82.0,8,9,17,14.49
2022,3869253,Brazil,Éder Gabriel Militão,47.0,35.0,82.0,8,6,14,14.49
2022,3857301,Qatar,Abdelkarim Hassan Al Haj Fadlalla,34.0,48.0,82.0,12,10,22,22.65
2021/2022,3817855,ATK Mohun Bagan,Carl Gerard McHugh,43.0,39.0,82.0,10,8,18,20.92
2022,3869253,Brazil,Raphael Dias Belloli,36.0,46.0,82.0,10,10,20,14.49
2021/2022,3813312,Mumbai City,Rahul Bheke,45.0,37.0,82.0,10,7,17,18.81
2021/2022,3817876,NorthEast United,Gurjinder Kumar,49.0,33.0,82.0,9,10,19,26.8
2021/2022,3802665,Montpellier,Mihailo Ristić,40.0,41.0,81.0,9,11,20,28.93
2021/2022,3813318,Mumbai City,Rahul Bheke,46.0,35.0,81.0,9,7,16,19.76
2021/2022,3817863,Goa,Alberto Noguera Ripoll,42.0,39.0,81.0,11,13,24,20.82
2021/2022,3817882,East Bengal,Adil Khan,42.0,39.0,81.0,10,7,17,23.28
2021/2022,3813264,Hyderabad,Konsham Chinglensana Singh,40.0,41.0,81.0,10,9,19,27.74
2021/2022,3817867,Mumbai City,Lalengmawia Ralte,38.0,43.0,81.0,11,10,21,27.0
2021/2022,3802805,OGC Nice,Flavius Daniliuc,47.0,34.0,81.0,9,8,17,17.84
2021/2022,3802805,OGC Nice,Pablo Paulino Rosario,41.0,40.0,81.0,11,12,23,17.84
2021/2022,3802643,Strasbourg,Adrien Thomasson,41.0,40.0,81.0,9,9,18,19.8
2022,3857282,United States,Christian Pulisic,30.0,51.0,81.0,11,11,22,15.58
2022,3857276,Morocco,Sofyan Amrabat,43.0,38.0,81.0,12,9,21,26.13
2021/2022,3813309,Hyderabad,Hitesh Sharma,40.0,41.0,81.0,9,10,19,19.47
2021/2022,3813300,Kerala Blasters,Marko Lešković,42.0,39.0,81.0,10,8,18,23.75
2021/2022,3813283,Bengaluru,Naorem Roshan Singh,42.0,39.0,81.0,13,8,21,25.39
2021/2022,3802676,Paris Saint-Germain,Nuno Mendes,44.0,37.0,81.0,6,9,15,11.62
2022,3857259,Cameroon,Ngoran Suiru Fai Collins,44.0,37.0,81.0,12,10,22,29.35
2021/2022,3802907,Paris Saint-Germain,Kylian Mbappé Lottin,33.0,48.0,81.0,9,10,19,13.78
2022,3857261,England,Declan Rice,45.0,36.0,81.0,9,9,18,14.65
2021/2022,3802902,Marseille,Boubacar Kamara,40.0,41.0,81.0,9,10,19,17.84
2021/2022,3817880,Chennaiyin,Ariel Borysiuk,38.0,43.0,81.0,10,10,20,20.77
2021/2022,3802643,Paris Saint-Germain,Danilo Luís Hélio Pereira,41.0,40.0,81.0,10,11,21,14.14
2022,3857275,France,Raphaël Varane,41.0,40.0,81.0,8,10,18,14.36
2022,3857296,Croatia,Dejan Lovren,40.0,41.0,81.0,8,8,16,15.76
2021/2022,3802683,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,34.0,47.0,81.0,9,8,17,16.17
2021/2022,3817870,Goa,Brandon Fernandes,36.0,45.0,81.0,10,12,22,18.75
2022,3869151,Australia,Mathew Ryan,45.0,36.0,81.0,8,8,16,21.09
2022,3857257,Denmark,Joakim Mæhle,40.0,41.0,81.0,10,7,17,13.73
2021/2022,3813303,ATK Mohun Bagan,Ashutosh Mehta,43.0,38.0,81.0,11,13,24,23.21
2022,3857263,Germany,Antonio Rüdiger,41.0,40.0,81.0,7,11,18,27.84
2021/2022,3813272,Goa,Princeton Rebello,38.0,43.0,81.0,9,11,20,21.72
2022,3857286,Qatar,Karim Boudiaf,42.0,39.0,81.0,10,8,18,21.2
2021/2022,3827336,ATK Mohun Bagan,Pritam Kotal,45.0,36.0,81.0,9,10,19,22.75
2021/2022,3817859,NorthEast United,Zakaria Diallo,43.0,38.0,81.0,11,10,21,25.0
2022,3857297,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,42.0,39.0,81.0,11,10,21,16.56
2021/2022,3813314,Kerala Blasters,Bijoy Varghese,40.0,41.0,81.0,12,9,21,21.66
2022,3869684,Morocco,Yahia Attiyat allah,40.0,41.0,81.0,13,14,27,18.79
2021/2022,3827767,Kerala Blasters,Harmanjot Singh Khabra,48.0,33.0,81.0,12,9,21,17.57
2022,3857281,Croatia,Dejan Lovren,43.0,38.0,81.0,9,8,17,19.71
2021/2022,3817879,Hyderabad,Asish Rai,41.0,40.0,81.0,10,12,22,23.55
2021/2022,3827336,ATK Mohun Bagan,Subhasish Bose,44.0,37.0,81.0,10,9,19,22.75
2022,3857288,Tunisia,Dylan Daniel Mahmoud Bronn,41.0,39.0,80.0,11,8,19,19.7
2021/2022,3802690,Paris Saint-Germain,Georginio Wijnaldum,39.0,41.0,80.0,9,9,18,10.68
2021/2022,3813298,Jamshedpur,Laldinliana Renthlei,51.0,29.0,80.0,12,8,20,22.92
2021/2022,3817900,Chennaiyin,Rahim Ali,37.0,43.0,80.0,11,13,24,22.1
2021/2022,3817891,Bengaluru,Naorem Roshan Singh,41.0,39.0,80.0,11,11,22,19.0
2021/2022,3813278,Chennaiyin,Slavko Damjanović,43.0,37.0,80.0,8,9,17,25.24
2021/2022,3827335,Jamshedpur,Greg Stewart,37.0,43.0,80.0,12,14,26,30.65
2022,3857282,United States,Yunus Dimoara Musah,38.0,42.0,80.0,8,9,17,15.38
2022,3857300,Argentina,Lionel Andrés Messi Cuccittini,33.0,47.0,80.0,12,10,22,14.76
2021/2022,3802802,Stade de Reims,Azor Matusiwa,38.0,42.0,80.0,10,10,20,22.99
2021/2022,3813301,Odisha,Lalruatthara Lalruatthara,49.0,31.0,80.0,6,8,14,20.62
2021/2022,3813291,East Bengal,Bikash Jairu,43.0,37.0,80.0,11,10,21,19.56
2021/2022,3813266,Goa,Alberto Noguera Ripoll,37.0,43.0,80.0,9,9,18,17.54
2021/2022,3817899,Jamshedpur,Eli Sabia Filho,45.0,35.0,80.0,10,8,18,25.4
2022,3857273,Wales,Neco Williams,42.0,38.0,80.0,9,11,20,18.26
2021/2022,3802685,Lens,Facundo Axel Medina,43.0,37.0,80.0,8,9,17,23.39
2021/2022,3817875,Goa,Iván Garrido González,41.0,39.0,80.0,9,11,20,17.74
2021/2022,3817880,Chennaiyin,Slavko Damjanović,44.0,36.0,80.0,10,7,17,20.51
2021/2022,3817897,Kerala Blasters,Marko Lešković,43.0,37.0,80.0,11,9,20,24.69
2021/2022,3813269,Odisha,Isaac Vanmalsawma Chhakchhuak,32.0,48.0,80.0,13,14,27,22.28
2022,3857290,Cameroon,Jean-Charles Castelletto,39.0,41.0,80.0,10,10,20,18.18
2021/2022,3817849,Mumbai City,Rahul Bheke,42.0,38.0,80.0,12,10,22,22.35
2022,3857267,Ecuador,Moisés Isaac Caicedo Corozo,41.0,39.0,80.0,9,10,19,22.1
2021/2022,3817882,Chennaiyin,Narayan Das,41.0,39.0,80.0,11,9,20,20.41
2021/2022,3817882,Chennaiyin,Ariel Borysiuk,44.0,36.0,80.0,14,13,27,20.41
2021/2022,3813264,ATK Mohun Bagan,Hugo Adnan Boumous,38.0,42.0,80.0,12,12,24,21.86
2021/2022,3817860,Odisha,Víctor Mongil Adeva,43.0,37.0,80.0,12,10,22,26.58
2021/2022,3817894,Goa,Anisa Anwar Ali,45.0,35.0,80.0,12,10,22,19.0
2022,3857278,Iran,Ramin Rezaeian,39.0,41.0,80.0,12,10,22,19.9
2022,3857281,Croatia,Borna Sosa,45.0,35.0,80.0,8,8,16,19.46
2022,3857263,Spain,Daniel Olmo Carvajal,33.0,47.0,80.0,7,7,14,13.84
2021/2022,3802902,Paris Saint-Germain,Nuno Mendes,41.0,38.0,79.0,6,9,15,16.12
2022,3869152,Poland,Bartosz Bereszyński,43.0,36.0,79.0,10,9,19,19.46
2022,3857258,Serbia,Milos Veljkovic,40.0,39.0,79.0,11,11,22,22.51
2021/2022,3827338,ATK Mohun Bagan,Subhasish Bose,44.0,35.0,79.0,9,10,19,18.68
2021/2022,3813295,Hyderabad,Akash Mishra,41.0,38.0,79.0,13,9,22,21.76
2021/2022,3817891,Bengaluru,Sunil Chhetri,36.0,43.0,79.0,10,13,23,18.76
2021/2022,3802696,Paris Saint-Germain,Georginio Wijnaldum,37.0,42.0,79.0,7,10,17,11.67
2021/2022,3802643,Strasbourg,Dimitri Liénard,37.0,42.0,79.0,12,10,22,19.32
2022,3857274,Ecuador,Pervis Josué Estupiñán Tenorio,44.0,35.0,79.0,8,9,17,22.01
2022,3857266,France,Kylian Mbappé Lottin,30.0,49.0,79.0,9,8,17,17.03
2021/2022,3813300,Kerala Blasters,Enes Sipović,43.0,36.0,79.0,7,8,15,23.17
2021/2022,3817889,Chennaiyin,Salam Ranjan Singh,42.0,37.0,79.0,9,9,18,21.07
2021/2022,3813273,Mumbai City,Amey Ganesh Ranawade,43.0,36.0,79.0,9,9,18,18.94
2021/2022,3817876,Chennaiyin,Narayan Das,42.0,37.0,79.0,8,8,16,22.77
2022,3857290,Switzerland,Granit Xhaka,38.0,41.0,79.0,12,12,24,17.14
2022,3857269,Switzerland,Silvan Widmer,35.0,44.0,79.0,10,9,19,18.46
2021/2022,3817880,Chennaiyin,Rahim Ali,33.0,46.0,79.0,8,8,16,20.26
2022,3869254,Portugal,Bernardo Mota Veiga de Carvalho e Silva,40.0,39.0,79.0,10,10,20,19.55
2021/2022,3817883,Bengaluru,Pratik Prabhakar Chaudhari,40.0,39.0,79.0,9,9,18,24.16
2022,3857283,Belgium,Thomas Meunier,39.0,40.0,79.0,9,9,18,13.08
2021/2022,3817866,Mumbai City,Cássio Gabriel Vilela Ferreira,40.0,39.0,79.0,10,10,20,25.24
2021/2022,3817870,Goa,Iván Garrido González,39.0,40.0,79.0,10,11,21,18.29
2021/2022,3817852,Mumbai City,Lalengmawia Ralte,42.0,37.0,79.0,12,11,23,22.64
2021/2022,3803000,Clermont Foot,Akim Zedadka,41.0,38.0,79.0,8,8,16,21.76
2021/2022,3813269,Odisha,Paul Ramfangzauva,36.0,43.0,79.0,11,11,22,22.01
2021/2022,3813269,Odisha,Jonathas Cristian de Jesus,34.0,45.0,79.0,9,13,22,22.01
2021/2022,3817895,Goa,Jorge Ortiz Mendoza,35.0,44.0,79.0,8,10,18,13.17
2022,3869519,Croatia,Ivan Perišić,41.0,38.0,79.0,12,11,23,14.13
2021/2022,3813303,ATK Mohun Bagan,Carl Gerard McHugh,41.0,38.0,79.0,14,11,25,22.64
2021/2022,3813312,Mumbai City,Cássio Gabriel Vilela Ferreira,34.0,45.0,79.0,8,10,18,18.12
2021/2022,3817894,Goa,Iván Garrido González,40.0,39.0,79.0,10,10,20,18.76
2021/2022,3817876,NorthEast United,Provat Lakra,44.0,35.0,79.0,11,10,21,25.82
2022,3857267,Ecuador,Pervis Josué Estupiñán Tenorio,42.0,37.0,79.0,10,9,19,21.82
2021/2022,3802902,Paris Saint-Germain,Marco Verratti,41.0,37.0,78.0,9,9,18,15.92
2021/2022,3813294,Chennaiyin,Keisham Reagan Singh,43.0,35.0,78.0,10,6,16,21.91
2021/2022,3817892,ATK Mohun Bagan,Subhasish Bose,41.0,37.0,78.0,13,12,25,17.89
2021/2022,3813302,NorthEast United,Suhair Vadakkepeedika,32.0,46.0,78.0,9,10,19,22.41
2021/2022,3817882,East Bengal,Sourav Das,42.0,36.0,78.0,9,10,19,22.41
2022,3857261,Wales,Joe Rodon,42.0,36.0,78.0,11,10,21,28.47
2021/2022,3813273,Mumbai City,Vignesh Dakshinamurthy,41.0,37.0,78.0,10,7,17,18.71
2021/2022,3802839,Nantes,Pedro Chirivella Burgos,39.0,39.0,78.0,9,9,18,33.91
2021/2022,3813268,ATK Mohun Bagan,Lenny Rodrigues,39.0,39.0,78.0,12,11,23,23.71
2021/2022,3817897,Kerala Blasters,Sanjeev Stalin,43.0,35.0,78.0,11,10,21,24.07
2022,3857260,Mexico,Luis Gerardo Chávez Magallón,38.0,40.0,78.0,12,12,24,21.25
2022,3869254,Switzerland,Edimilson Fernandes,42.0,36.0,78.0,10,11,21,17.81
2021/2022,3817862,Mumbai City,Serigne Mourtada Fall,39.0,39.0,78.0,8,8,16,17.97
2021/2022,3802795,Paris Saint-Germain,Kylian Mbappé Lottin,31.0,47.0,78.0,9,10,19,11.85
2021/2022,3817890,Goa,Leander D''Cunha,43.0,35.0,78.0,8,9,17,18.62
2021/2022,3827338,Hyderabad,João Victor de Albuquerque Bruno,39.0,39.0,78.0,9,7,16,23.21
2021/2022,3817855,ATK Mohun Bagan,Sandesh Jhingan,42.0,36.0,78.0,11,9,20,19.9
2022,3857301,Qatar,Akram Hassan Afif,40.0,38.0,78.0,14,11,25,21.55
2021/2022,3813314,Kerala Blasters,Jessel Carneiro,42.0,36.0,78.0,9,10,19,20.86
2021/2022,3813271,Goa,Glan Martins,34.0,43.0,77.0,9,9,18,18.51
2021/2022,3813271,Goa,Saviour Gama,39.0,38.0,77.0,11,11,22,18.51
2022,3857277,Morocco,Achraf Hakimi Mouh,43.0,34.0,77.0,8,8,16,25.58
2022,3857281,Canada,Ismael Koné,39.0,38.0,77.0,10,11,21,17.62
2022,3869354,France,Aurélien Djani Tchouaméni,39.0,38.0,77.0,9,10,19,23.48
2021/2022,3802818,Lorient,Enzo Le Fée,35.0,42.0,77.0,8,10,18,23.99
2021/2022,3802983,Paris Saint-Germain,Achraf Hakimi Mouh,41.0,36.0,77.0,9,9,18,17.07
2021/2022,3817865,NorthEast United,Mashoor Shereef Thangalakath,36.0,41.0,77.0,11,8,19,21.15
2022,3869152,Poland,Grzegorz Krychowiak,38.0,39.0,77.0,8,7,15,18.97
2022,3857277,Morocco,Nayef Aguerd,41.0,36.0,77.0,8,6,14,25.58
2022,3857300,Argentina,Ángel Fabián Di María Hernández,31.0,46.0,77.0,10,10,20,14.21
2021/2022,3813295,Hyderabad,Konsham Chinglensana Singh,38.0,39.0,77.0,11,9,20,21.21
2021/2022,3817889,Chennaiyin,Jerry Lalrinzuala,44.0,33.0,77.0,9,9,18,20.53
2021/2022,3813299,Bengaluru,Alan Henrique Costa,39.0,38.0,77.0,11,9,20,27.11
2022,3869117,Netherlands,Virgil van Dijk,43.0,34.0,77.0,11,7,18,23.19
2021/2022,3817893,East Bengal,Francisco José Sota Bernard,35.0,42.0,77.0,10,11,21,22.65
2021/2022,3802696,Stade de Reims,Yunis Abdelhamid,36.0,41.0,77.0,10,11,21,24.92
2021/2022,3802685,Lens,Cheick Oumar Doucoure,43.0,34.0,77.0,11,10,21,22.51
2021/2022,3817878,Hyderabad,João Victor de Albuquerque Bruno,44.0,33.0,77.0,11,9,20,25.5
2022,3857293,Uruguay,Guillermo Varela Olivera,36.0,41.0,77.0,10,8,18,21.15
2021/2022,3802685,Lens,Przemysław Frankowski,38.0,39.0,77.0,9,9,18,22.51
2021/2022,3817860,Hyderabad,Asish Rai,43.0,34.0,77.0,9,10,19,25.0
2022,3869219,Japan,Maya Yoshida,40.0,37.0,77.0,10,10,20,17.66
2021/2022,3817852,Mumbai City,Serigne Mourtada Fall,46.0,31.0,77.0,10,8,18,22.06
2021/2022,3817860,Hyderabad,Joel Joseph Chianese,40.0,37.0,77.0,13,12,25,25.0
2021/2022,3813304,Hyderabad,Akash Mishra,41.0,36.0,77.0,14,12,26,19.2
2022,3857293,Ghana,Abdul Rahman Baba,43.0,34.0,77.0,8,9,17,20.05
2021/2022,3813290,Hyderabad,João Victor de Albuquerque Bruno,41.0,36.0,77.0,12,13,25,25.08
2021/2022,3817896,Odisha,Francisco Javier Hernández González,39.0,38.0,77.0,10,12,22,19.15
2022,3857270,Uruguay,José María Giménez de Vargas,40.0,37.0,77.0,11,10,21,23.77
2022,3869152,France,Ousmane Dembélé,35.0,42.0,77.0,9,8,17,15.25
2022,3857291,Spain,Marco Asensio Willemsen,32.0,45.0,77.0,10,9,19,7.63
2022,3857268,Belgium,Axel Witsel,45.0,32.0,77.0,13,12,25,17.07
2021/2022,3817873,NorthEast United,Gurjinder Kumar,45.0,32.0,77.0,11,8,19,26.19
2022,3857270,Uruguay,Federico Santiago Valverde Dipetta,38.0,39.0,77.0,13,14,27,23.77
2022,3857292,Germany,Serge Gnabry,34.0,42.0,76.0,10,10,20,11.36
2021/2022,3813293,Bengaluru,Suresh Singh Wangjam,35.0,41.0,76.0,9,10,19,15.2
2021/2022,3813294,Chennaiyin,Slavko Damjanović,40.0,36.0,76.0,9,9,18,21.35
2021/2022,3817869,Hyderabad,João Victor de Albuquerque Bruno,43.0,33.0,76.0,11,13,24,34.7
2021/2022,3827338,ATK Mohun Bagan,Pritam Kotal,45.0,31.0,76.0,12,10,22,17.97
2022,3869685,Argentina,Nicolás Alejandro Tagliafico,44.0,32.0,76.0,6,7,13,13.57
2021/2022,3817863,Goa,Jorge Ortiz Mendoza,32.0,44.0,76.0,8,12,20,19.54
2022,3857285,Netherlands,Matthijs de Ligt,40.0,36.0,76.0,9,9,18,19.34
2021/2022,3813309,Hyderabad,Eduardo García Martín,36.0,40.0,76.0,11,10,21,18.27
2021/2022,3813280,Chennaiyin,Ariel Borysiuk,40.0,36.0,76.0,8,10,18,19.69
2021/2022,3813280,Chennaiyin,Anirudh Thapa,38.0,38.0,76.0,9,11,20,19.69
2021/2022,3817902,Kerala Blasters,Lalthathanga Khawlhring,38.0,38.0,76.0,8,10,18,25.08
2022,3857269,Switzerland,Yann Sommer,46.0,30.0,76.0,7,6,13,17.76
2021/2022,3813309,Hyderabad,Asish Rai,41.0,35.0,76.0,12,12,24,18.27
2022,3857299,South Korea,Jin-Su Kim,36.0,40.0,76.0,11,10,21,15.23
2022,3857264,Poland,Jakub Piotr Kiwior,38.0,38.0,76.0,9,10,19,28.46
2021/2022,3802818,Paris Saint-Germain,Leandro Daniel Paredes,40.0,36.0,76.0,9,10,19,11.08
2021/2022,3813289,Bengaluru,Bruno Edgar Silva Almeida,39.0,37.0,76.0,8,11,19,17.47
2022,3869321,Netherlands,Andries Noppert,46.0,30.0,76.0,12,8,20,13.29
2022,3857293,Uruguay,Sebastián Coates Nión,40.0,36.0,76.0,11,7,18,20.88
2021/2022,3817878,Hyderabad,Konsham Chinglensana Singh,40.0,36.0,76.0,11,10,21,25.17
2022,3869519,Argentina,Lionel Andrés Messi Cuccittini,34.0,42.0,76.0,9,11,20,21.23
2021/2022,3813306,ATK Mohun Bagan,Subhasish Bose,39.0,37.0,76.0,10,9,19,19.1
2021/2022,3817889,ATK Mohun Bagan,Deepak Tangri,37.0,39.0,76.0,10,10,20,13.82
2022,3857260,Mexico,Edson Omar Álvarez Velázquez,41.0,35.0,76.0,10,10,20,20.71
2022,3857296,Croatia,Ivan Perišić,33.0,43.0,76.0,8,9,17,14.79
2022,3869552,France,Jules Koundé,43.0,33.0,76.0,10,9,19,24.05
2021/2022,3813308,Goa,Seriton Fernandes,42.0,34.0,76.0,11,12,23,17.51
2021/2022,3817849,Mumbai City,Serigne Mourtada Fall,42.0,34.0,76.0,9,9,18,21.23
2022,3857295,Costa Rica,Kendall Jamaal Waston Manley,38.0,38.0,76.0,9,7,16,20.32
2021/2022,3813313,Odisha,Liridon Krasniqi,40.0,36.0,76.0,8,10,18,24.28
2021/2022,3817882,Chennaiyin,Anirudh Thapa,35.0,41.0,76.0,11,11,22,19.39
2021/2022,3827767,Hyderabad,Konsham Chinglensana Singh,40.0,36.0,76.0,14,8,22,20.6
2021/2022,3817859,NorthEast United,Pragyan Sundar Gogoi,35.0,41.0,76.0,10,11,21,23.46
2022,3857281,Croatia,Mateo Kovačić,42.0,34.0,76.0,8,8,16,18.49
2021/2022,3813316,Goa,Glan Martins,39.0,37.0,76.0,8,10,18,16.59
2021/2022,3802904,Bordeaux,Marcelo Antônio Guedes Filho,41.0,35.0,76.0,11,9,20,18.1
2021/2022,3813313,Odisha,Sahil Panwar,39.0,37.0,76.0,9,10,19,24.28
2021/2022,3813291,ATK Mohun Bagan,Pritam Kotal,41.0,35.0,76.0,11,8,19,21.84
2021/2022,3802904,Bordeaux,Jean Emile Junior Onana Onana,37.0,39.0,76.0,10,9,19,18.1
2021/2022,3817860,Odisha,Liridon Krasniqi,36.0,40.0,76.0,11,12,23,25.25
2021/2022,3817854,Bengaluru,Sunil Chhetri,35.0,40.0,75.0,12,13,25,19.95
2021/2022,3827338,ATK Mohun Bagan,Liston Colaco,29.0,46.0,75.0,9,12,21,17.73
2021/2022,3813311,Chennaiyin,Vladimir Koman Jr.,36.0,39.0,75.0,8,10,18,33.19
2021/2022,3802805,OGC Nice,Khéphren Thuram-Ulien,37.0,38.0,75.0,9,10,19,16.52
2022,3869685,France,Theo Bernard François Hernández,38.0,37.0,75.0,10,9,19,17.28
2021/2022,3813266,Goa,Aibanbha Kupar Dohling,42.0,33.0,75.0,7,9,16,16.45
