season_name,match_id,team,total_defensive_actions,defensive_line_height,defensive_third_pct,middle_third_pct,attacking_third_pct,defensive_style,Defensive Third,Middle Third,Attacking Third
2021/2022,3802904,Bordeaux,39.0,1.641,61.54,12.82,25.64,Low Block,24.0,5.0,10.0
2021/2022,3802904,Paris Saint-Germain,49.0,1.531,69.39,8.16,22.45,Low Block,34.0,4.0,11.0
2021/2022,3802907,Lille,43.0,1.395,69.77,20.93,9.3,Low Block,30.0,9.0,4.0
2021/2022,3802907,Paris Saint-Germain,25.0,1.52,68.0,12.0,20.0,Low Block,17.0,3.0,5.0
2021/2022,3802930,Paris Saint-Germain,34.0,1.353,73.53,17.65,8.82,Low Block,25.0,6.0,3.0
2021/2022,3802930,Troyes,34.0,1.294,79.41,11.76,8.82,Low Block,27.0,4.0,3.0
2021/2022,3802948,Metz,51.0,1.235,80.39,15.69,3.92,Low Block,41.0,8.0,2.0
2021/2022,3802948,Paris Saint-Germain,26.0,1.654,50.0,34.62,15.38,Balanced,13.0,9.0,4.0
2021/2022,3802983,Marseille,25.0,1.76,48.0,28.0,24.0,Balanced,12.0,7.0,6.0
2021/2022,3802983,Paris Saint-Germain,38.0,1.474,63.16,26.32,10.53,Low Block,24.0,10.0,4.0
2021/2022,3802984,Nantes,41.0,1.415,73.17,12.2,14.63,Low Block,30.0,5.0,6.0
2021/2022,3802984,Paris Saint-Germain,31.0,1.71,58.06,12.9,29.03,Low Block,18.0,4.0,9.0
2021/2022,3803000,Clermont Foot,27.0,1.333,74.07,18.52,7.41,Low Block,20.0,5.0,2.0
2021/2022,3803000,Paris Saint-Germain,30.0,1.567,60.0,23.33,16.67,Low Block,18.0,7.0,5.0
2021/2022,3813264,ATK Mohun Bagan,74.0,1.324,72.97,21.62,5.41,Low Block,54.0,16.0,4.0
2021/2022,3813264,Hyderabad,50.0,1.6,60.0,20.0,20.0,Low Block,30.0,10.0,10.0
2021/2022,3813265,East Bengal,92.0,1.326,76.09,15.22,8.7,Low Block,70.0,14.0,8.0
2021/2022,3813265,Mumbai City,61.0,1.525,57.38,32.79,9.84,Low Block,35.0,20.0,6.0
2021/2022,3813266,Chennaiyin,47.0,1.213,78.72,21.28,0.0,Low Block,37.0,10.0,0.0
2021/2022,3813266,Goa,31.0,1.774,35.48,51.61,12.9,Mid-Block,11.0,16.0,4.0
2021/2022,3813267,East Bengal,56.0,1.661,51.79,30.36,17.86,Low Block,29.0,17.0,10.0
2021/2022,3813267,Goa,55.0,1.618,58.18,21.82,20.0,Low Block,32.0,12.0,11.0
2021/2022,3813268,ATK Mohun Bagan,74.0,1.297,77.03,16.22,6.76,Low Block,57.0,12.0,5.0
2021/2022,3813268,Jamshedpur,68.0,1.426,66.18,25.0,8.82,Low Block,45.0,17.0,6.0
2021/2022,3813269,Jamshedpur,35.0,1.457,57.14,40.0,2.86,Low Block,20.0,14.0,1.0
2021/2022,3813269,Odisha,42.0,1.238,78.57,19.05,2.38,Low Block,33.0,8.0,1.0
2021/2022,3813270,Goa,36.0,1.556,52.78,38.89,8.33,Low Block,19.0,14.0,3.0
2021/2022,3813270,Mumbai City,41.0,1.61,51.22,36.59,12.2,Low Block,21.0,15.0,5.0
2021/2022,3813271,Goa,50.0,1.64,46.0,44.0,10.0,Balanced,23.0,22.0,5.0
2021/2022,3813271,Kerala Blasters,69.0,1.406,62.32,34.78,2.9,Low Block,43.0,24.0,2.0
2021/2022,3813272,Goa,60.0,1.417,66.67,25.0,8.33,Low Block,40.0,15.0,5.0
2021/2022,3813272,Hyderabad,69.0,1.551,59.42,26.09,14.49,Low Block,41.0,18.0,10.0
2021/2022,3813273,Mumbai City,39.0,1.41,69.23,20.51,10.26,Low Block,27.0,8.0,4.0
2021/2022,3813273,Odisha,56.0,1.196,82.14,16.07,1.79,Low Block,46.0,9.0,1.0
2021/2022,3813274,Bengaluru,59.0,1.508,64.41,20.34,15.25,Low Block,38.0,12.0,9.0
2021/2022,3813274,Mumbai City,65.0,1.415,69.23,20.0,10.77,Low Block,45.0,13.0,7.0
2021/2022,3813275,Jamshedpur,39.0,1.41,66.67,25.64,7.69,Low Block,26.0,10.0,3.0
2021/2022,3813275,Kerala Blasters,68.0,1.324,75.0,17.65,7.35,Low Block,51.0,12.0,5.0
2021/2022,3813276,East Bengal,46.0,1.391,69.57,21.74,8.7,Low Block,32.0,10.0,4.0
2021/2022,3813276,NorthEast United,46.0,1.522,60.87,26.09,13.04,Low Block,28.0,12.0,6.0
2021/2022,3813277,Hyderabad,54.0,1.574,59.26,24.07,16.67,Low Block,32.0,13.0,9.0
2021/2022,3813277,Mumbai City,44.0,1.591,52.27,36.36,11.36,Low Block,23.0,16.0,5.0
2021/2022,3813278,Chennaiyin,66.0,1.47,62.12,28.79,9.09,Low Block,41.0,19.0,6.0
2021/2022,3813278,Kerala Blasters,55.0,1.345,70.91,23.64,5.45,Low Block,39.0,13.0,3.0
2021/2022,3813279,Chennaiyin,60.0,1.333,71.67,23.33,5.0,Low Block,43.0,14.0,3.0
2021/2022,3813279,Odisha,66.0,1.273,77.27,18.18,4.55,Low Block,51.0,12.0,3.0
2021/2022,3813280,Chennaiyin,46.0,1.587,54.35,32.61,13.04,Low Block,25.0,15.0,6.0
2021/2022,3813280,East Bengal,63.0,1.349,68.25,28.57,3.17,Low Block,43.0,18.0,2.0
2021/2022,3813281,ATK Mohun Bagan,75.0,1.307,72.0,25.33,2.67,Low Block,54.0,19.0,2.0
2021/2022,3813281,Chennaiyin,34.0,1.5,61.76,26.47,11.76,Low Block,21.0,9.0,4.0
2021/2022,3813282,Kerala Blasters,60.0,1.45,65.0,25.0,10.0,Low Block,39.0,15.0,6.0
2021/2022,3813282,Mumbai City,34.0,1.353,64.71,35.29,0.0,Low Block,22.0,12.0,0.0
2021/2022,3813283,Bengaluru,60.0,1.433,61.67,33.33,5.0,Low Block,37.0,20.0,3.0
2021/2022,3813283,Chennaiyin,56.0,1.482,62.5,26.79,10.71,Low Block,35.0,15.0,6.0
2021/2022,3813284,Jamshedpur,57.0,1.702,43.86,42.11,14.04,Balanced,25.0,24.0,8.0
2021/2022,3813284,Mumbai City,62.0,1.242,82.26,11.29,6.45,Low Block,51.0,7.0,4.0
2021/2022,3813285,Bengaluru,33.0,1.667,45.45,42.42,12.12,Balanced,15.0,14.0,4.0
2021/2022,3813285,Goa,54.0,1.296,79.63,11.11,9.26,Low Block,43.0,6.0,5.0
2021/2022,3813286,Chennaiyin,68.0,1.206,82.35,14.71,2.94,Low Block,56.0,10.0,2.0
2021/2022,3813286,Mumbai City,49.0,1.51,57.14,34.69,8.16,Low Block,28.0,17.0,4.0
2021/2022,3813287,ATK Mohun Bagan,50.0,1.48,62.0,28.0,10.0,Low Block,31.0,14.0,5.0
2021/2022,3813287,Bengaluru,48.0,1.396,68.75,22.92,8.33,Low Block,33.0,11.0,4.0
2021/2022,3813288,Hyderabad,59.0,1.441,64.41,27.12,8.47,Low Block,38.0,16.0,5.0
2021/2022,3813288,Jamshedpur,65.0,1.431,64.62,27.69,7.69,Low Block,42.0,18.0,5.0
2021/2022,3813289,Bengaluru,34.0,1.5,55.88,38.24,5.88,Low Block,19.0,13.0,2.0
2021/2022,3813289,Odisha,59.0,1.237,77.97,20.34,1.69,Low Block,46.0,12.0,1.0
2021/2022,3813290,Hyderabad,51.0,1.431,64.71,27.45,7.84,Low Block,33.0,14.0,4.0
2021/2022,3813290,NorthEast United,40.0,1.275,72.5,27.5,0.0,Low Block,29.0,11.0,0.0
2021/2022,3813291,ATK Mohun Bagan,44.0,1.386,68.18,25.0,6.82,Low Block,30.0,11.0,3.0
2021/2022,3813291,East Bengal,25.0,1.44,56.0,44.0,0.0,Low Block,14.0,11.0,0.0
2021/2022,3813292,Bengaluru,44.0,1.341,75.0,15.91,9.09,Low Block,33.0,7.0,4.0
2021/2022,3813292,Kerala Blasters,49.0,1.633,48.98,38.78,12.24,Balanced,24.0,19.0,6.0
2021/2022,3813293,Bengaluru,37.0,1.838,37.84,40.54,21.62,Balanced,14.0,15.0,8.0
2021/2022,3813293,East Bengal,60.0,1.417,65.0,28.33,6.67,Low Block,39.0,17.0,4.0
2021/2022,3813294,Chennaiyin,49.0,1.612,48.98,40.82,10.2,Balanced,24.0,20.0,5.0
2021/2022,3813294,NorthEast United,59.0,1.525,54.24,38.98,6.78,Low Block,32.0,23.0,4.0
2021/2022,3813295,Hyderabad,35.0,1.457,62.86,28.57,8.57,Low Block,22.0,10.0,3.0
2021/2022,3813295,Odisha,44.0,1.545,52.27,40.91,6.82,Low Block,23.0,18.0,3.0
2021/2022,3813296,Kerala Blasters,53.0,1.415,67.92,22.64,9.43,Low Block,36.0,12.0,5.0
2021/2022,3813296,NorthEast United,56.0,1.339,71.43,23.21,5.36,Low Block,40.0,13.0,3.0
2021/2022,3813297,Bengaluru,48.0,1.604,54.17,31.25,14.58,Low Block,26.0,15.0,7.0
2021/2022,3813297,NorthEast United,51.0,1.451,58.82,37.25,3.92,Low Block,30.0,19.0,2.0
2021/2022,3813298,East Bengal,80.0,1.2,82.5,15.0,2.5,Low Block,66.0,12.0,2.0
2021/2022,3813298,Jamshedpur,46.0,1.565,60.87,21.74,17.39,Low Block,28.0,10.0,8.0
2021/2022,3813299,Bengaluru,56.0,1.464,66.07,21.43,12.5,Low Block,37.0,12.0,7.0
2021/2022,3813299,Hyderabad,70.0,1.4,70.0,20.0,10.0,Low Block,49.0,14.0,7.0
2021/2022,3813300,Kerala Blasters,56.0,1.375,66.07,30.36,3.57,Low Block,37.0,17.0,2.0
2021/2022,3813300,Odisha,56.0,1.429,62.5,32.14,5.36,Low Block,35.0,18.0,3.0
2021/2022,3813301,NorthEast United,57.0,1.491,56.14,38.6,5.26,Low Block,32.0,22.0,3.0
2021/2022,3813301,Odisha,41.0,1.415,68.29,21.95,9.76,Low Block,28.0,9.0,4.0
2021/2022,3813302,Jamshedpur,59.0,1.746,32.2,61.02,6.78,Mid-Block,19.0,36.0,4.0
2021/2022,3813302,NorthEast United,59.0,1.186,83.05,15.25,1.69,Low Block,49.0,9.0,1.0
2021/2022,3813303,ATK Mohun Bagan,69.0,1.507,60.87,27.54,11.59,Low Block,42.0,19.0,8.0
2021/2022,3813303,Goa,47.0,1.66,48.94,36.17,14.89,Balanced,23.0,17.0,7.0
2021/2022,3813304,East Bengal,76.0,1.224,80.26,17.11,2.63,Low Block,61.0,13.0,2.0
2021/2022,3813304,Hyderabad,54.0,1.556,55.56,33.33,11.11,Low Block,30.0,18.0,6.0
2021/2022,3813305,Hyderabad,44.0,1.568,52.27,38.64,9.09,Low Block,23.0,17.0,4.0
2021/2022,3813305,Kerala Blasters,63.0,1.397,66.67,26.98,6.35,Low Block,42.0,17.0,4.0
2021/2022,3813306,ATK Mohun Bagan,75.0,1.373,69.33,24.0,6.67,Low Block,52.0,18.0,5.0
2021/2022,3813306,NorthEast United,65.0,1.538,60.0,26.15,13.85,Low Block,39.0,17.0,9.0
2021/2022,3813307,Bengaluru,46.0,1.261,80.43,13.04,6.52,Low Block,37.0,6.0,3.0
2021/2022,3813307,Jamshedpur,47.0,1.553,57.45,29.79,12.77,Low Block,27.0,14.0,6.0
2021/2022,3813308,Goa,70.0,1.4,67.14,25.71,7.14,Low Block,47.0,18.0,5.0
2021/2022,3813308,Odisha,48.0,1.438,62.5,31.25,6.25,Low Block,30.0,15.0,3.0
2021/2022,3813309,Chennaiyin,74.0,1.23,81.08,14.86,4.05,Low Block,60.0,11.0,3.0
2021/2022,3813309,Hyderabad,46.0,1.457,63.04,28.26,8.7,Low Block,29.0,13.0,4.0
2021/2022,3813310,East Bengal,54.0,1.259,75.93,22.22,1.85,Low Block,41.0,12.0,1.0
2021/2022,3813310,Kerala Blasters,38.0,1.421,65.79,26.32,7.89,Low Block,25.0,10.0,3.0
2021/2022,3813311,Chennaiyin,77.0,1.273,74.03,24.68,1.3,Low Block,57.0,19.0,1.0
2021/2022,3813311,Jamshedpur,50.0,1.68,44.0,44.0,12.0,Balanced,22.0,22.0,6.0
2021/2022,3813312,ATK Mohun Bagan,39.0,1.385,69.23,23.08,7.69,Low Block,27.0,9.0,3.0
2021/2022,3813312,Mumbai City,31.0,1.387,67.74,25.81,6.45,Low Block,21.0,8.0,2.0
2021/2022,3813313,ATK Mohun Bagan,39.0,1.513,58.97,30.77,10.26,Low Block,23.0,12.0,4.0
2021/2022,3813313,Odisha,61.0,1.393,62.3,36.07,1.64,Low Block,38.0,22.0,1.0
2021/2022,3813314,ATK Mohun Bagan,85.0,1.306,74.12,21.18,4.71,Low Block,63.0,18.0,4.0
2021/2022,3813314,Kerala Blasters,42.0,1.738,47.62,30.95,21.43,Balanced,20.0,13.0,9.0
2021/2022,3813315,Goa,40.0,1.2,82.5,15.0,2.5,Low Block,33.0,6.0,1.0
2021/2022,3813315,Jamshedpur,47.0,1.447,68.09,19.15,12.77,Low Block,32.0,9.0,6.0
2021/2022,3813316,Goa,38.0,1.605,52.63,34.21,13.16,Low Block,20.0,13.0,5.0
2021/2022,3813316,NorthEast United,67.0,1.433,65.67,25.37,8.96,Low Block,44.0,17.0,6.0
2021/2022,3813317,East Bengal,47.0,1.66,53.19,27.66,19.15,Low Block,25.0,13.0,9.0
2021/2022,3813317,Odisha,63.0,1.397,69.84,20.63,9.52,Low Block,44.0,13.0,6.0
2021/2022,3813318,Mumbai City,46.0,1.478,63.04,26.09,10.87,Low Block,29.0,12.0,5.0
2021/2022,3813318,NorthEast United,84.0,1.452,67.86,19.05,13.1,Low Block,57.0,16.0,11.0
2021/2022,3817848,ATK Mohun Bagan,79.0,1.367,72.15,18.99,8.86,Low Block,57.0,15.0,7.0
2021/2022,3817848,Goa,53.0,1.472,60.38,32.08,7.55,Low Block,32.0,17.0,4.0
2021/2022,3817849,Bengaluru,52.0,1.538,55.77,34.62,9.62,Low Block,29.0,18.0,5.0
2021/2022,3817849,Mumbai City,58.0,1.379,68.97,24.14,6.9,Low Block,40.0,14.0,4.0
2021/2022,3817850,East Bengal,82.0,1.183,85.37,10.98,3.66,Low Block,70.0,9.0,3.0
2021/2022,3817850,Jamshedpur,49.0,1.531,55.1,36.73,8.16,Low Block,27.0,18.0,4.0
2021/2022,3817851,Kerala Blasters,75.0,1.48,61.33,29.33,9.33,Low Block,46.0,22.0,7.0
2021/2022,3817851,Odisha,46.0,1.5,60.87,28.26,10.87,Low Block,28.0,13.0,5.0
2021/2022,3817852,Chennaiyin,62.0,1.516,61.29,25.81,12.9,Low Block,38.0,16.0,8.0
2021/2022,3817852,Mumbai City,56.0,1.429,62.5,32.14,5.36,Low Block,35.0,18.0,3.0
2021/2022,3817853,East Bengal,67.0,1.194,82.09,16.42,1.49,Low Block,55.0,11.0,1.0
2021/2022,3817853,Goa,40.0,1.925,30.0,47.5,22.5,Balanced,12.0,19.0,9.0
2021/2022,3817854,ATK Mohun Bagan,65.0,1.415,69.23,20.0,10.77,Low Block,45.0,13.0,7.0
2021/2022,3817854,Bengaluru,68.0,1.588,51.47,38.24,10.29,Low Block,35.0,26.0,7.0
2021/2022,3817855,ATK Mohun Bagan,52.0,1.423,63.46,30.77,5.77,Low Block,33.0,16.0,3.0
2021/2022,3817855,Kerala Blasters,51.0,1.333,76.47,13.73,9.8,Low Block,39.0,7.0,5.0
2021/2022,3817856,ATK Mohun Bagan,83.0,1.482,60.24,31.33,8.43,Low Block,50.0,26.0,7.0
2021/2022,3817856,Jamshedpur,84.0,1.429,64.29,28.57,7.14,Low Block,54.0,24.0,6.0
2021/2022,3817857,Hyderabad,65.0,1.4,70.77,18.46,10.77,Low Block,46.0,12.0,7.0
2021/2022,3817857,Jamshedpur,68.0,1.647,50.0,35.29,14.71,Balanced,34.0,24.0,10.0
2021/2022,3817858,Chennaiyin,56.0,1.268,78.57,16.07,5.36,Low Block,44.0,9.0,3.0
2021/2022,3817858,Kerala Blasters,42.0,1.595,50.0,40.48,9.52,Balanced,21.0,17.0,4.0
2021/2022,3817859,Jamshedpur,47.0,1.574,53.19,36.17,10.64,Low Block,25.0,17.0,5.0
2021/2022,3817859,NorthEast United,47.0,1.234,80.85,14.89,4.26,Low Block,38.0,7.0,2.0
2021/2022,3817860,Hyderabad,60.0,1.817,38.33,41.67,20.0,Balanced,23.0,25.0,12.0
2021/2022,3817860,Odisha,61.0,1.328,72.13,22.95,4.92,Low Block,44.0,14.0,3.0
2021/2022,3817861,Bengaluru,41.0,1.293,73.17,24.39,2.44,Low Block,30.0,10.0,1.0
2021/2022,3817861,Kerala Blasters,49.0,1.755,46.94,30.61,22.45,Balanced,23.0,15.0,11.0
2021/2022,3817862,Mumbai City,51.0,1.471,64.71,23.53,11.76,Low Block,33.0,12.0,6.0
2021/2022,3817862,Odisha,57.0,1.421,68.42,21.05,10.53,Low Block,39.0,12.0,6.0
2021/2022,3817863,Goa,52.0,1.288,73.08,25.0,1.92,Low Block,38.0,13.0,1.0
2021/2022,3817863,Hyderabad,51.0,1.392,70.59,19.61,9.8,Low Block,36.0,10.0,5.0
2021/2022,3817864,ATK Mohun Bagan,49.0,1.49,61.22,28.57,10.2,Low Block,30.0,14.0,5.0
2021/2022,3817864,Mumbai City,58.0,1.414,67.24,24.14,8.62,Low Block,39.0,14.0,5.0
2021/2022,3817865,NorthEast United,52.0,1.442,63.46,28.85,7.69,Low Block,33.0,15.0,4.0
2021/2022,3817865,Odisha,51.0,1.431,66.67,23.53,9.8,Low Block,34.0,12.0,5.0
2021/2022,3817866,Kerala Blasters,64.0,1.297,71.88,26.56,1.56,Low Block,46.0,17.0,1.0
2021/2022,3817866,Mumbai City,49.0,1.367,69.39,24.49,6.12,Low Block,34.0,12.0,3.0
2021/2022,3817867,Mumbai City,54.0,1.519,59.26,29.63,11.11,Low Block,32.0,16.0,6.0
2021/2022,3817867,NorthEast United,39.0,1.256,76.92,20.51,2.56,Low Block,30.0,8.0,1.0
2021/2022,3817868,Bengaluru,65.0,1.385,64.62,32.31,3.08,Low Block,42.0,21.0,2.0
2021/2022,3817868,Chennaiyin,43.0,1.605,51.16,37.21,11.63,Low Block,22.0,16.0,5.0
2021/2022,3817869,Bengaluru,47.0,1.553,53.19,38.3,8.51,Low Block,25.0,18.0,4.0
2021/2022,3817869,Hyderabad,54.0,1.463,57.41,38.89,3.7,Low Block,31.0,21.0,2.0
2021/2022,3817870,Goa,55.0,1.4,63.64,32.73,3.64,Low Block,35.0,18.0,2.0
2021/2022,3817870,Kerala Blasters,62.0,1.435,62.9,30.65,6.45,Low Block,39.0,19.0,4.0
2021/2022,3817871,Hyderabad,45.0,1.378,64.44,33.33,2.22,Low Block,29.0,15.0,1.0
2021/2022,3817871,NorthEast United,37.0,1.405,70.27,18.92,10.81,Low Block,26.0,7.0,4.0
2021/2022,3817872,Bengaluru,52.0,1.442,61.54,32.69,5.77,Low Block,32.0,17.0,3.0
2021/2022,3817872,Odisha,56.0,1.589,51.79,37.5,10.71,Low Block,29.0,21.0,6.0
2021/2022,3817873,ATK Mohun Bagan,73.0,1.342,72.6,20.55,6.85,Low Block,53.0,15.0,5.0
2021/2022,3817873,NorthEast United,40.0,1.425,65.0,27.5,7.5,Low Block,26.0,11.0,3.0
2021/2022,3817874,Bengaluru,65.0,1.677,50.77,30.77,18.46,Low Block,33.0,20.0,12.0
2021/2022,3817874,Goa,47.0,1.362,72.34,19.15,8.51,Low Block,34.0,9.0,4.0
2021/2022,3817875,Goa,46.0,1.543,54.35,36.96,8.7,Low Block,25.0,17.0,4.0
2021/2022,3817875,Jamshedpur,72.0,1.542,55.56,34.72,9.72,Low Block,40.0,25.0,7.0
2021/2022,3817876,Chennaiyin,67.0,1.254,76.12,22.39,1.49,Low Block,51.0,15.0,1.0
2021/2022,3817876,NorthEast United,55.0,1.436,63.64,29.09,7.27,Low Block,35.0,16.0,4.0
2021/2022,3817877,Bengaluru,38.0,1.526,60.53,26.32,13.16,Low Block,23.0,10.0,5.0
2021/2022,3817877,NorthEast United,61.0,1.279,77.05,18.03,4.92,Low Block,47.0,11.0,3.0
2021/2022,3817878,East Bengal,50.0,1.5,56.0,38.0,6.0,Low Block,28.0,19.0,3.0
2021/2022,3817878,Hyderabad,71.0,1.521,56.34,35.21,8.45,Low Block,40.0,25.0,6.0
2021/2022,3817879,Chennaiyin,80.0,1.238,78.75,18.75,2.5,Low Block,63.0,15.0,2.0
2021/2022,3817879,Hyderabad,51.0,1.588,60.78,19.61,19.61,Low Block,31.0,10.0,10.0
2021/2022,3817880,Chennaiyin,50.0,1.38,70.0,22.0,8.0,Low Block,35.0,11.0,4.0
2021/2022,3817880,Odisha,57.0,1.228,80.7,15.79,3.51,Low Block,46.0,9.0,2.0
2021/2022,3817881,Jamshedpur,32.0,1.656,53.12,28.12,18.75,Low Block,17.0,9.0,6.0
2021/2022,3817881,Kerala Blasters,54.0,1.37,68.52,25.93,5.56,Low Block,37.0,14.0,3.0
2021/2022,3817882,Chennaiyin,67.0,1.194,82.09,16.42,1.49,Low Block,55.0,11.0,1.0
2021/2022,3817882,East Bengal,55.0,1.436,63.64,29.09,7.27,Low Block,35.0,16.0,4.0
2021/2022,3817883,Bengaluru,58.0,1.259,75.86,22.41,1.72,Low Block,44.0,13.0,1.0
2021/2022,3817883,Jamshedpur,48.0,1.375,68.75,25.0,6.25,Low Block,33.0,12.0,3.0
2021/2022,3817884,ATK Mohun Bagan,67.0,1.388,70.15,20.9,8.96,Low Block,47.0,14.0,6.0
2021/2022,3817884,Hyderabad,44.0,1.455,65.91,22.73,11.36,Low Block,29.0,10.0,5.0
2021/2022,3817885,East Bengal,58.0,1.293,75.86,18.97,5.17,Low Block,44.0,11.0,3.0
2021/2022,3817885,Mumbai City,56.0,1.482,60.71,30.36,8.93,Low Block,34.0,17.0,5.0
2021/2022,3817886,Kerala Blasters,70.0,1.443,62.86,30.0,7.14,Low Block,44.0,21.0,5.0
2021/2022,3817886,NorthEast United,69.0,1.377,68.12,26.09,5.8,Low Block,47.0,18.0,4.0
2021/2022,3817887,Hyderabad,61.0,1.607,54.1,31.15,14.75,Low Block,33.0,19.0,9.0
2021/2022,3817887,Mumbai City,52.0,1.442,59.62,36.54,3.85,Low Block,31.0,19.0,2.0
2021/2022,3817888,ATK Mohun Bagan,35.0,1.714,42.86,42.86,14.29,Balanced,15.0,15.0,5.0
2021/2022,3817888,East Bengal,72.0,1.236,83.33,9.72,6.94,Low Block,60.0,7.0,5.0
2021/2022,3817889,ATK Mohun Bagan,50.0,1.56,58.0,28.0,14.0,Low Block,29.0,14.0,7.0
2021/2022,3817889,Chennaiyin,47.0,1.319,72.34,23.4,4.26,Low Block,34.0,11.0,2.0
2021/2022,3817890,Goa,37.0,1.486,59.46,32.43,8.11,Low Block,22.0,12.0,3.0
2021/2022,3817890,NorthEast United,68.0,1.25,77.94,19.12,2.94,Low Block,53.0,13.0,2.0
2021/2022,3817891,Bengaluru,57.0,1.614,52.63,33.33,14.04,Low Block,30.0,19.0,8.0
2021/2022,3817891,East Bengal,67.0,1.552,55.22,34.33,10.45,Low Block,37.0,23.0,7.0
2021/2022,3817892,ATK Mohun Bagan,44.0,1.455,68.18,18.18,13.64,Low Block,30.0,8.0,6.0
2021/2022,3817892,Odisha,42.0,1.214,80.95,16.67,2.38,Low Block,34.0,7.0,1.0
2021/2022,3817893,East Bengal,56.0,1.571,51.79,39.29,8.93,Low Block,29.0,22.0,5.0
