season_name,match_id,team,player,total_pressures,counterpresses,pressure_regains,high_pressures,pressure_success_pct,minutes_played,pressures_per_90
2021/2022,3817848,ATK Mohun Bagan,Lenny Rodrigues,14,4.0,2.0,1,14.29,95,13.26
2022,3857297,Saudi Arabia,Saud Abdullah Abdul Hamid,14,2.0,4.0,4,28.57,97,12.99
2022,3857258,Brazil,Raphael Dias Belloli,14,1.0,3.0,8,21.43,85,14.82
2022,3857287,Uruguay,Federico Santiago Valverde Dipetta,14,2.0,2.0,1,14.29,94,13.4
2021/2022,3817882,Chennaiyin,Anirudh Thapa,14,1.0,4.0,1,28.57,91,13.85
2022,3869152,France,Ousmane Dembélé,14,1.0,1.0,3,7.14,75,16.8
2022,3857293,Ghana,Mohammed Kudus,14,6.0,4.0,6,28.57,97,12.99
2022,3869552,Morocco,Sofyan Amrabat,14,3.0,3.0,1,21.43,95,13.26
2022,3857260,Mexico,Luis Gerardo Chávez Magallón,14,1.0,4.0,0,28.57,97,12.99
2022,3857292,Costa Rica,Joel Nathaniel Campbell Samuels,14,3.0,2.0,2,14.29,98,12.86
2021/2022,3802643,Strasbourg,Alexander Djiku,14,0.0,5.0,1,35.71,90,14.0
2021/2022,3802685,Lens,Arnaud Kalimuendo Muinga,14,3.0,0.0,7,0.0,77,16.36
2021/2022,3817883,Jamshedpur,Daniel Chima Chukwu,14,3.0,6.0,7,42.86,94,13.4
2021/2022,3813270,Goa,Alexander Romario Jesuraj,14,1.0,0.0,5,0.0,50,25.2
2021/2022,3817883,Jamshedpur,Boris Singh Thangjam,14,1.0,3.0,1,21.43,76,16.58
2021/2022,3817883,Jamshedpur,Laldinliana Renthlei,14,1.0,5.0,2,35.71,93,13.55
2021/2022,3813306,ATK Mohun Bagan,Ashutosh Mehta,14,1.0,2.0,4,14.29,95,13.26
2022,3857273,Wales,Neco Williams,14,5.0,4.0,5,28.57,100,12.6
2022,3857282,United States,Christian Pulisic,14,6.0,1.0,9,7.14,98,12.86
2021/2022,3813267,Goa,Devendra Dhaku Murgaokar,14,5.0,2.0,4,14.29,76,16.58
2021/2022,3817867,Mumbai City,Vikram Pratap Singh,14,4.0,3.0,5,21.43,65,19.38
2021/2022,3813267,East Bengal,Hira Mondal,14,3.0,2.0,0,14.29,92,13.7
2021/2022,3813288,Hyderabad,Akash Mishra,14,6.0,3.0,3,21.43,93,13.55
2022,3857272,United States,Timothy Weah,14,1.0,3.0,2,21.43,81,15.56
2021/2022,3813289,Odisha,Nandhakumar Sekar,14,4.0,3.0,3,21.43,82,15.37
2021/2022,3813299,Hyderabad,Souvik Chakrabarti,14,2.0,3.0,5,21.43,86,14.65
2021/2022,3813307,Bengaluru,Bruno Edgar Silva Almeida,14,4.0,7.0,1,50.0,91,13.85
2021/2022,3813305,Hyderabad,Sahil Tavora,14,2.0,3.0,1,21.43,55,22.91
2022,3857263,Germany,Jamal Musiala,14,1.0,0.0,10,0.0,93,13.55
2022,3869420,Croatia,Joško Gvardiol,14,3.0,4.0,0,28.57,121,10.41
2021/2022,3817873,ATK Mohun Bagan,Lenny Rodrigues,14,3.0,6.0,1,42.86,92,13.7
2021/2022,3813264,Hyderabad,Hitesh Sharma,14,2.0,3.0,2,21.43,57,22.11
2021/2022,3813304,East Bengal,Joyner Lourenco,14,3.0,6.0,0,42.86,92,13.7
2021/2022,3813290,Hyderabad,Eduardo García Martín,14,5.0,4.0,8,28.57,62,20.32
2021/2022,3813305,Kerala Blasters,Jorge Rolando Pereyra Díaz,14,7.0,6.0,6,42.86,100,12.6
2022,3857268,Canada,Stephen Antunes Eustáquio,14,2.0,4.0,6,28.57,80,15.75
2022,3857296,Belgium,Axel Witsel,14,0.0,2.0,0,14.29,92,13.7
2022,3857293,Uruguay,Federico Santiago Valverde Dipetta,14,3.0,4.0,4,28.57,98,12.86
2022,3857280,Cameroon,André-Frank Zambo Anguissa,14,3.0,3.0,4,21.43,95,13.26
2022,3869220,Spain,Marco Asensio Willemsen,14,4.0,2.0,12,14.29,61,20.66
2021/2022,3817870,Goa,Alberto Noguera Ripoll,14,9.0,3.0,2,21.43,95,13.26
2022,3869220,Morocco,Achraf Hakimi Mouh,14,1.0,7.0,2,50.0,124,10.16
2021/2022,3817848,Goa,Brandon Fernandes,14,3.0,11.0,2,78.57,95,13.26
2021/2022,3813305,Kerala Blasters,Hormipam Ruivah,14,2.0,5.0,0,35.71,99,12.73
2022,3857290,Switzerland,Silvan Widmer,14,3.0,4.0,3,28.57,94,13.4
2021/2022,3817901,Jamshedpur,Ritwik Kumar Das,14,1.0,4.0,3,28.57,66,19.09
2021/2022,3817871,NorthEast United,Marco Sahanek,14,3.0,2.0,9,14.29,92,13.7
2021/2022,3817891,Bengaluru,Sivasakthi Narayanan,14,3.0,5.0,7,35.71,21,60.0
2022,3857274,Ecuador,Angelo Smit Preciado Quiñónez,14,4.0,4.0,5,28.57,95,13.26
2021/2022,3817879,Chennaiyin,Edwin Sydney Vanspaul,14,4.0,6.0,4,42.86,87,14.48
2022,3857299,Ghana,Salis Abdul Samed,14,0.0,1.0,0,7.14,100,12.6
2021/2022,3802643,Strasbourg,Jean-Ricner Bellegarde,14,2.0,2.0,7,14.29,94,13.4
2022,3869219,Japan,Junya Ito,14,1.0,2.0,3,14.29,120,10.5
2021/2022,3813299,Bengaluru,Danish Farooq Bhat,14,6.0,3.0,6,21.43,58,21.72
2021/2022,3817860,Odisha,Francisco Javier Hernández González,14,5.0,6.0,7,42.86,92,13.7
2021/2022,3802805,Paris Saint-Germain,Thilo Kehrer,14,6.0,7.0,5,50.0,89,14.16
2021/2022,3813279,Odisha,Isaac Vanmalsawma Chhakchhuak,14,1.0,4.0,6,28.57,61,20.66
2021/2022,3813309,Chennaiyin,Anirudh Thapa,14,2.0,3.0,3,21.43,89,14.16
2022,3857297,Poland,Bartosz Bereszyński,14,1.0,2.0,3,14.29,90,14.0
2021/2022,3817895,Chennaiyin,Łukasz Gikiewicz,14,3.0,1.0,2,7.14,64,19.69
2021/2022,3817875,Goa,Alberto Noguera Ripoll,14,4.0,10.0,5,71.43,94,13.4
2022,3857298,Ghana,Alidu Seidu,14,2.0,0.0,0,0.0,62,20.32
2022,3857299,South Korea,In-Beom Hwang,14,2.0,4.0,6,28.57,97,12.99
2021/2022,3813285,Goa,Alberto Noguera Ripoll,14,2.0,4.0,6,28.57,75,16.8
2021/2022,3817868,Bengaluru,Naorem Roshan Singh,14,3.0,6.0,2,42.86,92,13.7
2021/2022,3813315,Goa,Devendra Dhaku Murgaokar,14,7.0,1.0,7,7.14,61,20.66
2021/2022,3813270,Goa,Glan Martins,14,5.0,3.0,2,21.43,74,17.03
2022,3857291,Costa Rica,Anthony Daniel Contreras Enríquez,14,0.0,1.0,2,7.14,58,21.72
2021/2022,3817900,Chennaiyin,Keisham Reagan Singh,14,0.0,3.0,0,21.43,46,27.39
2021/2022,3813288,Hyderabad,Hitesh Sharma,14,4.0,7.0,2,50.0,68,18.53
2021/2022,3813305,Kerala Blasters,Lalthathanga Khawlhring,14,4.0,1.0,2,7.14,94,13.4
2021/2022,3827336,Hyderabad,João Victor de Albuquerque Bruno,14,3.0,2.0,0,14.29,92,13.7
2022,3857274,Ecuador,Enner Remberto Valencia Lastra,14,5.0,3.0,9,21.43,89,14.16
2021/2022,3813291,ATK Mohun Bagan,Lenny Rodrigues,14,4.0,0.0,4,0.0,91,13.85
2021/2022,3817866,Mumbai City,Rahul Bheke,14,1.0,2.0,0,14.29,96,13.13
2022,3857299,South Korea,Woo-Yeong Jeong,14,0.0,3.0,5,21.43,47,26.81
2021/2022,3802643,Strasbourg,Frédéric Guilbert,14,4.0,4.0,4,28.57,81,15.56
2021/2022,3813306,NorthEast United,Lalkhawpuimawia Lalkhawpuimawia,14,3.0,2.0,5,14.29,63,20.0
2022,3869117,Netherlands,Denzel Dumfries,14,1.0,3.0,1,21.43,93,13.55
2022,3869220,Spain,Pablo Martín Páez Gavira,14,9.0,1.0,6,7.14,62,20.32
2021/2022,3817857,Hyderabad,Aniket Anil Jadhav,14,1.0,4.0,6,28.57,82,15.37
2021/2022,3817888,ATK Mohun Bagan,Hugo Adnan Boumous,14,4.0,6.0,7,42.86,95,13.26
2021/2022,3802683,Paris Saint-Germain,Abdou Diallo,14,3.0,4.0,1,28.57,91,13.85
2022,3857258,Serbia,Sergej Milinković-Savić,14,2.0,3.0,0,21.43,91,13.85
2021/2022,3813313,Odisha,Nandhakumar Sekar,14,0.0,2.0,7,14.29,69,18.26
2021/2022,3817901,Mumbai City,Lallianzuala Chhangte,14,4.0,2.0,3,14.29,95,13.26
2022,3857277,Morocco,Sofyan Amrabat,14,2.0,5.0,2,35.71,94,13.4
2021/2022,3813302,Jamshedpur,Eli Sabia Filho,14,1.0,2.0,0,14.29,91,13.85
2022,3857268,Canada,Richie Laryea,14,2.0,3.0,3,21.43,73,17.26
2022,3857284,Germany,Kai Havertz,14,2.0,3.0,12,21.43,78,16.15
2021/2022,3817867,NorthEast United,Marcelo Leite Pereira,14,3.0,2.0,9,14.29,94,13.4
2021/2022,3813289,Bengaluru,Bruno Edgar Silva Almeida,14,2.0,6.0,2,42.86,65,19.38
2021/2022,3817869,Hyderabad,Souvik Chakrabarti,14,4.0,4.0,3,28.57,64,19.69
2022,3857267,Ecuador,Pervis Josué Estupiñán Tenorio,14,0.0,5.0,0,35.71,95,13.26
2021/2022,3813294,NorthEast United,Lalkhawpuimawia Lalkhawpuimawia,14,1.0,2.0,9,14.29,48,26.25
2022,3857263,Germany,David Raum,14,3.0,4.0,2,28.57,85,14.82
2022,3857293,Uruguay,Facundo Pellistri Rebollo,14,2.0,2.0,2,14.29,65,19.38
2021/2022,3817888,ATK Mohun Bagan,Subhasish Bose,14,5.0,6.0,5,42.86,96,13.13
2021/2022,3802752,Paris Saint-Germain,Kylian Mbappé Lottin,14,2.0,4.0,8,28.57,92,13.7
2022,3869685,France,Aurélien Djani Tchouaméni,14,4.0,5.0,3,35.71,123,10.24
2022,3857276,Canada,Alphonso Davies,14,6.0,1.0,6,7.14,92,13.7
2021/2022,3827767,Kerala Blasters,Soraisham Sandeep Singh,14,5.0,6.0,1,42.86,118,10.68
2022,3857278,Iran,Seyed Majid Hosseini,14,1.0,2.0,0,14.29,99,12.73
2022,3857288,Tunisia,Ellyes Joris Skhiri,14,2.0,2.0,1,14.29,95,13.26
2022,3857299,Ghana,Iñaki Williams Arthuer,14,4.0,4.0,5,28.57,99,12.73
2022,3869220,Spain,Ferrán Torres García,14,7.0,1.0,9,7.14,74,17.03
2022,3857256,Serbia,Strahinja Pavlović,14,5.0,4.0,3,28.57,99,12.73
2022,3857254,Tunisia,Mohamed Dräger,14,4.0,2.0,4,14.29,87,14.48
2021/2022,3817902,East Bengal,Rahul Kumar Paswan,14,1.0,3.0,9,21.43,55,22.91
2022,3857289,Mexico,Ernesto Alexis Vega Rojas,14,0.0,1.0,4,7.14,63,20.0
2021/2022,3813283,Chennaiyin,Rahim Ali,14,4.0,4.0,5,28.57,66,19.09
2021/2022,3817852,Mumbai City,Mandar Rao Desai,14,4.0,4.0,3,28.57,96,13.13
2021/2022,3813298,Jamshedpur,Jitendra Singh,14,6.0,5.0,5,35.71,94,13.4
2021/2022,3802907,Lille,Mehmet Zeki Çelik,14,3.0,6.0,4,42.86,87,14.48
2022,3857275,Tunisia,Aïssa Bilal Laïdouni,14,0.0,5.0,2,35.71,96,13.13
2021/2022,3817864,ATK Mohun Bagan,Liston Colaco,14,3.0,3.0,4,21.43,89,14.16
2022,3857293,Ghana,Abdul Rahman Baba,14,2.0,6.0,5,42.86,97,12.99
2021/2022,3817886,Kerala Blasters,Álvaro Vázquez García,14,3.0,2.0,10,14.29,94,13.4
2022,3857262,South Korea,Woo-Young Jung,14,2.0,3.0,1,21.43,96,13.13
2022,3857275,France,Youssouf Fofana,14,3.0,5.0,3,35.71,66,19.09
2022,3857286,Ecuador,Enner Remberto Valencia Lastra,14,2.0,1.0,5,7.14,75,16.8
2021/2022,3813293,East Bengal,Daniel Chima Chukwu,14,2.0,3.0,7,21.43,91,13.85
2022,3857263,Germany,Niklas Süle,13,0.0,7.0,2,53.85,92,12.72
2022,3869486,Morocco,Sofyan Amrabat,13,4.0,3.0,0,23.08,94,12.45
2021/2022,3813304,East Bengal,Mohammed Rafique,13,4.0,3.0,1,23.08,96,12.19
2022,3869151,Australia,Ajdin Hrustic,13,2.0,1.0,2,7.69,38,30.79
2022,3857286,Qatar,Hassan Khalid Al Heidos,13,5.0,2.0,1,15.38,71,16.48
2022,3857267,Senegal,Pape Gueye,13,3.0,4.0,0,30.77,91,12.86
2022,3857271,England,Jude Bellingham,13,1.0,3.0,1,23.08,96,12.19
2021/2022,3817883,Jamshedpur,Seminlen Doungel,13,5.0,5.0,5,38.46,60,19.5
2022,3857300,Argentina,Leandro Daniel Paredes,13,3.0,5.0,1,38.46,58,20.17
2021/2022,3813313,Odisha,Isaac Vanmalsawma Chhakchhuak,13,4.0,1.0,5,7.69,80,14.63
2021/2022,3817893,East Bengal,Hira Mondal,13,2.0,3.0,2,23.08,93,12.58
2021/2022,3813286,Chennaiyin,Keisham Reagan Singh,13,3.0,4.0,0,30.77,90,13.0
2021/2022,3827336,Hyderabad,Mohammad Yasir,13,3.0,3.0,4,23.08,75,15.6
2022,3857272,England,Kieran Trippier,13,5.0,5.0,2,38.46,89,13.15
2022,3857295,Costa Rica,Jewison Bennette,13,2.0,2.0,1,15.38,30,39.0
2021/2022,3813268,ATK Mohun Bagan,Joni Ensio Kauko,13,5.0,5.0,4,38.46,97,12.06
2021/2022,3813318,NorthEast United,Hernán Daniel Santana Trujillo,13,3.0,8.0,1,61.54,96,12.19
2021/2022,3813275,Jamshedpur,Jordan Murray,13,0.0,1.0,5,7.69,91,12.86
2022,3857292,Germany,Serge Gnabry,13,3.0,4.0,7,30.77,96,12.19
2021/2022,3817900,Chennaiyin,Nerijus Valskis,13,3.0,2.0,8,15.38,95,12.32
2021/2022,3813302,Jamshedpur,Jordan Murray,13,0.0,3.0,9,23.08,83,14.1
2022,3869151,Australia,Kye Rowles,13,1.0,3.0,1,23.08,96,12.19
2021/2022,3817900,Jamshedpur,Boris Singh Thangjam,13,5.0,4.0,4,30.77,41,28.54
2021/2022,3817881,Jamshedpur,Greg Stewart,13,3.0,3.0,4,23.08,94,12.45
2022,3869420,Brazil,Rodrygo Silva de Goes,13,4.0,3.0,3,23.08,56,20.89
2021/2022,3813310,East Bengal,Hira Mondal,13,0.0,5.0,0,38.46,91,12.86
2021/2022,3817882,Chennaiyin,Vladimir Koman Jr.,13,2.0,2.0,1,15.38,66,17.73
2021/2022,3817850,Jamshedpur,Laldinliana Renthlei,13,2.0,5.0,0,38.46,85,13.76
2021/2022,3817902,East Bengal,Joyner Lourenco,13,2.0,2.0,0,15.38,85,13.76
2021/2022,3817901,Jamshedpur,Laldinliana Renthlei,13,1.0,4.0,2,30.77,87,13.45
2022,3869684,Morocco,Bilal El Khannous,13,2.0,3.0,6,23.08,54,21.67
2022,3869684,Croatia,Luka Modrić,13,2.0,1.0,3,7.69,92,12.72
2022,3869685,France,Antoine Griezmann,13,2.0,5.0,2,38.46,70,16.71
2021/2022,3817898,Goa,Devendra Dhaku Murgaokar,13,5.0,5.0,9,38.46,64,18.28
2022,3857270,Portugal,Rúben Diogo Da Silva Neves,13,5.0,3.0,1,23.08,67,17.46
2022,3857277,Morocco,Achraf Hakimi Mouh,13,2.0,6.0,3,46.15,92,12.72
2022,3857286,Ecuador,Angelo Smit Preciado Quiñónez,13,4.0,5.0,4,38.46,93,12.58
2021/2022,3817869,Hyderabad,Akash Mishra,13,2.0,7.0,3,53.85,93,12.58
2021/2022,3817874,Bengaluru,Cleiton Augusto Oliveira Silva,13,4.0,2.0,8,15.38,94,12.45
2022,3869220,Morocco,Romain Saïss,13,3.0,5.0,1,38.46,117,10.0
2021/2022,3817870,Goa,Muhammed Nemil Valiyattil,13,4.0,4.0,4,30.77,46,25.43
2022,3869519,Argentina,Nahuel Molina Lucero,13,3.0,4.0,3,30.77,84,13.93
2021/2022,3827767,Kerala Blasters,Álvaro Vázquez García,13,2.0,6.0,7,46.15,108,10.83
2022,3857281,Canada,Alistair Johnston,13,4.0,3.0,2,23.08,93,12.58
2022,3857267,Senegal,Ismaïla Sarr,13,3.0,3.0,4,23.08,95,12.32
2021/2022,3827338,ATK Mohun Bagan,Liston Colaco,13,4.0,5.0,3,38.46,96,12.19
2022,3857269,Switzerland,Silvan Widmer,13,2.0,5.0,2,38.46,84,13.93
2022,3857287,Uruguay,Mathías Olivera Miramontes,13,0.0,2.0,0,15.38,78,15.0
2021/2022,3817849,Mumbai City,Mohamad Rakip,13,3.0,4.0,0,30.77,73,16.03
2021/2022,3817895,Goa,Iván Garrido González,13,7.0,4.0,0,30.77,73,16.03
2021/2022,3817883,Bengaluru,Sunil Chhetri,13,4.0,4.0,6,30.77,96,12.19
2021/2022,3813283,Bengaluru,Alan Henrique Costa,13,1.0,5.0,2,38.46,94,12.45
2022,3869219,Croatia,Marcelo Brozović,13,5.0,3.0,1,23.08,121,9.67
2021/2022,3813317,East Bengal,Joyner Lourenco,13,4.0,7.0,0,53.85,71,16.48
2021/2022,3813276,East Bengal,Antonio Perošević,13,4.0,1.0,2,7.69,90,13.0
2022,3857291,Costa Rica,Joel Nathaniel Campbell Samuels,13,5.0,3.0,6,23.08,93,12.58
2021/2022,3817891,East Bengal,Wahengbam Angousana Luwang,13,2.0,1.0,2,7.69,73,16.03
2021/2022,3813316,Goa,Alexander Romario Jesuraj,13,5.0,1.0,3,7.69,78,15.0
2021/2022,3813295,Odisha,Jonathas Cristian de Jesus,13,0.0,2.0,5,15.38,90,13.0
2022,3869354,England,Jordan Brian Henderson,13,0.0,1.0,2,7.69,76,15.39
2022,3857292,Costa Rica,Juan Pablo Vargas Campos,13,1.0,3.0,0,23.08,96,12.19
2021/2022,3802818,Paris Saint-Germain,Neymar da Silva Santos Junior,13,3.0,4.0,6,30.77,93,12.58
2021/2022,3803000,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,13,3.0,1.0,8,7.69,91,12.86
2022,3857272,United States,Haji Wright,13,0.0,2.0,4,15.38,81,14.44
2021/2022,3802902,Marseille,Dimitri Payet,13,1.0,3.0,6,23.08,93,12.58
2021/2022,3813303,ATK Mohun Bagan,Manvir Singh,13,3.0,4.0,5,30.77,93,12.58
2021/2022,3817885,East Bengal,Lalrinliana Hnamte,13,1.0,4.0,2,30.77,86,13.6
2021/2022,3802904,Paris Saint-Germain,Leandro Daniel Paredes,13,5.0,7.0,3,53.85,92,12.72
2022,3857295,Japan,Yuki Soma,13,5.0,2.0,5,15.38,81,14.44
2021/2022,3813306,NorthEast United,Khassa Camara,13,6.0,5.0,4,38.46,71,16.48
2021/2022,3802839,Paris Saint-Germain,Marcos Aoás Corrêa,13,2.0,3.0,0,23.08,94,12.45
2021/2022,3813282,Mumbai City,Lalengmawia Ralte,13,4.0,4.0,2,30.77,94,12.45
2022,3857271,England,Kieran Trippier,13,2.0,7.0,3,53.85,97,12.06
2022,3857291,Costa Rica,Yeltsin Ignacio Tejeda Valverde,13,2.0,3.0,1,23.08,93,12.58
2022,3857271,Iran,Morteza Pouraliganji,13,3.0,2.0,1,15.38,99,11.82
2022,3857262,Portugal,Ricardo Jorge Luz Horta,13,3.0,2.0,7,15.38,96,12.19
2021/2022,3817869,Bengaluru,Parag Satish Shrivas,13,4.0,4.0,3,30.77,46,25.43
2022,3857283,Morocco,Noussair Mazraoui,13,1.0,3.0,2,23.08,78,15.0
2021/2022,3813298,East Bengal,Wahengbam Angousana Luwang,13,1.0,1.0,1,7.69,68,17.21
2021/2022,3817884,Hyderabad,Rohit Danu,13,1.0,3.0,2,23.08,50,23.4
2021/2022,3813301,NorthEast United,Mathias Coureur,13,3.0,3.0,3,23.08,87,13.45
2021/2022,3813279,Odisha,Ariday Cabrera Suárez,13,3.0,3.0,6,23.08,83,14.1
2021/2022,3817885,Mumbai City,Bipin Singh Thounajam,13,5.0,3.0,2,23.08,94,12.45
2021/2022,3813270,Mumbai City,Bipin Singh Thounajam,13,0.0,4.0,1,30.77,90,13.0
2021/2022,3817851,Odisha,Isaac Vanmalsawma Chhakchhuak,13,6.0,2.0,3,15.38,72,16.25
2021/2022,3817884,Hyderabad,João Victor de Albuquerque Bruno,13,3.0,4.0,1,30.77,73,16.03
2022,3857258,Serbia,Filip Mladenović,13,0.0,3.0,1,23.08,64,18.28
2022,3857283,Belgium,Axel Witsel,13,1.0,6.0,1,46.15,95,12.32
2022,3857282,Wales,Kieffer Roberto Francisco Moore,13,4.0,5.0,5,38.46,54,21.67
2022,3857293,Ghana,Salis Abdul Samed,13,4.0,1.0,1,7.69,71,16.48
2022,3857282,Wales,Neco Williams,13,0.0,4.0,2,30.77,77,15.19
2022,3857255,Japan,Ko Itakura,13,0.0,2.0,0,15.38,94,12.45
2022,3857295,Costa Rica,Francisco Javier Calvo Quesada,13,3.0,4.0,0,30.77,96,12.19
2021/2022,3813309,Chennaiyin,Rahim Ali,13,3.0,1.0,4,7.69,92,12.72
2021/2022,3813309,Hyderabad,Nikhil Poojary,13,4.0,5.0,7,38.46,63,18.57
2021/2022,3802948,Metz,Dylan Daniel Mahmoud Bronn,13,0.0,5.0,0,38.46,93,12.58
2022,3857260,Saudi Arabia,Saleh Khalid Al Shehri,13,2.0,3.0,4,23.08,60,19.5
2022,3857266,France,Ousmane Dembélé,13,2.0,3.0,2,23.08,73,16.03
2021/2022,3817888,East Bengal,Marcelo Ribeiro dos Santos,13,2.0,3.0,8,23.08,66,17.73
2021/2022,3813310,East Bengal,Sourav Das,13,2.0,7.0,0,53.85,92,12.72
2021/2022,3813311,Chennaiyin,Germanpreet Singh,13,2.0,2.0,0,15.38,63,18.57
2021/2022,3813293,Bengaluru,Naorem Roshan Singh,13,4.0,6.0,0,46.15,94,12.45
2021/2022,3802665,Montpellier,Nicholas Gioacchini,13,1.0,2.0,9,15.38,30,39.0
2021/2022,3817889,Chennaiyin,Nerijus Valskis,13,3.0,0.0,4,0.0,86,13.6
2021/2022,3813278,Kerala Blasters,Adrián Nicolás Luna Retamar,13,5.0,4.0,2,30.77,90,13.0
2021/2022,3813265,Mumbai City,Bipin Singh Thounajam,13,2.0,8.0,6,61.54,93,12.58
2021/2022,3817865,Odisha,Isaac Vanmalsawma Chhakchhuak,13,3.0,7.0,2,53.85,60,19.5
2021/2022,3817858,Chennaiyin,Anirudh Thapa,13,1.0,1.0,0,7.69,76,15.39
2021/2022,3802839,Nantes,Quentin Merlin,13,4.0,3.0,6,23.08,89,13.15
2021/2022,3813318,NorthEast United,Ngasepam Tondonba Singh,13,3.0,4.0,3,30.77,92,12.72
2021/2022,3817881,Kerala Blasters,Jeakson Singh Thaunaojam,13,4.0,3.0,1,23.08,93,12.58
2021/2022,3813300,Odisha,Jerry Mawihmingthanga,13,2.0,2.0,3,15.38,70,16.71
2021/2022,3813314,Kerala Blasters,Jessel Carneiro,13,4.0,3.0,1,23.08,94,12.45
2021/2022,3817894,Goa,Anisa Anwar Ali,13,6.0,3.0,1,23.08,93,12.58
2021/2022,3813275,Jamshedpur,Alexandre Monteiro de Lima,13,2.0,8.0,0,61.54,90,13.0
2022,3869684,Morocco,Sofiane Boufal,13,1.0,4.0,1,30.77,63,18.57
2022,3869220,Morocco,Sofiane Boufal,13,3.0,2.0,0,15.38,65,18.0
2021/2022,3817868,Chennaiyin,Narayan Das,13,8.0,4.0,3,30.77,91,12.86
2022,3857298,Portugal,Bruno Miguel Borges Fernandes,13,4.0,4.0,8,30.77,95,12.32
2021/2022,3817895,Chennaiyin,Slavko Damjanović,13,3.0,4.0,1,30.77,92,12.72
2021/2022,3817897,Hyderabad,Bartholomew Owogbalor Ogbeche,13,1.0,3.0,4,23.08,84,13.93
2022,3857267,Ecuador,Angelo Smit Preciado Quiñónez,13,2.0,6.0,1,46.15,84,13.93
2022,3869552,Morocco,Sofiane Boufal,13,4.0,3.0,6,23.08,66,17.73
2021/2022,3813305,Kerala Blasters,Jeakson Singh Thaunaojam,13,1.0,7.0,1,53.85,101,11.58
2022,3857265,Poland,Robert Lewandowski,13,3.0,1.0,3,7.69,96,12.19
2021/2022,3817894,Goa,Brandon Fernandes,13,4.0,2.0,4,15.38,67,17.46
2022,3869220,Spain,Daniel Olmo Carvajal,13,7.0,3.0,5,23.08,97,12.06
2022,3857265,Mexico,Jesús Daniel Gallardo Vasconcelos,13,3.0,6.0,3,46.15,97,12.06
2022,3857264,Argentina,Ángel Fabián Di María Hernández,13,3.0,3.0,7,23.08,57,20.53
2022,3857298,Portugal,Rúben Diogo Da Silva Neves,13,5.0,1.0,5,7.69,76,15.39
2021/2022,3827337,Kerala Blasters,Ayush Adhikari,13,2.0,4.0,3,30.77,68,17.21
2022,3857294,Qatar,Pedro Miguel Correia,13,1.0,5.0,1,38.46,95,12.32
2022,3857256,Serbia,Filip Kostić,13,3.0,4.0,8,30.77,98,11.94
2021/2022,3813293,Bengaluru,Suresh Singh Wangjam,13,4.0,3.0,2,23.08,81,14.44
2021/2022,3817879,Hyderabad,Sahil Tavora,13,5.0,3.0,1,23.08,33,35.45
2021/2022,3802809,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,13,5.0,2.0,3,15.38,93,12.58
2022,3857276,Canada,Mark Anthony Kaye,13,3.0,3.0,4,23.08,57,20.53
2022,3857283,Morocco,Achraf Hakimi Mouh,13,3.0,5.0,2,38.46,64,18.28
2021/2022,3817883,Jamshedpur,Alexandre Monteiro de Lima,13,6.0,4.0,0,30.77,93,12.58
2021/2022,3813307,Jamshedpur,Jitendra Singh,13,3.0,2.0,4,15.38,89,13.15
2021/2022,3813316,Goa,Jorge Ortiz Mendoza,13,5.0,3.0,10,23.08,96,12.19
2021/2022,3817877,Bengaluru,Sunil Chhetri,13,2.0,5.0,2,38.46,97,12.06
2021/2022,3813269,Jamshedpur,Alexandre Monteiro de Lima,13,0.0,4.0,2,30.77,45,26.0
2022,3857289,Argentina,Rodrigo Javier De Paul,13,3.0,6.0,3,46.15,93,12.58
2021/2022,3813315,Goa,Glan Martins,13,5.0,4.0,0,30.77,93,12.58
2021/2022,3817889,Chennaiyin,Rahim Ali,13,2.0,0.0,1,0.0,84,13.93
2022,3857296,Croatia,Josip Juranović,13,0.0,3.0,2,23.08,91,12.86
2021/2022,3813313,ATK Mohun Bagan,David Joel Williams,13,1.0,4.0,4,30.77,92,12.72
2021/2022,3813266,Goa,Glan Martins,13,8.0,2.0,3,15.38,86,13.6
2021/2022,3813290,NorthEast United,Laldanmawia Ralte,13,5.0,2.0,5,15.38,76,15.39
2021/2022,3817888,ATK Mohun Bagan,Carl Gerard McHugh,13,6.0,2.0,2,15.38,94,12.45
2022,3857286,Qatar,Almoez Ali Zainalabiddin Abdulla,13,2.0,1.0,3,7.69,71,16.48
2021/2022,3827335,Kerala Blasters,Soraisham Sandeep Singh,13,1.0,6.0,1,46.15,88,13.3
2021/2022,3813310,Kerala Blasters,Jeakson Singh Thaunaojam,13,8.0,4.0,4,30.77,93,12.58
2021/2022,3813279,Odisha,Lalhrezuala Sailung,13,0.0,4.0,0,30.77,60,19.5
2022,3857287,South Korea,Woo-Young Jung,13,3.0,3.0,4,23.08,96,12.19
2022,3857288,Australia,Riley McGree,13,3.0,1.0,6,7.69,63,18.57
2021/2022,3817887,Mumbai City,Diego Maurício Machado de Brito,13,3.0,5.0,7,38.46,35,33.43
2021/2022,3817867,NorthEast United,Sehnaj Singh,13,1.0,1.0,1,7.69,72,16.25
2021/2022,3813300,Odisha,Isak Vanlalruatfela,13,3.0,4.0,1,30.77,46,25.43
