season_name,match_id,team,total_shots,total_xg,npxg,total_goals,np_goals,avg_npxg_per_shot
2021/2022,3813277,Mumbai City,12,1.296,1.296,1.0,1.0,0.108
2021/2022,3813277,Hyderabad,7,1.29,0.506,3.0,2.0,0.084
2021/2022,3813278,Kerala Blasters,12,1.485,1.485,3.0,3.0,0.124
2021/2022,3813278,Chennaiyin,9,0.651,0.651,0.0,0.0,0.072
2021/2022,3813279,Chennaiyin,20,2.038,1.255,2.0,2.0,0.066
2021/2022,3813279,Odisha,9,0.34,0.34,1.0,1.0,0.038
2021/2022,3813280,Chennaiyin,24,2.746,2.746,0.0,0.0,0.114
2021/2022,3813280,East Bengal,11,1.049,1.049,0.0,0.0,0.095
2021/2022,3813281,ATK Mohun Bagan,9,0.775,0.775,1.0,1.0,0.086
2021/2022,3813281,Chennaiyin,14,0.758,0.758,1.0,1.0,0.054
2021/2022,3813282,Mumbai City,13,1.406,1.406,0.0,0.0,0.108
2021/2022,3813282,Kerala Blasters,14,1.459,0.675,3.0,2.0,0.052
2021/2022,3813283,Bengaluru,14,1.985,1.201,4.0,3.0,0.092
2021/2022,3813283,Chennaiyin,10,0.684,0.684,2.0,2.0,0.068
2021/2022,3813284,Jamshedpur,12,1.672,1.672,2.0,2.0,0.139
2021/2022,3813284,Mumbai City,12,1.671,1.671,4.0,4.0,0.139
2021/2022,3813285,Bengaluru,15,1.142,1.142,1.0,1.0,0.076
2021/2022,3813285,Goa,9,0.79,0.79,1.0,1.0,0.088
2021/2022,3813286,Chennaiyin,8,0.708,0.708,0.0,0.0,0.089
2021/2022,3813286,Mumbai City,15,0.679,0.679,1.0,1.0,0.045
2021/2022,3813287,Bengaluru,17,2.318,1.534,3.0,2.0,0.096
2021/2022,3813287,ATK Mohun Bagan,16,1.99,1.207,3.0,2.0,0.08
2021/2022,3813288,Jamshedpur,11,0.989,0.989,1.0,1.0,0.09
2021/2022,3813288,Hyderabad,7,0.488,0.488,1.0,1.0,0.07
2021/2022,3813289,Bengaluru,18,2.268,1.484,1.0,1.0,0.087
2021/2022,3813289,Odisha,6,0.637,0.637,3.0,3.0,0.106
2021/2022,3813290,Hyderabad,16,2.069,2.069,5.0,5.0,0.129
2021/2022,3813290,NorthEast United,11,1.416,1.416,1.0,1.0,0.129
2021/2022,3813291,ATK Mohun Bagan,12,0.967,0.967,3.0,3.0,0.081
2021/2022,3813291,East Bengal,7,0.733,0.733,0.0,0.0,0.105
2021/2022,3813292,Bengaluru,11,1.038,1.038,1.0,1.0,0.094
2021/2022,3813292,Kerala Blasters,9,0.292,0.292,0.0,0.0,0.032
2021/2022,3813293,Bengaluru,11,0.883,0.883,0.0,0.0,0.08
2021/2022,3813293,East Bengal,5,0.331,0.331,1.0,1.0,0.066
2021/2022,3813294,Chennaiyin,11,1.216,1.216,2.0,2.0,0.111
2021/2022,3813294,NorthEast United,12,0.592,0.592,0.0,0.0,0.049
2021/2022,3813295,Hyderabad,11,1.994,1.211,5.0,4.0,0.121
2021/2022,3813295,Odisha,10,0.879,0.879,0.0,0.0,0.088
2021/2022,3813296,Kerala Blasters,13,1.586,1.586,0.0,0.0,0.122
2021/2022,3813296,NorthEast United,7,0.344,0.344,0.0,0.0,0.049
2021/2022,3813297,NorthEast United,12,1.451,1.451,2.0,2.0,0.121
2021/2022,3813297,Bengaluru,11,0.941,0.941,3.0,3.0,0.086
2021/2022,3813298,Jamshedpur,18,1.316,1.316,1.0,1.0,0.073
2021/2022,3813298,East Bengal,11,0.584,0.584,1.0,1.0,0.053
2021/2022,3813299,Bengaluru,9,0.56,0.56,0.0,0.0,0.062
2021/2022,3813299,Hyderabad,10,0.305,0.305,1.0,1.0,0.031
2021/2022,3813300,Odisha,18,2.437,2.437,1.0,1.0,0.135
2021/2022,3813300,Kerala Blasters,11,2.305,2.305,2.0,2.0,0.21
2021/2022,3813301,NorthEast United,21,1.366,1.366,0.0,0.0,0.065
2021/2022,3813301,Odisha,9,0.726,0.726,1.0,1.0,0.081
2021/2022,3813302,Jamshedpur,21,3.338,3.338,3.0,3.0,0.159
2021/2022,3813302,NorthEast United,8,1.543,1.543,2.0,2.0,0.193
2021/2022,3813303,Goa,15,0.923,0.923,1.0,1.0,0.062
2021/2022,3813303,ATK Mohun Bagan,7,0.246,0.246,2.0,2.0,0.035
2021/2022,3813304,Hyderabad,13,0.753,0.753,1.0,1.0,0.058
2021/2022,3813304,East Bengal,7,0.635,0.635,1.0,1.0,0.091
2021/2022,3813305,Hyderabad,15,1.239,1.239,0.0,0.0,0.083
2021/2022,3813305,Kerala Blasters,12,0.857,0.857,1.0,1.0,0.071
2021/2022,3813306,ATK Mohun Bagan,26,3.417,3.417,3.0,3.0,0.131
2021/2022,3813306,NorthEast United,18,1.418,1.418,2.0,2.0,0.079
2021/2022,3813307,Jamshedpur,13,0.774,0.774,0.0,0.0,0.06
2021/2022,3813307,Bengaluru,8,0.651,0.651,0.0,0.0,0.081
2021/2022,3813308,Goa,11,1.271,1.271,1.0,1.0,0.116
2021/2022,3813308,Odisha,13,1.243,1.243,1.0,1.0,0.096
2021/2022,3813309,Hyderabad,14,0.826,0.826,0.0,0.0,0.059
2021/2022,3813309,Chennaiyin,7,0.933,0.15,1.0,0.0,0.025
2021/2022,3813310,East Bengal,12,0.694,0.694,1.0,1.0,0.058
2021/2022,3813310,Kerala Blasters,10,0.416,0.416,1.0,1.0,0.042
2021/2022,3813311,Jamshedpur,20,1.309,1.309,0.0,0.0,0.065
2021/2022,3813311,Chennaiyin,7,0.506,0.506,1.0,1.0,0.072
2021/2022,3813312,Mumbai City,18,3.115,3.115,5.0,5.0,0.173
2021/2022,3813312,ATK Mohun Bagan,10,0.532,0.532,1.0,1.0,0.053
2021/2022,3813313,ATK Mohun Bagan,17,2.043,2.043,0.0,0.0,0.12
2021/2022,3813313,Odisha,13,0.644,0.644,0.0,0.0,0.05
2021/2022,3813314,ATK Mohun Bagan,10,2.331,1.548,4.0,3.0,0.172
2021/2022,3813314,Kerala Blasters,14,0.862,0.862,2.0,2.0,0.062
2021/2022,3813315,Jamshedpur,15,2.022,2.022,3.0,3.0,0.135
2021/2022,3813315,Goa,10,0.767,0.767,1.0,1.0,0.077
2021/2022,3813316,Goa,21,2.558,2.558,1.0,1.0,0.122
2021/2022,3813316,NorthEast United,10,1.321,1.321,2.0,2.0,0.132
2021/2022,3813317,Odisha,13,1.525,1.525,6.0,6.0,0.117
2021/2022,3813317,East Bengal,16,1.498,0.714,4.0,3.0,0.048
2021/2022,3813318,NorthEast United,16,2.54,2.54,3.0,3.0,0.159
2021/2022,3813318,Mumbai City,20,2.499,2.499,3.0,3.0,0.125
2021/2022,3817848,ATK Mohun Bagan,15,2.113,2.113,2.0,2.0,0.141
2021/2022,3817848,Goa,16,0.924,0.924,0.0,0.0,0.058
2021/2022,3817849,Bengaluru,19,1.838,1.838,3.0,3.0,0.097
2021/2022,3817849,Mumbai City,12,0.973,0.973,0.0,0.0,0.081
2021/2022,3817850,Jamshedpur,14,1.253,1.253,1.0,1.0,0.089
2021/2022,3817850,East Bengal,7,0.307,0.307,0.0,0.0,0.044
2021/2022,3817851,Kerala Blasters,16,0.934,0.934,2.0,2.0,0.058
2021/2022,3817851,Odisha,10,0.662,0.662,0.0,0.0,0.066
2021/2022,3817852,Mumbai City,14,1.674,1.674,1.0,1.0,0.12
2021/2022,3817852,Chennaiyin,9,0.5,0.5,0.0,0.0,0.056
2021/2022,3817853,Goa,19,1.149,1.149,1.0,1.0,0.06
2021/2022,3817853,East Bengal,4,0.637,0.637,2.0,2.0,0.159
2021/2022,3817854,Bengaluru,15,0.871,0.871,0.0,0.0,0.058
2021/2022,3817854,ATK Mohun Bagan,10,0.804,0.804,2.0,2.0,0.08
2021/2022,3817855,ATK Mohun Bagan,14,1.503,1.503,2.0,2.0,0.107
2021/2022,3817855,Kerala Blasters,15,0.88,0.88,2.0,2.0,0.059
2021/2022,3817856,ATK Mohun Bagan,18,0.866,0.866,0.0,0.0,0.048
2021/2022,3817856,Jamshedpur,8,0.565,0.565,1.0,1.0,0.071
2021/2022,3817857,Jamshedpur,16,1.269,1.269,2.0,2.0,0.079
2021/2022,3817857,Hyderabad,9,0.732,0.732,0.0,0.0,0.081
2021/2022,3817858,Kerala Blasters,16,2.621,2.621,3.0,3.0,0.164
2021/2022,3817858,Chennaiyin,8,1.322,1.322,0.0,0.0,0.165
2021/2022,3817859,NorthEast United,11,1.788,1.788,2.0,2.0,0.163
2021/2022,3817859,Jamshedpur,15,1.593,1.593,3.0,3.0,0.106
2021/2022,3817860,Hyderabad,20,1.899,1.899,3.0,3.0,0.095
2021/2022,3817860,Odisha,6,0.471,0.471,2.0,2.0,0.079
2021/2022,3817861,Bengaluru,18,1.367,1.367,1.0,1.0,0.076
2021/2022,3817861,Kerala Blasters,14,0.572,0.572,0.0,0.0,0.041
2021/2022,3817862,Mumbai City,14,0.921,0.921,4.0,4.0,0.066
2021/2022,3817862,Odisha,15,0.55,0.55,1.0,1.0,0.037
2021/2022,3817863,Goa,14,1.033,1.033,2.0,2.0,0.074
2021/2022,3817863,Hyderabad,12,0.597,0.597,3.0,3.0,0.05
2021/2022,3817864,ATK Mohun Bagan,19,1.254,1.254,1.0,1.0,0.066
2021/2022,3817864,Mumbai City,17,1.127,1.127,0.0,0.0,0.066
2021/2022,3817865,Odisha,16,1.953,1.953,2.0,2.0,0.122
2021/2022,3817865,NorthEast United,14,0.953,0.953,0.0,0.0,0.068
2021/2022,3817866,Kerala Blasters,16,1.774,0.991,3.0,2.0,0.066
2021/2022,3817866,Mumbai City,14,1.587,0.803,1.0,0.0,0.062
2021/2022,3817867,Mumbai City,18,2.534,1.75,1.0,0.0,0.103
2021/2022,3817867,NorthEast United,11,0.799,0.799,1.0,1.0,0.073
2021/2022,3817868,Bengaluru,14,3.382,2.598,3.0,2.0,0.2
2021/2022,3817868,Chennaiyin,15,1.425,1.425,0.0,0.0,0.095
2021/2022,3817869,Bengaluru,8,0.992,0.992,1.0,1.0,0.124
2021/2022,3817869,Hyderabad,11,0.577,0.577,2.0,2.0,0.052
2021/2022,3817870,Kerala Blasters,13,2.991,2.208,4.0,3.0,0.184
2021/2022,3817870,Goa,15,2.388,1.605,4.0,3.0,0.115
2021/2022,3817871,Hyderabad,20,3.033,3.033,5.0,5.0,0.152
2021/2022,3817871,NorthEast United,9,0.304,0.304,0.0,0.0,0.034
2021/2022,3817872,Odisha,14,1.691,1.691,1.0,1.0,0.121
2021/2022,3817872,Bengaluru,11,1.945,1.161,2.0,1.0,0.116
2021/2022,3817873,ATK Mohun Bagan,16,2.327,2.327,3.0,3.0,0.145
2021/2022,3817873,NorthEast United,24,1.259,1.259,1.0,1.0,0.052
2021/2022,3817874,Goa,11,1.294,1.294,1.0,1.0,0.118
2021/2022,3817874,Bengaluru,12,0.689,0.689,1.0,1.0,0.057
2021/2022,3817875,Goa,12,1.542,1.542,0.0,0.0,0.129
2021/2022,3817875,Jamshedpur,5,0.395,0.395,1.0,1.0,0.079
2021/2022,3817876,NorthEast United,28,3.242,3.242,1.0,1.0,0.116
2021/2022,3817876,Chennaiyin,11,0.716,0.716,2.0,2.0,0.065
2021/2022,3817877,NorthEast United,14,1.933,1.933,2.0,2.0,0.138
2021/2022,3817877,Bengaluru,15,1.604,1.604,1.0,1.0,0.107
2021/2022,3817878,Hyderabad,21,2.928,2.928,4.0,4.0,0.139
2021/2022,3817878,East Bengal,12,1.244,0.46,0.0,0.0,0.042
2021/2022,3817879,Hyderabad,25,1.212,1.212,1.0,1.0,0.048
2021/2022,3817879,Chennaiyin,11,0.91,0.91,1.0,1.0,0.083
2021/2022,3817880,Odisha,19,1.956,1.956,2.0,2.0,0.103
2021/2022,3817880,Chennaiyin,14,1.561,1.561,2.0,2.0,0.111
2021/2022,3817881,Jamshedpur,12,2.014,0.447,3.0,1.0,0.045
2021/2022,3817881,Kerala Blasters,10,0.281,0.281,0.0,0.0,0.028
2021/2022,3817882,East Bengal,26,1.595,1.595,2.0,2.0,0.061
2021/2022,3817882,Chennaiyin,7,0.685,0.685,1.0,1.0,0.098
2021/2022,3817883,Bengaluru,11,1.411,1.411,3.0,3.0,0.128
2021/2022,3817883,Jamshedpur,13,1.155,1.155,1.0,1.0,0.089
2021/2022,3817884,ATK Mohun Bagan,17,2.278,2.278,2.0,2.0,0.134
2021/2022,3817884,Hyderabad,15,1.039,1.039,1.0,1.0,0.069
2021/2022,3817885,Mumbai City,12,1.289,1.289,1.0,1.0,0.107
2021/2022,3817885,East Bengal,13,1.019,1.019,0.0,0.0,0.078
2021/2022,3817886,Kerala Blasters,16,1.417,1.417,2.0,2.0,0.089
2021/2022,3817886,NorthEast United,11,0.478,0.478,1.0,1.0,0.043
2021/2022,3817887,Hyderabad,14,1.568,1.568,2.0,2.0,0.112
2021/2022,3817887,Mumbai City,16,0.924,0.924,1.0,1.0,0.058
2021/2022,3817888,ATK Mohun Bagan,31,3.093,2.309,3.0,3.0,0.077
2021/2022,3817888,East Bengal,13,1.075,1.075,1.0,1.0,0.083
2021/2022,3817889,Chennaiyin,16,0.714,0.714,0.0,0.0,0.045
2021/2022,3817889,ATK Mohun Bagan,8,0.265,0.265,1.0,1.0,0.033
2021/2022,3817890,Goa,25,2.224,2.224,1.0,1.0,0.089
2021/2022,3817890,NorthEast United,11,0.515,0.515,1.0,1.0,0.047
2021/2022,3817891,East Bengal,17,1.552,1.552,0.0,0.0,0.091
2021/2022,3817891,Bengaluru,8,1.154,1.154,1.0,1.0,0.144
2021/2022,3817892,ATK Mohun Bagan,17,1.576,0.792,1.0,0.0,0.05
2021/2022,3817892,Odisha,13,1.551,0.768,1.0,1.0,0.064
2021/2022,3817893,NorthEast United,10,0.871,0.871,1.0,1.0,0.087
2021/2022,3817893,East Bengal,18,1.273,0.489,1.0,0.0,0.029
2021/2022,3817894,Goa,24,1.704,1.704,1.0,1.0,0.071
2021/2022,3817894,Odisha,11,1.916,1.133,1.0,0.0,0.113
2021/2022,3817895,Goa,18,1.87,1.87,4.0,4.0,0.104
2021/2022,3817895,Chennaiyin,7,0.484,0.484,0.0,0.0,0.069
2021/2022,3817896,Odisha,8,1.297,1.297,2.0,2.0,0.162
2021/2022,3817896,East Bengal,15,0.619,0.619,1.0,1.0,0.041
2021/2022,3817897,Hyderabad,9,1.421,1.421,2.0,2.0,0.158
2021/2022,3817897,Kerala Blasters,18,1.384,1.384,1.0,1.0,0.077
2021/2022,3817898,Goa,16,1.909,1.126,0.0,0.0,0.075
2021/2022,3817898,Mumbai City,15,0.645,0.645,2.0,2.0,0.043
2021/2022,3817899,Jamshedpur,21,3.145,3.145,5.0,5.0,0.15
2021/2022,3817899,Odisha,4,0.22,0.22,1.0,1.0,0.055
2021/2022,3817900,Jamshedpur,28,3.414,3.414,4.0,4.0,0.122
2021/2022,3817900,Chennaiyin,15,0.875,0.875,1.0,1.0,0.058
2021/2022,3817901,Jamshedpur,10,2.668,1.884,3.0,2.0,0.209
2021/2022,3817901,Mumbai City,17,2.555,0.988,2.0,1.0,0.066
2021/2022,3817902,Kerala Blasters,15,0.636,0.636,1.0,1.0,0.042
2021/2022,3817902,East Bengal,9,0.452,0.452,0.0,0.0,0.05
2021/2022,3827335,Kerala Blasters,11,1.423,1.423,1.0,1.0,0.129
2021/2022,3827335,Jamshedpur,11,1.093,1.093,1.0,1.0,0.099
2021/2022,3827336,ATK Mohun Bagan,30,2.579,2.579,1.0,1.0,0.086
2021/2022,3827336,Hyderabad,10,0.642,0.642,0.0,0.0,0.064
2021/2022,3827337,Jamshedpur,6,0.58,0.58,0.0,0.0,0.097
2021/2022,3827337,Kerala Blasters,6,0.555,0.555,1.0,1.0,0.093
2021/2022,3827338,ATK Mohun Bagan,13,1.717,1.717,1.0,1.0,0.132
2021/2022,3827338,Hyderabad,11,0.943,0.943,3.0,3.0,0.086
2021/2022,3827767,Kerala Blasters,20,4.319,1.185,2.0,1.0,0.074
2021/2022,3827767,Hyderabad,18,3.999,0.865,4.0,1.0,0.062
2022,3835319,England Women's,16,2.079,2.079,1.0,1.0,0.13
2022,3835319,Austria Women's,9,0.472,0.472,0.0,0.0,0.052
2022,3835320,Norway Women's,21,3.269,2.485,4.0,3.0,0.124
2022,3835320,Northern Ireland,7,0.502,0.502,1.0,1.0,0.072
2022,3835321,Spain Women's,35,3.076,2.292,4.0,3.0,0.067
2022,3835321,WNT Finland,4,0.361,0.361,1.0,1.0,0.09
2022,3835322,Germany Women's,22,2.486,2.486,4.0,4.0,0.113
2022,3835322,Denmark Women's,6,0.451,0.451,0.0,0.0,0.075
2022,3835323,Portugal Women's,17,2.0,2.0,2.0,2.0,0.118
2022,3835323,Switzerland Women's,7,0.554,0.554,2.0,2.0,0.079
2022,3835324,Sweden Women's,11,1.712,1.712,1.0,1.0,0.156
2022,3835324,Netherlands Women's,10,0.543,0.543,1.0,1.0,0.054
2022,3835325,France Women's,16,3.1,3.1,5.0,5.0,0.194
2022,3835325,Italy Women's,13,1.288,1.288,1.0,1.0,0.099
2022,3835326,Iceland Women's,21,2.433,1.649,1.0,1.0,0.082
2022,3835326,Belgium Women's,10,1.334,0.55,1.0,0.0,0.061
2022,3835327,England Women's,24,6.194,5.41,8.0,7.0,0.235
2022,3835327,Norway Women's,4,0.21,0.21,0.0,0.0,0.053
2022,3835328,Austria Women's,18,1.446,1.446,2.0,2.0,0.08
2022,3835328,Northern Ireland,4,0.112,0.112,0.0,0.0,0.028
2022,3835329,Denmark Women's,19,2.708,2.708,1.0,1.0,0.143
2022,3835329,WNT Finland,9,0.262,0.262,0.0,0.0,0.029
2022,3835330,Spain Women's,13,1.078,1.078,0.0,0.0,0.083
2022,3835330,Germany Women's,7,0.763,0.763,2.0,2.0,0.109
2022,3835331,Sweden Women's,16,2.067,2.067,2.0,2.0,0.129
2022,3835331,Switzerland Women's,6,0.291,0.291,1.0,1.0,0.049
2022,3835332,Netherlands Women's,18,1.369,1.369,3.0,3.0,0.076
2022,3835332,Portugal Women's,10,1.237,0.454,2.0,1.0,0.05
2022,3835333,France Women's,26,4.043,3.259,2.0,2.0,0.13
2022,3835333,Belgium Women's,2,0.349,0.349,1.0,1.0,0.174
2022,3835334,Iceland Women's,10,1.297,1.297,1.0,1.0,0.13
2022,3835334,Italy Women's,21,1.156,1.156,1.0,1.0,0.055
2022,3835335,England Women's,28,3.108,3.108,4.0,4.0,0.111
2022,3835335,Northern Ireland,5,0.304,0.304,0.0,0.0,0.061
2022,3835336,Austria Women's,21,1.332,1.332,1.0,1.0,0.063
2022,3835336,Norway Women's,9,0.5,0.5,0.0,0.0,0.056
2022,3835337,Spain Women's,15,0.851,0.851,1.0,1.0,0.057
2022,3835337,Denmark Women's,9,0.774,0.774,0.0,0.0,0.086
2022,3835338,Germany Women's,31,2.876,2.876,3.0,3.0,0.093
2022,3835338,WNT Finland,1,0.081,0.081,0.0,0.0,0.081
2022,3835339,Netherlands Women's,18,2.582,2.582,3.0,3.0,0.143
2022,3835339,Switzerland Women's,12,1.308,1.308,1.0,1.0,0.109
2022,3835340,Sweden Women's,16,2.93,2.146,4.0,3.0,0.143
2022,3835340,Portugal Women's,7,0.492,0.492,0.0,0.0,0.07
2022,3835341,Italy Women's,21,1.153,1.153,0.0,0.0,0.055
2022,3835341,Belgium Women's,9,0.55,0.55,1.0,1.0,0.061
2022,3835342,France Women's,18,1.245,1.245,1.0,1.0,0.069
2022,3835342,Iceland Women's,8,1.848,1.065,1.0,0.0,0.152
2022,3844384,Spain Women's,18,1.136,1.136,1.0,1.0,0.063
2022,3844384,England Women's,10,1.074,1.074,2.0,2.0,0.107
2022,3844385,Germany Women's,21,2.914,2.914,2.0,2.0,0.139
2022,3844385,Austria Women's,12,0.553,0.553,0.0,0.0,0.046
2022,3844386,Sweden Women's,34,3.0,3.0,1.0,1.0,0.088
2022,3844386,Belgium Women's,3,0.103,0.103,0.0,0.0,0.034
2022,3844387,France Women's,33,4.269,3.485,1.0,0.0,0.109
2022,3844387,Netherlands Women's,9,0.596,0.596,0.0,0.0,0.066
2022,3845506,England Women's,17,1.669,1.669,4.0,4.0,0.098
2022,3845506,Sweden Women's,11,1.162,1.162,0.0,0.0,0.106
2022,3845507,Germany Women's,11,0.863,0.863,2.0,2.0,0.078
2022,3845507,France Women's,14,0.631,0.631,0.0,0.0,0.045
2022,3847567,Germany Women's,15,1.758,1.758,1.0,1.0,0.117
2022,3847567,England Women's,13,1.681,1.681,2.0,2.0,0.129
2022,3857254,Denmark,11,1.567,1.567,0.0,0.0,0.142
2022,3857254,Tunisia,13,1.06,1.06,0.0,0.0,0.082
2022,3857255,Japan,6,1.158,1.158,2.0,2.0,0.193
2022,3857255,Spain,12,0.858,0.858,1.0,1.0,0.071
2022,3857256,Switzerland,14,3.104,3.104,3.0,3.0,0.222
2022,3857256,Serbia,12,1.189,1.189,2.0,2.0,0.099
2022,3857257,Denmark,14,0.737,0.737,0.0,0.0,0.053
2022,3857257,Australia,8,0.47,0.47,1.0,1.0,0.059
2022,3857258,Brazil,23,2.124,2.124,2.0,2.0,0.092
2022,3857258,Serbia,5,0.163,0.163,0.0,0.0,0.033
2022,3857259,Cameroon,13,2.07,2.07,3.0,3.0,0.159
2022,3857259,Serbia,15,1.738,1.738,3.0,3.0,0.116
2022,3857260,Mexico,26,2.322,2.322,2.0,2.0,0.089
2022,3857260,Saudi Arabia,10,1.076,1.076,1.0,1.0,0.108
2022,3857261,England,18,2.915,2.915,3.0,3.0,0.162
