season_name,player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
2022,Piotr Zieliński,Poland,5,8.0,1.6,3.0,2.33
2022,Antoine Griezmann,France,15,24.0,1.6,8.0,2.25
2022,Cody Mathès Gakpo,Netherlands,10,16.0,1.6,6.0,2.33
2022,Andrej Kramarić,Croatia,5,8.0,1.6,3.0,2.0
2022,Kevin De Bruyne,Belgium,15,24.0,1.6,8.0,2.38
2022,Jordan Ayew,Ghana,5,8.0,1.6,3.0,2.33
2022,Neymar da Silva Santos Junior,Brazil,22,35.0,1.59,11.0,2.18
2022,Thomas Teye Partey,Ghana,17,27.0,1.59,6.0,2.83
2022,Saša Lukić,Serbia,22,35.0,1.59,11.0,2.73
2022,Christian Dannemann Eriksen,Denmark,24,38.0,1.58,16.0,2.13
2022,Abdulaziz Hatem Mohammed Abdullah,Qatar,12,19.0,1.58,7.0,2.0
2022,Sofiane Boufal,Morocco,12,19.0,1.58,7.0,2.29
2022,Hakim Ziyech,Morocco,7,11.0,1.57,2.0,2.0
2022,Mason Mount,England,7,11.0,1.57,4.0,1.75
2022,Ousmane Dembélé,France,14,22.0,1.57,6.0,1.83
2022,Kylian Mbappé Lottin,France,14,22.0,1.57,6.0,2.5
2022,Pape Matar Sarr,Senegal,7,11.0,1.57,5.0,2.2
2022,Kylian Mbappé Lottin,France,9,14.0,1.56,4.0,1.75
2022,Akram Hassan Afif,Qatar,31,48.0,1.55,13.0,2.69
2022,Ali Maâloul,Tunisia,19,29.0,1.53,11.0,2.09
2022,Raheem Sterling,England,6,9.0,1.5,6.0,1.5
2022,Fran Karačić,Australia,8,12.0,1.5,5.0,2.4
2022,Cheikhou Kouyaté,Senegal,6,9.0,1.5,1.0,2.0
2022,Hiroki Sakai,Japan,6,9.0,1.5,3.0,2.67
2022,Salem Mohammed Al Dawsari,Saudi Arabia,8,12.0,1.5,3.0,2.67
2022,Ferjani Sassi,Tunisia,12,18.0,1.5,8.0,1.88
2022,Alexis Mac Allister,Argentina,18,27.0,1.5,6.0,1.33
2022,Mohammad Hossein Kanani Zadegan,Iran,6,9.0,1.5,5.0,1.8
2022,Hidemasa Morita,Japan,20,30.0,1.5,13.0,1.62
2022,Harry Wilson,Wales,6,9.0,1.5,3.0,3.0
2022,Tim Ream,United States,14,21.0,1.5,12.0,1.75
2022,Aymeric Laporte,Spain,25,37.0,1.48,14.0,2.21
2022,Sergej Milinković-Savić,Serbia,15,22.0,1.47,6.0,1.67
2022,Antoine Griezmann,France,17,25.0,1.47,7.0,2.57
2022,Aaron Ramsey,Wales,15,22.0,1.47,4.0,2.5
2022,Bruno Miguel Borges Fernandes,Portugal,24,35.0,1.46,9.0,2.56
2022,Marcelo Brozović,Croatia,13,19.0,1.46,4.0,2.25
2022,Krystian Bielik,Poland,11,16.0,1.45,7.0,2.0
2022,Krystian Bielik,Poland,11,16.0,1.45,5.0,2.2
2022,Luka Modrić,Croatia,22,32.0,1.45,12.0,2.33
2022,Bassam Hisham Al Rawi,Qatar,20,29.0,1.45,12.0,2.08
2022,Nouhou Tolo,Cameroon,11,16.0,1.45,6.0,2.33
2022,Niklas Süle,Germany,16,23.0,1.44,8.0,2.25
2022,Weston McKennie,United States,16,23.0,1.44,7.0,1.86
2022,Sofiane Boufal,Morocco,7,10.0,1.43,2.0,3.5
2022,Jawad El Yamiq,Morocco,7,10.0,1.43,4.0,2.25
2022,Teun Koopmeiners,Netherlands,7,10.0,1.43,6.0,1.5
2022,Hassan Khalid Al Heidos,Qatar,7,10.0,1.43,6.0,1.5
2022,Damián Emiliano Martínez,Argentina,7,10.0,1.43,5.0,1.8
2022,Ernesto Alexis Vega Rojas,Mexico,7,10.0,1.43,2.0,4.0
2022,Jack Grealish,England,7,10.0,1.43,3.0,1.67
2022,Diego Roberto Godín Leal,Uruguay,14,20.0,1.43,9.0,2.0
2022,Kamil Glik,Poland,7,10.0,1.43,4.0,2.25
2022,Przemysław Frankowski,Poland,7,10.0,1.43,3.0,2.33
2022,Hassan Mohammed Al-Tambakti,Saudi Arabia,7,10.0,1.43,4.0,1.75
2022,Aaron Mooy,Australia,12,17.0,1.42,8.0,1.75
2022,Ramin Rezaeian,Iran,12,17.0,1.42,7.0,1.86
2022,Hassan Khalid Al Heidos,Qatar,12,17.0,1.42,7.0,2.0
2022,Héctor Alfredo Moreno Herrera,Mexico,12,17.0,1.42,8.0,2.13
2022,Woo-Young Jung,South Korea,12,17.0,1.42,5.0,2.0
2022,Boualem Khoukhi,Qatar,27,38.0,1.41,19.0,1.74
2022,Thiago Emiliano da Silva,Brazil,17,24.0,1.41,12.0,1.75
2022,Craig Goodwin,Australia,5,7.0,1.4,3.0,2.0
2022,Mikkel Damsgaard,Denmark,10,14.0,1.4,4.0,1.75
2022,Mitchell Thomas Duke,Australia,5,7.0,1.4,2.0,2.0
2022,Ehsan Hajsafi,Iran,5,7.0,1.4,4.0,1.75
2022,Krépin Diatta,Senegal,10,14.0,1.4,6.0,1.0
2022,Rodrigo Hernández Cascante,Spain,40,56.0,1.4,31.0,1.65
2022,Francisco Javier Calvo Quesada,Costa Rica,10,14.0,1.4,5.0,2.4
2022,Olivier Giroud,France,5,7.0,1.4,0.0,
2022,Takuma Asano,Japan,5,7.0,1.4,1.0,2.0
2022,Aaron Ramsey,Wales,10,14.0,1.4,2.0,4.0
2022,Ismaïla Sarr,Senegal,5,7.0,1.4,2.0,3.0
2022,Philip Foden,England,5,7.0,1.4,2.0,2.0
2022,Robert Lewandowski,Poland,5,7.0,1.4,1.0,1.0
2022,Teun Koopmeiners,Netherlands,10,14.0,1.4,6.0,2.33
2022,Karim Boudiaf,Qatar,18,25.0,1.39,7.0,1.86
2022,Marco Asensio Willemsen,Spain,13,18.0,1.38,4.0,2.25
2022,In-Beom Hwang,South Korea,21,29.0,1.38,10.0,2.5
2022,Ibrahima Konaté,France,24,33.0,1.38,14.0,1.93
2022,Enzo Fernandez,Argentina,13,18.0,1.38,8.0,2.0
2022,Toby Alderweireld,Belgium,21,29.0,1.38,13.0,2.0
2022,Nawaf Shaker Al Abid,Saudi Arabia,8,11.0,1.38,3.0,3.0
2022,Sergio Busquets i Burgos,Spain,27,37.0,1.37,17.0,1.76
2022,Yassine Meriah,Tunisia,11,15.0,1.36,7.0,1.71
2022,David Junior Hoilett,Canada,11,15.0,1.36,6.0,2.0
2022,Raphaël Varane,France,11,15.0,1.36,8.0,1.75
2022,Vitor Machado Ferreira,Portugal,14,19.0,1.36,5.0,2.6
2022,Kléper Laveran Lima Ferreira,Portugal,14,19.0,1.36,8.0,1.88
2022,Krystian Bielik,Poland,14,19.0,1.36,5.0,2.2
2022,Leandro Daniel Paredes,Argentina,17,23.0,1.35,10.0,2.0
2022,Jamal Musiala,Germany,15,20.0,1.33,5.0,1.8
2022,Marcus Thuram,France,9,12.0,1.33,3.0,1.33
2022,Fabian Lukas Schär,Switzerland,18,24.0,1.33,12.0,2.0
2022,Selim Amallah,Morocco,6,8.0,1.33,2.0,2.0
2022,Giovanni Reyna,United States,12,16.0,1.33,3.0,2.33
2022,Antony Matheus dos Santos,Brazil,12,16.0,1.33,3.0,3.0
2022,Mathew Leckie,Australia,6,8.0,1.33,3.0,2.0
2022,Dries Mertens,Belgium,6,8.0,1.33,2.0,2.0
2022,Leandro Daniel Paredes,Argentina,6,8.0,1.33,3.0,2.0
2022,Steven Berghuis,Netherlands,12,16.0,1.33,3.0,3.0
2022,Kaoru Mitoma,Japan,6,8.0,1.33,3.0,1.33
2022,Ali Gholizadeh,Iran,6,8.0,1.33,4.0,1.75
2022,Saud Abdullah Abdul Hamid,Saudi Arabia,9,12.0,1.33,5.0,1.8
2022,Raphael Dias Belloli,Brazil,6,8.0,1.33,2.0,2.5
2022,Ismail Jakobs,Senegal,6,8.0,1.33,4.0,1.75
2022,Aaron Mooy,Australia,15,20.0,1.33,8.0,2.13
2022,Akram Hassan Afif,Qatar,24,32.0,1.33,10.0,2.8
2022,Darwin Gabriel Núñez Ribeiro,Uruguay,6,8.0,1.33,1.0,4.0
2022,Mikkel Damsgaard,Denmark,9,12.0,1.33,6.0,1.5
2022,Andreas Christensen,Denmark,15,20.0,1.33,11.0,1.73
2022,Thiago Ezequiel Almada,Argentina,6,8.0,1.33,1.0,1.0
2022,Carlos Henrique Casimiro,Brazil,19,25.0,1.32,10.0,2.0
2022,Nampalys Mendy,Senegal,13,17.0,1.31,7.0,2.0
2022,Joshua Kimmich,Germany,39,51.0,1.31,16.0,2.13
2022,Kalidou Koulibaly,Senegal,16,21.0,1.31,13.0,1.62
2022,Craig Goodwin,Australia,13,17.0,1.31,7.0,1.86
2022,Joachim Andersen,Denmark,35,46.0,1.31,24.0,1.79
2022,Piero Martín Hincapié Reyna,Ecuador,10,13.0,1.3,7.0,1.43
2022,Joel Nathaniel Campbell Samuels,Costa Rica,27,35.0,1.3,12.0,2.08
2022,Steven de Sousa Vitoria,Canada,10,13.0,1.3,6.0,1.83
2022,Andrej Kramarić,Croatia,10,13.0,1.3,4.0,2.75
2022,Atiba Hutchinson,Canada,10,13.0,1.3,5.0,1.8
2022,Ismail Jakobs,Senegal,10,13.0,1.3,6.0,1.83
2022,Carlos Henrique Casimiro,Brazil,23,30.0,1.3,14.0,1.64
2022,Carlos Henrique Casimiro,Brazil,24,31.0,1.29,13.0,1.92
2022,Bilal El Khannous,Morocco,7,9.0,1.29,4.0,1.5
2022,Romain Saïss,Morocco,14,18.0,1.29,7.0,2.43
2022,Timothy Weah,United States,7,9.0,1.29,3.0,1.67
2022,Rodrigo Bentancur Colmán,Uruguay,7,9.0,1.29,4.0,1.5
2022,Marko Grujić,Serbia,7,9.0,1.29,6.0,1.33
2022,Antoine Griezmann,France,14,18.0,1.29,8.0,1.75
2022,Thilo Kehrer,Germany,7,9.0,1.29,4.0,1.75
2022,Denzel Dumfries,Netherlands,14,18.0,1.29,7.0,2.43
2022,Federico Santiago Valverde Dipetta,Uruguay,17,22.0,1.29,9.0,1.89
2022,Sofiane Boufal,Morocco,7,9.0,1.29,6.0,1.33
2022,Aleksandar Mitrović,Serbia,7,9.0,1.29,1.0,3.0
2022,Atiba Hutchinson,Canada,14,18.0,1.29,6.0,1.5
2022,Lionel Andrés Messi Cuccittini,Argentina,21,27.0,1.29,9.0,2.11
2022,Heung-Min Son,South Korea,7,9.0,1.29,2.0,2.0
2022,Daniel Olmo Carvajal,Spain,17,22.0,1.29,3.0,4.67
2022,Kyle Walker,England,21,27.0,1.29,6.0,2.67
2022,Matheus Luiz Nunes,Portugal,7,9.0,1.29,5.0,1.6
2022,Granit Xhaka,Switzerland,17,22.0,1.29,10.0,1.6
2022,Ethan Ampadu,Wales,14,18.0,1.29,8.0,1.75
2022,Josip Juranović,Croatia,32,41.0,1.28,16.0,1.56
2022,Sofyan Amrabat,Morocco,29,37.0,1.28,19.0,1.68
2022,Frederico Rodrigues Santos,Brazil,18,23.0,1.28,10.0,1.8
2022,Sofiane Boufal,Morocco,11,14.0,1.27,6.0,1.83
2022,Hakim Ziyech,Morocco,22,28.0,1.27,8.0,2.0
2022,Dušan Tadić,Serbia,15,19.0,1.27,9.0,1.89
2022,Ricardo Iván Rodríguez Araya,Switzerland,11,14.0,1.27,5.0,2.8
2022,Bukayo Saka,England,11,14.0,1.27,4.0,1.75
2022,Celso Borges Mora,Costa Rica,15,19.0,1.27,8.0,1.63
2022,Ritsu Doan,Japan,11,14.0,1.27,6.0,1.67
2022,Weston McKennie,United States,11,14.0,1.27,10.0,1.4
2022,John Stones,England,31,39.0,1.26,22.0,1.55
2022,Rúben Diogo Da Silva Neves,Portugal,27,34.0,1.26,14.0,2.07
2022,Min Jae Kim,South Korea,12,15.0,1.25,9.0,1.44
2022,Yeltsin Ignacio Tejeda Valverde,Costa Rica,12,15.0,1.25,4.0,2.0
2022,Memphis Depay,Netherlands,8,10.0,1.25,4.0,1.0
2022,Pape Matar Sarr,Senegal,8,10.0,1.25,4.0,2.0
2022,Kléper Laveran Lima Ferreira,Portugal,12,15.0,1.25,6.0,2.33
2022,Jakub Piotr Kiwior,Poland,12,15.0,1.25,5.0,2.6
2022,Boualem Khoukhi,Qatar,20,25.0,1.25,13.0,1.77
2022,Cristian Gabriel Romero,Argentina,25,31.0,1.24,18.0,1.44
2022,Rodrigo Javier De Paul,Argentina,51,63.0,1.24,20.0,2.15
2022,Steven de Sousa Vitoria,Canada,21,26.0,1.24,14.0,1.79
2022,Naïm Sliti,Tunisia,13,16.0,1.23,7.0,2.0
2022,Wataru Endo,Japan,22,27.0,1.23,11.0,1.91
2022,Jordan Brian Henderson,England,13,16.0,1.23,4.0,2.25
2022,Hakim Ziyech,Morocco,13,16.0,1.23,4.0,2.5
2022,Jackson Irvine,Australia,9,11.0,1.22,4.0,1.75
2022,Azzedine Ounahi,Morocco,9,11.0,1.22,1.0,1.0
2022,Jamal Musiala,Germany,18,22.0,1.22,7.0,1.29
2022,William Silva de Carvalho,Portugal,9,11.0,1.22,5.0,1.2
2022,Pape Gueye,Senegal,9,11.0,1.22,3.0,2.67
2022,Bartosz Bereszyński,Poland,9,11.0,1.22,5.0,1.4
2022,Jakub Piotr Kiwior,Poland,18,22.0,1.22,14.0,1.5
2022,Ángel Fabián Di María Hernández,Argentina,18,22.0,1.22,5.0,2.2
2022,Otávio Edmilson da Silva Monteiro,Portugal,14,17.0,1.21,3.0,3.0
2022,Woo-Young Jung,South Korea,19,23.0,1.21,10.0,1.8
2022,Ben Davies,Wales,29,35.0,1.21,13.0,2.0
2022,Vincent Paté Aboubakar,Cameroon,5,6.0,1.2,2.0,1.5
2022,Pedro González López,Spain,25,30.0,1.2,12.0,1.25
2022,Hidemasa Morita,Japan,15,18.0,1.2,7.0,1.57
2022,Iliman Ndiaye,Senegal,5,6.0,1.2,0.0,
2022,Kalidou Koulibaly,Senegal,10,12.0,1.2,5.0,1.8
2022,Youri Tielemans,Belgium,5,6.0,1.2,2.0,2.5
2022,Jeremy Leonel Sarmiento Morante,Ecuador,5,6.0,1.2,2.0,2.5
2022,Saud Abdullah Abdul Hamid,Saudi Arabia,10,12.0,1.2,5.0,2.0
2022,Saleh Khalid Al Shehri,Saudi Arabia,5,6.0,1.2,2.0,2.0
2022,Jhegson Sebastián Méndez Carabalí,Ecuador,15,18.0,1.2,8.0,1.5
2022,Robert Lewandowski,Poland,5,6.0,1.2,3.0,1.33
2022,Hiroki Ito,Japan,16,19.0,1.19,4.0,2.5
2022,Mohammed Al Burayk,Saudi Arabia,16,19.0,1.19,8.0,1.75
2022,Abdulelah Al Amri,Saudi Arabia,21,25.0,1.19,15.0,1.4
2022,Felix Eduardo Torres Caicedo,Ecuador,21,25.0,1.19,18.0,1.28
2022,Karim Boudiaf,Qatar,11,13.0,1.18,6.0,1.67
2022,Mohammed Kudus,Ghana,11,13.0,1.18,4.0,2.0
2022,Serge Gnabry,Germany,11,13.0,1.18,6.0,1.33
2022,Ivan Perišić,Croatia,17,20.0,1.18,6.0,1.83
2022,In-Beom Hwang,South Korea,33,39.0,1.18,17.0,1.65
2022,Abdulelah Al Amri,Saudi Arabia,17,20.0,1.18,16.0,1.25
2022,Jude Bellingham,England,17,20.0,1.18,5.0,1.8
2022,Akram Hassan Afif,Qatar,11,13.0,1.18,3.0,1.0
2022,Pedro González López,Spain,40,47.0,1.18,19.0,1.58
2022,Jin-Su Kim,South Korea,18,21.0,1.17,5.0,3.2
2022,Daichi Kamada,Japan,6,7.0,1.17,3.0,1.0
2022,João Pedro Cavaco Cancelo,Portugal,23,27.0,1.17,7.0,2.0
2022,Riley McGree,Australia,6,7.0,1.17,1.0,4.0
2022,Seung-Ho Paik,South Korea,6,7.0,1.17,3.0,1.33
2022,İlkay Gündoğan,Germany,29,34.0,1.17,21.0,1.38
2022,José María Giménez de Vargas,Uruguay,23,27.0,1.17,13.0,1.62
2022,Ruben Vargas,Switzerland,12,14.0,1.17,3.0,2.0
2022,Piotr Zieliński,Poland,12,14.0,1.17,4.0,2.25
2022,Luka Modrić,Croatia,46,54.0,1.17,25.0,1.52
2022,Antoine Griezmann,France,18,21.0,1.17,10.0,1.7
2022,Bukayo Saka,England,12,14.0,1.17,3.0,1.33
2022,Kalidou Koulibaly,Senegal,12,14.0,1.17,7.0,1.71
2022,Carlos Henrique Casimiro,Brazil,19,22.0,1.16,7.0,2.0
2022,Frenkie de Jong,Netherlands,25,29.0,1.16,9.0,1.44
2022,José Martín Cáceres Silva,Uruguay,13,15.0,1.15,8.0,1.75
2022,Rodrigo Javier De Paul,Argentina,26,30.0,1.15,14.0,1.86
2022,Ángel Fabián Di María Hernández,Argentina,13,15.0,1.15,5.0,1.4
2022,Joshua Kimmich,Germany,53,61.0,1.15,28.0,1.64
2022,Hirving Rodrigo Lozano Bahena,Mexico,13,15.0,1.15,6.0,1.33
2022,Saeid Ezatolahi Afagh,Iran,27,31.0,1.15,14.0,1.57
2022,John Stones,England,39,45.0,1.15,25.0,1.4
2022,Raheem Sterling,England,7,8.0,1.14,4.0,1.25
2022,Xherdan Shaqiri,Switzerland,7,8.0,1.14,3.0,2.0
2022,José Andrés Guardado Hernández,Mexico,7,8.0,1.14,1.0,3.0
2022,Memphis Depay,Netherlands,7,8.0,1.14,2.0,1.5
2022,Kalvin Phillips,England,7,8.0,1.14,2.0,1.5
2022,Yunus Dimoara Musah,United States,14,16.0,1.14,8.0,1.38
2022,Lucas Tolentino Coelho de Lima,Brazil,14,16.0,1.14,6.0,1.17
2022,Christian Dannemann Eriksen,Denmark,29,33.0,1.14,11.0,1.82
2022,Saša Lukić,Serbia,15,17.0,1.13,6.0,1.0
2022,Frenkie de Jong,Netherlands,23,26.0,1.13,11.0,1.45
2022,Alexis Mac Allister,Argentina,8,9.0,1.13,2.0,2.5
2022,Sofiane Boufal,Morocco,8,9.0,1.13,2.0,2.0
2022,Strahinja Pavlović,Serbia,15,17.0,1.13,8.0,1.88
2022,Pervis Josué Estupiñán Tenorio,Ecuador,23,26.0,1.13,8.0,2.75
2022,Morteza Pouraliganji,Iran,8,9.0,1.13,6.0,1.33
2022,Luka Modrić,Croatia,16,18.0,1.13,4.0,1.75
2022,João Félix Sequeira,Portugal,15,17.0,1.13,7.0,2.0
2022,Ousmane Dembélé,France,16,18.0,1.13,6.0,2.0
2022,Ethan Ampadu,Wales,16,18.0,1.13,11.0,1.36
2022,Kevin De Bruyne,Belgium,16,18.0,1.13,6.0,1.5
2022,Robert Skov,Denmark,8,9.0,1.13,2.0,2.5
2022,Daley Blind,Netherlands,31,35.0,1.13,14.0,1.43
2022,Enzo Fernandez,Argentina,26,29.0,1.12,12.0,1.25
2022,Enzo Fernandez,Argentina,34,38.0,1.12,16.0,1.63
2022,Pierre-Emile Højbjerg,Denmark,27,30.0,1.11,20.0,1.2
2022,Federico Santiago Valverde Dipetta,Uruguay,27,30.0,1.11,16.0,1.38
2022,Leandro Daniel Paredes,Argentina,28,31.0,1.11,15.0,1.4
2022,João Pedro Cavaco Cancelo,Portugal,28,31.0,1.11,12.0,1.92
2022,Yassine Meriah,Tunisia,9,10.0,1.11,8.0,1.13
2022,Raphaël Varane,France,9,10.0,1.11,6.0,1.33
2022,Thomas Teye Partey,Ghana,27,30.0,1.11,14.0,1.43
2022,Andrej Kramarić,Croatia,9,10.0,1.11,1.0,0.0
2022,Eden Hazard,Belgium,9,10.0,1.11,4.0,1.25
2022,Seyed Majid Hosseini,Iran,19,21.0,1.11,11.0,1.55
2022,Bernardo Mota Veiga de Carvalho e Silva,Portugal,18,20.0,1.11,4.0,1.0
2022,Raphael Dias Belloli,Brazil,9,10.0,1.11,3.0,2.0
2022,Romain Saïss,Morocco,9,10.0,1.11,6.0,1.5
2022,Luke Shaw,England,19,21.0,1.11,12.0,1.5
2022,Sergio Busquets i Burgos,Spain,18,20.0,1.11,9.0,1.56
2022,Youssouf Fofana,France,9,10.0,1.11,7.0,1.43
2022,Ellyes Joris Skhiri,Tunisia,9,10.0,1.11,4.0,1.5
2022,Aïssa Bilal Laïdouni,Tunisia,19,21.0,1.11,9.0,1.33
2022,Pedro González López,Spain,36,40.0,1.11,17.0,1.53
2022,Montassar Omar Talbi,Tunisia,18,20.0,1.11,12.0,1.42
2022,Cody Mathès Gakpo,Netherlands,9,10.0,1.11,5.0,1.4
2022,Pervis Josué Estupiñán Tenorio,Ecuador,28,31.0,1.11,7.0,2.14
2022,José Diogo Dalot Teixeira,Portugal,10,11.0,1.1,4.0,2.25
2022,Aaron Ramsey,Wales,10,11.0,1.1,4.0,1.25
2022,Shogo Taniguchi,Japan,20,22.0,1.1,12.0,1.25
2022,Mohammed Kanoo,Saudi Arabia,10,11.0,1.1,6.0,1.33
2022,Héctor Alfredo Moreno Herrera,Mexico,20,22.0,1.1,7.0,2.14
2022,Sergio Busquets i Burgos,Spain,39,43.0,1.1,15.0,1.87
2022,Krystian Bielik,Poland,10,11.0,1.1,3.0,1.0
2022,Marco Asensio Willemsen,Spain,10,11.0,1.1,2.0,1.5
2022,Cristian Gabriel Romero,Argentina,10,11.0,1.1,6.0,1.67
2022,Karim Boudiaf,Qatar,10,11.0,1.1,6.0,1.33
2022,Romain Saïss,Morocco,10,11.0,1.1,9.0,1.22
