season_name,match_id,team,player,tackles,interceptions,pressures,blocks,clearances,ball_recoveries,fouls_committed,duels_won,total_duels,defensive_third_actions,middle_third_actions,attacking_third_actions,high_turnovers,total_defensive_actions,duel_win_pct,pressure_pct,tackle_interception_pct,high_turnover_pct,attacking_third_pct,defensive_profile
2022,3869552,France,Youssouf Fofana,0.0,2.0,34.0,3.0,0.0,5.0,2.0,2.0,4.0,24.0,23.0,3.0,2.0,39.0,50.0,87.18,5.13,5.13,6.0,Balanced Defender
2021/2022,3803000,Clermont Foot,Johan Gastien,0.0,4.0,35.0,0.0,0.0,5.0,1.0,1.0,2.0,15.0,26.0,6.0,2.0,39.0,50.0,89.74,10.26,5.13,12.77,Balanced Defender
2021/2022,3802696,Stade de Reims,Marshall Nyasha Munetsi,0.0,7.0,28.0,4.0,2.0,6.0,2.0,2.0,8.0,19.0,31.0,7.0,3.0,39.0,25.0,71.79,17.95,7.69,12.28,Balanced Defender
2022,3869552,France,Antoine Griezmann,0.0,2.0,36.0,1.0,3.0,4.0,0.0,0.0,1.0,17.0,22.0,8.0,0.0,39.0,0.0,92.31,5.13,0.0,17.02,Balanced Defender
2021/2022,3813318,NorthEast United,Pragyan Sundar Gogoi,0.0,2.0,31.0,5.0,2.0,6.0,5.0,0.0,2.0,19.0,31.0,3.0,2.0,38.0,0.0,81.58,5.26,5.26,5.66,Balanced Defender
2021/2022,3802904,Bordeaux,Yacine Adli,0.0,0.0,37.0,1.0,0.0,6.0,1.0,1.0,2.0,10.0,25.0,12.0,5.0,38.0,50.0,97.37,0.0,13.16,25.53,Balanced Defender
2022,3857255,Japan,Daizen Maeda,0.0,2.0,35.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,27.0,14.0,1.0,38.0,0.0,92.11,5.26,2.63,33.33,Balanced Defender
2021/2022,3817855,ATK Mohun Bagan,Joni Ensio Kauko,0.0,3.0,33.0,2.0,0.0,5.0,1.0,0.0,5.0,6.0,29.0,14.0,3.0,38.0,0.0,86.84,7.89,7.89,28.57,Balanced Defender
2021/2022,3813271,Kerala Blasters,Lalthathanga Khawlhring,0.0,1.0,37.0,0.0,0.0,2.0,4.0,1.0,7.0,12.0,37.0,2.0,0.0,38.0,14.29,97.37,2.63,0.0,3.92,Balanced Defender
2021/2022,3817888,East Bengal,Naorem Mahesh Singh,0.0,0.0,37.0,1.0,0.0,9.0,1.0,1.0,6.0,17.0,23.0,14.0,6.0,38.0,16.67,97.37,0.0,15.79,25.93,Balanced Defender
2022,3857281,Croatia,Marcelo Brozović,0.0,1.0,30.0,7.0,0.0,5.0,2.0,0.0,3.0,22.0,19.0,7.0,1.0,38.0,0.0,78.95,2.63,2.63,14.58,Balanced Defender
2021/2022,3802683,AS Monaco,Aleksandr Golovin,0.0,0.0,38.0,0.0,0.0,4.0,2.0,0.0,4.0,5.0,26.0,17.0,2.0,38.0,0.0,100.0,0.0,5.26,35.42,Balanced Defender
2021/2022,3802752,Paris Saint-Germain,Idrissa Gana Gueye,0.0,3.0,34.0,1.0,1.0,2.0,2.0,0.0,3.0,19.0,21.0,6.0,3.0,38.0,0.0,89.47,7.89,7.89,13.04,Balanced Defender
2021/2022,3813306,NorthEast United,Imran Khan,0.0,5.0,32.0,1.0,0.0,5.0,4.0,0.0,1.0,14.0,28.0,6.0,3.0,38.0,0.0,84.21,13.16,7.89,12.5,Balanced Defender
2021/2022,3817863,Hyderabad,Joel Joseph Chianese,0.0,1.0,36.0,0.0,2.0,8.0,0.0,0.0,1.0,7.0,18.0,23.0,4.0,37.0,0.0,97.3,2.7,10.81,47.92,Balanced Defender
2021/2022,3813300,Kerala Blasters,Adrián Nicolás Luna Retamar,0.0,2.0,32.0,3.0,0.0,4.0,0.0,0.0,5.0,10.0,20.0,16.0,3.0,37.0,0.0,86.49,5.41,8.11,34.78,Balanced Defender
2022,3857286,Ecuador,Gonzalo Jordy Plata Jiménez,0.0,2.0,32.0,3.0,0.0,2.0,1.0,1.0,4.0,7.0,26.0,11.0,1.0,37.0,25.0,86.49,5.41,2.7,25.0,Balanced Defender
2021/2022,3802948,Metz,Vincent Pajot,0.0,2.0,32.0,2.0,0.0,4.0,2.0,0.0,7.0,22.0,25.0,2.0,1.0,36.0,0.0,88.89,5.56,2.78,4.08,Balanced Defender
2021/2022,3817890,Goa,Glan Martins,0.0,4.0,30.0,2.0,2.0,3.0,0.0,1.0,6.0,14.0,24.0,9.0,3.0,36.0,16.67,83.33,11.11,8.33,19.15,Balanced Defender
2021/2022,3802818,Lorient,Thomas Monconduit,0.0,1.0,33.0,2.0,0.0,7.0,3.0,1.0,2.0,24.0,20.0,4.0,2.0,36.0,50.0,91.67,2.78,5.56,8.33,Balanced Defender
2021/2022,3817872,Bengaluru,Bruno Edgar Silva Almeida,0.0,3.0,32.0,1.0,0.0,10.0,5.0,1.0,5.0,16.0,32.0,8.0,8.0,36.0,20.0,88.89,8.33,22.22,14.29,Balanced Defender
2022,3857272,United States,Tyler Adams,0.0,1.0,31.0,3.0,1.0,4.0,2.0,0.0,5.0,14.0,30.0,3.0,1.0,35.0,0.0,88.57,2.86,2.86,6.38,Balanced Defender
2021/2022,3817872,Bengaluru,Danish Farooq Bhat,0.0,1.0,33.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,17.0,20.0,1.0,35.0,33.33,94.29,2.86,2.86,48.78,Balanced Defender
2022,3857277,Morocco,Hakim Ziyech,0.0,2.0,29.0,4.0,1.0,2.0,3.0,0.0,7.0,6.0,30.0,12.0,1.0,35.0,0.0,82.86,5.71,2.86,25.0,Balanced Defender
2022,3857296,Croatia,Ivan Perišić,0.0,1.0,33.0,1.0,2.0,5.0,1.0,0.0,0.0,7.0,19.0,17.0,3.0,35.0,,94.29,2.86,8.57,39.53,Balanced Defender
2021/2022,3817891,East Bengal,Naocha Huidrom Singh,0.0,6.0,28.0,1.0,4.0,8.0,2.0,1.0,6.0,36.0,11.0,8.0,4.0,35.0,16.67,80.0,17.14,11.43,14.55,Balanced Defender
2021/2022,3817855,Kerala Blasters,Adrián Nicolás Luna Retamar,0.0,4.0,30.0,1.0,0.0,9.0,4.0,2.0,3.0,17.0,23.0,11.0,5.0,35.0,66.67,85.71,11.43,14.29,21.57,Dominant Duelist
2021/2022,3817856,Jamshedpur,Jitendra Singh,0.0,2.0,31.0,2.0,2.0,5.0,2.0,0.0,4.0,20.0,20.0,8.0,2.0,35.0,0.0,88.57,5.71,5.71,16.67,Balanced Defender
2021/2022,3817874,Bengaluru,Naorem Roshan Singh,0.0,8.0,20.0,7.0,0.0,6.0,2.0,3.0,6.0,24.0,19.0,6.0,1.0,35.0,50.0,57.14,22.86,2.86,12.24,Balanced Defender
2021/2022,3802983,Marseille,Boubacar Kamara,0.0,1.0,32.0,1.0,0.0,3.0,3.0,0.0,5.0,14.0,26.0,5.0,2.0,34.0,0.0,94.12,2.94,5.88,11.11,Balanced Defender
2021/2022,3817900,Chennaiyin,Anirudh Thapa,0.0,0.0,29.0,5.0,1.0,5.0,0.0,0.0,1.0,14.0,18.0,9.0,3.0,34.0,0.0,85.29,0.0,8.82,21.95,Balanced Defender
2021/2022,3817860,Odisha,Moirangthem Thoiba Singh,0.0,0.0,33.0,1.0,1.0,2.0,2.0,1.0,3.0,19.0,20.0,3.0,0.0,34.0,33.33,97.06,0.0,0.0,7.14,Balanced Defender
2021/2022,3817867,Mumbai City,Cássio Gabriel Vilela Ferreira,0.0,2.0,31.0,1.0,0.0,5.0,1.0,0.0,5.0,3.0,20.0,22.0,3.0,34.0,0.0,91.18,5.88,8.82,48.89,Balanced Defender
2021/2022,3802709,Paris Saint-Germain,Idrissa Gana Gueye,0.0,1.0,31.0,2.0,0.0,5.0,5.0,1.0,3.0,18.0,24.0,5.0,3.0,34.0,33.33,91.18,2.94,8.82,10.64,Balanced Defender
2021/2022,3803000,Clermont Foot,Mohamed Bayo,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,20.0,18.0,0.0,34.0,0.0,100.0,0.0,0.0,47.37,Balanced Defender
2021/2022,3802805,Paris Saint-Germain,Marco Verratti,0.0,2.0,30.0,2.0,0.0,8.0,1.0,1.0,6.0,9.0,21.0,19.0,6.0,34.0,16.67,88.24,5.88,17.65,38.78,Balanced Defender
2021/2022,3827337,Jamshedpur,Pronay Halder,0.0,0.0,32.0,2.0,0.0,5.0,0.0,0.0,3.0,10.0,28.0,4.0,1.0,34.0,0.0,94.12,0.0,2.94,9.52,Balanced Defender
2021/2022,3813303,ATK Mohun Bagan,Carl Gerard McHugh,0.0,4.0,26.0,4.0,2.0,5.0,5.0,0.0,2.0,15.0,27.0,6.0,2.0,34.0,0.0,76.47,11.76,5.88,12.5,Balanced Defender
2021/2022,3802795,Rennes,Birger Meling,0.0,4.0,23.0,7.0,0.0,4.0,1.0,0.0,7.0,29.0,9.0,8.0,3.0,34.0,0.0,67.65,11.76,8.82,17.39,Balanced Defender
2021/2022,3813277,Mumbai City,Ahmed Jahouh,0.0,2.0,29.0,3.0,2.0,9.0,4.0,5.0,10.0,26.0,25.0,8.0,3.0,34.0,50.0,85.29,5.88,8.82,13.56,Balanced Defender
2021/2022,3813274,Mumbai City,Ahmed Jahouh,0.0,0.0,27.0,6.0,3.0,2.0,4.0,1.0,8.0,21.0,26.0,3.0,0.0,33.0,12.5,81.82,0.0,0.0,6.0,Balanced Defender
2021/2022,3813296,Kerala Blasters,Adrián Nicolás Luna Retamar,0.0,2.0,27.0,4.0,0.0,5.0,1.0,1.0,4.0,5.0,25.0,13.0,4.0,33.0,25.0,81.82,6.06,12.12,30.23,Balanced Defender
2021/2022,3817859,Jamshedpur,Daniel Chima Chukwu,0.0,1.0,31.0,1.0,0.0,4.0,5.0,0.0,6.0,4.0,21.0,23.0,3.0,33.0,0.0,93.94,3.03,9.09,47.92,Balanced Defender
2021/2022,3802802,Stade de Reims,Yunis Abdelhamid,0.0,5.0,25.0,3.0,2.0,5.0,1.0,1.0,3.0,26.0,18.0,0.0,1.0,33.0,33.33,75.76,15.15,3.03,0.0,Balanced Defender
2022,3857261,Wales,Kieffer Roberto Francisco Moore,0.0,0.0,31.0,2.0,2.0,1.0,2.0,0.0,6.0,5.0,17.0,22.0,1.0,33.0,0.0,93.94,0.0,3.03,50.0,Balanced Defender
2021/2022,3813316,NorthEast United,Rochharzela Rochharzela,0.0,1.0,28.0,4.0,0.0,2.0,1.0,1.0,3.0,6.0,21.0,12.0,1.0,33.0,33.33,84.85,3.03,3.03,30.77,Balanced Defender
2021/2022,3802805,OGC Nice,Flavius Daniliuc,0.0,1.0,29.0,3.0,0.0,1.0,5.0,0.0,4.0,21.0,15.0,7.0,0.0,33.0,0.0,87.88,3.03,0.0,16.28,Balanced Defender
2021/2022,3813266,Chennaiyin,Keisham Reagan Singh,0.0,3.0,29.0,1.0,1.0,2.0,6.0,0.0,2.0,18.0,18.0,8.0,0.0,33.0,0.0,87.88,9.09,0.0,18.18,Balanced Defender
2022,3869685,Argentina,Enzo Fernandez,0.0,1.0,30.0,2.0,4.0,8.0,4.0,3.0,11.0,28.0,24.0,8.0,5.0,33.0,27.27,90.91,3.03,15.15,13.33,Balanced Defender
2021/2022,3802709,Saint-Étienne,Denis Bouanga,0.0,0.0,29.0,4.0,3.0,4.0,3.0,1.0,5.0,10.0,19.0,19.0,1.0,33.0,20.0,87.88,0.0,3.03,39.58,Balanced Defender
2021/2022,3817862,Odisha,Moirangthem Thoiba Singh,0.0,1.0,27.0,5.0,3.0,2.0,1.0,0.0,2.0,14.0,21.0,6.0,1.0,33.0,0.0,81.82,3.03,3.03,14.63,Balanced Defender
2021/2022,3802643,Strasbourg,Adrien Thomasson,0.0,2.0,31.0,0.0,0.0,6.0,2.0,1.0,3.0,14.0,16.0,14.0,3.0,33.0,33.33,93.94,6.06,9.09,31.82,Balanced Defender
2021/2022,3813286,Chennaiyin,Vladimir Koman Jr.,0.0,4.0,27.0,2.0,1.0,6.0,1.0,0.0,5.0,26.0,20.0,0.0,1.0,33.0,0.0,81.82,12.12,3.03,0.0,Balanced Defender
2021/2022,3813280,East Bengal,Naorem Mahesh Singh,0.0,0.0,33.0,0.0,0.0,3.0,2.0,0.0,4.0,16.0,17.0,9.0,1.0,33.0,0.0,100.0,0.0,3.03,21.43,Balanced Defender
2021/2022,3802904,Bordeaux,Jean Emile Junior Onana Onana,0.0,1.0,31.0,1.0,0.0,6.0,0.0,0.0,7.0,10.0,26.0,10.0,2.0,33.0,0.0,93.94,3.03,6.06,21.74,Balanced Defender
2022,3869321,Netherlands,Frenkie de Jong,0.0,1.0,30.0,2.0,3.0,4.0,2.0,0.0,0.0,9.0,23.0,10.0,2.0,33.0,,90.91,3.03,6.06,23.81,Balanced Defender
2021/2022,3803000,Clermont Foot,Jason Berthomier,0.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,20.0,10.0,1.0,32.0,0.0,96.88,0.0,3.12,28.57,Balanced Defender
2021/2022,3827338,ATK Mohun Bagan,Joni Ensio Kauko,0.0,0.0,31.0,1.0,1.0,6.0,2.0,1.0,2.0,12.0,19.0,12.0,3.0,32.0,50.0,96.88,0.0,9.38,27.91,Balanced Defender
2021/2022,3802904,Paris Saint-Germain,Georginio Wijnaldum,0.0,0.0,27.0,5.0,0.0,6.0,1.0,2.0,2.0,13.0,8.0,20.0,3.0,32.0,100.0,84.38,0.0,9.38,48.78,Dominant Duelist
2021/2022,3802676,Lens,Florian Sotoca,0.0,2.0,27.0,3.0,1.0,1.0,2.0,1.0,5.0,19.0,16.0,6.0,1.0,32.0,20.0,84.38,6.25,3.12,14.63,Balanced Defender
2021/2022,3813300,Kerala Blasters,Vincy Barretto,0.0,2.0,27.0,3.0,0.0,2.0,3.0,0.0,2.0,6.0,26.0,7.0,1.0,32.0,0.0,84.38,6.25,3.12,17.95,Balanced Defender
2021/2022,3817901,Jamshedpur,Boris Singh Thangjam,0.0,0.0,30.0,2.0,2.0,8.0,0.0,1.0,4.0,16.0,15.0,15.0,5.0,32.0,25.0,93.75,0.0,15.62,32.61,Balanced Defender
2021/2022,3802983,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,1.0,31.0,0.0,2.0,4.0,3.0,0.0,3.0,21.0,12.0,11.0,0.0,32.0,0.0,96.88,3.12,0.0,25.0,Balanced Defender
2021/2022,3817848,Goa,Alberto Noguera Ripoll,0.0,4.0,25.0,3.0,0.0,6.0,3.0,1.0,7.0,14.0,20.0,14.0,3.0,32.0,14.29,78.12,12.5,9.38,29.17,Balanced Defender
2021/2022,3802837,Paris Saint-Germain,Idrissa Gana Gueye,0.0,3.0,24.0,5.0,1.0,4.0,4.0,1.0,4.0,8.0,20.0,17.0,3.0,32.0,25.0,75.0,9.38,9.38,37.78,Balanced Defender
2021/2022,3813275,Jamshedpur,Jitendra Singh,0.0,0.0,31.0,1.0,0.0,9.0,0.0,0.0,2.0,8.0,24.0,11.0,6.0,32.0,0.0,96.88,0.0,18.75,25.58,Balanced Defender
2021/2022,3817860,Hyderabad,Joel Joseph Chianese,0.0,3.0,27.0,2.0,0.0,4.0,3.0,2.0,4.0,6.0,13.0,24.0,4.0,32.0,50.0,84.38,9.38,12.5,55.81,Balanced Defender
2021/2022,3813275,Jamshedpur,Ritwik Kumar Das,0.0,1.0,26.0,5.0,1.0,5.0,3.0,2.0,8.0,6.0,26.0,17.0,1.0,32.0,25.0,81.25,3.12,3.12,34.69,Balanced Defender
2021/2022,3802643,Paris Saint-Germain,Marco Verratti,0.0,0.0,31.0,1.0,1.0,5.0,1.0,0.0,3.0,20.0,16.0,6.0,2.0,32.0,0.0,96.88,0.0,6.25,14.29,Balanced Defender
2021/2022,3817862,Mumbai City,Bipin Singh Thounajam,0.0,0.0,28.0,4.0,0.0,5.0,2.0,0.0,2.0,12.0,18.0,11.0,4.0,32.0,0.0,87.5,0.0,12.5,26.83,Balanced Defender
2021/2022,3817864,Mumbai City,Lalengmawia Ralte,0.0,0.0,31.0,1.0,5.0,8.0,1.0,1.0,2.0,21.0,20.0,7.0,1.0,32.0,50.0,96.88,0.0,3.12,14.58,Balanced Defender
2021/2022,3813318,Mumbai City,Lalengmawia Ralte,0.0,2.0,28.0,2.0,0.0,3.0,2.0,1.0,6.0,10.0,22.0,11.0,3.0,32.0,16.67,87.5,6.25,9.38,25.58,Balanced Defender
2021/2022,3813302,Jamshedpur,Jitendra Singh,0.0,10.0,22.0,0.0,2.0,5.0,3.0,0.0,1.0,9.0,26.0,8.0,3.0,32.0,0.0,68.75,31.25,9.38,18.6,Balanced Defender
2022,3869685,Argentina,Julián Álvarez,0.0,2.0,27.0,2.0,0.0,3.0,8.0,0.0,4.0,5.0,27.0,14.0,2.0,31.0,0.0,87.1,6.45,6.45,30.43,Balanced Defender
2021/2022,3802904,Bordeaux,Enock Kwateng,0.0,4.0,25.0,2.0,1.0,1.0,4.0,1.0,10.0,29.0,13.0,5.0,1.0,31.0,10.0,80.65,12.9,3.23,10.64,Balanced Defender
2022,3869151,Australia,Jackson Irvine,0.0,0.0,29.0,2.0,1.0,2.0,2.0,0.0,1.0,7.0,23.0,7.0,1.0,31.0,0.0,93.55,0.0,3.23,18.92,Balanced Defender
2021/2022,3813293,East Bengal,Lalrinliana Hnamte,0.0,2.0,27.0,2.0,0.0,2.0,0.0,1.0,8.0,20.0,14.0,7.0,0.0,31.0,12.5,87.1,6.45,0.0,17.07,Balanced Defender
2021/2022,3802696,Stade de Reims,Yunis Abdelhamid,0.0,4.0,22.0,5.0,1.0,3.0,3.0,0.0,5.0,21.0,17.0,5.0,1.0,31.0,0.0,70.97,12.9,3.23,11.63,Balanced Defender
2021/2022,3802665,Paris Saint-Germain,Ángel Fabián Di María Hernández,0.0,1.0,29.0,1.0,0.0,4.0,3.0,1.0,7.0,7.0,17.0,21.0,4.0,31.0,14.29,93.55,3.23,12.9,46.67,Balanced Defender
2021/2022,3817889,ATK Mohun Bagan,Joni Ensio Kauko,0.0,5.0,24.0,2.0,0.0,6.0,1.0,0.0,1.0,3.0,20.0,16.0,7.0,31.0,0.0,77.42,16.13,22.58,41.03,Balanced Defender
2022,3857255,Japan,Hidemasa Morita,0.0,3.0,23.0,5.0,3.0,3.0,1.0,0.0,0.0,16.0,21.0,1.0,2.0,31.0,,74.19,9.68,6.45,2.63,Balanced Defender
2022,3857277,Morocco,Selim Amallah,0.0,1.0,29.0,1.0,1.0,2.0,4.0,0.0,4.0,11.0,27.0,4.0,2.0,31.0,0.0,93.55,3.23,6.45,9.52,Balanced Defender
2021/2022,3802676,Paris Saint-Germain,Marco Verratti,0.0,2.0,26.0,3.0,1.0,5.0,4.0,0.0,3.0,10.0,17.0,17.0,5.0,31.0,0.0,83.87,6.45,16.13,38.64,Balanced Defender
2021/2022,3813281,ATK Mohun Bagan,Deepak Tangri,0.0,6.0,24.0,1.0,5.0,2.0,4.0,0.0,4.0,26.0,18.0,2.0,1.0,31.0,0.0,77.42,19.35,3.23,4.35,Balanced Defender
2021/2022,3802795,Rennes,Benjamin Bourigeaud,0.0,0.0,29.0,2.0,0.0,3.0,1.0,0.0,4.0,11.0,17.0,11.0,2.0,31.0,0.0,93.55,0.0,6.45,28.21,Balanced Defender
2021/2022,3817867,Mumbai City,Ahmed Jahouh,0.0,4.0,22.0,5.0,4.0,8.0,1.0,2.0,5.0,20.0,25.0,4.0,1.0,31.0,40.0,70.97,12.9,3.23,8.16,Balanced Defender
2021/2022,3827767,Hyderabad,Asish Rai,0.0,2.0,27.0,2.0,8.0,8.0,1.0,1.0,4.0,29.0,18.0,5.0,1.0,31.0,25.0,87.1,6.45,3.23,9.62,Balanced Defender
2021/2022,3813302,Jamshedpur,Boris Singh Thangjam,0.0,4.0,27.0,0.0,1.0,6.0,2.0,0.0,3.0,4.0,22.0,17.0,5.0,31.0,0.0,87.1,12.9,16.13,39.53,Balanced Defender
2021/2022,3817887,Hyderabad,Joel Joseph Chianese,0.0,2.0,27.0,2.0,0.0,3.0,4.0,0.0,4.0,4.0,18.0,20.0,1.0,31.0,0.0,87.1,6.45,3.23,47.62,Balanced Defender
2021/2022,3813267,East Bengal,Antonio Perošević,0.0,2.0,25.0,4.0,0.0,7.0,3.0,0.0,3.0,2.0,19.0,23.0,7.0,31.0,0.0,80.65,6.45,22.58,52.27,Balanced Defender
2021/2022,3817886,Kerala Blasters,Sahal Abdul Samad,0.0,1.0,28.0,2.0,2.0,3.0,0.0,2.0,3.0,18.0,16.0,5.0,1.0,31.0,66.67,90.32,3.23,3.23,12.82,Dominant Duelist
2021/2022,3802809,Rennes,Hamari Traoré,0.0,4.0,24.0,3.0,1.0,3.0,0.0,2.0,5.0,23.0,11.0,6.0,2.0,31.0,40.0,77.42,12.9,6.45,15.0,Balanced Defender
2021/2022,3813296,NorthEast United,Suhair Vadakkepeedika,0.0,0.0,28.0,3.0,0.0,9.0,3.0,2.0,6.0,11.0,29.0,9.0,4.0,31.0,33.33,90.32,0.0,12.9,18.37,Balanced Defender
2021/2022,3802752,Lyon,Maxence Caqueret,0.0,2.0,28.0,1.0,1.0,5.0,3.0,0.0,3.0,23.0,13.0,7.0,2.0,31.0,0.0,90.32,6.45,6.45,16.28,Balanced Defender
