season_name,player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
2023,Josef Alexander Martínez Mencia,Inter Miami,16,0.0,0.0,0.0,
2023,Deivi Miguel Vieira,Angola,9,0.0,0.0,2.0,0.0
2023,Majeed Ashimeru,Ghana,20,0.0,0.0,3.0,0.0
2023,Stanley Bobo Nwabali,Nigeria,31,0.0,0.0,24.0,0.0
2022/2023,Warren Zaire Emery,Paris Saint-Germain,9,0.0,0.0,0.0,
2023,Jack Maher,Nashville SC,19,0.0,0.0,5.0,0.0
2023,Kouakou Herve Koffi,Burkina Faso,26,0.0,0.0,18.0,0.0
2023,Pape Matar Sarr,Senegal,26,0.0,0.0,2.0,0.0
2022/2023,Issiaga Sylla,Toulouse,14,0.0,0.0,2.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,25,0.0,0.0,6.0,0.0
2023,Thapelo James Morena,South Africa,13,0.0,0.0,2.0,0.0
2023,Morgan Guilavogui,Guinea,15,0.0,0.0,4.0,0.0
2022/2023,Arnaud Kalimuendo Muinga,Rennes,11,0.0,0.0,1.0,0.0
2023,Kévin Daniel Van Den Kerkhof,Algeria,7,0.0,0.0,0.0,
2023,Jacob Mendy,Gambia,22,0.0,0.0,8.0,0.0
2023,Daniel Lovitz,Nashville SC,30,0.0,0.0,11.0,0.0
2023,Mamady Alex Bangré,Burkina Faso,11,0.0,0.0,1.0,0.0
2023,Ismael Saibari,Morocco,13,0.0,0.0,3.0,0.0
2023,Ebrima Darboe,Gambia,21,0.0,0.0,2.0,0.0
2022/2023,Warmed Omari,Rennes,26,0.0,0.0,9.0,0.0
2023,Simon Bokote Banza,Congo DR,5,0.0,0.0,0.0,
2023,Franck Yannick Kessié,Côte d'Ivoire,27,0.0,0.0,9.0,0.0
2023,Esteban Obiang Obono,Equatorial Guinea,5,0.0,0.0,1.0,0.0
2023,Amadou Haïdara,Mali,17,0.0,0.0,2.0,0.0
2023,Jonathan Bamba,Côte d'Ivoire,6,0.0,0.0,0.0,
2023,Steven Moreira,Cape Verde Islands,16,0.0,0.0,6.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,8,0.0,0.0,1.0,0.0
2023,Pape Matar Sarr,Senegal,26,0.0,0.0,5.0,0.0
2023,Basilio Ndong Owono Nchamaaa,Equatorial Guinea,34,0.0,0.0,5.0,0.0
2023,Arthur Masuaku,Congo DR,35,0.0,0.0,14.0,0.0
2023,Karim Konaté,Côte d'Ivoire,5,0.0,0.0,2.0,0.0
2023,Raphael Onyedika,Nigeria,13,0.0,0.0,1.0,0.0
2022/2023,Muhammed Cham Saracevic,Clermont Foot,29,0.0,0.0,6.0,0.0
2023,Dax McCarty,Nashville SC,31,0.0,0.0,12.0,0.0
2022/2023,Gedeon Kalulu Kyatengwa,Lorient,32,0.0,0.0,4.0,0.0
2023,Sekou Koita,Mali,7,0.0,0.0,1.0,0.0
2023,Pablo Ganet Cómitre,Equatorial Guinea,12,0.0,0.0,3.0,0.0
2023,Bertrand Isidore Traoré,Burkina Faso,5,0.0,0.0,3.0,0.0
2022/2023,Kevin Gameiro,Strasbourg,8,0.0,0.0,1.0,0.0
2023,Cristóvão Paciência Mabululo,Angola,7,0.0,0.0,0.0,
2022/2023,Cheikh Ahmadou Bamba Mbacke Dieng,Lorient,9,0.0,0.0,1.0,0.0
2023,Lamine Ba,Mauritania,12,0.0,0.0,2.0,0.0
2023,Victor James Osimhen,Nigeria,6,0.0,0.0,1.0,0.0
2023,Cristóvão Paciência Mabululo,Angola,8,0.0,0.0,1.0,0.0
2023,Kennedy Amutenya,Namibia,5,0.0,0.0,3.0,0.0
2023,Pape Ibnou Bâ,Mauritania,6,0.0,0.0,2.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,71,0.0,0.0,17.0,0.0
2023,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,51,0.0,0.0,29.0,0.0
2023,Janio Bikel Figueiredo Silva,Guinea-Bissau,27,0.0,0.0,4.0,0.0
2022/2023,José Miguel da Rocha Fonte,Lille,52,0.0,0.0,14.0,0.0
2022/2023,Achraf Hakimi Mouh,Paris Saint-Germain,50,0.0,0.0,7.0,0.0
2022/2023,Neymar da Silva Santos Junior,Paris Saint-Germain,59,0.0,0.0,14.0,0.0
2023,Mateusz Bogusz,LAFC,36,0.0,0.0,15.0,0.0
2023,Mohamed Naser Elsayed Elneny,Egypt,34,0.0,0.0,6.0,0.0
2022/2023,Romain Faivre,Lorient,41,0.0,0.0,9.0,0.0
2023,Yahia Fofana,Côte d'Ivoire,14,0.0,0.0,13.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,39,0.0,0.0,1.0,0.0
2023,Pape Gueye,Senegal,55,0.0,0.0,14.0,0.0
2023,Mothobi Mvala,South Africa,63,0.0,0.0,25.0,0.0
2023,Facundo Farías,Inter Miami,28,0.0,0.0,7.0,0.0
2023,Yassine Meriah,Tunisia,65,0.0,0.0,24.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,57,0.0,0.0,11.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,56,0.0,0.0,23.0,0.0
2023,Ibrahim Abdallah Hamad,Tanzania,61,0.0,0.0,13.0,0.0
2023,Yahia Fofana,Côte d'Ivoire,23,0.0,0.0,16.0,0.0
2022/2023,Alidu Seidu,Clermont Foot,42,0.0,0.0,5.0,0.0
2023,Issiaga Sylla,Guinea,36,0.0,0.0,11.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,53,0.0,0.0,10.0,0.0
2022/2023,Hugo Ekitike,Paris Saint-Germain,7,0.0,0.0,0.0,
2022/2023,Dante Bonfim da Costa Santos,OGC Nice,51,0.0,0.0,14.0,0.0
2023,Hamari Traoré,Mali,59,0.0,0.0,13.0,0.0
2023,Souleymane Anne,Mauritania,8,0.0,0.0,3.0,0.0
2023,Deon Hotto Kavendji,Namibia,34,0.0,0.0,9.0,0.0
2022/2023,Folarin Balogun,Stade de Reims,10,0.0,0.0,2.0,0.0
2023,Gideon Mensah,Ghana,46,0.0,0.0,10.0,0.0
2023,Nicolas Pépé,Côte d'Ivoire,14,0.0,0.0,8.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,76,0.0,0.0,29.0,0.0
2023,Aishi Manula,Tanzania,23,0.0,0.0,12.0,0.0
2023,José Ndong Machín Dicombo,Equatorial Guinea,26,0.0,0.0,4.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,58,0.0,0.0,15.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,54,0.0,0.0,11.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,33,0.0,0.0,5.0,0.0
2023,Emam Ashour Metwally Abdelghany,Egypt,13,0.0,0.0,8.0,0.0
2023,Noah Allen,Inter Miami,42,0.0,0.0,12.0,0.0
2023,Samuel Chimerenka Chukwueze,Nigeria,16,0.0,0.0,5.0,0.0
2022/2023,Hugo Ekitike,Paris Saint-Germain,5,0.0,0.0,1.0,0.0
2022/2023,Mouhamadou Diarra,Strasbourg,34,0.0,0.0,4.0,0.0
2023,Jules Olivier Ntcham,Cameroon,56,0.0,0.0,20.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,44,0.0,0.0,7.0,0.0
2022/2023,Mohamed Youcef Belaïli,AC Ajaccio,34,0.0,0.0,13.0,0.0
2023,Issiaga Sylla,Guinea,37,0.0,0.0,4.0,0.0
2023,Ryan Hollingshead,LAFC,38,0.0,0.0,12.0,0.0
2023,Steven Moreira,Cape Verde Islands,47,0.0,0.0,9.0,0.0
2023,Augusto de Jesus Corte Real Carneiro,Angola,47,0.0,0.0,23.0,0.0
2022/2023,Achraf Hakimi Mouh,Paris Saint-Germain,30,0.0,0.0,2.0,0.0
2023,Cameron Harper,New York Red Bulls,25,0.0,0.0,3.0,0.0
2023,Benjamin Cremaschi,Inter Miami,24,0.0,0.0,3.0,0.0
2023,Janio Bikel Figueiredo Silva,Guinea-Bissau,32,0.0,0.0,7.0,0.0
2023,Riaan Hanamub,Namibia,31,0.0,0.0,9.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,81,0.0,0.0,32.0,0.0
2023,Esteban Obiang Obono,Equatorial Guinea,25,0.0,0.0,8.0,0.0
2022/2023,Youssouf Fofana,AS Monaco,33,0.0,0.0,6.0,0.0
2023,Frankie Musonda,Zambia,51,0.0,0.0,10.0,0.0
2022/2023,Axel Disasi,AS Monaco,25,0.0,0.0,8.0,0.0
2022/2023,Hugo Ekitike,Paris Saint-Germain,12,0.0,0.0,3.0,0.0
2023,Moriba Kourouma Kourouma,Guinea,40,0.0,0.0,13.0,0.0
2023,Edmond Fayçal Tapsoba,Burkina Faso,35,0.0,0.0,17.0,0.0
2023,Sphephelo S''Miso Sithole,South Africa,31,0.0,0.0,3.0,0.0
2023,Ngero Kaanjuka Katua,Namibia,13,0.0,0.0,5.0,0.0
2022/2023,Maxime Gonalons,Clermont Foot,38,0.0,0.0,10.0,0.0
2023,Ebou Adams,Gambia,7,0.0,0.0,2.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,70,0.0,0.0,18.0,0.0
2022/2023,Achraf Dari,Stade Brestois,17,0.0,0.0,5.0,0.0
2023,Ghislain Konan,Côte d'Ivoire,36,0.0,0.0,16.0,0.0
2023,Ismaïla Sarr,Senegal,13,0.0,0.0,4.0,0.0
2023,Jannick Buyla Sam,Equatorial Guinea,8,0.0,0.0,3.0,0.0
2023,Sébastien Haller,Côte d'Ivoire,15,0.0,0.0,3.0,0.0
2022/2023,Carlos Soler Barragán,Paris Saint-Germain,29,0.0,0.0,6.0,0.0
2022/2023,Ayman Kari,Lorient,26,0.0,0.0,3.0,0.0
2023,Núrio Domingos Matias Fortuna,Angola,18,0.0,0.0,4.0,0.0
2023,Calvin Bassey Ughelumba,Nigeria,26,0.0,0.0,13.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,36,0.0,0.0,2.0,0.0
2023,Ademola Lookman,Nigeria,13,0.0,0.0,6.0,0.0
2023,Ernest Appiah Nuamah,Ghana,7,0.0,0.0,2.0,0.0
2022/2023,Karl Brillant Toko Ekambi,Lyon,35,0.0,0.0,1.0,0.0
2023,Ernan Alberto Siluane,Mozambique,16,0.0,0.0,7.0,0.0
2023,Alex Iwobi,Nigeria,18,0.0,0.0,7.0,0.0
2023,Lionel Mpasi-Nzau,Congo DR,30,0.0,0.0,21.0,0.0
2022/2023,Hugo Ekitike,Paris Saint-Germain,9,0.0,0.0,1.0,0.0
2023,Amadou Dante,Mali,13,0.0,0.0,3.0,0.0
2022/2023,Mathis Rayan Cherki,Lyon,10,0.0,0.0,2.0,0.0
2023,Victor James Osimhen,Nigeria,17,0.0,0.0,2.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,27,0.0,0.0,4.0,0.0
2023,Ramy Bensebaini,Algeria,62,0.0,0.0,27.0,0.0
2023,Ahmed Sayed,Egypt,34,0.0,0.0,8.0,0.0
2022/2023,Eric Bertrand Bailly,Marseille,23,0.0,0.0,6.0,0.0
2023,Benedict Chepeshi,Zambia,45,0.0,0.0,13.0,0.0
2022/2023,Presnel Kimpembe,Paris Saint-Germain,28,0.0,0.0,8.0,0.0
2023,Facinet Conte,Guinea,9,0.0,0.0,1.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,13,0.0,0.0,2.0,0.0
2023,Wilfried Stephane Singo,Côte d'Ivoire,9,0.0,0.0,3.0,0.0
2023,Federico Bikoro Akieme Nchama,Equatorial Guinea,17,0.0,0.0,5.0,0.0
2023,Ademola Lookman,Nigeria,17,0.0,0.0,6.0,0.0
2023,Valdomiro Tualungo Paulo Lameiras,Angola,29,0.0,0.0,6.0,0.0
2022/2023,Gianluigi Donnarumma,Paris Saint-Germain,13,0.0,0.0,11.0,0.0
2023,Ryan Isaac Mendes da Graça,Cape Verde Islands,5,0.0,0.0,1.0,0.0
2022/2023,Gauthier Hein,Auxerre,21,0.0,0.0,5.0,0.0
2023,Ademola Lookman,Nigeria,20,0.0,0.0,4.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,27,0.0,0.0,3.0,0.0
2023,Brandt Bronico,Charlotte,27,0.0,0.0,6.0,0.0
2023,Amadou Diawara,Guinea,40,0.0,0.0,11.0,0.0
2023,Aubrey Maphosa Modiba,South Africa,35,0.0,0.0,12.0,0.0
2023,Bassem Srarfi,Tunisia,5,0.0,0.0,1.0,0.0
2023,Nathan Byrne,Charlotte,19,0.0,0.0,4.0,0.0
2023,Witiness Chimoio João Quembo,Mozambique,15,0.0,0.0,5.0,0.0
2022/2023,Carlos Soler Barragán,Paris Saint-Germain,39,0.0,0.0,7.0,0.0
2023,Basilio Ndong Owono Nchamaaa,Equatorial Guinea,31,0.0,0.0,9.0,0.0
2023,Temitayo Olufisayo Olaoluwa Aina,Nigeria,43,0.0,0.0,14.0,0.0
2022/2023,Tiago Emanuel Embaló Djaló,Lille,39,0.0,0.0,17.0,0.0
2023,Hamdi Fathi,Egypt,34,0.0,0.0,9.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,27,0.0,0.0,2.0,0.0
2023,Mario González Gutiérrez,LAFC,7,0.0,0.0,2.0,0.0
2023,Meschak Elia,Congo DR,10,0.0,0.0,2.0,0.0
2023,Abdoulaye Touré,Guinea,20,0.0,0.0,7.0,0.0
2023,Abdessamad Ezzalzouli,Morocco,6,0.0,0.0,2.0,0.0
2023,Yves Bissouma,Mali,15,0.0,0.0,3.0,0.0
2022/2023,Fares Chaïbi,Toulouse,19,0.0,0.0,6.0,0.0
2022/2023,Marco Bizot,Stade Brestois,19,0.0,0.0,10.0,0.0
2023,Federico Bernardeschi,Toronto FC,20,0.0,0.0,6.0,0.0
2023,Oluwasemilogo Adesewo Ibidapo Ajayi,Nigeria,21,0.0,0.0,8.0,0.0
2023,Witiness Chimoio João Quembo,Mozambique,7,0.0,0.0,2.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.0,0.0,2.0,0.0
2022/2023,Ibrahima Koné,Lorient,10,0.0,0.0,1.0,0.0
2023,Sadio Mané,Senegal,24,0.0,0.0,7.0,0.0
2023,Montassar Omar Talbi,Tunisia,52,0.0,0.0,16.0,0.0
2023,Musa Barrow,Gambia,27,0.0,0.0,10.0,0.0
2023,Willy Afonso Semedo Johnson,Cape Verde Islands,5,0.0,0.0,2.0,0.0
2023,Samuel Chimerenka Chukwueze,Nigeria,8,0.0,0.0,1.0,0.0
2023,Leonardo Campana Romero,Inter Miami,11,0.0,0.0,2.0,0.0
2023,Stanley Ratifo,Mozambique,6,0.0,0.0,0.0,
2023,Fousseni Diabaté,Mali,8,0.0,0.0,3.0,0.0
2022/2023,Mikkel Desler,Toulouse,16,0.0,0.0,5.0,0.0
2022/2023,Anthony Lopes,Lyon,13,0.0,0.0,9.0,0.0
2023,Willy Afonso Semedo Johnson,Cape Verde Islands,11,0.0,0.0,4.0,0.0
2023,Iliman Ndiaye,Senegal,8,0.0,0.0,1.0,0.0
2023,Luis Miguel Nlavo Asue,Equatorial Guinea,7,0.0,0.0,1.0,0.0
2023,Yuya Kubo,Cincinnati,5,0.0,0.0,2.0,0.0
2023,Nouh Mohamed El Abd,Mauritania,16,0.0,0.0,5.0,0.0
2022/2023,Achraf Dari,Stade Brestois,12,0.0,0.0,4.0,0.0
2023,Silas Katompa Mvumpa,Congo DR,8,0.0,0.0,0.0,
2022/2023,Maghnes Akliouche,AS Monaco,13,0.0,0.0,4.0,0.0
2023,Sidi Bouna Sidi Amar,Mauritania,16,0.0,0.0,4.0,0.0
2023,Jean-Philippe Krasso,Côte d'Ivoire,9,0.0,0.0,7.0,0.0
2023,Samuel Chimerenka Chukwueze,Nigeria,14,0.0,0.0,5.0,0.0
2023,Iliman Ndiaye,Senegal,5,0.0,0.0,1.0,0.0
2023,Valdomiro Tualungo Paulo Lameiras,Angola,6,0.0,0.0,0.0,
2023,Aguibou Camara,Guinea,10,0.0,0.0,3.0,0.0
2022/2023,Presnel Kimpembe,Paris Saint-Germain,6,0.0,0.0,2.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,58,0.0,0.0,12.0,0.0
2022/2023,Ikoma Loïs Openda,Lens,7,0.0,0.0,2.0,0.0
2023,Boubakar Kouyate,Mali,79,0.0,0.0,33.0,0.0
2023,Iddrisu Baba Mohammed,Ghana,37,0.0,0.0,10.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,73,0.0,0.0,25.0,0.0
2023,Oluwasemilogo Adesewo Ibidapo Ajayi,Nigeria,21,0.0,0.0,6.0,0.0
2023,Aishi Manula,Tanzania,30,0.0,0.0,12.0,0.0
2023,Aïssa Mandi,Algeria,82,0.0,0.0,20.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,61,0.0,0.0,15.0,0.0
2023,Gedeon Kalulu Kyatengwa,Congo DR,47,0.0,0.0,12.0,0.0
2023,Samuel Moutoussamy,Congo DR,30,0.0,0.0,9.0,0.0
2022/2023,Fabián Ruiz Peña,Paris Saint-Germain,64,0.0,0.0,8.0,0.0
2022/2023,Ismael Doukoure,Strasbourg,23,0.0,0.0,7.0,0.0
2023,Themi Antonoglou,Toronto FC,6,0.0,0.0,1.0,0.0
2022/2023,Nuno Albertino Varela Tavares,Marseille,41,0.0,0.0,10.0,0.0
2023,Samuel Moutoussamy,Congo DR,32,0.0,0.0,13.0,0.0
2022/2023,Jean-Charles Castelletto,Nantes,37,0.0,0.0,6.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,90,0.0,0.0,39.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,82,0.0,0.0,36.0,0.0
2023,Issoufou Dayo,Burkina Faso,24,0.0,0.0,11.0,0.0
2022/2023,Boubakar Kouyate,Montpellier,32,0.0,0.0,16.0,0.0
2023,Moussa Niakhate,Senegal,58,0.0,0.0,19.0,0.0
2023,Boubakar Kouyate,Mali,53,0.0,0.0,23.0,0.0
2023,Marwan Attia Fahim Ghallab,Egypt,38,0.0,0.0,7.0,0.0
2022/2023,Lucas Perrin,Strasbourg,36,0.0,0.0,13.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,106,0.0,0.0,46.0,0.0
2022/2023,Amine Harit,Marseille,45,0.0,0.0,10.0,0.0
2023,Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands,25,0.0,0.0,7.0,0.0
2023,David Ruiz,Inter Miami,29,0.0,0.0,4.0,0.0
2023,Fali Candé,Guinea-Bissau,44,0.0,0.0,11.0,0.0
2023,Khuliso Johnson Mudau,South Africa,47,0.0,0.0,21.0,0.0
2023,Ananias Gebhardt,Namibia,11,0.0,0.0,6.0,0.0
2023,Themba Zwane,South Africa,24,0.0,0.0,3.0,0.0
2023,Chancel Mbemba Mangulu,Congo DR,33,0.0,0.0,10.0,0.0
2023,Lloyd Junior Kazapua,Namibia,14,0.0,0.0,7.0,0.0
2023,Faisal Salum Abdalla,Tanzania,47,0.0,0.0,9.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,70,0.0,0.0,35.0,0.0
2023,Lamine Ba,Mauritania,36,0.0,0.0,13.0,0.0
2023,Absalom Iimbondi,Namibia,10,0.0,0.0,4.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,42,0.0,0.0,9.0,0.0
2022/2023,Marco Verratti,Paris Saint-Germain,88,0.0,0.0,18.0,0.0
2022/2023,Gianluigi Donnarumma,Paris Saint-Germain,14,0.0,0.0,12.0,0.0
2023,Serge Aurier,Côte d'Ivoire,53,0.0,0.0,17.0,0.0
2023,Yunis Abdelhamid,Morocco,49,0.0,0.0,17.0,0.0
2022/2023,Hugo Ekitike,Paris Saint-Germain,14,0.0,0.0,3.0,0.0
2023,Anthony Louis Mandréa,Algeria,29,0.0,0.0,16.0,0.0
2022/2023,Vincent Marchetti,AC Ajaccio,23,0.0,0.0,7.0,0.0
2023,Jordi Alba Ramos,Inter Miami,83,0.0,0.0,18.0,0.0
2022/2023,Neymar da Silva Santos Junior,Paris Saint-Germain,85,0.0,0.0,23.0,0.0
2023,Kamory Doumbia,Mali,28,0.0,0.0,6.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,43,0.0,0.0,9.0,0.0
2022/2023,Maximiliano Caufriez,Clermont Foot,51,0.0,0.0,10.0,0.0
2023,Ramiz Larbi Zerrouki,Algeria,62,0.0,0.0,21.0,0.0
2023,Mohamed Abougabal,Egypt,21,0.0,0.0,12.0,0.0
2023,Elias Gaspar Pelembe,Mozambique,5,0.0,0.0,4.0,0.0
2023,Josimar José Évora Dias,Cape Verde Islands,22,0.0,0.0,16.0,0.0
2023,Baboucarr Gaye,Gambia,20,0.0,0.0,17.0,0.0
2023,Ismail Jakobs,Senegal,34,0.0,0.0,7.0,0.0
2022/2023,Vivaldo Borges dos Santos Neto,Clermont Foot,41,0.0,0.0,2.0,0.0
2023,Federico Bikoro Akieme Nchama,Equatorial Guinea,38,0.0,0.0,12.0,0.0
2023,Petrus Shitembi,Namibia,13,0.0,0.0,2.0,0.0
2023,Domingos João Macandza,Mozambique,25,0.0,0.0,9.0,0.0
2023,Stopilla Sunzu,Zambia,41,0.0,0.0,10.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,66,0.0,0.0,9.0,0.0
2023,Chancel Mbemba Mangulu,Congo DR,30,0.0,0.0,13.0,0.0
2023,Kristijan Kahlina,Charlotte,25,0.0,0.0,16.0,0.0
2023,Mostafa Mohamed Ahmed Abdallah,Egypt,17,0.0,0.0,5.0,0.0
2023,Ahmed Sayed,Egypt,44,0.0,0.0,12.0,0.0
2023,Deon Hotto Kavendji,Namibia,19,0.0,0.0,7.0,0.0
2023,Krépin Diatta,Senegal,29,0.0,0.0,9.0,0.0
2023,Nicolas Moumi Ngamaleu,Cameroon,30,0.0,0.0,4.0,0.0
2023,Yves Bissouma,Mali,37,0.0,0.0,6.0,0.0
2023,Babacar Niasse,Mauritania,12,0.0,0.0,11.0,0.0
2022/2023,Sofiane Boufal,Angers,22,0.0,0.0,2.0,0.0
2023,Thapelo Maseko,South Africa,11,0.0,0.0,2.0,0.0
2023,Sphephelo S''Miso Sithole,South Africa,52,0.0,0.0,8.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,43,0.0,0.0,4.0,0.0
2023,Gomolemo Grant Kekana,South Africa,14,0.0,0.0,6.0,0.0
2023,Lloyd Junior Kazapua,Namibia,22,0.0,0.0,10.0,0.0
2023,Thabang Amod Monare,South Africa,13,0.0,0.0,4.0,0.0
2022/2023,Ludovic Blas,Nantes,27,0.0,0.0,6.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,21,0.0,0.0,6.0,0.0
2023,Jonathan Buatu Mananga,Angola,30,0.0,0.0,10.0,0.0
2023,Evidence Makgopa,South Africa,13,0.0,0.0,2.0,0.0
2023,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,17,0.0,0.0,2.0,0.0
2023,Ademola Lookman,Nigeria,18,0.0,0.0,6.0,0.0
2023,Sébastien Haller,Côte d'Ivoire,15,0.0,0.0,1.0,0.0
2023,Samuel Moutoussamy,Congo DR,27,0.0,0.0,4.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,91,0.0,0.0,22.0,0.0
2023,Nayef Aguerd,Morocco,73,0.0,0.0,22.0,0.0
2023,Kouakou Herve Koffi,Burkina Faso,22,0.0,0.0,11.0,0.0
2022/2023,Pablo Sarabia García,Paris Saint-Germain,8,0.0,0.0,3.0,0.0
2023,Gideon Mensah,Ghana,23,0.0,0.0,12.0,0.0
2022/2023,Romain Del Castillo,Stade Brestois,34,0.0,0.0,8.0,0.0
2023,Youcef Atal,Algeria,28,0.0,0.0,6.0,0.0
2023,Kings Kangwa,Zambia,30,0.0,0.0,5.0,0.0
2022/2023,Gabriel Alonso Suazo Urbina,Toulouse,8,0.0,0.0,3.0,0.0
2022/2023,Yohann Magnin,Clermont Foot,7,0.0,0.0,0.0,
2023,David Ruiz,Inter Miami,46,0.0,0.0,6.0,0.0
2023,Alfredo Kulembe Ribeiro,Angola,22,0.0,0.0,6.0,0.0
2023,Ellyes Joris Skhiri,Tunisia,28,0.0,0.0,4.0,0.0
2023,Omar Kamal Abdel Wahed,Egypt,42,0.0,0.0,12.0,0.0
2022/2023,Cédric Avinel,AC Ajaccio,24,0.0,0.0,12.0,0.0
2022/2023,Anthony Rouault,Toulouse,34,0.0,0.0,9.0,0.0
2023,Frank Magri,Cameroon,11,0.0,0.0,1.0,0.0
2023,Zakhele Lerato Lepasa,South Africa,6,0.0,0.0,5.0,0.0
2023,Amadou Haïdara,Mali,33,0.0,0.0,7.0,0.0
2023,Khuliso Johnson Mudau,South Africa,29,0.0,0.0,8.0,0.0
2023,Morgan Guilavogui,Guinea,14,0.0,0.0,4.0,0.0
2022/2023,Cyrille Bayala,AC Ajaccio,16,0.0,0.0,4.0,0.0
2022/2023,Bradley Barcola,Lyon,17,0.0,0.0,3.0,0.0
2023,Georges-Kévin Nkoudou Mbida,Cameroon,31,0.0,0.0,12.0,0.0
2023,Benjamin Cremaschi,Inter Miami,37,0.0,0.0,10.0,0.0
2023,Idrissa Gueye,Senegal,18,0.0,0.0,4.0,0.0
2022/2023,Achraf Hakimi Mouh,Paris Saint-Germain,43,0.0,0.0,9.0,0.0
2023,Franck Yannick Kessié,Côte d'Ivoire,15,0.0,0.0,4.0,0.0
2023,Karl Brillant Toko Ekambi,Cameroon,13,0.0,0.0,3.0,0.0
2023,Aboubakary Koita,Mauritania,11,0.0,0.0,4.0,0.0
2023,Darlin Zidane Yongwa Ngameni,Cameroon,21,0.0,0.0,7.0,0.0
2023,Yahia Fofana,Côte d'Ivoire,21,0.0,0.0,16.0,0.0
2023,Omar Marmoush,Egypt,8,0.0,0.0,0.0,
2023,Pape Ibnou Bâ,Mauritania,13,0.0,0.0,0.0,
2022/2023,Nicolás Alejandro Tagliafico,Lyon,36,0.0,0.0,9.0,0.0
2023,Justin Meram,Charlotte,8,0.0,0.0,2.0,0.0
2023,Basilio Ndong Owono Nchamaaa,Equatorial Guinea,22,0.0,0.0,3.0,0.0
2022/2023,Colin Dagba,Strasbourg,15,0.0,0.0,1.0,0.0
2023,Oumar Diakité,Côte d'Ivoire,11,0.0,0.0,3.0,0.0
2023,Simon Happygod Msuva,Tanzania,20,0.0,0.0,1.0,0.0
2023,Hamza Rafia,Tunisia,34,0.0,0.0,10.0,0.0
2023,João Paulo Moreira Fernandes,Cape Verde Islands,6,0.0,0.0,2.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,16,0.0,0.0,2.0,0.0
2023,Mohamed Camara,Mali,22,0.0,0.0,8.0,0.0
2022/2023,Jean Lucas de Souza Oliveira,AS Monaco,9,0.0,0.0,4.0,0.0
2022/2023,Wilson Odobert,Troyes,17,0.0,0.0,4.0,0.0
2022/2023,Warren Zaire Emery,Paris Saint-Germain,7,0.0,0.0,0.0,
2023,Jérémy Bela,Angola,9,0.0,0.0,2.0,0.0
2023,Tiago Manuel Dias Correia,Cape Verde Islands,10,0.0,0.0,0.0,
2023,Garry Mendes Rodrigues,Cape Verde Islands,8,0.0,0.0,1.0,0.0
2023,Antoine Semenyo,Ghana,5,0.0,0.0,1.0,0.0
2023,Diego Alexander Gómez Amarilla,Inter Miami,17,0.0,0.0,4.0,0.0
