season_name,player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
2022/2023,Danilo Luís Hélio Pereira,Paris Saint-Germain,77,0.0,0.0,28.0,0.0
2023,Jeremie Boga,Côte d'Ivoire,14,0.0,0.0,1.0,0.0
2023,Mohamed Salisu,Ghana,14,0.0,0.0,6.0,0.0
2023,Alexander Djiku,Ghana,19,0.0,0.0,5.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,80,0.0,0.0,24.0,0.0
2023,Serge Aurier,Côte d'Ivoire,29,0.0,0.0,11.0,0.0
2023,Abdou Diallo,Senegal,49,0.0,0.0,20.0,0.0
2023,Yoane Wissa,Congo DR,8,0.0,0.0,3.0,0.0
2023,Nick Hagglund,Cincinnati,27,0.0,0.0,14.0,0.0
2022/2023,Adrien Truffert,Rennes,44,0.0,0.0,11.0,0.0
2023,Sidi Bouna Sidi Amar,Mauritania,15,0.0,0.0,4.0,0.0
2023,Chancel Mbemba Mangulu,Congo DR,55,0.0,0.0,25.0,0.0
2023,Aishi Manula,Tanzania,26,0.0,0.0,17.0,0.0
2022/2023,Joe Rodon,Rennes,27,0.0,0.0,4.0,0.0
2023,José Antonio Miranda Boacho,Equatorial Guinea,5,0.0,0.0,1.0,0.0
2023,Henoc Inonga Baka,Congo DR,22,0.0,0.0,4.0,0.0
2022/2023,Neymar da Silva Santos Junior,Paris Saint-Germain,18,0.0,0.0,7.0,0.0
2023,Montassar Omar Talbi,Tunisia,37,0.0,0.0,16.0,0.0
2023,David Ruiz,Inter Miami,18,0.0,0.0,4.0,0.0
2022/2023,Islam Slimani,Stade Brestois,27,0.0,0.0,2.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,55,0.0,0.0,20.0,0.0
2023,Marcelo Amado Djaló Taritolay,Guinea-Bissau,38,0.0,0.0,12.0,0.0
2022/2023,Maxime Esteve,Montpellier,29,0.0,0.0,7.0,0.0
2023,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,50,0.0,0.0,15.0,0.0
2023,Facundo Farías,Inter Miami,35,0.0,0.0,10.0,0.0
2022/2023,Logan Costa,Toulouse,18,0.0,0.0,7.0,0.0
2023,Hany Mukhtar,Nashville SC,16,0.0,0.0,7.0,0.0
2023,Alfredo Kulembe Ribeiro,Angola,38,0.0,0.0,13.0,0.0
2023,Boubakar Kouyate,Mali,67,0.0,0.0,18.0,0.0
2023,Ismahila Ouédraogo,Burkina Faso,33,0.0,0.0,13.0,0.0
2023,Ernan Alberto Siluane,Mozambique,25,0.0,0.0,18.0,0.0
2023,Gideon Mensah,Ghana,42,0.0,0.0,18.0,0.0
2023,Serge Aurier,Côte d'Ivoire,34,0.0,0.0,9.0,0.0
2023,Roberto Lopes,Cape Verde Islands,28,0.0,0.0,9.0,0.0
2022/2023,Théo Sainte-Luce,Montpellier,41,0.0,0.0,7.0,0.0
2023,Odilon Kossonou,Côte d'Ivoire,65,0.0,0.0,20.0,0.0
2023,Charles Pickel,Congo DR,15,0.0,0.0,5.0,0.0
2022/2023,Jean-Mattéo Bahoya Négoce,Angers,22,0.0,0.0,1.0,0.0
2023,Alex Iwobi,Nigeria,26,0.0,0.0,10.0,0.0
2023,Riaan Hanamub,Namibia,26,0.0,0.0,13.0,0.0
2023,Ouparine Djoco,Guinea-Bissau,11,0.0,0.0,9.0,0.0
2023,Alfredo Kulembe Ribeiro,Angola,26,0.0,0.0,7.0,0.0
2023,Josimar José Évora Dias,Cape Verde Islands,27,0.0,0.0,13.0,0.0
2023,Kenny Rocha Santos,Cape Verde Islands,37,0.0,0.0,4.0,0.0
2023,Noah Allen,Inter Miami,48,0.0,0.0,9.0,0.0
2023,Max-Alain Gradel,Côte d'Ivoire,15,0.0,0.0,5.0,0.0
2023,Noah Sonko-Sundberg,Gambia,17,0.0,0.0,5.0,0.0
2023,Mouctar Diakhaby,Guinea,10,0.0,0.0,9.0,0.0
2023,Lamine Ba,Mauritania,10,0.0,0.0,3.0,0.0
2023,James Gomez,Gambia,18,0.0,0.0,9.0,0.0
2023,Oumar Diakité,Côte d'Ivoire,18,0.0,0.0,1.0,0.0
2022/2023,Pablo Sarabia García,Paris Saint-Germain,7,0.0,0.0,1.0,0.0
2022/2023,Jean-Ricner Bellegarde,Strasbourg,44,0.0,0.0,12.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,94,0.0,0.0,29.0,0.0
2023,Youssef Msakni,Tunisia,8,0.0,0.0,3.0,0.0
2023,Frank Onyeka,Nigeria,26,0.0,0.0,6.0,0.0
2022/2023,Mory Diaw,Clermont Foot,19,0.0,0.0,13.0,0.0
2023,Mohamed Chibi,Morocco,31,0.0,0.0,9.0,0.0
2023,Robbie Robinson Belmar,Inter Miami,7,0.0,0.0,1.0,0.0
2023,Evidence Makgopa,South Africa,10,0.0,0.0,1.0,0.0
2022/2023,M''Baye Babacar Niang,Auxerre,11,0.0,0.0,0.0,
2023,Lionel Andrés Messi Cuccittini,Inter Miami,12,0.0,0.0,5.0,0.0
2022/2023,Alban Lafont,Nantes,18,0.0,0.0,15.0,0.0
2023,Yoane Wissa,Congo DR,7,0.0,0.0,0.0,
2023,Charles Pickel,Congo DR,11,0.0,0.0,3.0,0.0
2023,Mamadou Fofana,Mali,13,0.0,0.0,3.0,0.0
2023,Moses Daddy-Ajala Simon,Nigeria,7,0.0,0.0,0.0,
2023,Adilson Cipriano da Cruz,Angola,22,0.0,0.0,12.0,0.0
2023,Scott Arfield,Charlotte,9,0.0,0.0,2.0,0.0
2022/2023,Gaëtan Charbonnier,Auxerre,5,0.0,0.0,0.0,
2022/2023,Terem Igobor Moffi,OGC Nice,10,0.0,0.0,3.0,0.0
2023,Ibán Salvador Edu,Equatorial Guinea,19,0.0,0.0,2.0,0.0
2022/2023,Houssem Aouar,Lyon,14,0.0,0.0,1.0,0.0
2023,Stephane Aziz Ki,Burkina Faso,25,0.0,0.0,7.0,0.0
2023,Jannick Buyla Sam,Equatorial Guinea,14,0.0,0.0,1.0,0.0
2023,Cristóvão Paciência Mabululo,Angola,7,0.0,0.0,1.0,0.0
2023,Nicolás Marcelo Stefanelli,Inter Miami,6,0.0,0.0,0.0,
2022/2023,Gauthier Hein,Auxerre,23,0.0,0.0,8.0,0.0
2022/2023,Gianluigi Donnarumma,Paris Saint-Germain,20,0.0,0.0,7.0,0.0
2023,Elias Gaspar Pelembe,Mozambique,14,0.0,0.0,5.0,0.0
2023,Iddrisu Baba Mohammed,Ghana,9,0.0,0.0,7.0,0.0
2023,Romain Saïss,Morocco,32,0.0,0.0,20.0,0.0
2023,El-Hadji Ba,Mauritania,5,0.0,0.0,1.0,0.0
2022/2023,Achraf Hakimi Mouh,Paris Saint-Germain,30,0.0,0.0,5.0,0.0
2022/2023,Batista Mendy,Angers,64,0.0,0.0,19.0,0.0
2022/2023,Nordi Mukiele Mulere,Paris Saint-Germain,20,0.0,0.0,3.0,0.0
2022/2023,Marcos Paulo Mesquita Lopes,Troyes,20,0.0,0.0,4.0,0.0
2023,Mahmoud Hamada,Egypt,14,0.0,0.0,2.0,0.0
2022/2023,Kevin Volland,AS Monaco,7,0.0,0.0,1.0,0.0
2023,Mohamed Ali Ben Romdhane,Tunisia,12,0.0,0.0,3.0,0.0
2023,Guessouma Fofana,Mauritania,11,0.0,0.0,3.0,0.0
2023,Lubeni Haukongo,Namibia,15,0.0,0.0,6.0,0.0
2022/2023,Maxence Caqueret,Lyon,20,0.0,0.0,7.0,0.0
2022/2023,Carlos Soler Barragán,Paris Saint-Germain,5,0.0,0.0,0.0,
2023,Yahia Attiyat allah,Morocco,5,0.0,0.0,3.0,0.0
2023,Théo Bongonda Mbul''Ofeko Batombo,Congo DR,8,0.0,0.0,2.0,0.0
2023,Mzamiru Yassin,Tanzania,6,0.0,0.0,1.0,0.0
2023,Lloyd Junior Kazapua,Namibia,8,0.0,0.0,6.0,0.0
2023,Sergio Henrique Santos Gomes,Cincinnati,6,0.0,0.0,0.0,
2023,Benjamin Cremaschi,Inter Miami,6,0.0,0.0,1.0,0.0
2023,Ashley Westwood,Charlotte,42,0.0,0.0,14.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,29,0.0,0.0,8.0,0.0
2023,Sergi Palencia Hurtado,LAFC,27,0.0,0.0,8.0,0.0
2022/2023,Bonke Innocent,Lorient,32,0.0,0.0,10.0,0.0
2023,Steven Moreira,Cape Verde Islands,38,0.0,0.0,13.0,0.0
2023,Obite Evan Ndicka,Côte d'Ivoire,38,0.0,0.0,15.0,0.0
2022/2023,Thiago Henrique Mendes Ribeiro,Lyon,44,0.0,0.0,13.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,65,0.0,0.0,19.0,0.0
2023,John Tolkin,New York Red Bulls,63,0.0,0.0,14.0,0.0
2022/2023,Sead Kolašinac,Marseille,31,0.0,0.0,6.0,0.0
2023,Romain Saïss,Morocco,64,0.0,0.0,26.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,50,0.0,0.0,21.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,54,0.0,0.0,12.0,0.0
2023,Willy Afonso Semedo Johnson,Cape Verde Islands,39,0.0,0.0,8.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,42,0.0,0.0,8.0,0.0
2023,Kalidou Koulibaly,Senegal,45,0.0,0.0,15.0,0.0
2023,Franculino Gluda Djú,Guinea-Bissau,13,0.0,0.0,2.0,0.0
2022/2023,Sada Thioub,Angers,10,0.0,0.0,2.0,0.0
2022/2023,Alexander Nübel,AS Monaco,19,0.0,0.0,17.0,0.0
2023,Kouakou Herve Koffi,Burkina Faso,20,0.0,0.0,15.0,0.0
2023,Logan Costa,Cape Verde Islands,50,0.0,0.0,25.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,57,0.0,0.0,11.0,0.0
2023,Amadou Haïdara,Mali,25,0.0,0.0,6.0,0.0
2023,Joseph Fabrice Ondoa Ebogo,Cameroon,13,0.0,0.0,9.0,0.0
2023,Seko Fofana,Côte d'Ivoire,24,0.0,0.0,5.0,0.0
2022/2023,Nabil Bentaleb,Angers,69,0.0,0.0,19.0,0.0
2023,Majeed Ashimeru,Ghana,26,0.0,0.0,3.0,0.0
2023,Alasana Manneh,Gambia,25,0.0,0.0,6.0,0.0
2023,Roberto Lopes,Cape Verde Islands,42,0.0,0.0,23.0,0.0
2022/2023,Przemysław Frankowski,Lens,39,0.0,0.0,11.0,0.0
2023,DeAndre Yedlin,Inter Miami,18,0.0,0.0,4.0,0.0
2023,Oluwasemilogo Adesewo Ibidapo Ajayi,Nigeria,35,0.0,0.0,13.0,0.0
2023,Omir Guadalupe Fernandez Mosso,New York Red Bulls,17,0.0,0.0,1.0,0.0
2023,Daniel Edelman,New York Red Bulls,62,0.0,0.0,13.0,0.0
2023,Alfons Amade,Mozambique,30,0.0,0.0,9.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,59,0.0,0.0,24.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,15,0.0,0.0,3.0,0.0
2023,Adama Guira,Burkina Faso,49,0.0,0.0,21.0,0.0
2023,Edilson Alberto Monteiro Sanches Borges,Cape Verde Islands,40,0.0,0.0,18.0,0.0
2023,Musa Barrow,Gambia,30,0.0,0.0,8.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,51,0.0,0.0,11.0,0.0
2023,Seko Fofana,Côte d'Ivoire,28,0.0,0.0,8.0,0.0
2022/2023,Maxence Caqueret,Lyon,48,0.0,0.0,12.0,0.0
2023,Falaye Sacko,Mali,38,0.0,0.0,7.0,0.0
2022/2023,Arnaud Souquet,Montpellier,6,0.0,0.0,1.0,0.0
2023,Ismael Bennacer,Algeria,35,0.0,0.0,7.0,0.0
2023,Simon Happygod Msuva,Tanzania,20,0.0,0.0,2.0,0.0
2022/2023,Fabián Ruiz Peña,Paris Saint-Germain,57,0.0,0.0,11.0,0.0
2023,Bethuel Muzeu,Namibia,6,0.0,0.0,2.0,0.0
2023,André Onana,Cameroon,26,0.0,0.0,23.0,0.0
2023,DeAndre Yedlin,Inter Miami,30,0.0,0.0,2.0,0.0
2023,Lusajo Mwaikenda,Tanzania,54,0.0,0.0,13.0,0.0
2023,Thapelo Maseko,South Africa,10,0.0,0.0,4.0,0.0
2022/2023,Thijs Dallinga,Toulouse,10,0.0,0.0,2.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,10,0.0,0.0,1.0,0.0
2023,Pape Gueye,Senegal,38,0.0,0.0,12.0,0.0
2022/2023,Neymar da Silva Santos Junior,Paris Saint-Germain,69,0.0,0.0,19.0,0.0
2023,Guessouma Fofana,Mauritania,20,0.0,0.0,3.0,0.0
2023,Alonso Coello Camarero,Toronto FC,51,0.0,0.0,20.0,0.0
2023,Aïssa Mandi,Algeria,58,0.0,0.0,24.0,0.0
2022/2023,Jubal Rocha Mendes Junior,Auxerre,32,0.0,0.0,7.0,0.0
2023,Jonathan Bamba,Côte d'Ivoire,21,0.0,0.0,6.0,0.0
2022/2023,Elbasan Rashani,Clermont Foot,18,0.0,0.0,4.0,0.0
2023,Mohamed Youcef Belaïli,Algeria,18,0.0,0.0,5.0,0.0
2023,Hamdi Fathi,Egypt,19,0.0,0.0,5.0,0.0
2022/2023,Kasper Schmeichel,OGC Nice,24,0.0,0.0,15.0,0.0
2023,Pape Matar Sarr,Senegal,39,0.0,0.0,10.0,0.0
2023,Benjamin Cremaschi,Inter Miami,34,0.0,0.0,3.0,0.0
2023,Gildo Lourenço Vilanculos,Mozambique,9,0.0,0.0,1.0,0.0
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,38,0.0,0.0,8.0,0.0
2023,Pablo Ganet Cómitre,Equatorial Guinea,31,0.0,0.0,7.0,0.0
2023,Kialonda Gaspar,Angola,34,0.0,0.0,15.0,0.0
2023,Falaye Sacko,Mali,76,0.0,0.0,15.0,0.0
2023,Federico Bikoro Akieme Nchama,Equatorial Guinea,36,0.0,0.0,11.0,0.0
2023,Haji Mnoga,Tanzania,36,0.0,0.0,9.0,0.0
2022/2023,Jean-Kevin Duverne,Stade Brestois,34,0.0,0.0,9.0,0.0
2023,Aaron Tshibola,Congo DR,19,0.0,0.0,4.0,0.0
2023,Arthur Masuaku,Congo DR,40,0.0,0.0,13.0,0.0
2023,Lloyd Junior Kazapua,Namibia,26,0.0,0.0,12.0,0.0
2023,Sergio Busquets i Burgos,Inter Miami,51,0.0,0.0,13.0,0.0
2022/2023,Lilian Brassier,Stade Brestois,50,0.0,0.0,20.0,0.0
2023,Thapelo James Morena,South Africa,7,0.0,0.0,1.0,0.0
2023,Wilfried Stephane Singo,Côte d'Ivoire,53,0.0,0.0,18.0,0.0
2022/2023,Marco Verratti,Paris Saint-Germain,53,0.0,0.0,11.0,0.0
2022/2023,Gianluigi Donnarumma,Paris Saint-Germain,18,0.0,0.0,3.0,0.0
2023,Yahia Fofana,Côte d'Ivoire,19,0.0,0.0,14.0,0.0
2023,Mostafa Mohamed Ahmed Abdallah,Egypt,18,0.0,0.0,3.0,0.0
2023,Kennedy Musonda,Zambia,7,0.0,0.0,2.0,0.0
2023,Randall Enrique Leal Arley,Nashville SC,9,0.0,0.0,2.0,0.0
2023,Mama Samba Baldé,Guinea-Bissau,16,0.0,0.0,4.0,0.0
2022/2023,Wissam Ben Yedder,AS Monaco,29,0.0,0.0,6.0,0.0
2023,Garry Mendes Rodrigues,Cape Verde Islands,8,0.0,0.0,1.0,0.0
2022/2023,Gianluigi Donnarumma,Paris Saint-Germain,19,0.0,0.0,8.0,0.0
2023,Khuliso Johnson Mudau,South Africa,29,0.0,0.0,9.0,0.0
2023,William Troost-Ekong,Nigeria,40,0.0,0.0,17.0,0.0
2022/2023,Steve Mandanda,Rennes,35,0.0,0.0,21.0,0.0
2022/2023,Danilo Luís Hélio Pereira,Paris Saint-Germain,56,0.0,0.0,15.0,0.0
2023,Percy Tau,South Africa,24,0.0,0.0,3.0,0.0
2023,Brecht Dejaegere,Charlotte,10,0.0,0.0,2.0,0.0
2023,Ibrahima Keita,Mauritania,22,0.0,0.0,10.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,66,0.0,0.0,11.0,0.0
2022/2023,Brendan Chardonnet,Stade Brestois,36,0.0,0.0,18.0,0.0
2023,Alex Iwobi,Nigeria,40,0.0,0.0,21.0,0.0
2023,Issa Kabore,Burkina Faso,19,0.0,0.0,7.0,0.0
2022/2023,Benjamin Leroy,AC Ajaccio,17,0.0,0.0,15.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,33,0.0,0.0,8.0,0.0
2023,Ryan Isaac Mendes da Graça,Cape Verde Islands,33,0.0,0.0,5.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,64,0.0,0.0,18.0,0.0
2023,Sébastien Haller,Côte d'Ivoire,11,0.0,0.0,4.0,0.0
2023,Kobe Franklin,Toronto FC,48,0.0,0.0,20.0,0.0
2023,Ronwen Williams,South Africa,37,0.0,0.0,20.0,0.0
2023,Marciano Sanca Tchami,Guinea-Bissau,6,0.0,0.0,0.0,
2022/2023,Vitor Machado Ferreira,Paris Saint-Germain,24,0.0,0.0,3.0,0.0
2023,Yves Bissouma,Mali,6,0.0,0.0,2.0,0.0
2023,John McCarthy,LAFC,17,0.0,0.0,11.0,0.0
2022/2023,Jim Allevinah,Clermont Foot,13,0.0,0.0,2.0,0.0
2022/2023,Joris Chotard,Montpellier,25,0.0,0.0,7.0,0.0
2023,Stanley Bobo Nwabali,Nigeria,16,0.0,0.0,8.0,0.0
2023,Ismahila Ouédraogo,Burkina Faso,7,0.0,0.0,1.0,0.0
2022/2023,Christophe Hérelle,Stade Brestois,17,0.0,0.0,5.0,0.0
2023,Nampalys Mendy,Senegal,9,0.0,0.0,3.0,0.0
2022/2023,Leonardo Julián Balerdi Rossa,Marseille,26,0.0,0.0,10.0,0.0
2023,Adama Traoré,Mali,20,0.0,0.0,2.0,0.0
2022/2023,Jaouen Hadjam,Nantes,22,0.0,0.0,6.0,0.0
2022/2023,Vivaldo Borges dos Santos Neto,Clermont Foot,30,0.0,0.0,4.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,16,0.0,0.0,4.0,0.0
2023,William Troost-Ekong,Nigeria,20,0.0,0.0,8.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,26,0.0,0.0,6.0,0.0
2023,Joe Aribo,Nigeria,13,0.0,0.0,4.0,0.0
2023,Mbwana Ally Samatta,Tanzania,14,0.0,0.0,3.0,0.0
2022/2023,Arbër Zeneli,Stade de Reims,12,0.0,0.0,5.0,0.0
2023,Abdoul Razack Guiebre,Burkina Faso,23,0.0,0.0,3.0,0.0
2023,Karl Brillant Toko Ekambi,Cameroon,19,0.0,0.0,5.0,0.0
2023,Mohamed Bayo,Guinea,10,0.0,0.0,0.0,
2022/2023,Sébastien Corchia,Nantes,9,0.0,0.0,3.0,0.0
2023,Euciodálcio Gomes,Guinea-Bissau,11,0.0,0.0,3.0,0.0
2022/2023,Jodel Dossou,Clermont Foot,5,0.0,0.0,0.0,
2022/2023,Mostafa Mohamed Ahmed Abdallah,Nantes,8,0.0,0.0,1.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.0,0.0,1.0,0.0
2023,Latif Blessing,Toronto FC,10,0.0,0.0,3.0,0.0
2022/2023,Elbasan Rashani,Clermont Foot,17,0.0,0.0,7.0,0.0
2023,Baghdad Bounedjah,Algeria,5,0.0,0.0,0.0,
2023,Richard Ofori Antwi,Ghana,12,0.0,0.0,8.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,8,0.0,0.0,1.0,0.0
2022/2023,Ante Palaversa,Troyes,7,0.0,0.0,1.0,0.0
2022/2023,Jérémy Le Douaron,Stade Brestois,5,0.0,0.0,0.0,
2023,Romain Saïss,Morocco,52,0.0,0.0,21.0,0.0
2023,Nabil Bentaleb,Algeria,39,0.0,0.0,10.0,0.0
2023,Themba Zwane,South Africa,25,0.0,0.0,5.0,0.0
2022/2023,Nuno Mendes,Paris Saint-Germain,22,0.0,0.0,6.0,0.0
2022/2023,Valentin Rongier,Marseille,63,0.0,0.0,19.0,0.0
2023,Jean-Charles Castelletto,Cameroon,40,0.0,0.0,12.0,0.0
2023,Ablie Jallow,Gambia,19,0.0,0.0,6.0,0.0
2022/2023,Danilo Luís Hélio Pereira,Paris Saint-Germain,89,0.0,0.0,24.0,0.0
2022/2023,Lesley Chimuanya Ugochukwu,Rennes,38,0.0,0.0,13.0,0.0
2022/2023,Fabián Ruiz Peña,Paris Saint-Germain,57,0.0,0.0,12.0,0.0
2023,Lassana Coulibaly,Mali,40,0.0,0.0,10.0,0.0
2022/2023,Leny Yoro,Lille,28,0.0,0.0,3.0,0.0
2023,Temitayo Olufisayo Olaoluwa Aina,Nigeria,42,0.0,0.0,15.0,0.0
2023,Shaquell Moore,Nashville SC,22,0.0,0.0,7.0,0.0
2023,Himid Mao Mkami,Tanzania,42,0.0,0.0,16.0,0.0
2023,Andrew Privett,Charlotte,26,0.0,0.0,14.0,0.0
2023,Mohamed Hussein Mohamed,Tanzania,75,0.0,0.0,26.0,0.0
2023,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,54,0.0,0.0,13.0,0.0
2023,Absalom Iimbondi,Namibia,27,0.0,0.0,5.0,0.0
2023,Peter Shalulile,Namibia,13,0.0,0.0,3.0,0.0
2023,Abdou Diallo,Senegal,48,0.0,0.0,26.0,0.0
2023,Edson André Sitoe,Mozambique,50,0.0,0.0,25.0,0.0
2023,Oluwasemilogo Adesewo Ibidapo Ajayi,Nigeria,25,0.0,0.0,11.0,0.0
2022/2023,Fabián Ruiz Peña,Paris Saint-Germain,106,0.0,0.0,16.0,0.0
2023,Frankie Musonda,Zambia,56,0.0,0.0,12.0,0.0
2023,Meschak Elia,Congo DR,11,0.0,0.0,1.0,0.0
2023,Aaron Tshibola,Congo DR,8,0.0,0.0,0.0,
2022/2023,Marco Verratti,Paris Saint-Germain,61,0.0,0.0,13.0,0.0
2023,Ibrahim Kone,Guinea,24,0.0,0.0,18.0,0.0
2023,Frankie Musonda,Zambia,61,0.0,0.0,16.0,0.0
2022/2023,Ludovic Blas,Nantes,39,0.0,0.0,6.0,0.0
2022/2023,Kylian Mbappé Lottin,Paris Saint-Germain,41,0.0,0.0,8.0,0.0
2022/2023,Laurent Abergel,Lorient,67,0.0,0.0,12.0,0.0
2023,Bethuel Muzeu,Namibia,14,0.0,0.0,3.0,0.0
2023,Arthur Masuaku,Congo DR,65,0.0,0.0,27.0,0.0
2022/2023,Christ-Emmanuel Faitout Maouassa,Montpellier,25,0.0,0.0,3.0,0.0
2022/2023,Jonas Martin,Lille,35,0.0,0.0,9.0,0.0
2023,Yoane Wissa,Congo DR,15,0.0,0.0,3.0,0.0
2023,Ali Sowe,Gambia,12,0.0,0.0,1.0,0.0
2022/2023,Rayan Ny Aina Arnaldo Raveloson,Auxerre,31,0.0,0.0,12.0,0.0
2023,Nicolas Pépé,Côte d'Ivoire,10,0.0,0.0,0.0,
2022/2023,El Chadaille Bitshiabu,Paris Saint-Germain,12,0.0,0.0,4.0,0.0
2022/2023,Renato Júnior Luz Sanches,Paris Saint-Germain,18,0.0,0.0,4.0,0.0
2023,Khuliso Johnson Mudau,South Africa,51,0.0,0.0,12.0,0.0
2023,Ahmed Mohamed Abo El Fotouh Mohamed,Egypt,28,0.0,0.0,7.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,60,0.0,0.0,19.0,0.0
2022/2023,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,38,0.0,0.0,11.0,0.0
2023,Lassine Sinayoko,Mali,16,0.0,0.0,4.0,0.0
2023,Hemeya Tanjy,Mauritania,12,0.0,0.0,2.0,0.0
2022/2023,Dante Bonfim da Costa Santos,OGC Nice,74,0.0,0.0,35.0,0.0
2023,Amadou Haïdara,Mali,26,0.0,0.0,11.0,0.0
2022/2023,Jonathan David,Lille,22,0.0,0.0,4.0,0.0
2023,Mohamed Youcef Belaïli,Algeria,31,0.0,0.0,9.0,0.0
2023,Henoc Inonga Baka,Congo DR,28,0.0,0.0,9.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,78,0.0,0.0,37.0,0.0
2022/2023,Neymar da Silva Santos Junior,Paris Saint-Germain,31,0.0,0.0,8.0,0.0
2023,Himid Mao Mkami,Tanzania,39,0.0,0.0,4.0,0.0
2023,Abdou Diallo,Senegal,30,0.0,0.0,15.0,0.0
2022/2023,Nordi Mukiele Mulere,Paris Saint-Germain,31,0.0,0.0,5.0,0.0
2023,Sofiane Boufal,Morocco,27,0.0,0.0,7.0,0.0
2023,Stanley Bobo Nwabali,Nigeria,15,0.0,0.0,12.0,0.0
2023,Sadio Mané,Senegal,16,0.0,0.0,2.0,0.0
2023,Tomás Agustín Avilés Mancilla,Inter Miami,34,0.0,0.0,13.0,0.0
2022/2023,Marcos Aoás Corrêa,Paris Saint-Germain,52,0.0,0.0,22.0,0.0
2022/2023,Sergio Ramos García,Paris Saint-Germain,24,0.0,0.0,9.0,0.0
2023,Emilio Nsue López,Equatorial Guinea,20,0.0,0.0,0.0,
2023,Fares Chaïbi,Algeria,37,0.0,0.0,7.0,0.0
2023,Gustavo Fabrice Sangaré,Burkina Faso,18,0.0,0.0,6.0,0.0
2023,Kamory Doumbia,Mali,24,0.0,0.0,6.0,0.0
2023,James Gomez,Gambia,23,0.0,0.0,14.0,0.0
2023,Lubambo Musonda,Zambia,29,0.0,0.0,6.0,0.0
2022/2023,Maxime Dupé,Toulouse,29,0.0,0.0,10.0,0.0
2023,Lassine Sinayoko,Mali,20,0.0,0.0,0.0,
2022/2023,Mikkel Desler,Toulouse,38,0.0,0.0,7.0,0.0
2023,Wilfried Stephane Singo,Côte d'Ivoire,5,0.0,0.0,2.0,0.0
2023,Krépin Diatta,Senegal,54,0.0,0.0,15.0,0.0
2022/2023,Mohamed Youssouf,AC Ajaccio,33,0.0,0.0,11.0,0.0
2023,Seko Fofana,Côte d'Ivoire,49,0.0,0.0,6.0,0.0
2023,Ronwen Williams,South Africa,20,0.0,0.0,17.0,0.0
2023,Faisal Salum Abdalla,Tanzania,22,0.0,0.0,2.0,0.0
2023,Ngero Kaanjuka Katua,Namibia,14,0.0,0.0,5.0,0.0
2022/2023,Himad Abdelli,Angers,36,0.0,0.0,8.0,0.0
2023,Fousseni Diabaté,Mali,6,0.0,0.0,1.0,0.0
2023,Benjamin Cremaschi,Inter Miami,32,0.0,0.0,8.0,0.0
2023,Chancel Mbemba Mangulu,Congo DR,40,0.0,0.0,20.0,0.0
2023,José Ndong Machín Dicombo,Equatorial Guinea,38,0.0,0.0,9.0,0.0
2023,Moses Daddy-Ajala Simon,Nigeria,22,0.0,0.0,8.0,0.0
2023,Yassine Meriah,Tunisia,42,0.0,0.0,18.0,0.0
2022/2023,Juan Bernat Velasco,Paris Saint-Germain,44,0.0,0.0,11.0,0.0
2023,Yusupha Bobb,Gambia,18,0.0,0.0,4.0,0.0
2023,Ibán Salvador Edu,Equatorial Guinea,7,0.0,0.0,0.0,
2023,Joris Kayembe Ditu,Congo DR,5,0.0,0.0,0.0,
2023,Charles Pickel,Congo DR,49,0.0,0.0,7.0,0.0
2023,Steeve Yago,Burkina Faso,13,0.0,0.0,4.0,0.0
2023,Robert Taylor,Inter Miami,45,0.0,0.0,13.0,0.0
2023,Fiston Kalala Mayele,Congo DR,13,0.0,0.0,1.0,0.0
2022/2023,Angelo Fulgini,Lens,25,0.0,0.0,9.0,0.0
