season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2022/2023,3837896,Carlos Soler Barragán,Paris Saint-Germain,2,0.143,0.071,6.0,48.0,0.268
2022/2023,3837844,Renato Júnior Luz Sanches,Paris Saint-Germain,9,1.604,0.178,33.0,540.0,0.267
2023,3920397,Ibán Salvador Edu,Equatorial Guinea,5,1.172,0.234,8.0,395.0,0.267
2022/2023,3837683,Marcos Aoás Corrêa,Paris Saint-Germain,5,1.562,0.26,13.0,534.0,0.263
2023,3923881,Jean-Philippe Krasso,Côte d'Ivoire,1,0.023,0.023,4.0,8.0,0.263
2023,3920387,Ryan Isaac Mendes da Graça,Cape Verde Islands,2,0.585,0.195,6.0,201.0,0.262
2023,3920412,Karim Cissé,Guinea,2,0.098,0.049,4.0,34.0,0.26
2023,3922241,Aboubakary Koita,Mauritania,2,0.546,0.273,3.0,190.0,0.259
2023,3920408,Saúl Basilio Coco-Bassey Oubiña,Equatorial Guinea,2,0.544,0.272,4.0,190.0,0.258
2022/2023,3837839,Arbër Zeneli,Stade de Reims,2,0.103,0.052,7.0,36.0,0.258
2022/2023,3837680,Guillermo Alfonso Maripán Loaysa,AS Monaco,1,0.268,0.268,1.0,94.0,0.257
2023,3920387,João Paulo Moreira Fernandes,Cape Verde Islands,5,1.911,0.273,14.0,672.0,0.256
2022/2023,3837662,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,5,1.281,0.256,16.0,450.0,0.256
2023,3920407,Peter Shalulile,Namibia,2,0.524,0.262,4.0,186.0,0.254
2022/2023,3837680,Axel Disasi,AS Monaco,1,0.268,0.268,2.0,95.0,0.254
2022/2023,3837885,Marcos Aoás Corrêa,Paris Saint-Germain,5,1.277,0.255,10.0,455.0,0.253
2023,3922240,Grady Diangana,Congo DR,2,0.107,0.053,10.0,38.0,0.253
2022/2023,3837683,Gianluigi Donnarumma,Paris Saint-Germain,4,0.953,0.238,7.0,340.0,0.252
2023,3920406,Charles M'Mombwa,Tanzania,1,0.064,0.064,1.0,23.0,0.252
2022/2023,3837695,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,4,1.257,0.251,31.0,450.0,0.251
2023,3920394,Azzedine Ounahi,Morocco,3,0.667,0.222,5.0,240.0,0.25
2023,3920408,Oumar Diakité,Côte d'Ivoire,3,0.679,0.226,10.0,246.0,0.248
2023,3877060,David Ruiz,Inter Miami,1,0.162,0.162,4.0,59.0,0.247
2023,3920385,Edmilson Gabriel Dove,Mozambique,2,0.536,0.268,3.0,196.0,0.246
2022/2023,3837659,Jordan Ferri,Montpellier,2,0.745,0.248,14.0,273.0,0.246
2023,3922321,Felicio Mendes Joao Milson,Angola,1,0.03,0.03,4.0,11.0,0.245
2023,3920401,Hamza Barry,Gambia,1,0.095,0.095,2.0,35.0,0.244
2023,3877072,Randall Enrique Leal Arley,Nashville SC,1,0.13,0.13,7.0,48.0,0.244
2023,3877115,Dixon Jair Arroyo Espinoza,Inter Miami,1,0.073,0.073,2.0,27.0,0.243
2023,3920418,Yoane Wissa,Congo DR,1,0.251,0.251,2.0,93.0,0.243
2023,3922240,Dylan Batubinsika,Congo DR,1,0.167,0.167,2.0,62.0,0.243
2023,3920397,Basilio Ndong Owono Nchamaaa,Equatorial Guinea,2,0.508,0.254,5.0,188.0,0.243
2022/2023,3837954,Achraf Hakimi Mouh,Paris Saint-Germain,6,1.726,0.247,30.0,644.0,0.241
2023,3920407,Deon Hotto Kavendji,Namibia,2,0.497,0.249,2.0,186.0,0.241
2023,3922838,Jean Thierry Lazare Amani,Côte d'Ivoire,1,0.075,0.075,1.0,28.0,0.24
2022/2023,3837947,Angelo Fulgini,Lens,3,0.35,0.117,11.0,132.0,0.239
2022/2023,3837998,Siriki Dembele,Auxerre,1,0.021,0.021,2.0,8.0,0.239
2023,3920416,Aïssa Bilal Laïdouni,Tunisia,2,0.495,0.247,5.0,186.0,0.239
2023,3920403,Aboubakar Kamara,Mauritania,1,0.095,0.095,2.0,36.0,0.238
2022/2023,3837839,Sergio Ramos García,Paris Saint-Germain,3,1.218,0.244,24.0,460.0,0.238
2022/2023,3837662,Nuno Mendes,Paris Saint-Germain,3,0.474,0.158,15.0,180.0,0.237
2023,3920391,Aliou Dieng,Mali,4,0.8,0.2,7.0,304.0,0.237
2023,3920387,Deroy Duarte,Cape Verde Islands,3,0.694,0.174,8.0,264.0,0.237
2023,3877090,Diego Alexander Gómez Amarilla,Inter Miami,2,0.447,0.223,6.0,170.0,0.236
2022/2023,3837683,Nuno Mendes,Paris Saint-Germain,5,1.275,0.212,17.0,486.0,0.236
2022/2023,3837963,Vitor Machado Ferreira,Paris Saint-Germain,3,0.504,0.168,6.0,192.0,0.236
2022/2023,3837683,Marco Verratti,Paris Saint-Germain,6,1.228,0.175,32.0,469.0,0.236
2022/2023,3837987,Danilo Luís Hélio Pereira,Paris Saint-Germain,7,1.437,0.18,30.0,552.0,0.234
2023,3920411,Mohamed Hamdy Sharaf,Egypt,2,0.233,0.117,8.0,90.0,0.233
2022/2023,3837662,Vitor Machado Ferreira,Paris Saint-Germain,7,1.469,0.21,29.0,567.0,0.233
2022/2023,3837752,Marco Verratti,Paris Saint-Germain,7,1.669,0.238,26.0,644.0,0.233
2023,3920387,Majeed Ashimeru,Ghana,4,1.103,0.221,14.0,430.0,0.231
2023,3920389,Mohamed Bayo,Guinea,1,0.633,0.211,3.0,246.0,0.231
2022/2023,3837695,Lohann Doucet,Nantes,1,0.028,0.028,2.0,11.0,0.231
2022/2023,3837963,Yoann Cathline,Lorient,3,0.199,0.066,4.0,78.0,0.23
2022/2023,3837885,Danilo Luís Hélio Pereira,Paris Saint-Germain,5,0.856,0.171,15.0,335.0,0.23
2022/2023,3837818,Hugo Ekitike,Paris Saint-Germain,2,0.391,0.196,9.0,154.0,0.229
2022/2023,3837987,Marco Verratti,Paris Saint-Germain,8,1.601,0.16,39.0,630.0,0.229
2023,3920386,Moses Daddy-Ajala Simon,Nigeria,1,0.17,0.17,2.0,67.0,0.229
2022/2023,3837752,Kylian Mbappé Lottin,Paris Saint-Germain,1,0.209,0.209,2.0,82.0,0.229
2023,3920387,Iddrisu Baba Mohammed,Ghana,3,0.989,0.247,16.0,388.0,0.229
2022/2023,3837928,Alexandre Lacazette,Lyon,2,0.516,0.172,6.0,204.0,0.228
2022/2023,3837902,Noah Fadiga,Stade Brestois,2,0.394,0.197,5.0,156.0,0.228
2023,3923880,Aaron Tshibola,Congo DR,2,0.223,0.112,6.0,88.0,0.228
2023,3922659,Simon Adingra,Côte d'Ivoire,1,0.188,0.094,2.0,74.0,0.228
2023,3920386,Temitayo Olufisayo Olaoluwa Aina,Nigeria,4,0.816,0.204,8.0,324.0,0.227
2023,3877170,Brandon Vázquez Toledo,Cincinnati,2,0.656,0.219,10.0,261.0,0.226
2022/2023,3837885,Nordi Mukiele Mulere,Paris Saint-Germain,5,0.754,0.151,8.0,300.0,0.226
2023,3920408,Federico Bikoro Akieme Nchama,Equatorial Guinea,2,0.447,0.223,5.0,178.0,0.226
2023,3877194,Jordi Alba Ramos,Inter Miami,1,0.065,0.065,1.0,26.0,0.226
2022/2023,3837650,Nuno Mendes,Paris Saint-Germain,2,0.381,0.19,4.0,152.0,0.225
2023,3877115,Raoul Petretta,Toronto FC,2,0.335,0.168,9.0,134.0,0.225
2022/2023,3837963,Laurent Abergel,Lorient,4,0.924,0.231,20.0,372.0,0.224
2023,3920404,Anis Ben Slimane,Tunisia,2,0.432,0.216,3.0,174.0,0.224
2022/2023,3837695,Marcos Aoás Corrêa,Paris Saint-Germain,6,1.814,0.227,17.0,728.0,0.224
2023,3920408,Ghislain Konan,Côte d'Ivoire,4,0.625,0.156,7.0,252.0,0.223
2023,3920387,Jordan Ayew,Ghana,2,0.461,0.231,7.0,186.0,0.223
2023,3920401,Sekou Oumar Sylla,Guinea,2,0.742,0.186,8.0,300.0,0.223
2023,3922658,Willy Afonso Semedo Johnson,Cape Verde Islands,2,0.283,0.141,4.0,114.0,0.223
2023,3920397,Pablo Ganet Cómitre,Equatorial Guinea,3,0.535,0.178,14.0,216.0,0.223
2022/2023,3837963,Cheikh Ahmadou Bamba Mbacke Dieng,Lorient,2,0.128,0.064,4.0,52.0,0.222
2022/2023,3837963,Montassar Omar Talbi,Lorient,4,0.918,0.229,10.0,376.0,0.22
2023,3922837,Joe Aribo,Nigeria,1,0.036,0.036,4.0,15.0,0.219
2022/2023,3837844,Vitor Machado Ferreira,Paris Saint-Germain,3,0.495,0.165,9.0,204.0,0.219
2023,3923881,Yahia Fofana,Côte d'Ivoire,1,0.233,0.233,2.0,96.0,0.218
2023,3920414,Kialonda Gaspar,Angola,2,0.699,0.233,5.0,288.0,0.218
2022/2023,3837706,Hugo Ekitike,Paris Saint-Germain,1,0.039,0.039,3.0,16.0,0.218
2022/2023,3837706,Nuno Mendes,Paris Saint-Germain,1,0.039,0.039,3.0,16.0,0.218
2023,3920396,Emam Ashour Metwally Abdelghany,Egypt,4,0.907,0.227,9.0,376.0,0.217
2022/2023,3837706,Gianluigi Donnarumma,Paris Saint-Germain,1,0.211,0.211,3.0,88.0,0.216
2023,3920406,Mudathiri Yahya,Tanzania,1,0.064,0.064,5.0,27.0,0.215
2022/2023,3837928,Dejan Lovren,Lyon,1,0.418,0.209,2.0,176.0,0.214
2022/2023,3837727,Ross Barkley,OGC Nice,2,0.286,0.143,15.0,120.0,0.214
2022/2023,3837928,Nicolás Alejandro Tagliafico,Lyon,2,0.671,0.224,3.0,282.0,0.214
2022/2023,3837876,Bafodé Diakité,Lille,4,0.774,0.155,12.0,325.0,0.214
2023,3920393,Taha Yassine Khenissi,Tunisia,1,0.033,0.033,1.0,14.0,0.214
2022/2023,3837902,Nuno Mendes,Paris Saint-Germain,6,1.563,0.223,21.0,658.0,0.214
2022/2023,3837659,Vitor Machado Ferreira,Paris Saint-Germain,2,0.328,0.164,4.0,138.0,0.214
2023,3920401,Morgan Guilavogui,Guinea,3,0.874,0.175,11.0,370.0,0.213
2023,3920415,Riyad Mahrez,Algeria,2,0.381,0.127,4.0,162.0,0.212
2022/2023,3837695,Marcus Coco,Nantes,1,0.028,0.028,3.0,12.0,0.212
2022/2023,3837827,Carlos Soler Barragán,Paris Saint-Germain,2,0.09,0.045,10.0,38.0,0.212
2023,3920385,Ahmed Hassan Mahgoub,Egypt,1,0.033,0.033,1.0,14.0,0.212
2023,3920387,Mohamed Salisu,Ghana,2,0.697,0.232,4.0,297.0,0.211
2023,3920411,Hamdi Fathi,Egypt,2,0.221,0.11,4.0,94.0,0.211
2023,3920417,Peter Shalulile,Namibia,2,0.418,0.209,6.0,178.0,0.211
2023,3920414,Zito André Sebastião Luvumbo,Angola,1,0.075,0.075,4.0,32.0,0.21
2022/2023,3838004,Marco Verratti,Paris Saint-Germain,3,0.621,0.207,14.0,267.0,0.209
2022/2023,3837928,Junior Castello Lukeba,Lyon,1,0.418,0.209,4.0,180.0,0.209
2023,3920388,Hamza Barry,Gambia,1,0.067,0.067,2.0,29.0,0.209
2022/2023,3837650,Gianluigi Donnarumma,Paris Saint-Germain,4,0.753,0.188,8.0,324.0,0.209
2023,3877090,John McCarthy,LAFC,2,0.371,0.186,4.0,160.0,0.209
2023,3920397,José Ndong Machín Dicombo,Equatorial Guinea,3,0.665,0.222,7.0,288.0,0.208
2023,3920396,Omar Marmoush,Egypt,2,0.412,0.206,4.0,178.0,0.208
2022/2023,3837785,Neymar da Silva Santos Junior,Paris Saint-Germain,2,0.342,0.171,3.0,148.0,0.208
2023,3920413,Darlin Zidane Yongwa Ngameni,Cameroon,3,0.505,0.168,11.0,219.0,0.208
2022/2023,3837938,Antoine Mendy,OGC Nice,3,0.572,0.143,14.0,248.0,0.207
2022/2023,3837818,Fabián Ruiz Peña,Paris Saint-Germain,4,0.709,0.177,14.0,308.0,0.207
2022/2023,3838004,El Chadaille Bitshiabu,Paris Saint-Germain,3,0.621,0.207,8.0,270.0,0.207
2022/2023,3837650,Marco Verratti,Paris Saint-Germain,8,1.481,0.185,35.0,648.0,0.206
2022/2023,3837662,Sergio Ramos García,Paris Saint-Germain,5,0.893,0.179,18.0,390.0,0.206
2022/2023,3837876,Fabián Ruiz Peña,Paris Saint-Germain,3,0.676,0.169,22.0,296.0,0.205
2022/2023,3838004,Sergio Ramos García,Paris Saint-Germain,3,0.621,0.207,10.0,273.0,0.205
2023,3922838,Henoc Inonga Baka,Congo DR,3,0.635,0.212,7.0,279.0,0.205
2022/2023,3837683,Danilo Luís Hélio Pereira,Paris Saint-Germain,8,2.022,0.202,20.0,890.0,0.204
2023,3920389,Mory Konaté,Guinea,1,0.633,0.211,6.0,279.0,0.204
2022/2023,3837928,Thiago Henrique Mendes Ribeiro,Lyon,1,0.418,0.209,4.0,184.0,0.204
2023,3920388,Moussa Niakhate,Senegal,7,1.269,0.181,26.0,560.0,0.204
2023,3877115,Franco Ibarra,Toronto FC,1,0.128,0.128,2.0,57.0,0.203
2023,3920414,Manuel Luís da Silva Cafumana,Angola,1,0.075,0.075,2.0,33.0,0.203
2023,3920390,Cristóvão Paciência Mabululo,Angola,1,0.117,0.117,2.0,52.0,0.203
2023,3923880,Meschak Elia,Congo DR,3,0.669,0.223,9.0,297.0,0.203
2023,3877072,Shaquell Moore,Nashville SC,1,0.207,0.207,1.0,92.0,0.202
2023,3922659,Oumar Diakité,Côte d'Ivoire,1,0.224,0.112,4.0,100.0,0.202
2022/2023,3837938,Bilal Brahimi,OGC Nice,1,0.056,0.056,2.0,25.0,0.201
2023,3920405,Chancel Mbemba Mangulu,Congo DR,4,0.865,0.216,8.0,388.0,0.201
2022/2023,3837650,Vitor Machado Ferreira,Paris Saint-Germain,3,0.442,0.147,6.0,198.0,0.201
2022/2023,3837918,Benjamin Bourigeaud,Rennes,3,0.638,0.213,14.0,285.0,0.201
2023,3920407,Themba Zwane,South Africa,4,0.617,0.154,12.0,276.0,0.201
2022/2023,3837839,Juan Bernat Velasco,Paris Saint-Germain,3,1.028,0.206,14.0,460.0,0.201
2023,3920385,Emam Ashour Metwally Abdelghany,Egypt,2,0.107,0.053,7.0,48.0,0.2
2023,3920389,Aguibou Camara,Guinea,1,0.633,0.211,6.0,285.0,0.2
2023,3920389,Mouctar Diakhaby,Guinea,1,0.633,0.211,6.0,285.0,0.2
2023,3922237,Lubeni Haukongo,Namibia,1,0.086,0.086,1.0,39.0,0.199
2023,3877170,Lionel Andrés Messi Cuccittini,Inter Miami,3,0.265,0.088,7.0,120.0,0.199
2022/2023,3837885,Marco Verratti,Paris Saint-Germain,8,1.605,0.201,19.0,728.0,0.198
2023,3920405,Charles Pickel,Congo DR,2,0.356,0.178,5.0,162.0,0.198
2022/2023,3837839,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,4,1.243,0.207,18.0,564.0,0.198
2022/2023,3837818,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3,0.59,0.197,10.0,270.0,0.197
2022/2023,3837695,Danilo Luís Hélio Pereira,Paris Saint-Germain,10,2.789,0.199,40.0,1274.0,0.197
2022/2023,3837706,Marco Verratti,Paris Saint-Germain,8,1.069,0.134,42.0,488.0,0.197
2022/2023,3837662,Jonathan David,Lille,4,1.164,0.194,16.0,534.0,0.196
2023,3922356,Abdoulaye Touré,Guinea,2,0.152,0.076,8.0,70.0,0.196
2023,3922238,Moses Daddy-Ajala Simon,Nigeria,1,0.207,0.207,2.0,95.0,0.196
2022/2023,3837998,Warren Zaire Emery,Paris Saint-Germain,3,0.607,0.202,7.0,279.0,0.196
2023,3920419,Yassine Bounou,Morocco,4,0.987,0.197,7.0,455.0,0.195
2023,3877115,Benjamin Cremaschi,Inter Miami,3,0.175,0.058,9.0,81.0,0.195
2022/2023,3837998,Vitor Machado Ferreira,Paris Saint-Germain,3,0.444,0.089,46.0,205.0,0.195
2022/2023,3837650,Pablo Sarabia García,Paris Saint-Germain,5,0.785,0.157,17.0,365.0,0.194
2022/2023,3837918,Timothee Pembele,Paris Saint-Germain,1,0.097,0.097,2.0,45.0,0.194
2023,3920393,Lloyd Junior Kazapua,Namibia,1,0.4,0.2,2.0,186.0,0.194
2023,3877170,Jean Mota Oliveira de Sousa,Inter Miami,4,0.345,0.086,15.0,160.0,0.194
2023,3877090,Facundo Farías,Inter Miami,4,0.629,0.157,6.0,292.0,0.194
2022/2023,3837987,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,1.716,0.191,36.0,801.0,0.193
2022/2023,3837680,Mohamed Camara,AS Monaco,2,0.309,0.154,6.0,144.0,0.193
2023,3920407,Mihlali Samson Mayambela,South Africa,1,0.026,0.026,3.0,12.0,0.193
2022/2023,3837747,Samuel Gigot,Marseille,4,0.223,0.056,10.0,104.0,0.193
2023,3920407,Percy Tau,South Africa,2,0.402,0.201,5.0,188.0,0.193
2022/2023,3837876,Presnel Kimpembe,Paris Saint-Germain,2,0.578,0.193,20.0,270.0,0.193
2022/2023,3837839,Neymar da Silva Santos Junior,Paris Saint-Germain,5,1.035,0.173,13.0,486.0,0.192
2022/2023,3837659,Kylian Mbappé Lottin,Paris Saint-Germain,3,0.531,0.177,8.0,249.0,0.192
2023,3920403,Jacinto Muondo Dala,Angola,2,0.539,0.18,4.0,252.0,0.192
2022/2023,3837876,Kylian Mbappé Lottin,Paris Saint-Germain,2,0.405,0.203,8.0,190.0,0.192
2023,3920390,Adilson Cipriano da Cruz,Angola,1,0.194,0.194,1.0,91.0,0.192
2022/2023,3837683,Neymar da Silva Santos Junior,Paris Saint-Germain,8,1.283,0.143,23.0,603.0,0.191
2023,3920417,Deon Hotto Kavendji,Namibia,2,0.386,0.193,6.0,182.0,0.191
2023,3920401,Ibrahim Diakité,Guinea,7,1.627,0.181,29.0,765.0,0.191
2022/2023,3837902,Pierre Lees Melou,Stade Brestois,2,0.394,0.197,3.0,186.0,0.191
2023,3920392,Djibril Cheick Ouattara,Burkina Faso,1,0.028,0.028,2.0,13.0,0.191
2023,3920391,Fousseni Diabaté,Mali,1,0.036,0.036,1.0,17.0,0.19
2023,3922238,Victor James Osimhen,Nigeria,1,0.207,0.207,2.0,98.0,0.19
2023,3920393,Kennedy Amutenya,Namibia,2,0.406,0.203,2.0,192.0,0.19
2022/2023,3837695,Presnel Kimpembe,Paris Saint-Germain,8,1.9,0.19,18.0,900.0,0.19
2022/2023,3837928,Warren Zaire Emery,Paris Saint-Germain,3,0.127,0.042,11.0,60.0,0.19
2023,3920392,Oumar Ngom,Mauritania,1,0.063,0.063,2.0,30.0,0.19
2023,3877072,Dax McCarty,Nashville SC,1,0.13,0.13,2.0,62.0,0.189
2023,3920408,José Ndong Machín Dicombo,Equatorial Guinea,1,0.172,0.172,2.0,82.0,0.189
2022/2023,3837662,Achraf Hakimi Mouh,Paris Saint-Germain,6,0.995,0.166,19.0,474.0,0.189
2023,3920387,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,3,0.694,0.174,5.0,332.0,0.188
2023,3920390,Houssem Aouar,Algeria,2,0.058,0.029,6.0,28.0,0.188
2023,3920393,Peter Shalulile,Namibia,1,0.4,0.2,2.0,192.0,0.188
2023,3920417,Ivan Kamberipa,Namibia,2,0.386,0.193,4.0,186.0,0.187
2023,3920387,Logan Costa,Cape Verde Islands,3,0.815,0.204,9.0,392.0,0.187
2023,3920386,William Troost-Ekong,Nigeria,6,1.754,0.195,17.0,846.0,0.187
2022/2023,3837727,Youcef Atal,OGC Nice,2,0.306,0.153,4.0,148.0,0.186
2023,3923881,Odilon Kossonou,Côte d'Ivoire,2,0.375,0.188,8.0,182.0,0.186
2022/2023,3837954,Danilo Luís Hélio Pereira,Paris Saint-Germain,3,0.736,0.184,36.0,356.0,0.186
2022/2023,3837954,Sergio Ramos García,Paris Saint-Germain,3,0.736,0.184,40.0,356.0,0.186
2022/2023,3837918,Fabián Ruiz Peña,Paris Saint-Germain,4,0.451,0.113,13.0,220.0,0.185
2023,3920414,Eddie Marcos Melo Afonso,Angola,3,0.774,0.193,10.0,376.0,0.185
2022/2023,3837987,Achraf Hakimi Mouh,Paris Saint-Germain,9,1.714,0.156,38.0,836.0,0.185
2023,3922838,Chancel Mbemba Mangulu,Congo DR,4,0.766,0.192,6.0,372.0,0.185
2022/2023,3837876,Alan Virginius,Lille,1,0.018,0.018,1.0,9.0,0.184
2022/2023,3837662,José Miguel da Rocha Fonte,Lille,7,1.427,0.178,18.0,696.0,0.184
2023,3920405,Yassine Bounou,Morocco,4,0.745,0.186,7.0,364.0,0.184
2022/2023,3838004,Vitor Machado Ferreira,Paris Saint-Germain,1,0.168,0.168,4.0,83.0,0.183
2023,3920401,Julian Jeanvier,Guinea,5,1.282,0.183,11.0,630.0,0.183
2023,3922238,Alex Iwobi,Nigeria,1,0.197,0.197,2.0,97.0,0.183
2023,3920404,Montassar Omar Talbi,Tunisia,2,0.388,0.194,9.0,192.0,0.182
2023,3920407,Ronwen Williams,South Africa,1,0.186,0.186,2.0,92.0,0.182
2023,3920404,Yassine Meriah,Tunisia,2,0.388,0.194,8.0,192.0,0.182
2023,3922838,Ibrahim Sangaré,Côte d'Ivoire,2,0.13,0.065,6.0,64.0,0.182
2023,3920404,Wajdi Kechrida,Tunisia,2,0.388,0.194,6.0,192.0,0.182
2023,3920404,Ellyes Joris Skhiri,Tunisia,2,0.388,0.194,2.0,192.0,0.182
2023,3877060,Lucas Lima Linhares,New York Red Bulls,3,0.549,0.183,5.0,273.0,0.181
2023,3920415,Mohamed El Amine Amoura,Algeria,1,0.137,0.137,2.0,68.0,0.181
2023,3922238,Frank Onyeka,Nigeria,1,0.197,0.197,1.0,98.0,0.181
2022/2023,3837659,Achraf Hakimi Mouh,Paris Saint-Germain,3,0.513,0.171,8.0,255.0,0.181
2023,3920401,Moriba Kourouma Kourouma,Guinea,3,0.507,0.169,11.0,252.0,0.181
2023,3920419,Nayef Aguerd,Morocco,8,1.875,0.187,29.0,930.0,0.181
2023,3920416,Haythem Jouini,Tunisia,1,0.096,0.048,2.0,48.0,0.181
2023,3877090,Sergi Palencia Hurtado,LAFC,5,0.6,0.12,17.0,300.0,0.18
2022/2023,3837963,Vincent Le Goff,Lorient,5,0.929,0.186,11.0,465.0,0.18
2022/2023,3837706,Pablo Sarabia García,Paris Saint-Germain,2,0.06,0.03,4.0,30.0,0.18
2023,3920402,Anthony Louis Mandréa,Algeria,2,0.574,0.191,3.0,288.0,0.179
2023,3920407,Gomolemo Grant Kekana,South Africa,2,0.367,0.183,5.0,184.0,0.179
2023,3877060,Andrés Felipe Reyes Ambuila,New York Red Bulls,3,0.545,0.182,5.0,276.0,0.178
2023,3920388,Sadio Mané,Senegal,4,0.745,0.186,9.0,376.0,0.178
2023,3920390,Ramiz Larbi Zerrouki,Algeria,1,0.045,0.045,2.0,23.0,0.178
2023,3920405,Arthur Masuaku,Congo DR,2,0.38,0.19,5.0,192.0,0.178
2022/2023,3837818,Danilo Luís Hélio Pereira,Paris Saint-Germain,3,0.551,0.184,15.0,279.0,0.178
2022/2023,3837947,Adrien Thomasson,Lens,2,0.178,0.089,6.0,90.0,0.178
2023,3920419,Azzedine Ounahi,Morocco,5,0.981,0.164,28.0,498.0,0.177
2022/2023,3838004,Mouhamadou Diarra,Strasbourg,3,0.708,0.177,8.0,360.0,0.177
2023,3920398,Stanley Bobo Nwabali,Nigeria,1,0.189,0.189,1.0,96.0,0.177
2022/2023,3837662,Tiago Emanuel Embaló Djaló,Lille,2,0.106,0.035,11.0,54.0,0.177
2022/2023,3837844,Achraf Hakimi Mouh,Paris Saint-Germain,8,1.647,0.183,37.0,837.0,0.177
2023,3877170,Luciano Federico Acosta,Cincinnati,3,0.682,0.17,7.0,348.0,0.176
2023,3920389,José Kanté Martínez,Guinea,1,0.022,0.022,2.0,11.0,0.176
2022/2023,3837902,Carlos Soler Barragán,Paris Saint-Germain,3,0.62,0.155,7.0,316.0,0.176
2022/2023,3837844,Jordan Ferri,Montpellier,2,0.113,0.057,2.0,58.0,0.176
2023,3920411,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,3,0.205,0.068,7.0,105.0,0.176
2023,3877060,Diego Alexander Gómez Amarilla,Inter Miami,1,0.162,0.162,2.0,83.0,0.176
2023,3923881,Joe Aribo,Nigeria,1,0.016,0.016,1.0,8.0,0.175
2022/2023,3837771,Juan Bernat Velasco,Paris Saint-Germain,7,1.129,0.161,24.0,581.0,0.175
2023,3920409,Stanley Bobo Nwabali,Nigeria,2,0.343,0.172,3.0,178.0,0.174
2022/2023,3837918,Juan Bernat Velasco,Paris Saint-Germain,5,0.532,0.106,15.0,275.0,0.174
2022/2023,3838004,Renato Júnior Luz Sanches,Paris Saint-Germain,4,0.695,0.174,16.0,360.0,0.174
2022/2023,3837650,Marcos Aoás Corrêa,Paris Saint-Germain,8,1.358,0.17,26.0,704.0,0.174
2022/2023,3837717,Fabián Ruiz Peña,Paris Saint-Germain,5,0.651,0.109,19.0,336.0,0.174
2022/2023,3837818,Neymar da Silva Santos Junior,Paris Saint-Germain,3,0.538,0.179,11.0,279.0,0.173
2023,3922838,Cédric Bakambu,Congo DR,1,0.131,0.131,1.0,68.0,0.173
2022/2023,3837695,Achraf Hakimi Mouh,Paris Saint-Germain,3,0.698,0.174,15.0,364.0,0.173
2022/2023,3837785,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,2,0.28,0.14,6.0,146.0,0.173
2022/2023,3837844,Sérigné Faye,Montpellier,1,0.058,0.058,3.0,30.0,0.173
2022/2023,3837918,Renato Júnior Luz Sanches,Paris Saint-Germain,4,0.305,0.076,8.0,160.0,0.172
2022/2023,3837963,Romain Faivre,Lorient,5,0.89,0.178,15.0,465.0,0.172
2022/2023,3837650,Sergio Ramos García,Paris Saint-Germain,5,0.629,0.126,11.0,330.0,0.172
2023,3922321,Zaidu Sanusi,Nigeria,4,0.725,0.181,5.0,380.0,0.172
2022/2023,3837662,Neymar da Silva Santos Junior,Paris Saint-Germain,5,0.855,0.171,23.0,450.0,0.171
2022/2023,3837706,Hugo Magnetti,Stade Brestois,1,0.06,0.06,4.0,32.0,0.17
2023,3920417,Fousseni Diabaté,Mali,3,0.455,0.152,5.0,240.0,0.17
2023,3920406,Miguel Changa Chaiwa,Zambia,1,0.019,0.019,6.0,10.0,0.169
2022/2023,3837727,Aaron Ramsey,OGC Nice,3,0.338,0.113,17.0,180.0,0.169
2023,3920399,Infren Da Conceição David Matola,Mozambique,2,0.06,0.03,3.0,32.0,0.169
2023,3920414,Valdomiro Tualungo Paulo Lameiras,Angola,3,0.705,0.176,10.0,376.0,0.169
2023,3920406,Kelvin Kapumbu,Zambia,2,0.173,0.087,6.0,92.0,0.169
2023,3922241,Garry Mendes Rodrigues,Cape Verde Islands,1,0.104,0.052,2.0,56.0,0.168
2023,3920417,Adama Traoré,Mali,1,0.022,0.022,4.0,12.0,0.168
2022/2023,3837818,Gianluigi Donnarumma,Paris Saint-Germain,2,0.318,0.159,3.0,170.0,0.168
2023,3920412,Mohamed Bayo,Guinea,1,0.061,0.061,2.0,33.0,0.167
2023,3877090,Carlos Alberto Vela Garrido,LAFC,3,0.511,0.17,6.0,276.0,0.167
2022/2023,3837683,Vitor Machado Ferreira,Paris Saint-Germain,7,1.353,0.169,26.0,728.0,0.167
2023,3877170,Obinna Nwobodo,Cincinnati,4,0.806,0.161,10.0,435.0,0.167
2022/2023,3837844,Nuno Mendes,Paris Saint-Germain,3,0.513,0.128,8.0,276.0,0.167
2022/2023,3837938,Pablo Paulino Rosario,OGC Nice,3,0.128,0.043,8.0,69.0,0.167
2023,3877072,Dixon Jair Arroyo Espinoza,Inter Miami,2,0.178,0.089,7.0,96.0,0.167
