season_name,match_id,team,total_defensive_actions,defensive_line_height,defensive_third_pct,middle_third_pct,attacking_third_pct,defensive_style,Defensive Third,Middle Third,Attacking Third
2023,3920414,Angola,74.0,1.135,89.19,8.11,2.7,Low Block,66.0,6.0,2.0
2023,3920414,Burkina Faso,31.0,1.742,48.39,29.03,22.58,Balanced,15.0,9.0,7.0
2023,3920415,Algeria,36.0,1.5,61.11,27.78,11.11,Low Block,22.0,10.0,4.0
2023,3920415,Mauritania,81.0,1.235,76.54,23.46,0.0,Low Block,62.0,19.0,0.0
2023,3920416,South Africa,55.0,1.491,61.82,27.27,10.91,Low Block,34.0,15.0,6.0
2023,3920416,Tunisia,55.0,1.4,65.45,29.09,5.45,Low Block,36.0,16.0,3.0
2023,3920417,Mali,56.0,1.196,83.93,12.5,3.57,Low Block,47.0,7.0,2.0
2023,3920417,Namibia,32.0,1.531,65.62,15.62,18.75,Low Block,21.0,5.0,6.0
2023,3920418,Congo DR,38.0,1.579,50.0,42.11,7.89,Balanced,19.0,16.0,3.0
2023,3920418,Tanzania,42.0,1.119,88.1,11.9,0.0,Low Block,37.0,5.0,0.0
2023,3920419,Morocco,35.0,1.629,57.14,22.86,20.0,Low Block,20.0,8.0,7.0
2023,3920419,Zambia,47.0,1.468,63.83,25.53,10.64,Low Block,30.0,12.0,5.0
2023,3922237,Angola,39.0,1.231,79.49,17.95,2.56,Low Block,31.0,7.0,1.0
2023,3922237,Namibia,48.0,1.479,56.25,39.58,4.17,Low Block,27.0,19.0,2.0
2023,3922238,Cameroon,49.0,1.286,75.51,20.41,4.08,Low Block,37.0,10.0,2.0
2023,3922238,Nigeria,46.0,1.37,65.22,32.61,2.17,Low Block,30.0,15.0,1.0
2023,3922239,Equatorial Guinea,24.0,1.5,62.5,25.0,12.5,Low Block,15.0,6.0,3.0
2023,3922239,Guinea,40.0,1.425,62.5,32.5,5.0,Low Block,25.0,13.0,2.0
2023,3922240,Congo DR,61.0,1.311,72.13,24.59,3.28,Low Block,44.0,15.0,2.0
2023,3922240,Egypt,70.0,1.314,75.71,17.14,7.14,Low Block,53.0,12.0,5.0
2023,3922241,Cape Verde Islands,45.0,1.6,53.33,33.33,13.33,Low Block,24.0,15.0,6.0
2023,3922241,Mauritania,83.0,1.434,62.65,31.33,6.02,Low Block,52.0,26.0,5.0
2023,3922242,Côte d'Ivoire,39.0,1.615,51.28,35.9,12.82,Low Block,20.0,14.0,5.0
2023,3922242,Senegal,63.0,1.635,53.97,28.57,17.46,Low Block,34.0,18.0,11.0
2023,3922243,Morocco,19.0,1.474,57.89,36.84,5.26,Low Block,11.0,7.0,1.0
2023,3922243,South Africa,53.0,1.189,84.91,11.32,3.77,Low Block,45.0,6.0,2.0
2023,3922244,Burkina Faso,41.0,1.268,78.05,17.07,4.88,Low Block,32.0,7.0,2.0
2023,3922244,Mali,51.0,1.549,54.9,35.29,9.8,Low Block,28.0,18.0,5.0
2023,3922321,Angola,56.0,1.214,82.14,14.29,3.57,Low Block,46.0,8.0,2.0
2023,3922321,Nigeria,42.0,1.452,64.29,26.19,9.52,Low Block,27.0,11.0,4.0
2023,3922356,Congo DR,53.0,1.396,69.81,20.75,9.43,Low Block,37.0,11.0,5.0
2023,3922356,Guinea,48.0,1.438,66.67,22.92,10.42,Low Block,32.0,11.0,5.0
2023,3922658,Cape Verde Islands,68.0,1.221,82.35,13.24,4.41,Low Block,56.0,9.0,3.0
2023,3922658,South Africa,68.0,1.162,86.76,10.29,2.94,Low Block,59.0,7.0,2.0
2023,3922659,Côte d'Ivoire,56.0,1.393,71.43,17.86,10.71,Low Block,40.0,10.0,6.0
2023,3922659,Mali,53.0,1.377,67.92,26.42,5.66,Low Block,36.0,14.0,3.0
2023,3922837,Nigeria,42.0,1.262,76.19,21.43,2.38,Low Block,32.0,9.0,1.0
2023,3922837,South Africa,57.0,1.316,77.19,14.04,8.77,Low Block,44.0,8.0,5.0
2023,3922838,Congo DR,42.0,1.286,73.81,23.81,2.38,Low Block,31.0,10.0,1.0
2023,3922838,Côte d'Ivoire,60.0,1.367,73.33,16.67,10.0,Low Block,44.0,10.0,6.0
2023,3923880,Congo DR,41.0,1.39,70.73,19.51,9.76,Low Block,29.0,8.0,4.0
2023,3923880,South Africa,35.0,1.171,82.86,17.14,0.0,Low Block,29.0,6.0,0.0
2023,3923881,Côte d'Ivoire,47.0,1.383,68.09,25.53,6.38,Low Block,32.0,12.0,3.0
2023,3923881,Nigeria,53.0,1.151,86.79,11.32,1.89,Low Block,46.0,6.0,1.0
