season_name,match_id,team,total_defensive_actions,defensive_line_height,defensive_third_pct,middle_third_pct,attacking_third_pct,defensive_style,Defensive Third,Middle Third,Attacking Third
2023,3893808,United States Women's,44.0,1.841,36.36,43.18,20.45,Balanced,16.0,19.0,9.0
2023,3893809,Australia Women's,54.0,1.611,57.41,24.07,18.52,Low Block,31.0,13.0,10.0
2023,3893809,Nigeria Women's,85.0,1.329,75.29,16.47,8.24,Low Block,64.0,14.0,7.0
2023,3893810,Portugal Women's,42.0,1.905,33.33,42.86,23.81,Balanced,14.0,18.0,10.0
2023,3893810,Vietnam Women's,65.0,1.292,75.38,20.0,4.62,Low Block,49.0,13.0,3.0
2023,3893811,Denmark Women's,63.0,1.333,74.6,17.46,7.94,Low Block,47.0,11.0,5.0
2023,3893811,England Women's,54.0,1.722,48.15,31.48,20.37,Balanced,26.0,17.0,11.0
2023,3893812,Argentina Women's,43.0,1.744,51.16,23.26,25.58,Low Block,22.0,10.0,11.0
2023,3893812,South Africa Women's,65.0,1.508,56.92,35.38,7.69,Low Block,37.0,23.0,5.0
2023,3893813,China PR Women's,71.0,1.479,63.38,25.35,11.27,Low Block,45.0,18.0,8.0
2023,3893813,Haiti Women's,42.0,1.476,64.29,23.81,11.9,Low Block,27.0,10.0,5.0
2023,3893814,Italy Women's,64.0,1.344,71.88,21.88,6.25,Low Block,46.0,14.0,4.0
2023,3893814,Sweden Women's,42.0,1.69,52.38,26.19,21.43,Low Block,22.0,11.0,9.0
2023,3893815,Brazil Women's,76.0,1.395,68.42,23.68,7.89,Low Block,52.0,18.0,6.0
2023,3893815,France Women's,68.0,1.691,52.94,25.0,22.06,Low Block,36.0,17.0,15.0
2023,3893816,Jamaica Women's,64.0,1.422,67.19,23.44,9.38,Low Block,43.0,15.0,6.0
2023,3893816,Panama Women's,73.0,1.411,69.86,19.18,10.96,Low Block,51.0,14.0,8.0
2023,3893817,New Zealand Women's,52.0,1.654,44.23,46.15,9.62,Balanced,23.0,24.0,5.0
2023,3893817,Switzerland Women's,76.0,1.355,69.74,25.0,5.26,Low Block,53.0,19.0,4.0
2023,3893818,Colombia Women's,73.0,1.329,75.34,16.44,8.22,Low Block,55.0,12.0,6.0
2023,3893818,Germany Women's,46.0,1.717,56.52,15.22,28.26,Low Block,26.0,7.0,13.0
2023,3893819,Korea Republic Women's,44.0,1.727,45.45,36.36,18.18,Balanced,20.0,16.0,8.0
2023,3893819,Morocco Women's,76.0,1.237,77.63,21.05,1.32,Low Block,59.0,16.0,1.0
2023,3893820,Norway Women's,49.0,1.633,53.06,30.61,16.33,Low Block,26.0,15.0,8.0
2023,3893820,Philippines Women's,69.0,1.145,88.41,8.7,2.9,Low Block,61.0,6.0,2.0
2023,3893821,Australia Women's,65.0,1.308,73.85,21.54,4.62,Low Block,48.0,14.0,3.0
2023,3893821,Canada Women's,58.0,1.483,63.79,24.14,12.07,Low Block,37.0,14.0,7.0
2023,3893822,Japan Women's,63.0,1.381,65.08,31.75,3.17,Low Block,41.0,20.0,2.0
2023,3893822,Spain Women's,43.0,1.93,30.23,46.51,23.26,Balanced,13.0,20.0,10.0
2023,3893823,Costa Rica Women's,74.0,1.73,45.95,35.14,18.92,Balanced,34.0,26.0,14.0
2023,3893823,Zambia Women's,55.0,1.4,65.45,29.09,5.45,Low Block,36.0,16.0,3.0
2023,3893824,Nigeria Women's,43.0,1.512,55.81,37.21,6.98,Low Block,24.0,16.0,3.0
2023,3893824,Republic of Ireland Women's,30.0,1.6,56.67,26.67,16.67,Low Block,17.0,8.0,5.0
2023,3893825,Denmark Women's,63.0,1.54,60.32,25.4,14.29,Low Block,38.0,16.0,9.0
2023,3893825,Haiti Women's,51.0,1.392,68.63,23.53,7.84,Low Block,35.0,12.0,4.0
2023,3893826,Portugal Women's,59.0,1.475,61.02,30.51,8.47,Low Block,36.0,18.0,5.0
2023,3893826,United States Women's,87.0,1.805,32.18,55.17,12.64,Mid-Block,28.0,48.0,11.0
2023,3893827,Netherlands Women's,38.0,2.0,36.84,26.32,36.84,High Press,14.0,10.0,14.0
2023,3893827,Vietnam Women's,54.0,1.037,96.3,3.7,0.0,Low Block,52.0,2.0,0.0
2023,3893828,China PR Women's,71.0,1.268,78.87,15.49,5.63,Low Block,56.0,11.0,4.0
2023,3893828,England Women's,54.0,1.722,44.44,38.89,16.67,Balanced,24.0,21.0,9.0
2023,3893829,France Women's,42.0,1.881,38.1,35.71,26.19,Balanced,16.0,15.0,11.0
2023,3893829,Panama Women's,72.0,1.208,81.94,15.28,2.78,Low Block,59.0,11.0,2.0
2023,3893830,Argentina Women's,50.0,1.64,52.0,32.0,16.0,Low Block,26.0,16.0,8.0
2023,3893830,Sweden Women's,41.0,1.829,39.02,39.02,21.95,Balanced,16.0,16.0,9.0
2023,3893831,Italy Women's,61.0,1.59,55.74,29.51,14.75,Low Block,34.0,18.0,9.0
2023,3893831,South Africa Women's,80.0,1.362,70.0,23.75,6.25,Low Block,56.0,19.0,5.0
2023,3893832,Brazil Women's,40.0,1.8,45.0,30.0,25.0,Balanced,18.0,12.0,10.0
2023,3893832,Jamaica Women's,84.0,1.357,71.43,21.43,7.14,Low Block,60.0,18.0,6.0
2023,3893833,Germany Women's,60.0,1.483,61.67,28.33,10.0,Low Block,37.0,17.0,6.0
2023,3893833,Korea Republic Women's,64.0,1.406,67.19,25.0,7.81,Low Block,43.0,16.0,5.0
2023,3893834,Colombia Women's,69.0,1.594,56.52,27.54,15.94,Low Block,39.0,19.0,11.0
2023,3893834,Morocco Women's,58.0,1.328,72.41,22.41,5.17,Low Block,42.0,13.0,3.0
2023,3901733,Spain Women's,39.0,1.974,28.21,46.15,25.64,Balanced,11.0,18.0,10.0
2023,3901733,Switzerland Women's,74.0,1.189,82.43,16.22,1.35,Low Block,61.0,12.0,1.0
2023,3901734,Japan Women's,53.0,1.642,52.83,30.19,16.98,Low Block,28.0,16.0,9.0
2023,3901734,Norway Women's,61.0,1.197,86.89,6.56,6.56,Low Block,53.0,4.0,4.0
2023,3901735,England Women's,104.0,1.548,58.65,27.88,13.46,Low Block,61.0,29.0,14.0
2023,3901735,Nigeria Women's,65.0,1.554,58.46,27.69,13.85,Low Block,38.0,18.0,9.0
2023,3901736,Australia Women's,73.0,1.397,67.12,26.03,6.85,Low Block,49.0,19.0,5.0
2023,3901736,Denmark Women's,61.0,1.754,44.26,36.07,19.67,Balanced,27.0,22.0,12.0
2023,3901796,Netherlands Women's,40.0,1.575,55.0,32.5,12.5,Low Block,22.0,13.0,5.0
2023,3901796,South Africa Women's,49.0,1.327,71.43,24.49,4.08,Low Block,35.0,12.0,2.0
2023,3901797,Sweden Women's,96.0,1.354,71.88,20.83,7.29,Low Block,69.0,20.0,7.0
2023,3901797,United States Women's,65.0,1.415,69.23,20.0,10.77,Low Block,45.0,13.0,7.0
2023,3901832,Colombia Women's,66.0,1.439,62.12,31.82,6.06,Low Block,41.0,21.0,4.0
2023,3901832,Jamaica Women's,62.0,1.581,56.45,29.03,14.52,Low Block,35.0,18.0,9.0
2023,3901833,France Women's,46.0,1.978,28.26,45.65,26.09,Balanced,13.0,21.0,12.0
2023,3901833,Morocco Women's,62.0,1.484,59.68,32.26,8.06,Low Block,37.0,20.0,5.0
2023,3902239,Japan Women's,63.0,1.492,65.08,20.63,14.29,Low Block,41.0,13.0,9.0
2023,3902239,Sweden Women's,58.0,1.586,56.9,27.59,15.52,Low Block,33.0,16.0,9.0
2023,3902240,Netherlands Women's,107.0,1.308,74.77,19.63,5.61,Low Block,80.0,21.0,6.0
2023,3902240,Spain Women's,61.0,1.557,57.38,29.51,13.11,Low Block,35.0,18.0,8.0
2023,3902967,Colombia Women's,47.0,1.511,59.57,29.79,10.64,Low Block,28.0,14.0,5.0
2023,3902967,England Women's,60.0,1.383,70.0,21.67,8.33,Low Block,42.0,13.0,5.0
2023,3902968,Australia Women's,89.0,1.247,79.78,15.73,4.49,Low Block,71.0,14.0,4.0
2023,3902968,France Women's,94.0,1.511,61.7,25.53,12.77,Low Block,58.0,24.0,12.0
2023,3904628,Spain Women's,52.0,1.5,53.85,42.31,3.85,Low Block,28.0,22.0,2.0
2023,3904628,Sweden Women's,56.0,1.5,62.5,25.0,12.5,Low Block,35.0,14.0,7.0
2023,3904629,Australia Women's,24.0,1.375,70.83,20.83,8.33,Low Block,17.0,5.0,2.0
2023,3904629,England Women's,53.0,1.358,69.81,24.53,5.66,Low Block,37.0,13.0,3.0
2023,3906389,Australia Women's,53.0,1.642,50.94,33.96,15.09,Low Block,27.0,18.0,8.0
2023,3906389,Sweden Women's,72.0,1.514,59.72,29.17,11.11,Low Block,43.0,21.0,8.0
2023,3906390,England Women's,49.0,1.408,73.47,12.24,14.29,Low Block,36.0,6.0,7.0
2023,3906390,Spain Women's,64.0,1.438,64.06,28.12,7.81,Low Block,41.0,18.0,5.0
2023,3920384,Côte d'Ivoire,30.0,1.5,56.67,36.67,6.67,Low Block,17.0,11.0,2.0
2023,3920384,Guinea-Bissau,48.0,1.438,60.42,35.42,4.17,Low Block,29.0,17.0,2.0
2023,3920385,Egypt,32.0,1.688,50.0,31.25,18.75,Balanced,16.0,10.0,6.0
2023,3920385,Mozambique,71.0,1.183,84.51,12.68,2.82,Low Block,60.0,9.0,2.0
2023,3920386,Equatorial Guinea,48.0,1.208,79.17,20.83,0.0,Low Block,38.0,10.0,0.0
2023,3920386,Nigeria,36.0,1.417,69.44,19.44,11.11,Low Block,25.0,7.0,4.0
2023,3920387,Cape Verde Islands,47.0,1.596,51.06,38.3,10.64,Low Block,24.0,18.0,5.0
2023,3920387,Ghana,48.0,1.292,72.92,25.0,2.08,Low Block,35.0,12.0,1.0
2023,3920388,Gambia,47.0,1.34,74.47,17.02,8.51,Low Block,35.0,8.0,4.0
2023,3920388,Senegal,23.0,1.435,65.22,26.09,8.7,Low Block,15.0,6.0,2.0
2023,3920389,Cameroon,30.0,1.667,50.0,33.33,16.67,Balanced,15.0,10.0,5.0
2023,3920389,Guinea,58.0,1.31,75.86,17.24,6.9,Low Block,44.0,10.0,4.0
2023,3920390,Algeria,23.0,1.478,65.22,21.74,13.04,Low Block,15.0,5.0,3.0
2023,3920390,Angola,61.0,1.18,81.97,18.03,0.0,Low Block,50.0,11.0,0.0
2023,3920391,Mali,55.0,1.636,49.09,38.18,12.73,Balanced,27.0,21.0,7.0
2023,3920391,South Africa,41.0,1.61,43.9,51.22,4.88,Mid-Block,18.0,21.0,2.0
2023,3920392,Burkina Faso,41.0,1.634,53.66,29.27,17.07,Low Block,22.0,12.0,7.0
2023,3920392,Mauritania,53.0,1.283,75.47,20.75,3.77,Low Block,40.0,11.0,2.0
2023,3920393,Namibia,67.0,1.687,50.75,29.85,19.4,Low Block,34.0,20.0,13.0
2023,3920393,Tunisia,73.0,1.26,79.45,15.07,5.48,Low Block,58.0,11.0,4.0
2023,3920394,Morocco,36.0,2.028,25.0,47.22,27.78,Balanced,9.0,17.0,10.0
2023,3920394,Tanzania,52.0,1.154,84.62,15.38,0.0,Low Block,44.0,8.0,0.0
2023,3920395,Congo DR,21.0,1.429,66.67,23.81,9.52,Low Block,14.0,5.0,2.0
2023,3920395,Zambia,53.0,1.057,94.34,5.66,0.0,Low Block,50.0,3.0,0.0
2023,3920396,Egypt,52.0,1.442,65.38,25.0,9.62,Low Block,34.0,13.0,5.0
2023,3920396,Ghana,60.0,1.25,80.0,15.0,5.0,Low Block,48.0,9.0,3.0
2023,3920397,Equatorial Guinea,57.0,1.298,78.95,12.28,8.77,Low Block,45.0,7.0,5.0
2023,3920397,Guinea-Bissau,36.0,1.556,58.33,27.78,13.89,Low Block,21.0,10.0,5.0
2023,3920398,Côte d'Ivoire,35.0,1.4,74.29,11.43,14.29,Low Block,26.0,4.0,5.0
2023,3920398,Nigeria,56.0,1.321,73.21,21.43,5.36,Low Block,41.0,12.0,3.0
2023,3920399,Cape Verde Islands,52.0,1.365,69.23,25.0,5.77,Low Block,36.0,13.0,3.0
2023,3920399,Mozambique,27.0,1.741,48.15,29.63,22.22,Balanced,13.0,8.0,6.0
2023,3920400,Cameroon,48.0,1.75,50.0,25.0,25.0,Balanced,24.0,12.0,12.0
2023,3920400,Senegal,50.0,1.24,82.0,12.0,6.0,Low Block,41.0,6.0,3.0
2023,3920401,Gambia,57.0,1.14,89.47,7.02,3.51,Low Block,51.0,4.0,2.0
2023,3920401,Guinea,37.0,1.595,54.05,32.43,13.51,Low Block,20.0,12.0,5.0
2023,3920402,Algeria,33.0,1.485,63.64,24.24,12.12,Low Block,21.0,8.0,4.0
2023,3920402,Burkina Faso,29.0,1.207,82.76,13.79,3.45,Low Block,24.0,4.0,1.0
2023,3920403,Angola,64.0,1.438,65.62,25.0,9.38,Low Block,42.0,16.0,6.0
2023,3920403,Mauritania,56.0,1.286,75.0,21.43,3.57,Low Block,42.0,12.0,2.0
2023,3920404,Mali,54.0,1.426,61.11,35.19,3.7,Low Block,33.0,19.0,2.0
2023,3920404,Tunisia,40.0,1.425,70.0,17.5,12.5,Low Block,28.0,7.0,5.0
2023,3920405,Congo DR,31.0,1.484,54.84,41.94,3.23,Low Block,17.0,13.0,1.0
2023,3920405,Morocco,43.0,1.419,65.12,27.91,6.98,Low Block,28.0,12.0,3.0
2023,3920406,Tanzania,44.0,1.432,65.91,25.0,9.09,Low Block,29.0,11.0,4.0
2023,3920406,Zambia,26.0,1.615,50.0,38.46,11.54,Balanced,13.0,10.0,3.0
2023,3920407,Namibia,48.0,1.521,60.42,27.08,12.5,Low Block,29.0,13.0,6.0
2023,3920407,South Africa,50.0,1.54,58.0,30.0,12.0,Low Block,29.0,15.0,6.0
2023,3920408,Côte d'Ivoire,29.0,1.966,34.48,34.48,31.03,High Press,10.0,10.0,9.0
2023,3920408,Equatorial Guinea,55.0,1.127,87.27,12.73,0.0,Low Block,48.0,7.0,0.0
2023,3920409,Guinea-Bissau,45.0,1.289,75.56,20.0,4.44,Low Block,34.0,9.0,2.0
2023,3920409,Nigeria,29.0,1.655,48.28,37.93,13.79,Balanced,14.0,11.0,4.0
2023,3920410,Ghana,60.0,1.317,76.67,15.0,8.33,Low Block,46.0,9.0,5.0
2023,3920410,Mozambique,37.0,1.459,64.86,24.32,10.81,Low Block,24.0,9.0,4.0
2023,3920411,Cape Verde Islands,66.0,1.288,77.27,16.67,6.06,Low Block,51.0,11.0,4.0
2023,3920411,Egypt,40.0,1.525,57.5,32.5,10.0,Low Block,23.0,13.0,4.0
2023,3920412,Guinea,45.0,1.4,64.44,31.11,4.44,Low Block,29.0,14.0,2.0
2023,3920412,Senegal,42.0,1.524,57.14,33.33,9.52,Low Block,24.0,14.0,4.0
2023,3920413,Cameroon,64.0,1.281,76.56,18.75,4.69,Low Block,49.0,12.0,3.0
2023,3920413,Gambia,60.0,1.383,68.33,25.0,6.67,Low Block,41.0,15.0,4.0
