season_name,match_id,team,player,tackles,interceptions,pressures,blocks,clearances,ball_recoveries,fouls_committed,duels_won,total_duels,defensive_third_actions,middle_third_actions,attacking_third_actions,high_turnovers,total_defensive_actions,duel_win_pct,pressure_pct,tackle_interception_pct,high_turnover_pct,attacking_third_pct,defensive_profile
2023,3920417,Namibia,Bethuel Muzeu,0.0,1.0,27.0,3.0,1.0,4.0,0.0,0.0,7.0,6.0,22.0,15.0,2.0,31.0,0.0,87.1,3.23,6.45,34.88,Balanced Defender
2023,3920416,South Africa,Percy Tau,0.0,0.0,29.0,2.0,0.0,4.0,1.0,0.0,7.0,16.0,13.0,14.0,1.0,31.0,0.0,93.55,0.0,3.23,32.56,Balanced Defender
2022/2023,3837859,Paris Saint-Germain,Vitor Machado Ferreira,0.0,1.0,29.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,18.0,15.0,5.0,31.0,,93.55,3.23,16.13,40.54,Balanced Defender
2022/2023,3837954,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,3.0,25.0,3.0,2.0,5.0,2.0,1.0,4.0,16.0,8.0,20.0,4.0,31.0,25.0,80.65,9.68,12.9,45.45,Balanced Defender
2022/2023,3837896,Nantes,Moussa Sissoko,0.0,2.0,23.0,6.0,0.0,3.0,2.0,1.0,4.0,21.0,15.0,4.0,1.0,31.0,25.0,74.19,6.45,3.23,10.0,Balanced Defender
2022/2023,3837918,Paris Saint-Germain,Marco Verratti,0.0,3.0,28.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,19.0,6.0,1.0,31.0,0.0,90.32,9.68,3.23,17.14,Balanced Defender
2023,3922242,Senegal,Habibou Mouhamadou Diallo,0.0,3.0,28.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,23.0,9.0,1.0,31.0,0.0,90.32,9.68,3.23,25.71,Balanced Defender
2023,3920396,Egypt,Emam Ashour Metwally Abdelghany,0.0,2.0,26.0,3.0,3.0,7.0,2.0,0.0,4.0,13.0,25.0,9.0,2.0,31.0,0.0,83.87,6.45,6.45,19.15,Balanced Defender
2023,3920396,Ghana,Jordan Ayew,0.0,0.0,27.0,3.0,2.0,6.0,4.0,0.0,1.0,14.0,16.0,13.0,1.0,30.0,0.0,90.0,0.0,3.33,30.23,Balanced Defender
2022/2023,3837839,Stade de Reims,Jens-Lys Michel Cajuste,0.0,2.0,26.0,2.0,0.0,3.0,0.0,0.0,3.0,16.0,8.0,12.0,0.0,30.0,0.0,86.67,6.67,0.0,33.33,Balanced Defender
2023,3920419,Zambia,Edward Chilufya,0.0,1.0,27.0,2.0,0.0,4.0,4.0,1.0,5.0,17.0,14.0,12.0,4.0,30.0,20.0,90.0,3.33,13.33,27.91,Balanced Defender
2023,3920390,Angola,Manuel Luís da Silva Cafumana,0.0,5.0,25.0,0.0,1.0,2.0,0.0,0.0,4.0,14.0,23.0,0.0,1.0,30.0,0.0,83.33,16.67,3.33,0.0,Balanced Defender
2022/2023,3837963,Lorient,Darlin Zidane Yongwa Ngameni,0.0,1.0,28.0,1.0,0.0,8.0,1.0,0.0,4.0,14.0,12.0,17.0,6.0,30.0,0.0,93.33,3.33,20.0,39.53,Balanced Defender
2023,3877115,Inter Miami,Sergio Busquets i Burgos,0.0,2.0,24.0,4.0,0.0,5.0,2.0,0.0,5.0,9.0,22.0,11.0,5.0,30.0,0.0,80.0,6.67,16.67,26.19,Balanced Defender
2022/2023,3837998,Auxerre,Birama Touré,0.0,0.0,26.0,4.0,0.0,6.0,2.0,2.0,2.0,12.0,24.0,4.0,0.0,30.0,100.0,86.67,0.0,0.0,10.0,Dominant Duelist
2022/2023,3837727,OGC Nice,Youcef Atal,0.0,2.0,26.0,2.0,2.0,3.0,0.0,1.0,6.0,12.0,18.0,11.0,1.0,30.0,16.67,86.67,6.67,3.33,26.83,Balanced Defender
2022/2023,3837928,Lyon,Alexandre Lacazette,0.0,0.0,28.0,2.0,1.0,3.0,0.0,1.0,1.0,10.0,17.0,8.0,2.0,30.0,100.0,93.33,0.0,6.67,22.86,Dominant Duelist
2022/2023,3837902,Paris Saint-Germain,Marco Verratti,0.0,1.0,25.0,4.0,2.0,9.0,4.0,0.0,1.0,9.0,27.0,10.0,3.0,30.0,0.0,83.33,3.33,10.0,21.74,Balanced Defender
2022/2023,3837839,Stade de Reims,Marshall Nyasha Munetsi,0.0,1.0,27.0,2.0,0.0,1.0,1.0,0.0,5.0,13.0,14.0,10.0,1.0,30.0,0.0,90.0,3.33,3.33,27.03,Balanced Defender
2023,3920416,Tunisia,Hamza Rafia,0.0,1.0,27.0,2.0,0.0,9.0,1.0,0.0,3.0,18.0,21.0,4.0,3.0,30.0,0.0,90.0,3.33,10.0,9.3,Balanced Defender
2022/2023,3837659,Paris Saint-Germain,Marco Verratti,0.0,1.0,28.0,1.0,0.0,2.0,1.0,2.0,5.0,9.0,12.0,17.0,1.0,30.0,40.0,93.33,3.33,3.33,44.74,Balanced Defender
2022/2023,3837896,Paris Saint-Germain,Vitor Machado Ferreira,0.0,1.0,28.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,18.0,14.0,1.0,30.0,0.0,93.33,3.33,3.33,38.89,Balanced Defender
2023,3922241,Mauritania,Bodda Mouhsine,0.0,2.0,26.0,2.0,1.0,7.0,3.0,0.0,7.0,23.0,21.0,4.0,1.0,30.0,0.0,86.67,6.67,3.33,8.33,Balanced Defender
2023,3922356,Guinea,Aguibou Camara,0.0,1.0,27.0,2.0,0.0,2.0,4.0,0.0,3.0,10.0,21.0,8.0,1.0,30.0,0.0,90.0,3.33,3.33,20.51,Balanced Defender
2022/2023,3837928,Lyon,Junior Castello Lukeba,0.0,9.0,19.0,2.0,4.0,2.0,1.0,1.0,2.0,30.0,6.0,3.0,2.0,30.0,50.0,63.33,30.0,6.67,7.69,Balanced Defender
2023,3922244,Burkina Faso,Ismahila Ouédraogo,0.0,0.0,29.0,1.0,1.0,1.0,3.0,0.0,1.0,14.0,22.0,0.0,0.0,30.0,0.0,96.67,0.0,0.0,0.0,Balanced Defender
2022/2023,3837918,Rennes,Désiré Doué,0.0,1.0,26.0,3.0,0.0,4.0,2.0,1.0,5.0,16.0,16.0,9.0,3.0,30.0,20.0,86.67,3.33,10.0,21.95,Balanced Defender
2023,3922243,South Africa,Percy Tau,0.0,1.0,29.0,0.0,2.0,1.0,2.0,0.0,2.0,14.0,20.0,3.0,0.0,30.0,0.0,96.67,3.33,0.0,8.11,Balanced Defender
2022/2023,3838017,Clermont Foot,Johan Gastien,0.0,5.0,23.0,1.0,1.0,4.0,0.0,0.0,1.0,14.0,8.0,13.0,5.0,29.0,0.0,79.31,17.24,17.24,37.14,Balanced Defender
2023,3922321,Nigeria,Ademola Lookman,0.0,0.0,24.0,5.0,0.0,3.0,3.0,0.0,3.0,6.0,21.0,11.0,2.0,29.0,0.0,82.76,0.0,6.9,28.95,Balanced Defender
2023,3877060,Inter Miami,Dixon Jair Arroyo Espinoza,0.0,4.0,23.0,2.0,2.0,5.0,1.0,0.0,1.0,11.0,26.0,1.0,3.0,29.0,0.0,79.31,13.79,10.34,2.63,Balanced Defender
2023,3922241,Mauritania,Ibrahima Keita,0.0,2.0,25.0,2.0,2.0,1.0,2.0,1.0,3.0,22.0,9.0,6.0,1.0,29.0,33.33,86.21,6.9,3.45,16.22,Balanced Defender
2023,3920385,Egypt,Hamdi Fathi,0.0,2.0,27.0,0.0,1.0,3.0,5.0,0.0,3.0,14.0,21.0,6.0,2.0,29.0,0.0,93.1,6.9,6.9,14.63,Balanced Defender
2023,3922659,Mali,Lassine Sinayoko,0.0,0.0,29.0,0.0,1.0,2.0,4.0,0.0,4.0,4.0,12.0,24.0,2.0,29.0,0.0,100.0,0.0,6.9,60.0,Balanced Defender
2022/2023,3837876,Lille,Benjamin André,0.0,3.0,25.0,1.0,1.0,1.0,5.0,1.0,3.0,13.0,22.0,4.0,0.0,29.0,33.33,86.21,10.34,0.0,10.26,Balanced Defender
2023,3920400,Cameroon,Frank Magri,0.0,0.0,25.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,8.0,23.0,0.0,29.0,0.0,86.21,0.0,0.0,67.65,Balanced Defender
2023,3920416,South Africa,Sphephelo S''Miso Sithole,0.0,1.0,25.0,3.0,3.0,10.0,2.0,1.0,8.0,25.0,22.0,5.0,3.0,29.0,12.5,86.21,3.45,10.34,9.62,Balanced Defender
2023,3920400,Cameroon,André-Frank Zambo Anguissa,0.0,2.0,24.0,3.0,2.0,2.0,2.0,2.0,4.0,11.0,20.0,8.0,0.0,29.0,50.0,82.76,6.9,0.0,20.51,Balanced Defender
2022/2023,3837785,Auxerre,Birama Touré,0.0,1.0,24.0,4.0,0.0,3.0,1.0,1.0,6.0,12.0,19.0,8.0,1.0,29.0,16.67,82.76,3.45,3.45,20.51,Balanced Defender
2022/2023,3837727,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,1.0,24.0,4.0,4.0,3.0,5.0,0.0,3.0,21.0,15.0,8.0,0.0,29.0,0.0,82.76,3.45,0.0,18.18,Balanced Defender
2023,3922658,South Africa,Teboho Mokoena,0.0,1.0,26.0,2.0,2.0,8.0,4.0,0.0,1.0,12.0,24.0,8.0,3.0,29.0,0.0,89.66,3.45,10.34,18.18,Balanced Defender
2022/2023,3837885,Marseille,Valentin Rongier,0.0,0.0,28.0,1.0,2.0,12.0,1.0,0.0,3.0,18.0,26.0,3.0,2.0,29.0,0.0,96.55,0.0,6.9,6.38,Balanced Defender
2023,3920384,Guinea-Bissau,Alfa Semedo Esteves,0.0,3.0,25.0,1.0,2.0,3.0,1.0,0.0,3.0,16.0,19.0,3.0,0.0,29.0,0.0,86.21,10.34,0.0,7.89,Balanced Defender
2022/2023,3837706,Stade Brestois,Jean-Kevin Duverne,0.0,0.0,25.0,4.0,2.0,0.0,2.0,1.0,2.0,24.0,1.0,10.0,0.0,29.0,50.0,86.21,0.0,0.0,28.57,Balanced Defender
2023,3920393,Namibia,Aprocious Petrus,0.0,4.0,21.0,4.0,2.0,7.0,1.0,0.0,2.0,11.0,23.0,7.0,2.0,29.0,0.0,72.41,13.79,6.9,17.07,Balanced Defender
2023,3920407,South Africa,Teboho Mokoena,0.0,1.0,24.0,3.0,2.0,6.0,3.0,0.0,5.0,15.0,28.0,1.0,0.0,28.0,0.0,85.71,3.57,0.0,2.27,Balanced Defender
2023,3920392,Mauritania,Ibrahima Keita,0.0,4.0,22.0,2.0,1.0,4.0,0.0,0.0,5.0,27.0,10.0,1.0,0.0,28.0,0.0,78.57,14.29,0.0,2.63,Balanced Defender
2023,3920400,Senegal,Pape Matar Sarr,0.0,1.0,24.0,3.0,1.0,2.0,0.0,0.0,2.0,17.0,13.0,3.0,1.0,28.0,0.0,85.71,3.57,3.57,9.09,Balanced Defender
2022/2023,3837662,Lille,Benjamin André,0.0,1.0,24.0,3.0,0.0,1.0,2.0,1.0,2.0,11.0,18.0,4.0,1.0,28.0,50.0,85.71,3.57,3.57,12.12,Balanced Defender
2023,3920416,Tunisia,Aïssa Bilal Laïdouni,0.0,0.0,27.0,1.0,0.0,5.0,1.0,0.0,6.0,8.0,23.0,9.0,4.0,28.0,0.0,96.43,0.0,14.29,22.5,Balanced Defender
2022/2023,3837938,OGC Nice,Nicolas Pépé,0.0,1.0,26.0,1.0,0.0,6.0,0.0,1.0,3.0,9.0,13.0,15.0,3.0,28.0,33.33,92.86,3.57,10.71,40.54,Balanced Defender
2022/2023,3837771,Troyes,Mama Samba Baldé,0.0,0.0,26.0,2.0,0.0,4.0,3.0,0.0,3.0,7.0,14.0,17.0,1.0,28.0,0.0,92.86,0.0,3.57,44.74,Balanced Defender
2022/2023,3837747,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,1.0,21.0,6.0,0.0,4.0,0.0,1.0,4.0,17.0,15.0,4.0,2.0,28.0,25.0,75.0,3.57,7.14,11.11,Balanced Defender
2023,3922240,Congo DR,Gedeon Kalulu Kyatengwa,0.0,0.0,26.0,2.0,9.0,6.0,4.0,1.0,5.0,30.0,15.0,7.0,3.0,28.0,20.0,92.86,0.0,10.71,13.46,Balanced Defender
2022/2023,3837752,Paris Saint-Germain,Marco Verratti,0.0,0.0,22.0,6.0,1.0,8.0,1.0,2.0,9.0,27.0,18.0,2.0,0.0,28.0,22.22,78.57,0.0,0.0,4.26,Balanced Defender
2023,3920386,Equatorial Guinea,Ibán Salvador Edu,0.0,0.0,25.0,3.0,1.0,7.0,3.0,1.0,4.0,21.0,10.0,12.0,5.0,28.0,25.0,89.29,0.0,17.86,27.91,Balanced Defender
2023,3920390,Angola,Núrio Domingos Matias Fortuna,0.0,2.0,22.0,4.0,1.0,7.0,4.0,1.0,1.0,29.0,8.0,4.0,1.0,28.0,100.0,78.57,7.14,3.57,9.76,Dominant Duelist
2022/2023,3837902,Stade Brestois,Pierre Lees Melou,0.0,0.0,25.0,3.0,0.0,11.0,0.0,0.0,0.0,23.0,10.0,6.0,5.0,28.0,,89.29,0.0,17.86,15.38,Balanced Defender
2022/2023,3837839,Paris Saint-Germain,Achraf Hakimi Mouh,0.0,1.0,24.0,3.0,1.0,4.0,1.0,2.0,7.0,20.0,11.0,10.0,0.0,28.0,28.57,85.71,3.57,0.0,24.39,Balanced Defender
2023,3920418,Congo DR,Charles Pickel,0.0,0.0,26.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,20.0,6.0,2.0,28.0,0.0,92.86,0.0,7.14,18.75,Balanced Defender
2023,3920393,Namibia,Absalom Iimbondi,0.0,1.0,25.0,2.0,0.0,4.0,0.0,0.0,5.0,11.0,16.0,10.0,3.0,28.0,0.0,89.29,3.57,10.71,27.03,Balanced Defender
2023,3920393,Namibia,Ryan Nyambe,0.0,0.0,26.0,2.0,2.0,1.0,1.0,0.0,6.0,14.0,22.0,2.0,0.0,28.0,0.0,92.86,0.0,0.0,5.26,Balanced Defender
2022/2023,3837771,Troyes,Wilson Odobert,0.0,1.0,25.0,2.0,1.0,5.0,0.0,1.0,1.0,22.0,9.0,4.0,1.0,28.0,100.0,89.29,3.57,3.57,11.43,Dominant Duelist
2022/2023,3837717,Lyon,Alexandre Lacazette,0.0,0.0,27.0,1.0,1.0,6.0,3.0,0.0,2.0,6.0,22.0,12.0,2.0,28.0,0.0,96.43,0.0,7.14,30.0,Balanced Defender
2022/2023,3837987,AC Ajaccio,Mohamed Youssouf,0.0,5.0,19.0,4.0,4.0,7.0,0.0,1.0,6.0,38.0,0.0,7.0,1.0,28.0,16.67,67.86,17.86,3.57,15.56,Balanced Defender
2022/2023,3837859,Toulouse,Branco van den Boomen,0.0,2.0,24.0,2.0,0.0,5.0,2.0,1.0,2.0,18.0,10.0,9.0,3.0,28.0,50.0,85.71,7.14,10.71,24.32,Balanced Defender
2022/2023,3838004,Paris Saint-Germain,Marco Verratti,0.0,1.0,26.0,0.0,1.0,3.0,4.0,2.0,8.0,8.0,28.0,7.0,2.0,27.0,25.0,96.3,3.7,7.41,16.28,Balanced Defender
2023,3922238,Nigeria,Ademola Lookman,0.0,1.0,24.0,2.0,0.0,7.0,5.0,0.0,1.0,11.0,18.0,11.0,3.0,27.0,0.0,88.89,3.7,11.11,27.5,Balanced Defender
2023,3922659,Mali,Falaye Sacko,0.0,0.0,25.0,2.0,1.0,9.0,1.0,1.0,3.0,21.0,15.0,5.0,2.0,27.0,33.33,92.59,0.0,7.41,12.2,Balanced Defender
2023,3920387,Ghana,Jordan Ayew,0.0,1.0,26.0,0.0,0.0,3.0,3.0,1.0,3.0,14.0,14.0,8.0,0.0,27.0,33.33,96.3,3.7,0.0,22.22,Balanced Defender
2023,3920404,Mali,Diadie Samassekou,0.0,3.0,22.0,2.0,2.0,3.0,1.0,0.0,5.0,13.0,23.0,2.0,1.0,27.0,0.0,81.48,11.11,3.7,5.26,Balanced Defender
2022/2023,3837928,Lyon,Sinaly Diomande,0.0,2.0,21.0,4.0,4.0,6.0,0.0,1.0,6.0,30.0,12.0,1.0,0.0,27.0,16.67,77.78,7.41,0.0,2.33,Balanced Defender
2022/2023,3837706,Stade Brestois,Franck Honorat,0.0,2.0,25.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,15.0,14.0,2.0,27.0,50.0,92.59,7.41,7.41,43.75,Balanced Defender
2023,3922242,Senegal,Ismaïla Sarr,0.0,0.0,26.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,14.0,9.0,0.0,27.0,,96.3,0.0,0.0,30.0,Balanced Defender
2023,3920397,Guinea-Bissau,Franculino Gluda Djú,0.0,0.0,26.0,1.0,0.0,4.0,0.0,0.0,2.0,8.0,8.0,17.0,1.0,27.0,0.0,96.3,0.0,3.7,51.52,Balanced Defender
2022/2023,3837938,OGC Nice,Melvin Bard,0.0,2.0,23.0,2.0,0.0,0.0,1.0,1.0,2.0,14.0,13.0,3.0,1.0,27.0,50.0,85.19,7.41,3.7,10.0,Balanced Defender
2023,3920412,Senegal,Nampalys Mendy,0.0,2.0,21.0,4.0,0.0,6.0,3.0,1.0,2.0,11.0,23.0,4.0,3.0,27.0,50.0,77.78,7.41,11.11,10.53,Balanced Defender
2022/2023,3837963,Paris Saint-Germain,Marco Verratti,0.0,0.0,27.0,0.0,1.0,3.0,6.0,1.0,4.0,12.0,25.0,4.0,0.0,27.0,25.0,100.0,0.0,0.0,9.76,Balanced Defender
2023,3920393,Namibia,Peter Shalulile,0.0,0.0,22.0,5.0,1.0,6.0,4.0,0.0,8.0,2.0,15.0,29.0,5.0,27.0,0.0,81.48,0.0,18.52,63.04,Balanced Defender
2022/2023,3837928,Paris Saint-Germain,Renato Júnior Luz Sanches,0.0,2.0,22.0,3.0,1.0,5.0,3.0,0.0,3.0,4.0,22.0,13.0,3.0,27.0,0.0,81.48,7.41,11.11,33.33,Balanced Defender
2023,3922237,Angola,Alfredo Kulembe Ribeiro,0.0,2.0,25.0,0.0,2.0,3.0,1.0,0.0,3.0,19.0,12.0,5.0,1.0,27.0,0.0,92.59,7.41,3.7,13.89,Balanced Defender
2022/2023,3837902,Paris Saint-Germain,Carlos Soler Barragán,0.0,1.0,26.0,0.0,0.0,3.0,1.0,0.0,2.0,7.0,12.0,14.0,4.0,27.0,0.0,96.3,3.7,14.81,42.42,Balanced Defender
2022/2023,3837844,Montpellier,Joris Chotard,0.0,4.0,22.0,1.0,1.0,4.0,0.0,0.0,2.0,21.0,11.0,2.0,1.0,27.0,0.0,81.48,14.81,3.7,5.88,Balanced Defender
2023,3920415,Mauritania,Sidi Bouna Sidi Amar,0.0,1.0,21.0,5.0,1.0,6.0,0.0,1.0,3.0,13.0,22.0,2.0,1.0,27.0,33.33,77.78,3.7,3.7,5.41,Balanced Defender
2022/2023,3837706,Stade Brestois,Mahdi Camara,0.0,1.0,25.0,1.0,0.0,3.0,1.0,0.0,2.0,10.0,14.0,9.0,2.0,27.0,0.0,92.59,3.7,7.41,27.27,Balanced Defender
2022/2023,3837876,Lille,Angel Gomes,0.0,0.0,26.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,16.0,17.0,0.0,27.0,25.0,96.3,0.0,0.0,48.57,Balanced Defender
2023,3922837,Nigeria,Calvin Bassey Ughelumba,0.0,1.0,21.0,5.0,3.0,4.0,0.0,0.0,1.0,22.0,13.0,0.0,0.0,27.0,0.0,77.78,3.7,0.0,0.0,Balanced Defender
2023,3920393,Namibia,Kennedy Amutenya,0.0,3.0,20.0,4.0,4.0,2.0,2.0,0.0,4.0,18.0,21.0,0.0,0.0,27.0,0.0,74.07,11.11,0.0,0.0,Balanced Defender
2023,3920413,Cameroon,Enzo Gianni Tchato Mbiayi,0.0,2.0,21.0,4.0,5.0,4.0,1.0,1.0,3.0,28.0,8.0,4.0,2.0,27.0,33.33,77.78,7.41,7.41,10.0,Balanced Defender
2023,3922658,South Africa,Evidence Makgopa,0.0,0.0,26.0,1.0,0.0,5.0,0.0,0.0,8.0,2.0,19.0,19.0,2.0,27.0,0.0,96.3,0.0,7.41,47.5,Balanced Defender
2023,3920386,Nigeria,Ademola Lookman,0.0,0.0,25.0,2.0,0.0,6.0,3.0,0.0,3.0,6.0,17.0,16.0,5.0,27.0,0.0,92.59,0.0,18.52,41.03,Balanced Defender
2022/2023,3837947,Paris Saint-Germain,Vitor Machado Ferreira,0.0,2.0,23.0,1.0,0.0,7.0,1.0,0.0,0.0,5.0,13.0,16.0,6.0,26.0,,88.46,7.69,23.08,47.06,Balanced Defender
2022/2023,3837954,Paris Saint-Germain,Carlos Soler Barragán,0.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,12.0,0.0,26.0,,92.31,3.85,0.0,46.15,Balanced Defender
2022/2023,3837683,Toulouse,Rafael Rogério da Silva,0.0,2.0,23.0,1.0,0.0,3.0,2.0,1.0,7.0,13.0,17.0,8.0,0.0,26.0,14.29,88.46,7.69,0.0,21.05,Balanced Defender
2023,3920404,Mali,Lassine Sinayoko,0.0,0.0,24.0,2.0,1.0,1.0,3.0,1.0,5.0,10.0,12.0,14.0,0.0,26.0,20.0,92.31,0.0,0.0,38.89,Balanced Defender
2023,3920418,Congo DR,Fiston Kalala Mayele,0.0,0.0,25.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,15.0,17.0,0.0,26.0,0.0,96.15,0.0,0.0,53.12,Balanced Defender
2023,3920409,Guinea-Bissau,Euciodálcio Gomes,0.0,1.0,25.0,0.0,0.0,2.0,2.0,0.0,1.0,11.0,14.0,6.0,0.0,26.0,0.0,96.15,3.85,0.0,19.35,Balanced Defender
2023,3920414,Burkina Faso,Ismahila Ouédraogo,0.0,2.0,21.0,3.0,0.0,4.0,1.0,2.0,5.0,11.0,20.0,5.0,2.0,26.0,40.0,80.77,7.69,7.69,13.89,Balanced Defender
2022/2023,3837785,Auxerre,Hamza Sakhi,0.0,3.0,20.0,3.0,0.0,4.0,1.0,0.0,3.0,20.0,13.0,1.0,0.0,26.0,0.0,76.92,11.54,0.0,2.94,Balanced Defender
2022/2023,3837752,AC Ajaccio,Mounaim El Idrissy,0.0,0.0,26.0,0.0,0.0,7.0,5.0,0.0,5.0,1.0,20.0,22.0,6.0,26.0,0.0,100.0,0.0,23.08,51.16,Balanced Defender
2023,3920384,Côte d'Ivoire,Ibrahim Sangaré,0.0,1.0,24.0,1.0,0.0,4.0,3.0,0.0,2.0,7.0,25.0,3.0,0.0,26.0,0.0,92.31,3.85,0.0,8.57,Balanced Defender
2022/2023,3837859,Toulouse,Ado Onaiwu,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,21.0,3.0,0.0,26.0,0.0,100.0,0.0,0.0,10.0,Balanced Defender
2022/2023,3837876,Paris Saint-Germain,Fabián Ruiz Peña,0.0,5.0,21.0,0.0,1.0,4.0,0.0,1.0,6.0,14.0,19.0,4.0,2.0,26.0,16.67,80.77,19.23,7.69,10.81,Balanced Defender
2022/2023,3837839,Stade de Reims,Alexis Flips,0.0,3.0,19.0,4.0,0.0,4.0,0.0,2.0,4.0,13.0,9.0,12.0,2.0,26.0,50.0,73.08,11.54,7.69,35.29,Balanced Defender
2022/2023,3837947,Lens,Ikoma Loïs Openda,0.0,0.0,26.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,14.0,18.0,4.0,26.0,20.0,100.0,0.0,15.38,50.0,Balanced Defender
2022/2023,3837727,OGC Nice,Melvin Bard,0.0,2.0,19.0,5.0,0.0,9.0,2.0,0.0,3.0,15.0,12.0,13.0,5.0,26.0,0.0,73.08,7.69,19.23,32.5,Balanced Defender
2023,3877072,Nashville SC,Brian Anunga,0.0,0.0,23.0,3.0,1.0,6.0,2.0,1.0,2.0,27.0,9.0,1.0,0.0,26.0,50.0,88.46,0.0,0.0,2.7,Balanced Defender
2023,3920416,Tunisia,Ellyes Joris Skhiri,0.0,3.0,19.0,4.0,1.0,6.0,1.0,2.0,6.0,19.0,15.0,6.0,3.0,26.0,33.33,73.08,11.54,11.54,15.0,Balanced Defender
2023,3920393,Namibia,Petrus Shitembi,0.0,2.0,24.0,0.0,1.0,9.0,3.0,2.0,3.0,11.0,25.0,6.0,3.0,26.0,66.67,92.31,7.69,11.54,14.29,Dominant Duelist
2022/2023,3837963,Lorient,Enzo Le Fée,0.0,1.0,25.0,0.0,1.0,8.0,3.0,1.0,3.0,17.0,19.0,5.0,3.0,26.0,33.33,96.15,3.85,11.54,12.2,Balanced Defender
2023,3877060,Inter Miami,Leonardo Campana Romero,0.0,0.0,20.0,6.0,1.0,3.0,1.0,0.0,3.0,8.0,17.0,9.0,1.0,26.0,0.0,76.92,0.0,3.85,26.47,Balanced Defender
2022/2023,3837885,Paris Saint-Germain,Marco Verratti,0.0,1.0,25.0,0.0,2.0,6.0,1.0,0.0,3.0,18.0,17.0,3.0,1.0,26.0,0.0,96.15,3.85,3.85,7.89,Balanced Defender
2023,3922237,Namibia,Riaan Hanamub,0.0,1.0,25.0,0.0,4.0,3.0,1.0,1.0,4.0,19.0,12.0,7.0,2.0,26.0,25.0,96.15,3.85,7.69,18.42,Balanced Defender
2022/2023,3837695,Nantes,Andrei Girotto,0.0,5.0,13.0,8.0,6.0,5.0,1.0,0.0,7.0,34.0,8.0,3.0,0.0,26.0,0.0,50.0,19.23,0.0,6.67,Protector
2023,3922238,Nigeria,Frank Onyeka,0.0,3.0,23.0,0.0,0.0,4.0,2.0,2.0,5.0,15.0,15.0,7.0,2.0,26.0,40.0,88.46,11.54,7.69,18.92,Balanced Defender
2022/2023,3837680,AS Monaco,Mohamed Camara,0.0,2.0,23.0,1.0,0.0,4.0,6.0,1.0,4.0,10.0,26.0,4.0,0.0,26.0,25.0,88.46,7.69,0.0,10.0,Balanced Defender
2022/2023,3837818,Paris Saint-Germain,Vitor Machado Ferreira,0.0,5.0,20.0,1.0,1.0,7.0,0.0,0.0,3.0,9.0,23.0,5.0,2.0,26.0,0.0,76.92,19.23,7.69,13.51,Balanced Defender
2022/2023,3837818,Paris Saint-Germain,Hugo Ekitike,0.0,0.0,22.0,4.0,1.0,3.0,1.0,0.0,3.0,1.0,15.0,18.0,2.0,26.0,0.0,84.62,0.0,7.69,52.94,Balanced Defender
2023,3922658,South Africa,Aubrey Maphosa Modiba,0.0,1.0,20.0,5.0,6.0,9.0,2.0,1.0,7.0,36.0,9.0,5.0,3.0,26.0,14.29,76.92,3.85,11.54,10.0,Protector
2023,3877194,Inter Miami,Gregore de Magalhães Silva,0.0,1.0,22.0,3.0,0.0,2.0,2.0,0.0,0.0,12.0,11.0,7.0,1.0,26.0,,84.62,3.85,3.85,23.33,Balanced Defender
2023,3923880,Congo DR,Samuel Moutoussamy,0.0,1.0,25.0,0.0,2.0,6.0,3.0,0.0,1.0,18.0,13.0,7.0,1.0,26.0,0.0,96.15,3.85,3.85,18.42,Balanced Defender
2023,3920392,Mauritania,Omaré Gassama,0.0,3.0,20.0,3.0,1.0,6.0,2.0,0.0,4.0,22.0,15.0,2.0,1.0,26.0,0.0,76.92,11.54,3.85,5.13,Balanced Defender
2023,3920411,Cape Verde Islands,Kenny Rocha Santos,0.0,2.0,22.0,2.0,1.0,3.0,0.0,0.0,1.0,9.0,17.0,5.0,0.0,26.0,0.0,84.62,7.69,0.0,16.13,Balanced Defender
2023,3920412,Senegal,Habibou Mouhamadou Diallo,0.0,1.0,23.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,13.0,18.0,2.0,25.0,0.0,92.0,4.0,8.0,56.25,Balanced Defender
2023,3920416,South Africa,Themba Zwane,0.0,0.0,20.0,5.0,0.0,7.0,2.0,0.0,2.0,10.0,14.0,12.0,2.0,25.0,0.0,80.0,0.0,8.0,33.33,Balanced Defender
