season_name,match_id,team,player,total_pressures,counterpresses,pressure_regains,high_pressures,pressure_success_pct,minutes_played,pressures_per_90
2022/2023,3837747,Paris Saint-Germain,Vitor Machado Ferreira,9,4.0,2.0,3,22.22,93,8.71
2023,3920394,Tanzania,Tarryn Allarakhia,9,0.0,2.0,1,22.22,37,21.89
2023,3920396,Egypt,Omar Marmoush,9,3.0,1.0,6,11.11,89,9.1
2023,3920401,Guinea,Issiaga Sylla,9,0.0,3.0,0,33.33,96,8.44
2023,3920398,Côte d'Ivoire,Ousmane Diomande,9,0.0,2.0,0,22.22,98,8.27
2022/2023,3837706,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,9,5.0,1.0,4,11.11,93,8.71
2022/2023,3837785,Paris Saint-Germain,Danilo Luís Hélio Pereira,9,1.0,2.0,1,22.22,90,9.0
2023,3922321,Angola,Jonathan Buatu Mananga,9,1.0,4.0,1,44.44,96,8.44
2023,3920388,Gambia,Ali Sowe,9,4.0,0.0,4,0.0,63,12.86
2022/2023,3837902,Stade Brestois,Lilian Brassier,9,1.0,5.0,0,55.56,85,9.53
2023,3920389,Cameroon,Darlin Zidane Yongwa Ngameni,9,4.0,5.0,4,55.56,95,8.53
2023,3920385,Mozambique,Edmilson Gabriel Dove,9,1.0,2.0,0,22.22,98,8.27
2023,3920392,Mauritania,Yacoub Aly Abeid,9,1.0,4.0,0,44.44,97,8.35
2023,3920410,Ghana,André Ayew Pelé,9,2.0,2.0,4,22.22,50,16.2
2023,3920415,Algeria,Houssem Aouar,9,2.0,5.0,3,55.56,47,17.23
2023,3920392,Burkina Faso,Issa Kabore,9,2.0,3.0,3,33.33,98,8.27
2022/2023,3837662,Paris Saint-Germain,Nuno Mendes,9,1.0,2.0,1,22.22,60,13.5
2023,3920393,Tunisia,Mohamed Ali Ben Romdhane,9,2.0,3.0,1,33.33,48,16.88
2022/2023,3837918,Paris Saint-Germain,El Chadaille Bitshiabu,9,0.0,3.0,0,33.33,94,8.62
2022/2023,3837859,Paris Saint-Germain,Warren Zaire Emery,9,2.0,2.0,3,22.22,14,57.86
2023,3922837,Nigeria,Alex Iwobi,9,2.0,0.0,0,0.0,62,13.06
2023,3920418,Tanzania,Lusajo Mwaikenda,9,2.0,2.0,1,22.22,91,8.9
2023,3922838,Congo DR,Yoane Wissa,9,2.0,4.0,4,44.44,68,11.91
2022/2023,3837987,Paris Saint-Germain,Marcos Aoás Corrêa,9,1.0,1.0,1,11.11,89,9.1
2023,3922356,Guinea,Mouctar Diakhaby,9,2.0,4.0,0,44.44,94,8.62
2023,3922838,Congo DR,Chancel Mbemba Mangulu,9,2.0,5.0,0,55.56,93,8.71
2023,3922237,Namibia,Uetuuru Kambato,9,0.0,1.0,3,11.11,24,33.75
2023,3922244,Mali,Hamari Traoré,9,2.0,3.0,1,33.33,99,8.18
2023,3922356,Congo DR,Charles Pickel,9,1.0,2.0,4,22.22,89,9.1
2022/2023,3837717,Lyon,Junior Castello Lukeba,9,3.0,2.0,2,22.22,87,9.31
2023,3920419,Morocco,Sofiane Boufal,9,6.0,2.0,5,22.22,67,12.09
2023,3920417,Mali,Yves Bissouma,9,5.0,2.0,1,22.22,93,8.71
2023,3923881,Nigeria,Victor James Osimhen,9,4.0,1.0,5,11.11,94,8.62
2023,3920414,Angola,Jacinto Muondo Dala,9,1.0,1.0,2,11.11,54,15.0
2023,3877060,Inter Miami,Jordi Alba Ramos,9,1.0,3.0,3,33.33,92,8.8
2023,3920414,Angola,Eddie Marcos Melo Afonso,9,1.0,2.0,1,22.22,94,8.62
2023,3920404,Mali,Hamari Traoré,9,0.0,5.0,0,55.56,97,8.35
2023,3920412,Guinea,Moriba Kourouma Kourouma,9,3.0,2.0,2,22.22,71,11.41
2022/2023,3837752,AC Ajaccio,Oumar Gonzalez,9,0.0,4.0,0,44.44,90,9.0
2022/2023,3837859,Paris Saint-Germain,Marcos Aoás Corrêa,9,1.0,1.0,0,11.11,92,8.8
2022/2023,3837987,AC Ajaccio,Clément Vidal,9,1.0,3.0,0,33.33,88,9.2
2023,3920409,Nigeria,Bright Osayi-Samuel,9,2.0,3.0,0,33.33,79,10.25
2022/2023,3837727,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,9,0.0,1.0,5,11.11,87,9.31
2022/2023,3838017,Clermont Foot,Vivaldo Borges dos Santos Neto,9,2.0,2.0,5,22.22,87,9.31
2023,3920389,Guinea,Mohamed Bayo,9,4.0,1.0,3,11.11,82,9.88
2023,3920399,Cape Verde Islands,Tiago Manuel Dias Correia,9,1.0,2.0,4,22.22,57,14.21
2022/2023,3837695,Paris Saint-Germain,Presnel Kimpembe,9,2.0,2.0,2,22.22,90,9.0
2023,3922241,Mauritania,Hemeya Tanjy,9,1.0,3.0,1,33.33,65,12.46
2023,3920400,Cameroon,Nicolas Moumi Ngamaleu,9,2.0,2.0,3,22.22,73,11.1
2023,3922240,Egypt,Ahmed Elsayed Ali Elsayed Hegazy,9,1.0,2.0,0,22.22,128,6.33
2023,3922237,Namibia,Ngero Kaanjuka Katua,9,3.0,3.0,1,33.33,59,13.73
2023,3920397,Guinea-Bissau,Marciano Sanca Tchami,9,1.0,3.0,5,33.33,32,25.31
2023,3922659,Mali,Boubacar Traore,9,4.0,4.0,3,44.44,36,22.5
2022/2023,3837998,Paris Saint-Germain,Hugo Ekitike,9,1.0,1.0,6,11.11,51,15.88
2023,3923880,South Africa,Mihlali Samson Mayambela,9,3.0,2.0,2,22.22,86,9.42
2022/2023,3837963,Lorient,Cheikh Ahmadou Bamba Mbacke Dieng,9,2.0,1.0,1,11.11,26,31.15
2022/2023,3837771,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,9,3.0,1.0,8,11.11,90,9.0
2023,3920412,Guinea,Naby Deco Keïta,9,1.0,0.0,1,0.0,61,13.28
2022/2023,3838004,Paris Saint-Germain,Juan Bernat Velasco,9,2.0,4.0,2,44.44,90,9.0
2023,3922237,Angola,Kialonda Gaspar,9,1.0,3.0,0,33.33,92,8.8
2022/2023,3838017,Clermont Foot,Alidu Seidu,9,3.0,1.0,1,11.11,86,9.42
2023,3920385,Mozambique,Clésio Bauque,9,2.0,2.0,1,22.22,55,14.73
2022/2023,3837963,Paris Saint-Germain,Nuno Mendes,9,1.0,2.0,5,22.22,39,20.77
2023,3920399,Cape Verde Islands,Roberto Lopes,9,0.0,5.0,0,55.56,88,9.2
2023,3920412,Guinea,Issiaga Sylla,9,1.0,4.0,1,44.44,91,8.9
2023,3920388,Gambia,Saidy Janko,9,3.0,4.0,2,44.44,94,8.62
2022/2023,3838017,Clermont Foot,Yohann Magnin,9,0.0,0.0,0,0.0,24,33.75
2022/2023,3837938,OGC Nice,Bilal Brahimi,9,1.0,1.0,2,11.11,25,32.4
2022/2023,3837998,Paris Saint-Germain,Sergio Ramos García,9,3.0,4.0,0,44.44,94,8.62
2023,3920386,Nigeria,Temitayo Olufisayo Olaoluwa Aina,9,5.0,2.0,2,22.22,81,10.0
2022/2023,3837706,Paris Saint-Germain,Kylian Mbappé Lottin,9,3.0,1.0,7,11.11,77,10.52
2023,3920395,Zambia,Roderick Kabwe,9,1.0,3.0,0,33.33,95,8.53
2022/2023,3837998,Paris Saint-Germain,Vitor Machado Ferreira,9,3.0,2.0,3,22.22,41,19.76
2023,3920395,Congo DR,Gedeon Kalulu Kyatengwa,9,3.0,2.0,2,22.22,93,8.71
2023,3877072,Nashville SC,Luke Haakenson,9,1.0,1.0,1,11.11,28,28.93
2023,3920384,Guinea-Bissau,Fali Candé,9,0.0,3.0,0,33.33,90,9.0
2023,3920384,Guinea-Bissau,Franculino Gluda Djú,9,2.0,0.0,6,0.0,24,33.75
2023,3922321,Nigeria,Alex Iwobi,9,4.0,3.0,1,33.33,79,10.25
2022/2023,3837785,Auxerre,M''Baye Babacar Niang,9,3.0,1.0,1,11.11,57,14.21
2023,3877194,Inter Miami,Noah Allen,9,3.0,1.0,1,11.11,66,12.27
2022/2023,3837896,Nantes,Marcus Coco,9,2.0,1.0,2,11.11,15,54.0
2022/2023,3837683,Toulouse,Rasmus Nicolaisen,9,1.0,6.0,0,66.67,47,17.23
2023,3877170,Inter Miami,Tomás Agustín Avilés Mancilla,9,2.0,3.0,0,33.33,54,15.0
2023,3922838,Côte d'Ivoire,Wilfried Stephane Singo,9,3.0,3.0,3,33.33,94,8.62
2023,3877090,LAFC,Carlos Alberto Vela Garrido,9,0.0,1.0,5,11.11,92,8.8
2023,3922242,Senegal,Iliman Ndiaye,9,3.0,0.0,1,0.0,24,33.75
2023,3877072,Inter Miami,Lionel Andrés Messi Cuccittini,9,2.0,3.0,8,33.33,96,8.44
2023,3922838,Côte d'Ivoire,Simon Adingra,9,3.0,1.0,4,11.11,79,10.25
2023,3922242,Côte d'Ivoire,Franck Yannick Kessié,9,3.0,1.0,0,11.11,57,14.21
2022/2023,3837680,AS Monaco,Axel Disasi,9,0.0,2.0,3,22.22,95,8.53
2023,3922658,South Africa,Mihlali Samson Mayambela,9,0.0,1.0,8,11.11,35,23.14
2023,3877170,Cincinnati,Sergio Henrique Santos Gomes,9,3.0,3.0,2,33.33,41,19.76
2022/2023,3837918,Paris Saint-Germain,Juan Bernat Velasco,9,0.0,2.0,0,22.22,55,14.73
2022/2023,3837683,Paris Saint-Germain,Marco Verratti,9,2.0,6.0,1,66.67,67,12.09
2022/2023,3837987,AC Ajaccio,Ivane Chegra,9,3.0,2.0,3,22.22,24,33.75
2023,3920388,Gambia,Hamza Barry,9,0.0,3.0,0,33.33,29,27.93
2023,3920397,Equatorial Guinea,Emilio Nsue López,9,1.0,2.0,5,22.22,83,9.76
2022/2023,3837885,Paris Saint-Germain,Kylian Mbappé Lottin,9,1.0,1.0,5,11.11,91,8.9
2022/2023,3837859,Paris Saint-Germain,El Chadaille Bitshiabu,9,1.0,2.0,0,22.22,79,10.25
2023,3920389,Cameroon,Jules Olivier Ntcham,9,1.0,1.0,2,11.11,92,8.8
2023,3877090,Inter Miami,Serhiy Kryvtsov,9,2.0,4.0,0,44.44,91,8.9
2023,3877090,LAFC,Timothy Tillman,9,3.0,2.0,1,22.22,50,16.2
2022/2023,3838017,Paris Saint-Germain,Vitor Machado Ferreira,9,4.0,3.0,1,33.33,57,14.21
2023,3920412,Senegal,Krépin Diatta,9,2.0,2.0,2,22.22,94,8.62
2023,3922356,Guinea,Issiaga Sylla,9,1.0,1.0,1,11.11,91,8.9
2023,3920393,Tunisia,Ali Maâloul,9,3.0,2.0,3,22.22,95,8.53
2023,3922240,Congo DR,Cédric Bakambu,9,0.0,0.0,0,0.0,62,13.06
2023,3920384,Côte d'Ivoire,Jean-Philippe Krasso,9,1.0,1.0,5,11.11,60,13.5
2023,3920393,Tunisia,Aïssa Bilal Laïdouni,9,1.0,4.0,1,44.44,50,16.2
2023,3920409,Nigeria,Kenneth Josiah Omeruo,9,0.0,4.0,0,44.44,91,8.9
2022/2023,3837752,AC Ajaccio,Cédric Avinel,9,1.0,3.0,0,33.33,91,8.9
2023,3920409,Guinea-Bissau,Edgar Miguel Ié,9,2.0,3.0,0,33.33,94,8.62
2022/2023,3837827,Paris Saint-Germain,Marcos Aoás Corrêa,9,2.0,1.0,3,11.11,96,8.44
2022/2023,3837844,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,9,4.0,5.0,6,55.56,92,8.8
2023,3923880,Congo DR,Théo Bongonda Mbul''Ofeko Batombo,9,0.0,2.0,3,22.22,30,27.0
2023,3920418,Tanzania,Simon Happygod Msuva,9,1.0,0.0,2,0.0,85,9.53
2023,3920390,Algeria,Ramiz Larbi Zerrouki,9,2.0,6.0,0,66.67,23,35.22
2022/2023,3837747,Paris Saint-Germain,Nordi Mukiele Mulere,9,1.0,3.0,2,33.33,69,11.74
2023,3922237,Angola,Manuel Keliano,8,2.0,1.0,1,12.5,25,28.8
2023,3920394,Tanzania,Haji Mnoga,8,1.0,1.0,2,12.5,88,8.18
2022/2023,3837752,AC Ajaccio,Mohamed Youssouf,8,1.0,3.0,2,37.5,90,8.0
2023,3922321,Angola,Kialonda Gaspar,8,0.0,5.0,0,62.5,96,7.5
2023,3922238,Cameroon,Georges-Kévin Nkoudou Mbida,8,4.0,2.0,4,25.0,95,7.58
2023,3922838,Congo DR,Silas Katompa Mvumpa,8,4.0,0.0,6,0.0,16,45.0
2023,3922356,Guinea,Amadou Diawara,8,3.0,2.0,0,25.0,68,10.59
2023,3920411,Egypt,Ahmed Sayed,8,1.0,0.0,2,0.0,73,9.86
2023,3920386,Nigeria,William Troost-Ekong,8,1.0,1.0,0,12.5,94,7.66
2023,3920389,Cameroon,Harold Moukoudi,8,0.0,3.0,1,37.5,95,7.58
2022/2023,3837747,Paris Saint-Germain,Kylian Mbappé Lottin,8,2.0,1.0,5,12.5,91,7.91
2022/2023,3837928,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,8,3.0,3.0,6,37.5,93,7.74
2022/2023,3838017,Paris Saint-Germain,Sergio Ramos García,8,1.0,1.0,0,12.5,89,8.09
2023,3922838,Congo DR,Simon Bokote Banza,8,2.0,1.0,4,12.5,23,31.3
2023,3920392,Burkina Faso,Mamady Alex Bangré,8,2.0,2.0,5,25.0,48,15.0
2023,3920410,Ghana,Iddrisu Baba Mohammed,8,1.0,2.0,0,25.0,59,12.2
2022/2023,3837706,Paris Saint-Germain,Juan Bernat Velasco,8,2.0,1.0,2,12.5,77,9.35
2022/2023,3838017,Paris Saint-Germain,El Chadaille Bitshiabu,8,1.0,1.0,1,12.5,80,9.0
2023,3920388,Gambia,Muhammed Badamosi,8,0.0,0.0,1,0.0,24,30.0
2022/2023,3837998,Auxerre,Nuno Miguel da Costa Jóia,8,3.0,2.0,4,25.0,84,8.57
2023,3920417,Namibia,Deon Hotto Kavendji,8,2.0,3.0,2,37.5,91,7.91
2023,3920387,Cape Verde Islands,Garry Mendes Rodrigues,8,1.0,2.0,1,25.0,28,25.71
2023,3922240,Egypt,Mahmoud Hamada,8,2.0,4.0,0,50.0,49,14.69
2023,3920405,Morocco,Selim Amallah,8,0.0,2.0,1,25.0,53,13.58
2022/2023,3837706,Stade Brestois,Hugo Magnetti,8,2.0,1.0,1,12.5,32,22.5
2023,3920399,Mozambique,Domingos João Macandza,8,2.0,2.0,3,25.0,77,9.35
2023,3920415,Algeria,Youcef Atal,8,2.0,2.0,1,25.0,79,9.11
2023,3920414,Angola,Felicio Mendes Joao Milson,8,2.0,2.0,4,25.0,17,42.35
2023,3922243,South Africa,Themba Zwane,8,3.0,0.0,1,0.0,68,10.59
2023,3877072,Inter Miami,Robert Taylor,8,3.0,1.0,4,12.5,69,10.43
2023,3922659,Mali,Sikou Niakate,8,1.0,3.0,1,37.5,124,5.81
2023,3922238,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,8,1.0,3.0,0,37.5,95,7.58
2023,3923880,South Africa,Nkosinathi Sibisi,8,2.0,3.0,0,37.5,122,5.9
2023,3923880,South Africa,Teboho Mokoena,8,1.0,2.0,1,25.0,119,6.05
2023,3920408,Equatorial Guinea,Pablo Ganet Cómitre,8,1.0,2.0,0,25.0,71,10.14
2023,3920412,Guinea,Saidou Sow,8,4.0,4.0,0,50.0,94,7.66
2023,3920412,Guinea,Antoine Conte,8,2.0,3.0,0,37.5,62,11.61
2023,3920395,Zambia,Frankie Musonda,8,0.0,2.0,0,25.0,91,7.91
2023,3922837,South Africa,Themba Zwane,8,1.0,2.0,2,25.0,75,9.6
2022/2023,3838004,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,8,3.0,2.0,3,25.0,91,7.91
2023,3920387,Cape Verde Islands,João Paulo Moreira Fernandes,8,1.0,1.0,0,12.5,96,7.5
2023,3922838,Congo DR,Charles Pickel,8,3.0,0.0,1,0.0,67,10.75
2022/2023,3837785,Paris Saint-Germain,Kylian Mbappé Lottin,8,2.0,1.0,7,12.5,90,8.0
2022/2023,3837859,Toulouse,Thijs Dallinga,8,1.0,0.0,8,0.0,30,24.0
2022/2023,3837747,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,8,3.0,3.0,5,37.5,79,9.11
2023,3920417,Mali,Hamari Traoré,8,1.0,3.0,2,37.5,93,7.74
2022/2023,3837902,Stade Brestois,Jérémy Le Douaron,8,2.0,1.0,1,12.5,24,30.0
2022/2023,3837717,Paris Saint-Germain,Nuno Mendes,8,2.0,3.0,4,37.5,94,7.66
2022/2023,3837695,Paris Saint-Germain,Nuno Mendes,8,1.0,4.0,0,50.0,45,16.0
2023,3920389,Cameroon,Karl Brillant Toko Ekambi,8,1.0,4.0,7,50.0,91,7.91
2023,3922658,Cape Verde Islands,Laros Duarte,8,1.0,4.0,2,50.0,36,20.0
2023,3920408,Côte d'Ivoire,Wilfried Stephane Singo,8,2.0,0.0,2,0.0,96,7.5
2023,3920407,Namibia,Kennedy Amutenya,8,1.0,3.0,0,37.5,92,7.83
2022/2023,3837954,Angers,Abdallah Dipo Sima,8,0.0,1.0,2,12.5,19,37.89
2022/2023,3837928,Paris Saint-Germain,Warren Zaire Emery,8,1.0,0.0,0,0.0,20,36.0
2023,3920395,Congo DR,Henoc Inonga Baka,8,1.0,4.0,0,50.0,94,7.66
2022/2023,3837998,Paris Saint-Germain,Juan Bernat Velasco,8,0.0,3.0,2,37.5,90,8.0
2023,3920387,Ghana,Ernest Appiah Nuamah,8,1.0,2.0,3,25.0,35,20.57
2022/2023,3837987,AC Ajaccio,Cédric Avinel,8,0.0,0.0,0,0.0,83,8.67
2022/2023,3837827,Rennes,Hamari Traoré,8,3.0,0.0,2,0.0,92,7.83
2023,3920388,Senegal,Pape Gueye,8,5.0,1.0,3,12.5,77,9.35
2023,3922244,Mali,Sikou Niakate,8,1.0,2.0,1,25.0,98,7.35
2022/2023,3837844,Paris Saint-Germain,Nuno Mendes,8,1.0,5.0,1,62.5,69,10.43
2023,3920405,Morocco,Azzedine Ounahi,8,4.0,3.0,2,37.5,79,9.11
2023,3920415,Mauritania,Bakari Camara,8,0.0,1.0,1,12.5,20,36.0
2023,3920413,Gambia,Musa Barrow,8,1.0,1.0,2,12.5,98,7.35
2023,3922239,Guinea,Issiaga Sylla,8,0.0,3.0,1,37.5,95,7.58
2022/2023,3837947,Paris Saint-Germain,Danilo Luís Hélio Pereira,8,1.0,0.0,0,0.0,92,7.83
2022/2023,3837680,AS Monaco,Kevin Volland,8,1.0,2.0,6,25.0,24,30.0
2022/2023,3837695,Paris Saint-Germain,Juan Bernat Velasco,8,4.0,2.0,5,25.0,47,15.32
2023,3877115,Toronto FC,Lorenzo Insigne,8,2.0,2.0,2,25.0,90,8.0
2022/2023,3837885,Paris Saint-Germain,Sergio Ramos García,8,0.0,3.0,0,37.5,85,8.47
2022/2023,3838017,Clermont Foot,Mateusz Wieteska,8,0.0,2.0,0,25.0,92,7.83
2023,3920400,Cameroon,Jean-Charles Castelletto,8,1.0,4.0,0,50.0,95,7.58
2023,3920414,Angola,Joaquim Marcos Cunga Balanga,8,1.0,1.0,0,12.5,96,7.5
2022/2023,3837827,Rennes,Arthur Theate,8,3.0,2.0,1,25.0,90,8.0
2022/2023,3838004,Paris Saint-Germain,Sergio Ramos García,8,1.0,3.0,0,37.5,91,7.91
2023,3923880,South Africa,Aubrey Maphosa Modiba,8,0.0,3.0,0,37.5,123,5.85
2023,3877090,LAFC,Jesús David Murillo Largacha,8,2.0,3.0,0,37.5,43,16.74
2023,3920398,Nigeria,Moses Daddy-Ajala Simon,8,1.0,0.0,3,0.0,27,26.67
2022/2023,3837785,Auxerre,Gaëtan Perrin,8,2.0,2.0,6,25.0,33,21.82
2023,3920395,Congo DR,Gaël Kakuta,8,3.0,1.0,1,12.5,68,10.59
2023,3920418,Congo DR,Chancel Mbemba Mangulu,8,2.0,5.0,1,62.5,93,7.74
2023,3877072,Nashville SC,Randall Enrique Leal Arley,8,3.0,0.0,1,0.0,48,15.0
2023,3920384,Guinea-Bissau,Marcelo Amado Djaló Taritolay,8,1.0,5.0,0,62.5,88,8.18
2023,3922838,Congo DR,Fiston Kalala Mayele,8,2.0,2.0,6,25.0,23,31.3
2023,3923881,Nigeria,Alex Iwobi,8,1.0,1.0,0,12.5,78,9.23
2023,3920406,Tanzania,Mudathiri Yahya,8,1.0,1.0,3,12.5,27,26.67
2023,3922321,Angola,Jacinto Muondo Dala,8,2.0,2.0,3,25.0,83,8.67
2023,3877072,Inter Miami,Kamal Miller,8,4.0,4.0,1,50.0,93,7.74
2022/2023,3837902,Paris Saint-Germain,Kylian Mbappé Lottin,8,4.0,2.0,4,25.0,94,7.66
2023,3877194,Charlotte,Kerwin Calderón Vargas,8,1.0,1.0,1,12.5,66,10.91
2023,3920412,Senegal,Kalidou Koulibaly,8,2.0,2.0,0,25.0,95,7.58
2022/2023,3837747,Marseille,Samuel Gigot,8,2.0,1.0,0,12.5,26,27.69
2023,3920404,Tunisia,Wajdi Kechrida,8,1.0,5.0,1,62.5,96,7.5
2022/2023,3837963,Paris Saint-Germain,Achraf Hakimi Mouh,8,2.0,2.0,2,25.0,19,37.89
2023,3920404,Tunisia,Yassine Meriah,8,1.0,3.0,0,37.5,96,7.5
2023,3920406,Zambia,Fashion Sakala,8,3.0,1.0,2,12.5,74,9.73
2023,3920397,Guinea-Bissau,Mauro Daniel Rodrigues Teixeira,8,1.0,2.0,3,25.0,75,9.6
2023,3920391,Mali,Boubakar Kouyate,8,1.0,2.0,0,25.0,94,7.66
2022/2023,3837859,Paris Saint-Germain,Danilo Luís Hélio Pereira,8,1.0,4.0,1,50.0,90,8.0
2023,3922659,Côte d'Ivoire,Wilfried Stephane Singo,8,4.0,5.0,2,62.5,73,9.86
2022/2023,3837954,Angers,Sada Thioub,8,0.0,2.0,4,25.0,23,31.3
2023,3920393,Namibia,Lubeni Haukongo,8,2.0,2.0,0,25.0,95,7.58
2023,3922837,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,8,1.0,5.0,2,62.5,115,6.26
2023,3877090,LAFC,Diego José Palacios Espinoza,8,1.0,1.0,2,12.5,32,22.5
2022/2023,3837747,Marseille,Jonathan Clauss,8,1.0,0.0,5,0.0,92,7.83
2022/2023,3837918,Rennes,Christopher Wooh,8,1.0,2.0,0,25.0,92,7.83
2022/2023,3837938,OGC Nice,Gaëtan Laborde,8,1.0,1.0,5,12.5,12,60.0
2023,3920393,Tunisia,Yassine Meriah,8,2.0,4.0,0,50.0,94,7.66
2022/2023,3837918,Rennes,Djed Spence,8,1.0,2.0,4,25.0,72,10.0
2023,3877072,Inter Miami,Benjamin Cremaschi,8,2.0,6.0,1,75.0,26,27.69
2023,3920412,Senegal,Idrissa Gana Gueye,8,2.0,3.0,0,37.5,20,36.0
2023,3920405,Morocco,Amine Adli,8,1.0,2.0,1,25.0,23,31.3
2022/2023,3837662,Paris Saint-Germain,Marcos Aoás Corrêa,8,2.0,5.0,1,62.5,87,8.28
2023,3922838,Côte d'Ivoire,Obite Evan Ndicka,8,2.0,3.0,0,37.5,93,7.74
2022/2023,3837859,Toulouse,Veljko Birmančević,8,2.0,3.0,5,37.5,12,60.0
2022/2023,3837662,Lille,Gabriel Gudmundsson,8,1.0,2.0,3,25.0,56,12.86
2023,3920395,Congo DR,Charles Pickel,8,0.0,1.0,1,12.5,93,7.74
2022/2023,3837680,AS Monaco,Jean Lucas de Souza Oliveira,8,3.0,1.0,1,12.5,18,40.0
2022/2023,3837680,AS Monaco,Benoît Badiashile Mukinayi,8,0.0,1.0,0,12.5,93,7.74
2022/2023,3837706,Paris Saint-Germain,Sergio Ramos García,8,0.0,1.0,1,12.5,94,7.66
2022/2023,3837954,Paris Saint-Germain,Juan Bernat Velasco,8,0.0,3.0,0,37.5,88,8.18
2023,3920416,Tunisia,Youssef Msakni,8,3.0,1.0,0,12.5,35,20.57
2022/2023,3837839,Paris Saint-Germain,Juan Bernat Velasco,8,2.0,2.0,2,25.0,92,7.83
2023,3920404,Mali,Boubakar Kouyate,8,3.0,3.0,0,37.5,92,7.83
2022/2023,3837659,Montpellier,Joris Chotard,8,4.0,2.0,0,25.0,79,9.11
2023,3920405,Congo DR,Gaël Kakuta,8,2.0,1.0,2,12.5,55,13.09
2022/2023,3837650,Paris Saint-Germain,Achraf Hakimi Mouh,8,4.0,1.0,5,12.5,89,8.09
2022/2023,3837876,Paris Saint-Germain,Warren Zaire Emery,8,0.0,2.0,2,25.0,17,42.35
2023,3920386,Equatorial Guinea,José Ndong Machín Dicombo,8,0.0,1.0,2,12.5,80,9.0
2023,3920407,South Africa,Khuliso Johnson Mudau,8,4.0,4.0,0,50.0,94,7.66
2023,3922239,Equatorial Guinea,Federico Bikoro Akieme Nchama,8,1.0,1.0,3,12.5,54,13.33
2022/2023,3837771,Troyes,Yoann Salmier,8,1.0,2.0,0,25.0,90,8.0
2023,3920402,Algeria,Mohamed Youcef Belaïli,8,1.0,3.0,3,37.5,73,9.86
2022/2023,3837818,Angers,Sofiane Boufal,8,0.0,1.0,2,12.5,31,23.23
2023,3923881,Nigeria,Temitayo Olufisayo Olaoluwa Aina,8,2.0,3.0,1,37.5,95,7.58
2023,3877115,Toronto FC,Charles Kwabena Sapong,8,1.0,0.0,4,0.0,18,40.0
2023,3920388,Gambia,Alasana Manneh,8,2.0,2.0,0,25.0,65,11.08
2023,3920398,Nigeria,Victor James Osimhen,8,2.0,1.0,4,12.5,87,8.28
2023,3920407,Namibia,Ngero Kaanjuka Katua,8,1.0,2.0,0,25.0,48,15.0
2023,3922238,Cameroon,Oumar Gonzalez,8,1.0,6.0,0,75.0,77,9.35
2023,3922321,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,8,1.0,6.0,1,75.0,97,7.42
2023,3920390,Algeria,Riyad Mahrez,8,1.0,3.0,2,37.5,97,7.42
2023,3922838,Congo DR,Aaron Tshibola,8,2.0,2.0,1,25.0,25,28.8
2023,3877072,Nashville SC,Daniel Lovitz,8,1.0,2.0,0,25.0,95,7.58
2022/2023,3837928,Paris Saint-Germain,Kylian Mbappé Lottin,8,0.0,3.0,5,37.5,92,7.83
2023,3877194,Charlotte,Brecht Dejaegere,8,1.0,2.0,1,25.0,26,27.69
2022/2023,3837695,Paris Saint-Germain,Achraf Hakimi Mouh,8,1.0,3.0,0,37.5,91,7.91
2023,3920407,South Africa,Gomolemo Grant Kekana,8,0.0,0.0,0,0.0,92,7.83
2022/2023,3838017,Clermont Foot,Jim Allevinah,8,0.0,5.0,2,62.5,47,15.32
2023,3920409,Guinea-Bissau,Opa Sangante,8,0.0,3.0,0,37.5,95,7.58
2023,3922242,Senegal,Abdou Diallo,8,0.0,3.0,0,37.5,117,6.15
2023,3923880,South Africa,Evidence Makgopa,8,1.0,1.0,6,12.5,57,12.63
2022/2023,3837839,Stade de Reims,Azor Matusiwa,8,0.0,1.0,1,12.5,91,7.91
2022/2023,3837747,Marseille,Issa Kabore,8,3.0,2.0,3,25.0,24,30.0
2023,3920390,Algeria,Mohamed Youcef Belaïli,8,1.0,4.0,1,50.0,66,10.91
2023,3920415,Algeria,Hichem Boudaoui,8,1.0,2.0,1,25.0,61,11.8
2023,3920405,Morocco,Mohamed Chibi,8,4.0,4.0,1,50.0,98,7.35
2023,3920386,Equatorial Guinea,Emilio Nsue López,7,2.0,1.0,5,14.29,91,6.92
2023,3922838,Côte d'Ivoire,Ibrahim Sangaré,7,2.0,2.0,1,28.57,32,19.69
2022/2023,3837785,Auxerre,Julian Jeanvier,7,1.0,2.0,0,28.57,86,7.33
2023,3920394,Morocco,Azzedine Ounahi,7,3.0,2.0,5,28.57,80,7.88
2023,3922838,Côte d'Ivoire,Jean Thierry Lazare Amani,7,2.0,1.0,1,14.29,28,22.5
2023,3877072,Inter Miami,DeAndre Yedlin,7,3.0,1.0,2,14.29,96,6.56
