match_id,team,possession_pct,total_xg,epr,style
3939988,Ecuador,41.27,0.3058492601849139,134.94,Patient Build-up
3939989,Bolivia,51.17,0.7878645844757557,64.95,Patient Build-up
3939989,Panama,48.83,1.3405597037635744,36.43,Balanced
3939990,United States,51.71,0.47099695168435574,109.79,Patient Build-up
3939990,Uruguay,48.29,1.2715211398899555,37.98,Balanced
3939991,Colombia,50.11,1.5030030040070415,33.34,Balanced
3939991,Brazil,49.89,0.3058176189661026,163.14,Patient Build-up
3939992,Paraguay,65.18,1.4400627091526985,45.26,Patient Build-up
3939992,Costa Rica,34.82,0.2720545493066311,127.99,Patient Build-up
3940878,Italy,50.04,0.725657919421792,68.96,Patient Build-up
3940878,Switzerland,49.96,0.7823567595332861,63.86,Patient Build-up
3940983,Germany,54.76,2.226621286943555,24.59,Balanced
3940983,Denmark,45.24,1.073495352640748,42.14,Patient Build-up
3941017,England,62.91,1.58674050681293,39.65,Balanced
3941017,Slovakia,37.09,1.5478470986708999,23.96,Balanced
3941018,Spain,74.89,2.7647263882681727,27.09,Balanced
3941018,Georgia,25.11,0.11307764193043113,222.06,Patient Build-up
3941019,France,55.35,1.2620118986815214,43.86,Patient Build-up
3941019,Belgium,44.65,0.36321392422541976,122.93,Patient Build-up
3941020,Portugal,70.7,4.0716769327409565,17.36,Clinical/Direct
3941020,Slovenia,29.3,3.066036382690072,9.56,Clinical/Direct
3941021,Netherlands,63.74,2.6262365184084047,24.27,Balanced
3941021,Romania,36.26,0.2677010912448168,135.45,Patient Build-up
3941022,Austria,59.53,2.48789822217077,23.93,Balanced
3941022,Turkey,40.47,0.8825083770789206,45.86,Patient Build-up
3942226,Germany,51.94,1.62907456420362,31.88,Balanced
3942226,Spain,48.06,1.5340542253106833,31.33,Balanced
3942227,England,52.3,4.454541316255927,11.74,Clinical/Direct
3942227,Switzerland,47.7,4.335406575846719,11.0,Clinical/Direct
3942228,Argentina,50.5,4.7767379488796,10.57,Clinical/Direct
3942228,Ecuador,49.5,4.522527696564794,10.95,Clinical/Direct
3942229,Venezuela,55.63,5.623058584984392,9.89,Clinical/Direct
3942229,Canada,44.37,6.053594097495079,7.33,Clinical/Direct
