season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2023/2024,3895210,Franck Honorat,Borussia Mönchengladbach,2,0.127,0.063,6.0,136.0,0.084
2024,3938637,Piotr Zieliński,Poland,3,0.288,0.072,20.0,308.0,0.084
2023/2024,3895182,Danilo Teodoro Soares,Bochum,1,0.042,0.042,1.0,45.0,0.084
2024,3930176,Joshua Kimmich,Germany,6,0.587,0.084,25.0,630.0,0.084
2024,3930162,Žan Karničnik,Slovenia,3,0.344,0.086,5.0,368.0,0.084
2023/2024,3895220,Matej Maglica,Darmstadt 98,1,0.073,0.073,2.0,78.0,0.084
2024,3941020,Vitor Machado Ferreira,Portugal,5,0.347,0.058,16.0,372.0,0.084
2024,3942382,Denzel Dumfries,Netherlands,4,0.428,0.086,14.0,460.0,0.084
2024,3939976,Marcos Aoás Corrêa,Brazil,12,1.14,0.088,43.0,1222.0,0.084
2023/2024,3895292,Piero Martín Hincapié Reyna,Bayer Leverkusen,12,1.231,0.088,43.0,1330.0,0.083
2024,3930164,Ivan Schranz,Slovakia,3,0.212,0.071,7.0,231.0,0.083
2024,3942228,Moisés Isaac Caicedo Corozo,Ecuador,3,0.267,0.089,4.0,288.0,0.083
2024,3940983,Kasper Schmeichel,Denmark,4,0.336,0.084,10.0,364.0,0.083
2024,3941018,Rodrigo Hernández Cascante,Spain,18,1.856,0.084,123.0,2024.0,0.083
2023/2024,3895302,Jonathan Tah,Bayer Leverkusen,6,0.488,0.081,21.0,528.0,0.083
2024,3942227,Granit Xhaka,Switzerland,10,1.201,0.109,81.0,1298.0,0.083
2023/2024,3895244,Jeremie Frimpong,Bayer Leverkusen,5,0.485,0.081,21.0,528.0,0.083
2023/2024,3895153,Lukáš Hrádecký,Bayer Leverkusen,2,0.161,0.081,3.0,174.0,0.083
2024,3943077,Enzo Fernandez,Argentina,3,0.264,0.088,11.0,288.0,0.083
2023/2024,3895244,Amine Adli,Bayer Leverkusen,6,0.481,0.08,19.0,522.0,0.083
2023/2024,3895302,Marvin Ducksch,Werder Bremen,1,0.082,0.082,4.0,89.0,0.083
2024,3930167,Thomas Strakosha,Albania,4,0.445,0.089,9.0,485.0,0.083
2024,3939976,Danilo Luiz da Silva,Brazil,12,1.227,0.088,50.0,1330.0,0.083
2024,3930175,Jan Vertonghen,Belgium,5,0.411,0.082,16.0,445.0,0.083
2024,3939980,Damion Lowe,Jamaica,1,0.042,0.042,2.0,45.0,0.083
2023/2024,3895340,Robert Andrich,Bayer Leverkusen,10,0.909,0.083,43.0,990.0,0.083
2024,3930172,Robin Aime Robert Le Normand,Spain,10,0.835,0.084,24.0,910.0,0.083
2024,3939972,Ray Kendry Páez Andrade,Ecuador,2,0.142,0.071,2.0,154.0,0.083
2024,3930161,Nicolò Barella,Italy,9,0.826,0.083,54.0,900.0,0.083
2024,3939980,John Yeboah Zamora,Ecuador,4,0.229,0.057,10.0,248.0,0.083
2024,3939989,José Ángel Córdoba Chambers,Panama,4,0.339,0.085,13.0,372.0,0.082
2024,3940983,Pierre-Emile Højbjerg,Denmark,5,0.428,0.086,21.0,470.0,0.082
2024,3942785,Jonathan David,Canada,2,0.115,0.058,4.0,126.0,0.082
2024,3930169,Granit Xhaka,Switzerland,4,0.336,0.084,15.0,368.0,0.082
2024,3939969,Moise Bombito,Canada,2,0.168,0.084,3.0,184.0,0.082
2024,3939981,Adalberto Eliécer Carrasquilla Alcázar,Panama,4,0.395,0.079,19.0,435.0,0.082
2024,3942752,N'Golo Kanté,France,2,0.112,0.056,3.0,122.0,0.082
2023/2024,3895220,Piero Martín Hincapié Reyna,Bayer Leverkusen,9,0.77,0.086,52.0,846.0,0.082
2024,3938637,Taras Wiktorowicz Romanczuk,Poland,1,0.044,0.044,2.0,48.0,0.082
2024,3930176,Toni Kroos,Germany,11,1.018,0.085,38.0,1116.0,0.082
2024,3939977,Claudio Andrés Bravo Muñoz,Chile,1,0.083,0.083,2.0,91.0,0.082
2024,3939977,Alexis Mac Allister,Argentina,7,0.602,0.086,23.0,658.0,0.082
2024,3942227,Manuel Obafemi Akanji,Switzerland,9,1.088,0.109,54.0,1200.0,0.082
2024,3938637,Nicola Zalewski,Poland,3,0.344,0.086,16.0,376.0,0.082
2024,3939971,Luis Gerardo Chávez Magallón,Mexico,6,0.414,0.069,14.0,456.0,0.082
2023/2024,3895309,Josip Stanišić,Bayer Leverkusen,4,0.346,0.087,12.0,380.0,0.082
2024,3943077,Lionel Andrés Messi Cuccittini,Argentina,3,0.179,0.06,7.0,195.0,0.082
2024,3930178,Nicolò Fagioli,Italy,1,0.014,0.014,2.0,15.0,0.082
2024,3930166,João Pedro Cavaco Cancelo,Portugal,8,0.814,0.081,47.0,890.0,0.082
2024,3942349,Cristiano Ronaldo dos Santos Aveiro,Portugal,2,0.216,0.108,4.0,240.0,0.081
2023/2024,3895220,Robert Andrich,Bayer Leverkusen,8,0.666,0.083,22.0,744.0,0.081
2023/2024,3895340,Nathan Tella,Bayer Leverkusen,7,0.562,0.07,19.0,624.0,0.081
2023/2024,3895258,Timo Hübers,FC Köln,1,0.083,0.083,1.0,92.0,0.081
2024,3942226,Álvaro Borja Morata Martín,Spain,3,0.214,0.071,6.0,237.0,0.081
2024,3942226,Lamine Yamal Nasraoui Ebana,Spain,3,0.167,0.056,13.0,186.0,0.081
2023/2024,3895348,Amine Adli,Bayer Leverkusen,3,0.166,0.055,13.0,186.0,0.081
2024,3942226,Robert Andrich,Germany,5,0.351,0.07,12.0,390.0,0.081
2023/2024,3895220,Granit Xhaka,Bayer Leverkusen,9,0.709,0.079,56.0,792.0,0.081
2024,3930164,Peter Pekarík,Slovakia,4,0.319,0.08,10.0,352.0,0.081
2024,3942226,José Ignacio Fernández Iglesias,Spain,4,0.269,0.067,16.0,300.0,0.081
2024,3942752,Rodrigo Hernández Cascante,Spain,4,0.333,0.083,16.0,372.0,0.081
2024,3939992,Víctor Gustavo Velázquez Ramos,Paraguay,4,0.261,0.065,8.0,288.0,0.081
2024,3941019,Adrien Rabiot,France,6,0.494,0.082,23.0,552.0,0.081
2023/2024,3895052,Benjamin Henrichs,RB Leipzig,4,0.514,0.086,17.0,570.0,0.081
2024,3942349,Diogo Meireles Costa,Portugal,4,0.556,0.111,7.0,620.0,0.081
2023/2024,3895266,Yannick Gerhardt,Wolfsburg,3,0.227,0.076,9.0,252.0,0.081
2023/2024,3895210,Nadiem Amiri,Bayer Leverkusen,6,0.473,0.059,40.0,528.0,0.081
2024,3939984,Luis Fernando Díaz Marulanda,Colombia,2,0.202,0.067,8.0,228.0,0.08
2023/2024,3895309,Julian Brandt,Borussia Dortmund,3,0.219,0.073,10.0,246.0,0.08
2024,3942382,Cody Mathès Gakpo,Netherlands,4,0.428,0.086,18.0,480.0,0.08
2024,3930163,Filip Kostić,Serbia,1,0.037,0.037,1.0,42.0,0.08
2024,3930182,Milos Veljkovic,Serbia,2,0.165,0.083,5.0,186.0,0.08
2024,3930175,Kevin De Bruyne,Belgium,6,0.575,0.082,14.0,651.0,0.08
2024,3942382,Abdülkerim Bardakcı,Turkey,4,0.409,0.082,11.0,460.0,0.08
2024,3930161,Federico Dimarco,Italy,7,0.582,0.073,19.0,656.0,0.08
2024,3939971,César Jasib Montes Castro,Mexico,7,0.58,0.083,24.0,651.0,0.08
2023/2024,3895210,Florian Wirtz,Bayer Leverkusen,9,0.899,0.082,42.0,1012.0,0.08
2023/2024,3895309,Edmond Fayçal Tapsoba,Bayer Leverkusen,4,0.336,0.084,16.0,376.0,0.08
2024,3939982,Mathías Olivera Miramontes,Uruguay,9,0.816,0.082,37.0,920.0,0.08
2024,3941017,Kobbie Mainoo,England,3,0.222,0.074,14.0,249.0,0.08
2024,3930183,Denis Vavro,Slovakia,4,0.442,0.074,22.0,498.0,0.08
2024,3941022,İsmail Yüksek,Turkey,1,0.051,0.051,2.0,57.0,0.08
2024,3939977,Darío Esteban Osorio Osorio,Chile,1,0.083,0.083,2.0,93.0,0.08
2024,3930172,Aymeric Laporte,Spain,11,0.92,0.084,37.0,1034.0,0.08
2024,3939982,Nahitan Michel Nández Acosta,Uruguay,8,0.733,0.081,37.0,837.0,0.079
2023/2024,3895153,Exequiel Alejandro Palacios,Bayer Leverkusen,9,0.719,0.08,31.0,819.0,0.079
2024,3939985,Alphonso Davies,Canada,4,0.328,0.082,19.0,372.0,0.079
2024,3930175,Timothy Castagne,Belgium,6,0.484,0.081,22.0,552.0,0.079
2023/2024,3895194,Jeffrey Gouweleeuw,Augsburg,2,0.162,0.081,8.0,184.0,0.079
2024,3938643,Sebastian Szymański,Poland,3,0.174,0.058,12.0,198.0,0.079
2024,3942752,Aymeric Laporte,Spain,5,0.407,0.081,19.0,465.0,0.079
2024,3930161,Jorge Luiz Frello Filho,Italy,10,0.912,0.083,56.0,1034.0,0.079
2024,3939969,Rodrigo Javier De Paul,Argentina,4,0.404,0.081,13.0,460.0,0.079
2023/2024,3895194,Felix Uduokhai,Augsburg,2,0.162,0.081,3.0,184.0,0.079
2023/2024,3895348,Tomáš Koubek,Augsburg,3,0.233,0.078,9.0,267.0,0.079
2023/2024,3895052,Timo Werner,RB Leipzig,1,0.107,0.053,4.0,122.0,0.079
2024,3930175,Nicușor Silviu Bancu,Romania,9,0.735,0.082,25.0,837.0,0.079
2024,3930183,Milan Škriniar,Slovakia,5,0.552,0.079,26.0,630.0,0.079
2024,3930159,András Schäfer,Hungary,1,0.084,0.084,5.0,96.0,0.079
2024,3942752,José Ignacio Fernández Iglesias,Spain,5,0.407,0.081,19.0,465.0,0.079
2023/2024,3895194,Kevin Mbabu,Augsburg,2,0.162,0.081,6.0,184.0,0.079
2023/2024,3895052,Exequiel Alejandro Palacios,Bayer Leverkusen,2,0.165,0.083,3.0,188.0,0.079
2023/2024,3895292,Diogo Filipe Monteiro Pinto Leite,Union Berlin,1,0.082,0.082,4.0,94.0,0.079
2024,3930177,Dominik Szoboszlai,Hungary,5,0.426,0.085,8.0,485.0,0.079
2024,3930173,N'Golo Kanté,France,4,0.323,0.081,12.0,368.0,0.079
2023/2024,3895194,Granit Xhaka,Bayer Leverkusen,10,0.817,0.082,54.0,930.0,0.079
2024,3942785,Alistair Johnston,Canada,3,0.242,0.081,4.0,276.0,0.079
2024,3930161,Mario Mitaj,Albania,2,0.162,0.081,3.0,186.0,0.078
2024,3930162,Erik Janža,Slovenia,3,0.236,0.079,9.0,273.0,0.078
2024,3942416,Christian Jesús Martinez,Panama,2,0.159,0.053,5.0,183.0,0.078
2024,3942227,Eberechi Eze,England,4,0.182,0.036,11.0,210.0,0.078
2023/2024,3895210,Piero Martín Hincapié Reyna,Bayer Leverkusen,16,1.539,0.081,78.0,1786.0,0.078
2024,3939991,Davinson Sánchez Mina,Colombia,2,0.16,0.08,8.0,184.0,0.078
2023/2024,3895113,Maximilian Arnold,Wolfsburg,6,0.725,0.081,33.0,837.0,0.078
2024,3943076,Jonathan Osorio,Canada,2,0.132,0.066,7.0,152.0,0.078
2024,3930158,Florian Wirtz,Germany,4,0.428,0.054,24.0,496.0,0.078
2024,3930184,Hakan Çalhanoğlu,Turkey,6,0.524,0.075,19.0,602.0,0.078
2024,3943077,Damián Emiliano Martínez,Argentina,3,0.323,0.108,5.0,372.0,0.078
2024,3930170,Andraž Šporar,Slovenia,2,0.238,0.079,5.0,276.0,0.078
2024,3941022,Abdülkerim Bardakcı,Turkey,2,0.159,0.079,5.0,184.0,0.078
2024,3939991,João Victor Gomes da Silva,Brazil,2,0.121,0.061,8.0,140.0,0.078
2024,3930169,Ricardo Iván Rodríguez Araya,Switzerland,6,0.485,0.081,21.0,558.0,0.078
2023/2024,3895180,Exequiel Alejandro Palacios,Bayer Leverkusen,5,0.356,0.071,23.0,410.0,0.078
2024,3943077,Nicolás Alejandro Tagliafico,Argentina,5,0.515,0.103,14.0,605.0,0.077
2024,3940878,Gianluca Mancini,Italy,7,0.614,0.077,27.0,720.0,0.077
2024,3930181,Jan Mlakar,Slovenia,1,0.069,0.069,2.0,81.0,0.077
2024,3941019,Antoine Griezmann,France,10,0.792,0.079,30.0,920.0,0.077
2024,3938643,Adrien Rabiot,France,7,0.403,0.05,28.0,472.0,0.077
2024,3940878,Nicolò Barella,Italy,2,0.107,0.053,5.0,124.0,0.077
2024,3930167,Josip Šutalo,Croatia,9,0.908,0.083,21.0,1067.0,0.077
2024,3939973,Manuel Ugarte Ribeiro,Uruguay,3,0.315,0.079,13.0,368.0,0.077
2024,3938639,Hakan Çalhanoğlu,Turkey,7,0.693,0.077,26.0,810.0,0.077
2023/2024,3895250,Lukáš Hrádecký,Bayer Leverkusen,5,0.391,0.078,8.0,455.0,0.077
2023/2024,3895060,Franck Honorat,Borussia Mönchengladbach,2,0.129,0.064,4.0,150.0,0.077
2024,3942226,Nicholas Williams Arthuer,Spain,5,0.339,0.068,17.0,395.0,0.077
2024,3939990,Giovanni Reyna,United States,1,0.076,0.076,1.0,89.0,0.077
2024,3939980,Willian Joel Pacho Tenorio,Ecuador,4,0.306,0.076,8.0,356.0,0.077
2024,3943043,Rodrigo Hernández Cascante,Spain,2,0.075,0.037,11.0,88.0,0.076
2024,3930182,Srđan Mijailović,Serbia,1,0.062,0.062,2.0,73.0,0.076
2024,3930176,Kai Havertz,Germany,5,0.472,0.079,16.0,558.0,0.076
2023/2024,3895258,Nathan Tella,Bayer Leverkusen,5,0.228,0.038,27.0,270.0,0.076
2024,3938644,João Maria Lobo Alves Palhinha Gonçalves,Portugal,3,0.155,0.039,11.0,184.0,0.076
2023/2024,3895052,Janis Blaswich,RB Leipzig,4,0.397,0.079,11.0,470.0,0.076
2023/2024,3895244,Jonathan Tah,Bayer Leverkusen,5,0.476,0.079,18.0,564.0,0.076
2024,3939973,Federico Santiago Valverde Dipetta,Uruguay,6,0.71,0.071,14.0,840.0,0.076
2024,3939973,Matías Nicolás Viña Susperreguy,Uruguay,6,0.709,0.079,21.0,837.0,0.076
2024,3938641,Kamil Grosicki,Poland,1,0.014,0.014,1.0,17.0,0.076
2024,3930183,Denis Mihai Drăguş,Romania,1,0.112,0.056,8.0,132.0,0.076
2024,3930167,Nedim Bajrami,Albania,3,0.234,0.078,7.0,276.0,0.076
2024,3942229,Maxime Crépeau,Canada,3,0.314,0.105,5.0,372.0,0.076
2023/2024,3895292,Christopher Trimmel,Union Berlin,3,0.157,0.052,7.0,186.0,0.076
2023/2024,3895086,Tim Siersleben,FC Heidenheim,1,0.08,0.08,1.0,95.0,0.076
2024,3942226,İlkay Gündoğan,Germany,3,0.136,0.045,6.0,162.0,0.076
2023/2024,3895194,Josip Stanišić,Bayer Leverkusen,10,0.78,0.078,29.0,930.0,0.076
2024,3942229,Yordan Hernando Osorio Paredes,Venezuela,3,0.231,0.077,9.0,273.0,0.076
2024,3938644,Danilo Luís Hélio Pereira,Portugal,8,0.632,0.079,36.0,744.0,0.076
2023/2024,3895086,Jonas Föhrenbach,FC Heidenheim,1,0.08,0.08,2.0,95.0,0.076
2024,3930175,Koen Casteels,Belgium,4,0.314,0.079,6.0,372.0,0.076
2024,3930167,Mario Mitaj,Albania,5,0.407,0.081,16.0,485.0,0.076
2023/2024,3895348,Jonas Hofmann,Bayer Leverkusen,6,0.546,0.078,28.0,651.0,0.076
2023/2024,3895250,Florian Wirtz,Bayer Leverkusen,4,0.297,0.074,14.0,352.0,0.076
2023/2024,3895232,Edmond Fayçal Tapsoba,Bayer Leverkusen,5,0.473,0.079,13.0,564.0,0.076
2024,3942852,Facundo Pellistri Rebollo,Uruguay,2,0.074,0.037,4.0,88.0,0.076
2024,3939989,César Rodolfo Blackman Camarena,Panama,3,0.233,0.078,10.0,279.0,0.075
2023/2024,3895167,Dan-Axel Zagadou,VfB Stuttgart,7,0.787,0.079,50.0,940.0,0.075
2024,3939980,Di'Shon Bernard,Jamaica,1,0.042,0.042,2.0,50.0,0.075
2023/2024,3895210,Kouadio Emmanuel Koné,Borussia Mönchengladbach,1,0.065,0.065,2.0,78.0,0.075
2024,3938639,Kenan Yildiz,Turkey,8,0.698,0.07,45.0,840.0,0.075
2024,3939989,Edgardo Isaac Fariña Wynter,Panama,4,0.307,0.077,13.0,368.0,0.075
2024,3930176,İlkay Gündoğan,Germany,4,0.304,0.076,15.0,364.0,0.075
2024,3939988,Ray Kendry Páez Andrade,Ecuador,1,0.053,0.053,3.0,64.0,0.075
2024,3939981,Christian Jesús Martinez,Panama,5,0.338,0.056,17.0,408.0,0.075
2024,3940983,Jannik Vestergaard,Denmark,4,0.31,0.078,17.0,372.0,0.075
2024,3939977,Rodrigo Javier De Paul,Argentina,6,0.475,0.079,22.0,570.0,0.075
2023/2024,3895060,Alassane Pléa,Borussia Mönchengladbach,7,0.539,0.077,21.0,651.0,0.075
2024,3939989,Jovani Francisco Welch Lopez,Panama,5,0.372,0.074,17.0,445.0,0.075
2023/2024,3895194,Exequiel Alejandro Palacios,Bayer Leverkusen,9,0.777,0.078,71.0,930.0,0.075
2024,3930161,Giovanni Di Lorenzo,Italy,8,0.682,0.076,44.0,819.0,0.075
2023/2024,3895139,Piero Martín Hincapié Reyna,Bayer Leverkusen,6,0.528,0.075,42.0,637.0,0.075
2024,3930161,Riccardo Calafiori,Italy,10,0.842,0.077,51.0,1012.0,0.075
2024,3930158,Jamal Musiala,Germany,6,0.607,0.061,44.0,730.0,0.075
2024,3930172,Fabián Ruiz Peña,Spain,11,0.834,0.076,32.0,1012.0,0.074
2024,3941019,Arthur Theate,Belgium,3,0.227,0.076,11.0,276.0,0.074
2024,3930168,Péter Gulácsi,Hungary,2,0.216,0.072,4.0,264.0,0.074
2024,3942416,Jorge Andrés Carrascal Guardo,Colombia,1,0.016,0.016,3.0,19.0,0.074
2023/2024,3895220,Jonathan Tah,Bayer Leverkusen,8,0.594,0.074,34.0,720.0,0.074
2024,3930183,Peter Pekarík,Slovakia,3,0.373,0.075,6.0,455.0,0.074
2024,3939989,Kahiser Lenis Navarro,Panama,2,0.079,0.04,4.0,96.0,0.074
2024,3942227,Cole Palmer,England,3,0.138,0.035,12.0,168.0,0.074
2024,3939980,Alan Steven Franco Palma,Ecuador,4,0.271,0.068,12.0,332.0,0.074
2024,3930168,Toni Kroos,Germany,12,0.985,0.076,72.0,1196.0,0.074
2023/2024,3895158,Jonas Hofmann,Bayer Leverkusen,8,0.463,0.051,21.0,567.0,0.074
2024,3930158,Kai Havertz,Germany,4,0.41,0.051,23.0,496.0,0.074
2023/2024,3895258,Marvin Schwäbe,FC Köln,2,0.148,0.074,2.0,180.0,0.074
2024,3942226,Mikel Merino Zazón,Spain,2,0.074,0.037,4.0,90.0,0.074
2023/2024,3895292,Florian Wirtz,Bayer Leverkusen,4,0.313,0.078,16.0,380.0,0.074
2024,3930167,Qazim Laçi,Albania,2,0.115,0.057,3.0,142.0,0.073
2024,3939978,Jacob Shaffelburg,Canada,1,0.042,0.042,4.0,51.0,0.073
2024,3942752,Lamine Yamal Nasraoui Ebana,Spain,1,0.074,0.074,2.0,91.0,0.073
2023/2024,3895292,Lukáš Hrádecký,Bayer Leverkusen,3,0.22,0.073,5.0,273.0,0.073
2024,3930172,Unai Simón Mendibil,Spain,10,0.702,0.07,20.0,870.0,0.073
2024,3942819,Jude Bellingham,England,5,0.377,0.075,13.0,465.0,0.073
2024,3930167,Kristjan Asllani,Albania,8,0.638,0.08,29.0,784.0,0.073
2024,3940878,Manuel Obafemi Akanji,Switzerland,7,0.596,0.066,32.0,738.0,0.073
2024,3942416,Eduardo Antonio Guerrero Lozcano,Panama,2,0.142,0.036,11.0,176.0,0.073
2023/2024,3895286,Edmond Fayçal Tapsoba,Bayer Leverkusen,9,0.682,0.068,38.0,840.0,0.073
2024,3938641,Jakub Piotr Kiwior,Poland,6,0.446,0.074,15.0,552.0,0.073
2024,3942349,Bernardo Mota Veiga de Carvalho e Silva,Portugal,5,0.589,0.098,17.0,726.0,0.073
2024,3942226,David Raum,Germany,3,0.136,0.045,7.0,168.0,0.073
2023/2024,3895060,Maximilian Wöber,Borussia Mönchengladbach,7,0.513,0.073,32.0,637.0,0.073
2024,3939971,Julio José González Vela-Alvizu,Mexico,4,0.292,0.073,8.0,360.0,0.073
2023/2024,3895067,Luca Pfeiffer,Darmstadt 98,1,0.074,0.074,2.0,92.0,0.073
2024,3930182,Christian Dannemann Eriksen,Denmark,6,0.421,0.07,24.0,522.0,0.073
2023/2024,3895194,Robert Andrich,Bayer Leverkusen,11,0.837,0.076,45.0,1034.0,0.073
2024,3942382,Stefan de Vrij,Netherlands,6,0.531,0.076,32.0,651.0,0.073
2023/2024,3895244,Florian Wirtz,Bayer Leverkusen,6,0.494,0.071,38.0,609.0,0.073
2024,3939973,Maximiliano Javier Araújo Vilches,Uruguay,2,0.303,0.076,10.0,372.0,0.073
2024,3942382,Jerdy Schouten,Netherlands,7,0.6,0.075,25.0,736.0,0.073
2023/2024,3895258,Linton Maina,FC Köln,1,0.065,0.065,2.0,80.0,0.073
2023/2024,3895121,Lukas Kübler,Freiburg,4,0.306,0.076,9.0,380.0,0.072
2024,3942785,Alexis Mac Allister,Argentina,3,0.183,0.061,4.0,228.0,0.072
2024,3942228,Cristian Gabriel Romero,Argentina,3,0.228,0.076,19.0,285.0,0.072
2024,3930169,Billy Gilmour,Scotland,1,0.063,0.063,2.0,78.0,0.072
2024,3942228,Nicolás Alejandro Tagliafico,Argentina,3,0.228,0.076,7.0,285.0,0.072
2024,3938640,Tomáš Suslov,Slovakia,2,0.043,0.021,10.0,54.0,0.072
2024,3939986,Leandro Daniel Paredes,Argentina,3,0.247,0.062,22.0,308.0,0.072
2023/2024,3895107,Timo Hübers,FC Köln,3,0.216,0.072,9.0,270.0,0.072
2023/2024,3895153,Alejandro Grimaldo García,Bayer Leverkusen,4,0.292,0.073,14.0,364.0,0.072
2024,3930159,Kwadwo Duah,Switzerland,1,0.053,0.053,2.0,67.0,0.072
2024,3939974,Weston McKennie,United States,2,0.122,0.061,8.0,152.0,0.072
2024,3939976,Guilherme Antonio Arana Lopes,Brazil,11,0.898,0.075,57.0,1128.0,0.072
2024,3939988,Orbelín Pineda Alvarado,Mexico,2,0.106,0.053,3.0,132.0,0.072
2024,3930177,Scott McKenna,Scotland,1,0.081,0.081,1.0,101.0,0.072
2023/2024,3895210,Jeremie Frimpong,Bayer Leverkusen,11,1.022,0.073,26.0,1274.0,0.072
2024,3942228,Alexander Domínguez Carabalí,Ecuador,1,0.183,0.091,8.0,232.0,0.071
2024,3941018,Marc Cucurella Saseta,Spain,12,0.668,0.051,52.0,845.0,0.071
2023/2024,3895121,Nicolas Höfler,Freiburg,2,0.147,0.074,3.0,188.0,0.071
2024,3938639,Samet Akaydin,Turkey,8,0.752,0.075,37.0,960.0,0.071
2023/2024,3895167,Alejandro Grimaldo García,Bayer Leverkusen,6,0.504,0.072,28.0,637.0,0.071
2024,3943076,Dayne Tristan St. Clair,Canada,3,0.397,0.099,7.0,504.0,0.071
2024,3939983,Julio César Enciso Espínola,Paraguay,8,0.509,0.057,21.0,648.0,0.071
2024,3930178,Mateo Retegui,Italy,3,0.224,0.075,4.0,285.0,0.071
2024,3942229,Alphonso Davies,Canada,6,0.594,0.099,20.0,756.0,0.071
2024,3940983,Thomas Delaney,Denmark,3,0.161,0.054,9.0,204.0,0.071
2023/2024,3895340,Victor Okoh Boniface,Bayer Leverkusen,2,0.102,0.051,5.0,130.0,0.071
2024,3939990,Chris Richards,United States,3,0.224,0.075,11.0,285.0,0.071
2024,3939989,Carlos Miguel Harvey Cesneros,Panama,5,0.289,0.058,14.0,365.0,0.071
2024,3942752,Mike Maignan,France,4,0.289,0.072,6.0,368.0,0.071
2024,3942852,Diego Nicolás De La Cruz Arcosa,Uruguay,6,0.424,0.071,26.0,534.0,0.071
2023/2024,3895194,Jeremie Frimpong,Bayer Leverkusen,7,0.586,0.073,32.0,744.0,0.071
2023/2024,3895266,Koen Casteels,Wolfsburg,2,0.137,0.069,4.0,174.0,0.071
2024,3939986,Lautaro Javier Martínez,Argentina,2,0.22,0.073,3.0,279.0,0.071
2024,3939982,Manuel Ugarte Ribeiro,Uruguay,7,0.569,0.071,31.0,720.0,0.071
2024,3941021,Denzel Dumfries,Netherlands,5,0.357,0.071,16.0,450.0,0.071
2024,3940878,Andrea Cambiaso,Italy,1,0.009,0.009,8.0,11.0,0.071
2023/2024,3895121,Lukáš Hrádecký,Bayer Leverkusen,4,0.298,0.074,7.0,376.0,0.071
2024,3930182,Joachim Andersen,Denmark,5,0.373,0.075,29.0,470.0,0.071
2024,3939981,Roderick Alonso Miller Molina,Panama,6,0.499,0.071,20.0,644.0,0.07
2024,3939984,Daniel Muñoz Mejía,Colombia,5,0.348,0.07,15.0,445.0,0.07
2023/2024,3895060,Grant-Leon Ranos,Borussia Mönchengladbach,1,0.007,0.007,2.0,9.0,0.07
2024,3939991,Bruno Guimarães Rodriguez Moura,Brazil,1,0.065,0.065,4.0,84.0,0.07
2024,3939977,Julián Álvarez,Argentina,4,0.224,0.056,8.0,288.0,0.07
2023/2024,3895121,Jonathan Tah,Bayer Leverkusen,5,0.349,0.07,34.0,450.0,0.07
2023/2024,3895210,Jonas Hofmann,Bayer Leverkusen,10,0.77,0.064,47.0,996.0,0.07
2024,3942226,Manuel Neuer,Germany,8,0.764,0.096,13.0,976.0,0.07
2024,3940878,Alessandro Bastoni,Italy,9,0.707,0.071,32.0,910.0,0.07
2023/2024,3895121,Kiliann Sildillia,Freiburg,1,0.071,0.071,3.0,92.0,0.07
2024,3938641,Bartosz Slisz,Poland,4,0.23,0.057,14.0,296.0,0.07
2024,3930166,Lukáš Provod,Czech Republic,1,0.061,0.061,2.0,78.0,0.07
2023/2024,3895258,Lukáš Hrádecký,Bayer Leverkusen,2,0.143,0.072,3.0,184.0,0.07
2024,3941019,Kevin De Bruyne,Belgium,2,0.144,0.072,8.0,184.0,0.07
2024,3939980,Kevin José Rodríguez Cortez,Ecuador,4,0.262,0.065,5.0,336.0,0.07
2024,3939978,Alphonso Davies,Canada,2,0.149,0.074,4.0,192.0,0.07
2023/2024,3895202,Daniel Olmo Carvajal,RB Leipzig,3,0.23,0.057,8.0,296.0,0.07
2023/2024,3895348,Alejandro Grimaldo García,Bayer Leverkusen,6,0.321,0.054,16.0,414.0,0.07
2024,3930160,Luka Modrić,Croatia,6,0.349,0.05,20.0,448.0,0.07
2024,3941018,Aymeric Laporte,Spain,15,1.181,0.069,101.0,1513.0,0.07
2024,3940878,Gianluca Scamacca,Italy,1,0.067,0.067,2.0,88.0,0.069
2024,3942227,Kieran Trippier,England,3,0.172,0.057,10.0,225.0,0.069
2024,3942228,Willian Joel Pacho Tenorio,Ecuador,4,0.337,0.067,13.0,440.0,0.069
2024,3930175,Amadou Onana,Belgium,4,0.287,0.072,10.0,372.0,0.069
2024,3939989,Boris Cespedes,Bolivia,3,0.145,0.048,15.0,189.0,0.069
2024,3938643,Aurélien Djani Tchouaméni,France,5,0.308,0.062,15.0,400.0,0.069
2024,3930184,Mert Müldür,Turkey,6,0.772,0.07,40.0,1012.0,0.069
2023/2024,3895220,Alejandro Grimaldo García,Bayer Leverkusen,8,0.56,0.07,23.0,736.0,0.069
2024,3930183,Ondrej Duda,Slovakia,3,0.209,0.07,7.0,273.0,0.069
2024,3939977,Nicolás Iván González,Argentina,5,0.273,0.055,14.0,355.0,0.069
2024,3930179,Daniel Vivian Moreno,Spain,6,0.42,0.07,19.0,546.0,0.069
2024,3939990,Federico Santiago Valverde Dipetta,Uruguay,5,0.437,0.073,19.0,570.0,0.069
2024,3938641,Jan Bednarek,Poland,5,0.356,0.071,9.0,465.0,0.069
2024,3939984,Andrés Mateus Uribe Villa,Colombia,1,0.035,0.035,13.0,45.0,0.069
