season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2024,3939971,Orbelín Pineda Alvarado,Mexico,10,0.697,10.0,0.0,0.07,21.0,670.0,0.094,61.35
2024,3941020,Bernardo Mota Veiga de Carvalho e Silva,Portugal,9,1.166,11.0,1.0,0.13,21.0,1116.0,0.094,28.99
2024,3941018,Unai Simón Mendibil,Spain,10,0.863,11.0,0.0,0.086,22.0,830.0,0.094,33.75
2024,3930176,Ruben Vargas,Switzerland,1,0.028,1.0,0.0,0.028,2.0,27.0,0.093,10.0
2024,3938644,Danilo Luís Hélio Pereira,Portugal,9,0.862,9.0,0.0,0.096,38.0,837.0,0.093,37.3
2024,3938639,Solomon Kverkvelia,Georgia,4,0.346,4.0,1.0,0.087,17.0,336.0,0.093,22.74
2024,3930161,Alessandro Bastoni,Italy,10,0.962,11.0,2.0,0.096,42.0,930.0,0.093,70.24
2024,3930181,Kyle Walker,England,6,0.569,6.0,0.0,0.095,16.0,552.0,0.093,77.29
2024,3939969,Derek Cornelius,Canada,1,0.096,1.0,0.0,0.096,1.0,93.0,0.093,12.47
2023/2024,3895266,Kevin Paredes,Wolfsburg,1,0.09,1.0,0.0,0.09,1.0,87.0,0.093,39.68
2023/2024,3895302,Edmond Fayçal Tapsoba,Bayer Leverkusen,10,0.903,10.0,1.0,0.09,42.0,870.0,0.093,31.2
2024,3938639,Ferdi Erenay Kadıoğlu,Turkey,13,1.233,15.0,1.0,0.095,46.0,1196.0,0.093,52.03
2023/2024,3895348,Mads Pedersen,Augsburg,5,0.458,5.0,0.0,0.092,21.0,445.0,0.093,58.69
2024,3942785,Stephen Antunes Eustáquio,Canada,1,0.071,1.0,0.0,0.071,1.0,69.0,0.093,10.48
2024,3930160,Mikel Merino Zazón,Spain,1,0.027,1.0,0.0,0.027,1.0,26.0,0.093,1.72
2023/2024,3895275,Nicolas Höfler,Freiburg,5,0.483,7.0,2.0,0.097,14.0,465.0,0.093,60.51
2023/2024,3895220,Marcel Schuhen,Darmstadt 98,1,0.095,1.0,0.0,0.095,2.0,92.0,0.093,13.36
2024,3939992,Rodrigo Mario Morínigo Acosta,Paraguay,2,0.191,2.0,0.0,0.096,3.0,184.0,0.093,14.09
2024,3939987,Yordan Hernando Osorio Paredes,Venezuela,7,0.654,7.0,1.0,0.093,23.0,637.0,0.092,38.83
2024,3938640,Georgiy Sudakov,Ukraine,7,0.64,7.0,1.0,0.091,22.0,623.0,0.092,37.58
2024,3941019,Romelu Lukaku Menama,Belgium,3,0.227,3.0,0.0,0.076,8.0,222.0,0.092,62.5
2023/2024,3895121,Jonas Hofmann,Bayer Leverkusen,9,0.774,9.0,0.0,0.086,29.0,756.0,0.092,54.3
2023/2024,3895286,Granit Xhaka,Bayer Leverkusen,21,2.02,23.0,1.0,0.096,96.0,1974.0,0.092,76.8
2024,3942228,Alexander Domínguez Carabalí,Ecuador,1,0.119,2.0,0.0,0.119,4.0,116.0,0.092,2.67
2023/2024,3895286,Florian Wirtz,Bayer Leverkusen,24,2.259,27.0,2.0,0.094,73.0,2208.0,0.092,85.89
2024,3930166,Patrik Schick,Czech Republic,1,0.061,1.0,0.0,0.061,2.0,60.0,0.092,28.58
2023/2024,3895292,Nathan Tella,Bayer Leverkusen,8,0.638,8.0,0.0,0.08,21.0,624.0,0.092,26.24
2024,3930167,Berat Djimsiti,Albania,4,0.392,4.0,1.0,0.098,15.0,384.0,0.092,29.87
2024,3942752,Fabián Ruiz Peña,Spain,4,0.38,4.0,1.0,0.095,17.0,372.0,0.092,88.13
2023/2024,3895202,Ikoma Loïs Openda,RB Leipzig,5,0.463,6.0,2.0,0.093,13.0,455.0,0.092,43.37
2023/2024,3895348,Jonathan Tah,Bayer Leverkusen,9,0.788,11.0,1.0,0.088,46.0,774.0,0.092,38.27
2024,3942819,Luke Shaw,England,1,0.051,1.0,0.0,0.051,2.0,50.0,0.092,4.07
2024,3930160,Daniel Carvajal Ramos,Spain,4,0.384,4.0,1.0,0.096,8.0,376.0,0.092,24.5
2024,3939979,Cristian Sleiker Cásseres Yepes,Venezuela,3,0.156,4.0,0.0,0.052,8.0,153.0,0.092,13.96
2023/2024,3895348,Exequiel Alejandro Palacios,Bayer Leverkusen,9,0.624,9.0,0.0,0.069,27.0,612.0,0.092,30.31
2024,3939977,Nicolás Iván González,Argentina,12,0.866,13.0,0.0,0.072,31.0,852.0,0.091,35.16
2024,3930173,Antoine Griezmann,France,7,0.662,7.0,0.0,0.095,18.0,658.0,0.091,54.33
2024,3939977,Nicolás Alejandro Tagliafico,Argentina,8,0.666,8.0,0.0,0.083,29.0,656.0,0.091,27.04
2024,3939987,Eduard Alexander Bello Gil,Venezuela,6,0.489,7.0,1.0,0.082,16.0,486.0,0.091,29.04
2023/2024,3895232,Josip Stanišić,Bayer Leverkusen,8,0.758,9.0,2.0,0.095,21.0,752.0,0.091,80.98
2024,3940983,Robert Andrich,Germany,2,0.128,2.0,0.0,0.064,3.0,126.0,0.091,5.85
2024,3930175,Wout Faes,Belgium,6,0.521,6.0,0.0,0.087,21.0,516.0,0.091,31.9
2024,3942228,Enzo Fernandez,Argentina,4,0.307,4.0,0.0,0.077,12.0,304.0,0.091,6.51
2023/2024,3895194,Ermedin Demirović,Augsburg,4,0.316,4.0,0.0,0.079,11.0,312.0,0.091,100.04
2023/2024,3895333,Robin Koch,Eintracht Frankfurt,4,0.382,4.0,0.0,0.095,15.0,376.0,0.091,29.42
2024,3939975,Víctor Gustavo Velázquez Ramos,Paraguay,5,0.472,5.0,0.0,0.094,7.0,465.0,0.091,57.71
2023/2024,3895060,Tomáš Čvančara,Borussia Mönchengladbach,6,0.475,6.0,0.0,0.079,16.0,468.0,0.091,59.43
2023/2024,3895309,Julian Brandt,Borussia Dortmund,5,0.415,6.0,1.0,0.083,17.0,410.0,0.091,80.34
2024,3939972,Nahuel Adolfo Ferraresi Hernández,Venezuela,5,0.477,6.0,1.0,0.095,16.0,470.0,0.091,38.57
2023/2024,3895309,Marcel Sabitzer,Borussia Dortmund,5,0.462,6.0,1.0,0.092,11.0,455.0,0.091,89.44
2024,3930167,Ivan Perišić,Croatia,8,0.664,9.0,0.0,0.083,20.0,656.0,0.091,37.37
2023/2024,3895275,Noah Atubolu,Freiburg,1,0.092,1.0,0.0,0.092,2.0,91.0,0.091,11.53
2024,3942852,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,6,0.308,6.0,0.0,0.051,17.0,306.0,0.091,40.82
2024,3938643,Ousmane Dembélé,France,10,0.845,11.0,0.0,0.085,26.0,840.0,0.091,45.96
2024,3939985,Víctor Alejandro Dávila Zavala,Chile,3,0.225,4.0,0.0,0.075,6.0,222.0,0.091,54.54
2023/2024,3895052,Edmond Fayçal Tapsoba,Bayer Leverkusen,5,0.481,5.0,1.0,0.096,17.0,475.0,0.091,31.57
2023/2024,3895232,Aleksandar Pavlović,Bayern Munich,2,0.119,2.0,0.0,0.06,6.0,118.0,0.091,19.25
2024,3942349,Jules Koundé,France,11,1.363,12.0,1.0,0.124,33.0,1342.0,0.091,27.46
2024,3939984,Carlos Eccehomo Cuesta Figueroa,Colombia,3,0.272,3.0,1.0,0.091,14.0,270.0,0.091,10.29
2024,3939971,Damion Lowe,Jamaica,2,0.046,2.0,0.0,0.023,2.0,46.0,0.09,9.09
2024,3930168,Attila Fiola,Hungary,1,0.086,2.0,0.0,0.086,1.0,86.0,0.09,7.16
2024,3938638,Andriy Yarmolenko,Ukraine,3,0.093,3.0,0.0,0.031,9.0,93.0,0.09,17.11
2024,3938641,Piotr Zieliński,Poland,13,1.113,14.0,1.0,0.086,32.0,1118.0,0.09,90.25
2023/2024,3895244,Eren Sami Dinkçi,FC Heidenheim,1,0.075,1.0,0.0,0.075,1.0,75.0,0.09,16.4
2024,3942229,Cristian Sleiker Cásseres Yepes,Venezuela,4,0.228,4.0,0.0,0.057,7.0,228.0,0.09,4.06
2023/2024,3895220,Lukáš Hrádecký,Bayer Leverkusen,5,0.462,5.0,1.0,0.092,8.0,460.0,0.09,24.32
2024,3939976,Rodrygo Silva de Goes,Brazil,14,1.285,15.0,0.0,0.092,35.0,1288.0,0.09,89.81
2024,3939971,Roberto Carlos Alvarado Hernández,Mexico,1,0.014,1.0,0.0,0.014,2.0,14.0,0.09,1.23
2024,3939971,Erick Daniel Sánchez Ocegueda,Mexico,1,0.014,1.0,0.0,0.014,6.0,14.0,0.09,1.23
2024,3939972,Yangel Clemente Herrera Ravelo,Venezuela,5,0.455,6.0,1.0,0.091,24.0,455.0,0.09,36.79
2024,3942349,João Pedro Cavaco Cancelo,Portugal,3,0.21,4.0,0.0,0.07,7.0,210.0,0.09,4.83
2024,3930164,Leandro Trossard,Belgium,5,0.36,5.0,0.0,0.072,14.0,360.0,0.09,22.71
2024,3930184,Antonín Barák,Czech Republic,2,0.038,2.0,0.0,0.019,3.0,38.0,0.09,3.13
2024,3938639,Orkun Kökçü,Turkey,10,0.949,12.0,1.0,0.095,38.0,950.0,0.09,40.05
2024,3939981,Tyler Adams,United States,1,0.047,1.0,1.0,0.047,2.0,47.0,0.09,5.14
2024,3930160,Luka Sučić,Croatia,2,0.054,3.0,0.0,0.027,14.0,54.0,0.09,2.89
2024,3940878,Lorenzo Pellegrini,Italy,2,0.03,2.0,0.0,0.015,12.0,30.0,0.09,4.88
2023/2024,3895113,Lukáš Hrádecký,Bayer Leverkusen,4,0.373,4.0,0.0,0.093,8.0,372.0,0.09,19.0
2023/2024,3895167,Florian Wirtz,Bayer Leverkusen,14,1.31,15.0,1.0,0.094,44.0,1316.0,0.09,86.7
2024,3938642,Luka Lochoshvili,Georgia,1,0.024,1.0,0.0,0.024,1.0,24.0,0.09,2.03
2024,3930184,Kenan Yildiz,Turkey,8,0.599,13.0,1.0,0.075,21.0,600.0,0.09,62.87
2024,3943077,Alexis Mac Allister,Argentina,5,0.472,5.0,0.0,0.094,19.0,475.0,0.089,43.59
2024,3942382,Tijjani Reijnders,Netherlands,4,0.284,5.0,0.0,0.071,17.0,288.0,0.089,44.37
2023/2024,3895107,Granit Xhaka,Bayer Leverkusen,13,1.18,14.0,2.0,0.091,55.0,1196.0,0.089,40.96
2023/2024,3895139,Victor Okoh Boniface,Bayer Leverkusen,8,0.657,8.0,1.0,0.082,21.0,664.0,0.089,35.44
2024,3939990,Giovanni Reyna,United States,3,0.264,3.0,0.0,0.088,7.0,267.0,0.089,60.17
2024,3942382,Abdülkerim Bardakcı,Turkey,6,0.546,7.0,0.0,0.091,12.0,552.0,0.089,49.53
2024,3942227,Granit Xhaka,Switzerland,10,1.162,11.0,1.0,0.116,75.0,1180.0,0.089,27.05
2024,3942852,Jhon Adolfo Arias Andrade,Colombia,3,0.134,3.0,0.0,0.045,5.0,135.0,0.089,11.43
2023/2024,3895348,Arne Maier,Augsburg,6,0.526,6.0,1.0,0.088,16.0,534.0,0.089,67.41
2024,3942752,Nicholas Williams Arthuer,Spain,3,0.276,3.0,0.0,0.092,10.0,279.0,0.089,64.01
2023/2024,3895348,Jeffrey Gouweleeuw,Augsburg,6,0.55,6.0,0.0,0.092,18.0,558.0,0.089,70.48
2024,3942229,Cyle Larin,Canada,5,0.35,6.0,0.0,0.07,13.0,355.0,0.089,5.79
2023/2024,3895348,Phillip Tietz,Augsburg,3,0.217,3.0,0.0,0.072,7.0,219.0,0.089,27.81
2023/2024,3895309,Ian Maatsen,Borussia Dortmund,3,0.134,3.0,0.0,0.045,10.0,135.0,0.089,25.94
2023/2024,3895302,Lukáš Hrádecký,Bayer Leverkusen,3,0.26,3.0,0.0,0.087,7.0,264.0,0.089,8.98
2023/2024,3895086,Lukáš Hrádecký,Bayer Leverkusen,3,0.256,3.0,0.0,0.085,10.0,258.0,0.089,8.09
2023/2024,3895275,Manuel Gulde,Freiburg,5,0.461,6.0,2.0,0.092,14.0,465.0,0.089,57.76
2023/2024,3895232,Noussair Mazraoui,Bayern Munich,5,0.426,5.0,0.0,0.085,22.0,430.0,0.089,68.92
2024,3938637,Sebastian Szymański,Poland,1,0.044,1.0,0.0,0.044,1.0,45.0,0.088,5.17
2024,3942226,Florian Wirtz,Germany,14,1.077,14.0,1.0,0.077,32.0,1106.0,0.088,66.11
2023/2024,3895309,Josip Stanišić,Bayer Leverkusen,5,0.463,5.0,1.0,0.093,13.0,475.0,0.088,33.94
2024,3942382,Steven Bergwijn,Netherlands,3,0.129,3.0,0.0,0.043,7.0,132.0,0.088,20.15
2023/2024,3895232,Robert Andrich,Bayer Leverkusen,6,0.539,6.0,1.0,0.09,9.0,552.0,0.088,57.58
2024,3930166,Vitor Machado Ferreira,Portugal,12,1.043,14.0,0.0,0.087,61.0,1068.0,0.088,58.11
2024,3939989,Edgar Yoel Bárcenas Herrera,Panama,9,0.826,9.0,2.0,0.092,25.0,846.0,0.088,61.62
2024,3930179,Ferrán Torres García,Spain,6,0.41,6.0,1.0,0.068,14.0,420.0,0.088,43.08
2024,3939985,Stephen Antunes Eustáquio,Canada,5,0.461,5.0,0.0,0.092,17.0,470.0,0.088,65.9
2024,3939972,José Andrés Martínez Torres,Venezuela,5,0.449,7.0,1.0,0.09,16.0,460.0,0.088,36.31
2023/2024,3895180,Alejandro Grimaldo García,Bayer Leverkusen,5,0.463,5.0,1.0,0.093,16.0,475.0,0.088,17.9
2023/2024,3895202,David Raum,RB Leipzig,4,0.366,5.0,1.0,0.092,11.0,376.0,0.088,34.28
2024,3930172,Álvaro Borja Morata Martín,Spain,6,0.439,6.0,0.0,0.073,11.0,450.0,0.088,28.62
2024,3942785,Liam Millar,Canada,1,0.036,1.0,0.0,0.036,2.0,37.0,0.088,5.32
2024,3941019,Kevin De Bruyne,Belgium,4,0.357,4.0,0.0,0.089,15.0,368.0,0.087,98.29
2024,3938644,Cristiano Ronaldo dos Santos Aveiro,Portugal,7,0.44,7.0,0.0,0.063,12.0,455.0,0.087,19.04
2024,3939980,Di'Shon Bernard,Jamaica,2,0.097,2.0,0.0,0.049,3.0,100.0,0.087,11.99
2024,3939990,Facundo Pellistri Rebollo,Uruguay,4,0.349,5.0,0.0,0.087,9.0,360.0,0.087,29.8
2024,3938638,Volodymyr Brazhko,Ukraine,3,0.09,3.0,0.0,0.03,12.0,93.0,0.087,16.56
2024,3930175,Jan Vertonghen,Belgium,6,0.516,6.0,0.0,0.086,17.0,534.0,0.087,31.6
2024,3930161,Riccardo Calafiori,Italy,12,1.07,14.0,1.0,0.089,51.0,1104.0,0.087,78.13
2024,3942229,Rafael Enrique Romo Pérez,Venezuela,1,0.124,1.0,0.0,0.124,1.0,129.0,0.087,2.21
2024,3930167,Luka Modrić,Croatia,15,1.399,16.0,1.0,0.093,58.0,1440.0,0.087,78.75
2023/2024,3895292,Adam Hložek,Bayer Leverkusen,2,0.06,2.0,0.0,0.03,3.0,62.0,0.087,2.47
2023/2024,3895095,Jonas Hofmann,Bayer Leverkusen,2,0.164,3.0,1.0,0.082,6.0,170.0,0.087,20.97
2024,3942752,Marc Cucurella Saseta,Spain,4,0.358,4.0,2.0,0.09,11.0,372.0,0.087,83.02
2024,3930164,Orel Mangala,Belgium,3,0.16,3.0,0.0,0.053,14.0,165.0,0.087,10.09
2024,3942227,Bukayo Saka,England,10,1.165,12.0,2.0,0.116,52.0,1210.0,0.087,26.69
2024,3930167,Joško Gvardiol,Croatia,8,0.751,8.0,0.0,0.094,24.0,776.0,0.087,42.27
2023/2024,3895286,Tim Drexler,Hoffenheim,2,0.184,2.0,0.0,0.092,2.0,190.0,0.087,28.34
2024,3938639,Kaan Ayhan,Turkey,12,0.891,14.0,2.0,0.074,37.0,924.0,0.087,37.6
2023/2024,3895250,Karim Onisiwo,FSV Mainz 05,2,0.159,2.0,0.0,0.079,4.0,164.0,0.087,14.42
2024,3941020,Bruno Miguel Borges Fernandes,Portugal,11,1.304,13.0,1.0,0.119,23.0,1342.0,0.087,32.42
2024,3942785,Jacob Shaffelburg,Canada,2,0.104,2.0,0.0,0.052,6.0,108.0,0.087,15.36
2024,3939982,Nahitan Michel Nández Acosta,Uruguay,9,0.81,10.0,1.0,0.09,35.0,837.0,0.087,34.99
2024,3942349,Theo Bernard François Hernández,France,12,1.465,14.0,1.0,0.122,33.0,1524.0,0.087,29.51
2024,3930163,Andrija Živković,Serbia,2,0.133,2.0,0.0,0.066,5.0,140.0,0.086,53.33
2023/2024,3895113,Mattias Svanberg,Wolfsburg,7,0.463,9.0,1.0,0.066,13.0,483.0,0.086,43.8
2023/2024,3895134,Odilon Kossonou,Bayer Leverkusen,1,0.042,1.0,0.0,0.042,1.0,44.0,0.086,3.48
2024,3938644,António João Pereira Albuquerque Tavares Silva,Portugal,7,0.437,8.0,0.0,0.062,28.0,455.0,0.086,18.91
2024,3938638,Roman Yaremchuk,Ukraine,3,0.086,3.0,0.0,0.029,5.0,90.0,0.086,15.82
2024,3938641,Philipp Lienhart,Austria,3,0.265,3.0,0.0,0.088,8.0,276.0,0.086,14.55
2023/2024,3895121,Florian Wirtz,Bayer Leverkusen,12,1.024,12.0,1.0,0.085,32.0,1068.0,0.086,71.84
2024,3939973,Manuel Ugarte Ribeiro,Uruguay,5,0.44,8.0,1.0,0.088,17.0,460.0,0.086,40.59
2023/2024,3895210,Alejandro Grimaldo García,Bayer Leverkusen,18,1.598,21.0,0.0,0.089,62.0,1674.0,0.086,65.68
2024,3941020,Jon Gorenc Stankovič,Slovenia,1,0.039,1.0,0.0,0.039,2.0,41.0,0.086,1.29
2024,3942349,Rafael Alexandre Conceição Leão,Portugal,5,0.494,6.0,0.0,0.099,14.0,515.0,0.086,11.36
2024,3930174,Hakan Çalhanoğlu,Turkey,8,0.708,9.0,0.0,0.088,20.0,744.0,0.086,91.83
2024,3942227,Jude Bellingham,England,10,1.162,12.0,2.0,0.116,59.0,1210.0,0.086,26.62
2023/2024,3895232,Leon Goretzka,Bayern Munich,4,0.251,4.0,0.0,0.063,9.0,264.0,0.086,40.61
2024,3930172,Marc Cucurella Saseta,Spain,13,1.186,13.0,0.0,0.091,30.0,1248.0,0.086,77.32
2024,3938638,Marius Mihai Marin,Romania,1,0.071,2.0,0.0,0.071,3.0,74.0,0.086,6.41
2024,3930173,Dayotchanculle Upamecano,France,11,0.953,11.0,0.0,0.087,59.0,1012.0,0.085,78.22
2024,3943077,Ángel Fabián Di María Hernández,Argentina,7,0.761,7.0,0.0,0.109,14.0,805.0,0.085,70.29
2024,3942229,Yeferson Julio Soteldo Martínez,Venezuela,9,0.679,9.0,0.0,0.075,20.0,720.0,0.085,12.09
2023/2024,3895121,Granit Xhaka,Bayer Leverkusen,12,0.942,12.0,1.0,0.079,68.0,996.0,0.085,66.09
2024,3942229,Eduard Alexander Bello Gil,Venezuela,5,0.394,6.0,0.0,0.079,6.0,415.0,0.085,7.02
2024,3939984,Ariel Lassiter,Costa Rica,2,0.081,2.0,0.0,0.041,3.0,86.0,0.085,49.0
2024,3942227,Steven Zuber,Switzerland,4,0.207,5.0,0.0,0.052,14.0,220.0,0.085,4.82
2023/2024,3895210,Piero Martín Hincapié Reyna,Bayer Leverkusen,17,1.505,20.0,0.0,0.089,68.0,1598.0,0.085,61.86
2023/2024,3895320,Odilon Kossonou,Bayer Leverkusen,3,0.265,4.0,1.0,0.088,8.0,279.0,0.085,20.34
2024,3939976,Alisson Ramsés Becker,Brazil,6,0.458,6.0,0.0,0.076,10.0,486.0,0.085,32.01
2024,3939971,Luis Francisco Romo Barrón,Mexico,11,0.644,11.0,1.0,0.059,38.0,682.0,0.085,56.69
2024,3930169,Manuel Obafemi Akanji,Switzerland,4,0.347,4.0,0.0,0.087,11.0,368.0,0.085,35.05
2023/2024,3895302,Odilon Kossonou,Bayer Leverkusen,7,0.588,7.0,1.0,0.084,18.0,623.0,0.085,20.32
2023/2024,3895286,Florian Grillitsch,Hoffenheim,1,0.09,1.0,0.0,0.09,2.0,95.0,0.085,13.86
2024,3938639,Abdülkerim Bardakcı,Turkey,8,0.709,10.0,1.0,0.089,32.0,752.0,0.085,29.92
2024,3939974,Timothy Weah,United States,12,0.966,12.0,1.0,0.08,22.0,1020.0,0.085,51.88
2024,3930182,Ivan Ilić,Serbia,1,0.062,1.0,0.0,0.062,1.0,66.0,0.085,19.11
2024,3941018,Nicholas Williams Arthuer,Spain,16,1.342,19.0,2.0,0.084,70.0,1424.0,0.085,52.48
2024,3930168,Maximilian Mittelstädt,Germany,8,0.684,9.0,1.0,0.085,30.0,736.0,0.084,47.1
2023/2024,3895210,Franck Honorat,Borussia Mönchengladbach,2,0.127,2.0,0.0,0.063,6.0,136.0,0.084,69.14
2024,3939980,Damion Lowe,Jamaica,1,0.042,1.0,0.0,0.042,2.0,45.0,0.084,5.19
2024,3930181,Benjamin Šeško,Slovenia,1,0.069,1.0,0.0,0.069,1.0,74.0,0.084,41.84
2024,3940983,Joshua Kimmich,Germany,7,0.623,8.0,1.0,0.089,23.0,665.0,0.084,28.49
2023/2024,3895232,Lukáš Hrádecký,Bayer Leverkusen,3,0.252,3.0,1.0,0.084,6.0,270.0,0.084,26.92
2024,3930164,Lukáš Haraslín,Slovakia,4,0.258,4.0,0.0,0.065,8.0,276.0,0.084,41.58
2024,3930178,Nicolò Fagioli,Italy,1,0.014,1.0,0.0,0.014,2.0,15.0,0.084,1.42
2024,3942382,Kaan Ayhan,Turkey,4,0.329,5.0,0.0,0.082,10.0,352.0,0.084,29.85
2023/2024,3895244,Jonathan Tah,Bayer Leverkusen,5,0.437,6.0,1.0,0.087,16.0,470.0,0.084,24.54
2024,3939985,Derek Cornelius,Canada,3,0.271,3.0,0.0,0.09,19.0,291.0,0.084,38.74
2023/2024,3895244,Jeremie Frimpong,Bayer Leverkusen,11,0.903,12.0,1.0,0.082,30.0,968.0,0.084,50.71
2024,3939973,Darwin Gabriel Núñez Ribeiro,Uruguay,8,0.682,13.0,2.0,0.085,22.0,728.0,0.084,62.91
2024,3941020,Vitor Machado Ferreira,Portugal,7,0.405,8.0,0.0,0.058,23.0,434.0,0.084,10.07
2024,3930183,Ianis Hagi,Romania,3,0.18,5.0,0.0,0.06,5.0,192.0,0.084,17.52
2024,3930160,Mario Pašalić,Croatia,2,0.054,3.0,0.0,0.027,6.0,58.0,0.084,2.89
2024,3938639,Samet Akaydin,Turkey,8,0.718,10.0,1.0,0.09,27.0,768.0,0.084,30.3
2024,3943076,Dayne Tristan St. Clair,Canada,3,0.351,4.0,1.0,0.117,5.0,378.0,0.084,5.9
2023/2024,3895292,Piero Martín Hincapié Reyna,Bayer Leverkusen,13,1.147,15.0,0.0,0.088,43.0,1235.0,0.084,47.17
2024,3930183,Denis Vavro,Slovakia,5,0.388,7.0,0.0,0.078,20.0,415.0,0.084,49.5
2023/2024,3895182,Danilo Teodoro Soares,Bochum,1,0.042,1.0,0.0,0.042,1.0,45.0,0.084,16.2
2023/2024,3895220,Matej Maglica,Darmstadt 98,1,0.073,1.0,0.0,0.073,2.0,78.0,0.084,10.27
2024,3942226,Jonathan Tah,Germany,7,0.507,7.0,0.0,0.072,27.0,553.0,0.083,31.12
2024,3938637,Taras Wiktorowicz Romanczuk,Poland,1,0.044,1.0,0.0,0.044,2.0,48.0,0.083,5.17
2024,3943077,Enzo Fernandez,Argentina,3,0.264,3.0,0.0,0.088,11.0,288.0,0.083,24.38
2024,3930168,Joshua Kimmich,Germany,13,1.085,14.0,2.0,0.083,45.0,1183.0,0.083,74.71
2024,3930172,Bryan Cristante,Italy,1,0.045,1.0,0.0,0.045,1.0,49.0,0.083,31.38
2024,3930176,Jamal Musiala,Germany,9,0.626,10.0,0.0,0.07,23.0,675.0,0.083,43.57
2024,3940983,Kasper Schmeichel,Denmark,4,0.336,4.0,0.0,0.084,10.0,364.0,0.083,31.3
2024,3942752,N'Golo Kanté,France,2,0.112,2.0,0.0,0.056,3.0,122.0,0.083,13.16
2023/2024,3895244,Jan-Niklas Beste,FC Heidenheim,1,0.068,1.0,0.0,0.068,3.0,74.0,0.083,14.87
2023/2024,3895302,Marvin Ducksch,Werder Bremen,1,0.082,1.0,0.0,0.082,4.0,89.0,0.083,12.63
2023/2024,3895286,Alejandro Grimaldo García,Bayer Leverkusen,23,1.998,26.0,2.0,0.087,59.0,2162.0,0.083,75.97
2023/2024,3895286,Robert Andrich,Bayer Leverkusen,21,1.778,23.0,2.0,0.085,61.0,1932.0,0.083,67.6
2023/2024,3895250,Amine Adli,Bayer Leverkusen,5,0.358,5.0,0.0,0.072,9.0,390.0,0.083,32.17
2024,3941021,Bart Verbruggen,Netherlands,6,0.495,7.0,0.0,0.083,14.0,534.0,0.083,21.45
2024,3930181,Harry Kane,England,7,0.586,8.0,0.0,0.084,16.0,637.0,0.083,79.6
2024,3942228,Alan Steven Franco Palma,Ecuador,4,0.312,5.0,0.0,0.078,9.0,340.0,0.083,7.0
2024,3939985,Alphonso Davies,Canada,6,0.513,6.0,0.0,0.086,21.0,558.0,0.083,73.34
2023/2024,3895309,Emre Can,Borussia Dortmund,4,0.246,5.0,0.0,0.062,6.0,268.0,0.083,47.62
2024,3939972,Alexander David González Sibulo,Venezuela,5,0.439,6.0,1.0,0.088,18.0,475.0,0.083,35.5
2024,3939972,Darwin Daniel Machís Marcano,Venezuela,7,0.309,8.0,0.0,0.044,19.0,336.0,0.083,24.99
2024,3939981,Christian Pulisic,United States,4,0.329,4.0,0.0,0.082,6.0,356.0,0.083,35.98
2023/2024,3895052,Janis Blaswich,RB Leipzig,4,0.346,5.0,0.0,0.086,9.0,376.0,0.083,21.18
2023/2024,3895275,Ritsu Doan,Freiburg,4,0.323,5.0,2.0,0.081,11.0,352.0,0.083,40.47
2024,3930184,Mert Müldür,Turkey,6,0.507,11.0,1.0,0.084,21.0,552.0,0.083,53.21
2023/2024,3895153,Lukáš Hrádecký,Bayer Leverkusen,2,0.161,2.0,0.0,0.081,3.0,174.0,0.083,15.2
2023/2024,3895139,Jonathan Tah,Bayer Leverkusen,7,0.582,8.0,1.0,0.083,23.0,637.0,0.082,31.4
2024,3930176,Toni Kroos,Germany,16,1.362,17.0,1.0,0.085,43.0,1488.0,0.082,94.8
2023/2024,3895139,Piero Martín Hincapié Reyna,Bayer Leverkusen,6,0.498,7.0,1.0,0.083,34.0,546.0,0.082,26.86
2024,3930181,Philip Foden,England,8,0.638,8.0,0.0,0.08,18.0,704.0,0.082,86.66
2024,3930164,Peter Pekarík,Slovakia,4,0.319,4.0,0.0,0.08,10.0,352.0,0.082,51.41
2024,3942228,Moisés Isaac Caicedo Corozo,Ecuador,5,0.439,6.0,1.0,0.088,10.0,480.0,0.082,9.85
2024,3930175,Dodi Lukebakio,Belgium,5,0.251,6.0,0.0,0.05,17.0,275.0,0.082,15.37
2024,3943076,Sebastián Enzo Cáceres Ramos,Uruguay,1,0.082,2.0,1.0,0.082,1.0,90.0,0.082,1.79
2023/2024,3895292,Jonathan Tah,Bayer Leverkusen,12,1.034,12.0,0.0,0.086,49.0,1140.0,0.082,42.53
2024,3942229,Alistair Johnston,Canada,8,0.661,8.0,1.0,0.083,12.0,728.0,0.082,10.94
2024,3942819,Philip Foden,England,5,0.354,5.0,0.0,0.071,31.0,390.0,0.082,28.25
2024,3939982,Mathías Olivera Miramontes,Uruguay,10,0.837,11.0,1.0,0.084,35.0,920.0,0.082,36.16
2023/2024,3895194,Patrik Schick,Bayer Leverkusen,7,0.577,9.0,0.0,0.082,14.0,637.0,0.082,39.36
2024,3940878,Giovanni Di Lorenzo,Italy,6,0.481,7.0,0.0,0.08,19.0,528.0,0.082,78.32
2024,3940878,Ruben Vargas,Switzerland,5,0.306,5.0,2.0,0.061,16.0,335.0,0.082,43.71
