season_name,match_id,team,player,tackles,interceptions,pressures,blocks,clearances,ball_recoveries,fouls_committed,duels_won,total_duels,defensive_third_actions,middle_third_actions,attacking_third_actions,high_turnovers,total_defensive_actions,duel_win_pct,pressure_pct,tackle_interception_pct,high_turnover_pct,attacking_third_pct,defensive_profile
2024,3942227,England,Philip Foden,0.0,0.0,37.0,1.0,0.0,5.0,0.0,1.0,1.0,9.0,19.0,16.0,1.0,38.0,100.0,97.37,0.0,2.63,36.36,Dominant Duelist
2023/2024,3895258,FC Köln,Dejan Ljubicic,0.0,1.0,35.0,2.0,1.0,5.0,2.0,0.0,0.0,27.0,18.0,1.0,1.0,38.0,,92.11,2.63,2.63,2.17,Balanced Defender
2023/2024,3895309,Borussia Dortmund,Niclas Füllkrug,0.0,1.0,33.0,4.0,0.0,1.0,3.0,0.0,7.0,1.0,33.0,15.0,1.0,38.0,0.0,86.84,2.63,2.63,30.61,Balanced Defender
2023/2024,3895302,Bayer Leverkusen,Jonas Hofmann,0.0,0.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,13.0,27.0,4.0,38.0,,100.0,0.0,10.53,64.29,Balanced Defender
2024,3938643,Poland,Kacper Urbanski,0.0,0.0,35.0,3.0,3.0,4.0,4.0,0.0,3.0,24.0,20.0,8.0,2.0,38.0,0.0,92.11,0.0,5.26,15.38,Balanced Defender
2024,3930165,Austria,Christoph Baumgartner,0.0,0.0,37.0,1.0,0.0,5.0,5.0,0.0,3.0,5.0,19.0,27.0,2.0,38.0,0.0,97.37,0.0,5.26,52.94,Balanced Defender
2023/2024,3895134,Bayer Leverkusen,Florian Wirtz,0.0,0.0,36.0,2.0,1.0,4.0,2.0,0.0,0.0,14.0,17.0,14.0,2.0,38.0,,94.74,0.0,5.26,31.11,Balanced Defender
2023/2024,3895060,Borussia Mönchengladbach,Julian Weigl,0.0,3.0,28.0,6.0,0.0,3.0,2.0,0.0,3.0,23.0,20.0,2.0,1.0,37.0,0.0,75.68,8.11,2.7,4.44,Balanced Defender
2023/2024,3895210,Borussia Mönchengladbach,Florian Neuhaus,0.0,2.0,34.0,1.0,1.0,7.0,0.0,1.0,5.0,32.0,16.0,2.0,1.0,37.0,20.0,91.89,5.41,2.7,4.0,Balanced Defender
2023/2024,3895302,Werder Bremen,Leonardo Bittencourt,0.0,1.0,35.0,1.0,0.0,6.0,1.0,0.0,3.0,13.0,26.0,8.0,4.0,37.0,0.0,94.59,2.7,10.81,17.02,Balanced Defender
2024,3941020,Portugal,João Maria Lobo Alves Palhinha Gonçalves,0.0,3.0,27.0,7.0,5.0,11.0,1.0,2.0,12.0,19.0,37.0,10.0,4.0,37.0,16.67,72.97,8.11,10.81,15.15,Balanced Defender
2024,3930162,Slovenia,Adam Gnezda Čerin,0.0,2.0,33.0,2.0,1.0,0.0,5.0,0.0,4.0,16.0,26.0,5.0,0.0,37.0,0.0,89.19,5.41,0.0,10.64,Balanced Defender
2024,3930172,Italy,Lorenzo Pellegrini,0.0,1.0,34.0,1.0,0.0,3.0,1.0,0.0,1.0,16.0,16.0,9.0,0.0,36.0,0.0,94.44,2.78,0.0,21.95,Balanced Defender
2024,3943077,Colombia,Jhon Adolfo Arias Andrade,0.0,0.0,30.0,6.0,1.0,11.0,3.0,0.0,3.0,13.0,28.0,13.0,5.0,36.0,0.0,83.33,0.0,13.89,24.07,Balanced Defender
2024,3938645,Ukraine,Oleksandr Tymchyk,0.0,1.0,34.0,1.0,4.0,4.0,1.0,0.0,7.0,22.0,29.0,1.0,1.0,36.0,0.0,94.44,2.78,2.78,1.92,Balanced Defender
2024,3938645,Ukraine,Mykola Shaparenko,0.0,0.0,34.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,22.0,4.0,0.0,36.0,,94.44,0.0,0.0,10.53,Balanced Defender
2023/2024,3895095,Bayer Leverkusen,Alejandro Grimaldo García,0.0,4.0,23.0,9.0,4.0,10.0,1.0,1.0,4.0,31.0,21.0,3.0,1.0,36.0,25.0,63.89,11.11,2.78,5.45,Balanced Defender
2024,3938641,Austria,Christoph Baumgartner,0.0,1.0,35.0,0.0,1.0,2.0,0.0,0.0,4.0,8.0,18.0,17.0,1.0,36.0,0.0,97.22,2.78,2.78,39.53,Balanced Defender
2024,3939970,Peru,Piero Aldair Quispe Córdova,0.0,0.0,34.0,2.0,0.0,7.0,2.0,4.0,7.0,15.0,28.0,9.0,2.0,36.0,57.14,94.44,0.0,5.56,17.31,Balanced Defender
2023/2024,3895139,Union Berlin,Alex Král,0.0,0.0,35.0,1.0,1.0,7.0,0.0,0.0,1.0,12.0,30.0,3.0,1.0,36.0,0.0,97.22,0.0,2.78,6.67,Balanced Defender
2023/2024,3895220,Darmstadt 98,Oscar Vilhelmsson,0.0,0.0,32.0,4.0,0.0,4.0,1.0,0.0,2.0,1.0,31.0,11.0,2.0,36.0,0.0,88.89,0.0,5.56,25.58,Balanced Defender
2024,3942415,Uruguay,Manuel Ugarte Ribeiro,0.0,1.0,30.0,5.0,0.0,8.0,5.0,0.0,3.0,16.0,31.0,5.0,2.0,36.0,0.0,83.33,2.78,5.56,9.62,Balanced Defender
2023/2024,3895302,Werder Bremen,Senne Lynen,0.0,2.0,31.0,3.0,3.0,4.0,1.0,1.0,3.0,30.0,11.0,6.0,2.0,36.0,33.33,86.11,5.56,5.56,12.77,Balanced Defender
2023/2024,3895139,Union Berlin,Janik Haberer,0.0,0.0,35.0,1.0,0.0,3.0,0.0,0.0,2.0,8.0,30.0,3.0,1.0,36.0,0.0,97.22,0.0,2.78,7.32,Balanced Defender
2023/2024,3895210,Borussia Mönchengladbach,Franck Honorat,0.0,0.0,32.0,3.0,4.0,1.0,0.0,0.0,1.0,27.0,4.0,10.0,0.0,35.0,0.0,91.43,0.0,0.0,24.39,Balanced Defender
2023/2024,3895113,Wolfsburg,Yannick Gerhardt,0.0,1.0,33.0,1.0,0.0,2.0,3.0,0.0,0.0,11.0,24.0,5.0,1.0,35.0,,94.29,2.86,2.86,12.5,Balanced Defender
2023/2024,3895320,VfB Stuttgart,Atakan Karazor,0.0,2.0,32.0,1.0,0.0,5.0,2.0,0.0,2.0,10.0,28.0,6.0,2.0,35.0,0.0,91.43,5.71,5.71,13.64,Balanced Defender
2024,3939970,Peru,Sergio Fernando Peña Flores,0.0,3.0,24.0,8.0,1.0,7.0,2.0,1.0,4.0,12.0,34.0,3.0,4.0,35.0,25.0,68.57,8.57,11.43,6.12,Balanced Defender
2023/2024,3895180,Bayer Leverkusen,Florian Wirtz,0.0,2.0,30.0,3.0,0.0,10.0,0.0,0.0,2.0,10.0,16.0,21.0,9.0,35.0,0.0,85.71,5.71,25.71,44.68,Balanced Defender
2024,3930158,Scotland,Ryan Christie,0.0,1.0,32.0,2.0,1.0,4.0,4.0,0.0,0.0,15.0,23.0,6.0,1.0,35.0,,91.43,2.86,2.86,13.64,Balanced Defender
2024,3930176,Switzerland,Fabian Rieder,0.0,0.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,24.0,10.0,1.0,35.0,100.0,94.29,0.0,2.86,25.0,Dominant Duelist
2023/2024,3895194,Augsburg,Iago Amaral Borduchi,0.0,3.0,22.0,10.0,5.0,4.0,1.0,0.0,3.0,33.0,10.0,5.0,0.0,35.0,0.0,62.86,8.57,0.0,10.42,Protector
2024,3930165,France,N'Golo Kanté,0.0,2.0,27.0,6.0,1.0,8.0,2.0,2.0,3.0,21.0,24.0,4.0,2.0,35.0,66.67,77.14,5.71,5.71,8.16,Dominant Duelist
2023/2024,3895258,FC Köln,Max Finkgräfe,0.0,0.0,30.0,5.0,2.0,2.0,3.0,2.0,3.0,34.0,10.0,1.0,0.0,35.0,66.67,85.71,0.0,0.0,2.22,Dominant Duelist
2023/2024,3895107,FC Köln,Faride Alidou,0.0,0.0,33.0,2.0,0.0,3.0,0.0,1.0,3.0,10.0,18.0,13.0,1.0,35.0,33.33,94.29,0.0,2.86,31.71,Balanced Defender
2023/2024,3895074,Bayer Leverkusen,Florian Wirtz,0.0,0.0,32.0,2.0,0.0,11.0,0.0,0.0,3.0,12.0,23.0,13.0,3.0,34.0,0.0,94.12,0.0,8.82,27.08,Balanced Defender
2024,3939978,Peru,Wilder José Cartagena Mendoza,0.0,0.0,30.0,4.0,0.0,8.0,5.0,2.0,5.0,23.0,24.0,5.0,7.0,34.0,40.0,88.24,0.0,20.59,9.62,Balanced Defender
2023/2024,3895180,Bayer Leverkusen,Jonas Hofmann,0.0,1.0,32.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,11.0,28.0,3.0,34.0,0.0,94.12,2.94,8.82,70.0,Balanced Defender
2023/2024,3895158,Bayer Leverkusen,Florian Wirtz,0.0,2.0,27.0,5.0,0.0,11.0,1.0,1.0,2.0,4.0,21.0,23.0,9.0,34.0,50.0,79.41,5.88,26.47,47.92,Balanced Defender
2024,3941022,Austria,Christoph Baumgartner,0.0,1.0,29.0,4.0,1.0,6.0,0.0,0.0,9.0,7.0,13.0,30.0,5.0,34.0,0.0,85.29,2.94,14.71,60.0,Balanced Defender
2024,3930160,Croatia,Lovro Majer,0.0,1.0,29.0,4.0,0.0,5.0,1.0,1.0,4.0,8.0,21.0,15.0,2.0,34.0,25.0,85.29,2.94,5.88,34.09,Balanced Defender
2023/2024,3895244,FC Heidenheim,Lennard Maloney,0.0,1.0,29.0,4.0,3.0,6.0,1.0,0.0,6.0,19.0,25.0,6.0,1.0,34.0,0.0,85.29,2.94,2.94,12.0,Balanced Defender
2024,3938643,Poland,Sebastian Szymański,0.0,4.0,26.0,3.0,0.0,3.0,1.0,0.0,3.0,19.0,13.0,8.0,3.0,33.0,0.0,78.79,12.12,9.09,20.0,Balanced Defender
2023/2024,3895194,Augsburg,Arne Maier,0.0,1.0,30.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,20.0,5.0,2.0,33.0,,90.91,3.03,6.06,14.29,Balanced Defender
2023/2024,3895180,Eintracht Frankfurt,Eric Junior Dina Ebimbe,0.0,0.0,30.0,3.0,1.0,5.0,3.0,0.0,4.0,4.0,30.0,12.0,2.0,33.0,0.0,90.91,0.0,6.06,26.09,Balanced Defender
2024,3930177,Hungary,András Schäfer,0.0,0.0,27.0,6.0,0.0,7.0,1.0,1.0,9.0,10.0,32.0,8.0,1.0,33.0,11.11,81.82,0.0,3.03,16.0,Balanced Defender
2023/2024,3895180,Eintracht Frankfurt,Niels Nkounkou,0.0,3.0,20.0,10.0,2.0,4.0,1.0,1.0,3.0,19.0,22.0,2.0,2.0,33.0,33.33,60.61,9.09,6.06,4.65,Balanced Defender
2024,3941017,Slovakia,Dávid Hancko,0.0,3.0,27.0,3.0,3.0,4.0,2.0,2.0,9.0,23.0,21.0,7.0,2.0,33.0,22.22,81.82,9.09,6.06,13.73,Balanced Defender
2024,3943077,Argentina,Julián Álvarez,0.0,0.0,30.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,24.0,10.0,0.0,33.0,0.0,90.91,0.0,0.0,27.78,Balanced Defender
2023/2024,3895067,Darmstadt 98,Marvin Mehlem,0.0,7.0,23.0,3.0,0.0,4.0,2.0,2.0,5.0,18.0,21.0,5.0,0.0,33.0,40.0,69.7,21.21,0.0,11.36,Balanced Defender
2024,3930176,Switzerland,Remo Freuler,0.0,1.0,28.0,4.0,1.0,1.0,2.0,0.0,1.0,9.0,18.0,11.0,0.0,33.0,0.0,84.85,3.03,0.0,28.95,Balanced Defender
2024,3938641,Austria,Nicolas Seiwald,0.0,3.0,28.0,2.0,1.0,5.0,0.0,1.0,2.0,14.0,23.0,4.0,3.0,33.0,50.0,84.85,9.09,9.09,9.76,Balanced Defender
2023/2024,3895095,Bayer Leverkusen,Florian Wirtz,0.0,0.0,31.0,2.0,1.0,4.0,0.0,0.0,1.0,6.0,19.0,14.0,1.0,33.0,0.0,93.94,0.0,3.03,35.9,Balanced Defender
2023/2024,3895244,Bayer Leverkusen,Amine Adli,0.0,0.0,30.0,3.0,0.0,5.0,1.0,1.0,4.0,10.0,24.0,9.0,2.0,33.0,25.0,90.91,0.0,6.06,20.93,Balanced Defender
2023/2024,3895182,Bochum,Matúš Bero,0.0,1.0,28.0,4.0,0.0,8.0,3.0,0.0,3.0,8.0,25.0,14.0,2.0,33.0,0.0,84.85,3.03,6.06,29.79,Balanced Defender
2024,3930170,Slovenia,Adam Gnezda Čerin,0.0,1.0,30.0,2.0,3.0,8.0,4.0,0.0,5.0,24.0,23.0,6.0,2.0,33.0,0.0,90.91,3.03,6.06,11.32,Balanced Defender
2024,3939977,Chile,Eduardo Jesús Vargas Rojas,0.0,0.0,32.0,1.0,0.0,4.0,3.0,0.0,5.0,8.0,24.0,13.0,0.0,33.0,0.0,96.97,0.0,0.0,28.89,Balanced Defender
2024,3942229,Venezuela,Jon Mikel Aramburu Mejías,0.0,3.0,25.0,5.0,2.0,8.0,2.0,3.0,12.0,34.0,16.0,7.0,3.0,33.0,25.0,75.76,9.09,9.09,12.28,Balanced Defender
2023/2024,3895220,Darmstadt 98,Bartol Franjić,0.0,2.0,28.0,3.0,2.0,3.0,1.0,0.0,1.0,13.0,26.0,1.0,0.0,33.0,0.0,84.85,6.06,0.0,2.5,Balanced Defender
2024,3930164,Slovakia,Ondrej Duda,0.0,2.0,27.0,3.0,0.0,6.0,3.0,0.0,1.0,12.0,21.0,9.0,2.0,32.0,0.0,84.38,6.25,6.25,21.43,Balanced Defender
2023/2024,3895139,Union Berlin,Aïssa Bilal Laïdouni,0.0,6.0,25.0,1.0,2.0,4.0,0.0,0.0,2.0,11.0,23.0,6.0,2.0,32.0,0.0,78.12,18.75,6.25,15.0,Balanced Defender
2023/2024,3895250,FSV Mainz 05,Karim Onisiwo,0.0,0.0,32.0,0.0,1.0,1.0,2.0,0.0,10.0,11.0,19.0,16.0,0.0,32.0,0.0,100.0,0.0,0.0,34.78,Balanced Defender
2023/2024,3895107,FC Köln,Dejan Ljubicic,0.0,2.0,29.0,1.0,3.0,1.0,0.0,0.0,1.0,12.0,17.0,8.0,0.0,32.0,0.0,90.62,6.25,0.0,21.62,Balanced Defender
2023/2024,3895153,Werder Bremen,Leonardo Bittencourt,0.0,2.0,29.0,1.0,1.0,4.0,1.0,0.0,1.0,11.0,22.0,6.0,2.0,32.0,0.0,90.62,6.25,6.25,15.38,Balanced Defender
2024,3942415,Uruguay,Darwin Gabriel Núñez Ribeiro,0.0,0.0,30.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,10.0,28.0,2.0,32.0,0.0,93.75,0.0,6.25,68.29,Balanced Defender
2024,3941017,Slovakia,Ondrej Duda,0.0,3.0,24.0,5.0,2.0,3.0,2.0,1.0,4.0,20.0,11.0,12.0,2.0,32.0,25.0,75.0,9.38,6.25,27.91,Balanced Defender
2023/2024,3895158,Borussia Dortmund,Marco Reus,0.0,1.0,26.0,5.0,0.0,2.0,1.0,0.0,3.0,21.0,13.0,4.0,0.0,32.0,0.0,81.25,3.12,0.0,10.53,Balanced Defender
2023/2024,3895107,Bayer Leverkusen,Jonas Hofmann,0.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,15.0,16.0,1.0,32.0,,96.88,0.0,3.12,47.06,Balanced Defender
2024,3939977,Chile,Darío Esteban Osorio Osorio,0.0,2.0,28.0,2.0,0.0,4.0,2.0,0.0,3.0,8.0,27.0,6.0,2.0,32.0,0.0,87.5,6.25,6.25,14.63,Balanced Defender
2024,3942785,Argentina,Julián Álvarez,0.0,0.0,29.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,20.0,12.0,1.0,32.0,0.0,90.62,0.0,3.12,33.33,Balanced Defender
2023/2024,3895086,FC Heidenheim,Eren Sami Dinkçi,0.0,0.0,31.0,1.0,0.0,3.0,0.0,0.0,2.0,11.0,15.0,11.0,0.0,32.0,0.0,96.88,0.0,0.0,29.73,Balanced Defender
2024,3930171,England,Jude Bellingham,0.0,2.0,26.0,4.0,0.0,2.0,2.0,1.0,5.0,10.0,21.0,10.0,1.0,32.0,20.0,81.25,6.25,3.12,24.39,Balanced Defender
2024,3930160,Croatia,Marcelo Brozović,0.0,1.0,29.0,2.0,0.0,2.0,1.0,0.0,3.0,9.0,26.0,3.0,1.0,32.0,0.0,90.62,3.12,3.12,7.89,Balanced Defender
2023/2024,3895210,Borussia Mönchengladbach,Kouadio Emmanuel Koné,0.0,2.0,29.0,1.0,0.0,5.0,1.0,0.0,2.0,23.0,13.0,4.0,2.0,32.0,0.0,90.62,6.25,6.25,10.0,Balanced Defender
2023/2024,3895153,Bayer Leverkusen,Florian Wirtz,0.0,0.0,30.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,14.0,20.0,0.0,31.0,50.0,96.77,0.0,0.0,54.05,Balanced Defender
2024,3939991,Brazil,João Victor Gomes da Silva,0.0,0.0,26.0,5.0,0.0,7.0,1.0,1.0,2.0,15.0,20.0,6.0,3.0,31.0,50.0,83.87,0.0,9.68,14.63,Balanced Defender
2024,3938640,Ukraine,Mykola Shaparenko,0.0,3.0,26.0,2.0,0.0,1.0,3.0,0.0,1.0,5.0,23.0,8.0,0.0,31.0,0.0,83.87,9.68,0.0,22.22,Balanced Defender
2024,3939969,Canada,Jonathan David,0.0,0.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,16.0,15.0,0.0,31.0,,100.0,0.0,0.0,41.67,Balanced Defender
2024,3930172,Italy,Nicolò Barella,0.0,1.0,30.0,0.0,1.0,7.0,0.0,1.0,5.0,15.0,26.0,3.0,3.0,31.0,20.0,96.77,3.23,9.68,6.82,Balanced Defender
2023/2024,3895086,FC Heidenheim,Patrick Mainka,0.0,0.0,23.0,8.0,6.0,1.0,0.0,0.0,1.0,32.0,7.0,0.0,0.0,31.0,0.0,74.19,0.0,0.0,0.0,Protector
2024,3943043,England,Jude Bellingham,0.0,1.0,27.0,3.0,2.0,7.0,0.0,3.0,9.0,14.0,17.0,18.0,5.0,31.0,33.33,87.1,3.23,16.13,36.73,Balanced Defender
2024,3942349,Portugal,João Maria Lobo Alves Palhinha Gonçalves,0.0,2.0,25.0,4.0,2.0,3.0,2.0,0.0,2.0,26.0,14.0,0.0,2.0,31.0,0.0,80.65,6.45,6.45,0.0,Balanced Defender
2024,3939969,Argentina,Julián Álvarez,0.0,0.0,30.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,17.0,18.0,0.0,31.0,0.0,96.77,0.0,0.0,50.0,Balanced Defender
2024,3938644,Georgia,Otar Kiteishvili,0.0,1.0,28.0,2.0,1.0,3.0,1.0,1.0,5.0,28.0,11.0,2.0,0.0,31.0,20.0,90.32,3.23,0.0,4.88,Balanced Defender
2024,3943043,England,Philip Foden,0.0,0.0,28.0,3.0,1.0,3.0,0.0,0.0,2.0,12.0,16.0,9.0,1.0,31.0,0.0,90.32,0.0,3.23,24.32,Balanced Defender
2024,3942226,Spain,Marc Cucurella Saseta,0.0,3.0,20.0,8.0,2.0,1.0,2.0,0.0,3.0,19.0,14.0,6.0,1.0,31.0,0.0,64.52,9.68,3.23,15.38,Balanced Defender
2024,3939971,Jamaica,Kasey Palmer,0.0,0.0,24.0,7.0,1.0,8.0,2.0,1.0,5.0,10.0,28.0,9.0,5.0,31.0,20.0,77.42,0.0,16.13,19.15,Balanced Defender
2024,3930174,Portugal,Bruno Miguel Borges Fernandes,0.0,0.0,30.0,1.0,0.0,5.0,1.0,1.0,3.0,14.0,12.0,14.0,3.0,31.0,33.33,96.77,0.0,9.68,35.0,Balanced Defender
2023/2024,3895286,Hoffenheim,Wout Weghorst,0.0,2.0,26.0,3.0,2.0,0.0,2.0,1.0,6.0,20.0,20.0,1.0,0.0,31.0,16.67,83.87,6.45,0.0,2.44,Balanced Defender
2024,3939977,Chile,Alexis Alejandro Sánchez Sánchez,0.0,0.0,29.0,2.0,0.0,1.0,2.0,0.0,4.0,11.0,15.0,12.0,0.0,31.0,0.0,93.55,0.0,0.0,31.58,Balanced Defender
2023/2024,3895232,Bayer Leverkusen,Piero Martín Hincapié Reyna,0.0,5.0,26.0,0.0,5.0,3.0,0.0,1.0,5.0,24.0,19.0,1.0,0.0,31.0,20.0,83.87,16.13,0.0,2.27,Balanced Defender
2024,3942382,Turkey,Salih Özcan,0.0,4.0,24.0,3.0,1.0,1.0,2.0,0.0,3.0,19.0,18.0,1.0,0.0,31.0,0.0,77.42,12.9,0.0,2.63,Balanced Defender
2024,3930159,Hungary,Dominik Szoboszlai,0.0,0.0,27.0,4.0,1.0,2.0,0.0,0.0,2.0,10.0,14.0,12.0,0.0,31.0,0.0,87.1,0.0,0.0,33.33,Balanced Defender
2024,3930178,Croatia,Marcelo Brozović,0.0,1.0,25.0,4.0,4.0,2.0,2.0,0.0,2.0,17.0,19.0,4.0,1.0,30.0,0.0,83.33,3.33,3.33,10.0,Balanced Defender
2023/2024,3895250,FSV Mainz 05,Leandro Barreiro Martins,0.0,3.0,18.0,9.0,3.0,3.0,1.0,0.0,5.0,14.0,20.0,8.0,2.0,30.0,0.0,60.0,10.0,6.67,19.05,Balanced Defender
2024,3930181,Slovenia,Adam Gnezda Čerin,0.0,2.0,27.0,1.0,2.0,3.0,0.0,0.0,4.0,20.0,17.0,2.0,0.0,30.0,0.0,90.0,6.67,0.0,5.13,Balanced Defender
2023/2024,3895182,Bochum,Cristian Gamboa Luna,0.0,6.0,21.0,3.0,1.0,6.0,1.0,0.0,4.0,16.0,20.0,6.0,3.0,30.0,0.0,70.0,20.0,10.0,14.29,Balanced Defender
2023/2024,3895302,Werder Bremen,Romano Schmid,0.0,0.0,27.0,3.0,2.0,4.0,1.0,1.0,5.0,17.0,20.0,5.0,1.0,30.0,20.0,90.0,0.0,3.33,11.9,Balanced Defender
2024,3939983,Brazil,João Victor Gomes da Silva,0.0,1.0,29.0,0.0,0.0,5.0,3.0,0.0,3.0,14.0,18.0,9.0,2.0,30.0,0.0,96.67,3.33,6.67,21.95,Balanced Defender
2023/2024,3895232,Bayer Leverkusen,Josip Stanišić,0.0,2.0,26.0,2.0,1.0,3.0,2.0,2.0,4.0,20.0,13.0,7.0,0.0,30.0,50.0,86.67,6.67,0.0,17.5,Balanced Defender
2023/2024,3895210,Bayer Leverkusen,Jonas Hofmann,0.0,0.0,28.0,2.0,0.0,5.0,1.0,1.0,1.0,3.0,6.0,28.0,5.0,30.0,100.0,93.33,0.0,16.67,75.68,Dominant Duelist
2024,3939992,Costa Rica,Gerald Taylor,0.0,1.0,26.0,3.0,3.0,0.0,2.0,1.0,2.0,30.0,7.0,0.0,0.0,30.0,50.0,86.67,3.33,0.0,0.0,Balanced Defender
2024,3939982,Uruguay,Manuel Ugarte Ribeiro,0.0,1.0,26.0,3.0,2.0,9.0,0.0,2.0,9.0,12.0,25.0,13.0,4.0,30.0,22.22,86.67,3.33,13.33,26.0,Balanced Defender
