team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Mexico,César Saúl Huerta Valera,92.0,2.0,2.0,5.0,1.96,1.96,4.89,8.809999999999999,Progression Outlet
Turkey,Hakan Çalhanoğlu,368.0,22.0,7.0,7.0,5.38,1.71,1.71,8.8,Progressive Passer
Denmark,Rasmus Winther Højlund,287.0,2.0,7.0,19.0,0.63,2.2,5.96,8.79,Progression Outlet
VfB Stuttgart,Maximilian Mittelstädt,174.0,6.0,9.0,2.0,3.1,4.66,1.03,8.79,Complete Progressor
Austria,Philipp Mwene,195.0,5.0,4.0,10.0,2.31,1.85,4.62,8.780000000000001,Progression Outlet
Canada,Tajon Buchanan,113.0,2.0,4.0,5.0,1.59,3.19,3.98,8.76,Ball Carrier
Hoffenheim,Umut Tohumcu,72.0,3.0,3.0,1.0,3.75,3.75,1.25,8.75,Complete Progressor
Spain,Jesús Navas González,165.0,1.0,6.0,9.0,0.55,3.27,4.91,8.73,Ball Carrier
Borussia Mönchengladbach,Maximilian Wöber,93.0,7.0,1.0,1.0,6.77,0.97,0.97,8.709999999999999,Progressive Passer
Union Berlin,András Schäfer,62.0,0.0,2.0,4.0,0.0,2.9,5.81,8.709999999999999,Ball Carrier
Canada,Jacob Shaffelburg,394.0,5.0,15.0,18.0,1.14,3.43,4.11,8.68,Ball Carrier
Venezuela,Yeferson Julio Soteldo Martínez,281.0,2.0,12.0,13.0,0.64,3.84,4.16,8.64,Ball Carrier
FC Köln,Max Finkgräfe,125.0,4.0,3.0,5.0,2.88,2.16,3.6,8.64,Progressive Passer
Freiburg,Christian Günter,94.0,4.0,0.0,5.0,3.83,0.0,4.79,8.620000000000001,Progressive Passer
Austria,Kevin Danso,230.0,18.0,4.0,0.0,7.04,1.57,0.0,8.61,Progressive Passer
Werder Bremen,Leonardo Bittencourt,147.0,5.0,3.0,6.0,3.06,1.84,3.67,8.57,Progressive Passer
Italy,Jorge Luiz Frello Filho,221.0,15.0,1.0,5.0,6.11,0.41,2.04,8.56,Progressive Passer
England,Jude Bellingham,748.0,17.0,24.0,30.0,2.05,2.89,3.61,8.549999999999999,Ball Carrier
England,Kyle Walker,717.0,35.0,15.0,18.0,4.39,1.88,2.26,8.53,Progressive Passer
Croatia,Lovro Majer,159.0,5.0,8.0,2.0,2.83,4.53,1.13,8.49,Complete Progressor
Albania,Qazim Laçi,170.0,5.0,5.0,6.0,2.65,2.65,3.18,8.48,Ball Carrier
RB Leipzig,Daniel Olmo Carvajal,170.0,4.0,6.0,6.0,2.12,3.18,3.18,8.48,Ball Carrier
Augsburg,Ermedin Demirović,170.0,2.0,7.0,7.0,1.06,3.71,3.71,8.48,Ball Carrier
Netherlands,Jeremie Frimpong,96.0,1.0,3.0,5.0,0.94,2.81,4.69,8.440000000000001,Ball Carrier
Canada,Tanitoluwa Oluwaseyi,192.0,2.0,3.0,13.0,0.94,1.41,6.09,8.44,Progression Outlet
Serbia,Filip Mladenović,118.0,1.0,3.0,7.0,0.76,2.29,5.34,8.39,Progression Outlet
Wolfsburg,Lovro Majer,86.0,1.0,4.0,3.0,1.05,4.19,3.14,8.38,Ball Carrier
Werder Bremen,Marvin Ducksch,183.0,2.0,7.0,8.0,0.98,3.44,3.93,8.35,Ball Carrier
Eintracht Frankfurt,Eric Junior Dina Ebimbe,151.0,1.0,6.0,7.0,0.6,3.58,4.17,8.35,Ball Carrier
Croatia,Josip Juranović,108.0,1.0,2.0,7.0,0.83,1.67,5.83,8.33,Progression Outlet
Canada,Jonathan David,541.0,15.0,16.0,19.0,2.5,2.66,3.16,8.32,Ball Carrier
Darmstadt 98,Tim Skarke,130.0,3.0,2.0,7.0,2.08,1.38,4.85,8.309999999999999,Progression Outlet
Darmstadt 98,Emir Karic,163.0,4.0,5.0,6.0,2.21,2.76,3.31,8.28,Ball Carrier
Czech Republic,Ondřej Lingr,98.0,1.0,2.0,6.0,0.92,1.84,5.51,8.27,Progression Outlet
Croatia,Luka Sučić,153.0,5.0,5.0,4.0,2.94,2.94,2.35,8.23,Complete Progressor
Slovakia,Adam Obert,33.0,1.0,1.0,1.0,2.73,2.73,2.73,8.19,Ball Carrier
Bolivia,Adalid Terrazas Abasto,44.0,3.0,1.0,0.0,6.14,2.05,0.0,8.19,Progressive Passer
Belgium,Orel Mangala,143.0,6.0,4.0,3.0,3.78,2.52,1.89,8.19,Complete Progressor
Ukraine,Artem Dovbyk,254.0,2.0,9.0,12.0,0.71,3.19,4.25,8.15,Ball Carrier
Chile,Darío Esteban Osorio Osorio,177.0,4.0,4.0,8.0,2.03,2.03,4.07,8.129999999999999,Progression Outlet
Croatia,Mateo Kovačić,233.0,11.0,9.0,1.0,4.25,3.48,0.39,8.120000000000001,Complete Progressor
France,Marcus Thuram,277.0,4.0,8.0,13.0,1.3,2.6,4.22,8.120000000000001,Ball Carrier
Denmark,Alexander Hartmann Bah,288.0,9.0,5.0,12.0,2.81,1.56,3.75,8.120000000000001,Progressive Passer
Portugal,Nélson Cabral Semedo,122.0,1.0,4.0,6.0,0.74,2.95,4.43,8.120000000000001,Ball Carrier
Switzerland,Xherdan Shaqiri,78.0,2.0,1.0,4.0,2.31,1.15,4.62,8.08,Progression Outlet
FC Heidenheim,Jan-Niklas Beste,156.0,4.0,5.0,5.0,2.31,2.88,2.88,8.07,Ball Carrier
Freiburg,Kiliann Sildillia,190.0,2.0,7.0,8.0,0.95,3.32,3.79,8.059999999999999,Ball Carrier
Germany,Antonio Rüdiger,503.0,36.0,8.0,1.0,6.44,1.43,0.18,8.05,Progressive Passer
France,N'Golo Kanté,537.0,24.0,13.0,11.0,4.02,2.18,1.84,8.04,Progressive Passer
Ukraine,Vitalii Mykolenko,56.0,1.0,0.0,4.0,1.61,0.0,6.43,8.04,Progression Outlet
Spain,Martín Zubimendi Ibáñez,157.0,10.0,2.0,2.0,5.73,1.15,1.15,8.030000000000001,Progressive Passer
Hoffenheim,Maximilian Beier,159.0,0.0,9.0,5.0,0.0,5.09,2.83,7.92,Ball Carrier
Turkey,Arda Güler,353.0,11.0,10.0,10.0,2.8,2.55,2.55,7.8999999999999995,Ball Carrier
United States,Giovanni Reyna,206.0,8.0,3.0,7.0,3.5,1.31,3.06,7.870000000000001,Progressive Passer
Union Berlin,Josip Juranović,80.0,5.0,1.0,1.0,5.62,1.12,1.12,7.86,Progressive Passer
Wolfsburg,Jonas Older Wind,126.0,2.0,4.0,5.0,1.43,2.86,3.57,7.859999999999999,Ball Carrier
Colombia,Richard Rios Montoya,460.0,11.0,11.0,18.0,2.15,2.15,3.52,7.82,Progression Outlet
Croatia,Ante Budimir,139.0,2.0,5.0,5.0,1.29,3.24,3.24,7.7700000000000005,Ball Carrier
Uruguay,Cristian Gonzalo Olivera Ibarra,197.0,2.0,4.0,11.0,0.91,1.83,5.03,7.7700000000000005,Progression Outlet
Italy,Giovanni Di Lorenzo,382.0,17.0,8.0,8.0,4.01,1.88,1.88,7.77,Progressive Passer
Chile,Marcos Nikolas Bolados Hidalgo,116.0,1.0,4.0,5.0,0.78,3.1,3.88,7.76,Ball Carrier
Netherlands,Donyell Malen,198.0,3.0,6.0,8.0,1.36,2.73,3.64,7.73,Ball Carrier
Colombia,Jhon Andrés Córdoba Copete,422.0,6.0,13.0,17.0,1.28,2.77,3.63,7.68,Ball Carrier
Switzerland,Ricardo Iván Rodríguez Araya,504.0,15.0,16.0,12.0,2.68,2.86,2.14,7.68,Ball Carrier
Mexico,Gerardo Daniel Arteaga Zamora,281.0,12.0,4.0,8.0,3.84,1.28,2.56,7.68,Progressive Passer
Netherlands,Tijjani Reijnders,517.0,21.0,11.0,12.0,3.66,1.91,2.09,7.66,Progressive Passer
Denmark,Morten Hjulmand,247.0,16.0,2.0,3.0,5.83,0.73,1.09,7.65,Progressive Passer
Canada,Ismael Koné,400.0,16.0,14.0,4.0,3.6,3.15,0.9,7.65,Complete Progressor
Ukraine,Ruslan Malinovskiy,47.0,3.0,1.0,0.0,5.74,1.91,0.0,7.65,Progressive Passer
Canada,Cyle Larin,402.0,7.0,6.0,21.0,1.57,1.34,4.7,7.61,Progression Outlet
Argentina,Lautaro Javier Martínez,225.0,1.0,6.0,12.0,0.4,2.4,4.8,7.6,Progression Outlet
Panama,Christian Jesús Martinez,273.0,14.0,3.0,6.0,4.62,0.99,1.98,7.59,Progressive Passer
Freiburg,Ritsu Doan,190.0,2.0,8.0,6.0,0.95,3.79,2.84,7.58,Ball Carrier
France,Olivier Giroud,83.0,1.0,1.0,5.0,1.08,1.08,5.42,7.58,Progression Outlet
Bayer Leverkusen,Adam Hložek,537.0,7.0,11.0,27.0,1.17,1.84,4.53,7.54,Progression Outlet
Eintracht Frankfurt,Lucas Silva Melo,191.0,11.0,1.0,4.0,5.18,0.47,1.88,7.529999999999999,Progressive Passer
France,Aurélien Djani Tchouaméni,492.0,35.0,6.0,0.0,6.4,1.1,0.0,7.5,Progressive Passer
Brazil,Lucas Tolentino Coelho de Lima,301.0,11.0,3.0,11.0,3.29,0.9,3.29,7.48,Progressive Passer
Italy,Nicolò Barella,350.0,16.0,5.0,8.0,4.11,1.29,2.06,7.460000000000001,Progressive Passer
Bayern Munich,Min Jae Kim,194.0,12.0,4.0,0.0,5.57,1.86,0.0,7.430000000000001,Progressive Passer
Croatia,Josip Stanišić,194.0,5.0,5.0,6.0,2.32,2.32,2.78,7.42,Supporting Progressor
Borussia Dortmund,Jamie Jermaine Bynoe-Gittens,146.0,1.0,6.0,5.0,0.62,3.7,3.08,7.4,Ball Carrier
Spain,Daniel Vivian Moreno,134.0,9.0,2.0,0.0,6.04,1.34,0.0,7.38,Progressive Passer
Panama,Erick Javier Davis Grajales,366.0,8.0,8.0,14.0,1.97,1.97,3.44,7.38,Progression Outlet
Hoffenheim,Grischa Prömel,134.0,6.0,3.0,2.0,4.03,2.01,1.34,7.38,Progressive Passer
Augsburg,Ruben Vargas,61.0,2.0,1.0,2.0,2.95,1.48,2.95,7.38,Progressive Passer
Bochum,Danilo Teodoro Soares,49.0,1.0,2.0,1.0,1.84,3.67,1.84,7.35,Ball Carrier
Switzerland,Silvan Widmer,257.0,2.0,6.0,13.0,0.7,2.1,4.55,7.35,Progression Outlet
Slovakia,László Bénes,49.0,1.0,1.0,2.0,1.84,1.84,3.67,7.35,Progression Outlet
Georgia,Heorhii Tsitaishvili,197.0,3.0,5.0,8.0,1.37,2.28,3.65,7.3,Progression Outlet
Denmark,Mikkel Damsgaard,37.0,1.0,1.0,1.0,2.43,2.43,2.43,7.290000000000001,Supporting Progressor
Uruguay,Matías Nicolás Viña Susperreguy,359.0,7.0,11.0,11.0,1.75,2.76,2.76,7.27,Ball Carrier
Italy,Federico Dimarco,235.0,3.0,5.0,11.0,1.15,1.91,4.21,7.27,Progression Outlet
Panama,José Fajardo Nelson,298.0,1.0,8.0,15.0,0.3,2.42,4.53,7.25,Progression Outlet
Spain,Daniel Carvajal Ramos,707.0,21.0,15.0,21.0,2.67,1.91,2.67,7.25,Supporting Progressor
Mexico,Carlos Alberto Rodríguez Gómez,87.0,2.0,2.0,3.0,2.07,2.07,3.1,7.24,Supporting Progressor
Spain,Robin Aime Robert Le Normand,462.0,32.0,5.0,0.0,6.23,0.97,0.0,7.2,Progressive Passer
Colombia,Kevin Duvan Castaño Gil,100.0,4.0,1.0,3.0,3.6,0.9,2.7,7.2,Progressive Passer
Werder Bremen,Senne Lynen,100.0,4.0,2.0,2.0,3.6,1.8,1.8,7.2,Progressive Passer
Hoffenheim,Andrej Kramarić,75.0,1.0,3.0,2.0,1.2,3.6,2.4,7.199999999999999,Ball Carrier
Germany,Emre Can,113.0,5.0,2.0,2.0,3.98,1.59,1.59,7.16,Progressive Passer
Paraguay,Alex Adrián Arce Barrios,151.0,2.0,4.0,6.0,1.19,2.38,3.58,7.15,Progression Outlet
Bochum,Christopher Antwi-Adjej,63.0,0.0,2.0,3.0,0.0,2.86,4.29,7.15,Ball Carrier
Argentina,Nicolás Iván González,252.0,3.0,6.0,11.0,1.07,2.14,3.93,7.140000000000001,Progression Outlet
Slovenia,Josip Iličić,38.0,1.0,2.0,0.0,2.37,4.74,0.0,7.11,Ball Carrier
Wolfsburg,Yannick Gerhardt,165.0,2.0,5.0,6.0,1.09,2.73,3.27,7.09,Ball Carrier
Italy,Alessandro Bastoni,382.0,24.0,5.0,1.0,5.65,1.18,0.24,7.07,Progressive Passer
Slovakia,Róbert Boženík,166.0,1.0,4.0,8.0,0.54,2.17,4.34,7.05,Progression Outlet
Eintracht Frankfurt,Ellyes Joris Skhiri,102.0,6.0,1.0,1.0,5.29,0.88,0.88,7.05,Progressive Passer
Hungary,Martin Ádám,64.0,1.0,1.0,3.0,1.41,1.41,4.22,7.039999999999999,Progression Outlet
Hoffenheim,Robert Skov,77.0,2.0,2.0,2.0,2.34,2.34,2.34,7.02,Supporting Progressor
Ecuador,Ray Kendry Páez Andrade,308.0,9.0,7.0,8.0,2.63,2.05,2.34,7.02,Supporting Progressor
Freiburg,Vincenzo Grifo,141.0,4.0,4.0,3.0,2.55,2.55,1.91,7.01,Ball Carrier
Argentina,Marcos Javier Acuña,103.0,0.0,4.0,4.0,0.0,3.5,3.5,7.0,Ball Carrier
Switzerland,Breel-Donald Embolo,373.0,4.0,8.0,17.0,0.97,1.93,4.1,7.0,Progression Outlet
Venezuela,Jefferson David Savarino Quintero,103.0,1.0,2.0,5.0,0.87,1.75,4.37,6.99,Progression Outlet
Panama,Eduardo Antonio Guerrero Lozcano,129.0,3.0,2.0,5.0,2.09,1.4,3.49,6.98,Progression Outlet
Belgium,Romelu Lukaku Menama,374.0,3.0,10.0,16.0,0.72,2.41,3.85,6.98,Progression Outlet
Paraguay,Mathías Adalberto Villasanti Rolón,245.0,11.0,6.0,2.0,4.04,2.2,0.73,6.970000000000001,Progressive Passer
Slovenia,Petar Stojanović,323.0,7.0,14.0,4.0,1.95,3.9,1.11,6.96,Ball Carrier
Jamaica,Dexter Lembikisa,181.0,4.0,4.0,6.0,1.99,1.99,2.98,6.96,Supporting Progressor
Venezuela,José Salomón Rondón Giménez,375.0,4.0,7.0,18.0,0.96,1.68,4.32,6.96,Progression Outlet
Chile,Alexis Alejandro Sánchez Sánchez,259.0,6.0,5.0,9.0,2.08,1.74,3.13,6.95,Supporting Progressor
Hoffenheim,Finn Ole Becker,78.0,2.0,2.0,2.0,2.31,2.31,2.31,6.93,Supporting Progressor
Union Berlin,Mikkel Kaufmann,52.0,1.0,1.0,2.0,1.73,1.73,3.46,6.92,Progression Outlet
Bayern Munich,Dayotchanculle Upamecano,157.0,7.0,4.0,1.0,4.01,2.29,0.57,6.87,Progressive Passer
Uruguay,Facundo Pellistri Rebollo,459.0,7.0,12.0,16.0,1.37,2.35,3.14,6.86,Supporting Progressor
Germany,Jonathan Tah,328.0,19.0,6.0,0.0,5.21,1.65,0.0,6.859999999999999,Progressive Passer
Freiburg,Lucas Höler,171.0,5.0,3.0,5.0,2.63,1.58,2.63,6.84,Supporting Progressor
Werder Bremen,Jens Stage,93.0,4.0,2.0,1.0,3.87,1.94,0.97,6.78,Progressive Passer
Croatia,Joško Gvardiol,292.0,11.0,8.0,3.0,3.39,2.47,0.92,6.78,Complete Progressor
Augsburg,Mads Pedersen,93.0,3.0,3.0,1.0,2.9,2.9,0.97,6.77,Complete Progressor
Slovakia,Lukáš Haraslín,266.0,2.0,8.0,10.0,0.68,2.71,3.38,6.77,Ball Carrier
Jamaica,Karoy Anderson,40.0,2.0,0.0,1.0,4.5,0.0,2.25,6.75,Progressive Passer
Chile,Mauricio Aníbal Isla Isla,280.0,10.0,5.0,6.0,3.21,1.61,1.93,6.75,Progressive Passer
Spain,Álvaro Borja Morata Martín,456.0,3.0,5.0,26.0,0.59,0.99,5.13,6.71,Progression Outlet
Bayer Leverkusen,Robert Andrich,1800.0,86.0,32.0,16.0,4.3,1.6,0.8,6.7,Progressive Passer
Slovakia,Dávid Hancko,376.0,10.0,7.0,11.0,2.39,1.68,2.63,6.7,Supporting Progressor
Ecuador,Moisés Isaac Caicedo Corozo,418.0,15.0,5.0,11.0,3.23,1.08,2.37,6.680000000000001,Progressive Passer
Ecuador,Alan Steve Minda García,135.0,1.0,3.0,6.0,0.67,2.0,4.0,6.67,Progression Outlet
Denmark,Joachim Andersen,378.0,21.0,7.0,0.0,5.0,1.67,0.0,6.67,Progressive Passer
Borussia Dortmund,Marius Wolf,149.0,3.0,4.0,4.0,1.81,2.42,2.42,6.65,Supporting Progressor
Slovakia,Tomáš Suslov,95.0,3.0,1.0,3.0,2.84,0.95,2.84,6.63,Progressive Passer
Hungary,Roland Sallai,285.0,4.0,7.0,10.0,1.26,2.21,3.16,6.63,Supporting Progressor
FSV Mainz 05,Jae-Sung Lee,163.0,3.0,3.0,6.0,1.66,1.66,3.31,6.63,Supporting Progressor
Serbia,Milos Veljkovic,285.0,13.0,6.0,2.0,4.11,1.89,0.63,6.63,Progressive Passer
Peru,Gianluca Lapadula Vargas,204.0,1.0,5.0,9.0,0.44,2.21,3.97,6.62,Progression Outlet
Poland,Piotr Zieliński,259.0,5.0,9.0,5.0,1.74,3.13,1.74,6.61,Ball Carrier
Werder Bremen,Anthony Jung,82.0,6.0,0.0,0.0,6.59,0.0,0.0,6.59,Progressive Passer
Bayer Leverkusen,Jonathan Tah,2759.0,168.0,32.0,1.0,5.48,1.04,0.03,6.550000000000001,Progressive Passer
VfB Stuttgart,Jamie Leweling,110.0,1.0,5.0,2.0,0.82,4.09,1.64,6.55,Ball Carrier
FSV Mainz 05,Danny Vieira da Costa,69.0,2.0,2.0,1.0,2.61,2.61,1.3,6.52,Ball Carrier
Italy,Lorenzo Pellegrini,221.0,2.0,3.0,11.0,0.81,1.22,4.48,6.510000000000001,Progression Outlet
FSV Mainz 05,Brajan Gruda,139.0,1.0,5.0,4.0,0.65,3.24,2.59,6.48,Ball Carrier
Romania,Dennis Man,278.0,3.0,8.0,9.0,0.97,2.59,2.91,6.47,Ball Carrier
Augsburg,Phillip Tietz,154.0,3.0,4.0,4.0,1.75,2.34,2.34,6.43,Supporting Progressor
Serbia,Filip Kostić,42.0,0.0,2.0,1.0,0.0,4.29,2.14,6.43,Ball Carrier
England,Kobbie Mainoo,380.0,9.0,12.0,6.0,2.13,2.84,1.42,6.39,Ball Carrier
Argentina,Rodrigo Javier De Paul,536.0,21.0,10.0,7.0,3.53,1.68,1.18,6.39,Progressive Passer
Albania,Nedim Bajrami,254.0,5.0,6.0,7.0,1.77,2.13,2.48,6.38,Supporting Progressor
VfB Stuttgart,Leonidas Stergiou,99.0,3.0,1.0,3.0,2.73,0.91,2.73,6.37,Supporting Progressor
Peru,Brayan Roberto Reyna Casaverde,99.0,1.0,3.0,3.0,0.91,2.73,2.73,6.37,Ball Carrier
Venezuela,Yangel Clemente Herrera Ravelo,369.0,14.0,6.0,6.0,3.41,1.46,1.46,6.33,Progressive Passer
Italy,Davide Frattesi,200.0,3.0,4.0,7.0,1.35,1.8,3.15,6.300000000000001,Supporting Progressor
FC Köln,Faride Alidou,143.0,2.0,3.0,5.0,1.26,1.89,3.15,6.3,Supporting Progressor
Albania,Kristjan Asllani,288.0,12.0,4.0,4.0,3.75,1.25,1.25,6.25,Progressive Passer
Ukraine,Roman Yaremchuk,131.0,1.0,4.0,4.0,0.69,2.75,2.75,6.1899999999999995,Ball Carrier
Ecuador,Jeremy Leonel Sarmiento Morante,306.0,5.0,10.0,6.0,1.47,2.94,1.76,6.17,Ball Carrier
FC Köln,Leart Paqarada,117.0,2.0,3.0,3.0,1.54,2.31,2.31,6.16,Supporting Progressor
Eintracht Frankfurt,Fares Chaïbi,161.0,2.0,5.0,4.0,1.12,2.8,2.24,6.16,Ball Carrier
Serbia,Luka Jović,117.0,2.0,1.0,5.0,1.54,0.77,3.85,6.16,Progression Outlet
Switzerland,Michel Aebischer,557.0,15.0,5.0,18.0,2.42,0.81,2.91,6.140000000000001,Supporting Progressor
Uruguay,Luis Alberto Suárez Díaz,132.0,1.0,5.0,3.0,0.68,3.41,2.05,6.14,Ball Carrier
Serbia,Aleksandar Mitrović,250.0,2.0,3.0,12.0,0.72,1.08,4.32,6.12,Progression Outlet
Chile,Víctor Alejandro Dávila Zavala,235.0,3.0,5.0,8.0,1.15,1.91,3.06,6.119999999999999,Supporting Progressor
Belgium,Johan Bakayoko,59.0,1.0,2.0,1.0,1.53,3.05,1.53,6.11,Ball Carrier
United States,Timothy Weah,177.0,3.0,4.0,5.0,1.53,2.03,2.54,6.1,Supporting Progressor
Portugal,Vitor Machado Ferreira,414.0,20.0,5.0,3.0,4.35,1.09,0.65,6.09,Progressive Passer
Peru,Piero Aldair Quispe Córdova,133.0,5.0,4.0,0.0,3.38,2.71,0.0,6.09,Complete Progressor
Poland,Karol Świderski,104.0,1.0,2.0,4.0,0.87,1.73,3.46,6.0600000000000005,Progression Outlet
VfB Stuttgart,Serhou Guirassy,193.0,2.0,4.0,7.0,0.93,1.87,3.26,6.0600000000000005,Supporting Progressor
Chile,Marcelino Ignacio Nuñez Espinoza,149.0,2.0,5.0,3.0,1.21,3.02,1.81,6.040000000000001,Ball Carrier
Jamaica,Damion Lowe,164.0,7.0,3.0,1.0,3.84,1.65,0.55,6.04,Progressive Passer
Ukraine,Mykola Shaparenko,224.0,8.0,5.0,2.0,3.21,2.01,0.8,6.02,Progressive Passer
Colombia,Johan Andrés Mojica Palacio,555.0,12.0,9.0,16.0,1.95,1.46,2.59,6.0,Supporting Progressor
FC Köln,Steffen Tigges,30.0,1.0,1.0,0.0,3.0,3.0,0.0,6.0,Complete Progressor
Mexico,Edson Omar Álvarez Velázquez,30.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,Progressive Passer
Serbia,Strahinja Pavlović,285.0,8.0,7.0,4.0,2.53,2.21,1.26,6.0,Supporting Progressor
England,Phil Foden,676.0,0.0,0.0,45.0,0.0,0.0,5.99,5.99,Progression Outlet
Peru,Andy Jorman Polo Andrade,181.0,1.0,7.0,4.0,0.5,3.48,1.99,5.97,Ball Carrier
Mexico,Santiago Tomás Giménez,227.0,1.0,7.0,7.0,0.4,2.78,2.78,5.959999999999999,Ball Carrier
Jamaica,Michail Antonio,242.0,3.0,7.0,6.0,1.12,2.6,2.23,5.95,Ball Carrier
Albania,Jasir Asani,212.0,2.0,4.0,8.0,0.85,1.7,3.4,5.949999999999999,Progression Outlet
Hungary,László Kleinheisler,61.0,2.0,1.0,1.0,2.95,1.48,1.48,5.91,Progressive Passer
Slovakia,Ivan Schranz,335.0,7.0,5.0,10.0,1.88,1.34,2.69,5.91,Supporting Progressor
Wolfsburg,Kevin Paredes,107.0,2.0,2.0,3.0,1.68,1.68,2.52,5.88,Supporting Progressor
Colombia,Daniel Muñoz Mejía,551.0,14.0,13.0,9.0,2.29,2.12,1.47,5.88,Supporting Progressor
Paraguay,Matías David Espinoza Acosta,169.0,2.0,3.0,6.0,1.07,1.6,3.2,5.87,Supporting Progressor
Argentina,Giovani Lo Celso,184.0,6.0,2.0,4.0,2.93,0.98,1.96,5.87,Progressive Passer
Union Berlin,Janik Haberer,92.0,2.0,0.0,4.0,1.96,0.0,3.91,5.87,Progression Outlet
Union Berlin,David Datro Fofana,77.0,0.0,1.0,4.0,0.0,1.17,4.68,5.85,Progression Outlet
Austria,Nicolas Seiwald,385.0,17.0,4.0,4.0,3.97,0.94,0.94,5.85,Progressive Passer
United States,Ricardo Daniel Pepi,108.0,1.0,1.0,5.0,0.83,0.83,4.17,5.83,Progression Outlet
Bochum,Philipp Förster,31.0,0.0,0.0,2.0,0.0,0.0,5.81,5.81,Progression Outlet
Borussia Dortmund,Karim-David Adeyemi,31.0,0.0,2.0,0.0,0.0,5.81,0.0,5.81,Ball Carrier
Peru,Franco Zanelatto Téllez,31.0,0.0,1.0,1.0,0.0,2.9,2.9,5.8,Ball Carrier
Netherlands,Nathan Aké,483.0,19.0,8.0,4.0,3.54,1.49,0.75,5.78,Progressive Passer
Austria,Maximilian Wöber,187.0,6.0,4.0,2.0,2.89,1.93,0.96,5.78,Progressive Passer
FC Heidenheim,Eren Sami Dinkçi,156.0,1.0,4.0,5.0,0.58,2.31,2.88,5.77,Supporting Progressor
Hoffenheim,Wout Weghorst,172.0,3.0,3.0,5.0,1.57,1.57,2.62,5.76,Supporting Progressor
FSV Mainz 05,Nadiem Amiri,94.0,3.0,3.0,0.0,2.87,2.87,0.0,5.74,Complete Progressor
Bolivia,Ramiro Vaca Ponce,173.0,3.0,4.0,4.0,1.56,2.08,2.08,5.720000000000001,Supporting Progressor
Augsburg,Jeffrey Gouweleeuw,189.0,4.0,6.0,2.0,1.9,2.86,0.95,5.71,Ball Carrier
Switzerland,Mohamed Zeki Amdouni,79.0,1.0,3.0,1.0,1.14,3.42,1.14,5.699999999999999,Ball Carrier
Czech Republic,Pavel Šulc,79.0,0.0,2.0,3.0,0.0,2.28,3.42,5.699999999999999,Progression Outlet
Netherlands,Denzel Dumfries,473.0,12.0,3.0,15.0,2.28,0.57,2.85,5.699999999999999,Supporting Progressor
Darmstadt 98,Marvin Mehlem,96.0,1.0,2.0,3.0,0.94,1.88,2.81,5.63,Supporting Progressor
Czech Republic,Patrik Schick,128.0,0.0,5.0,3.0,0.0,3.52,2.11,5.63,Ball Carrier
Mexico,Guillermo Martínez Ayala,97.0,2.0,1.0,3.0,1.86,0.93,2.78,5.57,Supporting Progressor
Georgia,Zuriko Davitashvili,130.0,0.0,4.0,4.0,0.0,2.77,2.77,5.54,Ball Carrier
England,Conor Gallagher,130.0,4.0,1.0,3.0,2.77,0.69,2.08,5.54,Supporting Progressor
Turkey,Mert Müldür,358.0,4.0,9.0,9.0,1.01,2.26,2.26,5.529999999999999,Supporting Progressor
Austria,Marko Arnautović,293.0,2.0,5.0,11.0,0.61,1.54,3.38,5.529999999999999,Progression Outlet
Panama,Adalberto Eliécer Carrasquilla Alcázar,179.0,8.0,3.0,0.0,4.02,1.51,0.0,5.529999999999999,Progressive Passer
Denmark,Christian Nørgaard,49.0,2.0,1.0,0.0,3.67,1.84,0.0,5.51,Progressive Passer
Canada,Alphonso Davies,556.0,10.0,14.0,10.0,1.62,2.27,1.62,5.51,Supporting Progressor
Denmark,Kasper Dolberg,49.0,0.0,0.0,3.0,0.0,0.0,5.51,5.51,Progression Outlet
Panama,Michael Amir Murillo Bermudez,329.0,6.0,3.0,11.0,1.64,0.82,3.01,5.47,Supporting Progressor
Bayern Munich,Harry Kane,181.0,1.0,3.0,7.0,0.5,1.49,3.48,5.47,Progression Outlet
Belgium,Zeno Debast,116.0,6.0,1.0,0.0,4.66,0.78,0.0,5.44,Progressive Passer
United States,Weston McKennie,267.0,8.0,3.0,5.0,2.7,1.01,1.69,5.4,Supporting Progressor
Switzerland,Manuel Obafemi Akanji,504.0,25.0,5.0,0.0,4.46,0.89,0.0,5.35,Progressive Passer
Germany,David Raum,169.0,4.0,3.0,3.0,2.13,1.6,1.6,5.33,Supporting Progressor
RB Leipzig,Ikoma Loïs Openda,169.0,2.0,4.0,4.0,1.07,2.13,2.13,5.33,Supporting Progressor
VfB Stuttgart,Woo-Yeong Jeong,34.0,1.0,0.0,1.0,2.65,0.0,2.65,5.3,Supporting Progressor
Romania,Darius Dumitru Olaru,34.0,1.0,0.0,1.0,2.65,0.0,2.65,5.3,Supporting Progressor
Hungary,Zsolt Nagy,34.0,1.0,0.0,1.0,2.65,0.0,2.65,5.3,Supporting Progressor
Peru,Luis Jan Piers Advíncula Castrillón,34.0,0.0,1.0,1.0,0.0,2.65,2.65,5.3,Ball Carrier
Serbia,Mijat Gaćinović,51.0,0.0,1.0,2.0,0.0,1.76,3.53,5.29,Progression Outlet
