season_name,match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
2024,3930161,Albania,Nedim Bajrami,23.0,23.0,46.0,9,7,16,13.53
2024,3939984,Colombia,Luis Fernando Díaz Marulanda,21.0,25.0,46.0,10,8,18,9.29
2023/2024,3895333,Eintracht Frankfurt,Hugo Larsson,24.0,22.0,46.0,8,10,18,9.66
2025,4020846,Spain Women's,Catalina Thomas Coll Lluch,26.0,20.0,46.0,6,4,10,6.58
2024,3941020,Slovenia,Žan Karničnik,27.0,19.0,46.0,9,6,15,21.2
2024,3942227,Switzerland,Fabian Rieder,22.0,24.0,46.0,8,8,16,7.64
2025,3998853,Iceland Women's,Sædís Rún Heiðarsdóttir,26.0,20.0,46.0,9,7,16,16.55
2024,3938645,Ukraine,Oleksandr Tymchyk,31.0,15.0,46.0,10,8,18,13.57
2024,3930173,Netherlands,Jeremie Frimpong,20.0,26.0,46.0,7,8,15,12.53
2024,3939975,Paraguay,Matías David Espinoza Acosta,24.0,22.0,46.0,9,9,18,25.14
2025,3998858,Wales,Olivia Clarke,29.0,17.0,46.0,5,4,9,27.38
2025,3998844,Switzerland Women's,Sydney Schertenleib,14.0,32.0,46.0,7,10,17,14.98
2025,3998857,Poland Women's,Tanja Pawollek,26.0,20.0,46.0,11,9,20,13.45
2024,3939972,Ecuador,Piero Martín Hincapié Reyna,25.0,21.0,46.0,7,8,15,22.77
2023/2024,3895107,Bayer Leverkusen,Jeremie Frimpong,21.0,25.0,46.0,7,7,14,6.47
2025,3998854,Portugal Women's,Catarina Amado,25.0,21.0,46.0,8,7,15,12.67
2023/2024,3895167,Bayer Leverkusen,Jeremie Frimpong,21.0,25.0,46.0,8,6,14,9.62
2024,3941022,Austria,Patrick Pentz,28.0,18.0,46.0,8,6,14,9.06
2025,3998844,Iceland Women's,Ingibjörg Sigurðardóttir,29.0,17.0,46.0,9,4,13,22.01
2024,3943043,England,Bukayo Saka,21.0,25.0,46.0,7,9,16,18.11
2024,3938637,Poland,Przemysław Frankowski,23.0,23.0,46.0,13,13,26,18.47
2024,3938637,Poland,Nicola Zalewski,21.0,25.0,46.0,7,10,17,18.47
2024,3939980,Ecuador,Angelo Smit Preciado Quiñónez,29.0,17.0,46.0,10,8,18,19.17
2024,3942416,Colombia,Daniel Muñoz Mejía,24.0,22.0,46.0,6,7,13,13.73
2024,3930168,Hungary,Attila Fiola,22.0,24.0,46.0,9,8,17,17.29
2024,3939978,Peru,Wilder José Cartagena Mendoza,25.0,20.0,45.0,13,11,24,15.68
2023/2024,3895060,Borussia Mönchengladbach,Nathan Ngoumou Minpole,21.0,24.0,45.0,8,9,17,10.9
2025,3998838,Italy Women's,Lisa Boattin,22.0,23.0,45.0,9,8,17,15.1
2025,4020005,Italy Women's,Cristiana Girelli,16.0,29.0,45.0,7,9,16,12.16
2025,3998854,Belgium Women's,Tessa Wullaert,19.0,26.0,45.0,10,9,19,17.58
2024,3930174,Turkey,Kaan Ayhan,22.0,23.0,45.0,8,9,17,11.57
2025,3998843,England Women's,Jessica Carter,26.0,19.0,45.0,8,7,15,11.03
2024,3939992,Paraguay,Víctor Gustavo Velázquez Ramos,30.0,15.0,45.0,10,8,18,9.36
2024,3939975,Colombia,Luis Fernando Díaz Marulanda,15.0,30.0,45.0,7,10,17,9.76
2024,3930158,Scotland,Jack Hendry,24.0,21.0,45.0,6,9,15,21.84
2024,3943076,Canada,Richie Laryea,27.0,18.0,45.0,11,8,19,16.54
2024,3939982,Uruguay,Facundo Pellistri Rebollo,19.0,26.0,45.0,6,7,13,10.07
2024,3942226,Spain,Robin Aime Robert Le Normand,23.0,22.0,45.0,5,6,11,8.79
2023/2024,3895202,Bayer Leverkusen,Patrik Schick,21.0,24.0,45.0,7,8,15,7.53
2023/2024,3895232,Bayern Munich,Manuel Neuer,26.0,19.0,45.0,8,7,15,7.32
2023/2024,3895074,Bayer Leverkusen,Jeremie Frimpong,21.0,24.0,45.0,8,8,16,8.62
2025,3998846,Italy Women's,Arianna Caruso,21.0,24.0,45.0,8,9,17,17.58
2025,4020077,Germany Women's,Elisa Senß,25.0,20.0,45.0,10,9,19,15.73
2024,3938645,Belgium,Koen Casteels,25.0,20.0,45.0,7,6,13,8.72
2024,3943076,Uruguay,Nahitan Michel Nández Acosta,27.0,18.0,45.0,10,7,17,16.42
2024,3942349,France,Ousmane Dembélé,19.0,26.0,45.0,9,8,17,8.01
2023/2024,3895060,Bayer Leverkusen,Lukáš Hrádecký,24.0,21.0,45.0,9,7,16,6.88
2023/2024,3895153,Bayer Leverkusen,Victor Okoh Boniface,14.0,31.0,45.0,7,8,15,6.67
2025,4020846,Spain Women's,Claudia Pina Medina,20.0,25.0,45.0,9,9,18,6.44
2024,3938640,Ukraine,Andriy Yarmolenko,22.0,23.0,45.0,7,10,17,11.72
2024,3939990,United States,Matthew Charles Turner,26.0,19.0,45.0,5,6,11,16.61
2024,3939987,Venezuela,Tomás Eduardo Rincón Hernández,22.0,23.0,45.0,9,9,18,12.64
2024,3939973,Panama,Roderick Alonso Miller Molina,24.0,21.0,45.0,8,9,17,15.63
2024,3939987,Jamaica,Jahmali Waite,28.0,17.0,45.0,11,4,15,14.42
2024,3941017,England,Phil Foden,0.0,45.0,45.0,0,9,9,6.11
2023/2024,3895107,Bayer Leverkusen,Lukáš Hrádecký,29.0,16.0,45.0,8,8,16,6.33
2025,3998848,Sweden Women's,Amanda Ilestedt,26.0,19.0,45.0,11,8,19,14.2
2024,3942226,Germany,İlkay Gündoğan,21.0,24.0,45.0,8,9,17,8.29
2023/2024,3895210,Borussia Mönchengladbach,Joseph Scally,21.0,24.0,45.0,8,8,16,17.05
2024,3930168,Hungary,Péter Gulácsi,31.0,14.0,45.0,8,6,14,16.92
2024,3930165,Austria,Marcel Sabitzer,21.0,24.0,45.0,9,11,20,10.42
2025,3998836,WNT Finland,Sanni Maija Franssi,19.0,25.0,44.0,7,7,14,12.39
2024,3938641,Poland,Wojciech Szczęsny,26.0,18.0,44.0,10,6,16,12.98
2024,3939992,Costa Rica,Jefferson Brenes Rojas,24.0,20.0,44.0,8,8,16,21.67
2024,3942349,Portugal,Nélson Cabral Semedo,21.0,23.0,44.0,3,5,8,5.24
2024,3938642,Czech Republic,Patrik Schick,18.0,26.0,44.0,8,9,17,9.48
2024,3930169,Switzerland,Xherdan Shaqiri,21.0,23.0,44.0,8,8,16,12.05
2024,3930178,Croatia,Andrej Kramarić,20.0,24.0,44.0,7,9,16,9.38
2023/2024,3895286,Hoffenheim,Umut Tohumcu,20.0,24.0,44.0,8,8,16,15.49
2025,3998847,Spain Women's,Adriana Nanclares Romero,28.0,16.0,44.0,5,6,11,6.26
2023/2024,3895052,RB Leipzig,Xavi Simons,21.0,23.0,44.0,7,8,15,8.59
2024,3930180,Netherlands,Micky van de Ven,23.0,21.0,44.0,7,8,15,11.14
2025,3998851,Netherlands Women's,Chasity Grant,15.0,29.0,44.0,8,10,18,14.38
2024,3930183,Romania,Andrei Florin Ratiu,27.0,17.0,44.0,9,9,18,17.05
2023/2024,3895095,Bayer Leverkusen,Jeremie Frimpong,20.0,24.0,44.0,6,8,14,7.99
2025,3998854,Belgium Women's,Mariam Abdulai Toloba,21.0,23.0,44.0,8,10,18,17.19
2025,3998843,England Women's,Alessia Russo,18.0,26.0,44.0,7,11,18,10.78
2025,3998843,England Women's,Bethany Mead,20.0,24.0,44.0,8,8,16,10.78
2023/2024,3895286,Hoffenheim,Ozan Muhammed Kabak,21.0,23.0,44.0,9,8,17,15.49
2024,3942852,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,21.0,23.0,44.0,7,8,15,11.64
2024,3930175,Romania,Dennis Man,18.0,26.0,44.0,10,10,20,14.24
2023/2024,3895107,FC Köln,Eric Martel,22.0,22.0,44.0,9,10,19,12.39
2023/2024,3895333,Eintracht Frankfurt,Kevin Trapp,22.0,22.0,44.0,12,7,19,9.24
2023/2024,3895060,Bayer Leverkusen,Robert Andrich,22.0,22.0,44.0,9,11,20,6.73
2024,3939979,Venezuela,Yordan Hernando Osorio Paredes,24.0,20.0,44.0,8,7,15,16.92
2024,3939984,Costa Rica,Orlando Moisés Galo Calderón,21.0,23.0,44.0,10,8,18,17.12
2024,3939973,Panama,Erick Javier Davis Grajales,24.0,20.0,44.0,7,8,15,15.28
2025,3998846,Portugal Women's,Tatiana Vanessa Ferreira Pinto,24.0,20.0,44.0,13,11,24,13.41
2024,3940983,Denmark,Christian Nørgaard,22.0,22.0,44.0,10,9,19,11.37
2025,3998844,Iceland Women's,Sandra María Jessen,17.0,27.0,44.0,8,10,18,21.05
2024,3941017,England,Cole Palmer,19.0,25.0,44.0,9,8,17,5.97
2023/2024,3895340,Bochum,Patrick Osterhage,22.0,22.0,44.0,9,9,18,19.3
2024,3930176,Switzerland,Yann Sommer,25.0,19.0,44.0,9,4,13,15.71
2024,3943077,Argentina,Gonzalo Ariel Montiel,21.0,23.0,44.0,8,7,15,10.16
2024,3942229,Venezuela,José Andrés Martínez Torres,24.0,20.0,44.0,8,8,16,12.72
2024,3930178,Italy,Federico Chiesa,17.0,26.0,43.0,6,10,16,8.3
2024,3941020,Portugal,Cristiano Ronaldo dos Santos Aveiro,17.0,26.0,43.0,8,8,16,5.99
2024,3939991,Colombia,Luis Fernando Díaz Marulanda,19.0,24.0,43.0,10,7,17,11.65
2024,3942229,Canada,Moise Bombito,26.0,17.0,43.0,10,5,15,15.36
2023/2024,3895052,Bayer Leverkusen,Jeremie Frimpong,21.0,22.0,43.0,8,7,15,10.86
2024,3930174,Turkey,Arda Güler,20.0,23.0,43.0,9,9,18,11.05
2024,3930174,Turkey,İsmail Yüksek,22.0,21.0,43.0,9,10,19,11.05
2024,3939992,Paraguay,Rodrigo Mario Morínigo Acosta,27.0,16.0,43.0,8,7,15,8.94
2025,3998843,England Women's,Lauren James,19.0,24.0,43.0,8,8,16,10.54
2024,3939982,Uruguay,Maximiliano Javier Araújo Vilches,17.0,26.0,43.0,6,8,14,9.62
2025,4018356,Spain Women's,Catalina Thomas Coll Lluch,26.0,17.0,43.0,8,6,14,6.95
2025,3998854,Belgium Women's,Lisa Lichtfus,31.0,12.0,43.0,10,7,17,16.8
2024,3938642,Georgia,Guram Kashia,25.0,18.0,43.0,8,6,14,16.04
2023/2024,3895232,Bayern Munich,Thomas Müller,21.0,22.0,43.0,11,7,18,6.99
2025,4018356,Switzerland Women's,Noelle Maritz,23.0,20.0,43.0,9,7,16,20.67
2025,4020077,Germany Women's,Klara Bühl,15.0,28.0,43.0,10,10,20,15.03
2025,4020077,Germany Women's,Jule Brand,15.0,28.0,43.0,7,9,16,15.03
2025,3998859,France Women's,Alice Sombath,26.0,17.0,43.0,10,7,17,15.19
2024,3941021,Romania,Marius Mihai Marin,23.0,20.0,43.0,9,9,18,18.78
2025,3998842,Wales,Rhiannon Roberts,25.0,18.0,43.0,9,7,16,20.87
2024,3930177,Hungary,Roland Sallai,18.0,25.0,43.0,9,11,20,14.88
2025,4020005,England Women's,Chloe Kelly,20.0,23.0,43.0,6,11,17,7.79
2024,3941019,Belgium,Orel Mangala,22.0,21.0,43.0,7,7,14,9.43
2024,3939980,Jamaica,Kasey Palmer,18.0,25.0,43.0,7,10,17,15.25
2024,3930182,Denmark,Jonas Older Wind,19.0,24.0,43.0,8,8,16,8.6
2024,3939987,Venezuela,Jon Mikel Aramburu Mejías,22.0,21.0,43.0,8,7,15,12.08
2024,3930169,Scotland,Angus Gunn,23.0,20.0,43.0,10,8,18,13.44
2025,4018354,Italy Women's,Sofia Cantore,16.0,27.0,43.0,7,8,15,12.76
2025,3998844,Iceland Women's,Dagný Brynjarsdóttir,25.0,18.0,43.0,9,7,16,20.57
2024,3939977,Chile,Víctor Alejandro Dávila Zavala,19.0,24.0,43.0,10,10,20,14.01
2023/2024,3895095,FSV Mainz 05,Karim Onisiwo,16.0,27.0,43.0,10,11,21,10.12
2023/2024,3895320,VfB Stuttgart,Chris Führich,18.0,25.0,43.0,8,9,17,9.49
2023/2024,3895121,Freiburg,Nicolas Höfler,22.0,21.0,43.0,8,9,17,17.55
2025,3998844,Iceland Women's,Karólína Lea Vilhjálmsdóttir,17.0,26.0,43.0,7,11,18,20.57
2024,3939986,Argentina,Alejandro Garnacho Ferreyra,18.0,25.0,43.0,8,8,16,7.24
2025,3998852,WNT Finland,Saara Katariina Kosola,17.0,26.0,43.0,6,6,12,10.72
2024,3939985,Chile,Alexis Alejandro Sánchez Sánchez,19.0,24.0,43.0,10,10,20,16.73
2024,3939971,Jamaica,Dexter Lembikisa,20.0,23.0,43.0,10,11,21,16.17
2025,4018354,Italy Women's,Cristiana Girelli,16.0,27.0,43.0,7,11,18,12.76
2025,3998844,Iceland Women's,Guðrún Arnardóttir,22.0,21.0,43.0,9,7,16,20.57
2025,3998858,Wales,Gemma Evans,21.0,22.0,43.0,7,7,14,25.6
2024,3930171,Denmark,Jonas Older Wind,20.0,23.0,43.0,6,8,14,8.69
2024,3942226,Germany,Niclas Füllkrug,14.0,29.0,43.0,7,11,18,7.92
2024,3938637,Poland,Jan Bednarek,25.0,18.0,43.0,12,6,18,17.27
2023/2024,3895113,Wolfsburg,Yannick Gerhardt,20.0,23.0,43.0,9,8,17,11.5
2024,3938637,Poland,Bartosz Salamon,26.0,17.0,43.0,6,6,12,17.27
2024,3939977,Argentina,Damián Emiliano Martínez,25.0,18.0,43.0,8,7,15,8.25
2024,3939989,Bolivia,Leonel Justiniano Arauz,22.0,21.0,43.0,9,9,18,10.91
2024,3942228,Argentina,Enzo Fernandez,16.0,27.0,43.0,6,9,15,13.35
2024,3942228,Argentina,Lionel Andrés Messi Cuccittini,20.0,23.0,43.0,9,9,18,13.35
2024,3942228,Ecuador,Angelo Smit Preciado Quiñónez,23.0,20.0,43.0,8,10,18,13.69
2025,4018357,France Women's,Kadidiatou Diani,15.0,28.0,43.0,6,9,15,6.91
2023/2024,3895158,Borussia Dortmund,Mats Hummels,25.0,17.0,42.0,11,8,19,16.73
2023/2024,3895158,Borussia Dortmund,Gregor Kobel,27.0,15.0,42.0,9,5,14,16.73
2023/2024,3895348,Augsburg,Tomáš Koubek,24.0,18.0,42.0,8,6,14,12.14
2024,3939983,Brazil,Sávio Moreira de Oliveira,19.0,23.0,42.0,7,7,14,9.77
2024,3930159,Switzerland,Yann Sommer,23.0,19.0,42.0,8,6,14,10.32
2023/2024,3895302,Bayer Leverkusen,Amine Adli,17.0,25.0,42.0,7,7,14,7.19
2025,3998843,France Women's,Delphine Cascarino,18.0,24.0,42.0,7,7,14,13.86
2023/2024,3895302,Bayer Leverkusen,Nathan Tella,16.0,26.0,42.0,7,4,11,7.19
2024,3939983,Brazil,Rodrygo Silva de Goes,18.0,24.0,42.0,8,8,16,9.77
2023/2024,3895348,Augsburg,Phillip Tietz,16.0,26.0,42.0,7,10,17,12.14
2025,3998843,France Women's,Oriane Jean-François,23.0,19.0,42.0,9,6,15,13.86
2024,3939991,Colombia,Johan Andrés Mojica Palacio,22.0,20.0,42.0,7,7,14,11.38
2024,3930164,Belgium,Leandro Trossard,17.0,25.0,42.0,8,8,16,8.27
2024,3930166,Czech Republic,David Doudera,19.0,23.0,42.0,9,9,18,23.73
2024,3942852,Colombia,Davinson Sánchez Mina,20.0,22.0,42.0,9,11,20,19.0
2023/2024,3895266,Wolfsburg,Koen Casteels,24.0,18.0,42.0,9,6,15,18.34
2024,3942785,Argentina,Ángel Fabián Di María Hernández,19.0,23.0,42.0,6,5,11,9.72
2025,4018356,Switzerland Women's,Géraldine Reuteler,21.0,21.0,42.0,9,8,17,20.19
2023/2024,3895139,Union Berlin,Jérôme Roussillon,22.0,20.0,42.0,9,8,17,13.25
2024,3930174,Portugal,João Maria Lobo Alves Palhinha Gonçalves,21.0,21.0,42.0,6,6,12,7.78
2023/2024,3895333,Eintracht Frankfurt,Eric Junior Dina Ebimbe,19.0,23.0,42.0,5,7,12,8.82
2024,3930170,Serbia,Filip Mladenović,19.0,23.0,42.0,6,8,14,8.3
2025,3998845,WNT Finland,Oona Sevenius,17.0,25.0,42.0,9,10,19,8.75
2023/2024,3895220,Darmstadt 98,Marcel Schuhen,24.0,18.0,42.0,10,6,16,13.82
2024,3939971,Mexico,Julio José González Vela-Alvizu,26.0,16.0,42.0,8,5,13,9.21
2025,4018355,Sweden Women's,Julia Zigiotti-Olme,21.0,21.0,42.0,8,8,16,15.27
2023/2024,3895180,Eintracht Frankfurt,Mario Götze,20.0,22.0,42.0,8,8,16,10.42
2024,3930170,Serbia,Aleksandar Mitrović,17.0,25.0,42.0,10,11,21,8.3
2024,3930181,Slovenia,Petar Stojanović,20.0,22.0,42.0,6,8,14,19.18
2024,3938643,Poland,Nicola Zalewski,18.0,24.0,42.0,5,8,13,11.29
2025,4020846,Spain Women's,Athenea del Castillo Belvide,19.0,23.0,42.0,7,6,13,6.01
2024,3939991,Brazil,Alisson Ramsés Becker,26.0,16.0,42.0,7,6,13,11.7
2024,3938643,Poland,Robert Lewandowski,17.0,25.0,42.0,9,9,18,11.29
2024,3939990,United States,Antonee Robinson,26.0,16.0,42.0,9,8,17,15.5
2023/2024,3895134,Hoffenheim,Wout Weghorst,18.0,24.0,42.0,8,10,18,9.4
2023/2024,3895134,Bayer Leverkusen,Victor Okoh Boniface,17.0,25.0,42.0,8,8,16,8.22
2025,3998844,Iceland Women's,Glódís Perla Viggósdóttir,25.0,17.0,42.0,9,8,17,20.1
2023/2024,3895095,FSV Mainz 05,Jae-Sung Lee,22.0,20.0,42.0,7,8,15,9.88
2023/2024,3895121,Freiburg,Lukas Kübler,23.0,19.0,42.0,10,9,19,17.14
2023/2024,3895167,Bayer Leverkusen,Amine Adli,18.0,24.0,42.0,7,8,15,8.79
2023/2024,3895275,Freiburg,Matthias Ginter,24.0,18.0,42.0,9,7,16,14.33
2024,3942226,Germany,Emre Can,18.0,24.0,42.0,8,6,14,7.73
2024,3943043,England,Marc Guehi,23.0,19.0,42.0,6,7,13,16.54
2024,3930181,England,Harry Kane,13.0,29.0,42.0,8,9,17,5.92
2024,3942752,France,Adrien Rabiot,22.0,20.0,42.0,9,8,17,13.13
2024,3930164,Slovakia,Juraj Kucka,19.0,23.0,42.0,9,11,20,13.59
2024,3939969,Canada,Derek Cornelius,22.0,20.0,42.0,7,5,12,14.48
2025,4018354,Norway Women's,Frida Maanum,19.0,22.0,41.0,5,8,13,12.85
2025,4018354,Norway Women's,Ada Stolsmo Hegerberg,17.0,24.0,41.0,7,10,17,12.85
2024,3930178,Italy,Federico Dimarco,22.0,19.0,41.0,6,6,12,7.92
2023/2024,3895244,FC Heidenheim,Kevin Müller,25.0,16.0,41.0,7,6,13,13.85
2023/2024,3895244,FC Heidenheim,Tim Kleindienst,15.0,26.0,41.0,8,11,19,13.85
2023/2024,3895333,Bayer Leverkusen,Lukáš Hrádecký,25.0,16.0,41.0,9,5,14,10.99
2025,3998838,Italy Women's,Emma Severini,16.0,25.0,41.0,8,10,18,13.76
2024,3942415,Uruguay,Diego Nicolás De La Cruz Arcosa,18.0,23.0,41.0,7,7,14,20.5
2025,3998845,Norway Women's,Vilde Bøe Risa,18.0,23.0,41.0,5,7,12,13.9
2024,3942226,Spain,Álvaro Borja Morata Martín,14.0,27.0,41.0,8,10,18,8.01
2024,3942415,Brazil,João Victor Gomes da Silva,22.0,19.0,41.0,9,6,15,12.02
2025,4018356,Spain Women's,Leila Ouahabi El Ouahabi,21.0,20.0,41.0,6,8,14,6.62
2025,3998850,Wales,Josie Green,20.0,21.0,41.0,8,7,15,26.8
2024,3941018,Spain,Unai Simón Mendibil,24.0,17.0,41.0,7,7,14,5.24
2023/2024,3895182,Bochum,Bernardo Fernandes da Silva Junior,20.0,21.0,41.0,8,7,15,16.47
2024,3938638,Romania,Răzvan Gabriel Marin,20.0,21.0,41.0,10,9,19,20.81
2024,3938642,Georgia,Solomon Kverkvelia,24.0,17.0,41.0,10,6,16,15.3
2025,3998837,Switzerland Women's,Livia Peng,24.0,17.0,41.0,7,7,14,10.68
2025,3998837,Switzerland Women's,Noemi Ivelj,16.0,25.0,41.0,7,8,15,10.68
2024,3938638,Romania,Nicușor Silviu Bancu,27.0,14.0,41.0,9,6,15,20.81
2024,3939973,Uruguay,Maximiliano Javier Araújo Vilches,16.0,25.0,41.0,9,11,20,11.33
2023/2024,3895258,Bayer Leverkusen,Edmond Fayçal Tapsoba,24.0,17.0,41.0,9,9,18,5.18
2024,3939979,Venezuela,José Andrés Martínez Torres,24.0,17.0,41.0,9,7,16,15.77
2024,3938643,France,Mike Maignan,23.0,18.0,41.0,6,4,10,8.02
2024,3939989,Panama,Christian Jesús Martinez,18.0,23.0,41.0,9,9,18,11.11
2024,3939970,Peru,Piero Aldair Quispe Córdova,21.0,20.0,41.0,7,9,16,18.98
2024,3938644,Georgia,Georges Mikautadze,17.0,24.0,41.0,7,9,16,18.3
2023/2024,3895074,Bayern Munich,Jamal Musiala,20.0,21.0,41.0,9,8,17,7.52
2025,3998837,Norway Women's,Thea Bjelde,26.0,15.0,41.0,11,8,19,14.39
2024,3941020,Slovenia,Jure Balkovec,24.0,17.0,41.0,10,9,19,18.89
2024,3938645,Ukraine,Oleksandr Svatok,23.0,18.0,41.0,7,6,13,12.09
2024,3939990,Uruguay,Diego Nicolás De La Cruz Arcosa,16.0,25.0,41.0,7,9,16,16.21
2025,3998841,Denmark Women's,Pernille Mosegaard Harder,18.0,23.0,41.0,10,9,19,18.72
2024,3942227,Switzerland,Dan Ndoye,19.0,22.0,41.0,8,11,19,6.81
2024,3938645,Ukraine,Volodymyr Brazhko,20.0,21.0,41.0,9,9,18,12.09
2023/2024,3895158,Bayer Leverkusen,Amine Adli,19.0,22.0,41.0,5,7,12,6.74
2024,3939973,Panama,José Luis Rodríguez Francis,18.0,23.0,41.0,7,8,15,14.24
2024,3941020,Slovenia,Jaka Bijol,20.0,21.0,41.0,7,7,14,18.89
2024,3941019,Belgium,Jeremy Doku,14.0,27.0,41.0,6,9,15,8.99
2025,3998837,Norway Women's,Guro Reiten,17.0,24.0,41.0,6,8,14,14.39
2025,3998844,Switzerland Women's,Viola Calligaris,24.0,17.0,41.0,8,7,15,13.36
2024,3930172,Italy,Andrea Cambiaso,19.0,22.0,41.0,8,11,19,10.51
2023/2024,3895121,Freiburg,Noah Atubolu,27.0,14.0,41.0,8,3,11,16.73
2025,3998857,Poland Women's,Natalia Padilla-Bidas,16.0,25.0,41.0,10,10,20,11.99
2024,3939982,Bolivia,Miguel Ángel Terceros,16.0,25.0,41.0,6,10,16,14.49
2024,3939989,Bolivia,Yomar Rene Rocha Rodriguez,21.0,20.0,41.0,7,6,13,10.41
2024,3939980,Ecuador,Alan Steven Franco Palma,25.0,16.0,41.0,8,8,16,17.08
2023/2024,3895210,Borussia Mönchengladbach,Florian Neuhaus,20.0,21.0,41.0,9,9,18,15.53
2024,3930164,Slovakia,Milan Škriniar,25.0,16.0,41.0,10,6,16,13.27
2024,3942228,Ecuador,Alexander Domínguez Carabalí,22.0,19.0,41.0,5,3,8,13.06
2024,3940983,Germany,Emre Can,21.0,19.0,40.0,8,7,15,7.94
2024,3938641,Poland,Jakub Moder,19.0,21.0,40.0,11,11,22,11.8
2024,3940983,Germany,Manuel Neuer,21.0,19.0,40.0,10,5,15,7.94
2024,3939978,Peru,Carlos Augusto Zambrano Ochandarte,19.0,21.0,40.0,8,5,13,13.94
2024,3930159,Switzerland,Dan Ndoye,14.0,26.0,40.0,7,9,16,9.83
2025,4020005,Italy Women's,Lucia Di Guglielmo,19.0,21.0,40.0,8,9,17,10.81
2024,3939992,Costa Rica,Orlando Moisés Galo Calderón,20.0,20.0,40.0,10,11,21,19.7
2025,3998840,Poland Women's,Emilia Urszula Szymczak,18.0,22.0,40.0,10,5,15,23.12
2025,3998840,Germany Women's,Linda Dallmann,20.0,20.0,40.0,8,10,18,7.53
2025,4020005,Italy Women's,Barbara Bonansea,18.0,22.0,40.0,8,6,14,10.81
2024,3942415,Uruguay,Mathías Olivera Miramontes,22.0,18.0,40.0,9,8,17,20.0
2023/2024,3895266,Wolfsburg,Maxence Lacroix,22.0,18.0,40.0,8,7,15,17.47
2024,3930183,Romania,Nicolae Claudiu Stanciu,19.0,21.0,40.0,8,10,18,15.5
2023/2024,3895067,Darmstadt 98,Marvin Mehlem,22.0,18.0,40.0,10,11,21,18.43
2024,3942415,Brazil,Rodrygo Silva de Goes,14.0,26.0,40.0,6,9,15,11.73
2024,3938638,Romania,Nicolae Claudiu Stanciu,19.0,21.0,40.0,9,9,18,20.3
2024,3941018,Spain,Alejandro Grimaldo García,20.0,20.0,40.0,5,4,9,5.12
2024,3941018,Spain,Daniel Olmo Carvajal,16.0,24.0,40.0,8,7,15,5.12
2024,3939978,Canada,Ismael Koné,18.0,22.0,40.0,8,6,14,12.9
2024,3938642,Georgia,Zuriko Davitashvili,16.0,24.0,40.0,6,7,13,14.93
2024,3930165,France,Ousmane Dembélé,16.0,24.0,40.0,6,8,14,9.5
2024,3939973,Uruguay,Facundo Pellistri Rebollo,19.0,21.0,40.0,7,9,16,11.05
2025,3998845,WNT Finland,Anna Koivunen,20.0,20.0,40.0,5,7,12,8.33
2024,3942819,England,Philip Foden,40.0,0.0,40.0,10,0,10,7.14
2024,3941021,Romania,Dennis Man,16.0,24.0,40.0,8,8,16,17.47
2024,3942785,Canada,Jonathan Osorio,20.0,20.0,40.0,6,5,11,9.73
2024,3939979,Venezuela,Miguel Ángel Navarro Zárate,22.0,18.0,40.0,8,6,14,15.38
2024,3930175,Romania,Andrei Florin Ratiu,25.0,15.0,40.0,9,8,17,12.94
2025,3998850,France Women's,Clara Mateo,16.0,24.0,40.0,8,9,17,7.07
2025,3998848,Poland Women's,Paulina Tomasiak,12.0,28.0,40.0,6,10,16,15.21
2025,3998848,Poland Women's,Ewelina Kamczyk,18.0,22.0,40.0,7,10,17,15.21
2024,3939970,Peru,Wilder José Cartagena Mendoza,22.0,18.0,40.0,9,7,16,18.52
2024,3930181,Slovenia,Timi Elšnik,22.0,18.0,40.0,11,9,20,18.26
2024,3940983,Denmark,Alexander Hartmann Bah,20.0,20.0,40.0,9,10,19,10.34
2024,3941020,Slovenia,Adam Gnezda Čerin,24.0,16.0,40.0,8,9,17,18.43
2024,3930173,Netherlands,Lutsharel Geertruida,20.0,20.0,40.0,7,5,12,10.9
2024,3941020,Slovenia,Benjamin Šeško,14.0,26.0,40.0,8,12,20,18.43
2024,3939985,Canada,Richie Laryea,13.0,27.0,40.0,5,7,12,10.64
2024,3939990,Uruguay,Nahitan Michel Nández Acosta,19.0,21.0,40.0,10,7,17,15.81
2023/2024,3895210,Bayer Leverkusen,Nathan Tella,18.0,22.0,40.0,8,6,14,4.4
2024,3930172,Italy,Bryan Cristante,20.0,20.0,40.0,10,8,18,10.26
2024,3930172,Italy,Lorenzo Pellegrini,19.0,21.0,40.0,8,10,18,10.26
2023/2024,3895139,Bayer Leverkusen,Lukáš Hrádecký,25.0,15.0,40.0,7,7,14,5.11
2024,3941022,Turkey,İsmail Yüksek,22.0,18.0,40.0,7,9,16,12.05
2024,3930163,Serbia,Filip Mladenović,23.0,17.0,40.0,8,8,16,8.66
2023/2024,3895309,Bayer Leverkusen,Nathan Tella,14.0,26.0,40.0,6,9,15,8.21
2024,3941022,Turkey,Kenan Yildiz,15.0,25.0,40.0,6,9,15,12.05
2024,3942416,Colombia,Camilo Andrés Vargas Gil,24.0,16.0,40.0,8,5,13,11.94
2024,3943077,Colombia,Kevin Duvan Castaño Gil,17.0,23.0,40.0,7,9,16,7.22
2024,3942228,Ecuador,Ray Kendry Páez Andrade,20.0,20.0,40.0,9,7,16,12.74
