season_name,match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
2025,3998843,England Women's,Keira Walsh,44.0,47.0,91.0,14,14,28,22.3
2024,3930165,France,Theo Bernard François Hernández,45.0,46.0,91.0,9,9,18,21.62
2024,3930165,France,Dayotchanculle Upamecano,48.0,43.0,91.0,9,6,15,21.62
2024,3930159,Hungary,András Schäfer,46.0,45.0,91.0,12,12,24,23.64
2023/2024,3895180,Eintracht Frankfurt,Willian Joel Pacho Tenorio,48.0,43.0,91.0,10,9,19,22.58
2025,4020005,England Women's,Leah Williamson,51.0,40.0,91.0,11,9,20,16.49
2023/2024,3895167,VfB Stuttgart,Atakan Karazor,50.0,41.0,91.0,12,10,22,17.23
2023/2024,3895244,Bayer Leverkusen,Jonathan Tah,51.0,40.0,91.0,10,8,18,16.91
2024,3940983,Denmark,Jannik Vestergaard,49.0,42.0,91.0,10,8,18,23.51
2024,3930176,Germany,Florian Wirtz,48.0,43.0,91.0,10,11,21,15.02
2025,3998848,Sweden Women's,Gun Nathalie Björn,51.0,40.0,91.0,8,11,19,28.71
2023/2024,3895067,Bayer Leverkusen,Alejandro Grimaldo García,47.0,44.0,91.0,9,9,18,12.31
2025,3998857,Denmark Women's,Emma Skou Færge,51.0,40.0,91.0,12,8,20,22.75
2024,3939977,Argentina,Nicolás Alejandro Tagliafico,47.0,44.0,91.0,9,11,20,17.47
2024,3941021,Netherlands,Jerdy Schouten,49.0,42.0,91.0,10,11,21,19.36
2024,3930178,Italy,Matteo Darmian,46.0,44.0,90.0,8,9,17,17.37
2025,4018354,Norway Women's,Guro Reiten,47.0,43.0,90.0,10,9,19,28.21
2024,3942349,Portugal,Bruno Miguel Borges Fernandes,43.0,47.0,90.0,10,10,20,10.73
2023/2024,3895086,Bayer Leverkusen,Jeremie Frimpong,43.0,47.0,90.0,7,9,16,11.38
2024,3939976,Brazil,Rodrygo Silva de Goes,37.0,53.0,90.0,11,11,22,13.64
2024,3930182,Denmark,Andreas Christensen,47.0,43.0,90.0,8,8,16,18.0
2024,3930160,Spain,Daniel Carvajal Ramos,50.0,40.0,90.0,12,9,21,21.95
2024,3939987,Jamaica,Joël Latibeaudiere,47.0,43.0,90.0,12,11,23,28.85
2024,3941021,Netherlands,Denzel Dumfries,47.0,43.0,90.0,9,8,17,19.15
2025,3998852,Switzerland Women's,Géraldine Reuteler,47.0,43.0,90.0,13,11,24,24.79
2024,3938639,Georgia,Lasha Dvali,48.0,42.0,90.0,10,11,21,21.9
2024,3939983,Brazil,Danilo Luiz da Silva,47.0,42.0,89.0,11,8,19,20.7
2023/2024,3895333,Bayer Leverkusen,Edmond Fayçal Tapsoba,51.0,38.0,89.0,13,8,21,23.86
2024,3939975,Colombia,Jhon Adolfo Arias Andrade,46.0,43.0,89.0,9,9,18,19.31
2024,3938639,Turkey,Arda Güler,41.0,48.0,89.0,8,9,17,16.48
2024,3930167,Albania,Kristjan Asllani,43.0,46.0,89.0,11,11,22,33.71
2023/2024,3895232,Bayern Munich,Sacha Boey,48.0,41.0,89.0,9,12,21,14.47
2024,3930174,Portugal,João Pedro Cavaco Cancelo,48.0,41.0,89.0,9,8,17,16.48
2023/2024,3895232,Bayern Munich,Aleksandar Pavlović,46.0,43.0,89.0,9,8,17,14.47
2024,3942785,Canada,Alistair Johnston,46.0,43.0,89.0,10,10,20,21.65
2024,3930179,Spain,Aymeric Laporte,45.0,44.0,89.0,9,9,18,16.21
2024,3938643,France,William Saliba,50.0,39.0,89.0,10,10,20,17.42
2024,3938645,Belgium,Jeremy Doku,36.0,53.0,89.0,8,9,17,17.25
2023/2024,3895158,Bayer Leverkusen,Odilon Kossonou,46.0,43.0,89.0,10,8,18,14.64
2024,3930184,Turkey,İsmail Yüksek,48.0,41.0,89.0,11,11,22,19.06
2024,3930160,Spain,Robin Aime Robert Le Normand,43.0,46.0,89.0,9,6,15,21.71
2023/2024,3895309,Bayer Leverkusen,Alejandro Grimaldo García,46.0,43.0,89.0,10,10,20,18.28
2024,3943077,Argentina,Nicolás Alejandro Tagliafico,46.0,43.0,89.0,8,11,19,20.55
2024,3930168,Germany,Jamal Musiala,39.0,50.0,89.0,9,10,19,12.94
2024,3938639,Georgia,Guram Kashia,46.0,43.0,89.0,9,8,17,21.65
2024,3939983,Paraguay,Omar Federico Alderete Fernández,45.0,44.0,89.0,12,10,22,25.5
2024,3939974,Bolivia,Gabriel Alejandro Villamíl Cortéz,49.0,39.0,88.0,13,9,22,29.14
2023/2024,3895060,Borussia Mönchengladbach,Marvin Friedrich,44.0,44.0,88.0,11,12,23,21.31
2024,3930159,Switzerland,Ricardo Iván Rodríguez Araya,44.0,44.0,88.0,9,8,17,21.62
2025,4020005,Italy Women's,Elena Linari,49.0,39.0,88.0,11,11,22,23.78
2024,3938642,Czech Republic,Robin Hranáč,49.0,39.0,88.0,13,10,23,18.97
2024,3930159,Switzerland,Michel Aebischer,48.0,40.0,88.0,12,9,21,21.62
2023/2024,3895202,RB Leipzig,Janis Blaswich,46.0,42.0,88.0,11,6,17,24.04
2024,3930183,Romania,Andrei Burcă Andonie,42.0,46.0,88.0,10,8,18,34.11
2025,3998841,Sweden Women's,Ingrid Filippa Angeldal,41.0,47.0,88.0,10,9,19,26.04
2023/2024,3895202,RB Leipzig,David Raum,45.0,43.0,88.0,11,11,22,24.04
2024,3930165,France,Jules Koundé,52.0,36.0,88.0,10,8,18,20.9
2024,3942852,Uruguay,José María Giménez de Vargas,48.0,40.0,88.0,11,11,22,23.28
2024,3939973,Uruguay,Matías Nicolás Viña Susperreguy,49.0,39.0,88.0,12,11,23,24.31
2023/2024,3895074,Bayern Munich,Leon Goretzka,45.0,43.0,88.0,12,11,23,16.15
2024,3939991,Brazil,Marcos Aoás Corrêa,47.0,41.0,88.0,13,11,24,24.51
2025,3998853,Norway Women's,Frida Maanum,38.0,50.0,88.0,11,14,25,18.97
2025,4020846,England Women's,Leah Williamson,47.0,41.0,88.0,10,9,19,25.81
2024,3939987,Jamaica,Ethan Pinnock,47.0,41.0,88.0,10,9,19,28.21
2023/2024,3895095,FSV Mainz 05,Leandro Barreiro Martins,44.0,44.0,88.0,14,12,26,20.71
2024,3939988,Mexico,Luis Francisco Romo Barrón,45.0,43.0,88.0,12,11,23,24.65
2025,4020846,England Women's,Jessica Carter,45.0,43.0,88.0,9,10,19,25.81
2024,3943043,Spain,Nicholas Williams Arthuer,41.0,47.0,88.0,9,10,19,16.99
2024,3930168,Germany,Robert Andrich,45.0,43.0,88.0,9,9,18,12.79
2024,3942382,Netherlands,Denzel Dumfries,46.0,42.0,88.0,9,9,18,17.67
2023/2024,3895153,Werder Bremen,Mitchell Weiser,42.0,46.0,88.0,12,12,24,20.51
2023/2024,3895121,Bayer Leverkusen,Alejandro Grimaldo García,47.0,41.0,88.0,7,7,14,13.08
2024,3930175,Belgium,Amadou Onana,49.0,39.0,88.0,10,10,20,22.06
2024,3942228,Ecuador,Felix Eduardo Torres Caicedo,46.0,42.0,88.0,9,9,18,28.03
2024,3938641,Poland,Jakub Piotr Kiwior,49.0,38.0,87.0,13,10,23,25.66
2023/2024,3895060,Borussia Mönchengladbach,Maximilian Wöber,48.0,39.0,87.0,14,10,24,21.07
2023/2024,3895202,Bayer Leverkusen,Jonas Hofmann,42.0,45.0,87.0,10,11,21,14.55
2024,3939992,Paraguay,Fabián Cornelio Balbuena González,46.0,41.0,87.0,12,10,22,18.09
2025,3998851,Netherlands Women's,Daphne van Domselaar,49.0,38.0,87.0,9,8,17,28.43
2024,3939992,Paraguay,Damián Josué Bobadilla Benítez,43.0,44.0,87.0,8,12,20,18.09
2025,3998847,Spain Women's,Claudia Pina Medina,42.0,45.0,87.0,11,10,21,12.38
2025,3998849,Germany Women's,Klara Bühl,32.0,55.0,87.0,10,13,23,16.89
2023/2024,3895074,Bayer Leverkusen,Odilon Kossonou,46.0,41.0,87.0,10,12,22,16.67
2025,3998837,Switzerland Women's,Viola Calligaris,46.0,41.0,87.0,11,10,21,22.66
2024,3943076,Uruguay,José María Giménez de Vargas,46.0,41.0,87.0,11,9,20,31.75
2024,3930179,Spain,Robin Aime Robert Le Normand,43.0,44.0,87.0,6,9,15,15.85
2023/2024,3895180,Eintracht Frankfurt,Aurélio Gabriel Ulineia Buta,43.0,44.0,87.0,12,11,23,21.59
2025,3998848,Poland Women's,Oliwia Woś,40.0,47.0,87.0,12,10,22,33.08
2024,3939991,Brazil,Bruno Guimarães Rodriguez Moura,40.0,47.0,87.0,11,12,23,24.23
2024,3930182,Denmark,Alexander Hartmann Bah,45.0,42.0,87.0,11,8,19,17.4
2024,3939985,Canada,Moise Bombito,46.0,41.0,87.0,11,7,18,23.14
2024,3940983,Denmark,Christian Dannemann Eriksen,39.0,48.0,87.0,11,14,25,22.48
2024,3930182,Denmark,Christian Dannemann Eriksen,43.0,44.0,87.0,13,12,25,17.4
2023/2024,3895134,Hoffenheim,Ozan Muhammed Kabak,46.0,41.0,87.0,11,11,22,19.46
2025,4018354,Italy Women's,Elena Linari,49.0,38.0,87.0,9,8,17,25.82
2025,3998856,Germany Women's,Janina Minge,47.0,40.0,87.0,12,9,21,26.52
2024,3941022,Turkey,Abdülkerim Bardakcı,45.0,42.0,87.0,8,8,16,26.2
2024,3941022,Turkey,Ferdi Erenay Kadıoğlu,44.0,43.0,87.0,11,12,23,26.2
2024,3939969,Canada,Moise Bombito,47.0,40.0,87.0,11,7,18,30.0
2024,3930164,Slovakia,Ondrej Duda,44.0,43.0,87.0,10,10,20,28.16
2025,3998836,WNT Finland,Eveliina Summanen,44.0,42.0,86.0,9,9,18,24.23
2023/2024,3895348,Augsburg,Niklas Dorsch,43.0,43.0,86.0,11,10,21,24.86
2024,3930169,Switzerland,Manuel Obafemi Akanji,48.0,38.0,86.0,13,10,23,23.56
2024,3930180,Netherlands,Stefan de Vrij,45.0,41.0,86.0,10,8,18,21.77
2025,3998841,Sweden Women's,Hanna Lundkvist,46.0,40.0,86.0,10,8,18,25.44
2023/2024,3895182,Bayer Leverkusen,Jeremie Frimpong,39.0,47.0,86.0,9,10,19,12.54
2025,4018355,England Women's,Lauren James,39.0,47.0,86.0,12,12,24,19.07
2024,3939973,Uruguay,Manuel Ugarte Ribeiro,44.0,42.0,86.0,12,13,25,23.76
2025,3998838,Belgium Women's,Amber Tysiak,46.0,40.0,86.0,11,9,20,24.29
2025,3998853,Norway Women's,Maren Nævdal Mjelde,44.0,42.0,86.0,11,11,22,18.53
2023/2024,3895244,Bayer Leverkusen,Josip Stanišić,46.0,40.0,86.0,9,9,18,15.99
2024,3938640,Ukraine,Oleksandr Zinchenko,44.0,42.0,86.0,9,7,16,22.4
2024,3930171,England,Jude Bellingham,41.0,45.0,86.0,13,10,23,17.59
2023/2024,3895095,FSV Mainz 05,Sepp van den Berg,46.0,40.0,86.0,13,11,24,20.24
2024,3930176,Germany,Jonathan Tah,42.0,44.0,86.0,8,9,17,14.19
2024,3939981,Panama,Erick Javier Davis Grajales,45.0,41.0,86.0,9,8,17,17.23
2024,3939970,Chile,Erick Antonio Pulgar Farfán,49.0,36.0,85.0,12,8,20,18.68
2024,3939983,Brazil,Bruno Guimarães Rodriguez Moura,43.0,42.0,85.0,10,10,20,19.77
2025,3998849,Germany Women's,Sjoeke Nüsken,40.0,45.0,85.0,11,12,23,16.5
2025,4018356,Spain Women's,Claudia Pina Medina,40.0,45.0,85.0,11,11,22,13.73
2023/2024,3895052,Bayer Leverkusen,Granit Xhaka,41.0,44.0,85.0,8,11,19,21.46
2024,3938645,Belgium,Youri Tielemans,41.0,44.0,85.0,8,8,16,16.47
2024,3939987,Venezuela,Alexander David González Sibulo,49.0,36.0,85.0,8,10,18,23.88
2024,3942227,Switzerland,Michel Aebischer,42.0,43.0,85.0,10,9,19,14.12
2024,3930175,Belgium,Youri Tielemans,45.0,40.0,85.0,10,9,19,21.3
2024,3930165,Austria,Florian Grillitsch,40.0,45.0,85.0,10,10,20,19.68
2025,3998836,WNT Finland,Eva Nyström,45.0,39.0,84.0,7,7,14,23.66
2025,3998843,France Women's,Selma Bacha,48.0,36.0,84.0,10,11,21,27.72
2025,3998843,England Women's,Hannah Hampton,45.0,39.0,84.0,10,7,17,20.59
2024,3939982,Uruguay,Manuel Ugarte Ribeiro,45.0,39.0,84.0,9,9,18,18.79
2024,3939982,Uruguay,Diego Nicolás De La Cruz Arcosa,39.0,45.0,84.0,10,12,22,18.79
2024,3930165,France,N'Golo Kanté,44.0,40.0,84.0,12,12,24,19.95
2024,3939984,Colombia,James David Rodríguez Rubio,42.0,42.0,84.0,9,9,18,16.97
2024,3942349,France,William Saliba,47.0,37.0,84.0,8,8,16,14.95
2025,4020846,Spain Women's,Alexia Putellas Segura,39.0,45.0,84.0,7,9,16,12.02
2023/2024,3895210,Bayer Leverkusen,Jeremie Frimpong,41.0,43.0,84.0,12,9,21,9.24
2024,3941019,Belgium,Kevin De Bruyne,44.0,40.0,84.0,11,8,19,18.42
2023/2024,3895244,Bayer Leverkusen,Amine Adli,38.0,46.0,84.0,8,9,17,15.61
2024,3939988,Mexico,César Jasib Montes Castro,46.0,38.0,84.0,10,6,16,23.53
2024,3930184,Turkey,Merih Demiral,45.0,39.0,84.0,9,12,21,17.99
2024,3939977,Argentina,Enzo Fernandez,41.0,43.0,84.0,9,10,19,16.12
2024,3942226,Germany,Jonathan Tah,43.0,41.0,84.0,13,10,23,15.47
2024,3930168,Germany,İlkay Gündoğan,39.0,45.0,84.0,9,11,20,12.21
2024,3939989,Bolivia,Marcelo Sebastián Suárez Justiniano,40.0,44.0,84.0,12,10,22,21.32
2024,3930163,England,Trent Alexander-Arnold,40.0,44.0,84.0,9,8,17,15.47
2023/2024,3895250,FSV Mainz 05,Nadiem Amiri,44.0,39.0,83.0,11,12,23,30.29
2024,3939970,Chile,Alexis Alejandro Sánchez Sánchez,31.0,52.0,83.0,10,13,23,18.24
2025,3998843,France Women's,Sakina Karchaoui,34.0,49.0,83.0,11,10,21,27.39
2025,3998856,Sweden Women's,Ingrid Filippa Angeldal,39.0,44.0,83.0,10,12,22,25.78
2024,3938643,France,Aurélien Djani Tchouaméni,42.0,41.0,83.0,10,9,19,16.24
2024,3939989,Panama,Carlos Miguel Harvey Cesneros,43.0,40.0,83.0,10,9,19,22.49
2024,3939973,Uruguay,Federico Santiago Valverde Dipetta,41.0,42.0,83.0,11,13,24,22.93
2025,3998853,Norway Women's,Signe Gaupset,37.0,46.0,83.0,12,13,25,17.89
2023/2024,3895134,Bayer Leverkusen,Jonas Hofmann,39.0,44.0,83.0,10,11,21,16.24
2025,3998848,Sweden Women's,Hanna Lundkvist,43.0,40.0,83.0,7,6,13,26.18
2024,3939986,Argentina,Giovani Lo Celso,40.0,43.0,83.0,9,9,18,13.97
2023/2024,3895320,VfB Stuttgart,Alexander Nübel,45.0,38.0,83.0,11,5,16,18.32
2025,3998854,Portugal Women's,Diana Catarina Ribeiro Gomes,42.0,41.0,83.0,13,11,24,22.87
2024,3939981,Panama,Edgar Yoel Bárcenas Herrera,39.0,44.0,83.0,10,10,20,16.63
2024,3941022,Turkey,Orkun Kökçü,39.0,44.0,83.0,9,10,19,25.0
2024,3942228,Argentina,Lisandro Martínez,42.0,41.0,83.0,8,6,14,25.78
2024,3939974,Bolivia,Luis Fernando Haquín Lopez,41.0,41.0,82.0,11,11,22,27.15
2024,3939992,Paraguay,Omar Federico Alderete Fernández,43.0,39.0,82.0,9,10,19,17.05
2024,3930174,Turkey,Abdülkerim Bardakcı,45.0,37.0,82.0,13,10,23,21.08
2025,4018355,England Women's,Lucy Bronze,49.0,33.0,82.0,13,12,25,18.18
2024,3938641,Austria,Philipp Mwene,41.0,41.0,82.0,10,9,19,19.9
2024,3938641,Austria,Stefan Posch,41.0,41.0,82.0,11,12,23,19.9
2024,3939987,Venezuela,José Andrés Martínez Torres,44.0,38.0,82.0,13,13,26,23.03
2024,3942382,Turkey,Arda Güler,43.0,39.0,82.0,14,11,25,25.95
2025,3998842,Netherlands Women's,Jackie Groenen,46.0,36.0,82.0,14,12,26,16.7
2024,3930172,Italy,Nicolò Barella,40.0,42.0,82.0,13,13,26,21.03
2023/2024,3895153,Werder Bremen,Leonardo Bittencourt,39.0,43.0,82.0,8,10,18,19.11
2023/2024,3895153,Werder Bremen,Romano Schmid,36.0,46.0,82.0,11,10,21,19.11
2023/2024,3895309,Bayer Leverkusen,Robert Andrich,44.0,38.0,82.0,10,9,19,16.84
2024,3930181,England,Phil Foden,0.0,82.0,82.0,0,11,11,11.55
2024,3938639,Georgia,Anzor Mekvabishvili,39.0,43.0,82.0,9,10,19,19.95
2024,3930175,Belgium,Jan Vertonghen,41.0,41.0,82.0,8,7,15,20.55
2025,3998836,WNT Finland,Joanna Tynnilä,44.0,37.0,81.0,9,10,19,22.82
2025,3998836,WNT Finland,Oona Siren,43.0,38.0,81.0,11,8,19,22.82
2024,3939991,Colombia,Jefferson Andrés Lerma Solís,41.0,40.0,81.0,12,12,24,21.95
2025,3998840,Germany Women's,Sjoeke Nüsken,40.0,41.0,81.0,14,12,26,15.25
2024,3942349,Portugal,João Pedro Cavaco Cancelo,40.0,41.0,81.0,6,7,13,9.65
2024,3930169,Switzerland,Granit Xhaka,44.0,37.0,81.0,13,12,25,22.19
2025,3998856,Sweden Women's,Magdalena Lilly Eriksson,42.0,39.0,81.0,10,8,18,25.16
2024,3939972,Venezuela,Alexander David González Sibulo,41.0,40.0,81.0,12,9,21,17.84
2023/2024,3895348,Augsburg,Mads Pedersen,47.0,34.0,81.0,13,8,21,23.41
2024,3939992,Paraguay,Mathías Adalberto Villasanti Rolón,38.0,43.0,81.0,10,12,22,16.84
2024,3942226,Spain,Daniel Olmo Carvajal,35.0,46.0,81.0,11,11,22,15.82
2025,3998851,Netherlands Women's,Kerstin Yasmijn Casparij,44.0,37.0,81.0,10,8,18,26.47
2023/2024,3895074,Bayer Leverkusen,Exequiel Alejandro Palacios,38.0,43.0,81.0,10,10,20,15.52
2024,3939973,Uruguay,Nahitan Michel Nández Acosta,39.0,42.0,81.0,12,12,24,22.38
2024,3930159,Hungary,Attila Szalai,43.0,38.0,81.0,8,9,17,21.04
2023/2024,3895153,Bayer Leverkusen,Jeremie Frimpong,38.0,43.0,81.0,9,9,18,12.0
2023/2024,3895258,Bayer Leverkusen,Jonas Hofmann,38.0,43.0,81.0,9,10,19,10.23
2023/2024,3895232,Bayer Leverkusen,Edmond Fayçal Tapsoba,40.0,41.0,81.0,10,10,20,21.77
2024,3938643,Poland,Przemysław Frankowski,39.0,42.0,81.0,9,10,19,21.77
2024,3930169,Scotland,Grant Campbell Hanley,41.0,40.0,81.0,11,8,19,25.31
2025,3998852,WNT Finland,Oona Siren,41.0,40.0,81.0,14,13,27,20.2
2025,4018354,Italy Women's,Manuela Giugliano,45.0,36.0,81.0,11,8,19,24.04
2025,3998856,Germany Women's,Ann-Katrin Berger,46.0,35.0,81.0,11,7,18,24.7
2023/2024,3895113,Wolfsburg,Ridle Bote Baku,40.0,41.0,81.0,10,8,18,21.66
2024,3939979,Mexico,Gerardo Daniel Arteaga Zamora,43.0,38.0,81.0,11,11,22,19.15
2024,3938639,Georgia,Otar Kakabadze,43.0,38.0,81.0,12,9,21,19.71
2024,3938641,Poland,Piotr Zieliński,38.0,42.0,80.0,12,12,24,23.6
2023/2024,3895333,Bayer Leverkusen,Granit Xhaka,38.0,42.0,80.0,10,11,21,21.45
2025,3998845,Norway Women's,Marit Bratberg Lund,41.0,39.0,80.0,10,11,21,27.12
2024,3942349,Portugal,Rúben Diogo Da Silva Neves,39.0,41.0,80.0,9,10,19,9.54
2024,3939992,Paraguay,Hernesto Ezequiel Caballero Benítez,42.0,38.0,80.0,12,12,24,16.63
2024,3930170,Slovenia,Adam Gnezda Čerin,39.0,41.0,80.0,9,8,17,26.67
2024,3939971,Mexico,Gerardo Daniel Arteaga Zamora,42.0,38.0,80.0,10,10,20,17.54
2024,3930170,Serbia,Saša Lukić,43.0,37.0,80.0,9,11,20,15.81
2024,3938641,Austria,Nicolas Seiwald,42.0,38.0,80.0,13,13,26,19.42
2024,3930173,Netherlands,Denzel Dumfries,42.0,38.0,80.0,9,9,18,21.8
2025,3998837,Norway Women's,Marit Bratberg Lund,37.0,43.0,80.0,8,8,16,28.07
2025,4020846,England Women's,Alex Greenwood,42.0,38.0,80.0,10,8,18,23.46
2024,3939988,Mexico,Luis Gerardo Chávez Magallón,40.0,40.0,80.0,12,12,24,22.41
2025,3998852,WNT Finland,Natalia Kuikka,39.0,41.0,80.0,11,10,21,19.95
2024,3930160,Spain,Marc Cucurella Saseta,42.0,38.0,80.0,8,10,18,19.51
2025,3998844,Switzerland Women's,Noelle Maritz,43.0,37.0,80.0,9,8,17,26.06
2025,3998854,Portugal Women's,Joana Filipa Gaspar Silva Marchão,39.0,41.0,80.0,8,11,19,22.04
2025,3998848,Sweden Women's,Ingrid Filippa Angeldal,37.0,43.0,80.0,9,11,20,25.24
2024,3939977,Argentina,Nicolás Iván González,37.0,43.0,80.0,9,10,19,15.36
2024,3942752,France,William Saliba,44.0,36.0,80.0,8,9,17,25.0
2024,3942752,France,Jules Koundé,45.0,35.0,80.0,9,11,20,25.0
2024,3930165,Austria,Maximilian Wöber,39.0,41.0,80.0,9,6,15,18.52
2023/2024,3895302,Werder Bremen,Michael Zetterer,43.0,36.0,79.0,13,6,19,17.71
2025,4018354,Norway Women's,Tuva Hansen,39.0,40.0,79.0,8,8,16,24.76
2024,3930161,Italy,Lorenzo Pellegrini,40.0,39.0,79.0,9,8,17,10.08
2023/2024,3895302,Bayer Leverkusen,Piero Martín Hincapié Reyna,38.0,41.0,79.0,8,10,18,13.53
2024,3941017,Slovakia,Denis Vavro,41.0,38.0,79.0,9,10,19,19.75
2023/2024,3895333,Bayer Leverkusen,Odilon Kossonou,39.0,40.0,79.0,9,9,18,21.18
2025,3998840,Germany Women's,Klara Bühl,30.0,49.0,79.0,12,10,22,14.88
2023/2024,3895060,Borussia Mönchengladbach,Alassane Pléa,32.0,47.0,79.0,12,13,25,19.13
2024,3939975,Colombia,Daniel Muñoz Mejía,40.0,39.0,79.0,11,9,20,17.14
2024,3930174,Turkey,Ferdi Erenay Kadıoğlu,40.0,39.0,79.0,13,11,24,20.31
2024,3939978,Canada,Stephen Antunes Eustáquio,41.0,38.0,79.0,14,13,27,25.48
2024,3939978,Canada,Alistair Johnston,45.0,34.0,79.0,12,11,23,25.48
2024,3940878,Italy,Matteo Darmian,43.0,36.0,79.0,10,9,19,16.46
2023/2024,3895333,Eintracht Frankfurt,Ellyes Joris Skhiri,43.0,36.0,79.0,10,9,19,16.6
2024,3938643,France,Dayotchanculle Upamecano,44.0,35.0,79.0,11,9,20,15.46
2024,3930177,Hungary,Dominik Szoboszlai,40.0,39.0,79.0,12,11,23,27.34
2024,3939987,Venezuela,Yordan Hernando Osorio Paredes,41.0,38.0,79.0,10,9,19,22.19
2023/2024,3895320,Bayer Leverkusen,Edmond Fayçal Tapsoba,44.0,35.0,79.0,12,10,22,18.59
2024,3930169,Scotland,Kieran Tierney,42.0,37.0,79.0,9,7,16,24.69
2024,3939982,Bolivia,Héctor Manuel Cuellar Rosales,38.0,41.0,79.0,10,10,20,27.92
2023/2024,3895340,Bayer Leverkusen,Arthur Augusto de Matos Soares,41.0,38.0,79.0,10,10,20,13.62
2024,3930176,Germany,İlkay Gündoğan,35.0,44.0,79.0,13,11,24,13.04
2025,3998848,Sweden Women's,Johanna Rytting-Kaneryd,32.0,47.0,79.0,8,11,19,24.92
2023/2024,3895153,Werder Bremen,Marco Friedl,45.0,34.0,79.0,11,8,19,18.41
2025,3998859,Netherlands Women's,Dominique Johanna Anna Petrone Janssen,38.0,41.0,79.0,9,12,21,27.15
2024,3930164,Slovakia,Stanislav Lobotka,44.0,35.0,79.0,12,12,24,25.57
2024,3930164,Slovakia,Denis Vavro,41.0,38.0,79.0,10,8,18,25.57
2024,3942229,Venezuela,Miguel Ángel Navarro Zárate,41.0,38.0,79.0,11,8,19,22.83
2023/2024,3895180,Bayer Leverkusen,Jeremie Frimpong,35.0,43.0,78.0,9,9,18,11.42
2025,3998838,Italy Women's,Cecilia Salvai,45.0,33.0,78.0,11,6,17,26.17
2025,3998840,Germany Women's,Ann-Katrin Berger,43.0,35.0,78.0,9,7,16,14.69
2024,3930159,Hungary,Dominik Szoboszlai,42.0,36.0,78.0,11,11,22,20.26
2025,3998848,Poland Women's,Kinga Szemik,46.0,32.0,78.0,11,8,19,29.66
2024,3942785,Canada,Derek Cornelius,41.0,37.0,78.0,10,10,20,18.98
2024,3930179,Spain,Jesús Navas González,40.0,38.0,78.0,11,11,22,14.21
2024,3939985,Canada,Alphonso Davies,38.0,40.0,78.0,10,10,20,20.74
2024,3939985,Canada,Alistair Johnston,47.0,31.0,78.0,9,6,15,20.74
2023/2024,3895167,Bayer Leverkusen,Jonathan Tah,42.0,36.0,78.0,8,8,16,16.32
2024,3930176,Germany,Maximilian Mittelstädt,38.0,40.0,78.0,9,10,19,12.87
2024,3939987,Jamaica,Michael Hector,40.0,38.0,78.0,9,11,20,25.0
2023/2024,3895250,Bayer Leverkusen,Jeremie Frimpong,38.0,40.0,78.0,7,8,15,12.54
2024,3943077,Colombia,Richard Rios Montoya,39.0,39.0,78.0,10,9,19,14.08
2024,3939983,Paraguay,Mathías Adalberto Villasanti Rolón,41.0,37.0,78.0,10,10,20,22.35
2024,3942228,Ecuador,Piero Martín Hincapié Reyna,41.0,37.0,78.0,11,10,21,24.84
2024,3930180,Austria,Philipp Lienhart,41.0,36.0,77.0,10,7,17,23.05
2024,3938642,Czech Republic,Tomáš Souček,40.0,37.0,77.0,13,12,25,16.59
2024,3940878,Switzerland,Fabian Lukas Schär,39.0,38.0,77.0,10,9,19,15.49
2024,3930180,Netherlands,Jerdy Schouten,41.0,36.0,77.0,12,11,23,19.49
2024,3939971,Mexico,Julián Andrés Quiñones Quiñones,34.0,43.0,77.0,9,9,18,16.89
2025,3998845,WNT Finland,Joanna Tynnilä,41.0,36.0,77.0,9,9,18,16.04
2024,3939991,Brazil,Éder Gabriel Militão,38.0,39.0,77.0,10,8,18,21.45
2025,3998842,Netherlands Women's,Esmee Brugts,34.0,43.0,77.0,8,8,16,15.68
2024,3938640,Slovakia,Ondrej Duda,36.0,41.0,77.0,9,9,18,14.69
2024,3942382,Netherlands,Xavi Simons,35.0,42.0,77.0,11,9,20,15.46
2024,3939979,Mexico,Jorge Eduardo Sánchez Ramos,43.0,34.0,77.0,12,11,23,18.2
2024,3939989,Bolivia,Boris Cespedes,38.0,39.0,77.0,8,10,18,19.54
2024,3930173,France,Antoine Griezmann,35.0,42.0,77.0,8,8,16,12.22
2024,3943077,Argentina,Ángel Fabián Di María Hernández,34.0,43.0,77.0,13,11,24,17.78
2024,3938639,Georgia,Khvicha Kvaratskhelia,34.0,43.0,77.0,12,11,23,18.73
2024,3930159,Switzerland,Remo Freuler,41.0,35.0,76.0,8,10,18,18.67
2024,3930160,Croatia,Mateo Kovačić,35.0,41.0,76.0,10,8,18,15.73
2025,4020005,Italy Women's,Laura Giuliani,54.0,22.0,76.0,10,6,16,20.54
2024,3942226,Spain,Daniel Carvajal Ramos,41.0,35.0,76.0,13,10,23,14.84
2024,3939975,Colombia,Richard Rios Montoya,34.0,42.0,76.0,15,10,25,16.49
2023/2024,3895180,Eintracht Frankfurt,Hugo Larsson,42.0,34.0,76.0,10,10,20,18.86
2024,3938643,France,N'Golo Kanté,37.0,39.0,76.0,8,10,18,14.87
2024,3942819,England,Kobbie Mainoo,36.0,40.0,76.0,11,10,21,13.57
2023/2024,3895107,FC Köln,Leart Paqarada,39.0,37.0,76.0,13,10,23,21.41
