season_name,player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
2024,Kieran Trippier,England,13,16.0,1.23,4.0,2.5
2024,Federico Dimarco,Italy,13,16.0,1.23,3.0,4.0
2023/2024,Jonas Hofmann,Bayer Leverkusen,26,32.0,1.23,5.0,2.0
2024,Maximilian Mittelstädt,Germany,22,27.0,1.23,8.0,2.0
2024,Bukayo Saka,England,22,27.0,1.23,6.0,2.33
2024,Konrad Laimer,Austria,13,16.0,1.23,6.0,1.67
2023/2024,Aïssa Bilal Laïdouni,Union Berlin,9,11.0,1.22,4.0,1.75
2024,Dennis Man,Romania,9,11.0,1.22,3.0,3.33
2023/2024,Jonas Hofmann,Bayer Leverkusen,27,33.0,1.22,7.0,2.14
2023/2024,Joshua Kimmich,Bayern Munich,18,22.0,1.22,5.0,2.2
2024,Bukayo Saka,England,9,11.0,1.22,3.0,3.0
2024,Erik Janža,Slovenia,9,11.0,1.22,3.0,2.67
2023/2024,Leon Goretzka,Bayern Munich,18,22.0,1.22,6.0,1.67
2024,Harry Kane,England,9,11.0,1.22,3.0,2.33
2024,Hakan Çalhanoğlu,Turkey,23,28.0,1.22,7.0,2.71
2023/2024,Christoph Zimmermann,Darmstadt 98,9,11.0,1.22,6.0,1.5
2023/2024,Granit Xhaka,Bayer Leverkusen,46,56.0,1.22,25.0,1.6
2024,Emre Can,Germany,9,11.0,1.22,4.0,1.25
2024,N'Golo Kanté,France,14,17.0,1.21,9.0,1.44
2023/2024,Granit Xhaka,Bayer Leverkusen,52,63.0,1.21,23.0,1.91
2024,Jan Vertonghen,Belgium,14,17.0,1.21,8.0,1.75
2024,Bukayo Saka,England,14,17.0,1.21,5.0,1.8
2024,Otar Kakabadze,Georgia,14,17.0,1.21,5.0,2.6
2024,Konrad Laimer,Austria,19,23.0,1.21,9.0,1.56
2023/2024,Benjamin Henrichs,RB Leipzig,28,34.0,1.21,10.0,2.5
2023/2024,Luca Netz,Borussia Mönchengladbach,14,17.0,1.21,6.0,1.5
2024,Andrei Florin Ratiu,Romania,14,17.0,1.21,7.0,1.57
2024,Federico Chiesa,Italy,14,17.0,1.21,6.0,2.33
2024,Kyle Walker,England,14,17.0,1.21,8.0,1.63
2023/2024,Nathan Ngoumou Minpole,Borussia Mönchengladbach,14,17.0,1.21,6.0,1.83
2023/2024,Rocco Reitz,Borussia Mönchengladbach,5,6.0,1.2,3.0,1.67
2024,Silvan Widmer,Switzerland,5,6.0,1.2,1.0,2.0
2023/2024,Lovro Majer,Wolfsburg,5,6.0,1.2,2.0,2.5
2024,Maximilian Wöber,Austria,5,6.0,1.2,4.0,1.5
2023/2024,Anton Stach,Hoffenheim,10,12.0,1.2,5.0,2.4
2024,Attila Fiola,Hungary,5,6.0,1.2,5.0,1.2
2024,Scott McKenna,Scotland,15,18.0,1.2,6.0,2.33
2024,Lovro Majer,Croatia,10,12.0,1.2,4.0,1.5
2024,Romelu Lukaku Menama,Belgium,5,6.0,1.2,2.0,1.0
2024,Andrei Burcă Andonie,Romania,10,12.0,1.2,5.0,1.4
2024,Attila Szalai,Hungary,5,6.0,1.2,4.0,1.5
2023/2024,Niclas Füllkrug,Borussia Dortmund,5,6.0,1.2,1.0,2.0
2023/2024,Moritz Nicolas,Borussia Mönchengladbach,15,18.0,1.2,11.0,1.55
2024,Harry Kane,England,5,6.0,1.2,3.0,1.33
2023/2024,Julian Brandt,Borussia Dortmund,15,18.0,1.2,4.0,1.25
2024,Juraj Kucka,Slovakia,10,12.0,1.2,4.0,1.5
2023/2024,Sheraldo Becker,Union Berlin,15,18.0,1.2,1.0,6.0
2024,Alexander Prass,Austria,5,6.0,1.2,3.0,1.67
2023/2024,Granit Xhaka,Bayer Leverkusen,20,24.0,1.2,13.0,1.46
2024,Florin Constantin Niţă,Romania,15,18.0,1.2,11.0,1.64
2023/2024,Alejandro Grimaldo García,Bayer Leverkusen,15,18.0,1.2,5.0,2.6
2024,Stefan de Vrij,Netherlands,15,18.0,1.2,6.0,2.0
2023/2024,Victor Okoh Boniface,Bayer Leverkusen,10,12.0,1.2,6.0,1.5
2024,Gianluca Scamacca,Italy,5,6.0,1.2,2.0,2.0
2024,Xherdan Shaqiri,Switzerland,5,6.0,1.2,2.0,2.0
2023/2024,Robert Andrich,Bayer Leverkusen,5,6.0,1.2,1.0,1.0
2023/2024,Jan-Niklas Beste,FC Heidenheim,5,6.0,1.2,1.0,2.0
2023/2024,Bartol Franjić,Darmstadt 98,5,6.0,1.2,1.0,2.0
2023/2024,Matthias Bader,Darmstadt 98,15,18.0,1.2,6.0,2.0
2024,Kaan Ayhan,Turkey,5,6.0,1.2,4.0,1.25
2024,Otar Kiteishvili,Georgia,5,6.0,1.2,3.0,1.33
2023/2024,Junior Castello Lukeba,RB Leipzig,10,12.0,1.2,6.0,1.5
2024,Pierre-Emile Højbjerg,Denmark,20,24.0,1.2,13.0,1.31
2023/2024,Edmond Fayçal Tapsoba,Bayer Leverkusen,25,30.0,1.2,15.0,1.67
2023/2024,Adam Hložek,Bayer Leverkusen,5,6.0,1.2,2.0,1.5
2024,Cody Mathès Gakpo,Netherlands,5,6.0,1.2,2.0,1.0
2024,Attila Fiola,Hungary,5,6.0,1.2,3.0,2.0
2024,Ruben Vargas,Switzerland,5,6.0,1.2,3.0,1.67
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,41,49.0,1.2,18.0,1.83
2024,Kai Havertz,Germany,5,6.0,1.2,1.0,1.0
2024,Stefan de Vrij,Netherlands,21,25.0,1.19,11.0,1.82
2023/2024,Jonas Hofmann,Bayer Leverkusen,21,25.0,1.19,8.0,1.63
2024,Kyle Walker,England,21,25.0,1.19,12.0,1.75
2024,Daniel Vivian Moreno,Spain,21,25.0,1.19,15.0,1.53
2023/2024,Xaver Schlager,RB Leipzig,16,19.0,1.19,5.0,2.0
2024,Georgiy Sudakov,Ukraine,16,19.0,1.19,7.0,2.14
2023/2024,Sepp van den Berg,FSV Mainz 05,16,19.0,1.19,12.0,1.25
2024,Bruno Miguel Borges Fernandes,Portugal,16,19.0,1.19,6.0,2.17
2024,Unai Simón Mendibil,Spain,17,20.0,1.18,12.0,1.67
2024,Roland Sallai,Hungary,11,13.0,1.18,2.0,1.5
2024,Kieran Trippier,England,33,39.0,1.18,8.0,3.5
2023/2024,Oliver Baumann,Hoffenheim,22,26.0,1.18,15.0,1.73
2023/2024,Jonas Hofmann,Bayer Leverkusen,11,13.0,1.18,4.0,1.25
2023/2024,Odilon Kossonou,Bayer Leverkusen,17,20.0,1.18,10.0,1.9
2023/2024,Anthony Caci,FSV Mainz 05,11,13.0,1.18,6.0,1.33
2024,Ivan Ilić,Serbia,11,13.0,1.18,6.0,1.5
2024,Mykola Matviyenko,Ukraine,22,26.0,1.18,14.0,1.5
2024,Billy Gilmour,Scotland,17,20.0,1.18,7.0,1.57
2024,Mykola Shaparenko,Ukraine,24,28.0,1.17,13.0,1.69
2024,Fabián Ruiz Peña,Spain,24,28.0,1.17,8.0,2.5
2023/2024,Granit Xhaka,Bayer Leverkusen,12,14.0,1.17,5.0,1.2
2023/2024,Philipp Mwene,FSV Mainz 05,6,7.0,1.17,3.0,1.33
2024,Callum Styles,Hungary,6,7.0,1.17,2.0,2.0
2024,Mario Pašalić,Croatia,6,7.0,1.17,3.0,1.33
2023/2024,Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,6,7.0,1.17,3.0,1.0
2024,Lamine Yamal Nasraoui Ebana,Spain,6,7.0,1.17,4.0,1.0
2023/2024,Amine Adli,Bayer Leverkusen,12,14.0,1.17,4.0,1.75
2024,Ivan Perišić,Croatia,18,21.0,1.17,9.0,2.11
2023/2024,Jamal Musiala,Bayern Munich,6,7.0,1.17,4.0,1.5
2023/2024,Granit Xhaka,Bayer Leverkusen,47,55.0,1.17,17.0,1.35
2023/2024,Patrik Schick,Bayer Leverkusen,6,7.0,1.17,2.0,2.5
2024,Adam Gnezda Čerin,Slovenia,12,14.0,1.17,5.0,1.2
2024,Jasir Asani,Albania,6,7.0,1.17,3.0,1.33
2024,Manuel Obafemi Akanji,Switzerland,42,49.0,1.17,25.0,1.56
2024,Francisco Fernandes Conceição,Portugal,12,14.0,1.17,5.0,1.8
2024,Jakub Piotr Kiwior,Poland,12,14.0,1.17,8.0,1.5
2024,Patrick Pentz,Austria,19,22.0,1.16,16.0,1.38
2023/2024,Mitchell Weiser,Werder Bremen,19,22.0,1.16,9.0,1.67
2024,Vitor Machado Ferreira,Portugal,44,51.0,1.16,20.0,1.75
2024,Antonio Rüdiger,Germany,19,22.0,1.16,8.0,2.25
2024,N'Golo Kanté,France,25,29.0,1.16,12.0,1.42
2024,Ousmane Dembélé,France,13,15.0,1.15,6.0,1.67
2024,Joakim Mæhle,Denmark,13,15.0,1.15,5.0,2.0
2024,Fabián Ruiz Peña,Spain,26,30.0,1.15,13.0,1.77
2024,Florian Wirtz,Germany,13,15.0,1.15,6.0,1.67
2023/2024,Dan-Axel Zagadou,VfB Stuttgart,26,30.0,1.15,16.0,1.69
2024,Antonio Rüdiger,Germany,20,23.0,1.15,14.0,1.5
2024,Robert Andrich,Germany,13,15.0,1.15,7.0,1.29
2023/2024,Florian Wirtz,Bayer Leverkusen,34,39.0,1.15,10.0,1.4
2024,Jannik Vestergaard,Denmark,13,15.0,1.15,9.0,1.33
2024,Petr Ševčík,Czech Republic,7,8.0,1.14,3.0,1.33
2024,N'Golo Kanté,France,14,16.0,1.14,4.0,2.75
2024,Andrea Cambiaso,Italy,7,8.0,1.14,2.0,2.5
2024,Kasper Schmeichel,Denmark,7,8.0,1.14,6.0,1.33
2023/2024,Robert Andrich,Bayer Leverkusen,7,8.0,1.14,2.0,3.0
2024,Pedro González López,Spain,14,16.0,1.14,6.0,1.5
2023/2024,Arthur Augusto de Matos Soares,Bayer Leverkusen,21,24.0,1.14,11.0,1.64
2023/2024,Thomas Müller,Bayern Munich,14,16.0,1.14,5.0,1.4
2023/2024,Florian Neuhaus,Borussia Mönchengladbach,7,8.0,1.14,1.0,3.0
2024,Nico Schlotterbeck,Germany,22,25.0,1.14,12.0,1.5
2024,Lorenzo Pellegrini,Italy,7,8.0,1.14,3.0,1.33
2024,Maximilian Mittelstädt,Germany,28,32.0,1.14,7.0,2.29
2023/2024,Florian Wirtz,Bayer Leverkusen,21,24.0,1.14,7.0,1.43
2024,Aurélien Djani Tchouaméni,France,14,16.0,1.14,10.0,1.3
2024,Antonio Rüdiger,Germany,21,24.0,1.14,13.0,1.62
2024,Petar Stojanović,Slovenia,7,8.0,1.14,3.0,1.33
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,21,24.0,1.14,5.0,2.0
2024,Arda Güler,Turkey,14,16.0,1.14,4.0,2.75
2024,Volodymyr Brazhko,Ukraine,7,8.0,1.14,3.0,1.0
2023/2024,Kevin Sessa,FC Heidenheim,7,8.0,1.14,3.0,1.33
2023/2024,Maximilian Arnold,Wolfsburg,7,8.0,1.14,1.0,2.0
2024,Anzor Mekvabishvili,Georgia,7,8.0,1.14,3.0,1.67
2023/2024,Finn Dahmen,Augsburg,24,27.0,1.13,18.0,1.44
2024,Pedro Lomba Neto,Portugal,8,9.0,1.13,4.0,1.75
2023/2024,Hugo Ekitike,Eintracht Frankfurt,8,9.0,1.13,2.0,3.0
2023/2024,Florian Wirtz,Bayer Leverkusen,23,26.0,1.13,12.0,1.42
2023/2024,Adam Hložek,Bayer Leverkusen,8,9.0,1.13,1.0,3.0
2024,Joey Veerman,Netherlands,30,34.0,1.13,14.0,1.57
2024,Marko Arnautović,Austria,8,9.0,1.13,3.0,2.33
2024,Attila Szalai,Hungary,15,17.0,1.13,8.0,1.88
2024,Jamal Musiala,Germany,8,9.0,1.13,3.0,1.33
2023/2024,Max Finkgräfe,FC Köln,8,9.0,1.13,6.0,1.33
2023/2024,Victor Okoh Boniface,Bayer Leverkusen,8,9.0,1.13,5.0,1.6
2024,Kai Havertz,Germany,8,9.0,1.13,1.0,1.0
2023/2024,Robert Andrich,Bayer Leverkusen,24,27.0,1.13,6.0,1.67
2023/2024,Matúš Bero,Bochum,8,9.0,1.13,3.0,1.33
2024,Daniel Carvajal Ramos,Spain,15,17.0,1.13,9.0,1.11
2024,Răzvan Gabriel Marin,Romania,15,17.0,1.13,8.0,1.75
2024,Adam Gnezda Čerin,Slovenia,8,9.0,1.13,3.0,1.33
2023/2024,Kevin Vogt,Hoffenheim,32,36.0,1.13,30.0,1.17
2023/2024,Jonas Hofmann,Bayer Leverkusen,24,27.0,1.13,6.0,1.5
2024,Donyell Malen,Netherlands,8,9.0,1.13,4.0,2.0
2023/2024,Jonas Hofmann,Bayer Leverkusen,15,17.0,1.13,5.0,2.0
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,26,29.0,1.12,11.0,1.45
2024,Jack Hendry,Scotland,17,19.0,1.12,13.0,1.38
2023/2024,Emir Karic,Darmstadt 98,17,19.0,1.12,5.0,2.6
2023/2024,Janik Haberer,Union Berlin,9,10.0,1.11,1.0,2.0
2024,Xavi Simons,Netherlands,9,10.0,1.11,3.0,2.0
2024,Márton Dárdai,Hungary,9,10.0,1.11,5.0,1.6
2024,Arda Güler,Turkey,9,10.0,1.11,5.0,1.4
2024,Mykola Matviyenko,Ukraine,18,20.0,1.11,7.0,1.57
2023/2024,Jonas Hofmann,Bayer Leverkusen,9,10.0,1.11,5.0,1.2
2023/2024,Jonas Hofmann,Bayer Leverkusen,9,10.0,1.11,4.0,2.0
2024,Bruno Miguel Borges Fernandes,Portugal,36,40.0,1.11,14.0,1.93
2023/2024,Granit Xhaka,Bayer Leverkusen,55,61.0,1.11,23.0,1.48
2024,Declan Rice,England,27,30.0,1.11,15.0,1.67
2024,Pierre-Emile Højbjerg,Denmark,28,31.0,1.11,17.0,1.29
2024,Ladislav Krejčí,Czech Republic,27,30.0,1.11,15.0,1.67
2024,Alessandro Bastoni,Italy,37,41.0,1.11,20.0,1.5
2024,Rodrigo Hernández Cascante,Spain,19,21.0,1.11,6.0,1.83
2024,Juraj Kucka,Slovakia,9,10.0,1.11,2.0,1.5
2024,İsmail Yüksek,Turkey,9,10.0,1.11,3.0,2.33
2024,Endre Botka,Hungary,9,10.0,1.11,4.0,1.75
2023/2024,Angelo Stiller,VfB Stuttgart,29,32.0,1.1,15.0,1.53
2024,Bart Verbruggen,Netherlands,20,22.0,1.1,16.0,1.38
2024,Jindřich Staněk,Czech Republic,10,11.0,1.1,9.0,1.22
2023/2024,Granit Xhaka,Bayer Leverkusen,48,53.0,1.1,12.0,1.67
2024,Denzel Dumfries,Netherlands,30,33.0,1.1,13.0,1.77
2023/2024,Alex Král,Union Berlin,10,11.0,1.1,5.0,1.2
2023/2024,Lukas Kübler,Freiburg,10,11.0,1.1,6.0,1.67
2024,Timothy Castagne,Belgium,10,11.0,1.1,3.0,2.33
2023/2024,Jeremie Frimpong,Bayer Leverkusen,20,22.0,1.1,11.0,1.45
2023/2024,Granit Xhaka,Bayer Leverkusen,31,34.0,1.1,14.0,1.57
2024,Jonathan Tah,Germany,20,22.0,1.1,15.0,1.2
2023/2024,Cédric Zesiger,Wolfsburg,10,11.0,1.1,5.0,1.4
2024,László Bénes,Slovakia,10,11.0,1.1,1.0,4.0
2023/2024,Nicolas Höfler,Freiburg,10,11.0,1.1,3.0,2.33
2023/2024,Mats Hummels,Borussia Dortmund,21,23.0,1.1,11.0,1.64
2024,Stanislav Lobotka,Slovakia,20,22.0,1.1,8.0,2.0
2024,Michel Aebischer,Switzerland,10,11.0,1.1,4.0,1.5
2023/2024,Nathan Tella,Bayer Leverkusen,10,11.0,1.1,3.0,2.0
2023/2024,Alejandro Grimaldo García,Bayer Leverkusen,31,34.0,1.1,9.0,1.89
2024,Stanislav Lobotka,Slovakia,33,36.0,1.09,15.0,1.6
2024,John Stones,England,22,24.0,1.09,17.0,1.18
2024,Sergej Milinković-Savić,Serbia,22,24.0,1.09,10.0,1.6
2024,Peter Pekarík,Slovakia,11,12.0,1.09,5.0,1.8
2024,Amadou Onana,Belgium,22,24.0,1.09,8.0,1.38
2024,Rúben Diogo Da Silva Neves,Portugal,11,12.0,1.09,3.0,2.0
2024,Taras Stepanenko,Ukraine,11,12.0,1.09,4.0,1.5
2023/2024,Jonathan Tah,Bayer Leverkusen,48,52.0,1.08,36.0,1.28
2023/2024,Christian Günter,Freiburg,12,13.0,1.08,4.0,2.0
2024,Jan Oblak,Slovenia,12,13.0,1.08,9.0,1.44
2023/2024,Joseph Scally,Borussia Mönchengladbach,13,14.0,1.08,5.0,1.8
2024,Ricardo Iván Rodríguez Araya,Switzerland,25,27.0,1.08,13.0,2.0
2024,Ricardo Iván Rodríguez Araya,Switzerland,12,13.0,1.08,5.0,2.4
2023/2024,Jonas Hofmann,Bayer Leverkusen,12,13.0,1.08,2.0,1.5
2024,Josip Šutalo,Croatia,12,13.0,1.08,8.0,1.38
2023/2024,Alejandro Grimaldo García,Bayer Leverkusen,29,31.0,1.07,7.0,2.71
2023/2024,Amine Adli,Bayer Leverkusen,14,15.0,1.07,7.0,1.14
2024,Tijjani Reijnders,Netherlands,14,15.0,1.07,6.0,1.33
2024,Dayotchanculle Upamecano,France,14,15.0,1.07,11.0,1.27
2024,Nicholas Williams Arthuer,Spain,15,16.0,1.07,4.0,1.25
2023/2024,Granit Xhaka,Bayer Leverkusen,43,46.0,1.07,16.0,1.56
2024,Jesús Navas González,Spain,15,16.0,1.07,3.0,2.67
2024,Robin Hranáč,Czech Republic,14,15.0,1.07,8.0,1.5
2024,Patrick Pentz,Austria,14,15.0,1.07,14.0,1.07
2024,Antoine Griezmann,France,15,16.0,1.07,6.0,1.83
2023/2024,Jonathan Tah,Bayer Leverkusen,15,16.0,1.07,7.0,1.57
2023/2024,Nadiem Amiri,Bayer Leverkusen,16,17.0,1.06,6.0,1.67
2023/2024,Josip Stanišić,Bayer Leverkusen,18,19.0,1.06,10.0,1.6
2024,Mateo Kovačić,Croatia,33,35.0,1.06,14.0,1.5
2023/2024,David Raum,RB Leipzig,18,19.0,1.06,7.0,2.14
2023/2024,Anton Stach,Hoffenheim,16,17.0,1.06,8.0,1.38
2024,Bryan Cristante,Italy,18,19.0,1.06,8.0,1.38
2024,Tomáš Holeš,Czech Republic,16,17.0,1.06,9.0,1.22
2024,Ondrej Duda,Slovakia,16,17.0,1.06,6.0,1.0
2024,Stefan Posch,Austria,16,17.0,1.06,6.0,2.17
2024,Giorgi Kochorashvili,Georgia,16,17.0,1.06,8.0,1.38
2023/2024,Leonardo Bittencourt,Werder Bremen,18,19.0,1.06,8.0,1.13
2023/2024,Niels Nkounkou,Eintracht Frankfurt,19,20.0,1.05,8.0,1.5
2023/2024,Leroy Sané,Bayern Munich,20,21.0,1.05,8.0,1.63
2023/2024,Florian Wirtz,Bayer Leverkusen,19,20.0,1.05,5.0,1.8
2023/2024,Granit Xhaka,Bayer Leverkusen,56,59.0,1.05,27.0,1.33
2023/2024,Amine Adli,Bayer Leverkusen,21,22.0,1.05,6.0,2.17
2023/2024,Robert Andrich,Bayer Leverkusen,19,20.0,1.05,6.0,1.83
2024,Manuel Obafemi Akanji,Switzerland,21,22.0,1.05,13.0,1.31
2023/2024,Granit Xhaka,Bayer Leverkusen,43,45.0,1.05,13.0,1.54
2023/2024,Jonas Hofmann,Bayer Leverkusen,21,22.0,1.05,7.0,1.86
2023/2024,Anthony Jung,Werder Bremen,20,21.0,1.05,11.0,1.55
2023/2024,Florian Wirtz,Bayer Leverkusen,24,25.0,1.04,11.0,1.55
2023/2024,Florian Wirtz,Bayer Leverkusen,26,27.0,1.04,11.0,1.64
2023/2024,Robert Andrich,Bayer Leverkusen,48,50.0,1.04,28.0,1.21
2024,Giorgi Kochorashvili,Georgia,26,27.0,1.04,13.0,1.38
2024,Alejandro Grimaldo García,Spain,24,25.0,1.04,8.0,2.5
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,24,25.0,1.04,9.0,1.56
2024,Josip Stanišić,Croatia,25,26.0,1.04,9.0,2.11
2023/2024,Jonathan Tah,Bayer Leverkusen,24,25.0,1.04,12.0,1.83
2024,Pierre-Emile Højbjerg,Denmark,24,25.0,1.04,11.0,1.27
2023/2024,Jonas Hofmann,Bayer Leverkusen,29,30.0,1.03,4.0,1.25
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,37,38.0,1.03,15.0,1.33
2024,Stefan Posch,Austria,30,31.0,1.03,16.0,1.56
2024,João Pedro Cavaco Cancelo,Portugal,36,37.0,1.03,13.0,1.38
2024,Rodrigo Hernández Cascante,Spain,34,35.0,1.03,16.0,1.38
2023/2024,Exequiel Alejandro Palacios,Bayer Leverkusen,46,47.0,1.02,13.0,1.46
2023/2024,Robin Zentner,FSV Mainz 05,11,11.0,1.0,6.0,1.83
2024,Nicholas Williams Arthuer,Spain,19,19.0,1.0,7.0,1.14
2024,İlkay Gündoğan,Germany,7,7.0,1.0,4.0,1.0
2024,Fehmi Mert Günok,Turkey,16,16.0,1.0,11.0,1.18
2023/2024,Niels Nkounkou,Eintracht Frankfurt,15,15.0,1.0,5.0,2.6
2024,Jonathan Tah,Germany,24,24.0,1.0,12.0,1.67
2023/2024,Borja Iglesias Quintas,Bayer Leverkusen,9,9.0,1.0,3.0,1.33
2024,Marcelo Brozović,Croatia,17,17.0,1.0,8.0,1.13
2023/2024,Victor Okoh Boniface,Bayer Leverkusen,12,12.0,1.0,3.0,1.33
2024,Benjamin Šeško,Slovenia,8,8.0,1.0,2.0,1.0
2023/2024,Marcel Sabitzer,Borussia Dortmund,5,5.0,1.0,2.0,1.5
2023/2024,Diogo Filipe Monteiro Pinto Leite,Union Berlin,8,8.0,1.0,3.0,1.67
2023/2024,Leart Paqarada,FC Köln,20,20.0,1.0,9.0,1.78
2024,Przemysław Frankowski,Poland,21,21.0,1.0,6.0,2.0
2023/2024,Leonardo Bittencourt,Werder Bremen,20,20.0,1.0,8.0,1.5
2023/2024,Granit Xhaka,Bayer Leverkusen,29,29.0,1.0,9.0,1.11
2024,Antoine Griezmann,France,13,13.0,1.0,5.0,1.6
2023/2024,Ian Maatsen,Borussia Dortmund,13,13.0,1.0,4.0,1.0
2024,Ruslan Malinovskiy,Ukraine,5,5.0,1.0,1.0,1.0
2023/2024,Dominik Kohr,FSV Mainz 05,13,13.0,1.0,5.0,1.4
2024,Tijjani Reijnders,Netherlands,5,5.0,1.0,3.0,1.67
2024,László Kleinheisler,Hungary,5,5.0,1.0,2.0,1.5
2024,Robert Andrich,Germany,6,6.0,1.0,2.0,1.5
2023/2024,Arne Maier,Augsburg,14,14.0,1.0,8.0,1.38
2024,Jerdy Schouten,Netherlands,9,9.0,1.0,3.0,1.67
2024,Donyell Malen,Netherlands,6,6.0,1.0,3.0,1.33
2024,Jeremy Doku,Belgium,8,8.0,1.0,4.0,1.5
2024,Ferdi Erenay Kadıoğlu,Turkey,21,21.0,1.0,6.0,2.0
2023/2024,Fredrik Jensen,Augsburg,7,7.0,1.0,2.0,2.5
2024,Johan Bakayoko,Belgium,7,7.0,1.0,2.0,1.0
2023/2024,Julian Weigl,Borussia Mönchengladbach,17,17.0,1.0,8.0,1.25
2024,Saša Lukić,Serbia,17,17.0,1.0,4.0,1.75
2024,Salih Özcan,Turkey,7,7.0,1.0,4.0,1.25
2024,Kacper Urbanski,Poland,5,5.0,1.0,1.0,1.0
2023/2024,Kevin Müller,FC Heidenheim,17,17.0,1.0,13.0,1.15
2023/2024,Odilon Kossonou,Bayer Leverkusen,11,11.0,1.0,7.0,1.29
2024,Yann Sommer,Switzerland,15,15.0,1.0,9.0,1.67
2023/2024,Robert Andrich,Bayer Leverkusen,27,27.0,1.0,7.0,0.86
2024,Mikel Oyarzabal Ugarte,Spain,8,8.0,1.0,3.0,1.0
2024,Fabian Rieder,Switzerland,8,8.0,1.0,4.0,1.0
2023/2024,Emre Can,Borussia Dortmund,13,13.0,1.0,5.0,1.4
2023/2024,Alejandro Grimaldo García,Bayer Leverkusen,12,12.0,1.0,4.0,2.0
2024,Arthur Theate,Belgium,13,13.0,1.0,2.0,3.0
2024,Lamine Yamal Nasraoui Ebana,Spain,11,11.0,1.0,2.0,2.0
2024,Benjamin Šeško,Slovenia,5,5.0,1.0,2.0,1.0
2023/2024,Jonathan Tah,Bayer Leverkusen,6,6.0,1.0,3.0,1.33
2024,Anthony Ralston,Scotland,11,11.0,1.0,7.0,1.14
2024,Pierre-Emile Højbjerg,Denmark,21,21.0,1.0,9.0,1.33
2023/2024,Lukáš Hrádecký,Bayer Leverkusen,8,8.0,1.0,6.0,1.33
2024,Antoine Griezmann,France,14,14.0,1.0,4.0,1.5
2024,Kacper Urbanski,Poland,10,10.0,1.0,2.0,2.0
2024,Jakub Moder,Poland,11,11.0,1.0,4.0,2.0
2023/2024,Josip Stanišić,Bayer Leverkusen,17,17.0,1.0,4.0,0.25
2024,Khvicha Kvaratskhelia,Georgia,6,6.0,1.0,4.0,1.5
2024,Christoph Baumgartner,Austria,9,9.0,1.0,4.0,1.0
2024,Volodymyr Brazhko,Ukraine,8,8.0,1.0,1.0,1.0
2024,Tijjani Reijnders,Netherlands,16,16.0,1.0,10.0,1.3
2023/2024,Paul Jaeckel,Union Berlin,11,11.0,1.0,7.0,1.14
2024,Alessandro Bastoni,Italy,19,19.0,1.0,11.0,1.55
2024,Timi Elšnik,Slovenia,7,7.0,1.0,4.0,1.5
2024,Georges Mikautadze,Georgia,9,9.0,1.0,4.0,1.5
2024,Vladimír Coufal,Czech Republic,6,6.0,1.0,2.0,3.0
2024,Nicola Zalewski,Poland,9,9.0,1.0,3.0,0.67
2023/2024,Franck Honorat,Borussia Mönchengladbach,7,7.0,1.0,2.0,1.5
2024,Timi Elšnik,Slovenia,5,5.0,1.0,2.0,1.0
2024,Florian Grillitsch,Austria,13,13.0,1.0,2.0,1.5
2024,Jamal Musiala,Germany,12,12.0,1.0,8.0,0.88
2024,Tijjani Reijnders,Netherlands,21,21.0,1.0,8.0,1.25
2024,Jaka Bijol,Slovenia,13,13.0,1.0,8.0,1.38
2024,Eduardo Camavinga,France,6,6.0,1.0,1.0,3.0
2024,Granit Xhaka,Switzerland,15,15.0,1.0,5.0,1.4
2024,Adrien Rabiot,France,6,6.0,1.0,5.0,1.0
2024,Jude Bellingham,England,22,22.0,1.0,11.0,1.27
2023/2024,Florian Wirtz,Bayer Leverkusen,26,26.0,1.0,14.0,1.43
2024,Ivan Schranz,Slovakia,5,5.0,1.0,3.0,1.33
2023/2024,Antonios Papadopoulos,Borussia Dortmund,6,6.0,1.0,5.0,1.0
2024,Luka Sučić,Croatia,15,15.0,1.0,3.0,2.33
2024,Xavi Simons,Netherlands,11,11.0,1.0,3.0,1.0
2024,Morten Hjulmand,Denmark,19,19.0,1.0,10.0,1.1
2023/2024,David Datro Fofana,Union Berlin,5,5.0,1.0,1.0,0.0
2023/2024,Jonathan Tah,Bayer Leverkusen,20,20.0,1.0,11.0,1.36
2024,João Maria Lobo Alves Palhinha Gonçalves,Portugal,6,6.0,1.0,3.0,1.67
2024,Ivan Schranz,Slovakia,7,7.0,1.0,1.0,2.0
2024,Daniel Olmo Carvajal,Spain,12,12.0,1.0,4.0,1.5
2024,Mikel Merino Zazón,Spain,18,18.0,1.0,8.0,1.0
2024,Patrik Schick,Czech Republic,7,7.0,1.0,2.0,1.0
2024,Billy Gilmour,Scotland,6,6.0,1.0,2.0,1.5
2023/2024,Waldemar Anton,VfB Stuttgart,13,13.0,1.0,7.0,1.43
2024,Daniel Olmo Carvajal,Spain,14,14.0,1.0,7.0,1.43
2023/2024,Jonas Hofmann,Bayer Leverkusen,9,9.0,1.0,2.0,1.5
