match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
3869220,Badr Banoun,Morocco,1,0.784,1.0,0.0,0.784,1.0,3.0,23.52,21.16
3869685,Paulo Bruno Exequiel Dybala,Argentina,2,0.89,2.0,1.0,0.445,3.0,4.0,20.025,15.43
3930166,Francisco Fernandes Conceição,Portugal,1,0.59,1.0,1.0,0.59,1.0,3.0,17.7,32.87
3930166,Pedro Lomba Neto,Portugal,1,0.59,1.0,1.0,0.59,4.0,5.0,10.62,32.87
3869220,Pablo Sarabia García,Spain,3,0.959,4.0,0.0,0.32,8.0,9.0,9.59,34.18
3942382,Joshua Zirkzee,Netherlands,1,0.072,1.0,0.0,0.072,2.0,1.0,6.48,11.25
3930168,Dániel Gazdag,Hungary,1,0.284,1.0,0.0,0.284,1.0,4.0,6.39,23.66
3939974,Brenden Aaronson,United States,1,0.546,2.0,0.0,0.546,5.0,8.0,6.143,29.32
3938639,Budu Zivzivadze,Georgia,1,0.339,2.0,0.0,0.339,1.0,5.0,6.102,22.28
3942227,Trent Alexander-Arnold,England,1,0.784,1.0,1.0,0.784,1.0,12.0,5.88,17.96
3942227,Vincent Sierro,Switzerland,1,0.118,2.0,0.0,0.118,4.0,2.0,5.31,2.75
3857260,Hattan Babhir,Saudi Arabia,1,0.516,1.0,1.0,0.516,1.0,9.0,5.16,47.95
3869552,Randal Kolo Muani,France,1,0.852,2.0,1.0,0.852,1.0,15.0,5.112,51.26
3942227,Mohamed Zeki Amdouni,Switzerland,2,0.901,3.0,1.0,0.451,3.0,16.0,5.068,20.97
3939982,Rodrigo Bentancur Colmán,Uruguay,1,0.225,1.0,1.0,0.225,1.0,4.0,5.063,9.72
3942227,Ivan Toney,England,1,0.784,1.0,1.0,0.784,1.0,14.0,5.04,17.96
3857281,Mislav Oršić,Croatia,2,0.733,2.0,1.0,0.366,5.0,14.0,4.712,28.43
3942416,Miguel Ángel Borja Hernández,Colombia,1,0.784,1.0,1.0,0.784,1.0,15.0,4.704,35.96
3930161,Ernest Muçi,Albania,1,0.104,1.0,0.0,0.104,6.0,2.0,4.68,29.33
3939975,Kevin Duvan Castaño Gil,Colombia,1,0.102,1.0,0.0,0.102,1.0,2.0,4.59,16.4
3939975,Juan Fernando Quintero Paniagua,Colombia,1,0.102,1.0,0.0,0.102,4.0,2.0,4.59,16.4
3938639,Sandro Altunashvili,Georgia,1,0.339,2.0,0.0,0.339,2.0,7.0,4.359,22.28
3939982,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,1,0.225,1.0,1.0,0.225,1.0,5.0,4.05,9.72
3869420,Mislav Oršić,Croatia,2,0.883,2.0,2.0,0.442,3.0,20.0,3.974,23.44
3942852,Luis Fernando Sinisterra Lucumí,Colombia,2,0.741,2.0,0.0,0.37,6.0,18.0,3.705,63.23
3857281,Lovro Majer,Croatia,2,0.733,2.0,1.0,0.366,3.0,18.0,3.665,28.43
3939973,Abdiel Armando Ayarza Cocanegra,Panama,1,0.076,1.0,1.0,0.076,1.0,2.0,3.42,14.05
3941020,Josip Iličić,Slovenia,2,0.829,2.0,0.0,0.414,2.0,22.0,3.391,27.39
3869685,Ibrahima Konaté,France,1,0.278,1.0,0.0,0.278,2.0,8.0,3.128,5.14
3857286,Kevin José Rodríguez Cortez,Ecuador,1,0.138,1.0,0.0,0.138,1.0,4.0,3.105,11.96
3857296,Jeremy Doku,Belgium,2,1.063,3.0,0.0,0.532,10.0,32.0,2.99,48.05
3939974,Luca de la Torre,United States,2,0.591,3.0,0.0,0.295,8.0,18.0,2.955,31.74
3930175,Denis Alibec,Romania,1,0.363,1.0,0.0,0.363,1.0,12.0,2.723,29.13
3930171,Andreas Skov Olsen,Denmark,1,0.293,1.0,0.0,0.293,1.0,10.0,2.637,39.95
3869685,Leandro Daniel Paredes,Argentina,2,1.272,3.0,2.0,0.636,3.0,44.0,2.602,22.05
3938639,Muhammed Kerem Aktürkoğlu,Turkey,2,0.631,2.0,1.0,0.316,4.0,22.0,2.581,26.63
3857296,Youri Tielemans,Belgium,2,1.063,3.0,0.0,0.532,5.0,38.0,2.518,48.05
3939979,Orbelín Pineda Alvarado,Mexico,2,0.838,2.0,0.0,0.419,5.0,30.0,2.514,39.83
3939987,Eric Kleybel Ramírez Matheus,Venezuela,2,0.501,2.0,1.0,0.25,4.0,18.0,2.505,29.75
3938642,Saba Lobzhanidze,Georgia,1,0.306,1.0,0.0,0.306,1.0,11.0,2.504,25.93
3939989,César Augusto Yanis Velasco,Panama,1,0.111,1.0,1.0,0.111,3.0,4.0,2.498,8.28
3939987,Kervin Mario Andrade Navarro,Venezuela,1,0.459,1.0,1.0,0.459,2.0,17.0,2.43,27.25
3939981,Ricardo Daniel Pepi,United States,1,0.538,1.0,0.0,0.538,2.0,20.0,2.421,58.84
3939969,Lautaro Javier Martínez,Argentina,2,0.847,2.0,1.0,0.423,4.0,32.0,2.382,25.18
3942229,Tomás Eduardo Rincón Hernández,Venezuela,1,0.784,1.0,1.0,0.784,1.0,30.0,2.352,13.96
3939969,Nicolás Hernán Otamendi,Argentina,3,1.138,3.0,1.0,0.379,6.0,45.0,2.276,33.84
3942228,Gonzalo Ariel Montiel,Argentina,1,0.784,1.0,1.0,0.784,1.0,31.0,2.276,16.63
3869486,Zakaria Aboukhlal,Morocco,1,0.391,1.0,0.0,0.391,2.0,16.0,2.199,40.23
3869219,Nikola Vlašić,Croatia,2,0.849,3.0,1.0,0.424,3.0,36.0,2.123,21.95
3857271,Sardar Azmoun,Iran,1,0.351,1.0,0.0,0.351,2.0,15.0,2.106,24.59
3938644,Diogo José Teixeira da Silva,Portugal,3,1.112,4.0,0.0,0.371,9.0,48.0,2.085,48.12
3942227,Xherdan Shaqiri,Switzerland,3,0.901,4.0,1.0,0.3,4.0,39.0,2.079,20.97
3869219,Marko Livaja,Croatia,2,0.831,2.0,0.0,0.415,2.0,36.0,2.077,21.49
3869321,Gonzalo Ariel Montiel,Argentina,2,0.866,2.0,1.0,0.433,4.0,38.0,2.051,14.79
3857256,Christian Fassnacht,Switzerland,1,0.317,1.0,0.0,0.317,2.0,14.0,2.038,10.86
3857292,Matthias Ginter,Germany,2,0.22,3.0,0.0,0.11,6.0,10.0,1.98,5.42
3857276,Atiba Hutchinson,Canada,1,0.639,2.0,0.0,0.639,1.0,30.0,1.917,63.35
3942229,Wilker José Ángel Romero,Venezuela,1,0.784,1.0,0.0,0.784,1.0,37.0,1.907,13.96
3869552,Abderrazak Hamdallah,Morocco,1,0.506,3.0,0.0,0.506,2.0,24.0,1.898,50.13
3942415,Gabriel Teodoro Martinelli Silva,Brazil,1,0.784,1.0,1.0,0.784,1.0,38.0,1.857,20.58
3942415,Andreas Hoelgebaum Pereira,Brazil,1,0.784,1.0,1.0,0.784,1.0,38.0,1.857,20.58
3938641,Kacper Urbanski,Poland,1,0.12,1.0,0.0,0.12,4.0,6.0,1.8,9.73
3857284,Ritsu Doan,Japan,1,0.478,2.0,1.0,0.478,1.0,24.0,1.792,40.96
3857284,Takumi Minamino,Japan,1,0.478,2.0,1.0,0.478,1.0,24.0,1.792,40.96
3938639,Mehmet Zeki Çelik,Turkey,1,0.159,1.0,0.0,0.159,2.0,8.0,1.789,6.71
3857290,Fabian Rieder,Switzerland,1,0.27,1.0,0.0,0.27,1.0,14.0,1.736,18.93
3930174,João Neves,Portugal,2,0.192,2.0,0.0,0.096,7.0,10.0,1.728,10.1
3942415,Douglas Luiz Soares de Paulo,Brazil,1,0.784,1.0,0.0,0.784,1.0,41.0,1.721,20.58
3930168,Zsolt Nagy,Hungary,1,0.284,1.0,0.0,0.284,2.0,15.0,1.704,23.66
3857264,Thiago Ezequiel Almada,Argentina,1,0.224,1.0,0.0,0.224,8.0,12.0,1.68,7.58
3942229,Jefferson David Savarino Quintero,Venezuela,1,0.784,1.0,0.0,0.784,1.0,42.0,1.68,13.96
3869420,Lovro Majer,Croatia,3,0.895,3.0,2.0,0.298,9.0,48.0,1.678,23.76
3930160,Bruno Petković,Croatia,2,0.819,3.0,0.0,0.409,5.0,44.0,1.675,43.83
3939978,Tanitoluwa Oluwaseyi,Canada,2,0.408,2.0,0.0,0.204,3.0,22.0,1.669,44.88
3939990,Luis Alberto Suárez Díaz,Uruguay,1,0.11,2.0,0.0,0.11,2.0,6.0,1.65,9.39
3930169,Mohamed Zeki Amdouni,Switzerland,1,0.11,1.0,0.0,0.11,1.0,6.0,1.65,11.11
3857285,Davy Klaassen,Netherlands,1,0.348,2.0,1.0,0.348,3.0,19.0,1.648,34.08
3869118,Kalvin Phillips,England,1,0.146,1.0,0.0,0.146,4.0,8.0,1.642,14.31
3942382,Jeremie Frimpong,Netherlands,1,0.072,1.0,0.0,0.072,1.0,4.0,1.62,11.25
3939986,Lucas Martínez Quarta,Argentina,1,0.179,1.0,0.0,0.179,1.0,10.0,1.611,9.21
3942349,João Félix Sequeira,Portugal,3,0.999,3.0,0.0,0.333,4.0,57.0,1.577,22.97
3942415,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,1,0.784,1.0,1.0,0.784,1.0,46.0,1.534,17.34
3939977,Lautaro Javier Martínez,Argentina,3,1.011,4.0,1.0,0.337,3.0,60.0,1.517,41.04
3942226,Pedro González López,Spain,1,0.117,1.0,0.0,0.117,1.0,7.0,1.504,7.63
3938644,Matheus Luiz Nunes,Portugal,4,1.135,5.0,0.0,0.284,15.0,68.0,1.502,49.12
3857285,Teun Koopmeiners,Netherlands,2,0.634,3.0,2.0,0.317,3.0,38.0,1.502,62.09
3930182,Sergej Milinković-Savić,Serbia,2,0.165,2.0,0.0,0.083,5.0,10.0,1.485,50.86
3939977,Giovani Lo Celso,Argentina,1,0.487,2.0,1.0,0.487,1.0,30.0,1.461,19.77
3857271,Callum Wilson,England,2,0.704,2.0,1.0,0.352,3.0,44.0,1.44,35.43
3942228,Nicolás Hernán Otamendi,Argentina,1,0.784,1.0,1.0,0.784,1.0,49.0,1.44,16.63
3930178,Ante Budimir,Croatia,1,0.784,3.0,1.0,0.784,1.0,51.0,1.384,92.3
3857271,Eric Dier,England,2,0.704,2.0,1.0,0.352,10.0,46.0,1.377,35.43
3857293,André Ayew Pelé,Ghana,1,0.784,1.0,0.0,0.784,1.0,52.0,1.357,56.29
3939985,Tajon Buchanan,Canada,1,0.196,1.0,0.0,0.196,8.0,13.0,1.357,28.02
3942349,Bradley Barcola,France,3,0.897,3.0,1.0,0.299,6.0,60.0,1.346,18.07
3938641,Romano Schmid,Austria,1,0.163,1.0,0.0,0.163,2.0,11.0,1.334,8.95
3942228,Julián Álvarez,Argentina,1,0.784,1.0,1.0,0.784,1.0,54.0,1.307,16.63
3942382,Semih Kılıçsoy,Turkey,2,0.144,2.0,0.0,0.072,3.0,10.0,1.296,13.06
3930177,Zsolt Nagy,Hungary,1,0.185,1.0,0.0,0.185,1.0,13.0,1.281,18.48
3857271,Philip Foden,England,2,0.704,2.0,1.0,0.352,7.0,50.0,1.267,35.43
3857271,Jack Grealish,England,2,0.704,2.0,1.0,0.352,7.0,50.0,1.267,35.43
3942415,Rodrigo Bentancur Colmán,Uruguay,1,0.784,1.0,1.0,0.784,1.0,56.0,1.26,17.34
3941017,Eberechi Eze,England,1,0.497,2.0,1.0,0.497,1.0,36.0,1.243,32.43
3857271,Marcus Rashford,England,3,1.112,3.0,2.0,0.371,12.0,81.0,1.236,55.96
3939991,Endrick Felipe Moreira de Sousa,Brazil,1,0.041,1.0,0.0,0.041,2.0,3.0,1.23,13.41
3869219,Takuma Asano,Japan,1,0.784,1.0,1.0,0.784,1.0,58.0,1.217,19.27
3869219,Takumi Minamino,Japan,2,0.838,4.0,0.0,0.419,2.0,62.0,1.216,20.6
3857290,Haris Seferović,Switzerland,1,0.27,1.0,0.0,0.27,2.0,20.0,1.215,18.93
3939977,Ángel Fabián Di María Hernández,Argentina,2,0.539,2.0,0.0,0.27,3.0,40.0,1.213,21.88
3857260,Raúl Alonso Jiménez Rodríguez,Mexico,1,0.269,2.0,0.0,0.269,2.0,20.0,1.211,11.8
3930159,Breel-Donald Embolo,Switzerland,2,0.591,2.0,1.0,0.295,7.0,44.0,1.209,28.2
3869151,Gonzalo Ariel Montiel,Argentina,2,0.424,2.0,0.0,0.212,6.0,32.0,1.193,31.96
3942852,Andrés Mateus Uribe Villa,Colombia,2,0.741,2.0,0.0,0.37,2.0,56.0,1.191,63.23
3943076,Lucas René Olaza Catrofe,Uruguay,2,0.661,2.0,1.0,0.331,5.0,50.0,1.19,14.42
3869552,Abdessamad Ezzalzouli,Morocco,3,0.595,6.0,0.0,0.198,7.0,45.0,1.19,58.95
3857264,Germán Alejandro Pezzella,Argentina,1,0.224,1.0,0.0,0.224,13.0,17.0,1.186,7.58
3938637,Jakub Piotrowski,Poland,1,0.131,2.0,0.0,0.131,7.0,10.0,1.179,15.38
3869152,Jan Bednarek,Poland,1,0.104,1.0,0.0,0.104,2.0,8.0,1.17,7.52
3857264,Lautaro Javier Martínez,Argentina,2,0.404,2.0,0.0,0.202,9.0,32.0,1.136,13.67
3938639,Yusuf Yazıcı,Turkey,1,0.159,1.0,0.0,0.159,1.0,13.0,1.101,6.71
3869685,Lautaro Javier Martínez,Argentina,4,0.968,6.0,1.0,0.242,10.0,80.0,1.089,16.78
3930177,Kevin Csoboth,Hungary,3,0.508,3.0,1.0,0.169,7.0,42.0,1.089,50.75
3857266,Kasper Dolberg,Denmark,1,0.238,1.0,0.0,0.238,1.0,20.0,1.071,29.54
3857256,Denis Lemi Zakaria Lako Lado,Switzerland,1,0.317,1.0,0.0,0.317,4.0,27.0,1.057,10.86
3857278,Abolfazl Jalali,Iran,1,0.305,1.0,0.0,0.305,4.0,26.0,1.056,33.12
3869152,Kamil Grosicki,Poland,1,0.104,1.0,0.0,0.104,6.0,9.0,1.04,7.52
3941020,Benjamin Verbič,Slovenia,2,0.828,2.0,0.0,0.414,5.0,72.0,1.035,27.35
3941020,Rúben Diogo Da Silva Neves,Portugal,1,0.023,2.0,0.0,0.023,1.0,2.0,1.035,0.57
3869118,Eric Dier,England,1,0.146,1.0,0.0,0.146,5.0,13.0,1.011,14.31
3941021,Micky van de Ven,Netherlands,2,0.427,2.0,1.0,0.213,3.0,38.0,1.011,18.51
3857296,Thorgan Hazard,Belgium,4,1.436,5.0,0.0,0.359,8.0,128.0,1.01,64.9
3869552,Marcus Thuram,France,3,1.008,4.0,1.0,0.336,6.0,90.0,1.008,60.64
3938644,Zuriko Davitashvili,Georgia,1,0.089,1.0,0.0,0.089,2.0,8.0,1.001,6.61
3857263,Lukas Klostermann,Germany,3,0.827,4.0,1.0,0.276,5.0,75.0,0.992,73.68
3930169,Lawrence Shankland,Scotland,1,0.033,1.0,0.0,0.033,1.0,3.0,0.99,5.03
3942382,Mehmet Zeki Çelik,Turkey,3,0.362,4.0,0.0,0.121,4.0,33.0,0.987,32.84
3939973,Eduardo Antonio Guerrero Lozcano,Panama,1,0.076,1.0,1.0,0.076,1.0,7.0,0.977,14.05
3869684,Mario Pašalić,Croatia,1,0.236,1.0,0.0,0.236,2.0,22.0,0.965,32.06
3939990,Malik Tillman,United States,2,0.106,3.0,0.0,0.053,10.0,10.0,0.954,24.16
3857256,Edimilson Fernandes,Switzerland,1,0.317,1.0,0.0,0.317,6.0,30.0,0.951,10.86
3857281,Bruno Petković,Croatia,2,0.733,2.0,1.0,0.366,6.0,70.0,0.942,28.43
3857280,Raphael Dias Belloli,Brazil,2,0.334,2.0,0.0,0.167,4.0,32.0,0.939,14.28
3857266,Ibrahima Konaté,France,2,0.417,2.0,1.0,0.209,11.0,40.0,0.938,22.5
3939981,Abdiel Armando Ayarza Cocanegra,Panama,2,0.229,3.0,1.0,0.114,5.0,22.0,0.937,35.29
3941017,Ivan Toney,England,2,0.621,3.0,1.0,0.31,5.0,60.0,0.932,40.52
3939985,Tanitoluwa Oluwaseyi,Canada,1,0.196,1.0,0.0,0.196,4.0,19.0,0.928,28.02
3942228,Alan Steve Minda García,Ecuador,2,0.969,2.0,0.0,0.485,3.0,94.0,0.928,21.73
3940983,Emre Can,Germany,1,0.256,1.0,1.0,0.256,8.0,25.0,0.922,11.71
3857255,Kaoru Mitoma,Japan,2,1.004,2.0,1.0,0.502,3.0,98.0,0.922,86.72
3869151,Jamie MacLaren,Australia,1,0.234,1.0,0.0,0.234,1.0,23.0,0.916,54.91
3857279,Jules Koundé,France,2,0.121,2.0,0.0,0.06,6.0,12.0,0.908,4.18
3939991,Rafael Santos Borré Amaury,Colombia,2,0.363,2.0,0.0,0.182,5.0,36.0,0.908,24.15
3939991,Deiver Andrés Machado Mena,Colombia,1,0.463,1.0,1.0,0.463,1.0,46.0,0.906,30.8
3942226,José Luis Sanmartín Mato,Spain,1,0.201,1.0,1.0,0.201,2.0,20.0,0.905,13.1
3939970,José Paolo Guerrero Gonzáles,Peru,1,0.229,2.0,0.0,0.229,1.0,23.0,0.896,36.46
3938644,Nélson Cabral Semedo,Portugal,4,1.132,5.0,0.0,0.283,9.0,116.0,0.878,48.99
3938639,Luka Lochoshvili,Georgia,2,0.39,3.0,0.0,0.195,5.0,40.0,0.878,25.64
3869321,Ángel Fabián Di María Hernández,Argentina,6,0.465,6.0,0.0,0.077,10.0,48.0,0.872,7.94
3930176,Niclas Füllkrug,Germany,1,0.163,1.0,1.0,0.163,1.0,17.0,0.863,11.35
3943076,Jonathan David,Canada,2,0.987,3.0,2.0,0.494,2.0,104.0,0.854,16.6
3941017,Ezri Konsa Ngoyo,England,1,0.123,1.0,0.0,0.123,1.0,13.0,0.852,8.03
3857263,Leroy Sané,Germany,2,0.454,3.0,1.0,0.227,6.0,48.0,0.851,40.45
3939980,Alan Steve Minda García,Ecuador,2,0.488,2.0,1.0,0.244,6.0,52.0,0.845,21.38
3857263,Álvaro Borja Morata Martín,Spain,1,0.319,1.0,1.0,0.319,2.0,34.0,0.844,49.88
3940983,Waldemar Anton,Germany,2,0.13,2.0,0.0,0.065,2.0,14.0,0.836,5.94
3857255,Shūichi Gonda,Japan,1,0.873,1.0,1.0,0.873,1.0,94.0,0.836,75.4
3938641,Michael Gregoritsch,Austria,2,0.204,2.0,0.0,0.102,4.0,22.0,0.835,11.2
3930163,Jarrod Bowen,England,1,0.167,1.0,0.0,0.167,2.0,18.0,0.835,29.88
3942228,John Yeboah Zamora,Ecuador,2,0.813,2.0,2.0,0.406,3.0,88.0,0.831,18.23
3939992,Alejandro Romero Gamarra,Paraguay,4,0.772,5.0,0.0,0.193,9.0,84.0,0.827,56.96
3939969,Giovani Lo Celso,Argentina,2,0.455,2.0,1.0,0.228,12.0,50.0,0.819,13.53
3857283,Zakaria Aboukhlal,Morocco,1,0.181,1.0,1.0,0.181,2.0,20.0,0.815,18.26
3857285,Memphis Depay,Netherlands,2,0.634,3.0,2.0,0.317,5.0,70.0,0.815,62.09
3857259,Filip Đuričić,Serbia,1,0.027,1.0,0.0,0.027,2.0,3.0,0.81,1.56
3930164,Ikoma Loïs Openda,Belgium,1,0.108,1.0,0.0,0.108,2.0,12.0,0.81,6.81
3939989,Bruno Miranda Villagomez,Bolivia,2,0.504,2.0,1.0,0.252,8.0,56.0,0.81,63.97
3869253,Gleison Bremer Silva Nascimento,Brazil,2,0.372,2.0,0.0,0.186,4.0,42.0,0.797,13.04
3930177,Attila Szalai,Hungary,1,0.185,1.0,0.0,0.185,1.0,21.0,0.793,18.48
3930181,Anthony Gordon,England,2,0.07,2.0,0.0,0.035,5.0,8.0,0.788,9.51
3942349,Youssouf Fofana,France,4,1.083,4.0,1.0,0.271,13.0,124.0,0.786,21.82
3857266,Kingsley Coman,France,3,0.524,3.0,1.0,0.175,13.0,60.0,0.786,28.27
3857292,Mario Götze,Germany,6,1.659,9.0,3.0,0.277,11.0,192.0,0.778,40.89
3942228,Jordy Josué Caicedo Medina,Ecuador,3,0.984,3.0,1.0,0.328,3.0,114.0,0.777,22.07
3857265,Matty Cash,Poland,1,0.784,2.0,0.0,0.784,1.0,92.0,0.767,75.66
3939973,Freddy Elías Góndola Smith,Panama,1,0.076,1.0,1.0,0.076,5.0,9.0,0.76,14.05
3869684,Bruno Petković,Croatia,1,0.236,1.0,0.0,0.236,2.0,28.0,0.759,32.06
3869117,DeAndre Yedlin,United States,3,0.48,3.0,1.0,0.16,9.0,57.0,0.758,31.08
3869220,Abdelhamid Sabiri,Morocco,3,0.907,3.0,1.0,0.302,3.0,108.0,0.756,24.48
3941018,Mikel Merino Zazón,Spain,4,0.335,5.0,1.0,0.084,18.0,40.0,0.754,13.1
3930169,Ryan Christie,Scotland,1,0.033,1.0,0.0,0.033,3.0,4.0,0.743,5.03
3857261,Callum Wilson,England,3,0.839,5.0,0.0,0.28,5.0,102.0,0.74,34.65
3939989,Adalid Terrazas Abasto,Bolivia,2,0.504,2.0,1.0,0.252,15.0,62.0,0.732,63.97
3939989,Leonel Justiniano Arauz,Bolivia,2,0.504,2.0,1.0,0.252,11.0,62.0,0.732,63.97
3869685,Gonzalo Ariel Montiel,Argentina,6,1.655,8.0,2.0,0.276,10.0,204.0,0.73,28.69
3857270,Diego Roberto Godín Leal,Uruguay,1,0.494,1.0,0.0,0.494,6.0,61.0,0.729,40.6
3869321,Lautaro Javier Martínez,Argentina,3,1.09,3.0,1.0,0.363,7.0,135.0,0.727,18.61
3930166,Petr Ševčík,Czech Republic,1,0.113,2.0,0.0,0.113,2.0,14.0,0.726,52.94
3857291,Nicholas Williams Arthuer,Spain,3,0.604,3.0,2.0,0.201,12.0,75.0,0.725,21.87
3857263,Niclas Füllkrug,Germany,3,0.603,3.0,1.0,0.201,4.0,75.0,0.724,53.72
3857283,Abdelhamid Sabiri,Morocco,3,0.625,3.0,1.0,0.208,5.0,78.0,0.721,63.06
3930177,Lewis Morgan,Scotland,1,0.056,1.0,0.0,0.056,2.0,7.0,0.72,30.51
3930159,Bendegúz Bolla,Hungary,2,0.734,2.0,1.0,0.367,6.0,92.0,0.718,66.56
3943077,Lautaro Javier Martínez,Argentina,1,0.199,1.0,1.0,0.199,4.0,25.0,0.716,18.38
3938640,Oleksandr Zubkov,Ukraine,2,0.425,2.0,1.0,0.212,9.0,54.0,0.708,24.95
3943076,Derek Cornelius,Canada,1,0.204,2.0,1.0,0.204,2.0,26.0,0.706,3.43
3930184,Orkun Kökçü,Turkey,1,0.086,1.0,1.0,0.086,2.0,11.0,0.704,9.03
3930167,Arbër Hoxha,Albania,4,0.344,4.0,1.0,0.086,13.0,44.0,0.704,26.21
3941017,László Bénes,Slovakia,2,0.579,2.0,0.0,0.29,4.0,74.0,0.704,37.41
3857290,Breel-Donald Embolo,Switzerland,1,0.552,1.0,1.0,0.552,1.0,71.0,0.7,38.69
3857290,Xherdan Shaqiri,Switzerland,1,0.552,1.0,1.0,0.552,1.0,71.0,0.7,38.69
3942382,Muhammed Kerem Aktürkoğlu,Turkey,3,0.368,4.0,0.0,0.123,7.0,48.0,0.69,33.38
3939988,Ernesto Alexis Vega Rojas,Mexico,1,0.069,1.0,0.0,0.069,1.0,9.0,0.69,7.87
3940983,Florian Wirtz,Germany,3,0.32,3.0,0.0,0.107,6.0,42.0,0.686,14.63
3857292,Kai Havertz,Germany,9,2.248,12.0,3.0,0.25,22.0,297.0,0.681,55.4
3930166,Antonín Barák,Czech Republic,1,0.113,2.0,0.0,0.113,2.0,15.0,0.678,52.94
3943076,Cristian Gonzalo Olivera Ibarra,Uruguay,1,0.238,1.0,0.0,0.238,1.0,32.0,0.669,5.19
3869519,Paulo Bruno Exequiel Dybala,Argentina,1,0.141,1.0,0.0,0.141,1.0,19.0,0.668,7.56
3869118,Krépin Diatta,Senegal,2,0.665,3.0,0.0,0.333,7.0,90.0,0.665,72.33
3869219,Kaoru Mitoma,Japan,2,0.838,4.0,0.0,0.419,3.0,114.0,0.662,20.6
3939986,Enzo Fernandez,Argentina,3,0.594,3.0,1.0,0.198,4.0,81.0,0.66,30.55
3939978,Jonathan Osorio,Canada,1,0.366,1.0,0.0,0.366,1.0,50.0,0.659,40.26
3939976,Gabriel Teodoro Martinelli Silva,Brazil,2,0.161,2.0,0.0,0.081,17.0,22.0,0.659,11.25
3930174,Rúben Diogo Da Silva Neves,Portugal,3,1.074,3.0,1.0,0.358,6.0,147.0,0.658,56.49
3938637,Wout Weghorst,Netherlands,1,0.095,1.0,1.0,0.095,1.0,13.0,0.658,7.88
3943043,Mikel Oyarzabal Ugarte,Spain,2,0.321,2.0,1.0,0.161,3.0,44.0,0.657,18.42
3942785,Tanitoluwa Oluwaseyi,Canada,2,0.262,2.0,0.0,0.131,2.0,36.0,0.655,38.69
3930172,Ayoze Pérez Gutiérrez,Spain,3,0.324,3.0,0.0,0.108,9.0,45.0,0.648,21.12
3869254,Manuel Obafemi Akanji,Switzerland,1,0.669,1.0,1.0,0.669,1.0,94.0,0.641,53.63
3869117,Jesus Ferreira,United States,1,0.32,1.0,0.0,0.32,1.0,45.0,0.64,20.72
3939990,Haji Wright,United States,1,0.092,1.0,0.0,0.092,2.0,13.0,0.637,20.97
3857259,Nemanja Radonjić,Serbia,1,0.113,1.0,0.0,0.113,2.0,16.0,0.636,6.55
3938639,Zuriko Davitashvili,Georgia,3,0.466,4.0,0.0,0.155,4.0,66.0,0.635,30.63
3857255,Ritsu Doan,Japan,3,0.951,3.0,2.0,0.317,7.0,135.0,0.634,82.14
3942228,Ángel Israel Mena Delgado,Ecuador,3,0.865,3.0,1.0,0.288,3.0,123.0,0.633,19.4
3930165,Youssouf Fofana,France,1,0.035,1.0,0.0,0.035,1.0,5.0,0.63,1.99
3930178,Mattia Zaccagni,Italy,1,0.111,1.0,1.0,0.111,1.0,16.0,0.624,11.26
3942852,Kevin Duvan Castaño Gil,Colombia,3,0.746,3.0,0.0,0.249,7.0,108.0,0.622,63.65
3857260,Carlos Alberto Rodríguez Gómez,Mexico,3,0.393,4.0,0.0,0.131,5.0,57.0,0.621,17.24
3930160,Ante Budimir,Croatia,2,0.759,5.0,0.0,0.38,3.0,110.0,0.621,40.62
3939990,Rodrigo Bentancur Colmán,Uruguay,1,0.11,2.0,0.0,0.11,6.0,16.0,0.619,9.39
3857268,Jonathan Osorio,Canada,2,0.178,2.0,0.0,0.089,6.0,26.0,0.616,7.6
3857254,Andreas Evald Cornelius,Denmark,4,0.764,5.0,0.0,0.191,8.0,112.0,0.614,60.27
3869420,Nikola Vlašić,Croatia,3,0.91,3.0,2.0,0.303,5.0,135.0,0.607,24.16
3869420,Frederico Rodrigues Santos,Brazil,1,0.101,1.0,0.0,0.101,1.0,15.0,0.606,2.06
3939970,Diego Alfonso Valdés Contreras,Chile,2,0.606,3.0,0.0,0.303,9.0,90.0,0.606,63.02
3857260,Rogelio Gabriel Funes Mori,Mexico,1,0.067,1.0,0.0,0.067,1.0,10.0,0.603,2.94
3869151,Lautaro Javier Martínez,Argentina,5,0.835,8.0,0.0,0.167,12.0,125.0,0.601,62.94
3939975,Matías Nicolás Rojas Romero,Paraguay,1,0.02,1.0,0.0,0.02,2.0,3.0,0.6,2.45
3857292,Niclas Füllkrug,Germany,7,1.954,9.0,3.0,0.279,11.0,294.0,0.598,48.16
3869684,Achraf Dari,Morocco,1,0.418,1.0,1.0,0.418,1.0,63.0,0.597,43.11
3857267,Jackson Gabriel Porozo Vernaza,Ecuador,1,0.053,1.0,0.0,0.053,1.0,8.0,0.596,6.42
3930167,Ante Budimir,Croatia,3,0.533,3.0,1.0,0.178,8.0,81.0,0.592,30.0
3869254,Fabian Lukas Schär,Switzerland,1,0.295,2.0,0.0,0.295,4.0,45.0,0.59,23.65
