match_id,team,zone,defensive_actions
69177,Almería,Middle Third,5
69177,Barcelona,Attacking Third,4
69177,Barcelona,Defensive Third,24
69177,Barcelona,Middle Third,6
69178,Barcelona,Attacking Third,2
69178,Barcelona,Defensive Third,27
69178,Barcelona,Middle Third,19
69178,Getafe,Attacking Third,3
69178,Getafe,Defensive Third,31
69178,Getafe,Middle Third,12
69179,Barcelona,Defensive Third,28
69179,Barcelona,Middle Third,8
69179,Real Zaragoza,Attacking Third,2
69179,Real Zaragoza,Defensive Third,38
69179,Real Zaragoza,Middle Third,13
69180,Barcelona,Attacking Third,2
69180,Barcelona,Defensive Third,15
69180,Barcelona,Middle Third,11
69180,Racing Santander,Attacking Third,4
69180,Racing Santander,Defensive Third,49
69180,Racing Santander,Middle Third,6
69181,Athletic Club,Attacking Third,3
69181,Athletic Club,Defensive Third,24
69181,Athletic Club,Middle Third,10
69181,Barcelona,Attacking Third,2
69181,Barcelona,Defensive Third,35
69181,Barcelona,Middle Third,10
69182,Barcelona,Attacking Third,5
69182,Barcelona,Defensive Third,35
69182,Barcelona,Middle Third,14
69182,Real Zaragoza,Attacking Third,2
69182,Real Zaragoza,Defensive Third,37
69182,Real Zaragoza,Middle Third,9
69183,Barcelona,Attacking Third,4
69183,Barcelona,Defensive Third,16
69183,Barcelona,Middle Third,15
69183,RC Deportivo La Coruña,Attacking Third,2
69183,RC Deportivo La Coruña,Defensive Third,50
69183,RC Deportivo La Coruña,Middle Third,14
69184,Barcelona,Attacking Third,7
69184,Barcelona,Defensive Third,20
69184,Barcelona,Middle Third,18
69184,Recreativo Huelva,Attacking Third,6
69184,Recreativo Huelva,Defensive Third,53
69184,Recreativo Huelva,Middle Third,11
69185,Atlético Madrid,Attacking Third,1
69185,Atlético Madrid,Defensive Third,35
69185,Atlético Madrid,Middle Third,14
69185,Barcelona,Attacking Third,2
69185,Barcelona,Defensive Third,29
69185,Barcelona,Middle Third,14
69186,Barcelona,Attacking Third,1
69186,Barcelona,Defensive Third,41
69186,Barcelona,Middle Third,10
69186,Real Murcia CF,Attacking Third,5
69186,Real Murcia CF,Defensive Third,35
69186,Real Murcia CF,Middle Third,13
69187,Barcelona,Attacking Third,8
69187,Barcelona,Defensive Third,28
69187,Barcelona,Middle Third,16
69187,Osasuna,Attacking Third,2
69187,Osasuna,Defensive Third,47
69187,Osasuna,Middle Third,12
69188,Japan Women's,Attacking Third,7
69188,Japan Women's,Defensive Third,47
69188,Japan Women's,Middle Third,18
69188,Netherlands Women's,Attacking Third,6
69188,Netherlands Women's,Defensive Third,27
69188,Netherlands Women's,Middle Third,28
69189,Barcelona,Attacking Third,3
69189,Barcelona,Defensive Third,20
69189,Barcelona,Middle Third,11
69189,CD Numancia de Soria,Attacking Third,1
69189,CD Numancia de Soria,Defensive Third,45
69189,CD Numancia de Soria,Middle Third,9
69191,China PR Women's,Attacking Third,5
69191,China PR Women's,Defensive Third,41
69191,China PR Women's,Middle Third,22
69191,Italy Women's,Attacking Third,5
69191,Italy Women's,Defensive Third,48
69191,Italy Women's,Middle Third,14
69195,Barcelona,Attacking Third,1
69195,Barcelona,Defensive Third,12
69195,Barcelona,Middle Third,7
69195,Real Betis,Attacking Third,1
69195,Real Betis,Defensive Third,61
69195,Real Betis,Middle Third,9
69199,England Women's,Attacking Third,4
69199,England Women's,Defensive Third,35
69199,England Women's,Middle Third,14
69199,Norway Women's,Attacking Third,6
69199,Norway Women's,Defensive Third,27
69199,Norway Women's,Middle Third,13
69202,France Women's,Attacking Third,7
69202,France Women's,Defensive Third,10
69202,France Women's,Middle Third,10
69202,United States Women's,Attacking Third,8
69202,United States Women's,Defensive Third,52
69202,United States Women's,Middle Third,17
69205,Italy Women's,Attacking Third,1
69205,Italy Women's,Defensive Third,39
69205,Italy Women's,Middle Third,8
69205,Netherlands Women's,Attacking Third,5
69205,Netherlands Women's,Defensive Third,19
69205,Netherlands Women's,Middle Third,14
69207,Barcelona,Attacking Third,6
69207,Barcelona,Defensive Third,21
69207,Barcelona,Middle Third,12
69207,Real Betis,Attacking Third,1
69207,Real Betis,Defensive Third,42
69207,Real Betis,Middle Third,19
69208,Germany Women's,Attacking Third,7
69208,Germany Women's,Defensive Third,26
69208,Germany Women's,Middle Third,17
69208,Sweden Women's,Attacking Third,5
69208,Sweden Women's,Defensive Third,32
69208,Sweden Women's,Middle Third,11
69209,Barcelona,Attacking Third,6
69209,Barcelona,Defensive Third,19
69209,Barcelona,Middle Third,13
69209,Racing Santander,Attacking Third,3
69209,Racing Santander,Defensive Third,35
69209,Racing Santander,Middle Third,11
69210,Barcelona,Attacking Third,3
69210,Barcelona,Defensive Third,24
69210,Barcelona,Middle Third,11
69210,Real Valladolid,Attacking Third,4
69210,Real Valladolid,Defensive Third,29
69210,Real Valladolid,Middle Third,10
69211,Barcelona,Attacking Third,6
69211,Barcelona,Defensive Third,17
69211,Barcelona,Middle Third,21
69211,Espanyol,Attacking Third,1
69211,Espanyol,Defensive Third,78
69211,Espanyol,Middle Third,8
69212,Atlético Madrid,Attacking Third,1
69212,Atlético Madrid,Defensive Third,30
69212,Atlético Madrid,Middle Third,11
69212,Barcelona,Attacking Third,3
69212,Barcelona,Defensive Third,31
69212,Barcelona,Middle Third,14
69213,Barcelona,Attacking Third,2
69213,Barcelona,Defensive Third,26
69213,Barcelona,Middle Third,19
69213,Espanyol,Attacking Third,1
69213,Espanyol,Defensive Third,40
69213,Espanyol,Middle Third,17
69214,Barcelona,Attacking Third,4
69214,Barcelona,Defensive Third,20
69214,Barcelona,Middle Third,7
69214,Xerez,Attacking Third,4
69214,Xerez,Defensive Third,28
69214,Xerez,Middle Third,8
69215,Barcelona,Attacking Third,7
69215,Barcelona,Defensive Third,5
69215,Barcelona,Middle Third,5
69215,Racing Santander,Attacking Third,1
69215,Racing Santander,Defensive Third,61
69215,Racing Santander,Middle Third,7
69216,Athletic Club,Defensive Third,49
69216,Athletic Club,Middle Third,17
69216,Barcelona,Attacking Third,4
69216,Barcelona,Defensive Third,20
69216,Barcelona,Middle Third,8
69217,Barcelona,Attacking Third,4
69217,Barcelona,Defensive Third,15
69217,Barcelona,Middle Third,11
69217,Villarreal,Attacking Third,3
69217,Villarreal,Defensive Third,28
69217,Villarreal,Middle Third,16
69218,Barcelona,Attacking Third,3
69218,Barcelona,Defensive Third,22
69218,Barcelona,Middle Third,7
69218,RC Deportivo La Coruña,Attacking Third,1
69218,RC Deportivo La Coruña,Defensive Third,37
69218,RC Deportivo La Coruña,Middle Third,16
69219,Barcelona,Attacking Third,2
69219,Barcelona,Defensive Third,22
69219,Barcelona,Middle Third,14
69219,Tenerife,Attacking Third,3
69219,Tenerife,Defensive Third,21
69219,Tenerife,Middle Third,18
69220,Barcelona,Attacking Third,4
69220,Barcelona,Defensive Third,20
69220,Barcelona,Middle Third,15
69220,Sporting Gijón,Attacking Third,2
69220,Sporting Gijón,Defensive Third,37
69220,Sporting Gijón,Middle Third,16
69221,Barcelona,Attacking Third,6
69221,Barcelona,Defensive Third,15
69221,Barcelona,Middle Third,8
69221,RC Deportivo La Coruña,Attacking Third,1
69221,RC Deportivo La Coruña,Defensive Third,44
69221,RC Deportivo La Coruña,Middle Third,9
69222,Barcelona,Attacking Third,4
69222,Barcelona,Defensive Third,18
69222,Barcelona,Middle Third,9
69222,Recreativo Huelva,Attacking Third,1
69222,Recreativo Huelva,Defensive Third,54
69222,Recreativo Huelva,Middle Third,10
69223,Barcelona,Attacking Third,5
69223,Barcelona,Defensive Third,12
69223,Barcelona,Middle Third,18
69223,Getafe,Attacking Third,1
69223,Getafe,Defensive Third,43
69223,Getafe,Middle Third,9
69224,Barcelona,Attacking Third,6
69224,Barcelona,Defensive Third,20
69224,Barcelona,Middle Third,6
69224,Valencia,Attacking Third,3
69224,Valencia,Defensive Third,35
69224,Valencia,Middle Third,8
69225,Barcelona,Attacking Third,6
69225,Barcelona,Defensive Third,20
69225,Barcelona,Middle Third,13
69225,Real Madrid,Defensive Third,47
69225,Real Madrid,Middle Third,11
69226,Almería,Attacking Third,7
69226,Almería,Defensive Third,47
69226,Almería,Middle Third,7
69226,Barcelona,Attacking Third,7
69226,Barcelona,Defensive Third,23
69226,Barcelona,Middle Third,15
69227,Barcelona,Attacking Third,3
69227,Barcelona,Defensive Third,39
69227,Barcelona,Middle Third,16
69227,Real Zaragoza,Attacking Third,3
69227,Real Zaragoza,Defensive Third,26
69227,Real Zaragoza,Middle Third,13
69228,Barcelona,Attacking Third,7
69228,Barcelona,Defensive Third,20
69228,Barcelona,Middle Third,20
69228,Villarreal,Attacking Third,3
69228,Villarreal,Defensive Third,51
69228,Villarreal,Middle Third,19
69229,Barcelona,Attacking Third,7
69229,Barcelona,Defensive Third,40
69229,Barcelona,Middle Third,21
69229,Getafe,Attacking Third,4
69229,Getafe,Defensive Third,29
69229,Getafe,Middle Third,14
69230,Barcelona,Attacking Third,4
69230,Barcelona,Defensive Third,27
69230,Barcelona,Middle Third,36
69230,Osasuna,Attacking Third,2
69230,Osasuna,Defensive Third,61
69230,Osasuna,Middle Third,25
69231,Barcelona,Attacking Third,2
69231,Barcelona,Defensive Third,26
69231,Barcelona,Middle Third,11
69231,Sporting Gijón,Attacking Third,2
69231,Sporting Gijón,Defensive Third,47
69231,Sporting Gijón,Middle Third,14
69232,Almería,Attacking Third,1
69232,Almería,Defensive Third,41
69232,Almería,Middle Third,6
69232,Barcelona,Attacking Third,3
69232,Barcelona,Defensive Third,21
69232,Barcelona,Middle Third,13
69233,Barcelona,Attacking Third,3
69233,Barcelona,Defensive Third,13
69233,Barcelona,Middle Third,13
69233,Racing Santander,Attacking Third,2
69233,Racing Santander,Defensive Third,26
69233,Racing Santander,Middle Third,15
69234,Barcelona,Attacking Third,5
69234,Barcelona,Defensive Third,20
69234,Barcelona,Middle Third,10
69234,Espanyol,Attacking Third,3
69234,Espanyol,Defensive Third,38
69234,Espanyol,Middle Third,11
69235,Barcelona,Attacking Third,8
69235,Barcelona,Defensive Third,47
69235,Barcelona,Middle Third,24
69235,Málaga,Attacking Third,7
69235,Málaga,Defensive Third,71
69235,Málaga,Middle Third,25
69236,Barcelona,Attacking Third,5
69236,Barcelona,Defensive Third,33
69236,Barcelona,Middle Third,12
69236,Mallorca,Attacking Third,4
69236,Mallorca,Defensive Third,69
69236,Mallorca,Middle Third,8
69237,Atlético Madrid,Attacking Third,3
69237,Atlético Madrid,Defensive Third,31
69237,Atlético Madrid,Middle Third,12
69237,Barcelona,Attacking Third,1
69237,Barcelona,Defensive Third,27
69237,Barcelona,Middle Third,13
69238,Barcelona,Attacking Third,4
69238,Barcelona,Defensive Third,32
69238,Barcelona,Middle Third,13
69238,Málaga,Attacking Third,1
69238,Málaga,Defensive Third,61
69238,Málaga,Middle Third,11
69239,Barcelona,Attacking Third,3
69239,Barcelona,Defensive Third,20
69239,Barcelona,Middle Third,6
69239,Sevilla,Defensive Third,20
69239,Sevilla,Middle Third,8
69240,Barcelona,Attacking Third,2
69240,Barcelona,Defensive Third,38
69240,Barcelona,Middle Third,9
69240,Getafe,Attacking Third,1
69240,Getafe,Defensive Third,30
69240,Getafe,Middle Third,8
69241,Barcelona,Attacking Third,3
69241,Barcelona,Defensive Third,16
69241,Barcelona,Middle Third,12
69241,Tenerife,Attacking Third,1
69241,Tenerife,Defensive Third,43
69241,Tenerife,Middle Third,10
69242,Barcelona,Attacking Third,1
69242,Barcelona,Defensive Third,30
69242,Barcelona,Middle Third,15
69242,Real Valladolid,Attacking Third,1
69242,Real Valladolid,Defensive Third,35
69242,Real Valladolid,Middle Third,14
69243,Barcelona,Attacking Third,3
69243,Barcelona,Defensive Third,15
69243,Barcelona,Middle Third,9
69243,Sevilla,Attacking Third,3
69243,Sevilla,Defensive Third,55
69243,Sevilla,Middle Third,11
69244,Barcelona,Attacking Third,4
69244,Barcelona,Defensive Third,22
69244,Barcelona,Middle Third,17
69244,Villarreal,Attacking Third,4
69244,Villarreal,Defensive Third,36
69244,Villarreal,Middle Third,19
69245,Barcelona,Attacking Third,1
69245,Barcelona,Defensive Third,26
69245,Barcelona,Middle Third,12
69245,Real Madrid,Attacking Third,3
69245,Real Madrid,Defensive Third,9
69245,Real Madrid,Middle Third,12
69246,Barcelona,Attacking Third,2
69246,Barcelona,Defensive Third,21
69246,Barcelona,Middle Third,9
69246,Real Sociedad,Attacking Third,2
69246,Real Sociedad,Defensive Third,33
69246,Real Sociedad,Middle Third,8
69247,Athletic Club,Attacking Third,5
69247,Athletic Club,Defensive Third,41
69247,Athletic Club,Middle Third,20
69247,Barcelona,Attacking Third,6
69247,Barcelona,Defensive Third,27
69247,Barcelona,Middle Third,21
69248,Barcelona,Attacking Third,4
69248,Barcelona,Defensive Third,21
69248,Barcelona,Middle Third,4
69248,Sporting Gijón,Attacking Third,5
69248,Sporting Gijón,Defensive Third,54
69248,Sporting Gijón,Middle Third,9
69249,Barcelona,Defensive Third,16
69249,Barcelona,Middle Third,16
69249,Real Madrid,Attacking Third,1
69249,Real Madrid,Defensive Third,18
69249,Real Madrid,Middle Third,15
69250,Barcelona,Attacking Third,2
69250,Barcelona,Defensive Third,30
69250,Barcelona,Middle Third,5
69250,Mallorca,Attacking Third,3
69250,Mallorca,Defensive Third,33
69250,Mallorca,Middle Third,28
69251,Barcelona,Attacking Third,3
69251,Barcelona,Defensive Third,28
69251,Barcelona,Middle Third,24
69251,Valencia,Attacking Third,6
69251,Valencia,Defensive Third,64
69251,Valencia,Middle Third,16
69252,Barcelona,Attacking Third,3
69252,Barcelona,Defensive Third,29
69252,Barcelona,Middle Third,7
69252,Valencia,Attacking Third,5
69252,Valencia,Defensive Third,42
69252,Valencia,Middle Third,13
69253,Barcelona,Attacking Third,6
69253,Barcelona,Defensive Third,8
69253,Barcelona,Middle Third,13
69253,Real Zaragoza,Defensive Third,27
69253,Real Zaragoza,Middle Third,9
69254,Barcelona,Attacking Third,4
69254,Barcelona,Defensive Third,9
69254,Barcelona,Middle Third,9
69254,Racing Santander,Attacking Third,6
69254,Racing Santander,Defensive Third,33
69254,Racing Santander,Middle Third,7
69255,Barcelona,Attacking Third,3
69255,Barcelona,Defensive Third,37
69255,Barcelona,Middle Third,21
69255,Málaga,Attacking Third,4
69255,Málaga,Defensive Third,23
69255,Málaga,Middle Third,22
69256,Almería,Attacking Third,5
69256,Almería,Defensive Third,47
69256,Almería,Middle Third,14
69256,Barcelona,Attacking Third,7
69256,Barcelona,Defensive Third,18
69256,Barcelona,Middle Third,18
69257,Barcelona,Attacking Third,4
69257,Barcelona,Defensive Third,26
69257,Barcelona,Middle Third,22
69257,Osasuna,Attacking Third,4
69257,Osasuna,Defensive Third,46
69257,Osasuna,Middle Third,8
69258,England Women's,Attacking Third,2
69258,England Women's,Defensive Third,28
69258,England Women's,Middle Third,7
69258,United States Women's,Attacking Third,9
69258,United States Women's,Defensive Third,26
69258,United States Women's,Middle Third,12
69259,Barcelona,Attacking Third,2
69259,Barcelona,Defensive Third,37
69259,Barcelona,Middle Third,9
69259,Real Madrid,Attacking Third,3
69259,Real Madrid,Defensive Third,17
69259,Real Madrid,Middle Third,7
69260,Barcelona,Attacking Third,2
69260,Barcelona,Defensive Third,39
69260,Barcelona,Middle Third,22
69260,Valencia,Attacking Third,4
69260,Valencia,Defensive Third,30
69260,Valencia,Middle Third,19
69262,Barcelona,Attacking Third,3
69262,Barcelona,Defensive Third,37
69262,Barcelona,Middle Third,22
69262,Real Madrid,Attacking Third,3
69262,Real Madrid,Defensive Third,26
69262,Real Madrid,Middle Third,20
69263,Barcelona,Attacking Third,5
69263,Barcelona,Defensive Third,30
69263,Barcelona,Middle Third,11
69263,Real Zaragoza,Attacking Third,4
69263,Real Zaragoza,Defensive Third,38
69263,Real Zaragoza,Middle Third,5
69264,Barcelona,Attacking Third,3
69264,Barcelona,Defensive Third,20
69264,Barcelona,Middle Third,9
69264,Real Sociedad,Attacking Third,2
69264,Real Sociedad,Defensive Third,28
69264,Real Sociedad,Middle Third,14
69265,Barcelona,Attacking Third,3
69265,Barcelona,Defensive Third,20
69265,Barcelona,Middle Third,7
69265,Sporting Gijón,Attacking Third,4
69265,Sporting Gijón,Defensive Third,33
69265,Sporting Gijón,Middle Third,19
69267,Barcelona,Attacking Third,1
69267,Barcelona,Defensive Third,30
69267,Barcelona,Middle Third,13
69267,Xerez,Attacking Third,7
69267,Xerez,Defensive Third,40
69267,Xerez,Middle Third,17
69268,Barcelona,Attacking Third,4
69268,Barcelona,Defensive Third,7
69268,Barcelona,Middle Third,17
69268,Villarreal,Defensive Third,42
69268,Villarreal,Middle Third,14
69269,Atlético Madrid,Defensive Third,30
69269,Atlético Madrid,Middle Third,8
69269,Barcelona,Attacking Third,1
69269,Barcelona,Defensive Third,53
69269,Barcelona,Middle Third,6
69270,Barcelona,Attacking Third,9
69270,Barcelona,Defensive Third,21
69270,Barcelona,Middle Third,9
69270,Getafe,Attacking Third,3
69270,Getafe,Defensive Third,18
69270,Getafe,Middle Third,12
69271,Barcelona,Attacking Third,1
69271,Barcelona,Defensive Third,28
69271,Barcelona,Middle Third,9
69271,Osasuna,Attacking Third,5
69271,Osasuna,Defensive Third,40
69271,Osasuna,Middle Third,18
69272,Barcelona,Attacking Third,2
69272,Barcelona,Defensive Third,16
69272,Barcelona,Middle Third,5
69272,Levante UD,Attacking Third,1
69272,Levante UD,Defensive Third,21
69272,Levante UD,Middle Third,7
69273,Barcelona,Attacking Third,1
69273,Barcelona,Defensive Third,35
69273,Barcelona,Middle Third,23
69273,Real Valladolid,Attacking Third,3
69273,Real Valladolid,Defensive Third,41
69273,Real Valladolid,Middle Third,14
69274,Barcelona,Attacking Third,6
69274,Barcelona,Defensive Third,40
69274,Barcelona,Middle Third,15
69274,Valencia,Attacking Third,11
69274,Valencia,Defensive Third,32
69274,Valencia,Middle Third,13
69275,Barcelona,Attacking Third,4
69275,Barcelona,Defensive Third,31
69275,Barcelona,Middle Third,12
69275,Espanyol,Attacking Third,7
69275,Espanyol,Defensive Third,28
69275,Espanyol,Middle Third,8
69276,Atlético Madrid,Attacking Third,4
69276,Atlético Madrid,Defensive Third,38
69276,Atlético Madrid,Middle Third,14
69276,Barcelona,Attacking Third,5
69276,Barcelona,Defensive Third,30
69276,Barcelona,Middle Third,10
69277,Barcelona,Attacking Third,3
69277,Barcelona,Defensive Third,34
69277,Barcelona,Middle Third,12
69277,Osasuna,Attacking Third,3
69277,Osasuna,Defensive Third,43
69277,Osasuna,Middle Third,19
69278,Barcelona,Attacking Third,7
69278,Barcelona,Defensive Third,18
69278,Barcelona,Middle Third,12
69278,Málaga,Defensive Third,36
69278,Málaga,Middle Third,8
69279,Barcelona,Attacking Third,4
69279,Barcelona,Defensive Third,32
69279,Barcelona,Middle Third,16
69279,Real Valladolid,Attacking Third,4
69279,Real Valladolid,Defensive Third,34
69279,Real Valladolid,Middle Third,11
69280,Barcelona,Attacking Third,7
69280,Barcelona,Defensive Third,33
69280,Barcelona,Middle Third,13
69280,RC Deportivo La Coruña,Attacking Third,4
69280,RC Deportivo La Coruña,Defensive Third,32
69280,RC Deportivo La Coruña,Middle Third,12
69282,Athletic Club,Attacking Third,1
69282,Athletic Club,Defensive Third,63
69282,Athletic Club,Middle Third,18
69282,Barcelona,Attacking Third,7
69282,Barcelona,Defensive Third,11
69282,Barcelona,Middle Third,10
69283,Barcelona,Attacking Third,7
69283,Barcelona,Defensive Third,23
69283,Barcelona,Middle Third,8
69283,Mallorca,Attacking Third,2
69283,Mallorca,Defensive Third,25
69283,Mallorca,Middle Third,12
69284,Netherlands Women's,Attacking Third,8
69284,Netherlands Women's,Defensive Third,62
69284,Netherlands Women's,Middle Third,18
69284,Sweden Women's,Attacking Third,13
69284,Sweden Women's,Defensive Third,40
69284,Sweden Women's,Middle Third,14
69285,Barcelona,Attacking Third,2
69285,Barcelona,Defensive Third,23
69285,Barcelona,Middle Third,26
69285,Recreativo Huelva,Attacking Third,3
69285,Recreativo Huelva,Defensive Third,31
69285,Recreativo Huelva,Middle Third,10
69286,Barcelona,Attacking Third,4
69286,Barcelona,Defensive Third,31
69286,Barcelona,Middle Third,21
69286,Racing Santander,Attacking Third,1
69286,Racing Santander,Defensive Third,18
69286,Racing Santander,Middle Third,23
69287,Barcelona,Attacking Third,3
69287,Barcelona,Defensive Third,12
69287,Barcelona,Middle Third,16
69287,Hércules,Attacking Third,4
69287,Hércules,Defensive Third,59
69287,Hércules,Middle Third,8
69288,Athletic Club,Attacking Third,5
69288,Athletic Club,Defensive Third,31
69288,Athletic Club,Middle Third,10
69288,Barcelona,Attacking Third,4
69288,Barcelona,Defensive Third,39
69288,Barcelona,Middle Third,17
69289,Barcelona,Attacking Third,5
69289,Barcelona,Defensive Third,13
69289,Barcelona,Middle Third,19
69289,Sevilla,Attacking Third,1
69289,Sevilla,Defensive Third,47
69289,Sevilla,Middle Third,7
69291,Barcelona,Attacking Third,5
69291,Barcelona,Defensive Third,11
69291,Barcelona,Middle Third,12
69291,Sevilla,Attacking Third,1
69291,Sevilla,Defensive Third,44
69291,Sevilla,Middle Third,11
69292,Atlético Madrid,Attacking Third,2
69292,Atlético Madrid,Defensive Third,29
69292,Atlético Madrid,Middle Third,11
69292,Barcelona,Attacking Third,7
69292,Barcelona,Defensive Third,31
69292,Barcelona,Middle Third,19
69293,Barcelona,Attacking Third,8
69293,Barcelona,Defensive Third,16
69293,Barcelona,Middle Third,10
69293,Racing Santander,Attacking Third,5
69293,Racing Santander,Defensive Third,29
69293,Racing Santander,Middle Third,6
69295,Barcelona,Attacking Third,5
69295,Barcelona,Defensive Third,10
69295,Barcelona,Middle Third,18
69295,Racing Santander,Attacking Third,1
69295,Racing Santander,Defensive Third,35
69295,Racing Santander,Middle Third,16
69296,Barcelona,Attacking Third,5
69296,Barcelona,Defensive Third,21
69296,Barcelona,Middle Third,12
69296,Hércules,Attacking Third,4
69296,Hércules,Defensive Third,48
69296,Hércules,Middle Third,9
69297,Atlético Madrid,Attacking Third,4
69297,Atlético Madrid,Defensive Third,38
69297,Atlético Madrid,Middle Third,15
69297,Barcelona,Attacking Third,5
69297,Barcelona,Defensive Third,7
69297,Barcelona,Middle Third,9
69298,Barcelona,Attacking Third,4
69298,Barcelona,Defensive Third,34
69298,Barcelona,Middle Third,12
69298,Mallorca,Attacking Third,2
69298,Mallorca,Defensive Third,35
69298,Mallorca,Middle Third,4
69299,Barcelona,Attacking Third,3
69299,Barcelona,Defensive Third,18
69299,Barcelona,Middle Third,24
69299,Real Madrid,Attacking Third,2
69299,Real Madrid,Defensive Third,26
69299,Real Madrid,Middle Third,14
69300,Barcelona,Attacking Third,5
69300,Barcelona,Defensive Third,14
69300,Barcelona,Middle Third,11
69300,Real Zaragoza,Attacking Third,1
69300,Real Zaragoza,Defensive Third,77
69300,Real Zaragoza,Middle Third,11
69301,England Women's,Attacking Third,3
69301,England Women's,Defensive Third,30
69301,England Women's,Middle Third,20
69301,Sweden Women's,Attacking Third,3
69301,Sweden Women's,Defensive Third,44
69301,Sweden Women's,Middle Third,17
69302,Barcelona,Attacking Third,6
69302,Barcelona,Defensive Third,17
69302,Barcelona,Middle Third,15
69302,Real Sociedad,Attacking Third,2
69302,Real Sociedad,Defensive Third,56
69302,Real Sociedad,Middle Third,9
69303,Barcelona,Attacking Third,2
69303,Barcelona,Defensive Third,28
69303,Barcelona,Middle Third,18
69303,Getafe,Attacking Third,1
69303,Getafe,Defensive Third,46
69303,Getafe,Middle Third,11
69304,Barcelona,Attacking Third,3
69304,Barcelona,Defensive Third,10
69304,Barcelona,Middle Third,12
69304,Villarreal,Attacking Third,3
69304,Villarreal,Defensive Third,44
69304,Villarreal,Middle Third,12
69305,Almería,Attacking Third,2
69305,Almería,Defensive Third,47
69305,Almería,Middle Third,9
69305,Barcelona,Attacking Third,3
69305,Barcelona,Defensive Third,23
69305,Barcelona,Middle Third,15
69306,Almería,Attacking Third,1
69306,Almería,Defensive Third,30
69306,Almería,Middle Third,9
69306,Barcelona,Attacking Third,4
69306,Barcelona,Defensive Third,15
69306,Barcelona,Middle Third,6
69307,Barcelona,Attacking Third,1
69307,Barcelona,Defensive Third,26
69307,Barcelona,Middle Third,10
69307,Osasuna,Attacking Third,4
69307,Osasuna,Defensive Third,35
69307,Osasuna,Middle Third,18
69308,Barcelona,Attacking Third,8
69308,Barcelona,Defensive Third,24
69308,Barcelona,Middle Third,31
69308,Villarreal,Attacking Third,4
69308,Villarreal,Defensive Third,34
69308,Villarreal,Middle Third,14
69312,Barcelona,Attacking Third,7
69312,Barcelona,Defensive Third,33
69312,Barcelona,Middle Third,20
69312,Espanyol,Attacking Third,5
69312,Espanyol,Defensive Third,30
69312,Espanyol,Middle Third,20
69314,Barcelona,Attacking Third,3
69314,Barcelona,Defensive Third,6
69314,Barcelona,Middle Third,14
69314,Mallorca,Attacking Third,3
69314,Mallorca,Defensive Third,47
69314,Mallorca,Middle Third,6
69315,Barcelona,Attacking Third,7
69315,Barcelona,Defensive Third,12
69315,Barcelona,Middle Third,22
69315,Getafe,Attacking Third,1
69315,Getafe,Defensive Third,76
69315,Getafe,Middle Third,5
69316,Barcelona,Attacking Third,5
69316,Barcelona,Defensive Third,33
69316,Barcelona,Middle Third,19
69316,Real Sociedad,Attacking Third,7
69316,Real Sociedad,Defensive Third,42
69316,Real Sociedad,Middle Third,17
69318,Barcelona,Attacking Third,4
69318,Barcelona,Defensive Third,14
69318,Barcelona,Middle Third,14
69318,Granada,Attacking Third,2
69318,Granada,Defensive Third,41
69318,Granada,Middle Third,7
69319,Barcelona,Attacking Third,5
69319,Barcelona,Defensive Third,31
69319,Barcelona,Middle Third,4
69319,Real Betis,Attacking Third,2
69319,Real Betis,Defensive Third,32
69319,Real Betis,Middle Third,10
69320,Barcelona,Attacking Third,2
69320,Barcelona,Defensive Third,22
69320,Barcelona,Middle Third,15
69320,Espanyol,Attacking Third,1
69320,Espanyol,Defensive Third,25
69320,Espanyol,Middle Third,13
69321,Netherlands Women's,Attacking Third,2
69321,Netherlands Women's,Defensive Third,42
69321,Netherlands Women's,Middle Third,11
69321,United States Women's,Attacking Third,2
69321,United States Women's,Defensive Third,36
69321,United States Women's,Middle Third,22
69322,Barcelona,Attacking Third,6
69322,Barcelona,Defensive Third,22
69322,Barcelona,Middle Third,16
69322,Racing Santander,Attacking Third,5
69322,Racing Santander,Defensive Third,39
69322,Racing Santander,Middle Third,4
69323,Athletic Club,Attacking Third,2
69323,Athletic Club,Defensive Third,39
69323,Athletic Club,Middle Third,14
69323,Barcelona,Attacking Third,8
69323,Barcelona,Defensive Third,15
69323,Barcelona,Middle Third,23
69324,Barcelona,Defensive Third,34
69324,Barcelona,Middle Third,25
69324,Real Madrid,Attacking Third,3
69324,Real Madrid,Defensive Third,38
69324,Real Madrid,Middle Third,22
69325,Barcelona,Attacking Third,1
69325,Barcelona,Defensive Third,33
69325,Barcelona,Middle Third,20
69325,Mallorca,Attacking Third,3
69325,Mallorca,Defensive Third,30
69325,Mallorca,Middle Third,18
69326,Barcelona,Attacking Third,3
69326,Barcelona,Defensive Third,20
69326,Barcelona,Middle Third,17
69326,Sevilla,Defensive Third,29
69326,Sevilla,Middle Third,16
69327,Barcelona,Attacking Third,5
69327,Barcelona,Defensive Third,19
69327,Barcelona,Middle Third,23
69327,Real Betis,Attacking Third,1
69327,Real Betis,Defensive Third,35
69327,Real Betis,Middle Third,16
69328,Barcelona,Attacking Third,5
69328,Barcelona,Defensive Third,16
69328,Barcelona,Middle Third,15
69328,Valencia,Attacking Third,4
69328,Valencia,Defensive Third,47
69328,Valencia,Middle Third,13
69329,Barcelona,Attacking Third,8
69329,Barcelona,Defensive Third,15
69329,Barcelona,Middle Third,12
69329,Sevilla,Attacking Third,1
