match_id,team,total_actions,final_third_actions,field_tilt_pct
267400,Barcelona,1367,478,34.97
267400,Almería,498,97,19.48
267422,Barcelona,1315,537,40.84
267422,Málaga,461,109,23.64
267432,Eibar,452,130,28.76
267432,Barcelona,1280,368,28.75
267464,Atlético Madrid,538,193,35.87
267464,Barcelona,994,199,20.02
267492,Barcelona,1398,639,45.71
267492,RC Deportivo La Coruña,524,106,20.23
267499,Barcelona,1175,349,29.7
267499,Almería,473,136,28.75
267502,Barcelona,1248,278,22.28
267502,Athletic Club,831,157,18.89
267506,Barcelona,1184,268,22.64
267506,Granada,606,102,16.83
267520,Barcelona,1645,503,30.58
267520,Real Sociedad,647,121,18.7
267533,Real Madrid,626,133,21.25
267533,Barcelona,1391,262,18.84
267561,Barcelona,1008,273,27.08
267561,Rayo Vallecano,687,140,20.38
267567,Athletic Club,730,220,30.14
267567,Barcelona,1151,309,26.85
267569,Real Madrid,831,261,31.41
267569,Barcelona,1148,275,23.95
267576,Barcelona,1424,489,34.34
267576,Atlético Madrid,587,201,34.24
267590,Barcelona,1284,328,25.55
267590,Málaga,579,77,13.3
267596,Barcelona,1467,371,25.29
267596,Leganés,622,111,17.85
267597,Barcelona,1452,569,39.19
267597,Villarreal,618,134,21.68
267611,Las Palmas,665,146,21.95
267611,Barcelona,1229,254,20.67
267660,Barcelona,1390,568,40.86
267660,RC Deportivo La Coruña,575,157,27.3
267670,Barcelona,1426,596,41.8
267670,Real Betis,488,93,19.06
267675,Sevilla,719,193,26.84
267675,Barcelona,1361,257,18.88
303377,Getafe,419,110,26.25
303377,Barcelona,1378,188,13.64
303400,Barcelona,1687,570,33.79
303400,Valencia,614,101,16.45
303421,Barcelona,1466,346,23.6
303421,Deportivo Alavés,687,125,18.2
303430,Barcelona,1282,376,29.33
303430,Villarreal,964,175,18.15
303451,Barcelona,1365,550,40.29
303451,Mallorca,722,152,21.05
303470,Real Madrid,977,346,35.41
303470,Barcelona,1292,294,22.76
303473,Sevilla,894,286,31.99
303473,Barcelona,1167,280,23.99
303479,Barcelona,1062,263,24.76
303479,Real Sociedad,887,200,22.55
303487,Barcelona,1369,375,27.39
303487,Celta Vigo,842,143,16.98
303493,Barcelona,1585,504,31.8
303493,Athletic Club,544,144,26.47
303504,Levante UD,706,206,29.18
303504,Barcelona,1311,351,26.77
303516,Barcelona,1226,371,30.26
303516,Celta Vigo,631,155,24.56
303517,Barcelona,1454,345,23.73
303517,Deportivo Alavés,659,101,15.33
303524,Atlético Madrid,684,213,31.14
303524,Barcelona,1391,370,26.6
303532,Barcelona,1756,337,19.19
303532,Leganés,553,102,18.44
303548,Mallorca,768,252,32.81
303548,Barcelona,1352,326,24.11
303596,Real Madrid,1054,342,32.45
303596,Barcelona,1162,197,16.95
303600,Barcelona,1341,417,31.1
303600,Real Valladolid,791,148,18.71
303610,Barcelona,2031,630,31.02
303610,Granada,440,71,16.14
303615,Barcelona,1497,476,31.8
303615,Espanyol,525,105,20.0
303634,Barcelona,1613,640,39.68
303634,Osasuna,402,66,16.42
303652,Espanyol,630,144,22.86
303652,Barcelona,1485,296,19.93
303664,Real Sociedad,1148,305,26.57
303664,Barcelona,973,213,21.89
303666,Barcelona,1321,308,23.32
303666,Granada,490,92,18.78
303674,Barcelona,1438,469,32.61
303674,Sevilla,788,161,20.43
303680,Real Valladolid,826,207,25.06
303680,Barcelona,1349,292,21.65
303682,Barcelona,1519,487,32.06
303682,Levante UD,667,126,18.89
303696,Atlético Madrid,588,184,31.29
303696,Barcelona,1512,459,30.36
303700,Eibar,882,251,28.46
303700,Barcelona,1144,208,18.18
303707,Real Betis,572,136,23.78
303707,Barcelona,1464,286,19.54
303715,Barcelona,1496,481,32.15
303715,Leganés,409,92,22.49
303725,Barcelona,1573,340,21.61
303725,Villarreal,758,149,19.66
303731,Eibar,627,159,25.36
303731,Barcelona,1330,295,22.18
2275026,Manchester City WFC,1423,374,26.28
2275026,Bristol City WFC,484,77,15.91
2275027,Everton LFC,916,238,25.98
2275027,Brighton & Hove Albion WFC,577,112,19.41
2275028,Manchester City WFC,1176,299,25.43
2275028,Birmingham City WFC,873,125,14.32
2275029,Liverpool WFC,666,199,29.88
2275029,Bristol City WFC,636,105,16.51
2275030,Brighton & Hove Albion WFC,619,151,24.39
2275030,Tottenham Hotspur Women,818,155,18.95
2275033,Tottenham Hotspur Women,974,246,25.26
2275033,Bristol City WFC,602,126,20.93
2275034,Tottenham Hotspur Women,1040,229,22.02
2275034,Liverpool WFC,752,145,19.28
2275036,Reading WFC,780,214,27.44
2275036,Everton LFC,571,141,24.69
2275037,Arsenal WFC,1237,229,18.51
2275037,Manchester City WFC,791,140,17.7
2275038,Reading WFC,859,184,21.42
2275038,West Ham United LFC,539,83,15.4
2275040,West Ham United LFC,836,180,21.53
2275040,Brighton & Hove Albion WFC,702,121,17.24
2275041,Everton LFC,1109,244,22.0
2275041,Bristol City WFC,771,112,14.53
2275042,Manchester City WFC,825,259,31.39
2275042,West Ham United LFC,861,155,18.0
2275044,Arsenal WFC,1222,255,20.87
2275044,Manchester City WFC,890,116,13.03
2275045,Chelsea FCW,1052,313,29.75
2275045,Liverpool WFC,574,94,16.38
2275048,West Ham United LFC,745,176,23.62
2275048,Tottenham Hotspur Women,571,121,21.19
2275049,Reading WFC,592,138,23.31
2275049,West Ham United LFC,682,125,18.33
2275050,Reading WFC,932,204,21.89
2275050,Birmingham City WFC,722,122,16.9
2275051,Brighton & Hove Albion WFC,658,186,28.27
2275051,Everton LFC,821,151,18.39
2275052,Chelsea FCW,1077,283,26.28
2275052,Brighton & Hove Albion WFC,513,87,16.96
2275054,Liverpool WFC,817,244,29.87
2275054,Brighton & Hove Albion WFC,479,84,17.54
2275056,Liverpool WFC,981,208,21.2
2275056,Everton LFC,722,109,15.1
2275057,Chelsea FCW,785,237,30.19
2275057,West Ham United LFC,739,155,20.97
2275061,Brighton & Hove Albion WFC,849,210,24.73
2275061,Bristol City WFC,686,141,20.55
2275062,Arsenal WFC,1063,330,31.04
2275062,Liverpool WFC,613,107,17.46
2275063,Chelsea FCW,808,230,28.47
2275063,Arsenal WFC,1103,208,18.86
2275065,Brighton & Hove Albion WFC,703,155,22.05
2275065,Birmingham City WFC,988,134,13.56
2275070,Liverpool WFC,1041,219,21.04
2275070,Bristol City WFC,485,68,14.02
2275072,Chelsea FCW,1054,278,26.38
2275072,Reading WFC,464,98,21.12
2275073,Everton LFC,1024,241,23.54
2275073,Tottenham Hotspur Women,857,133,15.52
2275074,Chelsea FCW,1135,299,26.34
2275074,Birmingham City WFC,818,74,9.05
2275075,Reading WFC,785,266,33.89
2275075,Tottenham Hotspur Women,627,130,20.73
2275077,Tottenham Hotspur Women,624,181,29.01
2275077,West Ham United LFC,781,159,20.36
2275078,Manchester City WFC,1160,242,20.86
2275078,Everton LFC,923,78,8.45
2275079,Arsenal WFC,1460,312,21.37
2275079,Liverpool WFC,604,59,9.77
2275080,Chelsea FCW,1307,453,34.66
2275080,Bristol City WFC,456,61,13.38
2275082,Arsenal WFC,1220,260,21.31
2275082,Tottenham Hotspur Women,604,109,18.05
2275083,Birmingham City WFC,1007,263,26.12
2275083,Bristol City WFC,637,104,16.33
2275084,Chelsea FCW,906,287,31.68
2275084,West Ham United LFC,743,124,16.69
2275085,Manchester City WFC,1242,299,24.07
2275085,Tottenham Hotspur Women,646,64,9.91
2275086,Reading WFC,592,181,30.57
2275086,Arsenal WFC,1035,196,18.94
2275088,Birmingham City WFC,865,251,29.02
2275088,Bristol City WFC,641,130,20.28
2275089,Arsenal WFC,1413,326,23.07
2275089,Birmingham City WFC,758,135,17.81
2275090,Chelsea FCW,795,239,30.06
2275090,Arsenal WFC,957,199,20.79
2275091,Brighton & Hove Albion WFC,799,198,24.78
2275091,Tottenham Hotspur Women,887,88,9.92
2275092,Manchester City WFC,1205,279,23.15
2275092,Birmingham City WFC,856,117,13.67
2275093,Chelsea FCW,1025,269,26.24
2275093,Birmingham City WFC,810,142,17.53
2275094,Birmingham City WFC,817,190,23.26
2275094,West Ham United LFC,753,152,20.19
2275096,Arsenal WFC,1253,457,36.47
2275096,West Ham United LFC,705,117,16.6
2275097,Manchester City WFC,1047,271,25.88
2275097,Brighton & Hove Albion WFC,766,141,18.41
2275098,Arsenal WFC,1427,248,17.38
2275098,Brighton & Hove Albion WFC,671,58,8.64
2275099,Reading WFC,859,192,22.35
2275099,Liverpool WFC,774,149,19.25
2275102,Reading WFC,885,225,25.42
2275102,Brighton & Hove Albion WFC,601,119,19.8
2275103,West Ham United LFC,814,211,25.92
2275103,Liverpool WFC,685,164,23.94
2275104,Arsenal WFC,1545,482,31.2
2275104,Bristol City WFC,546,79,14.47
2275105,Manchester City WFC,869,220,25.32
2275105,Chelsea FCW,1002,177,17.66
2275106,Manchester City WFC,1237,314,25.38
2275106,Bristol City WFC,811,105,12.95
2275107,Manchester City WFC,1134,255,22.49
2275107,Reading WFC,839,71,8.46
2275108,Chelsea FCW,1186,413,34.82
2275108,Bristol City WFC,623,42,6.74
2275109,Birmingham City WFC,674,197,29.23
2275109,Tottenham Hotspur Women,918,157,17.1
2275110,Birmingham City WFC,1037,318,30.67
2275110,Liverpool WFC,643,142,22.08
2275113,Brighton & Hove Albion WFC,711,176,24.75
2275113,West Ham United LFC,835,190,22.75
2275116,Manchester City WFC,1225,291,23.76
2275116,Liverpool WFC,763,136,17.82
2275117,Arsenal WFC,1376,429,31.18
2275117,Everton LFC,732,116,15.85
2275120,Birmingham City WFC,1001,314,31.37
2275120,Everton LFC,576,108,18.75
2275121,Arsenal WFC,1773,375,21.15
2275121,Brighton & Hove Albion WFC,632,63,9.97
2275122,Reading WFC,1209,331,27.38
2275122,Bristol City WFC,515,68,13.2
2275126,Everton LFC,801,165,20.6
2275126,Tottenham Hotspur Women,808,140,17.33
2275127,Reading WFC,703,183,26.03
2275127,Everton LFC,582,120,20.62
2275130,Chelsea FCW,1005,289,28.76
2275130,Manchester City WFC,792,150,18.94
2275131,Manchester City WFC,1182,277,23.43
2275131,Everton LFC,796,149,18.72
2275132,Chelsea FCW,1103,291,26.38
2275132,Tottenham Hotspur Women,664,79,11.9
2275133,Liverpool WFC,737,166,22.52
2275133,West Ham United LFC,835,184,22.04
2275136,Manchester City WFC,1177,250,21.24
2275136,Manchester United,704,105,14.91
2275137,Manchester United,1055,308,29.19
2275137,Tottenham Hotspur Women,548,60,10.95
2275138,Manchester United,946,230,24.31
2275138,Liverpool WFC,657,127,19.33
2275139,Manchester United,623,257,41.25
2275139,Tottenham Hotspur Women,635,152,23.94
2275140,Manchester United,1114,374,33.57
2275140,Brighton & Hove Albion WFC,712,59,8.29
2275142,Manchester United,1230,349,28.37
2275142,Bristol City WFC,425,43,10.12
2275144,Manchester United,658,178,27.05
2275144,Everton LFC,709,159,22.43
2275146,Manchester United,926,234,25.27
2275146,Everton LFC,796,142,17.84
2275150,Manchester United,642,208,32.4
2275150,West Ham United LFC,521,127,24.38
2275151,Manchester United,979,172,17.57
2275151,Brighton & Hove Albion WFC,840,129,15.36
2275153,Manchester United,570,145,25.44
2275153,Reading WFC,778,130,16.71
2275154,Chelsea FCW,789,204,25.86
2275154,Manchester United,730,173,23.7
2275156,Arsenal WFC,1302,425,32.64
2275156,Manchester United,643,72,11.2
2275157,Reading WFC,711,267,37.55
2275157,Manchester United,532,138,25.94
2302764,AC Milan,1289,287,22.27
2302764,Liverpool,1110,210,18.92
3749052,Wolverhampton Wanderers,606,169,27.89
3749052,Arsenal,1100,213,19.36
3749068,Tottenham Hotspur,758,149,19.66
3749068,Arsenal,837,121,14.46
3749079,Arsenal,940,278,29.57
3749079,Chelsea,952,223,23.42
3749108,Aston Villa,671,159,23.7
3749108,Arsenal,983,225,22.89
3749117,Everton,679,195,28.72
3749117,Arsenal,847,160,18.89
3749133,Aston Villa,743,182,24.5
3749133,Arsenal,933,110,11.79
3749153,Arsenal,1109,264,23.81
3749153,Middlesbrough,653,124,18.99
3749192,Arsenal,1231,326,26.48
3749192,Fulham,735,109,14.83
3749196,Arsenal,806,220,27.3
3749196,Tottenham Hotspur,529,113,21.36
3749233,Arsenal,1086,282,25.97
3749233,Manchester City,687,161,23.44
3749246,Manchester United,843,236,28.0
3749246,Arsenal,671,159,23.7
3749253,Liverpool,836,217,25.96
3749253,Arsenal,870,201,23.1
3749257,Arsenal,1234,358,29.01
3749257,Leicester City,582,107,18.38
3749274,Arsenal,1356,391,28.83
3749274,Portsmouth,560,151,26.96
3749276,Chelsea,881,244,27.7
3749276,Arsenal,766,153,19.97
3749278,Bolton Wanderers,694,219,31.56
3749278,Arsenal,798,142,17.79
3749296,Arsenal,940,277,29.47
3749296,Portsmouth,588,124,21.09
3749310,Arsenal,1058,238,22.5
3749310,Southampton,677,150,22.16
3749346,Leeds United,938,346,36.89
3749346,Arsenal,801,122,15.23
3749358,Middlesbrough,932,175,18.78
3749358,Arsenal,1163,166,14.27
3749360,Blackburn Rovers,964,252,26.14
3749360,Arsenal,987,154,15.6
3749403,Bolton Wanderers,638,189,29.62
3749403,Arsenal,1095,198,18.08
3749431,Arsenal,929,175,18.84
3749431,Newcastle United,687,124,18.05
3749434,Birmingham City,849,204,24.03
3749434,Arsenal,815,174,21.35
3749448,Liverpool,649,161,24.81
3749448,Arsenal,914,179,19.58
3749453,Leeds United,824,258,31.31
3749453,Arsenal,1002,162,16.17
3749454,Arsenal,976,241,24.69
3749454,Manchester City,740,162,21.89
3749462,Arsenal,1316,229,17.4
3749462,Birmingham City,723,86,11.89
3749465,Blackburn Rovers,820,210,25.61
3749465,Arsenal,1108,199,17.96
3749493,Everton,638,210,32.92
3749493,Arsenal,807,182,22.55
3749522,Arsenal,1194,335,28.06
3749522,Wolverhampton Wanderers,629,111,17.65
3749526,Charlton Athletic,717,199,27.75
3749526,Arsenal,987,252,25.53
3749528,Arsenal,883,209,23.67
3749528,Newcastle United,784,168,21.43
3749552,Manchester United,920,219,23.8
3749552,Arsenal,939,161,17.15
3749590,Leicester City,598,165,27.59
3749590,Arsenal,993,202,20.34
3749603,Fulham,924,262,28.35
3749603,Arsenal,912,160,17.54
3749631,Southampton,586,170,29.01
3749631,Arsenal,1059,301,28.42
3749642,Arsenal,1151,337,29.28
3749642,Charlton Athletic,725,207,28.55
3750180,Germany,984,329,33.43
3750180,German DR,608,100,16.45
3750191,Argentina,766,185,24.15
3750191,England,659,150,22.76
3750200,Liverpool,692,186,26.88
3750200,AC Milan,810,106,13.09
3750201,Barcelona,969,268,27.66
3750201,Manchester United,868,163,18.78
3750234,NY Cosmos,949,295,31.09
3750234,Seattle Sounders,691,207,29.96
3750235,Ajax,920,310,33.7
3750235,Inter Milan,646,104,16.1
3750240,Manchester United,1169,366,31.31
3750240,Fiorentina,629,104,16.53
3750244,Napoli,600,157,26.17
3750244,Bayern Munich,947,245,25.87
3750245,Napoli,977,233,23.85
3750245,Juventus,1231,257,20.88
3750248,Barcelona,891,244,27.38
3750248,Athletic Club,423,86,20.33
3752619,AS Monaco,930,268,28.82
3752619,FC Porto,719,128,17.8
3753972,AFC Bournemouth,1059,314,29.65
3753972,Swansea City,772,131,16.97
3753973,Chelsea,1031,268,25.99
3753973,West Ham United,668,154,23.05
3753974,Everton,1127,399,35.4
3753974,Newcastle United,725,198,27.31
3753975,Sunderland,783,217,27.71
3753975,AFC Bournemouth,1090,292,26.79
3753976,Arsenal,1234,351,28.44
3753976,Swansea City,795,175,22.01
3753977,Watford,874,223,25.51
3753977,Stoke City,829,196,23.64
3753978,Southampton,742,185,24.93
3753978,Swansea City,1105,231,20.9
3753979,Crystal Palace,1016,330,32.48
3753979,Sunderland,520,113,21.73
3753980,Arsenal,920,290,31.52
3753980,Everton,1045,235,22.49
3753981,Aston Villa,919,282,30.69
3753981,Crystal Palace,828,146,17.63
3753982,Southampton,930,315,33.87
3753982,Leicester City,719,233,32.41
3753983,Arsenal,907,246,27.12
3753983,Swansea City,1072,219,20.43
3753984,Liverpool,1119,332,29.67
3753984,West Ham United,650,137,21.08
3753985,Liverpool,957,216,22.57
3753985,Stoke City,808,143,17.7
3753986,Liverpool,1015,277,27.29
3753986,Stoke City,859,145,16.88
3753987,Leicester City,557,227,40.75
3753987,Tottenham Hotspur,1062,296,27.87
3753988,AFC Bournemouth,805,202,25.09
3753988,Swansea City,967,232,23.99
3753989,Sunderland,734,243,33.11
3753989,Everton,1098,289,26.32
3753990,Arsenal,1295,396,30.58
3753990,Sunderland,531,151,28.44
3753991,Liverpool,881,251,28.49
3753991,Manchester City,970,258,26.6
3753992,Tottenham Hotspur,1178,384,32.6
3753992,Southampton,542,134,24.72
3753993,Norwich City,1041,392,37.66
3753993,Sunderland,732,101,13.8
3753994,Southampton,887,319,35.96
3753994,Crystal Palace,797,261,32.75
3753995,Chelsea,1068,272,25.47
3753995,Southampton,710,170,23.94
3753996,Chelsea,1220,526,43.11
3753996,Norwich City,627,158,25.2
3753997,West Ham United,1335,390,29.21
3753997,Aston Villa,616,129,20.94
3753998,Southampton,798,318,39.85
3753998,West Ham United,801,142,17.73
3753999,Arsenal,1302,387,29.72
3753999,Watford,623,179,28.73
3754000,Southampton,1063,368,34.62
3754000,Sunderland,607,165,27.18
3754001,Chelsea,1099,397,36.12
3754001,Newcastle United,610,162,26.56
3754002,Leicester City,893,246,27.55
3754002,Newcastle United,874,224,25.63
3754003,Manchester United,1179,254,21.54
3754003,Liverpool,815,148,18.16
3754004,Norwich City,880,296,33.64
3754004,AFC Bournemouth,769,193,25.1
3754005,Newcastle United,743,198,26.65
3754005,Stoke City,953,225,23.61
3754006,Leicester City,730,208,28.49
3754006,West Bromwich Albion,672,174,25.89
3754007,West Bromwich Albion,962,315,32.74
3754007,Stoke City,895,157,17.54
3754008,Manchester United,1217,314,25.8
3754008,Sunderland,588,94,15.99
3754009,Arsenal,1473,503,34.15
3754009,Crystal Palace,621,117,18.84
3754010,Newcastle United,1037,320,30.86
3754010,Watford,704,186,26.42
3754011,Southampton,808,207,25.62
3754011,Manchester United,1138,185,16.26
3754012,Chelsea,1226,487,39.72
3754012,Southampton,688,193,28.05
3754013,Leicester City,540,168,31.11
3754013,Chelsea,1079,285,26.41
3754014,Manchester United,882,279,31.63
3754014,Stoke City,640,133,20.78
3754015,Manchester United,1105,258,23.35
3754015,Manchester City,765,151,19.74
3754016,Southampton,910,310,34.07
3754016,Newcastle United,873,127,14.55
3754017,Aston Villa,738,201,27.24
3754017,Swansea City,820,144,17.56
3754018,Swansea City,938,283,30.17
3754018,Liverpool,1123,195,17.36
3754019,Manchester United,1210,336,27.77
3754019,Chelsea,609,100,16.42
3754020,AFC Bournemouth,785,228,29.04
3754020,Liverpool,989,249,25.18
3754021,AFC Bournemouth,884,226,25.57
3754021,West Ham United,862,218,25.29
3754022,Norwich City,571,191,33.45
3754022,Crystal Palace,625,169,27.04
3754023,Leicester City,659,201,30.5
3754023,AFC Bournemouth,912,242,26.54
3754024,Newcastle United,562,191,33.99
3754024,Swansea City,1086,252,23.2
3754025,Chelsea,1104,339,30.71
3754025,Sunderland,589,121,20.54
3754026,Crystal Palace,834,233,27.94
3754026,Stoke City,562,128,22.78
3754027,Tottenham Hotspur,1223,406,33.2
3754027,Sunderland,594,134,22.56
3754028,Manchester City,792,233,29.42
3754028,Southampton,940,198,21.06
3754029,Aston Villa,651,173,26.57
3754029,Tottenham Hotspur,1089,244,22.41
3754030,Watford,659,185,28.07
3754030,Everton,961,224,23.31
3754031,Manchester United,1017,340,33.43
3754031,Sunderland,534,151,28.28
3754032,Norwich City,720,200,27.78
3754032,Stoke City,1184,259,21.88
3754033,Leicester City,719,257,35.74
3754033,Everton,970,208,21.44
3754034,Southampton,945,285,30.16
3754034,Everton,767,211,27.51
3754035,Manchester City,1087,393,36.15
3754035,West Bromwich Albion,633,197,31.12
3754036,Sunderland,785,194,24.71
3754036,Aston Villa,972,216,22.22
3754037,AFC Bournemouth,932,275,29.51
3754037,Everton,1159,305,26.32
3754038,Arsenal,1248,380,30.45
3754038,Norwich City,802,234,29.18
3754039,Watford,681,201,29.52
3754039,Crystal Palace,848,227,26.77
3754040,Liverpool,1196,313,26.17
3754040,Norwich City,823,214,26.0
3754041,Arsenal,1228,499,40.64
3754041,Aston Villa,822,170,20.68
3754042,West Bromwich Albion,598,197,32.94
3754042,Liverpool,1182,241,20.39
3754043,Tottenham Hotspur,1160,246,21.21
3754043,AFC Bournemouth,720,138,19.17
3754044,Manchester United,1204,455,37.79
3754044,Norwich City,590,105,17.8
3754045,Manchester City,981,317,32.31
3754045,Leicester City,639,174,27.23
3754046,Everton,1135,431,37.97
3754046,Crystal Palace,718,202,28.13
3754047,Liverpool,1084,289,26.66
3754047,Swansea City,909,203,22.33
3754048,Crystal Palace,1081,381,35.25
3754048,Everton,824,207,25.12
3754049,Norwich City,707,219,30.98
3754049,Leicester City,858,253,29.49
3754050,Sunderland,896,246,27.46
3754050,Crystal Palace,553,132,23.87
3754051,Watford,491,148,30.14
3754051,Liverpool,951,197,20.72
3754052,Norwich City,741,232,31.31
3754052,West Bromwich Albion,684,213,31.14
3754053,Aston Villa,712,232,32.58
3754053,Tottenham Hotspur,1149,276,24.02
3754054,Manchester City,1278,350,27.39
3754054,Sunderland,622,114,18.33
3754055,Chelsea,867,261,30.1
3754055,Liverpool,1144,336,29.37
3754056,Everton,1032,279,27.03
3754056,Stoke City,909,141,15.51
3754057,Norwich City,735,181,24.63
3754057,Tottenham Hotspur,1034,221,21.37
3754058,Leicester City,1000,313,31.3
3754058,AFC Bournemouth,802,130,16.21
3754059,West Bromwich Albion,762,229,30.05
3754059,Chelsea,934,272,29.12
3754060,Everton,887,268,30.21
3754060,Liverpool,784,182,23.21
3754061,Chelsea,868,291,33.53
3754061,Stoke City,922,216,23.43
3754062,West Bromwich Albion,619,210,33.93
3754062,Chelsea,1036,247,23.84
3754063,Watford,1180,379,32.12
3754063,Aston Villa,653,117,17.92
3754064,Southampton,935,278,29.73
3754064,Liverpool,967,236,24.41
3754065,Tottenham Hotspur,950,331,34.84
3754065,Leicester City,510,147,28.82
3754066,Manchester City,853,331,38.8
3754066,Chelsea,883,335,37.94
3754067,West Ham United,1117,417,37.33
3754067,Crystal Palace,653,179,27.41
3754068,West Bromwich Albion,633,193,30.49
3754068,Aston Villa,908,255,28.08
3754069,Arsenal,933,256,27.44
3754069,Newcastle United,917,160,17.45
3754070,Newcastle United,984,319,32.42
3754070,Aston Villa,821,212,25.82
3754071,Sunderland,840,209,24.88
3754071,Swansea City,856,212,24.77
3754072,Sunderland,882,258,29.25
3754072,Watford,882,210,23.81
3754073,Chelsea,1079,407,37.72
3754073,AFC Bournemouth,639,144,22.54
3754074,Tottenham Hotspur,982,252,25.66
3754074,Swansea City,775,154,19.87
3754075,Aston Villa,853,258,30.25
3754075,Chelsea,1181,183,15.5
3754076,West Ham United,929,278,29.92
3754076,Sunderland,727,129,17.74
3754077,Manchester City,1431,591,41.3
3754077,West Ham United,567,91,16.05
3754078,Chelsea,865,283,32.72
3754078,Swansea City,866,196,22.63
3754079,Manchester City,1182,492,41.62
3754079,Newcastle United,629,104,16.53
3754080,Tottenham Hotspur,1204,408,33.89
3754080,Watford,617,138,22.37
3754081,Manchester United,992,268,27.02
3754081,West Bromwich Albion,811,218,26.88
3754082,Everton,1312,442,33.69
3754082,Sunderland,661,209,31.62
3754083,Chelsea,1117,390,34.91
3754083,Crystal Palace,638,169,26.49
3754084,Aston Villa,906,298,32.89
3754084,West Bromwich Albion,549,170,30.97
3754085,Leicester City,769,188,24.45
3754085,Swansea City,1108,206,18.59
3754086,West Ham United,793,183,23.08
3754086,Watford,809,161,19.9
3754087,Liverpool,738,190,25.75
3754087,Tottenham Hotspur,1011,227,22.45
3754088,Manchester United,809,281,34.73
3754088,Newcastle United,1050,240,22.86
3754089,Crystal Palace,788,254,32.23
3754089,AFC Bournemouth,778,197,25.32
3754090,Stoke City,794,281,35.39
3754090,Newcastle United,841,254,30.2
3754091,Watford,544,177,32.54
3754091,Stoke City,1077,255,23.68
3754092,Chelsea,753,214,28.42
3754092,Tottenham Hotspur,848,194,22.88
3754093,Chelsea,706,244,34.56
3754093,Tottenham Hotspur,1000,243,24.3
3754094,Manchester United,884,297,33.6
3754094,Stoke City,985,242,24.57
3754095,Sunderland,807,247,30.61
3754095,Manchester City,885,229,25.88
3754096,West Ham United,754,258,34.22
3754096,Stoke City,815,178,21.84
3754097,Manchester United,1019,236,23.16
3754097,Tottenham Hotspur,958,150,15.66
3754098,Liverpool,1087,254,23.37
3754098,Chelsea,854,198,23.19
3754099,Crystal Palace,1002,348,34.73
3754099,West Bromwich Albion,561,96,17.11
3754100,Sunderland,637,212,33.28
3754100,Newcastle United,867,230,26.53
3754101,Norwich City,704,195,27.7
3754101,Southampton,902,238,26.39
3754102,Norwich City,945,297,31.43
3754102,Newcastle United,771,209,27.11
3754103,Chelsea,1160,294,25.34
3754103,Watford,886,201,22.69
3754104,Norwich City,747,272,36.41
3754104,Stoke City,943,179,18.98
3754105,West Bromwich Albion,799,223,27.91
3754105,Everton,958,247,25.78
3754106,Leicester City,872,292,33.49
3754106,Aston Villa,837,151,18.04
3754107,Manchester United,1091,266,24.38
3754107,Aston Villa,908,159,17.51
3754108,Sunderland,620,203,32.74
3754108,Chelsea,1176,306,26.02
3754109,Tottenham Hotspur,979,292,29.83
3754109,West Ham United,761,179,23.52
3754110,Manchester City,910,265,29.12
3754110,West Ham United,814,222,27.27
3754111,Arsenal,917,272,29.66
3754111,Chelsea,1036,224,21.62
3754112,Newcastle United,999,267,26.73
3754112,Southampton,751,184,24.5
3754113,Southampton,1158,364,31.43
3754113,Aston Villa,676,136,20.12
3754114,Crystal Palace,769,174,22.63
3754114,Chelsea,1138,257,22.58
3754115,Chelsea,759,192,25.3
3754115,Aston Villa,819,178,21.73
3754116,Chelsea,1263,346,27.4
3754116,Swansea City,797,172,21.58
3754117,Aston Villa,860,232,26.98
3754117,Arsenal,943,225,23.86
3754118,Arsenal,1410,441,31.28
3754118,Watford,658,158,24.01
3754119,Newcastle United,936,271,28.95
3754119,Sunderland,574,156,27.18
3754120,West Ham United,1025,314,30.63
3754120,Southampton,600,126,21.0
3754121,Watford,585,166,28.38
3754121,AFC Bournemouth,796,225,28.27
3754122,West Bromwich Albion,747,258,34.54
3754122,Stoke City,884,216,24.43
3754123,Norwich City,887,315,35.51
3754123,Everton,776,237,30.54
3754124,Manchester City,971,329,33.88
3754124,Manchester United,783,198,25.29
3754125,Chelsea,1137,317,27.88
3754125,Everton,983,152,15.46
3754126,Arsenal,1131,319,28.21
3754126,Everton,832,200,24.04
3754127,Stoke City,1282,396,30.89
3754127,Everton,659,126,19.12
3754128,AFC Bournemouth,1059,334,31.54
3754128,Aston Villa,810,155,19.14
3754129,Arsenal,1346,491,36.48
3754129,Liverpool,706,198,28.05
3754130,Aston Villa,806,181,22.46
3754130,Norwich City,729,160,21.95
3754131,AFC Bournemouth,917,245,26.72
3754131,West Ham United,737,170,23.07
3754132,Sunderland,620,216,34.84
3754132,Stoke City,754,157,20.82
3754133,Norwich City,995,365,36.68
3754133,West Bromwich Albion,600,136,22.67
3754134,West Ham United,683,185,27.09
3754134,Manchester United,858,195,22.73
3754135,Manchester City,974,298,30.6
3754135,Stoke City,835,170,20.36
3754136,Newcastle United,726,236,32.51
3754136,Aston Villa,845,209,24.73
3754137,Southampton,815,386,47.36
3754137,Everton,815,182,22.33
3754138,Crystal Palace,595,221,37.14
3754138,Norwich City,1012,267,26.38
3754139,Swansea City,908,273,30.07
3754139,Southampton,802,187,23.32
3754140,Tottenham Hotspur,1206,346,28.69
3754140,Everton,858,181,21.1
3754141,Arsenal,1183,399,33.73
3754141,West Ham United,687,119,17.32
