match_id,team,passes,total_passes,possession_pct
18236,Manchester United,395,1222.0,32.32
18237,Bayern Munich,706,1265.0,55.81
18237,Chelsea,559,1265.0,44.19
18240,Bayern Munich,589,1000.0,58.9
18240,Borussia Dortmund,411,1000.0,41.1
18241,Real Madrid,779,1251.0,62.27
18241,Atlético Madrid,472,1251.0,37.73
18242,Barcelona,600,977.0,61.41
18242,Juventus,377,977.0,38.59
18243,Atlético Madrid,718,1358.0,52.87
18243,Real Madrid,640,1358.0,47.13
18244,Real Madrid,559,1001.0,55.84
18244,Juventus,442,1001.0,44.16
18245,Real Madrid,673,1033.0,65.15
18245,Liverpool,360,1033.0,34.85
19714,Manchester City WFC,516,947.0,54.49
19714,Chelsea FCW,431,947.0,45.51
19715,Brighton & Hove Albion WFC,417,712.0,58.57
19715,Bristol City WFC,295,712.0,41.43
19716,Reading WFC,606,899.0,67.41
19716,Yeovil Town LFC,293,899.0,32.59
19717,Arsenal WFC,629,969.0,64.91
19717,Liverpool WFC,340,969.0,35.09
19718,Birmingham City WFC,580,968.0,59.92
19718,Everton LFC,388,968.0,40.08
19719,Reading WFC,372,689.0,53.99
19719,West Ham United LFC,317,689.0,46.01
19720,Chelsea FCW,732,991.0,73.86
19720,Bristol City WFC,259,991.0,26.14
19722,Arsenal WFC,715,989.0,72.3
19722,Yeovil Town LFC,274,989.0,27.7
19723,Manchester City WFC,638,1032.0,61.82
19723,Everton LFC,394,1032.0,38.18
19724,Arsenal WFC,544,950.0,57.26
19724,West Ham United LFC,406,950.0,42.74
19725,Brighton & Hove Albion WFC,516,905.0,57.02
19725,Liverpool WFC,389,905.0,42.98
19726,Chelsea FCW,589,988.0,59.62
19726,Everton LFC,399,988.0,40.38
19727,Reading WFC,459,783.0,58.62
19727,Birmingham City WFC,324,783.0,41.38
19728,Manchester City WFC,696,930.0,74.84
19728,Bristol City WFC,234,930.0,25.16
19729,Everton LFC,501,818.0,61.25
19729,Bristol City WFC,317,818.0,38.75
19730,Chelsea FCW,643,974.0,66.02
19730,Brighton & Hove Albion WFC,331,974.0,33.98
19731,West Ham United LFC,598,837.0,71.45
19731,Yeovil Town LFC,239,837.0,28.55
19732,Reading WFC,629,945.0,66.56
19732,Liverpool WFC,316,945.0,33.44
19733,Manchester City WFC,598,1026.0,58.28
19733,Birmingham City WFC,428,1026.0,41.72
19734,Brighton & Hove Albion WFC,530,1057.0,50.14
19734,Everton LFC,527,1057.0,49.86
19735,Manchester City WFC,673,1202.0,55.99
19735,West Ham United LFC,529,1202.0,44.01
19736,Chelsea FCW,540,939.0,57.51
19736,Arsenal WFC,399,939.0,42.49
19737,Liverpool WFC,532,829.0,64.17
19737,Yeovil Town LFC,297,829.0,35.83
19738,Birmingham City WFC,763,1038.0,73.51
19738,Bristol City WFC,275,1038.0,26.49
19739,Manchester City WFC,701,1036.0,67.66
19739,Brighton & Hove Albion WFC,335,1036.0,32.34
19740,West Ham United LFC,526,829.0,63.45
19740,Liverpool WFC,303,829.0,36.55
19741,Arsenal WFC,499,883.0,56.51
19741,Reading WFC,384,883.0,43.49
19742,Bristol City WFC,432,692.0,62.43
19742,Yeovil Town LFC,260,692.0,37.57
19743,Birmingham City WFC,550,962.0,57.17
19743,Chelsea FCW,412,962.0,42.83
19744,Arsenal WFC,750,1072.0,69.96
19744,Bristol City WFC,322,1072.0,30.04
19745,Brighton & Hove Albion WFC,402,674.0,59.64
19745,Yeovil Town LFC,272,674.0,40.36
19746,Everton LFC,462,856.0,53.97
19746,West Ham United LFC,394,856.0,46.03
19747,Manchester City WFC,514,905.0,56.8
19747,Reading WFC,391,905.0,43.2
19748,Chelsea FCW,660,959.0,68.82
19748,Liverpool WFC,299,959.0,31.18
19749,Birmingham City WFC,509,965.0,52.75
19749,Arsenal WFC,456,965.0,47.25
19750,Everton LFC,495,742.0,66.71
19750,Yeovil Town LFC,247,742.0,33.29
19751,Chelsea FCW,515,898.0,57.35
19751,West Ham United LFC,383,898.0,42.65
19752,Manchester City WFC,732,1058.0,69.19
19752,Liverpool WFC,326,1058.0,30.81
19753,Reading WFC,560,907.0,61.74
19753,Bristol City WFC,347,907.0,38.26
19754,Arsenal WFC,754,1042.0,72.36
19754,Liverpool WFC,288,1042.0,27.64
19755,Chelsea FCW,543,914.0,59.41
19755,Manchester City WFC,371,914.0,40.59
19756,Birmingham City WFC,383,740.0,51.76
19756,Everton LFC,357,740.0,48.24
19757,Brighton & Hove Albion WFC,480,818.0,58.68
19757,Bristol City WFC,338,818.0,41.32
19758,Reading WFC,570,840.0,67.86
19758,Yeovil Town LFC,270,840.0,32.14
19759,Arsenal WFC,641,917.0,69.9
19759,Everton LFC,276,917.0,30.1
19760,Chelsea FCW,655,924.0,70.89
19760,Yeovil Town LFC,269,924.0,29.11
19761,Liverpool WFC,431,734.0,58.72
19761,Bristol City WFC,303,734.0,41.28
19762,Reading WFC,562,888.0,63.29
19762,Brighton & Hove Albion WFC,326,888.0,36.71
19763,Birmingham City WFC,554,907.0,61.08
19763,West Ham United LFC,353,907.0,38.92
19764,Manchester City WFC,735,1034.0,71.08
19764,Yeovil Town LFC,299,1034.0,28.92
19765,Birmingham City WFC,711,1058.0,67.2
19765,Liverpool WFC,347,1058.0,32.8
19766,Arsenal WFC,635,933.0,68.06
19766,Brighton & Hove Albion WFC,298,933.0,31.94
19767,Reading WFC,500,880.0,56.82
19767,Everton LFC,380,880.0,43.18
19768,West Ham United LFC,475,881.0,53.92
19768,Bristol City WFC,406,881.0,46.08
19769,Brighton & Hove Albion WFC,429,855.0,50.18
19769,West Ham United LFC,426,855.0,49.82
19770,Arsenal WFC,482,964.0,50.0
19770,Manchester City WFC,482,964.0,50.0
19771,Birmingham City WFC,676,937.0,72.15
19771,Yeovil Town LFC,261,937.0,27.85
19772,Chelsea FCW,515,893.0,57.67
19772,Reading WFC,378,893.0,42.33
19773,Liverpool WFC,498,964.0,51.66
19773,Everton LFC,466,964.0,48.34
19774,Everton LFC,476,805.0,59.13
19774,Bristol City WFC,329,805.0,40.87
19775,Reading WFC,602,1007.0,59.78
19775,Liverpool WFC,405,1007.0,40.22
19776,Chelsea FCW,587,943.0,62.25
19776,Brighton & Hove Albion WFC,356,943.0,37.75
19777,West Ham United LFC,502,846.0,59.34
19777,Yeovil Town LFC,344,846.0,40.66
19778,Birmingham City WFC,579,1090.0,53.12
19778,Manchester City WFC,511,1090.0,46.88
19779,Manchester City WFC,752,992.0,75.81
19779,Bristol City WFC,240,992.0,24.19
19780,Brighton & Hove Albion WFC,481,866.0,55.54
19780,Liverpool WFC,385,866.0,44.46
19781,Arsenal WFC,578,894.0,64.65
19781,West Ham United LFC,316,894.0,35.35
19782,Reading WFC,405,765.0,52.94
19782,Birmingham City WFC,360,765.0,47.06
19783,Chelsea FCW,649,1025.0,63.32
19783,Everton LFC,376,1025.0,36.68
19784,Everton LFC,392,771.0,50.84
19784,Brighton & Hove Albion WFC,379,771.0,49.16
