match_id,team,counter_attacks,avg_distance_gained,avg_time_elapsed,avg_speed_units_per_sec
2275051,Brighton & Hove Albion WFC,39,14.2,4.06,3.67
2275052,Brighton & Hove Albion WFC,26,17.79,4.64,3.67
2275052,Chelsea FCW,24,15.28,5.03,3.11
2275054,Liverpool WFC,32,10.77,4.21,4.55
2275054,Brighton & Hove Albion WFC,30,12.54,3.79,3.14
2275056,Liverpool WFC,45,15.97,4.48,3.86
2275056,Everton LFC,39,12.01,4.01,3.05
2275057,Chelsea FCW,34,17.25,4.93,3.7
2275057,West Ham United LFC,33,15.23,4.73,3.54
2275061,Brighton & Hove Albion WFC,49,14.22,4.33,3.99
2275061,Bristol City WFC,37,14.4,4.73,3.43
2275062,Arsenal WFC,34,13.43,5.07,2.87
2275062,Liverpool WFC,33,11.33,3.97,2.78
2275063,Chelsea FCW,44,15.37,4.51,3.59
2275063,Arsenal WFC,28,11.96,4.84,2.47
2275065,Brighton & Hove Albion WFC,35,13.9,4.26,3.49
2275065,Birmingham City WFC,35,14.7,5.04,3.05
2275070,Liverpool WFC,31,14.85,4.85,3.43
2275070,Bristol City WFC,36,11.2,4.2,2.81
2275072,Chelsea FCW,35,18.41,5.02,3.98
2275072,Reading WFC,29,11.64,4.09,3.3
2275073,Everton LFC,41,13.27,4.53,2.89
2275073,Tottenham Hotspur Women,36,10.1,4.0,2.67
2275074,Chelsea FCW,35,13.91,4.61,3.39
2275074,Birmingham City WFC,39,12.66,4.6,3.13
2275075,Reading WFC,47,16.04,4.58,3.57
2275075,Tottenham Hotspur Women,29,11.87,4.37,3.26
2275077,West Ham United LFC,34,11.71,4.07,2.93
2275077,Tottenham Hotspur Women,39,12.53,4.03,2.9
2275078,Everton LFC,25,14.82,4.5,3.55
2275078,Manchester City WFC,29,12.25,4.81,3.06
2275079,Liverpool WFC,36,12.33,4.28,2.95
2275079,Arsenal WFC,27,13.72,5.1,2.91
2275080,Chelsea FCW,31,16.45,4.8,3.94
2275080,Bristol City WFC,28,12.31,4.13,3.32
2275082,Arsenal WFC,32,11.29,4.76,3.12
2275082,Tottenham Hotspur Women,28,13.25,4.84,2.82
2275083,Birmingham City WFC,55,13.65,4.65,3.55
2275083,Bristol City WFC,32,13.56,4.12,3.17
2275084,West Ham United LFC,24,17.26,4.63,3.95
2275084,Chelsea FCW,41,11.39,4.59,2.88
2275085,Manchester City WFC,38,14.53,4.87,3.51
2275085,Tottenham Hotspur Women,26,10.19,4.62,2.94
2275086,Arsenal WFC,27,13.57,4.93,3.03
2275086,Reading WFC,42,10.07,3.95,3.01
2275088,Bristol City WFC,36,18.27,4.2,4.2
2275088,Birmingham City WFC,36,14.78,4.87,3.21
2275089,Arsenal WFC,32,13.51,4.63,3.0
2275089,Birmingham City WFC,41,10.02,4.49,2.38
2275090,Chelsea FCW,40,14.53,4.15,3.74
2275090,Arsenal WFC,31,14.17,4.63,3.43
2275091,Tottenham Hotspur Women,30,11.13,4.24,2.9
2275091,Brighton & Hove Albion WFC,35,13.42,4.76,2.77
2275092,Birmingham City WFC,33,14.33,4.56,4.09
2275092,Manchester City WFC,29,11.16,3.97,3.87
2275093,Chelsea FCW,34,15.89,5.07,3.24
2275093,Birmingham City WFC,38,12.63,5.08,2.64
2275094,West Ham United LFC,26,16.79,4.72,3.96
2275094,Birmingham City WFC,37,15.27,4.72,3.43
2275096,West Ham United LFC,25,16.07,5.1,3.53
2275096,Arsenal WFC,38,15.7,5.02,3.31
2275097,Manchester City WFC,40,11.66,4.45,4.5
2275097,Brighton & Hove Albion WFC,34,14.75,4.44,3.59
2275098,Brighton & Hove Albion WFC,41,13.44,4.97,2.78
2275098,Arsenal WFC,39,10.52,4.57,2.4
2275099,Liverpool WFC,47,15.83,4.85,3.76
2275099,Reading WFC,47,11.93,4.48,3.45
2275102,Reading WFC,40,15.6,4.41,4.12
2275102,Brighton & Hove Albion WFC,34,12.91,4.68,3.13
2275103,Liverpool WFC,39,15.85,4.52,3.73
2275103,West Ham United LFC,28,12.67,4.84,2.72
2275104,Bristol City WFC,30,12.44,3.93,3.86
2275104,Arsenal WFC,37,11.14,5.11,2.49
2275105,Chelsea FCW,35,13.52,4.96,2.98
2275105,Manchester City WFC,32,13.84,4.94,2.92
2275106,Bristol City WFC,24,11.2,4.7,3.22
2275106,Manchester City WFC,21,12.64,5.54,2.61
2275107,Manchester City WFC,42,13.02,4.7,3.33
2275107,Reading WFC,34,14.77,5.24,3.0
2275108,Chelsea FCW,37,15.79,4.55,6.31
2275108,Bristol City WFC,27,10.17,4.49,2.44
2275109,Birmingham City WFC,36,14.33,4.68,3.22
2275109,Tottenham Hotspur Women,41,14.09,4.61,3.04
2275110,Liverpool WFC,27,16.03,4.57,3.68
2275110,Birmingham City WFC,33,13.24,5.42,3.53
2275113,Brighton & Hove Albion WFC,35,18.11,4.74,5.69
2275113,West Ham United LFC,28,14.08,4.78,3.04
2275116,Manchester City WFC,32,14.48,4.65,3.46
2275116,Liverpool WFC,41,12.81,4.6,3.04
2275117,Everton LFC,38,13.85,4.55,3.11
2275117,Arsenal WFC,37,12.39,4.49,3.07
2275120,Everton LFC,34,14.39,4.05,3.82
2275120,Birmingham City WFC,41,15.39,5.04,3.1
2275121,Brighton & Hove Albion WFC,39,15.06,4.83,3.36
2275121,Arsenal WFC,32,13.45,5.09,2.89
2275122,Bristol City WFC,38,15.36,4.38,3.52
2275122,Reading WFC,38,14.38,4.66,3.34
2275126,Everton LFC,39,16.04,4.74,3.83
2275126,Tottenham Hotspur Women,44,13.39,4.99,2.89
2275127,Reading WFC,41,16.51,4.68,3.96
2275127,Everton LFC,28,12.91,3.56,3.89
2275130,Chelsea FCW,40,15.81,4.63,4.06
2275130,Manchester City WFC,29,12.77,4.9,3.2
2275131,Manchester City WFC,33,17.91,5.01,3.54
2275131,Everton LFC,31,17.39,5.33,3.22
2275132,Chelsea FCW,41,12.98,4.78,3.12
2275132,Tottenham Hotspur Women,27,14.21,5.76,2.54
2275133,West Ham United LFC,34,14.96,4.55,3.64
2275133,Liverpool WFC,45,14.02,4.62,3.1
2275136,Manchester United,28,15.43,4.75,3.29
2275136,Manchester City WFC,34,10.69,5.08,2.2
2275137,Tottenham Hotspur Women,26,15.16,5.19,3.24
2275137,Manchester United,40,12.86,4.25,3.22
2275138,Liverpool WFC,31,14.72,4.43,3.71
2275138,Manchester United,24,10.99,4.46,2.63
2275139,Manchester United,34,14.95,4.98,3.25
2275139,Tottenham Hotspur Women,34,10.84,4.04,2.94
2275140,Manchester United,37,13.82,4.6,3.25
2275140,Brighton & Hove Albion WFC,23,14.37,5.02,3.04
2275142,Bristol City WFC,19,14.94,4.66,3.41
2275142,Manchester United,42,14.45,5.11,3.13
2275144,Everton LFC,25,13.37,4.39,3.91
2275144,Manchester United,28,12.83,4.17,3.01
2275146,Everton LFC,33,15.6,4.89,3.45
2275146,Manchester United,29,10.62,3.79,2.97
2275150,Manchester United,27,15.27,4.11,3.47
2275150,West Ham United LFC,22,16.77,5.04,3.41
2275151,Brighton & Hove Albion WFC,35,12.14,4.19,14.05
2275151,Manchester United,33,12.08,4.49,2.78
2275153,Reading WFC,28,11.86,3.98,3.32
2275153,Manchester United,33,12.76,4.12,3.06
2275154,Manchester United,32,14.17,4.78,3.45
2275154,Chelsea FCW,32,15.47,4.7,3.42
2275156,Manchester United,32,13.72,4.45,3.65
2275156,Arsenal WFC,34,12.98,4.22,3.21
2275157,Manchester United,30,18.59,4.65,5.0
2275157,Reading WFC,31,11.78,3.75,3.91
2302764,Liverpool,38,17.37,4.93,3.92
2302764,AC Milan,49,15.23,4.91,3.36
3749052,Arsenal,44,19.24,4.32,4.13
3749052,Wolverhampton Wanderers,29,15.41,4.42,3.57
3749068,Arsenal,32,17.31,4.62,4.12
3749068,Tottenham Hotspur,39,17.69,4.89,3.45
3749079,Chelsea,38,20.55,5.08,4.08
3749079,Arsenal,33,17.05,4.87,3.96
3749108,Arsenal,44,18.23,5.19,8.75
3749108,Aston Villa,43,16.02,4.43,3.96
3749117,Everton,20,19.62,4.45,4.46
3749117,Arsenal,34,15.99,4.38,3.88
3749133,Arsenal,32,17.43,4.93,4.49
3749133,Aston Villa,35,14.61,4.72,3.37
3749153,Arsenal,40,17.65,4.89,3.6
3749153,Middlesbrough,36,12.78,4.64,2.91
3749192,Arsenal,31,16.73,4.87,4.6
3749192,Fulham,29,18.79,4.9,3.84
3749196,Tottenham Hotspur,32,15.9,4.38,3.72
3749196,Arsenal,35,16.65,4.87,3.35
3749233,Manchester City,34,15.91,5.0,3.39
3749233,Arsenal,41,14.86,4.89,3.21
3749246,Arsenal,38,16.99,4.25,3.99
3749246,Manchester United,39,14.23,4.38,3.32
3749253,Liverpool,35,19.57,4.78,3.94
3749253,Arsenal,33,15.08,5.26,3.15
3749257,Arsenal,39,22.36,5.43,3.95
3749257,Leicester City,32,16.54,4.94,3.56
3749274,Portsmouth,46,17.47,4.68,3.73
3749274,Arsenal,31,15.3,4.9,3.69
3749276,Chelsea,39,17.73,4.96,4.02
3749276,Arsenal,27,13.3,4.27,3.11
3749278,Bolton Wanderers,48,17.42,4.43,3.76
3749278,Arsenal,33,17.08,4.86,3.62
3749296,Arsenal,38,18.13,4.49,4.26
3749296,Portsmouth,29,13.88,5.12,3.08
3749310,Southampton,33,13.66,4.73,3.49
3749310,Arsenal,42,15.81,5.21,3.46
3749346,Leeds United,47,15.89,4.63,3.7
3749346,Arsenal,34,14.14,4.22,3.4
3749358,Middlesbrough,41,16.67,4.81,3.53
3749358,Arsenal,38,15.15,4.9,3.39
3749360,Arsenal,42,20.15,4.82,4.18
3749360,Blackburn Rovers,41,15.06,4.51,3.94
3749403,Bolton Wanderers,43,12.45,3.99,4.53
3749403,Arsenal,35,18.76,5.06,3.57
3749431,Newcastle United,43,14.94,4.46,3.23
3749431,Arsenal,47,14.19,4.77,2.97
3749434,Arsenal,29,18.18,4.43,4.07
3749434,Birmingham City,36,13.0,4.74,3.53
3749448,Liverpool,23,16.03,4.28,4.05
3749448,Arsenal,35,17.37,4.82,3.88
3749453,Arsenal,36,18.91,4.86,4.05
3749453,Leeds United,33,17.79,4.59,3.74
3749454,Arsenal,42,16.0,4.42,4.1
3749454,Manchester City,38,16.87,4.65,3.63
3749462,Birmingham City,24,18.41,4.45,4.13
3749462,Arsenal,46,16.74,5.19,3.36
3749465,Blackburn Rovers,41,13.29,4.72,3.43
3749465,Arsenal,39,15.91,4.88,3.39
3749493,Arsenal,30,18.07,5.03,5.48
3749493,Everton,31,20.24,4.81,5.03
3749522,Arsenal,40,18.85,4.79,3.94
3749522,Wolverhampton Wanderers,37,15.43,4.79,3.24
3749526,Arsenal,38,20.37,4.99,4.06
3749526,Charlton Athletic,39,18.14,5.09,3.67
3749528,Arsenal,40,17.25,4.44,4.58
3749528,Newcastle United,32,17.29,4.41,4.0
3749552,Manchester United,31,14.76,5.59,2.79
3749552,Arsenal,37,11.5,5.22,2.46
3749590,Leicester City,34,17.5,4.24,4.33
3749590,Arsenal,30,18.38,5.32,3.68
3749603,Fulham,38,13.73,5.08,3.87
3749603,Arsenal,39,15.61,4.91,3.24
3749631,Southampton,28,20.58,4.71,4.12
3749631,Arsenal,44,16.31,4.53,4.04
3749642,Arsenal,43,17.72,4.75,4.51
3749642,Charlton Athletic,37,14.28,4.06,3.42
3750180,German DR,37,17.01,5.54,3.46
3750180,Germany,39,16.82,5.15,3.41
3750191,Argentina,26,16.89,5.03,4.06
3750191,England,21,13.95,4.81,3.34
3750200,Liverpool,32,16.74,4.28,4.36
3750200,AC Milan,29,11.03,4.41,2.91
3750201,Manchester United,29,14.97,4.86,3.8
3750201,Barcelona,25,14.66,5.42,3.08
3750234,NY Cosmos,30,20.34,4.96,4.43
3750234,Seattle Sounders,38,16.97,5.37,3.58
3750235,Ajax,41,19.08,5.27,5.25
3750235,Inter Milan,38,18.93,4.44,4.4
3750240,Fiorentina,37,19.71,4.79,5.24
3750240,Manchester United,36,16.04,5.35,3.32
3750244,Napoli,34,20.91,4.39,5.41
3750244,Bayern Munich,25,13.89,5.09,2.68
3750245,Napoli,45,18.09,4.86,4.59
3750245,Juventus,52,16.45,4.95,3.33
3750248,Barcelona,37,15.85,4.78,11.03
3750248,Athletic Club,25,15.62,4.0,3.79
3752619,FC Porto,33,15.48,4.18,4.04
3752619,AS Monaco,41,16.72,4.69,3.57
3753972,AFC Bournemouth,44,15.62,5.01,3.27
3753972,Swansea City,22,13.93,4.45,3.14
3753973,West Ham United,38,15.15,4.4,4.04
3753973,Chelsea,30,13.63,4.52,3.47
3753974,Newcastle United,36,16.73,4.59,3.97
3753974,Everton,32,17.88,5.23,3.73
3753975,AFC Bournemouth,38,17.3,4.92,3.77
3753975,Sunderland,31,12.15,4.38,3.28
3753976,Swansea City,31,14.72,5.08,3.28
3753976,Arsenal,44,14.82,4.64,3.22
3753977,Stoke City,42,14.78,4.14,3.83
3753977,Watford,42,13.3,5.04,2.87
3753978,Southampton,25,18.28,4.42,4.24
3753978,Swansea City,22,14.74,5.32,3.11
3753979,Sunderland,22,21.38,4.72,4.52
3753979,Crystal Palace,44,15.22,4.93,3.21
3753980,Everton,39,18.59,5.29,3.84
3753980,Arsenal,38,16.8,5.03,3.44
3753981,Aston Villa,39,17.26,4.93,3.64
3753981,Crystal Palace,31,12.29,4.65,3.05
3753982,Leicester City,26,14.29,4.03,3.75
3753982,Southampton,36,15.97,4.82,3.35
3753983,Arsenal,36,17.01,4.79,3.7
3753983,Swansea City,32,14.48,5.04,3.01
3753984,West Ham United,34,14.87,4.54,3.53
3753984,Liverpool,30,17.24,4.89,3.51
3753985,Stoke City,34,12.36,4.26,4.17
3753985,Liverpool,26,14.61,4.82,3.91
3753986,Liverpool,35,16.09,4.65,4.18
3753986,Stoke City,29,14.4,4.6,3.33
3753987,Leicester City,28,18.34,4.98,4.65
3753987,Tottenham Hotspur,20,20.06,4.66,4.28
3753988,AFC Bournemouth,43,15.58,4.53,3.72
3753988,Swansea City,33,12.12,4.72,2.8
3753989,Sunderland,36,15.6,4.66,3.38
3753989,Everton,31,17.48,5.21,3.29
3753990,Arsenal,34,18.55,4.88,4.11
3753990,Sunderland,29,14.98,4.45,4.0
3753991,Liverpool,41,15.49,4.52,3.99
3753991,Manchester City,38,14.25,4.47,3.72
3753992,Southampton,27,14.62,4.55,3.7
3753992,Tottenham Hotspur,34,16.68,4.89,3.69
3753993,Norwich City,41,16.45,4.61,3.65
3753993,Sunderland,34,12.99,4.45,3.42
3753994,Crystal Palace,34,15.33,4.42,3.69
3753994,Southampton,27,15.73,4.62,3.62
3753995,Southampton,32,13.4,4.05,3.49
3753995,Chelsea,28,15.16,4.37,3.47
3753996,Norwich City,31,15.36,4.2,3.91
3753996,Chelsea,30,17.46,5.43,3.24
3753997,West Ham United,22,14.65,4.73,3.46
3753997,Aston Villa,30,12.74,4.37,2.95
3753998,West Ham United,29,16.02,4.89,4.09
3753998,Southampton,32,16.83,4.36,3.72
3753999,Watford,35,14.74,4.88,3.41
3753999,Arsenal,40,15.1,5.37,3.01
3754000,Sunderland,36,15.86,4.3,3.68
3754000,Southampton,29,11.8,3.95,3.33
3754001,Newcastle United,25,14.37,3.85,4.01
3754001,Chelsea,33,14.43,4.81,3.58
3754002,Newcastle United,35,14.89,4.67,3.56
3754002,Leicester City,32,15.39,4.59,3.42
3754003,Manchester United,34,15.55,4.77,4.27
3754003,Liverpool,35,15.94,4.52,3.45
3754004,AFC Bournemouth,32,16.01,4.66,3.97
3754004,Norwich City,34,16.5,5.08,3.23
3754005,Newcastle United,37,15.92,4.6,3.65
3754005,Stoke City,40,16.04,5.19,3.46
3754006,Leicester City,29,14.12,4.61,3.34
3754006,West Bromwich Albion,29,16.78,5.22,3.19
3754007,Stoke City,26,14.37,4.78,3.28
3754007,West Bromwich Albion,23,15.87,4.94,3.22
3754008,Sunderland,28,15.77,4.99,3.47
3754008,Manchester United,30,14.72,4.97,3.13
3754009,Arsenal,31,15.0,4.74,3.5
3754009,Crystal Palace,37,12.97,4.19,3.01
3754010,Newcastle United,33,16.97,4.99,3.73
3754010,Watford,31,17.0,4.7,3.49
3754011,Southampton,28,15.08,5.0,3.22
3754011,Manchester United,31,13.48,5.14,2.85
3754012,Southampton,28,19.67,4.93,3.95
3754012,Chelsea,32,16.12,4.87,3.47
3754013,Chelsea,32,19.04,5.13,3.84
3754013,Leicester City,26,16.27,4.59,3.41
3754014,Manchester United,29,16.57,5.58,3.2
3754014,Stoke City,32,12.36,4.23,2.82
3754015,Manchester City,32,15.82,4.39,3.87
3754015,Manchester United,32,13.39,4.97,2.85
3754016,Southampton,29,16.46,5.13,3.27
3754016,Newcastle United,38,13.71,4.69,3.22
3754017,Swansea City,40,14.28,4.12,3.85
3754017,Aston Villa,34,13.88,4.89,3.24
3754018,Swansea City,31,15.5,4.42,3.61
3754018,Liverpool,29,14.0,4.61,3.09
3754019,Chelsea,35,17.65,4.51,3.97
3754019,Manchester United,38,13.69,4.58,2.89
3754020,Liverpool,30,15.2,4.87,3.43
3754020,AFC Bournemouth,30,14.76,4.67,3.2
3754021,AFC Bournemouth,35,14.3,4.98,3.0
3754021,West Ham United,37,14.18,5.13,2.96
3754022,Norwich City,30,19.01,4.32,4.69
3754022,Crystal Palace,34,14.32,4.44,3.98
3754023,AFC Bournemouth,22,17.31,4.31,3.84
3754023,Leicester City,32,15.24,4.41,3.56
3754024,Newcastle United,30,14.23,3.87,3.33
3754024,Swansea City,24,14.12,4.78,3.22
3754025,Sunderland,38,15.2,4.37,3.58
3754025,Chelsea,21,17.87,5.55,3.1
3754026,Stoke City,24,17.41,4.71,3.93
3754026,Crystal Palace,26,15.42,5.12,3.87
3754027,Sunderland,23,14.74,4.57,3.47
3754027,Tottenham Hotspur,42,17.94,5.01,3.45
3754028,Manchester City,28,14.85,4.95,3.35
3754028,Southampton,37,11.85,4.66,2.74
3754029,Aston Villa,24,19.23,4.51,4.46
3754029,Tottenham Hotspur,35,16.94,4.71,3.82
3754030,Watford,37,18.48,5.09,3.37
3754030,Everton,29,16.05,5.06,3.26
3754031,Sunderland,32,17.43,4.12,4.83
3754031,Manchester United,36,17.0,4.78,3.97
3754032,Norwich City,27,16.63,4.96,3.3
3754032,Stoke City,29,13.67,5.15,2.94
3754033,Leicester City,35,15.98,4.88,3.29
3754033,Everton,29,15.35,5.02,3.06
3754034,Everton,34,17.38,4.48,4.24
3754034,Southampton,35,17.38,4.93,3.89
3754035,Manchester City,27,19.63,5.15,3.75
3754035,West Bromwich Albion,28,14.01,4.83,3.05
3754036,Sunderland,33,14.7,4.1,3.63
3754036,Aston Villa,37,14.3,4.51,3.23
3754037,Everton,37,16.12,4.99,3.41
3754037,AFC Bournemouth,35,18.47,5.47,3.4
3754038,Arsenal,27,14.14,4.74,3.25
3754038,Norwich City,27,13.69,4.86,2.79
3754039,Crystal Palace,33,21.46,4.75,4.77
3754039,Watford,29,14.45,4.41,3.5
3754040,Liverpool,40,19.06,4.98,3.99
3754040,Norwich City,31,12.36,5.17,2.58
3754041,Arsenal,35,16.87,4.79,3.67
3754041,Aston Villa,31,14.99,4.58,3.29
3754042,West Bromwich Albion,32,10.82,3.78,3.71
3754042,Liverpool,26,14.69,5.08,2.94
3754043,Tottenham Hotspur,29,17.26,5.05,3.6
3754043,AFC Bournemouth,15,11.6,3.39,3.06
3754044,Norwich City,22,16.59,5.01,3.61
3754044,Manchester United,35,16.53,5.05,3.18
3754045,Manchester City,37,15.35,4.92,3.42
3754045,Leicester City,39,12.09,4.75,2.79
3754046,Everton,39,21.38,5.25,4.33
3754046,Crystal Palace,37,15.36,4.18,3.67
3754047,Swansea City,30,12.8,4.63,3.9
3754047,Liverpool,33,12.58,4.83,2.88
3754048,Crystal Palace,38,17.42,4.79,5.13
3754048,Everton,25,18.02,4.64,4.03
3754049,Leicester City,37,16.25,4.67,5.58
3754049,Norwich City,26,18.71,5.09,3.94
3754050,Crystal Palace,33,17.76,4.45,4.42
3754050,Sunderland,33,15.86,4.86,3.74
3754051,Liverpool,29,17.18,4.53,4.07
3754051,Watford,25,17.1,4.73,3.57
3754052,Norwich City,37,16.88,4.59,3.87
3754052,West Bromwich Albion,47,16.98,4.75,3.86
3754053,Aston Villa,35,14.81,4.7,3.55
3754053,Tottenham Hotspur,27,15.68,4.76,3.36
3754054,Sunderland,22,17.37,4.16,4.27
3754054,Manchester City,37,15.57,5.26,3.22
3754055,Chelsea,36,16.54,5.06,4.01
3754055,Liverpool,38,16.3,4.81,3.86
3754056,Stoke City,33,16.28,4.65,3.69
3754056,Everton,30,18.05,5.42,3.43
3754057,Tottenham Hotspur,30,14.02,4.68,3.31
3754057,Norwich City,25,11.2,4.48,2.81
3754058,Leicester City,34,15.4,4.7,4.88
3754058,AFC Bournemouth,19,10.73,5.04,2.4
3754059,Chelsea,30,18.26,4.55,4.15
3754059,West Bromwich Albion,33,12.83,4.85,2.71
3754060,Everton,31,17.54,4.67,4.71
3754060,Liverpool,35,19.0,4.45,4.14
3754061,Stoke City,37,20.84,4.7,4.45
3754061,Chelsea,28,16.51,5.02,3.3
3754062,West Bromwich Albion,35,13.93,4.19,3.78
3754062,Chelsea,29,15.72,5.06,3.67
3754063,Watford,33,16.62,4.97,3.93
3754063,Aston Villa,26,14.48,4.86,3.27
3754064,Southampton,36,16.73,5.12,3.93
3754064,Liverpool,44,14.47,5.13,3.09
3754065,Leicester City,35,13.35,3.71,4.58
3754065,Tottenham Hotspur,38,20.01,4.77,4.32
3754066,Manchester City,27,17.28,4.31,4.25
3754066,Chelsea,23,16.21,5.02,3.31
3754067,West Ham United,44,17.84,4.82,3.86
3754067,Crystal Palace,29,15.14,4.7,3.46
3754068,Aston Villa,28,20.75,5.23,4.05
3754068,West Bromwich Albion,29,15.09,4.47,3.55
3754069,Arsenal,28,18.09,5.16,3.52
3754069,Newcastle United,29,16.44,5.55,2.96
3754070,Newcastle United,32,16.29,4.83,3.37
3754070,Aston Villa,28,11.94,4.67,2.62
3754071,Sunderland,27,17.33,5.18,3.53
3754071,Swansea City,28,14.52,4.44,3.5
3754072,Sunderland,42,18.38,4.9,7.97
3754072,Watford,35,12.62,4.79,3.18
3754073,AFC Bournemouth,33,14.78,4.25,3.81
3754073,Chelsea,46,15.21,4.73,3.35
3754074,Swansea City,27,15.81,4.69,3.47
3754074,Tottenham Hotspur,37,16.53,5.0,3.45
3754075,Chelsea,36,15.09,4.33,13.02
3754075,Aston Villa,31,19.9,4.67,4.49
3754076,West Ham United,33,15.26,4.61,3.82
3754076,Sunderland,22,14.29,4.58,3.77
3754077,West Ham United,29,13.58,4.17,3.24
3754077,Manchester City,34,15.0,5.18,3.09
3754078,Swansea City,30,13.18,4.33,3.31
3754078,Chelsea,32,14.3,4.72,3.22
3754079,Manchester City,32,17.63,5.13,3.48
3754079,Newcastle United,29,13.88,4.34,3.26
3754080,Watford,23,15.55,4.85,3.18
3754080,Tottenham Hotspur,36,12.61,4.59,2.9
3754081,Manchester United,35,15.23,4.89,3.23
3754081,West Bromwich Albion,32,15.27,5.3,2.9
3754082,Sunderland,26,20.24,4.7,4.13
3754082,Everton,39,20.59,5.04,3.88
3754083,Chelsea,31,17.98,4.84,8.3
3754083,Crystal Palace,28,16.66,5.17,3.37
3754084,West Bromwich Albion,24,14.81,4.11,3.97
3754084,Aston Villa,39,15.52,4.41,3.71
3754085,Leicester City,35,20.29,4.69,4.19
3754085,Swansea City,35,14.96,5.38,2.9
3754086,West Ham United,30,15.19,4.21,4.87
3754086,Watford,27,14.05,4.46,3.88
3754087,Tottenham Hotspur,37,13.96,4.78,3.26
3754087,Liverpool,34,15.02,5.31,3.07
3754088,Newcastle United,37,16.12,4.67,3.89
3754088,Manchester United,26,13.72,4.44,3.2
3754089,AFC Bournemouth,31,18.34,5.22,3.59
3754089,Crystal Palace,36,14.75,4.82,3.05
3754090,Newcastle United,24,18.87,5.02,3.69
3754090,Stoke City,31,14.92,4.81,3.15
3754091,Stoke City,31,14.06,4.55,3.67
3754091,Watford,29,12.59,4.66,3.02
3754092,Tottenham Hotspur,37,15.32,4.51,4.14
3754092,Chelsea,30,18.1,4.71,3.99
3754093,Chelsea,23,18.67,4.7,7.13
3754093,Tottenham Hotspur,28,17.1,4.21,4.53
3754094,Stoke City,32,13.08,4.65,3.54
3754094,Manchester United,28,14.87,5.04,3.02
3754095,Sunderland,44,12.9,4.08,4.94
3754095,Manchester City,39,16.01,4.68,3.74
3754096,West Ham United,32,15.66,4.3,4.7
3754096,Stoke City,37,15.87,4.75,3.35
3754097,Manchester United,35,16.25,4.56,3.41
3754097,Tottenham Hotspur,23,15.37,4.69,3.37
3754098,Chelsea,32,11.91,4.3,3.41
3754098,Liverpool,37,14.69,4.86,3.32
3754099,West Bromwich Albion,24,12.01,4.64,3.41
3754099,Crystal Palace,35,14.21,4.72,2.93
3754100,Sunderland,27,13.36,4.36,3.78
3754100,Newcastle United,29,14.68,5.1,2.98
3754101,Southampton,27,11.69,4.41,3.43
3754101,Norwich City,39,15.6,4.8,3.37
3754102,Newcastle United,26,18.02,4.55,5.43
3754102,Norwich City,40,18.18,5.24,3.59
3754103,Chelsea,36,13.46,4.55,3.2
3754103,Watford,37,13.91,4.78,3.09
3754104,Norwich City,27,15.89,4.94,3.54
3754104,Stoke City,25,11.12,4.76,2.84
3754105,Everton,32,17.43,5.08,3.52
3754105,West Bromwich Albion,21,9.58,4.04,2.86
3754106,Leicester City,35,15.78,4.68,3.65
3754106,Aston Villa,22,16.87,4.84,3.35
3754107,Aston Villa,34,17.3,5.09,3.44
3754107,Manchester United,22,13.53,4.28,3.25
3754108,Sunderland,35,15.08,4.66,3.88
3754108,Chelsea,32,12.57,5.11,2.59
3754109,Tottenham Hotspur,37,14.03,4.64,4.42
3754109,West Ham United,21,14.02,3.62,3.96
3754110,West Ham United,41,15.7,4.82,3.45
3754110,Manchester City,42,15.51,4.73,3.41
3754111,Arsenal,29,19.06,5.27,3.72
3754111,Chelsea,33,14.54,4.93,3.02
3754112,Newcastle United,32,19.92,5.32,3.76
3754112,Southampton,24,14.11,5.1,2.99
3754113,Southampton,34,17.42,5.18,3.64
3754113,Aston Villa,27,13.11,4.6,2.7
3754114,Chelsea,27,16.66,5.1,3.83
3754114,Crystal Palace,36,14.21,4.83,3.29
3754115,Chelsea,31,17.44,4.21,4.38
3754115,Aston Villa,32,9.82,4.23,2.84
3754116,Swansea City,35,12.91,4.27,3.71
3754116,Chelsea,45,15.82,4.79,3.44
3754117,Arsenal,21,20.3,4.87,4.45
3754117,Aston Villa,26,14.05,4.45,3.24
3754118,Arsenal,36,16.4,5.22,3.7
3754118,Watford,34,13.32,4.7,3.04
3754119,Sunderland,19,19.34,4.92,4.43
3754119,Newcastle United,27,14.59,4.53,3.82
3754120,Southampton,27,14.55,4.46,3.53
3754120,West Ham United,30,14.83,5.33,3.24
3754121,Watford,31,17.91,4.39,5.84
3754121,AFC Bournemouth,25,12.67,4.8,3.61
3754122,West Bromwich Albion,32,14.13,5.05,4.94
3754122,Stoke City,22,17.23,5.36,3.28
3754123,Everton,36,18.65,4.53,3.88
3754123,Norwich City,34,17.1,5.14,3.44
3754124,Manchester City,29,17.85,4.98,3.6
3754124,Manchester United,28,13.68,4.81,2.92
3754125,Everton,41,17.01,5.02,3.36
3754125,Chelsea,40,15.56,4.94,3.31
3754126,Arsenal,27,17.31,4.79,4.07
3754126,Everton,40,14.75,4.65,3.18
3754127,Everton,26,14.26,4.41,4.41
3754127,Stoke City,45,15.7,5.2,3.24
3754128,AFC Bournemouth,27,16.28,4.95,3.25
3754128,Aston Villa,26,15.03,4.91,2.99
3754129,Liverpool,41,17.73,4.46,3.88
3754129,Arsenal,44,12.64,4.98,2.73
