team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Tottenham Hotspur,Jamie Redknapp,89.0,9.0,1.0,1.0,9.1,1.01,1.01,11.12,Progressive Passer
England,Tommy Wright,89.0,6.0,3.0,2.0,6.07,3.03,2.02,11.12,Complete Progressor
Italy,Sandro Mazzola,89.0,3.0,7.0,1.0,3.03,7.08,1.01,11.12,Complete Progressor
AS Roma,Edin Džeko,2017.0,42.0,56.0,151.0,1.87,2.5,6.74,11.11,Progression Outlet
Austria,Stefan Posch,381.0,14.0,14.0,19.0,3.31,3.31,4.49,11.11,Complete Progressor
England Women's,Lucy Bronze,2509.0,132.0,79.0,99.0,4.73,2.83,3.55,11.11,Progressive Passer
Belgium Women's,Hannah Eurlings,219.0,1.0,10.0,16.0,0.41,4.11,6.58,11.100000000000001,Ball Carrier
Iceland Women's,Sveindís Jane Jónsdóttir,519.0,5.0,35.0,24.0,0.87,6.07,4.16,11.100000000000001,Ball Carrier
Bayern Munich,Juan Bernat Velasco,1152.0,50.0,39.0,53.0,3.91,3.05,4.14,11.1,Complete Progressor
Netherlands Women's,Katja Snoeijs,211.0,4.0,6.0,16.0,1.71,2.56,6.82,11.09,Progression Outlet
Iceland Women's,Svava Rós Guðmundsdóttir,73.0,1.0,3.0,5.0,1.23,3.7,6.16,11.09,Ball Carrier
Bayern Munich,David Olatukunbo Alaba,2564.0,166.0,89.0,61.0,5.83,3.12,2.14,11.09,Complete Progressor
Portugal,Otávio Edmilson da Silva Monteiro,195.0,9.0,5.0,10.0,4.15,2.31,4.62,11.080000000000002,Progressive Passer
Paris Saint-Germain,Christopher Nkunku,333.0,20.0,5.0,16.0,5.41,1.35,4.32,11.08,Progressive Passer
AC Milan,Mario Barwuah Balotelli,886.0,26.0,29.0,54.0,2.64,2.95,5.49,11.08,Ball Carrier
Espanyol,Luís Miguel Afonso Fernandes,65.0,1.0,1.0,6.0,1.38,1.38,8.31,11.07,Progression Outlet
Lorient,Benjamin Jeannot,1789.0,36.0,63.0,121.0,1.81,3.17,6.09,11.07,Ball Carrier
Portugal,Ricardo Jorge Luz Horta,130.0,2.0,4.0,10.0,1.38,2.77,6.92,11.07,Progression Outlet
North Macedonia,Ivan Trichkovski,65.0,2.0,3.0,3.0,2.77,4.15,4.15,11.07,Ball Carrier
Japan,Miki Yamane,57.0,3.0,1.0,3.0,4.74,1.58,4.74,11.06,Progressive Passer
Granada,Carlos Reina Aranda,57.0,1.0,3.0,3.0,1.58,4.74,4.74,11.06,Ball Carrier
Ingolstadt,Dario Lezcano,1245.0,22.0,54.0,77.0,1.59,3.9,5.57,11.06,Ball Carrier
Sevilla,Daniel Alves da Silva,358.0,16.0,19.0,9.0,4.02,4.78,2.26,11.06,Complete Progressor
Auxerre,Nuno Miguel da Costa Jóia,114.0,2.0,4.0,8.0,1.58,3.16,6.32,11.06,Ball Carrier
Switzerland Women's,Ramona Bachmann,594.0,16.0,30.0,27.0,2.42,4.55,4.09,11.059999999999999,Ball Carrier
Sporting Gijón,Daniel Arnaud N''Di	,749.0,18.0,34.0,40.0,2.16,4.09,4.81,11.059999999999999,Ball Carrier
Juventus,Stephan Lichtsteiner,1921.0,62.0,67.0,107.0,2.9,3.14,5.01,11.05,Ball Carrier
NorthEast United,Marcelo Leite Pereira,473.0,13.0,24.0,21.0,2.47,4.57,4.0,11.040000000000001,Ball Carrier
Denmark Women's,Sofie Bruun Bredgaard,106.0,1.0,1.0,11.0,0.85,0.85,9.34,11.04,Progression Outlet
Congo DR,Yoane Wissa,571.0,10.0,27.0,33.0,1.58,4.26,5.2,11.04,Ball Carrier
Netherlands,Cody Mathès Gakpo,1003.0,24.0,44.0,55.0,2.15,3.95,4.94,11.04,Ball Carrier
Angers,Adrien Hunou,147.0,7.0,7.0,4.0,4.29,4.29,2.45,11.030000000000001,Complete Progressor
Orlando Pride,Alexandra Morgan Carrasco,457.0,11.0,18.0,27.0,2.17,3.54,5.32,11.030000000000001,Ball Carrier
Real Sociedad,Luca Sangalli Fuentes,49.0,1.0,4.0,1.0,1.84,7.35,1.84,11.03,Ball Carrier
Qatar,Akram Hassan Afif,278.0,10.0,10.0,14.0,3.24,3.24,4.53,11.010000000000002,Complete Progressor
Bastia,Gaël Danic,2697.0,89.0,87.0,154.0,2.97,2.9,5.14,11.01,Progression Outlet
Czechoslovakia,Karol Jokl,90.0,2.0,7.0,2.0,2.0,7.0,2.0,11.0,Ball Carrier
Arsenal,Kieran Gibbs,401.0,15.0,15.0,19.0,3.37,3.37,4.26,11.0,Complete Progressor
Ukraine,Georgiy Sudakov,262.0,11.0,8.0,13.0,3.78,2.75,4.47,11.0,Progressive Passer
Real Betis,Jonathan Pereira Rodríguez,90.0,3.0,5.0,3.0,3.0,5.0,3.0,11.0,Ball Carrier
Croatia,Ante Rebić,728.0,16.0,31.0,42.0,1.98,3.83,5.19,11.0,Ball Carrier
Mexico,Carlos Uriel Antuna Romero,270.0,4.0,6.0,23.0,1.33,2.0,7.67,11.0,Progression Outlet
Levante UD,Rubén Rochina Naixes,270.0,12.0,10.0,11.0,4.0,3.33,3.67,11.0,Complete Progressor
Gimnàstic Tarragona,José María Calvo,90.0,4.0,4.0,3.0,4.0,4.0,3.0,11.0,Complete Progressor
OL Reign,Adriana Kristina Leon,90.0,1.0,3.0,7.0,1.0,3.0,7.0,11.0,Ball Carrier
Bolton Wanderers,Ricardo Wayne Gardner,90.0,5.0,5.0,1.0,5.0,5.0,1.0,11.0,Complete Progressor
Recreativo Huelva,Ikechukwu Uche,90.0,4.0,2.0,5.0,4.0,2.0,5.0,11.0,Progressive Passer
Belgium,Franky Vercauteren,90.0,3.0,4.0,4.0,3.0,4.0,4.0,11.0,Ball Carrier
England,Marcus Rashford,466.0,7.0,20.0,30.0,1.35,3.86,5.79,11.0,Ball Carrier
England,Terence Cooper,90.0,3.0,6.0,2.0,3.0,6.0,2.0,11.0,Ball Carrier
Bayern Munich,Klaus Augenthaler,90.0,6.0,4.0,1.0,6.0,4.0,1.0,11.0,Complete Progressor
Serbia,Nemanja Matić,278.0,16.0,12.0,6.0,5.18,3.88,1.94,10.999999999999998,Complete Progressor
Manchester City WFC,Jill Scott,3283.0,165.0,103.0,133.0,4.52,2.82,3.65,10.99,Progressive Passer
Saudi Arabia,Mohammed Al Burayk,344.0,10.0,9.0,23.0,2.62,2.35,6.02,10.99,Progression Outlet
Clermont Foot,Elbasan Rashani,172.0,4.0,8.0,9.0,2.09,4.19,4.71,10.99,Ball Carrier
Tottenham Hotspur,Harry Kane,3529.0,76.0,144.0,211.0,1.94,3.67,5.38,10.989999999999998,Ball Carrier
Getafe,Ángel Javier Arizmendi de Lucas,82.0,2.0,4.0,4.0,2.2,4.39,4.39,10.98,Ball Carrier
Elche,Fayçal Fajr,82.0,6.0,1.0,3.0,6.59,1.1,3.29,10.98,Progressive Passer
VfB Stuttgart,Alexandru Iulian Maxim,1049.0,35.0,42.0,51.0,3.0,3.6,4.38,10.98,Ball Carrier
Mallorca,Michaël Pereira,230.0,4.0,12.0,12.0,1.57,4.7,4.7,10.97,Ball Carrier
Lille,Yassine Benzia,1338.0,31.0,44.0,88.0,2.09,2.96,5.92,10.969999999999999,Ball Carrier
Espanyol,Borja Iglesias Quintas,156.0,4.0,4.0,11.0,2.31,2.31,6.35,10.969999999999999,Progression Outlet
Toulouse,Wissam Ben Yedder,2909.0,71.0,104.0,179.0,2.2,3.22,5.54,10.96,Ball Carrier
Panama,César Rodolfo Blackman Camarena,197.0,6.0,6.0,12.0,2.74,2.74,5.48,10.96,Progression Outlet
Torino,Afriyie Acquah,1905.0,83.0,98.0,51.0,3.92,4.63,2.41,10.96,Complete Progressor
Paris Saint-Germain,Hugo Ekitike,780.0,19.0,27.0,49.0,2.19,3.12,5.65,10.96,Ball Carrier
Canada Women's,Deanne Cynthia Rose,115.0,2.0,8.0,4.0,1.57,6.26,3.13,10.96,Ball Carrier
Mozambique,Elias Gaspar Pelembe,115.0,3.0,3.0,8.0,2.35,2.35,6.26,10.96,Progression Outlet
Espanyol,Gerard Moreno Balaguero,2297.0,43.0,96.0,141.0,1.68,3.76,5.52,10.959999999999999,Ball Carrier
Valencia,Denis Cheryshev,739.0,17.0,38.0,35.0,2.07,4.63,4.26,10.959999999999999,Ball Carrier
Carpi,Jerry Uche Mbakogu,1718.0,26.0,65.0,118.0,1.36,3.41,6.18,10.95,Ball Carrier
Nigeria,Kelechi Promise Iheanacho,189.0,3.0,7.0,13.0,1.43,3.33,6.19,10.95,Ball Carrier
Lyon,Rafael Pereira da Silva,1463.0,47.0,68.0,63.0,2.89,4.18,3.88,10.95,Ball Carrier
Real Betis,Juan Miguel Jiménez López,74.0,0.0,3.0,6.0,0.0,3.65,7.3,10.95,Ball Carrier
Nigeria Women's,Rasheedat Busayo Ajibade,370.0,6.0,18.0,21.0,1.46,4.38,5.11,10.95,Ball Carrier
Arsenal,Héctor Bellerín Moruno,3295.0,118.0,126.0,157.0,3.22,3.44,4.29,10.95,Complete Progressor
Racing Santander,Markus Rosenberg,74.0,0.0,6.0,3.0,0.0,7.3,3.65,10.95,Ball Carrier
Birmingham City WFC,Charlie Wellings,1538.0,36.0,54.0,97.0,2.11,3.16,5.68,10.95,Ball Carrier
AS Monaco,Fábio Alexandre da Silva Coentrão,1101.0,43.0,51.0,40.0,3.51,4.17,3.27,10.95,Complete Progressor
South Korea,Min-Woo Kim,148.0,4.0,5.0,9.0,2.43,3.04,5.47,10.940000000000001,Ball Carrier
England,Luke Shaw,1184.0,43.0,29.0,72.0,3.27,2.2,5.47,10.940000000000001,Progressive Passer
Belgium,Mousa Sidi Yaya Dembélé,181.0,13.0,4.0,5.0,6.46,1.99,2.49,10.94,Progressive Passer
Lyon,Mateus Cardoso Lemos Martins,74.0,2.0,5.0,2.0,2.43,6.08,2.43,10.94,Ball Carrier
Atlético Madrid,Ángel Martín Correa,1473.0,35.0,73.0,71.0,2.14,4.46,4.34,10.94,Ball Carrier
Stade Brestois,Romain Del Castillo,74.0,3.0,4.0,2.0,3.65,4.86,2.43,10.94,Complete Progressor
Belgium,Romelu Lukaku Menama,1342.0,22.0,53.0,88.0,1.48,3.55,5.9,10.93,Ball Carrier
West Ham United LFC,Martha Thomas,2181.0,41.0,86.0,138.0,1.69,3.55,5.69,10.93,Ball Carrier
Bayern Munich,Joshua Kimmich,1499.0,125.0,36.0,21.0,7.51,2.16,1.26,10.93,Progressive Passer
Argentina,Gonzalo Gerardo Higuaín,140.0,2.0,4.0,11.0,1.29,2.57,7.07,10.93,Progression Outlet
Denmark Women's,Rikke Marie Madsen,346.0,10.0,8.0,24.0,2.6,2.08,6.24,10.92,Progression Outlet
Caen,Lenny Nangis,173.0,5.0,8.0,8.0,2.6,4.16,4.16,10.92,Ball Carrier
Almería,Pablo Daniel Piatti,305.0,6.0,16.0,15.0,1.77,4.72,4.43,10.92,Ball Carrier
Manchester City,Fabian Delph,750.0,39.0,25.0,27.0,4.68,3.0,3.24,10.92,Complete Progressor
Racing Santander,Iván Bolado Palacios,99.0,2.0,5.0,5.0,1.82,4.55,4.55,10.92,Ball Carrier
Bordeaux,Jussiê Ferreira Vieira,453.0,21.0,13.0,21.0,4.17,2.58,4.17,10.92,Progressive Passer
Cameroon Women's,Charlène Iverna Meyong Menene,33.0,2.0,1.0,1.0,5.45,2.73,2.73,10.91,Progressive Passer
Marseille,Cheikh Ahmadou Bamba Mbacke Dieng,33.0,0.0,1.0,3.0,0.0,2.73,8.18,10.91,Progression Outlet
Switzerland,Renato Steffen,33.0,1.0,1.0,2.0,2.73,2.73,5.45,10.91,Progression Outlet
Marseille,Cengiz Ünder,223.0,8.0,8.0,11.0,3.23,3.23,4.44,10.9,Complete Progressor
RC Deportivo La Coruña,Juan Carlos Valerón Santana,157.0,11.0,2.0,6.0,6.31,1.15,3.44,10.899999999999999,Progressive Passer
Lorient,Rémi Mulumba,157.0,9.0,6.0,4.0,5.16,3.44,2.29,10.89,Complete Progressor
Rayo Vallecano,Iago Falqué Silva,91.0,3.0,3.0,5.0,2.97,2.97,4.95,10.89,Ball Carrier
Schalke 04,Younès Belhanda,810.0,27.0,25.0,46.0,3.0,2.78,5.11,10.89,Progression Outlet
Guinea,Naby Deco Keïta,190.0,10.0,9.0,4.0,4.74,4.26,1.89,10.89,Complete Progressor
VfB Stuttgart,Jan Kliment,157.0,3.0,6.0,10.0,1.72,3.44,5.73,10.89,Ball Carrier
Everton,Aaron Lennon,1554.0,45.0,62.0,81.0,2.61,3.59,4.69,10.89,Ball Carrier
Girona,Pedro Antonio Porro Sauceda,91.0,2.0,4.0,5.0,1.98,3.96,4.95,10.89,Ball Carrier
Eintracht Frankfurt,Mario Götze,157.0,9.0,4.0,6.0,5.16,2.29,3.44,10.89,Progressive Passer
France Women's,Selma Bacha,926.0,25.0,50.0,37.0,2.43,4.86,3.6,10.89,Ball Carrier
Genoa,Issa Cissokho,661.0,29.0,18.0,33.0,3.95,2.45,4.49,10.89,Progressive Passer
AS Monaco,Fernando Morientes Sánchez,91.0,4.0,4.0,3.0,3.96,3.96,2.97,10.89,Complete Progressor
Barcelona,Miralem Pjanić,570.0,50.0,10.0,9.0,7.89,1.58,1.42,10.889999999999999,Progressive Passer
Crystal Palace,Chung-Yong Lee,405.0,13.0,19.0,17.0,2.89,4.22,3.78,10.889999999999999,Ball Carrier
Athletic Club,Joseba Garmendia Elorriaga,149.0,4.0,7.0,7.0,2.42,4.23,4.23,10.88,Ball Carrier
Czechoslovakia,Karol Dobiaš,91.0,8.0,2.0,1.0,7.91,1.98,0.99,10.88,Progressive Passer
Costa Rica,Joel Nathaniel Campbell Samuels,546.0,19.0,22.0,25.0,3.13,3.63,4.12,10.879999999999999,Complete Progressor
Wolverhampton Wanderers,Ioan Viorel Ganea,91.0,1.0,3.0,7.0,0.99,2.97,6.92,10.879999999999999,Ball Carrier
Denmark,Martin Braithwaite Christensen,927.0,11.0,32.0,69.0,1.07,3.11,6.7,10.879999999999999,Ball Carrier
England,Bamidele Alli,364.0,14.0,11.0,19.0,3.46,2.72,4.7,10.879999999999999,Progressive Passer
Rennes,Benjamin Bourigeaud,248.0,12.0,5.0,13.0,4.35,1.81,4.72,10.879999999999999,Progressive Passer
OGC Nice,Mahamane El-Hadj Traoré,414.0,16.0,17.0,17.0,3.48,3.7,3.7,10.879999999999999,Complete Progressor
Netherlands,Johan Neeskens,439.0,21.0,15.0,17.0,4.31,3.08,3.49,10.879999999999999,Complete Progressor
Reading WFC,Rakel Hönnudóttir,265.0,8.0,10.0,14.0,2.72,3.4,4.75,10.870000000000001,Ball Carrier
Eibar,Joan Jordán Moreno,356.0,19.0,10.0,14.0,4.8,2.53,3.54,10.870000000000001,Progressive Passer
Poland Women's,Nadia Krezyman,58.0,0.0,4.0,3.0,0.0,6.21,4.66,10.870000000000001,Ball Carrier
Watford,José Manuel Jurado Marín,2013.0,65.0,92.0,86.0,2.91,4.11,3.85,10.870000000000001,Ball Carrier
Barcelona,Héctor Junior Firpo Adames,1085.0,40.0,36.0,55.0,3.32,2.99,4.56,10.870000000000001,Complete Progressor
Australia,Robbie Kruse,207.0,1.0,6.0,18.0,0.43,2.61,7.83,10.870000000000001,Progression Outlet
Liverpool,Boudewijn Zenden,58.0,1.0,3.0,3.0,1.55,4.66,4.66,10.870000000000001,Ball Carrier
Austria,Konrad Laimer,613.0,20.0,30.0,24.0,2.94,4.4,3.52,10.86,Ball Carrier
Tunisia,Sayfallah Ltaief,58.0,1.0,2.0,4.0,1.55,3.1,6.21,10.86,Ball Carrier
Morocco,Abdessamad Ezzalzouli,290.0,5.0,14.0,16.0,1.55,4.34,4.97,10.86,Ball Carrier
ATK Mohun Bagan,Manvir Singh,1873.0,43.0,80.0,103.0,2.07,3.84,4.95,10.86,Ball Carrier
Switzerland,Josip Drmic,116.0,1.0,4.0,9.0,0.78,3.1,6.98,10.86,Ball Carrier
Carpi,Antonio Di Gaudio,1525.0,34.0,80.0,70.0,2.01,4.72,4.13,10.86,Ball Carrier
Sassuolo,Joseph Alfred Duncan,2537.0,129.0,91.0,86.0,4.58,3.23,3.05,10.86,Complete Progressor
Hoffenheim,Kevin Volland,2743.0,68.0,115.0,148.0,2.23,3.77,4.86,10.86,Ball Carrier
South Korea,Heung-Min Son,663.0,20.0,29.0,31.0,2.71,3.94,4.21,10.86,Ball Carrier
Saudi Arabia,Yasir Gharsan Al Shahrani,365.0,14.0,15.0,15.0,3.45,3.7,3.7,10.850000000000001,Complete Progressor
Haiti Women's,Roseline Éloissaint,141.0,5.0,7.0,5.0,3.19,4.47,3.19,10.85,Complete Progressor
Russia,Vyacheslav Karavaev,141.0,5.0,5.0,7.0,3.19,3.19,4.47,10.85,Complete Progressor
Costa Rica,Cristian Gamboa Luna,257.0,10.0,6.0,15.0,3.5,2.1,5.25,10.85,Progressive Passer
Netherlands,Wim Suurbier,431.0,13.0,17.0,22.0,2.71,3.55,4.59,10.85,Ball Carrier
Levante UD,Enis Bardhi,249.0,14.0,12.0,4.0,5.06,4.34,1.45,10.849999999999998,Complete Progressor
Panama,Edgar Yoel Bárcenas Herrera,590.0,19.0,22.0,30.0,2.9,3.36,4.58,10.84,Ball Carrier
Odisha,Nandhakumar Sekar,739.0,14.0,35.0,40.0,1.71,4.26,4.87,10.84,Ball Carrier
Getafe,Moisés Gómez Bordonado,906.0,37.0,41.0,31.0,3.68,4.07,3.08,10.83,Complete Progressor
West Ham United LFC,Nor Mustafa,108.0,4.0,3.0,6.0,3.33,2.5,5.0,10.83,Progressive Passer
Nantes,Ludovic Blas,358.0,12.0,12.0,19.0,3.02,3.02,4.78,10.82,Complete Progressor
Villarreal,Roberto Soldado Rillo,2338.0,57.0,69.0,155.0,2.19,2.66,5.97,10.82,Progression Outlet
Senegal,Ismaïla Sarr,948.0,19.0,43.0,52.0,1.8,4.08,4.94,10.82,Ball Carrier
Chennaiyin,Khumanthem Ninthoinganba Meetei,541.0,10.0,30.0,25.0,1.66,4.99,4.16,10.81,Ball Carrier
Valencia,André Filipe Tavares Gomes,2591.0,114.0,113.0,84.0,3.96,3.93,2.92,10.81,Complete Progressor
AS Roma,Alessandro Florenzi,2748.0,124.0,104.0,102.0,4.06,3.41,3.34,10.809999999999999,Complete Progressor
Hellas Verona,Rômulo Souza Orestes Caldeira,275.0,6.0,9.0,18.0,1.96,2.95,5.89,10.8,Ball Carrier
Germany Women's,Leonie Maier,50.0,2.0,2.0,2.0,3.6,3.6,3.6,10.8,Complete Progressor
Manchester City,Claudio Reyna,75.0,5.0,2.0,2.0,6.0,2.4,2.4,10.8,Progressive Passer
Empoli,Levan Mchedlidze,325.0,3.0,6.0,30.0,0.83,1.66,8.31,10.8,Progression Outlet
Real Betis,Giovani Lo Celso,150.0,3.0,6.0,9.0,1.8,3.6,5.4,10.8,Ball Carrier
Everton,Steven Naismith,458.0,17.0,13.0,25.0,3.34,2.55,4.91,10.8,Progressive Passer
Real Betis,Javier Magro Matilla,50.0,2.0,3.0,1.0,3.6,5.4,1.8,10.8,Complete Progressor
France,Paul Pogba,934.0,66.0,22.0,24.0,6.36,2.12,2.31,10.790000000000001,Progressive Passer
Lyon,Claudio Beauvue,1302.0,17.0,43.0,96.0,1.18,2.97,6.64,10.79,Ball Carrier
Bayern Munich,Xabier Alonso Olano,1934.0,187.0,29.0,16.0,8.7,1.35,0.74,10.79,Progressive Passer
Inter Miami,Noah Allen,317.0,7.0,16.0,15.0,1.99,4.54,4.26,10.79,Ball Carrier
Arsenal,Mathieu Debuchy,142.0,8.0,2.0,7.0,5.07,1.27,4.44,10.780000000000001,Progressive Passer
Denmark,Jonas Knudsen,117.0,4.0,6.0,4.0,3.08,4.62,3.08,10.780000000000001,Complete Progressor
Toulouse,Branco van den Boomen,167.0,14.0,3.0,3.0,7.54,1.62,1.62,10.780000000000001,Progressive Passer
Racing Santander,Óscar Serrano Rodriguez,526.0,14.0,29.0,20.0,2.4,4.96,3.42,10.78,Ball Carrier
FC Köln,Yūya Ōsako,1346.0,43.0,51.0,67.0,2.88,3.41,4.48,10.77,Ball Carrier
Juventus,Giancarlo Marocchi,117.0,8.0,4.0,2.0,6.15,3.08,1.54,10.77,Complete Progressor
Côte d'Ivoire,Oumar Diakité,234.0,3.0,8.0,17.0,1.15,3.08,6.54,10.77,Ball Carrier
Villarreal,Karl Brillant Toko Ekambi,117.0,1.0,5.0,8.0,0.77,3.85,6.15,10.77,Ball Carrier
Hyderabad,Nikhil Poojary,1356.0,31.0,56.0,75.0,2.06,3.72,4.98,10.760000000000002,Ball Carrier
Angers,Nabil Bentaleb,92.0,9.0,2.0,0.0,8.8,1.96,0.0,10.760000000000002,Progressive Passer
River Plate,José Marcelo Salas Melinao,92.0,2.0,0.0,9.0,1.96,0.0,8.8,10.760000000000002,Progression Outlet
Real Sociedad,Darko Kovačević,92.0,3.0,0.0,8.0,2.93,0.0,7.83,10.76,Progression Outlet
LAFC,Carlos Alberto Vela Garrido,92.0,1.0,3.0,7.0,0.98,2.93,6.85,10.76,Progression Outlet
Brazil,Antônio de Oliveira Filho,92.0,2.0,6.0,3.0,1.96,5.87,2.93,10.76,Ball Carrier
RC Deportivo La Coruña,Ángel Javier Arizmendi de Lucas,92.0,1.0,5.0,5.0,0.98,4.89,4.89,10.759999999999998,Ball Carrier
LAFC,Ryan Hollingshead,92.0,3.0,4.0,4.0,2.93,3.91,3.91,10.75,Ball Carrier
Real Betis,Joel Nathaniel Campbell Samuels,67.0,3.0,3.0,2.0,4.03,4.03,2.69,10.75,Complete Progressor
Cincinnati,Santiago Arias Naranjo,92.0,5.0,3.0,3.0,4.89,2.93,2.93,10.75,Progressive Passer
Sweden Women's,Rebecka Blomqvist,226.0,4.0,9.0,14.0,1.59,3.58,5.58,10.75,Ball Carrier
Egypt,Emam Ashour Metwally Abdelghany,218.0,13.0,9.0,4.0,5.37,3.72,1.65,10.74,Complete Progressor
Levante UD,Obafemi Akinwunmi Martins,67.0,0.0,4.0,4.0,0.0,5.37,5.37,10.74,Ball Carrier
Hyderabad,Aniket Anil Jadhav,1132.0,19.0,50.0,66.0,1.51,3.98,5.25,10.74,Ball Carrier
Canada Women's,Adriana Kristina Leon,243.0,3.0,9.0,17.0,1.11,3.33,6.3,10.74,Ball Carrier
Turkey,Orkun Kökçü,243.0,8.0,7.0,14.0,2.96,2.59,5.19,10.74,Progression Outlet
AFC Bournemouth,Marc Pugh,1365.0,26.0,76.0,61.0,1.71,5.01,4.02,10.739999999999998,Ball Carrier
Hoffenheim,Marius Bülter,109.0,2.0,5.0,6.0,1.65,4.13,4.95,10.73,Ball Carrier
France,Lucas Hernández Pi,755.0,23.0,27.0,40.0,2.74,3.22,4.77,10.73,Ball Carrier
Canada Women's,Jayde Yuk Fun Riviere,319.0,16.0,9.0,13.0,4.51,2.54,3.67,10.719999999999999,Progressive Passer
Barcelona,Ivan Rakitić,13674.0,829.0,368.0,432.0,5.46,2.42,2.84,10.719999999999999,Progressive Passer
Lyon,Corentin Tolisso,2719.0,197.0,68.0,59.0,6.52,2.25,1.95,10.719999999999999,Progressive Passer
Borussia Mönchengladbach,Franck Honorat,143.0,5.0,7.0,5.0,3.15,4.41,3.15,10.71,Complete Progressor
Reading WFC,Brooke Chaplen,2907.0,47.0,119.0,180.0,1.46,3.68,5.57,10.71,Ball Carrier
Netherlands,Steven Berghuis,269.0,11.0,10.0,11.0,3.68,3.35,3.68,10.71,Complete Progressor
Real Betis,Dorlan Mauricio Pabón Ríos,84.0,2.0,3.0,5.0,2.14,3.21,5.36,10.71,Ball Carrier
Sweden,John Guidetti,42.0,1.0,0.0,4.0,2.14,0.0,8.57,10.71,Progression Outlet
Germany,Franz Beckenbauer,168.0,14.0,6.0,0.0,7.5,3.21,0.0,10.71,Complete Progressor
Uruguay,Diego Nicolás De La Cruz Arcosa,395.0,19.0,10.0,18.0,4.33,2.28,4.1,10.709999999999999,Progressive Passer
Brazil,Frederico Rodrigues Santos,143.0,4.0,4.0,9.0,2.52,2.52,5.66,10.7,Progression Outlet
Sweden,Emil Peter Forsberg,775.0,26.0,34.0,32.0,3.02,3.95,3.72,10.690000000000001,Complete Progressor
Aston Villa,Diana Micaela Abreu de Sousa e Silva,539.0,4.0,24.0,36.0,0.67,4.01,6.01,10.69,Ball Carrier
Denmark,Victor Bernth Kristansen,160.0,1.0,5.0,13.0,0.56,2.81,7.31,10.68,Progression Outlet
AS Roma,Radja Nainggolan,2958.0,162.0,79.0,110.0,4.93,2.4,3.35,10.68,Progressive Passer
Getafe,David García Cubillo,59.0,3.0,0.0,4.0,4.58,0.0,6.1,10.68,Progressive Passer
Rennes,Martin Terrier,160.0,2.0,7.0,10.0,1.12,3.94,5.62,10.68,Ball Carrier
Barcelona,Maxwell Scherrer Cabelino Andrade,3943.0,115.0,133.0,220.0,2.62,3.04,5.02,10.68,Ball Carrier
Toulouse,Fares Chaïbi,118.0,4.0,4.0,6.0,3.05,3.05,4.58,10.68,Complete Progressor
Real Betis,Fernando Miguel Fernández Escribano,59.0,2.0,4.0,1.0,3.05,6.1,1.53,10.679999999999998,Complete Progressor
Canada Women's,Ashley Elizabeth Marie Lawrence,658.0,25.0,23.0,30.0,3.42,3.15,4.1,10.67,Complete Progressor
Switzerland Women's,Seraina Piubel,329.0,9.0,11.0,19.0,2.46,3.01,5.2,10.67,Ball Carrier
Real Zaragoza,Pablo César Aimar Giordano,253.0,12.0,12.0,6.0,4.27,4.27,2.13,10.669999999999998,Complete Progressor
Manchester United,Christen Annemarie Press,971.0,16.0,41.0,58.0,1.48,3.8,5.38,10.66,Ball Carrier
Sweden,Alexander Isak,321.0,7.0,15.0,16.0,1.96,4.21,4.49,10.66,Ball Carrier
Birmingham City WFC,Emma Follis,1300.0,33.0,52.0,69.0,2.28,3.6,4.78,10.66,Ball Carrier
France Women's,Amandine Henry,498.0,31.0,18.0,10.0,5.6,3.25,1.81,10.66,Complete Progressor
Toulouse,Ado Onaiwu,76.0,0.0,5.0,4.0,0.0,5.92,4.74,10.66,Ball Carrier
ATK Mohun Bagan,David Joel Williams,692.0,26.0,26.0,30.0,3.38,3.38,3.9,10.66,Complete Progressor
Manchester City,Gaël Clichy,1106.0,57.0,36.0,38.0,4.64,2.93,3.09,10.66,Progressive Passer
Málaga,Sandro Ramírez Castillo,76.0,2.0,3.0,4.0,2.37,3.55,4.74,10.66,Ball Carrier
Barcelona,Arturo Erasmo Vidal Pardo,3482.0,156.0,68.0,188.0,4.03,1.76,4.86,10.65,Progressive Passer
OL Reign,Jasmyne Spencer,186.0,7.0,5.0,10.0,3.39,2.42,4.84,10.65,Progressive Passer
Orlando Pride,Emily Louise van Egmond,532.0,32.0,8.0,23.0,5.41,1.35,3.89,10.65,Progressive Passer
England,Cole Palmer,152.0,5.0,6.0,7.0,2.96,3.55,4.14,10.649999999999999,Ball Carrier
Mallorca,Daniel González Güiza,93.0,2.0,3.0,6.0,1.94,2.9,5.81,10.649999999999999,Progression Outlet
Montpellier,Florent Mollet,76.0,1.0,3.0,5.0,1.18,3.55,5.92,10.649999999999999,Ball Carrier
Bochum,Kevin Stöger,93.0,5.0,3.0,3.0,4.84,2.9,2.9,10.64,Progressive Passer
Jamshedpur,Ritwik Kumar Das,981.0,18.0,43.0,55.0,1.65,3.94,5.05,10.64,Ball Carrier
Iran,Saman Ghoddos,93.0,4.0,0.0,7.0,3.87,0.0,6.77,10.64,Progressive Passer
Egypt,Mohamed Salah,330.0,6.0,14.0,19.0,1.64,3.82,5.18,10.64,Ball Carrier
Getafe,Abdoul Karim Yoda,1057.0,38.0,57.0,30.0,3.24,4.85,2.55,10.64,Complete Progressor
