team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Brazil,Douglas Costa de Souza,87.0,8.0,20.0,20.0,8.28,20.69,20.69,49.66,Complete Progressor
Angers,Sofiane Boufal,31.0,2.0,8.0,6.0,5.81,23.23,17.42,46.46,Complete Progressor
Manchester City WFC,Geum-Min Lee,45.0,3.0,8.0,11.0,6.0,16.0,22.0,44.0,Complete Progressor
Portugal,Rafael Alexandre Fernandes Ferreira da Silva,59.0,8.0,7.0,12.0,12.2,10.68,18.31,41.19,Complete Progressor
France,Benjamin Mendy,42.0,3.0,3.0,12.0,6.43,6.43,25.71,38.57,Complete Progressor
Mexico,Jesús Manuel Corona Ruíz,40.0,2.0,6.0,9.0,4.5,13.5,20.25,38.25,Complete Progressor
Germany,Mesut Özil,190.0,36.0,25.0,19.0,17.05,11.84,9.0,37.89,Complete Progressor
Spain Women's,Amanda Sampedro Bustos,46.0,3.0,6.0,10.0,5.87,11.74,19.57,37.18,Complete Progressor
Germany,Jérôme Boateng,171.0,43.0,26.0,1.0,22.63,13.68,0.53,36.84,Complete Progressor
Brazil,Manoel Francisco dos Santos,262.0,12.0,67.0,28.0,4.12,23.02,9.62,36.76,Complete Progressor
AC Ajaccio,Romain Hamouma,35.0,2.0,5.0,7.0,5.14,12.86,18.0,36.0,Complete Progressor
Angers,Sada Thioub,36.0,2.0,7.0,5.0,5.0,17.5,12.5,35.0,Complete Progressor
Spain,Francisco Román Alarcón Suárez,404.0,41.0,50.0,65.0,9.13,11.14,14.48,34.75,Complete Progressor
Levante UD,Hernâni Jorge Santos Fortes,32.0,1.0,4.0,7.0,2.81,11.25,19.69,33.75,Ball Carrier
Portugal,Ricardo Andrade Quaresma Bernardo,120.0,2.0,21.0,22.0,1.5,15.75,16.5,33.75,Ball Carrier
Japan,Keisuke Honda,57.0,3.0,6.0,12.0,4.74,9.47,18.95,33.16,Complete Progressor
Real Murcia CF,Rosinei Adolfo,38.0,1.0,7.0,6.0,2.37,16.58,14.21,33.16,Ball Carrier
Brazil,Neymar da Silva Santos Junior,747.0,56.0,103.0,116.0,6.75,12.41,13.98,33.14,Complete Progressor
Brazil,Edvaldo Izidio Neto,253.0,14.0,33.0,46.0,4.98,11.74,16.36,33.08,Complete Progressor
Brazil,Roberto Firmino Barbosa de Oliveira,105.0,5.0,12.0,21.0,4.29,10.29,18.0,32.58,Complete Progressor
AC Milan,Claudio Santos,34.0,1.0,6.0,5.0,2.65,15.88,13.24,31.770000000000003,Ball Carrier
Manchester City WFC,Millie Davies,54.0,5.0,8.0,6.0,8.33,13.33,10.0,31.66,Complete Progressor
France,Djibril Sidibé,92.0,18.0,4.0,10.0,17.61,3.91,9.78,31.299999999999997,Complete Progressor
Brazil,Marcelo Vieira da Silva Júnior,291.0,41.0,26.0,34.0,12.68,8.04,10.52,31.24,Complete Progressor
Marseille,Dimitri Payet,198.0,23.0,23.0,22.0,10.45,10.45,10.0,30.9,Complete Progressor
Chelsea FCW,Crystal Alyssia Dunn Soubrier,91.0,4.0,15.0,12.0,3.96,14.84,11.87,30.67,Complete Progressor
Denmark Women's,Sara Gedsted Thrige Andersen,54.0,3.0,6.0,9.0,5.0,10.0,15.0,30.0,Complete Progressor
Brazil,Mário Jorge Lobo Zagallo,265.0,20.0,33.0,35.0,6.79,11.21,11.89,29.89,Complete Progressor
Germany,Julian Draxler,134.0,10.0,14.0,20.0,6.72,9.4,13.43,29.55,Complete Progressor
United States Women's,Mallory Pugh,123.0,5.0,12.0,22.0,3.66,8.78,16.1,28.54,Complete Progressor
Bayern Munich,Franck Bilal Ribéry,868.0,48.0,105.0,122.0,4.98,10.89,12.65,28.520000000000003,Complete Progressor
Brazil,Renato Soares de Oliveira Augusto,59.0,6.0,5.0,7.0,9.15,7.63,10.68,27.46,Complete Progressor
Albania,Arbër Hoxha,60.0,3.0,10.0,5.0,4.5,15.0,7.5,27.0,Complete Progressor
Real Valladolid,Fabián Ariel Orellana Valenzuela,30.0,0.0,3.0,6.0,0.0,9.0,18.0,27.0,Ball Carrier
Valencia,Andreas Hoelgebaum Pereira,30.0,3.0,3.0,3.0,9.0,9.0,9.0,27.0,Complete Progressor
Spain,Andrés Iniesta Luján,282.0,39.0,17.0,28.0,12.45,5.43,8.94,26.82,Complete Progressor
Colombia,Jorge Andrés Carrascal Guardo,47.0,7.0,4.0,3.0,13.4,7.66,5.74,26.800000000000004,Complete Progressor
Brazil,Philippe Coutinho Correia,443.0,52.0,45.0,34.0,10.56,9.14,6.91,26.610000000000003,Complete Progressor
Ajax,Johan Cruyff,271.0,12.0,44.0,24.0,3.99,14.61,7.97,26.57,Complete Progressor
River Plate,Marcelo Daniel Gallardo,92.0,8.0,8.0,11.0,7.83,7.83,10.76,26.42,Complete Progressor
Celta Vigo,Antonio Rodríguez Dovale,41.0,3.0,6.0,3.0,6.59,13.17,6.59,26.349999999999998,Complete Progressor
Panathinaikos,Dimitris Domazos,89.0,9.0,4.0,13.0,9.1,4.04,13.15,26.29,Complete Progressor
North Carolina Courage,Darian Jenkins,113.0,2.0,15.0,16.0,1.59,11.95,12.74,26.28,Ball Carrier
Scotland,Ryan Fraser,48.0,3.0,7.0,4.0,5.62,13.12,7.5,26.24,Complete Progressor
Angers,Farid El Melali,31.0,1.0,4.0,4.0,2.9,11.61,11.61,26.119999999999997,Ball Carrier
Brazil Women's,Gabriela Nunes da Silva,38.0,1.0,3.0,7.0,2.37,7.11,16.58,26.06,Ball Carrier
England,Reece James,90.0,10.0,5.0,11.0,10.0,5.0,11.0,26.0,Complete Progressor
Utah Royals,Erika Tymrak,209.0,17.0,17.0,26.0,7.32,7.32,11.2,25.84,Complete Progressor
Fiorentina,Ante Rebić,229.0,7.0,16.0,42.0,2.75,6.29,16.51,25.55,Ball Carrier
Athletic Club,Alejandro Berenguer Remiro,53.0,2.0,5.0,8.0,3.4,8.49,13.58,25.47,Complete Progressor
Tottenham Hotspur,Josh Onomah,92.0,6.0,11.0,9.0,5.87,10.76,8.8,25.43,Complete Progressor
Lille,Alan Virginius,39.0,1.0,4.0,6.0,2.31,9.23,13.85,25.39,Ball Carrier
Germany,Marco Reus,221.0,14.0,17.0,31.0,5.7,6.92,12.62,25.240000000000002,Complete Progressor
Bayern Munich,Kingsley Coman,1659.0,49.0,170.0,246.0,2.66,9.22,13.35,25.23,Ball Carrier
Bayern Munich,Arjen Robben,1389.0,77.0,137.0,175.0,4.99,8.88,11.34,25.21,Complete Progressor
Portugal,Francisco Fernandes Conceição,180.0,4.0,20.0,26.0,2.0,10.0,13.0,25.0,Ball Carrier
NY Cosmos,Tony Field,90.0,3.0,10.0,12.0,3.0,10.0,12.0,25.0,Ball Carrier
ATK Mohun Bagan,Michael Soosairaj,36.0,2.0,3.0,5.0,5.0,7.5,12.5,25.0,Complete Progressor
Lyon,Karl Brillant Toko Ekambi,148.0,4.0,17.0,20.0,2.43,10.34,12.16,24.93,Ball Carrier
Bayern Munich,Serge Gnabry,69.0,5.0,5.0,9.0,6.52,6.52,11.74,24.78,Complete Progressor
Spain Women's,Claudia Pina Medina,373.0,18.0,30.0,54.0,4.34,7.24,13.03,24.61,Complete Progressor
Portugal,Pedro Lomba Neto,128.0,3.0,11.0,21.0,2.11,7.73,14.77,24.61,Ball Carrier
Real Sociedad,Álvaro Odriozola Arzallus,110.0,7.0,13.0,10.0,5.73,10.64,8.18,24.55,Complete Progressor
Real Valladolid,Sandro Ramírez Castillo,33.0,3.0,4.0,2.0,8.18,10.91,5.45,24.54,Complete Progressor
Bayern Munich,Mark van Bommel,92.0,16.0,1.0,8.0,15.65,0.98,7.83,24.46,Progressive Passer
Real Sociedad,Robert Navarro Muñoz,37.0,3.0,4.0,3.0,7.3,9.73,7.3,24.330000000000002,Complete Progressor
Brazil,Édson Arantes do Nascimento,796.0,60.0,68.0,86.0,6.78,7.69,9.72,24.19,Complete Progressor
Paris Saint-Germain,Javier Matías Pastore,878.0,102.0,58.0,75.0,10.46,5.95,7.69,24.1,Complete Progressor
Portland Thorns,Ifeoma Onumonu,56.0,2.0,7.0,6.0,3.21,11.25,9.64,24.1,Complete Progressor
Villarreal,Matías Ariel Fernández Fernández,45.0,3.0,5.0,4.0,6.0,10.0,8.0,24.0,Complete Progressor
Espanyol,Matías Ezequiel Vargas Martín,30.0,2.0,3.0,3.0,6.0,9.0,9.0,24.0,Complete Progressor
France,Thomas Lemar,98.0,12.0,8.0,6.0,11.02,7.35,5.51,23.879999999999995,Complete Progressor
Argentina U20,Diego Armando Maradona,83.0,1.0,13.0,8.0,1.08,14.1,8.67,23.85,Ball Carrier
Eibar,Derek Owusu Boateng,34.0,8.0,0.0,1.0,21.18,0.0,2.65,23.83,Progressive Passer
Spain Women's,Sheila García Gómez,189.0,8.0,13.0,29.0,3.81,6.19,13.81,23.810000000000002,Complete Progressor
Colombia,Juan Guillermo Cuadrado Bello,334.0,16.0,32.0,40.0,4.31,8.62,10.78,23.71,Complete Progressor
AS Monaco,Maghnes Akliouche,38.0,3.0,2.0,5.0,7.11,4.74,11.84,23.69,Complete Progressor
Sporting Gijón,Jorge Franco Alviz,57.0,2.0,7.0,6.0,3.16,11.05,9.47,23.68,Complete Progressor
Argentina,Éver Maximiliano David Banega,221.0,29.0,17.0,12.0,11.81,6.92,4.89,23.62,Complete Progressor
France,Just Louis Fontaine,88.0,3.0,10.0,10.0,3.07,10.23,10.23,23.53,Complete Progressor
Germany,Florian Wirtz,287.0,19.0,19.0,37.0,5.96,5.96,11.6,23.52,Complete Progressor
Valencia,Dorlan Mauricio Pabón Ríos,88.0,7.0,7.0,9.0,7.16,7.16,9.2,23.52,Complete Progressor
Barcelona,Neymar da Silva Santos Junior,9444.0,329.0,947.0,1191.0,3.14,9.02,11.35,23.509999999999998,Complete Progressor
England Women's,Agnes Beever-Jones,73.0,3.0,8.0,8.0,3.7,9.86,9.86,23.419999999999998,Complete Progressor
Czech Republic,Matěj Jurásek,50.0,2.0,5.0,6.0,3.6,9.0,10.8,23.4,Complete Progressor
Belgium,Adnan Januzaj,85.0,3.0,10.0,9.0,3.18,10.59,9.53,23.299999999999997,Complete Progressor
Paraguay,Ramón Sosa Acosta,143.0,5.0,13.0,19.0,3.15,8.18,11.96,23.29,Complete Progressor
North Carolina Courage,Crystal Alyssia Dunn Soubrier,913.0,48.0,91.0,97.0,4.73,8.97,9.56,23.26,Complete Progressor
Napoli,Omar El Kaddouri,275.0,15.0,26.0,30.0,4.91,8.51,9.82,23.240000000000002,Complete Progressor
Lorient,Romain Faivre,93.0,5.0,14.0,5.0,4.84,13.55,4.84,23.23,Complete Progressor
Hyderabad,Abdul Rabeeh,62.0,1.0,7.0,8.0,1.45,10.16,11.61,23.22,Ball Carrier
Portugal,Ricardo Domingos Barbosa Pereira,90.0,10.0,8.0,5.0,10.0,8.0,5.0,23.0,Complete Progressor
England,Ruben Loftus-Cheek,274.0,10.0,32.0,28.0,3.28,10.51,9.2,22.99,Complete Progressor
Mallorca,Júnior Wakalibille Lago,47.0,1.0,5.0,6.0,1.91,9.57,11.49,22.97,Ball Carrier
Denmark Women's,Nicoline Sørensen,145.0,8.0,10.0,19.0,4.97,6.21,11.79,22.97,Complete Progressor
South Korea,Seung-Woo Lee,47.0,4.0,3.0,5.0,7.66,5.74,9.57,22.97,Complete Progressor
England Women's,Karen Julia Carney,55.0,4.0,5.0,5.0,6.55,8.18,8.18,22.91,Complete Progressor
Auxerre,Hamza Sakhi,83.0,15.0,4.0,2.0,16.27,4.34,2.17,22.78,Complete Progressor
Paris Saint-Germain,Kylian Mbappé Lottin,4423.0,137.0,438.0,541.0,2.79,8.91,11.01,22.71,Ball Carrier
Arsenal,Alexis Alejandro Sánchez Sánchez,2467.0,154.0,193.0,275.0,5.62,7.04,10.03,22.689999999999998,Complete Progressor
Germany Women's,Laura Freigang,127.0,7.0,10.0,15.0,4.96,7.09,10.63,22.68,Complete Progressor
Barcelona,Cristian Tello Herrera,1642.0,27.0,167.0,218.0,1.48,9.15,11.95,22.58,Ball Carrier
France,Nabil Fekir,84.0,3.0,7.0,11.0,3.21,7.5,11.79,22.5,Complete Progressor
New Zealand Women's,Grace Joanna Ella Jale,32.0,3.0,1.0,4.0,8.44,2.81,11.25,22.5,Progressive Passer
Italy Women's,Agnese Bonfantini,52.0,2.0,4.0,7.0,3.46,6.92,12.12,22.5,Complete Progressor
Bologna,Filippo Falco,236.0,7.0,21.0,31.0,2.67,8.01,11.82,22.5,Ball Carrier
Bayer Leverkusen,Florian Wirtz,2409.0,118.0,208.0,271.0,4.41,7.77,10.12,22.299999999999997,Complete Progressor
Spain,Thiago Alcântara do Nascimento,174.0,25.0,12.0,6.0,12.93,6.21,3.1,22.240000000000002,Complete Progressor
Real Madrid,Vinícius José Paixão de Oliveira Júnior,344.0,10.0,37.0,38.0,2.62,9.68,9.94,22.240000000000002,Ball Carrier
Middlesbrough,Stewart Downing,89.0,4.0,10.0,8.0,4.04,10.11,8.09,22.24,Complete Progressor
Paris Saint-Germain,Ángel Fabián Di María Hernández,3424.0,244.0,251.0,348.0,6.41,6.6,9.15,22.16,Complete Progressor
Brazil,Sávio Moreira de Oliveira,122.0,2.0,14.0,14.0,1.48,10.33,10.33,22.14,Ball Carrier
Rayo Vallecano,Javier Ignacio Aquino Carmona,61.0,4.0,5.0,6.0,5.9,7.38,8.85,22.130000000000003,Complete Progressor
Borussia Dortmund,Adnan Januzaj,159.0,9.0,14.0,16.0,5.09,7.92,9.06,22.07,Complete Progressor
Spain Women's,María Francesca Caldentey Oliver,1531.0,111.0,100.0,163.0,6.53,5.88,9.58,21.990000000000002,Complete Progressor
Mexico,Alfredo Estrella Del'Aguila,86.0,4.0,9.0,8.0,4.19,9.42,8.37,21.979999999999997,Complete Progressor
Barcelona,Juan Isaac Cuenca López,987.0,21.0,75.0,145.0,1.91,6.84,13.22,21.97,Ball Carrier
Stade de Reims,Ilan Kebbal,74.0,5.0,9.0,4.0,6.08,10.95,4.86,21.89,Complete Progressor
OGC Nice,Amine Gouiri,107.0,4.0,9.0,13.0,3.36,7.57,10.93,21.86,Complete Progressor
Chelsea,Damien Duff,70.0,2.0,7.0,8.0,2.57,9.0,10.29,21.86,Ball Carrier
North Carolina Courage,Lynn Raenie Williams,828.0,20.0,81.0,100.0,2.17,8.8,10.87,21.84,Ball Carrier
Inter Miami,Robert Taylor,198.0,15.0,12.0,21.0,6.82,5.45,9.55,21.82,Complete Progressor
Lyon,Romain Del Castillo,33.0,1.0,2.0,5.0,2.73,5.45,13.64,21.82,Ball Carrier
Osasuna,Javier García Portillo,33.0,2.0,2.0,4.0,5.45,5.45,10.91,21.810000000000002,Complete Progressor
Manchester United,Adnan Januzaj,149.0,7.0,15.0,14.0,4.23,9.06,8.46,21.75,Complete Progressor
Middlesbrough,Oswaldo Giroldo Júnior,116.0,11.0,9.0,8.0,8.53,6.98,6.21,21.72,Complete Progressor
Brazil,Jair Ventura Filho,611.0,15.0,73.0,59.0,2.21,10.75,8.69,21.65,Ball Carrier
Spain Women's,Eva Maria Navarro,154.0,7.0,11.0,19.0,4.09,6.43,11.1,21.619999999999997,Complete Progressor
Barcelona,Lionel Andrés Messi Cuccittini,42767.0,2633.0,4060.0,3577.0,5.54,8.54,7.53,21.61,Complete Progressor
Real Sociedad,Aihen Muñoz Capellán,92.0,5.0,5.0,12.0,4.89,4.89,11.74,21.52,Complete Progressor
Argentina,Cristian David Pavón,155.0,4.0,9.0,24.0,2.32,5.23,13.94,21.490000000000002,Ball Carrier
Napoli,Lorenzo Insigne,2599.0,106.0,189.0,325.0,3.67,6.54,11.25,21.46,Complete Progressor
Japan Women's,Mana Iwabuchi,298.0,20.0,23.0,28.0,6.04,6.95,8.46,21.450000000000003,Complete Progressor
Bayern Munich,Douglas Costa de Souza,1955.0,85.0,174.0,206.0,3.91,8.01,9.48,21.4,Complete Progressor
Chelsea,Eden Hazard,2247.0,114.0,220.0,199.0,4.57,8.81,7.97,21.35,Complete Progressor
Manchester City,David Josué Jiménez Silva,1818.0,173.0,142.0,116.0,8.56,7.03,5.74,21.33,Complete Progressor
Angers,Yan Valery,89.0,7.0,10.0,4.0,7.08,10.11,4.04,21.229999999999997,Complete Progressor
Belgium,Eden Hazard,871.0,59.0,79.0,67.0,6.1,8.16,6.92,21.18,Complete Progressor
Colombia,Luis Fernando Sinisterra Lucumí,34.0,0.0,2.0,6.0,0.0,5.29,15.88,21.17,Ball Carrier
Chelsea FCW,Francesca Kirby,2666.0,124.0,218.0,285.0,4.19,7.36,9.62,21.17,Complete Progressor
Lorient,Moryké Fofana,115.0,1.0,12.0,14.0,0.78,9.39,10.96,21.130000000000003,Ball Carrier
Real Madrid,Jesé Rodríguez Ruiz,847.0,43.0,77.0,78.0,4.57,8.18,8.29,21.04,Complete Progressor
France Women's,Ouleymata Sarr,137.0,2.0,10.0,20.0,1.31,6.57,13.14,21.020000000000003,Ball Carrier
Portland Thorns,Tobin Powell Heath,381.0,15.0,39.0,35.0,3.54,9.21,8.27,21.02,Complete Progressor
Sampdoria,Michele Rocca,30.0,2.0,2.0,3.0,6.0,6.0,9.0,21.0,Complete Progressor
Manchester United,Andy Cole,60.0,2.0,2.0,10.0,3.0,3.0,15.0,21.0,Ball Carrier
Panathinaikos,Konstantinos Eleftherakis,90.0,9.0,7.0,5.0,9.0,7.0,5.0,21.0,Complete Progressor
Sweden,Agne Simonsson,90.0,4.0,8.0,9.0,4.0,8.0,9.0,21.0,Complete Progressor
Real Madrid,James David Rodríguez Rubio,1618.0,138.0,104.0,135.0,7.68,5.78,7.51,20.97,Complete Progressor
Celta Vigo,Emre Mor,73.0,1.0,6.0,10.0,1.23,7.4,12.33,20.96,Ball Carrier
Bayern Munich,Leroy Sané,189.0,13.0,10.0,21.0,6.19,4.76,10.0,20.95,Complete Progressor
Strasbourg,Morgan Sanson,86.0,8.0,8.0,4.0,8.37,8.37,4.19,20.93,Complete Progressor
Nantes,Osman Bukari,99.0,3.0,12.0,8.0,2.73,10.91,7.27,20.91,Ball Carrier
Arsenal,Alex Oxlade-Chamberlain,944.0,55.0,80.0,84.0,5.24,7.63,8.01,20.880000000000003,Complete Progressor
Lyon,Mathieu Valbuena,1843.0,123.0,140.0,163.0,6.01,6.84,7.96,20.81,Complete Progressor
Auxerre,Gauthier Hein,117.0,5.0,10.0,12.0,3.85,7.69,9.23,20.770000000000003,Complete Progressor
Brazil,Antony Matheus dos Santos,182.0,7.0,16.0,19.0,3.46,7.91,9.4,20.770000000000003,Complete Progressor
Orlando Pride,Marta Vieira da Silva,555.0,31.0,45.0,52.0,5.03,7.3,8.43,20.759999999999998,Complete Progressor
Manchester City WFC,Chloe Kelly,1716.0,58.0,143.0,194.0,3.04,7.5,10.17,20.71,Complete Progressor
Germany,Jamal Musiala,704.0,31.0,67.0,64.0,3.96,8.57,8.18,20.71,Complete Progressor
Cincinnati,Luciano Federico Acosta,87.0,7.0,8.0,5.0,7.24,8.28,5.17,20.689999999999998,Complete Progressor
Spain,David Josué Jiménez Silva,327.0,20.0,18.0,37.0,5.5,4.95,10.18,20.63,Complete Progressor
Real Sociedad,Adnan Januzaj,188.0,8.0,18.0,17.0,3.83,8.62,8.14,20.59,Complete Progressor
Brazil,Waldyr Pereira,263.0,25.0,21.0,14.0,8.56,7.19,4.79,20.54,Complete Progressor
Barcelona,Ousmane Dembélé,4159.0,136.0,369.0,444.0,2.94,7.99,9.61,20.54,Ball Carrier
Stade de Reims,Alexis Flips,101.0,6.0,7.0,10.0,5.35,6.24,8.91,20.5,Complete Progressor
France Women's,Delphine Cascarino,777.0,32.0,64.0,81.0,3.71,7.41,9.38,20.5,Complete Progressor
Spain Women's,Andrea Sánchez Falcón,66.0,0.0,8.0,7.0,0.0,10.91,9.55,20.46,Ball Carrier
Barcelona,Carles Rexach i Cerdà,176.0,12.0,11.0,17.0,6.14,5.62,8.69,20.45,Complete Progressor
Norway Women's,Signe Gaupset,230.0,7.0,17.0,28.0,2.74,6.65,10.96,20.35,Ball Carrier
Borussia Dortmund,Christian Pulisic,385.0,12.0,29.0,46.0,2.81,6.78,10.75,20.34,Ball Carrier
Manchester City WFC,Janine Elizabeth Beckie,2143.0,91.0,167.0,226.0,3.82,7.01,9.49,20.32,Complete Progressor
England,Bobby Charlton,62.0,6.0,8.0,0.0,8.71,11.61,0.0,20.32,Complete Progressor
Angers,Amine Salama,31.0,2.0,1.0,4.0,5.81,2.9,11.61,20.32,Progressive Passer
Celta Vigo,Manuel Agudo Durán,2854.0,150.0,205.0,289.0,4.73,6.46,9.11,20.3,Complete Progressor
Spain Women's,Victoria López,195.0,7.0,16.0,21.0,3.23,7.38,9.69,20.299999999999997,Complete Progressor
Barcelona,Ibrahim Afellay,612.0,21.0,38.0,79.0,3.09,5.59,11.62,20.299999999999997,Complete Progressor
Lyon,Mathis Rayan Cherki,102.0,5.0,9.0,9.0,4.41,7.94,7.94,20.290000000000003,Complete Progressor
Getafe,Bernard Mensah,71.0,8.0,6.0,2.0,10.14,7.61,2.54,20.29,Complete Progressor
Napoli,Dries Mertens,1128.0,48.0,94.0,112.0,3.83,7.5,8.94,20.27,Complete Progressor
AC Milan,Kevin-Prince Boateng,218.0,11.0,10.0,28.0,4.54,4.13,11.56,20.23,Complete Progressor
Chicago Red Stars,Samantha May Kerr,641.0,18.0,58.0,68.0,2.53,8.14,9.55,20.22,Ball Carrier
Spain,Carlos Soler Barragán,98.0,9.0,4.0,9.0,8.27,3.67,8.27,20.21,Complete Progressor
Belgium,Nacer Chadli,423.0,16.0,19.0,60.0,3.4,4.04,12.77,20.21,Complete Progressor
Argentina,Eduardo Antonio Salvio,147.0,7.0,14.0,12.0,4.29,8.57,7.35,20.21,Complete Progressor
Real Madrid,Marco Asensio Willemsen,285.0,15.0,21.0,28.0,4.74,6.63,8.84,20.21,Complete Progressor
Japan,Hiroki Ito,49.0,2.0,2.0,7.0,3.67,3.67,12.86,20.2,Complete Progressor
Italy,Alessandro Florenzi,49.0,6.0,2.0,3.0,11.02,3.67,5.51,20.2,Complete Progressor
Manchester City,Kevin De Bruyne,2038.0,105.0,162.0,190.0,4.64,7.15,8.39,20.18,Complete Progressor
Eibar,Federico Piovaccari,58.0,2.0,6.0,5.0,3.1,9.31,7.76,20.17,Complete Progressor
Goa,Jorge Ortiz Mendoza,1179.0,54.0,104.0,106.0,4.12,7.94,8.09,20.15,Complete Progressor
Spain,Nicholas Williams Arthuer,639.0,22.0,48.0,73.0,3.1,6.76,10.28,20.14,Complete Progressor
Watford,Alessandro Diamanti,76.0,6.0,6.0,5.0,7.11,7.11,5.92,20.14,Complete Progressor
Granada,Alhassane Bangoura,85.0,2.0,12.0,5.0,2.12,12.71,5.29,20.12,Ball Carrier
Angers,Himad Abdelli,152.0,16.0,7.0,11.0,9.47,4.14,6.51,20.119999999999997,Complete Progressor
Everton,Gerard Deulofeu Lázaro,1391.0,60.0,117.0,134.0,3.88,7.57,8.67,20.119999999999997,Complete Progressor
Paris Saint-Germain,Ezequiel Iván Lavezzi,434.0,20.0,26.0,51.0,4.15,5.39,10.58,20.119999999999997,Complete Progressor
Manchester City,Jesús Navas González,2337.0,86.0,179.0,257.0,3.31,6.89,9.9,20.1,Complete Progressor
Bayer Leverkusen,Nadiem Amiri,94.0,6.0,10.0,5.0,5.74,9.57,4.79,20.1,Complete Progressor
Southampton,Dušan Tadić,2295.0,139.0,146.0,226.0,5.45,5.73,8.86,20.04,Complete Progressor
Netherlands,René van de Kerkhof,36.0,2.0,3.0,3.0,5.0,7.5,7.5,20.0,Complete Progressor
Borussia Mönchengladbach,Branimir Hrgota,90.0,4.0,5.0,11.0,4.0,5.0,11.0,20.0,Complete Progressor
Barcelona,Francesc Fàbregas i Soler,5607.0,520.0,310.0,413.0,8.35,4.98,6.63,19.96,Complete Progressor
France Women's,Vicki Becho,266.0,10.0,26.0,23.0,3.38,8.8,7.78,19.96,Complete Progressor
Paris Saint-Germain,Neymar da Silva Santos Junior,2797.0,170.0,204.0,246.0,5.47,6.56,7.92,19.95,Complete Progressor
Genoa,Diego Perotti,1089.0,59.0,95.0,87.0,4.88,7.85,7.19,19.92,Complete Progressor
Germany,Toni Kroos,1144.0,175.0,62.0,16.0,13.77,4.88,1.26,19.91,Complete Progressor
Real Madrid,Lucas Vázquez Iglesias,1503.0,71.0,95.0,166.0,4.25,5.69,9.94,19.880000000000003,Complete Progressor
OL Reign,Megan Anna Rapinoe,462.0,20.0,32.0,50.0,3.9,6.23,9.74,19.87,Complete Progressor
Marseille,Jonathan Clauss,118.0,5.0,8.0,13.0,3.81,6.1,9.92,19.83,Complete Progressor
Arsenal,Alex Iwobi,627.0,44.0,47.0,47.0,6.32,6.75,6.75,19.82,Complete Progressor
Bayern Munich,Mathys Tel,50.0,2.0,3.0,6.0,3.6,5.4,10.8,19.8,Complete Progressor
Barcelona,Aliaksandr Hleb,291.0,8.0,21.0,35.0,2.47,6.49,10.82,19.78,Ball Carrier
Spain,Pablo Sarabia García,264.0,7.0,14.0,37.0,2.39,4.77,12.61,19.77,Ball Carrier
Portugal,Adrien Sebastian Perruchet Silva,164.0,25.0,8.0,3.0,13.72,4.39,1.65,19.759999999999998,Complete Progressor
Stade de Reims,Junya Ito,82.0,5.0,6.0,7.0,5.49,6.59,7.68,19.759999999999998,Complete Progressor
Sweden,Nils Liedholm,87.0,7.0,6.0,6.0,7.24,6.21,6.21,19.66,Complete Progressor
Arsenal,Mesut Özil,3096.0,224.0,171.0,281.0,6.51,4.97,8.17,19.65,Complete Progressor
Chelsea,Jesper Grønkjær,55.0,2.0,4.0,6.0,3.27,6.55,9.82,19.64,Complete Progressor
Germany,Joshua Kimmich,1422.0,90.0,64.0,156.0,5.7,4.05,9.87,19.619999999999997,Complete Progressor
Chelsea,Adrian Mutu,138.0,1.0,12.0,17.0,0.65,7.83,11.09,19.57,Ball Carrier
RC Deportivo La Coruña,Miguel Filipe Nunes Cardoso,46.0,3.0,3.0,4.0,5.87,5.87,7.83,19.57,Complete Progressor
Bayer Leverkusen,Amine Adli,926.0,36.0,67.0,98.0,3.5,6.51,9.52,19.53,Complete Progressor
Palermo,Norbert Sándor Balogh,60.0,1.0,3.0,9.0,1.5,4.5,13.5,19.5,Ball Carrier
Austria Women's,Lisa Makas,37.0,1.0,2.0,5.0,2.43,4.86,12.16,19.450000000000003,Ball Carrier
Napoli,Nathaniel Chalobah,37.0,2.0,1.0,5.0,4.86,2.43,12.16,19.450000000000003,Progressive Passer
Mozambique,Shaquille Momad Nangy,37.0,5.0,2.0,1.0,12.16,4.86,2.43,19.45,Complete Progressor
North Carolina Courage,Jessica McDonald,903.0,30.0,60.0,105.0,2.99,5.98,10.47,19.44,Ball Carrier
United States Women's,Sophia Olivia Smith,375.0,11.0,32.0,38.0,2.64,7.68,9.12,19.439999999999998,Ball Carrier
Sweden Women's,Johanna Rytting-Kaneryd,1093.0,39.0,90.0,107.0,3.21,7.41,8.81,19.43,Complete Progressor
Germany,Mario Götze,51.0,2.0,4.0,5.0,3.53,7.06,8.82,19.41,Complete Progressor
Bayer Leverkusen,Jeremie Frimpong,2254.0,50.0,191.0,245.0,2.0,7.63,9.78,19.409999999999997,Ball Carrier
Germany Women's,Klara Bühl,1165.0,34.0,98.0,119.0,2.63,7.57,9.19,19.39,Ball Carrier
Manchester City WFC,Rosemary Kathleen Lavelle,502.0,25.0,36.0,47.0,4.48,6.45,8.43,19.36,Complete Progressor
Borussia Mönchengladbach,Jonas Hofmann,219.0,8.0,19.0,20.0,3.29,7.81,8.22,19.32,Complete Progressor
