match_id,team,progressive_passes,progressive_carries,progressive_passes_received,progressive_actions,progressive_carry_pct,progressive_pass_pct
3754013,Chelsea,40.0,27.0,40.0,107.0,25.23,37.38
3754013,Leicester City,15.0,10.0,15.0,40.0,25.0,37.5
3754014,Manchester United,28.0,23.0,28.0,79.0,29.11,35.44
3754014,Stoke City,20.0,26.0,20.0,66.0,39.39,30.3
3754015,Manchester City,20.0,16.0,20.0,56.0,28.57,35.71
3754015,Manchester United,32.0,22.0,32.0,86.0,25.58,37.21
3754016,Newcastle United,18.0,20.0,18.0,56.0,35.71,32.14
3754016,Southampton,31.0,26.0,31.0,88.0,29.55,35.23
3754017,Aston Villa,29.0,29.0,29.0,87.0,33.33,33.33
3754017,Swansea City,39.0,19.0,39.0,97.0,19.59,40.21
3754018,Liverpool,18.0,14.0,18.0,50.0,28.0,36.0
3754018,Swansea City,32.0,16.0,32.0,80.0,20.0,40.0
3754019,Chelsea,13.0,14.0,13.0,40.0,35.0,32.5
3754019,Manchester United,53.0,48.0,53.0,154.0,31.17,34.42
3754020,AFC Bournemouth,20.0,17.0,20.0,57.0,29.82,35.09
3754020,Liverpool,28.0,27.0,28.0,83.0,32.53,33.73
3754021,AFC Bournemouth,26.0,19.0,26.0,71.0,26.76,36.62
3754021,West Ham United,18.0,14.0,18.0,50.0,28.0,36.0
3754022,Crystal Palace,7.0,14.0,7.0,28.0,50.0,25.0
3754022,Norwich City,18.0,13.0,18.0,49.0,26.53,36.73
3754023,AFC Bournemouth,20.0,20.0,20.0,60.0,33.33,33.33
3754023,Leicester City,11.0,15.0,11.0,37.0,40.54,29.73
3754024,Newcastle United,21.0,26.0,21.0,68.0,38.24,30.88
3754024,Swansea City,29.0,23.0,29.0,81.0,28.4,35.8
3754025,Chelsea,41.0,45.0,41.0,127.0,35.43,32.28
3754025,Sunderland,20.0,15.0,20.0,55.0,27.27,36.36
3754026,Crystal Palace,31.0,21.0,31.0,83.0,25.3,37.35
3754026,Stoke City,20.0,23.0,20.0,63.0,36.51,31.75
3754027,Sunderland,14.0,10.0,14.0,38.0,26.32,36.84
3754027,Tottenham Hotspur,55.0,37.0,55.0,147.0,25.17,37.41
3754028,Manchester City,28.0,22.0,28.0,78.0,28.21,35.9
3754028,Southampton,25.0,16.0,25.0,66.0,24.24,37.88
3754029,Aston Villa,17.0,21.0,17.0,55.0,38.18,30.91
3754029,Tottenham Hotspur,30.0,24.0,30.0,84.0,28.57,35.71
3754030,Everton,34.0,26.0,34.0,94.0,27.66,36.17
3754030,Watford,29.0,26.0,29.0,84.0,30.95,34.52
3754031,Manchester United,47.0,40.0,47.0,134.0,29.85,35.07
3754031,Sunderland,11.0,16.0,11.0,38.0,42.11,28.95
3754032,Norwich City,23.0,26.0,23.0,72.0,36.11,31.94
3754032,Stoke City,58.0,33.0,58.0,149.0,22.15,38.93
3754033,Everton,18.0,8.0,18.0,44.0,18.18,40.91
3754033,Leicester City,30.0,34.0,30.0,94.0,36.17,31.91
3754034,Everton,42.0,26.0,42.0,110.0,23.64,38.18
3754034,Southampton,49.0,32.0,49.0,130.0,24.62,37.69
3754035,Manchester City,33.0,29.0,33.0,95.0,30.53,34.74
3754035,West Bromwich Albion,27.0,23.0,27.0,77.0,29.87,35.06
3754036,Aston Villa,31.0,19.0,31.0,81.0,23.46,38.27
3754036,Sunderland,16.0,19.0,16.0,51.0,37.25,31.37
3754037,AFC Bournemouth,33.0,41.0,33.0,107.0,38.32,30.84
3754037,Everton,40.0,34.0,40.0,114.0,29.82,35.09
3754038,Arsenal,52.0,34.0,52.0,138.0,24.64,37.68
3754038,Norwich City,29.0,34.0,29.0,92.0,36.96,31.52
3754039,Crystal Palace,21.0,18.0,21.0,60.0,30.0,35.0
3754039,Watford,15.0,13.0,15.0,43.0,30.23,34.88
3754040,Liverpool,61.0,40.0,61.0,162.0,24.69,37.65
3754040,Norwich City,13.0,15.0,13.0,41.0,36.59,31.71
3754041,Arsenal,61.0,44.0,61.0,166.0,26.51,36.75
3754041,Aston Villa,26.0,23.0,26.0,75.0,30.67,34.67
3754042,Liverpool,27.0,22.0,27.0,76.0,28.95,35.53
3754042,West Bromwich Albion,18.0,14.0,18.0,50.0,28.0,36.0
3754043,AFC Bournemouth,9.0,14.0,9.0,32.0,43.75,28.12
3754043,Tottenham Hotspur,41.0,27.0,41.0,109.0,24.77,37.61
3754044,Manchester United,37.0,34.0,37.0,108.0,31.48,34.26
3754044,Norwich City,20.0,26.0,20.0,66.0,39.39,30.3
3754045,Leicester City,16.0,9.0,16.0,41.0,21.95,39.02
3754045,Manchester City,43.0,41.0,43.0,127.0,32.28,33.86
3754046,Crystal Palace,31.0,24.0,31.0,86.0,27.91,36.05
3754046,Everton,53.0,35.0,53.0,141.0,24.82,37.59
3754047,Liverpool,40.0,23.0,40.0,103.0,22.33,38.83
3754047,Swansea City,34.0,20.0,34.0,88.0,22.73,38.64
3754048,Crystal Palace,41.0,42.0,41.0,124.0,33.87,33.06
3754048,Everton,8.0,14.0,8.0,30.0,46.67,26.67
3754049,Leicester City,32.0,31.0,32.0,95.0,32.63,33.68
3754049,Norwich City,30.0,30.0,30.0,90.0,33.33,33.33
3754050,Crystal Palace,20.0,20.0,20.0,60.0,33.33,33.33
3754050,Sunderland,27.0,25.0,27.0,79.0,31.65,34.18
3754051,Liverpool,27.0,15.0,27.0,69.0,21.74,39.13
3754051,Watford,9.0,9.0,9.0,27.0,33.33,33.33
3754052,Norwich City,20.0,19.0,20.0,59.0,32.2,33.9
3754052,West Bromwich Albion,15.0,11.0,15.0,41.0,26.83,36.59
3754053,Aston Villa,22.0,30.0,22.0,74.0,40.54,29.73
3754053,Tottenham Hotspur,33.0,24.0,33.0,90.0,26.67,36.67
3754054,Manchester City,48.0,45.0,48.0,141.0,31.91,34.04
3754054,Sunderland,23.0,14.0,23.0,60.0,23.33,38.33
3754055,Chelsea,30.0,34.0,30.0,94.0,36.17,31.91
3754055,Liverpool,52.0,44.0,52.0,148.0,29.73,35.14
3754056,Everton,60.0,42.0,60.0,162.0,25.93,37.04
3754056,Stoke City,29.0,15.0,29.0,73.0,20.55,39.73
3754057,Norwich City,22.0,17.0,22.0,61.0,27.87,36.07
3754057,Tottenham Hotspur,29.0,29.0,29.0,87.0,33.33,33.33
3754058,AFC Bournemouth,16.0,21.0,16.0,53.0,39.62,30.19
3754058,Leicester City,52.0,28.0,52.0,132.0,21.21,39.39
3754059,Chelsea,32.0,42.0,32.0,106.0,39.62,30.19
3754059,West Bromwich Albion,29.0,19.0,29.0,77.0,24.68,37.66
3754060,Everton,31.0,19.0,31.0,81.0,23.46,38.27
3754060,Liverpool,29.0,20.0,29.0,78.0,25.64,37.18
3754061,Chelsea,32.0,31.0,32.0,95.0,32.63,33.68
3754061,Stoke City,29.0,35.0,29.0,93.0,37.63,31.18
3754062,Chelsea,37.0,32.0,37.0,106.0,30.19,34.91
3754062,West Bromwich Albion,25.0,14.0,25.0,64.0,21.88,39.06
3754063,Aston Villa,23.0,16.0,23.0,62.0,25.81,37.1
3754063,Watford,44.0,33.0,44.0,121.0,27.27,36.36
3754064,Liverpool,21.0,24.0,21.0,66.0,36.36,31.82
3754064,Southampton,45.0,29.0,45.0,119.0,24.37,37.82
3754065,Leicester City,10.0,15.0,10.0,35.0,42.86,28.57
3754065,Tottenham Hotspur,33.0,28.0,33.0,94.0,29.79,35.11
3754066,Chelsea,29.0,35.0,29.0,93.0,37.63,31.18
3754066,Manchester City,43.0,36.0,43.0,122.0,29.51,35.25
3754067,Crystal Palace,13.0,12.0,13.0,38.0,31.58,34.21
3754067,West Ham United,28.0,37.0,28.0,93.0,39.78,30.11
3754068,Aston Villa,17.0,25.0,17.0,59.0,42.37,28.81
3754068,West Bromwich Albion,28.0,18.0,28.0,74.0,24.32,37.84
3754069,Arsenal,45.0,32.0,45.0,122.0,26.23,36.89
3754069,Newcastle United,37.0,30.0,37.0,104.0,28.85,35.58
3754070,Aston Villa,19.0,15.0,19.0,53.0,28.3,35.85
3754070,Newcastle United,24.0,24.0,24.0,72.0,33.33,33.33
3754071,Sunderland,23.0,17.0,23.0,63.0,26.98,36.51
3754071,Swansea City,16.0,14.0,16.0,46.0,30.43,34.78
3754072,Sunderland,36.0,42.0,36.0,114.0,36.84,31.58
3754072,Watford,26.0,23.0,26.0,75.0,30.67,34.67
3754073,AFC Bournemouth,19.0,23.0,19.0,61.0,37.7,31.15
3754073,Chelsea,37.0,27.0,37.0,101.0,26.73,36.63
3754074,Swansea City,17.0,15.0,17.0,49.0,30.61,34.69
3754074,Tottenham Hotspur,35.0,29.0,35.0,99.0,29.29,35.35
3754075,Aston Villa,25.0,37.0,25.0,87.0,42.53,28.74
3754075,Chelsea,52.0,28.0,52.0,132.0,21.21,39.39
3754076,Sunderland,12.0,17.0,12.0,41.0,41.46,29.27
3754076,West Ham United,34.0,32.0,34.0,100.0,32.0,34.0
3754077,Manchester City,74.0,49.0,74.0,197.0,24.87,37.56
3754077,West Ham United,14.0,24.0,14.0,52.0,46.15,26.92
3754078,Chelsea,36.0,39.0,36.0,111.0,35.14,32.43
3754078,Swansea City,21.0,24.0,21.0,66.0,36.36,31.82
3754079,Manchester City,70.0,67.0,70.0,207.0,32.37,33.82
3754079,Newcastle United,17.0,9.0,17.0,43.0,20.93,39.53
3754080,Tottenham Hotspur,39.0,31.0,39.0,109.0,28.44,35.78
3754080,Watford,3.0,5.0,3.0,11.0,45.45,27.27
3754081,Manchester United,23.0,29.0,23.0,75.0,38.67,30.67
3754081,West Bromwich Albion,40.0,24.0,40.0,104.0,23.08,38.46
3754082,Everton,45.0,30.0,45.0,120.0,25.0,37.5
3754082,Sunderland,18.0,27.0,18.0,63.0,42.86,28.57
3754083,Chelsea,64.0,49.0,64.0,177.0,27.68,36.16
3754083,Crystal Palace,24.0,19.0,24.0,67.0,28.36,35.82
3754084,Aston Villa,44.0,44.0,44.0,132.0,33.33,33.33
3754084,West Bromwich Albion,17.0,16.0,17.0,50.0,32.0,34.0
3754085,Leicester City,29.0,35.0,29.0,93.0,37.63,31.18
3754085,Swansea City,32.0,25.0,32.0,89.0,28.09,35.96
3754086,Watford,30.0,19.0,30.0,79.0,24.05,37.97
3754086,West Ham United,27.0,16.0,27.0,70.0,22.86,38.57
3754087,Liverpool,28.0,27.0,28.0,83.0,32.53,33.73
3754087,Tottenham Hotspur,29.0,35.0,29.0,93.0,37.63,31.18
3754088,Manchester United,46.0,21.0,46.0,113.0,18.58,40.71
3754088,Newcastle United,33.0,26.0,33.0,92.0,28.26,35.87
3754089,AFC Bournemouth,22.0,21.0,22.0,65.0,32.31,33.85
3754089,Crystal Palace,32.0,21.0,32.0,85.0,24.71,37.65
3754090,Newcastle United,40.0,29.0,40.0,109.0,26.61,36.7
3754090,Stoke City,42.0,47.0,42.0,131.0,35.88,32.06
3754091,Stoke City,15.0,16.0,15.0,46.0,34.78,32.61
3754091,Watford,13.0,17.0,13.0,43.0,39.53,30.23
3754092,Chelsea,20.0,24.0,20.0,64.0,37.5,31.25
3754092,Tottenham Hotspur,29.0,26.0,29.0,84.0,30.95,34.52
3754093,Chelsea,13.0,8.0,13.0,34.0,23.53,38.24
3754093,Tottenham Hotspur,11.0,12.0,11.0,34.0,35.29,32.35
3754094,Manchester United,35.0,31.0,35.0,101.0,30.69,34.65
3754094,Stoke City,23.0,19.0,23.0,65.0,29.23,35.38
3754095,Manchester City,28.0,26.0,28.0,82.0,31.71,34.15
3754095,Sunderland,18.0,17.0,18.0,53.0,32.08,33.96
3754096,Stoke City,23.0,22.0,23.0,68.0,32.35,33.82
3754096,West Ham United,39.0,44.0,39.0,122.0,36.07,31.97
3754097,Manchester United,33.0,25.0,33.0,91.0,27.47,36.26
3754097,Tottenham Hotspur,23.0,14.0,23.0,60.0,23.33,38.33
3754098,Chelsea,26.0,22.0,26.0,74.0,29.73,35.14
3754098,Liverpool,38.0,31.0,38.0,107.0,28.97,35.51
3754099,Crystal Palace,25.0,28.0,25.0,78.0,35.9,32.05
3754099,West Bromwich Albion,10.0,11.0,10.0,31.0,35.48,32.26
3754100,Newcastle United,34.0,26.0,34.0,94.0,27.66,36.17
3754100,Sunderland,18.0,12.0,18.0,48.0,25.0,37.5
3754101,Norwich City,23.0,13.0,23.0,59.0,22.03,38.98
3754101,Southampton,32.0,17.0,32.0,81.0,20.99,39.51
3754102,Newcastle United,29.0,29.0,29.0,87.0,33.33,33.33
3754102,Norwich City,34.0,27.0,34.0,95.0,28.42,35.79
3754103,Chelsea,43.0,36.0,43.0,122.0,29.51,35.25
3754103,Watford,23.0,19.0,23.0,65.0,29.23,35.38
3754104,Norwich City,25.0,30.0,25.0,80.0,37.5,31.25
3754104,Stoke City,29.0,16.0,29.0,74.0,21.62,39.19
3754105,Everton,25.0,23.0,25.0,73.0,31.51,34.25
3754105,West Bromwich Albion,33.0,24.0,33.0,90.0,26.67,36.67
3754106,Aston Villa,22.0,19.0,22.0,63.0,30.16,34.92
3754106,Leicester City,45.0,43.0,45.0,133.0,32.33,33.83
3754107,Aston Villa,26.0,26.0,26.0,78.0,33.33,33.33
3754107,Manchester United,38.0,31.0,38.0,107.0,28.97,35.51
3754108,Chelsea,24.0,20.0,24.0,68.0,29.41,35.29
3754108,Sunderland,33.0,37.0,33.0,103.0,35.92,32.04
3754109,Tottenham Hotspur,33.0,43.0,33.0,109.0,39.45,30.28
3754109,West Ham United,19.0,23.0,19.0,61.0,37.7,31.15
3754110,Manchester City,37.0,45.0,37.0,119.0,37.82,31.09
3754110,West Ham United,25.0,24.0,25.0,74.0,32.43,33.78
3754111,Arsenal,15.0,29.0,15.0,59.0,49.15,25.42
3754111,Chelsea,28.0,23.0,28.0,79.0,29.11,35.44
3754112,Newcastle United,31.0,16.0,31.0,78.0,20.51,39.74
3754112,Southampton,30.0,17.0,30.0,77.0,22.08,38.96
3754113,Aston Villa,15.0,12.0,15.0,42.0,28.57,35.71
3754113,Southampton,55.0,41.0,55.0,151.0,27.15,36.42
3754114,Chelsea,38.0,29.0,38.0,105.0,27.62,36.19
3754114,Crystal Palace,25.0,15.0,25.0,65.0,23.08,38.46
3754115,Aston Villa,15.0,18.0,15.0,48.0,37.5,31.25
3754115,Chelsea,28.0,23.0,28.0,79.0,29.11,35.44
3754116,Chelsea,52.0,55.0,52.0,159.0,34.59,32.7
3754116,Swansea City,25.0,29.0,25.0,79.0,36.71,31.65
3754117,Arsenal,41.0,28.0,41.0,110.0,25.45,37.27
3754117,Aston Villa,42.0,24.0,42.0,108.0,22.22,38.89
3754118,Arsenal,39.0,37.0,39.0,115.0,32.17,33.91
3754118,Watford,18.0,22.0,18.0,58.0,37.93,31.03
3754119,Newcastle United,30.0,21.0,30.0,81.0,25.93,37.04
3754119,Sunderland,25.0,14.0,25.0,64.0,21.88,39.06
3754120,Southampton,15.0,12.0,15.0,42.0,28.57,35.71
3754120,West Ham United,27.0,33.0,27.0,87.0,37.93,31.03
3754121,AFC Bournemouth,21.0,24.0,21.0,66.0,36.36,31.82
3754121,Watford,12.0,8.0,12.0,32.0,25.0,37.5
3754122,Stoke City,26.0,15.0,26.0,67.0,22.39,38.81
3754122,West Bromwich Albion,31.0,23.0,31.0,85.0,27.06,36.47
3754123,Everton,35.0,34.0,35.0,104.0,32.69,33.65
3754123,Norwich City,31.0,25.0,31.0,87.0,28.74,35.63
3754124,Manchester City,52.0,40.0,52.0,144.0,27.78,36.11
3754124,Manchester United,25.0,22.0,25.0,72.0,30.56,34.72
3754125,Chelsea,63.0,39.0,63.0,165.0,23.64,38.18
3754125,Everton,18.0,21.0,18.0,57.0,36.84,31.58
3754126,Arsenal,47.0,43.0,47.0,137.0,31.39,34.31
3754126,Everton,22.0,26.0,22.0,70.0,37.14,31.43
3754127,Everton,13.0,22.0,13.0,48.0,45.83,27.08
3754127,Stoke City,56.0,36.0,56.0,148.0,24.32,37.84
3754128,AFC Bournemouth,32.0,24.0,32.0,88.0,27.27,36.36
3754128,Aston Villa,19.0,17.0,19.0,55.0,30.91,34.55
3754129,Arsenal,53.0,25.0,53.0,131.0,19.08,40.46
3754129,Liverpool,27.0,22.0,27.0,76.0,28.95,35.53
3754130,Aston Villa,23.0,21.0,23.0,67.0,31.34,34.33
3754130,Norwich City,16.0,18.0,16.0,50.0,36.0,32.0
3754131,AFC Bournemouth,34.0,30.0,34.0,98.0,30.61,34.69
3754131,West Ham United,30.0,20.0,30.0,80.0,25.0,37.5
3754132,Stoke City,23.0,14.0,23.0,60.0,23.33,38.33
3754132,Sunderland,19.0,23.0,19.0,61.0,37.7,31.15
3754133,Norwich City,56.0,38.0,56.0,150.0,25.33,37.33
3754133,West Bromwich Albion,19.0,11.0,19.0,49.0,22.45,38.78
3754134,Manchester United,25.0,22.0,25.0,72.0,30.56,34.72
3754134,West Ham United,22.0,19.0,22.0,63.0,30.16,34.92
3754135,Manchester City,33.0,34.0,33.0,100.0,34.0,33.0
3754135,Stoke City,29.0,21.0,29.0,79.0,26.58,36.71
3754136,Aston Villa,24.0,16.0,24.0,64.0,25.0,37.5
3754136,Newcastle United,35.0,28.0,35.0,98.0,28.57,35.71
3754137,Everton,12.0,11.0,12.0,35.0,31.43,34.29
3754137,Southampton,38.0,31.0,38.0,107.0,28.97,35.51
3754138,Crystal Palace,19.0,20.0,19.0,58.0,34.48,32.76
3754138,Norwich City,27.0,26.0,27.0,80.0,32.5,33.75
3754139,Southampton,15.0,9.0,15.0,39.0,23.08,38.46
3754139,Swansea City,30.0,24.0,30.0,84.0,28.57,35.71
3754140,Everton,27.0,20.0,27.0,74.0,27.03,36.49
3754140,Tottenham Hotspur,54.0,26.0,54.0,134.0,19.4,40.3
3754141,Arsenal,69.0,48.0,69.0,186.0,25.81,37.1
3754141,West Ham United,12.0,18.0,12.0,42.0,42.86,28.57
3754142,Everton,32.0,15.0,32.0,79.0,18.99,40.51
3754142,Manchester City,32.0,35.0,32.0,99.0,35.35,32.32
3754143,Liverpool,44.0,29.0,44.0,117.0,24.79,37.61
3754143,Newcastle United,21.0,15.0,21.0,57.0,26.32,36.84
3754144,AFC Bournemouth,25.0,37.0,25.0,87.0,42.53,28.74
3754144,Manchester City,52.0,42.0,52.0,146.0,28.77,35.62
3754145,Manchester City,33.0,23.0,33.0,89.0,25.84,37.08
3754145,West Bromwich Albion,23.0,17.0,23.0,63.0,26.98,36.51
3754146,Leicester City,29.0,27.0,29.0,85.0,31.76,34.12
3754146,Stoke City,36.0,29.0,36.0,101.0,28.71,35.64
3754147,Manchester City,28.0,26.0,28.0,82.0,31.71,34.15
3754147,Tottenham Hotspur,33.0,24.0,33.0,90.0,26.67,36.67
3754148,Sunderland,25.0,24.0,25.0,74.0,32.43,33.78
3754148,Tottenham Hotspur,23.0,24.0,23.0,70.0,34.29,32.86
3754149,Manchester City,39.0,38.0,39.0,116.0,32.76,33.62
3754149,Swansea City,19.0,17.0,19.0,55.0,30.91,34.55
3754150,Stoke City,25.0,25.0,25.0,75.0,33.33,33.33
3754150,Sunderland,25.0,33.0,25.0,83.0,39.76,30.12
3754151,Norwich City,22.0,22.0,22.0,66.0,33.33,33.33
3754151,Swansea City,36.0,26.0,36.0,98.0,26.53,36.73
3754152,Leicester City,30.0,36.0,30.0,96.0,37.5,31.25
3754152,Sunderland,28.0,20.0,28.0,76.0,26.32,36.84
3754153,Crystal Palace,10.0,22.0,10.0,42.0,52.38,23.81
3754153,Stoke City,34.0,35.0,34.0,103.0,33.98,33.01
3754154,Liverpool,44.0,23.0,44.0,111.0,20.72,39.64
3754154,Newcastle United,20.0,21.0,20.0,61.0,34.43,32.79
3754155,Watford,17.0,14.0,17.0,48.0,29.17,35.42
3754155,West Bromwich Albion,48.0,47.0,48.0,143.0,32.87,33.57
3754156,Leicester City,31.0,24.0,31.0,86.0,27.91,36.05
3754156,Watford,23.0,12.0,23.0,58.0,20.69,39.66
3754157,AFC Bournemouth,38.0,36.0,38.0,112.0,32.14,33.93
3754157,Everton,15.0,19.0,15.0,49.0,38.78,30.61
3754158,Swansea City,27.0,30.0,27.0,84.0,35.71,32.14
3754158,West Ham United,42.0,50.0,42.0,134.0,37.31,31.34
3754159,AFC Bournemouth,9.0,20.0,9.0,38.0,52.63,23.68
3754159,Manchester United,43.0,46.0,43.0,132.0,34.85,32.58
3754160,Arsenal,65.0,45.0,65.0,175.0,25.71,37.14
3754160,Sunderland,22.0,25.0,22.0,69.0,36.23,31.88
3754161,Swansea City,38.0,26.0,38.0,102.0,25.49,37.25
3754161,Watford,14.0,6.0,14.0,34.0,17.65,41.18
3754162,AFC Bournemouth,33.0,24.0,33.0,90.0,26.67,36.67
3754162,Manchester United,42.0,26.0,42.0,110.0,23.64,38.18
3754163,Everton,52.0,38.0,52.0,142.0,26.76,36.62
3754163,Swansea City,27.0,17.0,27.0,71.0,23.94,38.03
3754164,Southampton,44.0,24.0,44.0,112.0,21.43,39.29
3754164,Sunderland,10.0,11.0,10.0,31.0,35.48,32.26
3754165,Leicester City,13.0,10.0,13.0,36.0,27.78,36.11
3754165,Manchester United,58.0,55.0,58.0,171.0,32.16,33.92
3754166,Everton,37.0,29.0,37.0,103.0,28.16,35.92
3754166,Leicester City,14.0,16.0,14.0,44.0,36.36,31.82
3754167,Manchester City,47.0,30.0,47.0,124.0,24.19,37.9
3754167,Norwich City,12.0,15.0,12.0,39.0,38.46,30.77
3754168,Southampton,30.0,17.0,30.0,77.0,22.08,38.96
3754168,West Bromwich Albion,24.0,28.0,24.0,76.0,36.84,31.58
3754169,AFC Bournemouth,26.0,30.0,26.0,82.0,36.59,31.71
3754169,Sunderland,18.0,21.0,18.0,57.0,36.84,31.58
3754170,Crystal Palace,15.0,12.0,15.0,42.0,28.57,35.71
3754170,Newcastle United,28.0,22.0,28.0,78.0,28.21,35.9
3754171,Arsenal,28.0,21.0,28.0,77.0,27.27,36.36
3754171,Manchester United,55.0,46.0,55.0,156.0,29.49,35.26
3754172,Norwich City,18.0,17.0,18.0,53.0,32.08,33.96
3754172,Sunderland,17.0,15.0,17.0,49.0,30.61,34.69
3754173,AFC Bournemouth,30.0,33.0,30.0,93.0,35.48,32.26
3754173,Arsenal,45.0,35.0,45.0,125.0,28.0,36.0
3754174,Arsenal,54.0,29.0,54.0,137.0,21.17,39.42
3754174,Leicester City,31.0,26.0,31.0,88.0,29.55,35.23
3754175,Sunderland,29.0,23.0,29.0,81.0,28.4,35.8
3754175,West Bromwich Albion,13.0,10.0,13.0,36.0,27.78,36.11
3754176,Crystal Palace,27.0,29.0,27.0,83.0,34.94,32.53
3754176,West Ham United,27.0,19.0,27.0,73.0,26.03,36.99
3754177,AFC Bournemouth,27.0,37.0,27.0,91.0,40.66,29.67
3754177,Newcastle United,40.0,38.0,40.0,118.0,32.2,33.9
3754178,Aston Villa,19.0,20.0,19.0,58.0,34.48,32.76
3754178,Watford,8.0,13.0,8.0,29.0,44.83,27.59
3754179,Crystal Palace,20.0,16.0,20.0,56.0,28.57,35.71
3754179,Tottenham Hotspur,31.0,21.0,31.0,83.0,25.3,37.35
3754180,Sunderland,20.0,19.0,20.0,59.0,32.2,33.9
3754180,Swansea City,25.0,27.0,25.0,77.0,35.06,32.47
3754181,Crystal Palace,25.0,22.0,25.0,72.0,30.56,34.72
3754181,Leicester City,25.0,23.0,25.0,73.0,31.51,34.25
3754182,Everton,44.0,38.0,44.0,126.0,30.16,34.92
3754182,Norwich City,31.0,27.0,31.0,89.0,30.34,34.83
3754183,Southampton,47.0,32.0,47.0,126.0,25.4,37.3
3754183,Watford,25.0,22.0,25.0,72.0,30.56,34.72
3754184,Arsenal,59.0,37.0,59.0,155.0,23.87,38.06
3754184,Norwich City,25.0,32.0,25.0,82.0,39.02,30.49
3754185,Manchester United,38.0,28.0,38.0,104.0,26.92,36.54
3754185,Watford,16.0,10.0,16.0,42.0,23.81,38.1
3754186,Leicester City,11.0,15.0,11.0,37.0,40.54,29.73
3754186,Manchester United,61.0,41.0,61.0,163.0,25.15,37.42
3754187,Stoke City,30.0,22.0,30.0,82.0,26.83,36.59
3754187,Tottenham Hotspur,26.0,27.0,26.0,79.0,34.18,32.91
3754188,Southampton,28.0,12.0,28.0,68.0,17.65,41.18
3754188,Tottenham Hotspur,17.0,23.0,17.0,57.0,40.35,29.82
3754189,Southampton,29.0,17.0,29.0,75.0,22.67,38.67
3754189,Watford,30.0,32.0,30.0,92.0,34.78,32.61
3754190,Aston Villa,23.0,27.0,23.0,73.0,36.99,31.51
3754190,Crystal Palace,27.0,40.0,27.0,94.0,42.55,28.72
3754191,AFC Bournemouth,21.0,20.0,21.0,62.0,32.26,33.87
3754191,Southampton,41.0,18.0,41.0,100.0,18.0,41.0
3754192,West Bromwich Albion,24.0,19.0,24.0,67.0,28.36,35.82
3754192,West Ham United,28.0,18.0,28.0,74.0,24.32,37.84
3754193,AFC Bournemouth,30.0,16.0,30.0,76.0,21.05,39.47
3754193,Manchester City,34.0,37.0,34.0,105.0,35.24,32.38
3754194,Everton,28.0,19.0,28.0,75.0,25.33,37.33
3754194,West Ham United,19.0,22.0,19.0,60.0,36.67,31.67
3754195,Newcastle United,30.0,20.0,30.0,80.0,25.0,37.5
3754195,West Bromwich Albion,24.0,26.0,24.0,74.0,35.14,32.43
3754196,Southampton,29.0,18.0,29.0,76.0,23.68,38.16
3754196,Stoke City,47.0,30.0,47.0,124.0,24.19,37.9
3754197,Manchester City,24.0,32.0,24.0,80.0,40.0,30.0
3754197,Tottenham Hotspur,25.0,21.0,25.0,71.0,29.58,35.21
3754198,Liverpool,29.0,31.0,29.0,89.0,34.83,32.58
3754198,Tottenham Hotspur,25.0,18.0,25.0,68.0,26.47,36.76
3754199,Stoke City,24.0,14.0,24.0,62.0,22.58,38.71
3754199,West Ham United,23.0,24.0,23.0,70.0,34.29,32.86
3754200,Manchester United,33.0,25.0,33.0,91.0,27.47,36.26
3754200,Southampton,21.0,8.0,21.0,50.0,16.0,42.0
3754201,Arsenal,42.0,35.0,42.0,119.0,29.41,35.29
3754201,Southampton,16.0,11.0,16.0,43.0,25.58,37.21
3754202,Arsenal,23.0,27.0,23.0,73.0,36.99,31.51
3754202,Stoke City,25.0,24.0,25.0,74.0,32.43,33.78
3754203,Leicester City,20.0,19.0,20.0,59.0,32.2,33.9
3754203,West Ham United,25.0,20.0,25.0,70.0,28.57,35.71
3754204,Aston Villa,37.0,36.0,37.0,110.0,32.73,33.64
3754204,Sunderland,14.0,15.0,14.0,43.0,34.88,32.56
3754205,Arsenal,59.0,42.0,59.0,160.0,26.25,36.88
3754205,Newcastle United,14.0,12.0,14.0,40.0,30.0,35.0
3754206,Manchester City,31.0,34.0,31.0,96.0,35.42,32.29
3754206,Newcastle United,19.0,18.0,19.0,56.0,32.14,33.93
3754207,Norwich City,43.0,49.0,43.0,135.0,36.3,31.85
3754207,Watford,42.0,21.0,42.0,105.0,20.0,40.0
3754208,Liverpool,27.0,18.0,27.0,72.0,25.0,37.5
3754208,Manchester City,25.0,14.0,25.0,64.0,21.88,39.06
3754209,Manchester United,17.0,18.0,17.0,52.0,34.62,32.69
3754209,Tottenham Hotspur,20.0,25.0,20.0,65.0,38.46,30.77
3754210,Manchester United,41.0,38.0,41.0,120.0,31.67,34.17
3754210,Norwich City,24.0,24.0,24.0,72.0,33.33,33.33
3754211,Leicester City,46.0,37.0,46.0,129.0,28.68,35.66
3754211,Newcastle United,10.0,8.0,10.0,28.0,28.57,35.71
3754212,Aston Villa,14.0,11.0,14.0,39.0,28.21,35.9
3754212,Liverpool,54.0,31.0,54.0,139.0,22.3,38.85
3754213,Swansea City,27.0,21.0,27.0,75.0,28.0,36.0
3754213,Watford,21.0,22.0,21.0,64.0,34.38,32.81
3754214,Aston Villa,33.0,36.0,33.0,102.0,35.29,32.35
