match_id,team,possession_pct,passes,total_passes,field_tilt_pct,tilt_differential,territorial_control,pass_efficiency_pct,verticality,final_third_passes,possession_quality_gap,gap_interpretation,possession_style
69262,Real Madrid,38.97,401,1029.0,24.38,3.75,Contested,20.7,Patient,83,-9.79,Direct & Efficient,Contested
69263,Barcelona,74.2,762,1027.0,22.86,-3.86,Contested,22.05,Balanced,168,28.48,Sterile Possession,Contested
69263,Real Zaragoza,25.8,265,1027.0,26.72,3.86,Contested,23.77,Balanced,63,-27.64,Ultra-Efficient,Contested
69264,Barcelona,73.44,882,1201.0,20.2,-4.0,Contested,19.05,Patient,168,33.04,Sterile Possession,Contested
69264,Real Sociedad,26.56,319,1201.0,24.2,4.0,Contested,21.94,Patient,70,-21.84,Ultra-Efficient,Contested
69265,Barcelona,76.87,914,1189.0,24.41,2.5,Contested,22.76,Balanced,208,28.05,Sterile Possession,Contested
69265,Sporting Gijón,23.13,275,1189.0,21.91,-2.5,Contested,19.64,Patient,54,-20.69,Ultra-Efficient,Contested
69267,Barcelona,69.59,659,947.0,18.59,-4.5,Contested,17.3,Horizontal,114,32.41,Sterile Possession,The U-Shape (Sterile)
69267,Xerez,30.41,288,947.0,23.09,4.5,Contested,21.53,Patient,62,-15.77,Ultra-Efficient,Contested
69268,Barcelona,74.91,878,1172.0,24.51,13.64,Strong Control,23.46,Balanced,206,25.89,Sterile Possession,Contested
69268,Villarreal,25.09,294,1172.0,10.87,-13.64,Under Pressure,10.54,Horizontal,31,3.35,Balanced,Counter-Punchers
69269,Barcelona,66.47,662,996.0,21.58,-12.63,Under Pressure,20.69,Patient,137,23.31,Sterile Possession,Contested
69269,Atlético Madrid,33.53,334,996.0,34.21,12.63,Strong Control,32.93,Vertical,110,-34.89,Ultra-Efficient,Efficiency Experts (Elite)
69270,Barcelona,65.83,709,1077.0,25.93,4.78,Contested,24.26,Balanced,172,13.97,Patient Build-up,Contested
69270,Getafe,34.17,368,1077.0,21.15,-4.78,Contested,18.21,Patient,67,-8.13,Direct & Efficient,Contested
69271,Barcelona,69.28,708,1022.0,24.09,-2.15,Contested,23.16,Balanced,164,21.1,Sterile Possession,Contested
69271,Osasuna,30.72,314,1022.0,26.24,2.15,Contested,24.2,Balanced,76,-21.76,Ultra-Efficient,Contested
69272,Barcelona,81.65,1090,1335.0,16.46,-8.42,Under Pressure,14.31,Horizontal,156,48.73,Sterile Possession,The U-Shape (Sterile)
69272,Levante UD,18.35,245,1335.0,24.88,8.42,Strong Control,21.63,Patient,53,-31.41,Ultra-Efficient,Contested
69273,Barcelona,64.22,603,939.0,30.16,0.76,Contested,26.87,Balanced,162,3.9,Balanced,The Steamroller
69273,Real Valladolid,35.78,336,939.0,29.4,-0.76,Contested,23.81,Balanced,80,-23.02,Ultra-Efficient,Contested
69274,Barcelona,55.82,580,1039.0,25.04,0.01,Contested,22.93,Balanced,133,5.74,Patient Build-up,Contested
69274,Valencia,44.18,459,1039.0,25.03,-0.01,Contested,23.75,Balanced,109,-5.88,Direct & Efficient,Contested
69275,Barcelona,56.75,563,992.0,26.37,9.03,Strong Control,23.62,Balanced,133,4.01,Balanced,Contested
69275,Espanyol,43.25,429,992.0,17.34,-9.03,Under Pressure,13.52,Horizontal,58,8.57,Patient Build-up,Counter-Punchers
69276,Barcelona,69.82,835,1196.0,26.31,2.37,Contested,25.15,Balanced,210,17.2,Sterile Possession,Contested
69276,Atlético Madrid,30.18,361,1196.0,23.94,-2.37,Contested,23.55,Balanced,85,-17.7,Ultra-Efficient,Contested
69277,Barcelona,69.29,668,964.0,20.05,-6.13,Contested,18.56,Patient,124,29.19,Sterile Possession,Contested
69277,Osasuna,30.71,296,964.0,26.18,6.13,Contested,20.95,Patient,62,-21.65,Ultra-Efficient,Contested
69278,Barcelona,70.64,835,1182.0,27.85,8.65,Strong Control,26.59,Balanced,222,14.94,Patient Build-up,Contested
69278,Málaga,29.36,347,1182.0,19.2,-8.65,Under Pressure,18.16,Patient,63,-9.04,Direct & Efficient,Counter-Punchers
69279,Barcelona,56.12,527,939.0,23.22,2.58,Contested,19.73,Patient,104,9.68,Patient Build-up,Contested
69279,Real Valladolid,43.88,412,939.0,20.64,-2.58,Contested,19.17,Patient,79,2.6,Balanced,Contested
69280,Barcelona,72.13,854,1184.0,23.08,-3.12,Contested,21.43,Patient,183,25.97,Sterile Possession,Contested
69280,RC Deportivo La Coruña,27.87,330,1184.0,26.2,3.12,Contested,21.21,Patient,70,-24.53,Ultra-Efficient,Contested
69282,Barcelona,77.12,883,1145.0,36.17,20.39,Total Dominance,34.77,Vertical,307,4.78,Balanced,The Steamroller
69282,Athletic Club,22.88,262,1145.0,15.78,-20.39,Pinned Back,14.5,Horizontal,38,-8.68,Direct & Efficient,Counter-Punchers
69283,Barcelona,74.46,892,1198.0,14.12,-10.66,Under Pressure,12.44,Horizontal,111,46.22,Sterile Possession,The U-Shape (Sterile)
69283,Mallorca,25.54,306,1198.0,24.78,10.66,Strong Control,21.9,Patient,67,-24.02,Ultra-Efficient,Contested
69284,Netherlands Women's,56.24,644,1145.0,24.54,-0.19,Contested,22.36,Balanced,144,7.16,Patient Build-up,Contested
69284,Sweden Women's,43.76,501,1145.0,24.73,0.19,Contested,21.16,Patient,106,-5.7,Direct & Efficient,Contested
69285,Barcelona,64.99,581,894.0,26.02,7.66,Contested,23.75,Balanced,138,12.95,Patient Build-up,Contested
69285,Recreativo Huelva,35.01,313,894.0,18.36,-7.66,Contested,13.1,Horizontal,41,-1.71,Balanced,Counter-Punchers
69286,Barcelona,61.59,672,1091.0,18.89,-1.74,Contested,17.41,Horizontal,117,23.81,Sterile Possession,The U-Shape (Sterile)
69286,Racing Santander,38.41,419,1091.0,20.63,1.74,Contested,18.38,Patient,77,-2.85,Balanced,Contested
69287,Barcelona,74.7,797,1067.0,34.27,19.74,Total Dominance,33.63,Vertical,268,6.16,Patient Build-up,The Steamroller
69287,Hércules,25.3,270,1067.0,14.53,-19.74,Pinned Back,12.22,Horizontal,33,-3.76,Balanced,Counter-Punchers
69288,Barcelona,63.88,596,933.0,27.48,-0.02,Contested,25.17,Balanced,150,8.92,Patient Build-up,Contested
69288,Athletic Club,36.12,337,933.0,27.5,0.02,Contested,24.04,Balanced,81,-18.88,Ultra-Efficient,Contested
69289,Barcelona,70.27,695,989.0,30.18,17.02,Total Dominance,28.92,Vertical,201,9.91,Patient Build-up,The Steamroller
69289,Sevilla,29.73,294,989.0,13.16,-17.02,Pinned Back,11.9,Horizontal,35,3.41,Balanced,Counter-Punchers
69291,Barcelona,73.51,852,1159.0,32.28,15.11,Total Dominance,28.99,Vertical,247,8.95,Patient Build-up,The Steamroller
69291,Sevilla,26.49,307,1159.0,17.17,-15.11,Pinned Back,12.05,Horizontal,37,-7.85,Direct & Efficient,Counter-Punchers
69292,Barcelona,56.71,604,1065.0,16.44,-7.34,Contested,15.23,Horizontal,92,23.83,Sterile Possession,The U-Shape (Sterile)
69292,Atlético Madrid,43.29,461,1065.0,23.78,7.34,Contested,20.17,Patient,93,-4.27,Balanced,Contested
69293,Barcelona,81.9,1027,1254.0,23.97,-1.15,Contested,22.2,Balanced,228,33.96,Sterile Possession,Contested
69293,Racing Santander,18.1,227,1254.0,25.12,1.15,Contested,20.7,Patient,47,-32.14,Ultra-Efficient,Contested
69295,Barcelona,72.56,920,1268.0,25.56,14.47,Strong Control,24.57,Balanced,226,21.44,Sterile Possession,Contested
69295,Racing Santander,27.44,348,1268.0,11.09,-14.47,Under Pressure,8.33,Horizontal,29,5.26,Patient Build-up,Counter-Punchers
69296,Barcelona,72.36,869,1201.0,40.02,22.95,Total Dominance,38.43,Ultra-Vertical,334,-7.68,Direct & Efficient,The Steamroller
69296,Hércules,27.64,332,1201.0,17.07,-22.95,Pinned Back,15.66,Horizontal,52,-6.5,Direct & Efficient,Counter-Punchers
69297,Barcelona,67.92,868,1278.0,20.75,7.56,Contested,19.35,Patient,168,26.42,Sterile Possession,Contested
69297,Atlético Madrid,32.08,410,1278.0,13.19,-7.56,Contested,11.46,Horizontal,47,5.7,Patient Build-up,Counter-Punchers
69298,Barcelona,66.43,651,980.0,24.06,-0.86,Contested,23.2,Balanced,151,18.31,Sterile Possession,Contested
69298,Mallorca,33.57,329,980.0,24.92,0.86,Contested,20.97,Patient,69,-16.27,Ultra-Efficient,Contested
69299,Barcelona,66.09,723,1094.0,15.86,-0.27,Contested,14.25,Horizontal,103,34.37,Sterile Possession,The U-Shape (Sterile)
69299,Real Madrid,33.91,371,1094.0,16.13,0.27,Contested,14.56,Horizontal,54,1.65,Balanced,Counter-Punchers
69300,Barcelona,81.05,954,1177.0,44.13,29.04,Total Dominance,42.66,Ultra-Vertical,407,-7.21,Direct & Efficient,The Steamroller
69300,Real Zaragoza,18.95,223,1177.0,15.09,-29.04,Pinned Back,13.45,Horizontal,30,-11.23,Direct & Efficient,Counter-Punchers
69301,England Women's,61.67,568,921.0,24.63,-0.45,Contested,24.3,Balanced,138,12.41,Patient Build-up,Contested
69301,Sweden Women's,38.33,353,921.0,25.08,0.45,Contested,22.66,Balanced,80,-11.83,Direct & Efficient,Contested
69302,Barcelona,75.65,988,1306.0,29.33,15.36,Total Dominance,27.83,Balanced,275,16.99,Sterile Possession,Contested
69302,Real Sociedad,24.35,318,1306.0,13.97,-15.36,Pinned Back,15.09,Horizontal,48,-3.59,Balanced,Counter-Punchers
69303,Barcelona,67.95,774,1139.0,23.61,4.17,Contested,21.45,Patient,166,20.73,Sterile Possession,Contested
69303,Getafe,32.05,365,1139.0,19.44,-4.17,Contested,16.44,Horizontal,60,-6.83,Direct & Efficient,Counter-Punchers
69304,Barcelona,68.96,813,1179.0,29.54,10.72,Strong Control,28.04,Vertical,228,9.88,Patient Build-up,Contested
69304,Villarreal,31.04,366,1179.0,18.82,-10.72,Under Pressure,16.39,Horizontal,60,-6.6,Direct & Efficient,Counter-Punchers
69305,Barcelona,72.27,774,1071.0,30.9,12.25,Strong Control,28.29,Vertical,219,10.47,Patient Build-up,The Steamroller
69305,Almería,27.73,297,1071.0,18.65,-12.25,Under Pressure,15.82,Horizontal,47,-9.57,Direct & Efficient,Counter-Punchers
69306,Barcelona,74.81,873,1167.0,22.06,1.84,Contested,21.42,Patient,187,30.69,Sterile Possession,Contested
69306,Almería,25.19,294,1167.0,20.22,-1.84,Contested,17.01,Horizontal,50,-15.25,Ultra-Efficient,Contested
69307,Barcelona,72.56,809,1115.0,17.18,-11.39,Under Pressure,16.69,Horizontal,135,38.2,Sterile Possession,The U-Shape (Sterile)
69307,Osasuna,27.44,306,1115.0,28.57,11.39,Strong Control,24.51,Balanced,75,-29.7,Ultra-Efficient,Contested
69308,Barcelona,64.33,689,1071.0,23.8,11.98,Strong Control,20.17,Patient,139,16.73,Sterile Possession,Contested
69308,Villarreal,35.67,382,1071.0,11.82,-11.98,Under Pressure,9.42,Horizontal,36,12.03,Patient Build-up,Counter-Punchers
69312,Barcelona,61.5,671,1091.0,30.48,7.78,Contested,28.76,Vertical,193,0.54,Balanced,The Steamroller
69312,Espanyol,38.5,420,1091.0,22.7,-7.78,Contested,19.76,Patient,83,-6.9,Direct & Efficient,Contested
69314,Barcelona,69.01,766,1110.0,31.78,24.23,Total Dominance,29.24,Vertical,224,5.45,Patient Build-up,The Steamroller
69314,Mallorca,30.99,344,1110.0,7.55,-24.23,Pinned Back,7.85,Horizontal,27,15.89,Sterile Possession,Counter-Punchers
69315,Barcelona,72.26,753,1042.0,35.99,25.28,Total Dominance,35.19,Ultra-Vertical,265,0.28,Balanced,The Steamroller
69315,Getafe,27.74,289,1042.0,10.71,-25.28,Pinned Back,9.34,Horizontal,27,6.32,Patient Build-up,Counter-Punchers
69316,Barcelona,69.52,805,1158.0,29.9,6.1,Contested,27.83,Balanced,224,9.72,Patient Build-up,Contested
69316,Real Sociedad,30.48,353,1158.0,23.8,-6.1,Contested,24.08,Balanced,85,-17.12,Ultra-Efficient,Contested
69318,Barcelona,73.12,854,1168.0,43.08,31.21,Total Dominance,41.69,Ultra-Vertical,356,-13.04,Direct & Efficient,The Steamroller
69318,Granada,26.88,314,1168.0,11.87,-31.21,Pinned Back,11.15,Horizontal,35,3.14,Balanced,Counter-Punchers
69319,Barcelona,59.5,673,1131.0,22.26,0.71,Contested,22.73,Balanced,153,14.98,Patient Build-up,Contested
69319,Real Betis,40.5,458,1131.0,21.55,-0.71,Contested,19.65,Patient,90,-2.6,Balanced,Contested
69320,Barcelona,63.73,687,1078.0,22.68,2.55,Contested,20.96,Patient,144,18.37,Sterile Possession,Contested
69320,Espanyol,36.27,391,1078.0,20.13,-2.55,Contested,17.9,Horizontal,70,-3.99,Balanced,Contested
69321,United States Women's,50.54,424,839.0,30.4,9.4,Strong Control,28.07,Vertical,119,-10.26,Direct & Efficient,Attacking
69321,Netherlands Women's,49.46,415,839.0,21.0,-9.4,Under Pressure,17.11,Horizontal,71,7.46,Patient Build-up,Contested
69322,Barcelona,72.57,828,1141.0,28.6,11.6,Strong Control,27.17,Balanced,225,15.37,Sterile Possession,Contested
69322,Racing Santander,27.43,313,1141.0,17.0,-11.6,Under Pressure,15.34,Horizontal,48,-6.57,Direct & Efficient,Counter-Punchers
69323,Barcelona,54.41,605,1112.0,27.72,15.72,Total Dominance,26.78,Balanced,162,-1.03,Balanced,Contested
69323,Athletic Club,45.59,507,1112.0,12.0,-15.72,Pinned Back,10.65,Horizontal,54,21.59,Sterile Possession,Defensive
69324,Barcelona,71.52,688,962.0,27.03,4.13,Contested,26.31,Balanced,181,17.46,Sterile Possession,Contested
69324,Real Madrid,28.48,274,962.0,22.9,-4.13,Contested,18.98,Patient,52,-17.32,Ultra-Efficient,Contested
69325,Barcelona,61.51,628,1021.0,24.83,-3.41,Contested,24.2,Balanced,152,11.85,Patient Build-up,Contested
69325,Mallorca,38.49,393,1021.0,28.24,3.41,Contested,26.21,Balanced,103,-17.99,Ultra-Efficient,Contested
69326,Barcelona,59.0,685,1161.0,20.05,8.04,Strong Control,18.83,Patient,129,18.9,Sterile Possession,Contested
69326,Sevilla,41.0,476,1161.0,12.01,-8.04,Under Pressure,11.55,Horizontal,55,16.98,Sterile Possession,Counter-Punchers
69327,Barcelona,66.81,765,1145.0,22.68,2.88,Contested,21.18,Patient,162,21.45,Sterile Possession,Contested
69327,Real Betis,33.19,380,1145.0,19.8,-2.88,Contested,17.89,Horizontal,68,-6.41,Direct & Efficient,Counter-Punchers
69328,Barcelona,61.94,669,1080.0,34.13,21.28,Total Dominance,31.54,Vertical,211,-6.32,Direct & Efficient,The Steamroller
69328,Valencia,38.06,411,1080.0,12.85,-21.28,Pinned Back,11.92,Horizontal,49,12.36,Patient Build-up,Counter-Punchers
69329,Barcelona,73.0,838,1148.0,40.29,22.4,Total Dominance,39.38,Ultra-Vertical,330,-7.58,Direct & Efficient,The Steamroller
69329,Sevilla,27.0,310,1148.0,17.89,-22.4,Pinned Back,17.1,Horizontal,53,-8.78,Direct & Efficient,Counter-Punchers
69330,Barcelona,62.72,619,987.0,28.28,4.66,Contested,27.14,Balanced,168,6.16,Patient Build-up,Contested
69330,Athletic Club,37.28,368,987.0,23.62,-4.66,Contested,23.64,Balanced,87,-9.96,Direct & Efficient,Contested
69331,Barcelona,67.86,682,1005.0,35.24,15.24,Total Dominance,32.7,Vertical,223,-2.62,Balanced,The Steamroller
69331,Real Zaragoza,32.14,323,1005.0,20.0,-15.24,Pinned Back,18.27,Patient,59,-7.86,Direct & Efficient,Contested
69332,Barcelona,60.34,560,928.0,26.49,6.35,Contested,24.64,Balanced,138,7.36,Patient Build-up,Contested
69332,Rayo Vallecano,39.66,368,928.0,20.14,-6.35,Contested,18.75,Patient,69,-0.62,Balanced,Contested
69333,Barcelona,72.88,790,1084.0,30.61,1.64,Contested,29.11,Vertical,230,11.66,Patient Build-up,The Steamroller
69333,Levante UD,27.12,294,1084.0,28.97,-1.64,Contested,26.19,Balanced,77,-30.82,Ultra-Efficient,Contested
69334,Barcelona,60.97,653,1071.0,23.37,-3.13,Contested,21.59,Patient,141,14.23,Patient Build-up,Contested
69334,Real Madrid,39.03,418,1071.0,26.5,3.13,Contested,24.88,Balanced,104,-13.97,Direct & Efficient,Contested
69335,Barcelona,73.09,918,1256.0,23.03,-1.34,Contested,21.68,Patient,199,27.03,Sterile Possession,Contested
69335,Málaga,26.91,338,1256.0,24.37,1.34,Contested,22.49,Balanced,76,-21.83,Ultra-Efficient,Contested
69336,Barcelona,68.18,660,968.0,33.77,14.04,Strong Control,31.52,Vertical,208,0.64,Balanced,The Steamroller
69336,Osasuna,31.82,308,968.0,19.73,-14.04,Under Pressure,18.18,Patient,56,-7.64,Direct & Efficient,Counter-Punchers
69337,Barcelona,72.04,760,1055.0,27.09,-3.42,Contested,24.47,Balanced,186,17.86,Sterile Possession,Contested
69337,Atlético Madrid,27.96,295,1055.0,30.51,3.42,Contested,28.81,Vertical,85,-33.06,Ultra-Efficient,Efficiency Experts (Elite)
69338,Barcelona,65.9,684,1038.0,29.19,9.68,Strong Control,25.58,Balanced,175,7.52,Patient Build-up,Contested
69338,Villarreal,34.1,354,1038.0,19.51,-9.68,Under Pressure,15.54,Horizontal,55,-4.92,Balanced,Counter-Punchers
69340,Barcelona,65.51,752,1148.0,25.96,3.84,Contested,23.8,Balanced,179,13.59,Patient Build-up,Contested
69340,Málaga,34.49,396,1148.0,22.12,-3.84,Contested,18.69,Patient,74,-9.75,Direct & Efficient,Contested
69343,Barcelona,75.41,834,1106.0,38.53,25.92,Total Dominance,34.89,Vertical,291,-1.65,Balanced,The Steamroller
69343,Getafe,24.59,272,1106.0,12.61,-25.92,Pinned Back,11.03,Horizontal,30,-0.63,Balanced,Counter-Punchers
70219,Barcelona,75.17,675,898.0,28.53,-1.12,Contested,26.81,Balanced,181,18.11,Sterile Possession,Contested
70219,Real Zaragoza,24.83,223,898.0,29.65,1.12,Contested,26.91,Balanced,60,-34.47,Ultra-Efficient,Contested
70220,Barcelona,80.53,889,1104.0,23.64,-2.41,Contested,22.16,Balanced,197,33.25,Sterile Possession,Contested
70220,Osasuna,19.47,215,1104.0,26.05,2.41,Contested,19.53,Patient,42,-32.63,Ultra-Efficient,Contested
70221,Barcelona,72.2,779,1079.0,38.76,11.94,Strong Control,38.13,Ultra-Vertical,297,-5.32,Direct & Efficient,The Steamroller
70221,Levante UD,27.8,300,1079.0,26.82,-11.94,Under Pressure,22.33,Balanced,67,-25.84,Ultra-Efficient,Contested
70223,Barcelona,62.2,663,1066.0,21.8,0.41,Contested,20.81,Patient,138,18.6,Sterile Possession,Contested
70223,Valencia,37.8,403,1066.0,21.39,-0.41,Contested,18.11,Patient,73,-4.98,Balanced,Contested
70224,Barcelona,74.03,690,932.0,25.23,7.92,Contested,23.77,Balanced,164,23.57,Sterile Possession,Contested
70224,Rayo Vallecano,25.97,242,932.0,17.31,-7.92,Contested,13.64,Horizontal,33,-8.65,Direct & Efficient,Counter-Punchers
70225,Barcelona,73.6,831,1129.0,20.58,10.68,Strong Control,19.13,Patient,159,32.44,Sterile Possession,Contested
70225,Granada,26.4,298,1129.0,9.9,-10.68,Under Pressure,8.39,Horizontal,25,6.6,Patient Build-up,Counter-Punchers
70256,Barcelona,69.66,691,992.0,23.89,-5.18,Contested,23.3,Balanced,161,21.88,Sterile Possession,Contested
70256,Celta Vigo,30.34,301,992.0,29.07,5.18,Contested,24.92,Balanced,75,-27.8,Ultra-Efficient,Contested
70259,Barcelona,71.7,826,1152.0,33.62,16.13,Total Dominance,32.32,Vertical,267,4.46,Balanced,The Steamroller
70259,Real Sociedad,28.3,326,1152.0,17.49,-16.13,Pinned Back,14.11,Horizontal,46,-6.68,Direct & Efficient,Counter-Punchers
70260,Barcelona,76.05,886,1165.0,23.92,10.3,Strong Control,21.9,Patient,194,28.21,Sterile Possession,Contested
70260,Osasuna,23.95,279,1165.0,13.62,-10.3,Under Pressure,13.26,Horizontal,37,-3.29,Balanced,Counter-Punchers
70262,Barcelona,67.41,635,942.0,29.85,1.44,Contested,27.4,Balanced,174,7.71,Patient Build-up,Contested
70262,Osasuna,32.59,307,942.0,28.41,-1.44,Contested,23.78,Balanced,73,-24.23,Ultra-Efficient,Contested
70263,Barcelona,55.89,707,1265.0,21.77,9.47,Strong Control,20.51,Patient,145,12.35,Patient Build-up,Contested
70263,Athletic Club,44.11,558,1265.0,12.3,-9.47,Under Pressure,11.65,Horizontal,65,19.51,Sterile Possession,Counter-Punchers
70264,Barcelona,75.4,806,1069.0,29.62,7.99,Contested,26.8,Balanced,216,16.16,Sterile Possession,Contested
70264,Getafe,24.6,263,1069.0,21.63,-7.99,Contested,18.63,Patient,49,-18.66,Ultra-Efficient,Contested
70270,Barcelona,74.08,803,1084.0,44.86,29.18,Total Dominance,43.59,Ultra-Vertical,350,-15.64,Ultra-Efficient,The Steamroller
70270,Granada,25.92,281,1084.0,15.68,-29.18,Pinned Back,14.59,Horizontal,41,-5.44,Direct & Efficient,Counter-Punchers
70271,Barcelona,66.5,814,1224.0,31.17,15.32,Total Dominance,29.36,Vertical,239,4.16,Balanced,The Steamroller
70271,Sevilla,33.5,410,1224.0,15.85,-15.32,Pinned Back,15.12,Horizontal,62,1.8,Balanced,Counter-Punchers
70272,Barcelona,72.45,773,1067.0,11.55,-16.63,Pinned Back,10.09,Horizontal,78,49.35,Sterile Possession,The U-Shape (Sterile)
70272,Real Madrid,27.55,294,1067.0,28.18,16.63,Total Dominance,25.51,Balanced,75,-28.81,Ultra-Efficient,Contested
70273,Barcelona,60.99,727,1192.0,23.98,9.95,Strong Control,22.7,Balanced,165,13.03,Patient Build-up,Contested
70273,Athletic Club,39.01,465,1192.0,14.03,-9.95,Under Pressure,12.04,Horizontal,56,10.95,Patient Build-up,Counter-Punchers
70275,Barcelona,70.84,736,1039.0,34.45,15.23,Total Dominance,32.07,Vertical,236,1.94,Balanced,The Steamroller
70275,Sevilla,29.16,303,1039.0,19.22,-15.23,Pinned Back,17.16,Horizontal,52,-9.28,Direct & Efficient,Counter-Punchers
70276,Barcelona,57.51,563,979.0,17.79,-2.58,Contested,15.45,Horizontal,87,21.93,Sterile Possession,The U-Shape (Sterile)
70276,Rayo Vallecano,42.49,416,979.0,20.37,2.58,Contested,18.03,Patient,75,1.75,Balanced,Contested
70277,Barcelona,77.41,778,1005.0,35.17,18.87,Total Dominance,31.88,Vertical,248,7.07,Patient Build-up,The Steamroller
70277,Levante UD,22.59,227,1005.0,16.3,-18.87,Pinned Back,14.98,Horizontal,34,-10.01,Direct & Efficient,Counter-Punchers
70280,Barcelona,81.89,1085,1325.0,20.94,-0.4,Contested,20.37,Patient,221,40.01,Sterile Possession,Contested
70280,Levante UD,18.11,240,1325.0,21.34,0.4,Contested,17.92,Horizontal,43,-24.57,Ultra-Efficient,Contested
70281,Barcelona,69.35,801,1155.0,19.85,-1.62,Contested,18.73,Patient,150,29.65,Sterile Possession,The U-Shape (Sterile)
70281,Real Betis,30.65,354,1155.0,21.47,1.62,Contested,18.93,Patient,67,-12.29,Direct & Efficient,Contested
70282,Barcelona,65.15,761,1168.0,25.31,0.66,Contested,23.65,Balanced,180,14.53,Patient Build-up,Contested
70282,Valencia,34.85,407,1168.0,24.65,-0.66,Contested,22.36,Balanced,91,-14.45,Direct & Efficient,Contested
70283,Barcelona,72.71,762,1048.0,31.75,10.23,Strong Control,27.95,Balanced,213,9.21,Patient Build-up,The Steamroller
70283,Espanyol,27.29,286,1048.0,21.52,-10.23,Under Pressure,18.88,Patient,54,-15.75,Ultra-Efficient,Contested
70284,Barcelona,58.11,684,1177.0,25.23,-5.54,Contested,22.81,Balanced,156,7.65,Patient Build-up,Contested
70284,Atlético Madrid,41.89,493,1177.0,30.77,5.54,Contested,27.99,Balanced,138,-19.65,Ultra-Efficient,Efficiency Experts (Elite)
70286,Barcelona,66.5,782,1176.0,36.28,16.28,Total Dominance,34.65,Vertical,271,-6.06,Direct & Efficient,The Steamroller
70286,Valencia,33.5,394,1176.0,20.0,-16.28,Pinned Back,17.26,Horizontal,68,-6.5,Direct & Efficient,Contested
70287,Barcelona,68.7,753,1096.0,16.3,-16.82,Pinned Back,16.2,Horizontal,122,36.1,Sterile Possession,The U-Shape (Sterile)
70287,Real Sociedad,31.3,343,1096.0,33.12,16.82,Total Dominance,29.45,Vertical,101,-34.94,Ultra-Efficient,Efficiency Experts (Elite)
70288,Barcelona,72.91,740,1015.0,29.64,7.86,Contested,28.92,Vertical,214,13.63,Patient Build-up,Contested
70288,Levante UD,27.09,275,1015.0,21.78,-7.86,Contested,18.18,Patient,50,-16.47,Ultra-Efficient,Contested
70289,Barcelona,73.02,774,1060.0,45.2,23.31,Total Dominance,43.41,Ultra-Vertical,336,-17.38,Ultra-Efficient,The Steamroller
70289,Villarreal,26.98,286,1060.0,21.89,-23.31,Pinned Back,20.28,Patient,58,-16.8,Ultra-Efficient,Contested
70291,Barcelona,70.41,759,1078.0,34.91,18.07,Total Dominance,31.49,Vertical,239,0.59,Balanced,The Steamroller
70291,Málaga,29.59,319,1078.0,16.84,-18.07,Pinned Back,15.05,Horizontal,48,-4.09,Balanced,Counter-Punchers
70292,Barcelona,66.88,719,1075.0,29.01,9.86,Strong Control,27.12,Balanced,195,8.86,Patient Build-up,Contested
70292,Getafe,33.12,356,1075.0,19.15,-9.86,Under Pressure,17.13,Horizontal,61,-5.18,Direct & Efficient,Counter-Punchers
70293,Barcelona,54.8,554,1011.0,26.7,4.18,Contested,24.55,Balanced,136,1.4,Balanced,Contested
70293,Real Madrid,45.2,457,1011.0,22.52,-4.18,Contested,20.35,Patient,93,0.16,Balanced,Contested
70294,Barcelona,72.45,794,1096.0,32.57,4.39,Contested,30.73,Vertical,244,7.31,Patient Build-up,The Steamroller
70294,Granada,27.55,302,1096.0,28.18,-4.39,Contested,25.17,Balanced,76,-28.81,Ultra-Efficient,Contested
70295,Barcelona,64.08,703,1097.0,17.76,-1.87,Contested,16.5,Horizontal,116,28.56,Sterile Possession,The U-Shape (Sterile)
70295,Real Betis,35.92,394,1097.0,19.63,1.87,Contested,18.02,Patient,71,-3.34,Balanced,Counter-Punchers
70296,Barcelona,74.75,897,1200.0,28.53,8.27,Strong Control,26.76,Balanced,240,17.69,Sterile Possession,Contested
70296,Atlético Madrid,25.25,303,1200.0,20.26,-8.27,Under Pressure,19.14,Patient,58,-15.27,Ultra-Efficient,Contested
70297,Barcelona,73.99,913,1234.0,25.03,2.33,Contested,22.02,Balanced,201,23.93,Sterile Possession,Contested
70297,Getafe,26.01,321,1234.0,22.7,-2.33,Contested,20.25,Patient,65,-19.39,Ultra-Efficient,Contested
70298,Barcelona,63.54,692,1089.0,32.28,1.86,Contested,30.64,Vertical,212,-1.02,Balanced,The Steamroller
70298,Valencia,36.46,397,1089.0,30.42,-1.86,Contested,28.72,Vertical,114,-24.38,Ultra-Efficient,Efficiency Experts (Elite)
70300,Barcelona,68.84,729,1059.0,20.46,-6.05,Contested,18.52,Patient,135,27.92,Sterile Possession,Contested
70300,Real Madrid,31.16,330,1059.0,26.51,6.05,Contested,24.24,Balanced,80,-21.86,Ultra-Efficient,Contested
70301,Barcelona,65.77,711,1081.0,40.36,20.42,Total Dominance,38.12,Ultra-Vertical,271,-14.95,Direct & Efficient,The Steamroller
70301,Sevilla,34.23,370,1081.0,19.94,-20.42,Pinned Back,16.49,Horizontal,61,-5.65,Direct & Efficient,Counter-Punchers
70302,Rayo Vallecano,54.69,501,916.0,20.84,-2.53,Contested,17.96,Horizontal,90,13.01,Patient Build-up,Contested
70302,Barcelona,45.31,415,916.0,23.37,2.53,Contested,20.24,Patient,84,-1.43,Balanced,Contested
70303,Barcelona,68.19,641,940.0,29.08,-6.17,Contested,27.46,Balanced,176,10.03,Patient Build-up,Contested
