match_id,team,possession_pct,passes,total_passes,field_tilt_pct,tilt_differential,territorial_control,pass_efficiency_pct,verticality,final_third_passes,possession_quality_gap,gap_interpretation,possession_style
3825825,Levante UD,54.05,474,877.0,28.73,3.8,Contested,26.16,Balanced,124,-3.41,Balanced,Contested
3825825,Sporting Gijón,45.95,403,877.0,24.93,-3.8,Contested,22.08,Balanced,89,-3.91,Balanced,Contested
3825826,Málaga,50.06,446,891.0,24.85,3.89,Contested,22.65,Balanced,101,0.36,Balanced,Contested
3825826,Granada,49.94,445,891.0,20.96,-3.89,Contested,18.43,Patient,82,8.02,Patient Build-up,Contested
3825827,Real Betis,50.41,489,970.0,22.47,-1.13,Contested,20.86,Patient,102,5.47,Patient Build-up,Contested
3825827,Levante UD,49.59,481,970.0,23.6,1.13,Contested,21.0,Patient,101,2.39,Balanced,Contested
3825828,Espanyol,51.55,499,968.0,20.46,-5.26,Contested,19.44,Patient,97,10.63,Patient Build-up,Contested
3825828,Atlético Madrid,48.45,469,968.0,25.72,5.26,Contested,23.03,Balanced,108,-2.99,Balanced,Contested
3825829,Rayo Vallecano,56.64,584,1031.0,20.39,-0.77,Contested,16.95,Horizontal,99,15.86,Sterile Possession,Contested
3825829,Athletic Club,43.36,447,1031.0,21.16,0.77,Contested,16.55,Horizontal,74,1.04,Balanced,Contested
3825830,Villarreal,52.92,490,926.0,25.93,1.19,Contested,23.67,Balanced,116,1.06,Balanced,Contested
3825830,Getafe,47.08,436,926.0,24.74,-1.19,Contested,22.02,Balanced,96,-2.4,Balanced,Contested
3825831,Valencia,51.12,433,847.0,35.66,14.68,Strong Control,33.26,Vertical,144,-20.2,Ultra-Efficient,Attacking
3825831,Sevilla,48.88,414,847.0,20.98,-14.68,Under Pressure,21.5,Patient,89,6.92,Patient Build-up,Contested
3825832,Celta Vigo,59.2,534,902.0,23.69,-4.52,Contested,19.29,Patient,103,11.82,Patient Build-up,Contested
3825832,Sporting Gijón,40.8,368,902.0,28.21,4.52,Contested,26.09,Balanced,96,-15.62,Ultra-Efficient,Contested
3825833,Real Madrid,61.85,574,928.0,25.69,1.08,Contested,22.82,Balanced,131,10.47,Patient Build-up,Contested
3825833,Getafe,38.15,354,928.0,24.61,-1.08,Contested,23.45,Balanced,83,-11.07,Direct & Efficient,Contested
3825834,Atlético Madrid,56.18,559,995.0,26.19,10.03,Strong Control,23.79,Balanced,133,3.8,Balanced,Contested
3825834,Granada,43.82,436,995.0,16.16,-10.03,Under Pressure,12.84,Horizontal,56,11.5,Patient Build-up,Counter-Punchers
3825835,Athletic Club,51.01,455,892.0,20.03,-2.36,Contested,18.68,Patient,85,10.95,Patient Build-up,Contested
3825835,Málaga,48.99,437,892.0,22.39,2.36,Contested,18.76,Patient,82,4.21,Balanced,Contested
3825836,Rayo Vallecano,61.16,614,1004.0,16.24,-10.55,Under Pressure,14.66,Horizontal,90,28.68,Sterile Possession,The U-Shape (Sterile)
3825836,Villarreal,38.84,390,1004.0,26.79,10.55,Strong Control,24.1,Balanced,94,-14.74,Direct & Efficient,Contested
3825837,Las Palmas,51.24,517,1009.0,13.4,-18.87,Pinned Back,12.57,Horizontal,65,24.44,Sterile Possession,Defensive
3825837,Real Betis,48.76,492,1009.0,32.27,18.87,Total Dominance,29.47,Vertical,145,-15.78,Ultra-Efficient,Attacking
3825838,Athletic Club,65.41,745,1139.0,22.07,-5.05,Contested,21.34,Patient,159,21.27,Sterile Possession,Contested
3825838,Atlético Madrid,34.59,394,1139.0,27.12,5.05,Contested,23.86,Balanced,94,-19.65,Ultra-Efficient,Contested
3825839,Sevilla,53.06,520,980.0,22.81,-8.57,Under Pressure,20.38,Patient,106,7.44,Patient Build-up,Contested
3825839,Sporting Gijón,46.94,460,980.0,31.38,8.57,Strong Control,30.43,Vertical,140,-15.82,Ultra-Efficient,Attacking
3825840,Valencia,51.55,549,1065.0,21.49,-1.24,Contested,20.04,Patient,110,8.57,Patient Build-up,Contested
3825840,Eibar,48.45,516,1065.0,22.73,1.24,Contested,20.35,Patient,105,2.99,Balanced,Contested
3825841,Real Sociedad,58.29,552,947.0,29.19,9.46,Strong Control,27.36,Balanced,151,-0.09,Balanced,Contested
3825841,Getafe,41.71,395,947.0,19.73,-9.46,Under Pressure,18.23,Patient,72,2.25,Balanced,Counter-Punchers
3825842,Athletic Club,63.58,590,928.0,33.4,9.04,Strong Control,30.51,Vertical,180,-3.22,Balanced,The Steamroller
3825842,Levante UD,36.42,338,928.0,24.36,-9.04,Under Pressure,20.12,Patient,68,-12.3,Direct & Efficient,Contested
3825843,Málaga,52.67,434,824.0,29.82,11.51,Strong Control,27.19,Balanced,118,-6.97,Direct & Efficient,Contested
3825843,Rayo Vallecano,47.33,390,824.0,18.31,-11.51,Under Pressure,16.41,Horizontal,64,10.71,Patient Build-up,Defensive
3825844,Real Betis,52.22,599,1147.0,17.45,-5.69,Contested,16.03,Horizontal,96,17.32,Sterile Possession,Defensive
3825844,Athletic Club,47.78,548,1147.0,23.14,5.69,Contested,20.62,Patient,113,1.5,Balanced,Contested
3825845,Sevilla,58.78,502,854.0,19.39,-15.32,Pinned Back,17.33,Horizontal,87,20.0,Sterile Possession,The U-Shape (Sterile)
3825845,Espanyol,41.22,352,854.0,34.71,15.32,Total Dominance,32.39,Vertical,114,-28.2,Ultra-Efficient,Efficiency Experts (Elite)
3825846,Real Madrid,58.8,698,1187.0,27.66,0.98,Contested,25.64,Balanced,179,3.48,Balanced,Contested
3825846,RC Deportivo La Coruña,41.2,489,1187.0,26.68,-0.98,Contested,24.74,Balanced,121,-12.16,Direct & Efficient,Contested
3825847,RC Deportivo La Coruña,52.13,489,938.0,25.95,-0.74,Contested,22.29,Balanced,109,0.23,Balanced,Contested
3825847,Eibar,47.87,449,938.0,26.69,0.74,Contested,24.72,Balanced,111,-5.51,Direct & Efficient,Contested
3825848,Levante UD,57.58,524,910.0,24.63,1.14,Contested,21.76,Patient,114,8.32,Patient Build-up,Contested
3825848,Eibar,42.42,386,910.0,23.49,-1.14,Contested,20.98,Patient,81,-4.56,Balanced,Contested
3825849,Valencia,50.73,489,964.0,19.84,-6.8,Contested,17.59,Horizontal,86,11.05,Patient Build-up,Defensive
3825849,Real Sociedad,49.27,475,964.0,26.64,6.8,Contested,22.32,Balanced,106,-4.01,Balanced,Contested
3825850,Celta Vigo,55.56,580,1044.0,20.6,-5.73,Contested,18.62,Patient,108,14.36,Patient Build-up,Contested
3825850,Málaga,44.44,464,1044.0,26.33,5.73,Contested,23.28,Balanced,108,-8.22,Direct & Efficient,Contested
3825851,Villarreal,64.43,652,1012.0,30.05,16.83,Total Dominance,27.76,Balanced,181,4.33,Balanced,The Steamroller
3825851,RC Deportivo La Coruña,35.57,360,1012.0,13.22,-16.83,Pinned Back,11.67,Horizontal,42,9.13,Patient Build-up,Counter-Punchers
3825852,Las Palmas,56.49,557,986.0,14.52,-12.21,Under Pressure,12.75,Horizontal,71,27.45,Sterile Possession,The U-Shape (Sterile)
3825852,Sporting Gijón,43.51,429,986.0,26.73,12.21,Strong Control,25.41,Balanced,109,-9.95,Direct & Efficient,Contested
3825853,Sevilla,60.49,522,863.0,18.34,-4.17,Contested,17.82,Horizontal,93,23.81,Sterile Possession,The U-Shape (Sterile)
3825853,Granada,39.51,341,863.0,22.51,4.17,Contested,17.01,Horizontal,58,-5.51,Direct & Efficient,Contested
3825854,Eibar,54.48,493,905.0,21.2,2.48,Contested,17.44,Horizontal,86,12.08,Patient Build-up,Contested
3825854,Sporting Gijón,45.52,412,905.0,18.72,-2.48,Contested,16.99,Horizontal,70,8.08,Patient Build-up,Defensive
3825855,Málaga,57.61,515,894.0,25.14,-1.71,Contested,22.14,Balanced,114,7.33,Patient Build-up,Contested
3825855,Levante UD,42.39,379,894.0,26.85,1.71,Contested,22.69,Balanced,86,-11.31,Direct & Efficient,Contested
3825856,Real Madrid,60.88,582,956.0,25.0,-0.71,Contested,23.2,Balanced,135,10.88,Patient Build-up,Contested
3825856,Eibar,39.12,374,956.0,25.71,0.71,Contested,24.06,Balanced,90,-12.3,Direct & Efficient,Contested
3825857,Levante UD,52.13,440,844.0,25.0,1.84,Contested,20.91,Patient,92,2.13,Balanced,Contested
3825857,Espanyol,47.87,404,844.0,23.16,-1.84,Contested,23.27,Balanced,94,1.55,Balanced,Contested
3825858,Rayo Vallecano,58.25,487,836.0,22.09,-3.18,Contested,18.89,Patient,92,14.07,Patient Build-up,Contested
3825858,Eibar,41.75,349,836.0,25.27,3.18,Contested,20.63,Patient,72,-8.79,Direct & Efficient,Contested
3825859,Las Palmas,62.27,642,1031.0,21.34,-7.66,Contested,21.03,Patient,135,19.59,Sterile Possession,Contested
3825859,Granada,37.73,389,1031.0,29.0,7.66,Contested,25.96,Balanced,101,-20.27,Ultra-Efficient,Contested
3825860,Levante UD,54.5,618,1134.0,23.49,-12.86,Under Pressure,20.87,Patient,129,7.52,Patient Build-up,Contested
3825860,Atlético Madrid,45.5,516,1134.0,36.35,12.86,Strong Control,34.5,Vertical,178,-27.2,Ultra-Efficient,Attacking
3825861,Rayo Vallecano,62.3,590,947.0,31.49,6.69,Contested,30.17,Vertical,178,-0.68,Balanced,The Steamroller
3825861,Real Sociedad,37.7,357,947.0,24.8,-6.69,Contested,19.33,Patient,69,-11.9,Direct & Efficient,Contested
3825862,Celta Vigo,59.84,666,1113.0,19.2,-7.53,Contested,19.07,Patient,127,21.44,Sterile Possession,The U-Shape (Sterile)
3825862,Espanyol,40.16,447,1113.0,26.73,7.53,Contested,22.37,Balanced,100,-13.3,Direct & Efficient,Contested
3825863,Las Palmas,61.31,653,1065.0,19.32,-13.61,Under Pressure,18.68,Patient,122,22.67,Sterile Possession,The U-Shape (Sterile)
3825863,RC Deportivo La Coruña,38.69,412,1065.0,32.93,13.61,Strong Control,29.61,Vertical,122,-27.17,Ultra-Efficient,Efficiency Experts (Elite)
3825864,Real Madrid,53.67,534,995.0,25.3,-0.34,Contested,23.22,Balanced,124,3.07,Balanced,Contested
3825864,Real Sociedad,46.33,461,995.0,25.64,0.34,Contested,24.51,Balanced,113,-4.95,Balanced,Contested
3825865,Getafe,57.93,464,801.0,35.99,13.56,Strong Control,31.47,Vertical,146,-14.05,Direct & Efficient,The Steamroller
3825865,Sporting Gijón,42.07,337,801.0,22.43,-13.56,Under Pressure,18.99,Patient,64,-2.79,Balanced,Contested
3825866,Las Palmas,60.0,687,1145.0,10.31,-21.45,Pinned Back,9.9,Horizontal,68,39.38,Sterile Possession,The U-Shape (Sterile)
3825866,Athletic Club,40.0,458,1145.0,31.76,21.45,Total Dominance,29.48,Vertical,135,-23.52,Ultra-Efficient,Efficiency Experts (Elite)
3825867,Sevilla,51.25,431,841.0,28.57,1.24,Contested,24.83,Balanced,107,-5.89,Direct & Efficient,Contested
3825867,Getafe,48.75,410,841.0,27.33,-1.24,Contested,24.15,Balanced,99,-5.91,Direct & Efficient,Contested
3825868,Celta Vigo,62.02,596,961.0,21.23,-3.85,Contested,19.63,Patient,117,19.56,Sterile Possession,Contested
3825868,Granada,37.98,365,961.0,25.08,3.85,Contested,22.47,Balanced,82,-12.18,Direct & Efficient,Contested
3825869,Athletic Club,56.56,569,1006.0,23.99,11.52,Strong Control,23.2,Balanced,132,8.58,Patient Build-up,Contested
3825869,Sevilla,43.44,437,1006.0,12.47,-11.52,Under Pressure,12.81,Horizontal,56,18.5,Sterile Possession,Counter-Punchers
3825870,Athletic Club,55.87,500,895.0,24.37,-0.7,Contested,22.0,Patient,110,7.13,Patient Build-up,Contested
3825870,Celta Vigo,44.13,395,895.0,25.07,0.7,Contested,23.04,Balanced,91,-6.01,Direct & Efficient,Contested
3825871,Las Palmas,61.96,637,1028.0,23.86,1.8,Contested,22.61,Balanced,144,14.24,Patient Build-up,Contested
3825871,Espanyol,38.04,391,1028.0,22.06,-1.8,Contested,17.9,Horizontal,70,-6.08,Direct & Efficient,Contested
3825872,Real Betis,51.17,504,985.0,17.34,-16.07,Pinned Back,16.07,Horizontal,81,16.49,Sterile Possession,Defensive
3825872,Atlético Madrid,48.83,481,985.0,33.41,16.07,Total Dominance,31.39,Vertical,151,-17.99,Ultra-Efficient,Attacking
3825873,Valencia,55.0,616,1120.0,32.98,13.81,Strong Control,33.12,Vertical,204,-10.96,Direct & Efficient,Attacking
3825873,Villarreal,45.0,504,1120.0,19.17,-13.81,Under Pressure,18.06,Patient,91,6.66,Patient Build-up,Defensive
3825874,Sevilla,56.55,501,886.0,31.01,12.26,Strong Control,27.54,Balanced,138,-5.47,Direct & Efficient,The Steamroller
3825874,Getafe,43.45,385,886.0,18.75,-12.26,Under Pressure,19.74,Patient,76,5.95,Patient Build-up,Counter-Punchers
3825875,Real Sociedad,57.86,600,1037.0,20.67,-5.79,Contested,18.83,Patient,113,16.52,Sterile Possession,Contested
3825875,Villarreal,42.14,437,1037.0,26.46,5.79,Contested,23.34,Balanced,102,-10.78,Direct & Efficient,Contested
3825876,Real Betis,59.27,550,928.0,19.85,-8.61,Under Pressure,18.36,Patient,101,19.57,Sterile Possession,The U-Shape (Sterile)
3825876,Getafe,40.73,378,928.0,28.46,8.61,Strong Control,26.46,Balanced,100,-16.19,Ultra-Efficient,Contested
3825877,Athletic Club,54.46,495,909.0,28.8,15.68,Total Dominance,25.86,Balanced,128,-3.14,Balanced,Contested
3825877,Granada,45.54,414,909.0,13.12,-15.68,Pinned Back,12.08,Horizontal,50,19.3,Sterile Possession,Defensive
3825878,Rayo Vallecano,60.64,547,902.0,21.49,-2.61,Contested,20.48,Patient,112,17.66,Sterile Possession,Contested
3825878,Atlético Madrid,39.36,355,902.0,24.1,2.61,Contested,18.59,Patient,66,-8.84,Direct & Efficient,Contested
3825879,Las Palmas,50.72,561,1106.0,22.71,1.44,Contested,20.86,Patient,117,5.3,Patient Build-up,Contested
3825879,Real Madrid,49.28,545,1106.0,21.27,-1.44,Contested,19.82,Patient,108,6.74,Patient Build-up,Contested
3825880,RC Deportivo La Coruña,53.18,494,929.0,36.99,17.46,Total Dominance,34.21,Vertical,169,-20.8,Ultra-Efficient,Attacking
3825880,Levante UD,46.82,435,929.0,19.53,-17.46,Pinned Back,17.24,Horizontal,75,7.76,Patient Build-up,Defensive
3825881,Espanyol,58.15,478,822.0,34.35,12.82,Strong Control,32.22,Vertical,154,-10.55,Direct & Efficient,The Steamroller
3825881,Granada,41.85,344,822.0,21.53,-12.82,Under Pressure,17.73,Horizontal,61,-1.21,Balanced,Contested
3825882,Celta Vigo,53.82,584,1085.0,20.47,-16.03,Pinned Back,19.18,Patient,112,12.88,Patient Build-up,Contested
3825882,Atlético Madrid,46.18,501,1085.0,36.5,16.03,Total Dominance,35.13,Ultra-Vertical,176,-26.82,Ultra-Efficient,Attacking
3825883,Las Palmas,63.61,617,970.0,22.74,-13.09,Under Pressure,22.53,Balanced,139,18.13,Sterile Possession,Contested
3825883,Málaga,36.39,353,970.0,35.83,13.09,Strong Control,32.29,Vertical,114,-35.27,Ultra-Efficient,Efficiency Experts (Elite)
3825884,Sevilla,55.19,415,752.0,20.67,-5.1,Contested,19.28,Patient,80,13.85,Patient Build-up,Contested
3825884,Real Betis,44.81,337,752.0,25.77,5.1,Contested,22.85,Balanced,77,-6.73,Direct & Efficient,Contested
3825885,Rayo Vallecano,53.16,412,775.0,24.34,-0.06,Contested,22.33,Balanced,92,4.48,Balanced,Contested
3825885,Getafe,46.84,363,775.0,24.4,0.06,Contested,20.39,Patient,74,-1.96,Balanced,Contested
3825886,Real Madrid,60.35,589,976.0,23.99,6.1,Contested,20.71,Patient,122,12.37,Patient Build-up,Contested
3825886,Rayo Vallecano,39.65,387,976.0,17.89,-6.1,Contested,16.02,Horizontal,62,3.87,Balanced,Counter-Punchers
3825887,Rayo Vallecano,69.58,581,835.0,24.75,10.06,Strong Control,22.03,Balanced,128,20.08,Sterile Possession,Contested
3825887,Granada,30.42,254,835.0,14.69,-10.06,Under Pressure,11.02,Horizontal,28,1.04,Balanced,Counter-Punchers
3825888,Las Palmas,61.46,630,1025.0,20.87,3.85,Contested,18.25,Patient,115,19.72,Sterile Possession,Contested
3825888,Valencia,38.54,395,1025.0,17.02,-3.85,Contested,13.16,Horizontal,52,4.5,Balanced,Counter-Punchers
3825889,Celta Vigo,65.66,629,958.0,29.96,6.9,Contested,27.5,Balanced,173,5.74,Patient Build-up,Contested
3825889,Real Betis,34.34,329,958.0,23.06,-6.9,Contested,20.67,Patient,68,-11.78,Direct & Efficient,Contested
3825890,Málaga,52.79,483,915.0,17.08,-17.42,Pinned Back,14.7,Horizontal,71,18.63,Sterile Possession,Defensive
3825890,Atlético Madrid,47.21,432,915.0,34.5,17.42,Total Dominance,31.48,Vertical,136,-21.79,Ultra-Efficient,Attacking
3825891,Las Palmas,52.03,487,936.0,17.48,-0.56,Contested,14.58,Horizontal,71,17.07,Sterile Possession,Defensive
3825891,Espanyol,47.97,449,936.0,18.04,0.56,Contested,16.48,Horizontal,74,11.89,Patient Build-up,Defensive
3825892,Granada,50.28,444,883.0,29.37,5.26,Contested,25.23,Balanced,112,-8.46,Direct & Efficient,Contested
3825892,Real Sociedad,49.72,439,883.0,24.11,-5.26,Contested,20.27,Patient,89,1.5,Balanced,Contested
3825893,Real Madrid,60.4,746,1235.0,35.37,10.84,Strong Control,32.84,Vertical,245,-10.34,Direct & Efficient,The Steamroller
3825893,Villarreal,39.6,489,1235.0,24.53,-10.84,Under Pressure,22.7,Balanced,111,-9.46,Direct & Efficient,Contested
3825894,RC Deportivo La Coruña,53.46,456,853.0,37.79,19.08,Total Dominance,34.87,Vertical,159,-22.12,Ultra-Efficient,Attacking
3825894,Getafe,46.54,397,853.0,18.71,-19.08,Pinned Back,16.88,Horizontal,67,9.12,Patient Build-up,Defensive
3825895,Sevilla,55.3,496,897.0,24.74,3.63,Contested,21.77,Patient,108,5.82,Patient Build-up,Contested
3825895,Las Palmas,44.7,401,897.0,21.11,-3.63,Contested,17.21,Horizontal,69,2.48,Balanced,Contested
3825896,Levante UD,51.34,421,820.0,21.59,1.48,Contested,19.71,Patient,83,8.16,Patient Build-up,Contested
3825896,Granada,48.66,399,820.0,20.11,-1.48,Contested,15.79,Horizontal,63,8.44,Patient Build-up,Contested
3825897,Real Sociedad,56.05,505,901.0,27.36,7.3,Contested,23.76,Balanced,120,1.33,Balanced,Contested
3825897,Eibar,43.95,396,901.0,20.06,-7.3,Contested,17.93,Horizontal,71,3.83,Balanced,Contested
3825898,Celta Vigo,61.23,578,944.0,24.44,-4.61,Contested,23.01,Balanced,133,12.35,Patient Build-up,Contested
3825898,RC Deportivo La Coruña,38.77,366,944.0,29.05,4.61,Contested,24.32,Balanced,89,-19.33,Ultra-Efficient,Contested
3825899,Valencia,59.16,536,906.0,15.32,-9.44,Under Pressure,13.25,Horizontal,71,28.52,Sterile Possession,The U-Shape (Sterile)
3825899,Getafe,40.84,370,906.0,24.76,9.44,Strong Control,22.16,Balanced,82,-8.68,Direct & Efficient,Contested
3825900,Sporting Gijón,52.38,573,1094.0,23.8,8.82,Strong Control,23.21,Balanced,133,4.78,Balanced,Contested
3825900,Villarreal,47.62,521,1094.0,14.98,-8.82,Under Pressure,11.9,Horizontal,62,17.66,Sterile Possession,Defensive
3825901,Valencia,52.65,636,1208.0,27.18,6.85,Contested,25.16,Balanced,160,-1.71,Balanced,Contested
3825901,Real Madrid,47.35,572,1208.0,20.33,-6.85,Contested,19.41,Patient,111,6.69,Patient Build-up,Contested
3825902,Rayo Vallecano,55.11,572,1038.0,19.52,2.65,Contested,18.36,Patient,105,16.07,Sterile Possession,The U-Shape (Sterile)
3825902,Levante UD,44.89,466,1038.0,16.87,-2.65,Contested,15.02,Horizontal,70,11.15,Patient Build-up,Counter-Punchers
3825903,Real Betis,55.72,541,971.0,34.96,12.33,Strong Control,31.98,Vertical,173,-14.2,Direct & Efficient,The Steamroller
3825903,Málaga,44.28,430,971.0,22.63,-12.33,Under Pressure,20.0,Patient,86,-0.98,Balanced,Contested
3825904,Eibar,58.4,612,1048.0,30.79,16.79,Total Dominance,28.92,Vertical,177,-3.18,Balanced,The Steamroller
3825904,Real Betis,41.6,436,1048.0,14.0,-16.79,Pinned Back,11.7,Horizontal,51,13.6,Patient Build-up,Counter-Punchers
3825905,Málaga,61.66,571,926.0,23.32,2.84,Contested,21.72,Patient,124,15.02,Sterile Possession,Contested
3825905,Espanyol,38.34,355,926.0,20.48,-2.84,Contested,17.18,Horizontal,61,-2.62,Balanced,Contested
3825906,Sevilla,58.36,590,1011.0,27.85,8.98,Strong Control,28.14,Vertical,166,2.66,Balanced,Contested
3825906,RC Deportivo La Coruña,41.64,421,1011.0,18.87,-8.98,Under Pressure,15.91,Horizontal,67,3.9,Balanced,Counter-Punchers
3825907,Sporting Gijón,60.77,618,1017.0,27.29,7.12,Contested,25.73,Balanced,159,6.19,Patient Build-up,Contested
3825907,Atlético Madrid,39.23,399,1017.0,20.17,-7.12,Contested,18.8,Patient,75,-1.11,Balanced,Contested
3825908,Espanyol,50.57,485,959.0,23.52,-2.19,Contested,21.44,Patient,104,3.53,Balanced,Contested
3825908,Eibar,49.43,474,959.0,25.71,2.19,Contested,23.0,Balanced,109,-1.99,Balanced,Contested
3827335,Jamshedpur,54.43,399,733.0,35.03,14.41,Strong Control,28.57,Vertical,114,-15.63,Ultra-Efficient,Attacking
3827335,Kerala Blasters,45.57,334,733.0,20.62,-14.41,Under Pressure,17.37,Horizontal,58,4.33,Balanced,Contested
3827336,ATK Mohun Bagan,63.35,465,734.0,35.74,11.33,Strong Control,30.75,Vertical,143,-8.13,Direct & Efficient,The Steamroller
3827336,Hyderabad,36.65,269,734.0,24.41,-11.33,Under Pressure,20.45,Patient,55,-12.17,Direct & Efficient,Contested
3827337,Jamshedpur,51.9,369,711.0,34.41,16.06,Total Dominance,31.44,Vertical,116,-16.92,Ultra-Efficient,Attacking
3827337,Kerala Blasters,48.1,342,711.0,18.35,-16.06,Pinned Back,15.2,Horizontal,52,11.4,Patient Build-up,Defensive
3827338,ATK Mohun Bagan,54.49,528,969.0,20.53,0.36,Contested,18.18,Patient,96,13.43,Patient Build-up,Contested
3827338,Hyderabad,45.51,441,969.0,20.17,-0.36,Contested,19.73,Patient,87,5.17,Patient Build-up,Contested
3827767,Kerala Blasters,54.52,621,1139.0,18.09,-6.54,Contested,16.1,Horizontal,100,18.34,Sterile Possession,Defensive
3827767,Hyderabad,45.48,518,1139.0,24.63,6.54,Contested,22.2,Balanced,115,-3.78,Balanced,Contested
3829413,Lille,52.0,482,927.0,27.04,9.24,Strong Control,26.14,Balanced,126,-2.08,Balanced,Contested
3829413,Paris Saint-Germain,48.0,445,927.0,17.8,-9.24,Under Pressure,15.96,Horizontal,71,12.4,Patient Build-up,Defensive
3829414,Marseille,68.65,600,874.0,26.45,0.36,Contested,26.17,Balanced,157,15.75,Sterile Possession,Contested
3829414,Caen,31.35,274,874.0,26.09,-0.36,Contested,21.53,Patient,59,-20.83,Ultra-Efficient,Contested
3829415,Rennes,50.75,437,861.0,14.92,-13.03,Under Pressure,12.81,Horizontal,56,20.91,Sterile Possession,Defensive
3829415,Bastia,49.25,424,861.0,27.95,13.03,Strong Control,25.94,Balanced,110,-6.65,Direct & Efficient,Contested
3829416,AS Monaco,57.5,529,920.0,32.82,16.84,Total Dominance,30.62,Vertical,162,-8.14,Direct & Efficient,The Steamroller
3829416,OGC Nice,42.5,391,920.0,15.98,-16.84,Pinned Back,15.6,Horizontal,61,10.54,Patient Build-up,Counter-Punchers
3829417,Troyes,53.7,530,987.0,32.26,16.03,Total Dominance,29.62,Vertical,157,-10.82,Direct & Efficient,Attacking
3829417,Gazélec Ajaccio,46.3,457,987.0,16.23,-16.03,Pinned Back,15.97,Horizontal,73,13.84,Patient Build-up,Defensive
3829418,Nantes,56.32,530,941.0,19.61,0.66,Contested,18.68,Patient,99,17.1,Sterile Possession,The U-Shape (Sterile)
3829418,Guingamp,43.68,411,941.0,18.95,-0.66,Contested,18.73,Patient,77,5.78,Patient Build-up,Counter-Punchers
3829419,Montpellier,62.55,578,924.0,22.74,0.74,Contested,20.59,Patient,119,17.07,Sterile Possession,Contested
3829419,Angers,37.45,346,924.0,22.0,-0.74,Contested,18.21,Patient,63,-6.55,Direct & Efficient,Contested
3829420,Stade de Reims,50.05,484,967.0,16.76,-1.19,Contested,13.64,Horizontal,66,16.53,Sterile Possession,Defensive
3829420,Bordeaux,49.95,483,967.0,17.95,1.19,Contested,14.49,Horizontal,70,14.05,Patient Build-up,Defensive
3829421,Saint-Étienne,53.65,529,986.0,16.33,-6.24,Contested,13.04,Horizontal,69,20.99,Sterile Possession,Defensive
3829421,Toulouse,46.35,457,986.0,22.57,6.24,Contested,19.26,Patient,88,1.21,Balanced,Contested
3829422,Lyon,65.01,721,1109.0,24.72,10.37,Strong Control,22.33,Balanced,161,15.57,Sterile Possession,Contested
3829422,Lorient,34.99,388,1109.0,14.35,-10.37,Under Pressure,11.34,Horizontal,44,6.29,Patient Build-up,Counter-Punchers
3829423,AS Monaco,62.27,576,925.0,22.15,-6.3,Contested,19.44,Patient,112,17.97,Sterile Possession,Contested
3829423,Lille,37.73,349,925.0,28.45,6.3,Contested,26.65,Balanced,93,-19.17,Ultra-Efficient,Contested
3829424,Bordeaux,53.19,459,863.0,28.02,8.28,Strong Control,24.84,Balanced,114,-2.85,Balanced,Contested
3829424,Saint-Étienne,46.81,404,863.0,19.74,-8.28,Under Pressure,17.57,Horizontal,71,7.33,Patient Build-up,Defensive
3829425,Nantes,51.63,537,1040.0,16.18,-2.0,Contested,16.57,Horizontal,89,19.27,Sterile Possession,Defensive
3829425,Angers,48.37,503,1040.0,18.18,2.0,Contested,16.3,Horizontal,82,12.01,Patient Build-up,Defensive
3829426,Lyon,61.75,523,847.0,20.52,-9.55,Under Pressure,17.21,Horizontal,90,20.71,Sterile Possession,Contested
3829426,Guingamp,38.25,324,847.0,30.07,9.55,Strong Control,28.09,Vertical,91,-21.89,Ultra-Efficient,Efficiency Experts (Elite)
3829427,OGC Nice,56.3,612,1087.0,16.6,-10.98,Under Pressure,15.36,Horizontal,94,23.1,Sterile Possession,The U-Shape (Sterile)
3829427,Troyes,43.7,475,1087.0,27.58,10.98,Strong Control,26.53,Balanced,126,-11.46,Direct & Efficient,Contested
3829428,Toulouse,57.54,637,1107.0,20.03,-2.84,Contested,18.05,Patient,115,17.48,Sterile Possession,Contested
3829428,Caen,42.46,470,1107.0,22.87,2.84,Contested,21.49,Patient,101,-3.28,Balanced,Contested
3829429,Montpellier,52.64,549,1043.0,28.16,6.01,Contested,27.14,Balanced,149,-3.68,Balanced,Contested
3829429,Rennes,47.36,494,1043.0,22.15,-6.01,Contested,20.45,Patient,101,3.06,Balanced,Contested
3829430,Marseille,60.07,540,899.0,21.82,-0.64,Contested,18.33,Patient,99,16.43,Sterile Possession,Contested
3829430,Stade de Reims,39.93,359,899.0,22.46,0.64,Contested,20.61,Patient,74,-4.99,Balanced,Contested
3829431,Lorient,67.25,694,1032.0,23.33,3.87,Contested,21.76,Patient,151,20.59,Sterile Possession,Contested
3829431,Bastia,32.75,338,1032.0,19.46,-3.87,Contested,15.68,Horizontal,53,-6.17,Direct & Efficient,Counter-Punchers
3829432,Paris Saint-Germain,69.32,818,1180.0,17.56,3.03,Contested,16.5,Horizontal,135,34.2,Sterile Possession,The U-Shape (Sterile)
3829432,Gazélec Ajaccio,30.68,362,1180.0,14.53,-3.03,Contested,12.43,Horizontal,45,1.62,Balanced,Counter-Punchers
3829433,Paris Saint-Germain,63.46,733,1155.0,14.46,-11.7,Under Pressure,13.37,Horizontal,98,34.54,Sterile Possession,The U-Shape (Sterile)
