match_id,team,shots,xg,avg_xg_per_shot,goals
16095,Barcelona,16,2.9769173869863153,0.186,5.0
16095,Levante UD,20,1.1649570921435952,0.058,0.0
16109,Barcelona,9,1.1343973632901907,0.126,2.0
16109,Celta Vigo,11,0.899607740342617,0.082,0.0
16120,Barcelona,13,1.7478493489325047,0.134,2.0
16120,Getafe,10,1.5908359549939632,0.159,1.0
16131,Barcelona,7,1.1677537336945534,0.167,3.0
16131,Eibar,16,0.9653471820056438,0.06,0.0
16136,Barcelona,15,1.7455598171800375,0.116,3.0
16136,Leganés,5,0.66959916241467,0.134,1.0
16149,Barcelona,15,1.9067384786903858,0.127,2.0
16149,Girona,13,1.2126394603401423,0.093,0.0
16157,Valencia,13,2.441872350871563,0.188,2.0
16157,Barcelona,20,1.6903835237026215,0.085,2.0
16173,Athletic Club,14,1.3579654777422547,0.097,0.0
16173,Barcelona,10,0.4947053398936987,0.049,0.0
16182,Barcelona,20,3.661527920514345,0.183,1.0
16182,Real Valladolid,11,0.4435379020869732,0.04,0.0
16190,Barcelona,17,1.6004439918324351,0.094,4.0
16190,Sevilla,14,1.1224342910572886,0.08,2.0
16196,Barcelona,10,1.2611960135400295,0.126,1.0
16196,Real Madrid,18,1.088861020281911,0.06,0.0
16205,Barcelona,12,2.619028365239501,0.218,3.0
16205,Rayo Vallecano,8,0.36264785286039114,0.045,1.0
16215,Barcelona,16,2.0506601314991713,0.128,4.0
16215,Real Betis,13,1.0078641828149557,0.078,1.0
16231,Barcelona,13,1.0598809067159891,0.082,2.0
16231,Espanyol,3,0.17988568171858788,0.06,0.0
16240,Villarreal,16,2.5728223868645728,0.161,4.0
16240,Barcelona,15,2.295202501118183,0.153,4.0
16248,Barcelona,20,1.924682267010212,0.096,2.0
16248,Atlético Madrid,9,0.5219108574092388,0.058,0.0
16265,Barcelona,11,1.2456225417554379,0.113,2.0
16265,Real Sociedad,9,0.8769487757235765,0.097,1.0
16275,Barcelona,16,2.2655810276046395,0.142,2.0
16275,Deportivo Alavés,6,0.41362019162625074,0.069,0.0
16289,Barcelona,23,1.749232729896903,0.076,1.0
16289,Levante UD,7,0.7343230023980141,0.105,0.0
16306,Barcelona,13,2.0404835622757673,0.157,1.0
16306,Getafe,11,0.9995465278625488,0.091,0.0
16317,Eibar,18,1.4778042826801538,0.082,2.0
16317,Barcelona,8,0.7572143822908401,0.095,2.0
18235,Inter Milan,12,1.1474298681132495,0.096,2.0
18235,Bayern Munich,22,1.0990972984582186,0.05,0.0
18236,Barcelona,22,1.931535611860454,0.088,3.0
18236,Manchester United,4,0.3027580864727497,0.076,1.0
18237,Bayern Munich,45,7.403860354330391,0.165,4.0
18237,Chelsea,14,4.209351921454072,0.301,5.0
18240,Bayern Munich,17,3.0761972330510616,0.181,2.0
18240,Borussia Dortmund,13,1.5169214848428965,0.117,1.0
18241,Real Madrid,20,2.6064781667664647,0.13,4.0
18241,Atlético Madrid,12,1.0645477268844843,0.089,1.0
18242,Barcelona,17,2.2706584706902504,0.134,3.0
18242,Juventus,15,1.3841882068663836,0.092,1.0
18243,Real Madrid,31,6.500814286991954,0.21,6.0
18243,Atlético Madrid,22,5.672407011501491,0.258,4.0
18244,Real Madrid,18,1.5717215491458774,0.087,4.0
18244,Juventus,9,0.4191744327545166,0.047,1.0
18245,Real Madrid,14,1.6771192564629018,0.12,3.0
18245,Liverpool,14,1.4270668979734182,0.102,1.0
19714,Manchester City WFC,16,1.231723538134247,0.077,0.0
19714,Chelsea FCW,15,0.9513358287513256,0.063,0.0
19715,Brighton & Hove Albion WFC,5,0.8678992837667465,0.174,0.0
19715,Bristol City WFC,8,0.3947943162638694,0.049,1.0
19716,Reading WFC,29,3.166439983062446,0.109,4.0
19716,Yeovil Town LFC,6,0.9073210675269365,0.151,0.0
19717,Arsenal WFC,21,3.3164402171969414,0.158,4.0
19717,Liverpool WFC,9,0.5916091920807958,0.066,0.0
19718,Birmingham City WFC,18,1.6276351138949394,0.09,1.0
19718,Everton LFC,6,0.6330055445432663,0.106,0.0
19719,Reading WFC,13,1.0372642138972878,0.08,0.0
19719,West Ham United LFC,9,0.720819029957056,0.08,0.0
19720,Chelsea FCW,25,1.9938864903524518,0.08,0.0
19720,Bristol City WFC,2,0.038344682194292545,0.019,0.0
19722,Arsenal WFC,24,2.6784327402710915,0.112,6.0
19722,Yeovil Town LFC,5,0.8170286733657122,0.163,0.0
19723,Manchester City WFC,27,1.9301108550280333,0.071,4.0
19723,Everton LFC,12,0.621030009817332,0.052,0.0
19724,Arsenal WFC,25,4.653301406651735,0.186,4.0
19724,West Ham United LFC,8,0.9098995411768556,0.114,3.0
19725,Brighton & Hove Albion WFC,8,0.5694849584251642,0.071,0.0
19725,Liverpool WFC,8,0.40407774643972516,0.051,1.0
19726,Chelsea FCW,20,2.154700357001275,0.108,0.0
19726,Everton LFC,8,0.5314083858393133,0.066,0.0
19727,Birmingham City WFC,18,2.0609874518122524,0.114,1.0
19727,Reading WFC,16,1.7814567852765322,0.111,0.0
19728,Manchester City WFC,36,4.2177591463550925,0.117,2.0
19728,Bristol City WFC,6,1.112701895646751,0.185,2.0
19729,Everton LFC,16,2.476183687802404,0.155,0.0
19729,Bristol City WFC,11,0.6137079182080925,0.056,1.0
19730,Chelsea FCW,24,2.22302422625944,0.093,2.0
19730,Brighton & Hove Albion WFC,14,0.8336114501580596,0.06,0.0
19731,West Ham United LFC,19,2.358750330284238,0.124,2.0
19731,Yeovil Town LFC,10,1.6526773716323078,0.165,1.0
19732,Reading WFC,17,0.9572960054501891,0.056,1.0
19732,Liverpool WFC,4,0.1791112357750535,0.045,0.0
19733,Manchester City WFC,17,1.5515441950410604,0.091,3.0
19733,Birmingham City WFC,9,0.788523088209331,0.088,1.0
19734,Brighton & Hove Albion WFC,11,1.821827339939773,0.166,3.0
19734,Everton LFC,12,1.0006967303343117,0.083,3.0
19735,Manchester City WFC,14,2.829433817882091,0.202,6.0
19735,West Ham United LFC,12,1.34144813939929,0.112,1.0
19736,Arsenal WFC,12,1.9831136614084244,0.165,5.0
19736,Chelsea FCW,13,0.8518709149211645,0.066,0.0
19737,Liverpool WFC,32,2.6166917462833226,0.082,1.0
19737,Yeovil Town LFC,6,0.29698116471990943,0.049,1.0
19738,Birmingham City WFC,17,2.178180548362434,0.128,1.0
19739,Manchester City WFC,22,3.183633307926357,0.145,6.0
19739,Brighton & Hove Albion WFC,13,1.4240957028232515,0.11,0.0
19740,Liverpool WFC,11,2.5407292880117893,0.231,1.0
19740,West Ham United LFC,9,0.7349886354058981,0.082,0.0
19741,Arsenal WFC,22,4.299166954588145,0.195,6.0
19741,Reading WFC,4,0.40959269367158413,0.102,0.0
19742,Bristol City WFC,15,1.4751481101848185,0.098,2.0
19742,Yeovil Town LFC,8,0.5091496338136494,0.064,1.0
19743,Chelsea FCW,22,2.771112071350217,0.126,0.0
19743,Birmingham City WFC,2,0.052880242466926575,0.026,0.0
19744,Arsenal WFC,25,4.027435814961791,0.161,4.0
19744,Bristol City WFC,4,0.09798061102628708,0.024,0.0
19745,Brighton & Hove Albion WFC,19,2.592972060199827,0.136,2.0
19745,Yeovil Town LFC,7,1.3621886745095253,0.195,1.0
19746,West Ham United LFC,16,2.7487817481160164,0.172,2.0
19746,Everton LFC,11,0.6852590036578476,0.062,1.0
19747,Reading WFC,22,1.663593410514295,0.076,1.0
19747,Manchester City WFC,23,1.5200539976358414,0.066,1.0
19748,Chelsea FCW,22,1.851306730415672,0.084,1.0
19748,Liverpool WFC,7,0.35515850596129894,0.051,0.0
19749,Arsenal WFC,15,2.1440927423536777,0.143,3.0
19749,Birmingham City WFC,5,0.2661173976957798,0.053,1.0
19750,Everton LFC,35,2.3322987160645425,0.067,0.0
19750,Yeovil Town LFC,7,0.2351919044740498,0.034,0.0
19751,Chelsea FCW,15,1.7962342267856002,0.12,2.0
19751,West Ham United LFC,6,0.44088352005928755,0.073,0.0
19752,Manchester City WFC,17,2.271032441407442,0.134,2.0
19752,Liverpool WFC,5,0.12897444888949394,0.026,0.0
19753,Reading WFC,14,1.2469152742996812,0.089,3.0
19753,Bristol City WFC,7,0.32062287582084537,0.046,0.0
19754,Arsenal WFC,13,1.3949865000322461,0.107,5.0
19754,Liverpool WFC,4,1.1526967901736498,0.288,1.0
19755,Chelsea FCW,22,2.4992921724915504,0.114,2.0
19755,Manchester City WFC,15,2.173026764765382,0.145,2.0
19756,Everton LFC,18,2.1684865169227123,0.12,1.0
19756,Birmingham City WFC,11,1.183457551524043,0.108,3.0
19757,Brighton & Hove Albion WFC,14,1.3369670808315277,0.095,0.0
19757,Bristol City WFC,4,0.415663393214345,0.104,0.0
19758,Reading WFC,18,2.455619648564607,0.136,5.0
19758,Yeovil Town LFC,11,1.1015555211342871,0.1,0.0
19759,Arsenal WFC,22,3.6746760308742523,0.167,4.0
19759,Everton LFC,8,1.0995317045599222,0.137,0.0
19760,Chelsea FCW,43,3.864133959636092,0.09,5.0
19760,Yeovil Town LFC,1,0.0789325088262558,0.079,0.0
19761,Bristol City WFC,9,1.1400001971051097,0.127,2.0
19761,Liverpool WFC,12,1.109433664008975,0.092,1.0
19762,Reading WFC,17,1.0216107126325369,0.06,3.0
19762,Brighton & Hove Albion WFC,3,0.2874503992497921,0.096,1.0
19763,West Ham United LFC,12,1.9956305995583534,0.166,0.0
19763,Birmingham City WFC,13,1.877615612000227,0.144,3.0
19764,Manchester City WFC,35,4.065870116464794,0.116,4.0
19764,Yeovil Town LFC,11,1.326077677309513,0.121,0.0
19765,Birmingham City WFC,14,1.120510982349515,0.08,2.0
19765,Liverpool WFC,7,0.38066463032737374,0.054,0.0
19766,Arsenal WFC,30,2.865230118855834,0.096,4.0
19766,Brighton & Hove Albion WFC,4,1.0821267664432526,0.271,1.0
19767,Reading WFC,14,1.3541333759203553,0.097,2.0
19767,Everton LFC,11,1.0660822689533234,0.097,1.0
19768,West Ham United LFC,14,1.6505914498120546,0.118,2.0
19768,Bristol City WFC,7,0.3481336198747158,0.05,0.0
19769,West Ham United LFC,9,0.8987843790091574,0.1,1.0
19769,Brighton & Hove Albion WFC,14,0.7826352370902896,0.056,0.0
19770,Arsenal WFC,17,1.228211731184274,0.072,0.0
19770,Manchester City WFC,10,0.9942718110978603,0.099,2.0
19771,Birmingham City WFC,21,1.3579250602051616,0.065,1.0
19771,Yeovil Town LFC,6,0.7146060978993773,0.119,1.0
19772,Chelsea FCW,19,2.0103886807337403,0.106,1.0
