match_id,team,opponent_passes,defensive_actions,ppda
2275085,Manchester City WFC,125,37,3.38
2275085,Tottenham Hotspur Women,405,21,19.29
2275086,Arsenal WFC,220,18,12.22
2275086,Reading WFC,291,51,5.71
2275088,Birmingham City WFC,190,33,5.76
2275088,Bristol City WFC,264,36,7.33
2275089,Arsenal WFC,181,30,6.03
2275089,Birmingham City WFC,413,29,14.24
2275090,Arsenal WFC,271,21,12.9
2275090,Chelsea FCW,289,34,8.5
2275091,Brighton & Hove Albion WFC,195,50,3.9
2275091,Tottenham Hotspur Women,274,29,9.45
2275092,Birmingham City WFC,312,14,22.29
2275092,Manchester City WFC,169,25,6.76
2275093,Birmingham City WFC,288,11,26.18
2275093,Chelsea FCW,162,35,4.63
2275094,Birmingham City WFC,216,35,6.17
2275094,West Ham United LFC,260,32,8.13
2275096,Arsenal WFC,163,33,4.94
2275096,West Ham United LFC,450,24,18.75
2275097,Brighton & Hove Albion WFC,306,19,16.11
2275097,Manchester City WFC,206,38,5.42
2275098,Arsenal WFC,178,24,7.42
2275098,Brighton & Hove Albion WFC,402,27,14.89
2275099,Liverpool WFC,245,52,4.71
2275099,Reading WFC,215,42,5.12
2275102,Brighton & Hove Albion WFC,241,32,7.53
2275102,Reading WFC,167,27,6.19
2275103,Liverpool WFC,262,45,5.82
2275103,West Ham United LFC,226,35,6.46
2275104,Arsenal WFC,125,20,6.25
2275104,Bristol City WFC,612,11,55.64
2275105,Chelsea FCW,224,23,9.74
2275105,Manchester City WFC,246,25,9.84
2275106,Bristol City WFC,388,19,20.42
2275106,Manchester City WFC,164,30,5.47
2275107,Manchester City WFC,195,40,4.88
2275107,Reading WFC,338,32,10.56
2275108,Bristol City WFC,406,15,27.07
2275108,Chelsea FCW,83,31,2.68
2275109,Birmingham City WFC,205,42,4.88
2275109,Tottenham Hotspur Women,205,41,5.0
2275110,Birmingham City WFC,163,27,6.04
2275110,Liverpool WFC,336,40,8.4
2275113,Brighton & Hove Albion WFC,239,41,5.83
2275113,West Ham United LFC,222,31,7.16
2275116,Liverpool WFC,386,25,15.44
2275116,Manchester City WFC,204,24,8.5
2275117,Arsenal WFC,193,25,7.72
2275117,Everton LFC,449,25,17.96
2275120,Birmingham City WFC,139,34,4.09
2275120,Everton LFC,317,28,11.32
2275121,Arsenal WFC,140,24,5.83
2275121,Brighton & Hove Albion WFC,634,22,28.82
2275122,Bristol City WFC,423,22,19.23
2275122,Reading WFC,129,39,3.31
2275126,Everton LFC,202,29,6.97
2275126,Tottenham Hotspur Women,220,52,4.23
2275127,Everton LFC,217,30,7.23
2275127,Reading WFC,178,53,3.36
2275130,Chelsea FCW,197,23,8.57
2275130,Manchester City WFC,336,24,14.0
2275131,Everton LFC,346,28,12.36
2275131,Manchester City WFC,211,26,8.12
2275132,Chelsea FCW,151,32,4.72
2275132,Tottenham Hotspur Women,391,21,18.62
2275133,Liverpool WFC,261,33,7.91
2275133,West Ham United LFC,213,27,7.89
2275136,Manchester City WFC,179,28,6.39
2275136,Manchester United,341,27,12.63
2275137,Manchester United,103,44,2.34
2275137,Tottenham Hotspur Women,338,29,11.66
2275138,Liverpool WFC,300,27,11.11
2275138,Manchester United,188,18,10.44
2275139,Manchester United,199,32,6.22
2275139,Tottenham Hotspur Women,196,23,8.52
2275140,Brighton & Hove Albion WFC,316,25,12.64
2275140,Manchester United,128,21,6.1
2275142,Bristol City WFC,447,29,15.41
2275142,Manchester United,84,29,2.9
2275144,Everton LFC,230,29,7.93
2275144,Manchester United,239,47,5.09
2275146,Everton LFC,278,25,11.12
2275146,Manchester United,212,41,5.17
2275150,Manchester United,138,32,4.31
2275150,West Ham United LFC,235,19,12.37
2275151,Brighton & Hove Albion WFC,240,35,6.86
2275151,Manchester United,211,31,6.81
2275153,Manchester United,198,50,3.96
2275153,Reading WFC,212,47,4.51
2275154,Chelsea FCW,206,27,7.63
2275154,Manchester United,280,40,7.0
2275156,Arsenal WFC,158,27,5.85
2275156,Manchester United,481,25,19.24
2275157,Manchester United,289,37,7.81
2275157,Reading WFC,133,48,2.77
2302764,AC Milan,366,43,8.51
2302764,Liverpool,446,47,9.49
3749052,Arsenal,233,38,6.13
3749052,Wolverhampton Wanderers,365,77,4.74
3749068,Arsenal,302,27,11.19
3749068,Tottenham Hotspur,275,44,6.25
3749079,Arsenal,289,36,8.03
3749079,Chelsea,346,26,13.31
3749108,Arsenal,228,29,7.86
3749108,Aston Villa,326,40,8.15
3749117,Arsenal,263,25,10.52
3749117,Everton,257,40,6.43
3749133,Arsenal,305,34,8.97
3749133,Aston Villa,279,57,4.89
3749153,Arsenal,213,29,7.34
3749153,Middlesbrough,366,38,9.63
3749192,Arsenal,218,36,6.06
3749192,Fulham,460,35,13.14
3749196,Arsenal,187,36,5.19
3749196,Tottenham Hotspur,289,38,7.61
3749233,Arsenal,224,31,7.23
3749233,Manchester City,366,34,10.76
3749246,Arsenal,307,40,7.68
3749246,Manchester United,211,45,4.69
3749253,Arsenal,311,42,7.4
3749253,Liverpool,260,41,6.34
3749257,Arsenal,188,31,6.06
3749257,Leicester City,499,36,13.86
3749274,Arsenal,179,31,5.77
3749274,Portsmouth,488,40,12.2
3749276,Arsenal,345,39,8.85
3749276,Chelsea,268,57,4.7
3749278,Arsenal,242,27,8.96
3749278,Bolton Wanderers,239,48,4.98
3749296,Arsenal,205,32,6.41
3749296,Portsmouth,359,49,7.33
3749310,Arsenal,236,33,7.15
3749310,Southampton,368,65,5.66
3749346,Arsenal,418,25,16.72
3749346,Leeds United,221,59,3.75
3749358,Arsenal,340,22,15.45
3749358,Middlesbrough,373,43,8.67
3749360,Arsenal,396,32,12.38
3749360,Blackburn Rovers,306,43,7.12
3749403,Arsenal,224,25,8.96
3749403,Bolton Wanderers,340,65,5.23
3749431,Arsenal,249,36,6.92
3749431,Newcastle United,300,54,5.56
3749434,Arsenal,338,29,11.66
3749434,Birmingham City,278,62,4.48
3749448,Arsenal,231,33,7.0
3749448,Liverpool,352,33,10.67
3749453,Arsenal,341,21,16.24
3749453,Leeds United,287,41,7.0
3749454,Arsenal,267,40,6.68
3749454,Manchester City,373,56,6.66
3749462,Arsenal,228,35,6.51
3749462,Birmingham City,436,36,12.11
3749465,Arsenal,332,30,11.07
3749465,Blackburn Rovers,404,51,7.92
3749493,Arsenal,265,24,11.04
3749493,Everton,247,45,5.49
3749522,Arsenal,222,27,8.22
3749522,Wolverhampton Wanderers,446,42,10.62
3749526,Arsenal,291,29,10.03
3749526,Charlton Athletic,363,37,9.81
3749528,Arsenal,297,36,8.25
3749528,Newcastle United,293,48,6.1
3749552,Arsenal,294,27,10.89
3749552,Manchester United,315,42,7.5
3749590,Arsenal,226,33,6.85
3749590,Leicester City,331,43,7.7
3749603,Arsenal,348,33,10.55
3749603,Fulham,260,51,5.1
3749631,Arsenal,208,44,4.73
3749631,Southampton,320,49,6.53
3749642,Arsenal,299,36,8.31
3749642,Charlton Athletic,422,43,9.81
3750180,German DR,352,15,23.47
3750180,Germany,126,32,3.94
3750191,Argentina,207,18,11.5
3750191,England,216,51,4.24
3750200,AC Milan,266,36,7.39
3750200,Liverpool,255,66,3.86
3750201,Barcelona,285,26,10.96
3750201,Manchester United,376,22,17.09
3750234,NY Cosmos,208,18,11.56
3750234,Seattle Sounders,288,28,10.29
3750235,Ajax,137,50,2.74
3750235,Inter Milan,350,20,17.5
3750240,Fiorentina,495,24,20.63
3750240,Manchester United,197,28,7.04
3750244,Bayern Munich,176,27,6.52
3750244,Napoli,327,32,10.22
3750245,Juventus,272,51,5.33
3750245,Napoli,387,39,9.92
3750248,Athletic Club,283,44,6.43
3750248,Barcelona,114,24,4.75
3752619,AS Monaco,238,37,6.43
3752619,FC Porto,333,32,10.41
3753972,AFC Bournemouth,296,27,10.96
3753972,Swansea City,387,36,10.75
3753973,Chelsea,228,37,6.16
3753973,West Ham United,379,51,7.43
3753974,Everton,245,42,5.83
3753974,Newcastle United,417,25,16.68
3753975,AFC Bournemouth,271,36,7.53
3753975,Sunderland,391,41,9.54
3753976,Arsenal,261,33,7.91
3753976,Swansea City,465,30,15.5
3753977,Stoke City,347,49,7.08
3753977,Watford,304,51,5.96
3753978,Southampton,392,36,10.89
3753978,Swansea City,263,28,9.39
3753979,Crystal Palace,171,44,3.89
3753979,Sunderland,387,27,14.33
3753980,Arsenal,360,40,9.0
3753980,Everton,334,42,7.95
3753981,Aston Villa,284,37,7.68
3753981,Crystal Palace,347,38,9.13
3753982,Leicester City,370,47,7.87
3753982,Southampton,273,43,6.35
3753983,Arsenal,363,23,15.78
3753983,Swansea City,345,35,9.86
3753984,Liverpool,214,34,6.29
3753984,West Ham United,457,29,15.76
3753985,Liverpool,277,36,7.69
3753985,Stoke City,339,39,8.69
3753986,Liverpool,305,31,9.84
3753986,Stoke City,343,29,11.83
3753987,Leicester City,383,33,11.61
3753987,Tottenham Hotspur,210,24,8.75
3753988,AFC Bournemouth,326,47,6.94
3753988,Swansea City,279,44,6.34
3753989,Everton,261,31,8.42
3753989,Sunderland,418,34,12.29
3753990,Arsenal,194,31,6.26
3753990,Sunderland,468,36,13.0
3753991,Liverpool,333,45,7.4
3753991,Manchester City,335,34,9.85
3753992,Southampton,430,36,11.94
3753992,Tottenham Hotspur,188,30,6.27
3753993,Norwich City,227,27,8.41
3753993,Sunderland,422,35,12.06
3753994,Crystal Palace,331,39,8.49
3753994,Southampton,284,30,9.47
3753995,Chelsea,231,44,5.25
3753995,Southampton,412,43,9.58
3753996,Chelsea,238,29,8.21
3753996,Norwich City,528,38,13.89
3753997,Aston Villa,551,42,13.12
3753997,West Ham United,210,39,5.38
3753998,Southampton,274,65,4.22
3753998,West Ham United,346,30,11.53
3753999,Arsenal,237,26,9.12
3753999,Watford,463,40,11.57
3754000,Southampton,212,36,5.89
3754000,Sunderland,432,43,10.05
3754001,Chelsea,188,40,4.7
3754001,Newcastle United,415,53,7.83
3754002,Leicester City,291,39,7.46
3754002,Newcastle United,310,40,7.75
3754003,Liverpool,421,35,12.03
3754003,Manchester United,280,30,9.33
3754004,AFC Bournemouth,343,35,9.8
3754004,Norwich City,240,33,7.27
3754005,Newcastle United,328,29,11.31
3754005,Stoke City,248,47,5.28
3754006,Leicester City,220,46,4.78
3754006,West Bromwich Albion,280,38,7.37
3754007,Stoke City,384,25,15.36
3754007,West Bromwich Albion,288,22,13.09
3754008,Manchester United,163,36,4.53
3754008,Sunderland,458,29,15.79
3754009,Arsenal,160,38,4.21
3754009,Crystal Palace,632,27,23.41
3754010,Newcastle United,272,28,9.71
3754010,Watford,378,46,8.22
3754011,Manchester United,270,23,11.74
3754011,Southampton,402,34,11.82
3754012,Chelsea,254,23,11.04
3754012,Southampton,505,38,13.29
3754013,Chelsea,217,35,6.2
3754013,Leicester City,426,43,9.91
3754014,Manchester United,169,53,3.19
3754014,Stoke City,348,26,13.38
3754015,Manchester City,406,39,10.41
3754015,Manchester United,268,36,7.44
3754016,Newcastle United,339,23,14.74
3754016,Southampton,258,32,8.06
3754017,Aston Villa,293,34,8.62
3754017,Swansea City,283,37,7.65
3754018,Liverpool,385,31,12.42
3754018,Swansea City,342,43,7.95
3754019,Chelsea,462,27,17.11
3754019,Manchester United,195,34,5.74
3754020,AFC Bournemouth,351,43,8.16
3754020,Liverpool,288,31,9.29
3754021,AFC Bournemouth,298,41,7.27
3754021,West Ham United,319,40,7.97
3754022,Crystal Palace,245,58,4.22
3754022,Norwich City,209,52,4.02
3754023,AFC Bournemouth,267,26,10.27
3754023,Leicester City,311,59,5.27
3754024,Newcastle United,410,40,10.25
3754024,Swansea City,228,38,6.0
3754025,Chelsea,206,40,5.15
3754025,Sunderland,425,35,12.14
3754026,Crystal Palace,185,32,5.78
3754026,Stoke City,302,34,8.88
3754027,Sunderland,475,32,14.84
3754027,Tottenham Hotspur,188,31,6.06
3754028,Manchester City,374,42,8.9
3754028,Southampton,308,30,10.27
3754029,Aston Villa,374,32,11.69
3754029,Tottenham Hotspur,232,36,6.44
3754030,Everton,254,35,7.26
3754030,Watford,293,42,6.98
3754031,Manchester United,173,38,4.55
3754031,Sunderland,380,33,11.52
3754032,Norwich City,460,26,17.69
3754032,Stoke City,247,38,6.5
3754033,Everton,279,30,9.3
3754033,Leicester City,307,26,11.81
3754034,Everton,381,30,12.7
3754034,Southampton,281,34,8.26
3754035,Manchester City,231,33,7.0
3754035,West Bromwich Albion,432,26,16.62
3754036,Aston Villa,247,43,5.74
3754036,Sunderland,335,31,10.81
3754037,AFC Bournemouth,402,31,12.97
3754037,Everton,334,34,9.82
3754038,Arsenal,285,26,10.96
3754038,Norwich City,516,28,18.43
3754039,Crystal Palace,248,52,4.77
3754039,Watford,288,68,4.24
3754040,Liverpool,264,34,7.76
3754040,Norwich City,425,38,11.18
3754041,Arsenal,284,33,8.61
3754041,Aston Villa,512,18,28.44
3754042,Liverpool,215,45,4.78
3754042,West Bromwich Albion,416,46,9.04
3754043,AFC Bournemouth,416,29,14.34
3754043,Tottenham Hotspur,226,25,9.04
3754044,Manchester United,184,42,4.38
3754044,Norwich City,538,28,19.21
3754045,Leicester City,388,46,8.43
3754045,Manchester City,237,38,6.24
3754046,Crystal Palace,458,27,16.96
3754046,Everton,223,22,10.14
3754047,Liverpool,311,43,7.23
3754047,Swansea City,449,30,14.97
3754048,Crystal Palace,293,52,5.63
3754048,Everton,429,39,11.0
3754049,Leicester City,255,38,6.71
3754049,Norwich City,335,43,7.79
3754050,Crystal Palace,300,48,6.25
3754050,Sunderland,186,37,5.03
3754051,Liverpool,213,25,8.52
3754051,Watford,351,39,9.0
3754052,Norwich City,253,68,3.72
3754052,West Bromwich Albion,279,46,6.07
3754053,Aston Villa,370,40,9.25
3754053,Tottenham Hotspur,274,30,9.13
3754054,Manchester City,210,29,7.24
3754054,Sunderland,467,25,18.68
3754055,Chelsea,383,34,11.26
3754055,Liverpool,327,39,8.38
3754056,Everton,285,31,9.19
3754056,Stoke City,390,24,16.25
3754057,Norwich City,359,42,8.55
3754057,Tottenham Hotspur,263,23,11.43
3754058,AFC Bournemouth,405,30,13.5
3754058,Leicester City,207,36,5.75
3754059,Chelsea,263,26,10.12
3754059,West Bromwich Albion,347,32,10.84
3754060,Everton,233,24,9.71
3754060,Liverpool,309,46,6.72
3754061,Chelsea,366,33,11.09
3754061,Stoke City,326,44,7.41
3754062,Chelsea,244,31,7.87
3754062,West Bromwich Albion,362,52,6.96
3754063,Aston Villa,471,32,14.72
3754063,Watford,231,35,6.6
3754064,Liverpool,366,40,9.15
3754064,Southampton,334,55,6.07
3754065,Leicester City,375,43,8.72
3754065,Tottenham Hotspur,188,37,5.08
3754066,Chelsea,341,36,9.47
3754066,Manchester City,354,31,11.42
3754067,Crystal Palace,425,33,12.88
3754067,West Ham United,218,32,6.81
3754068,Aston Villa,235,36,6.53
3754068,West Bromwich Albion,319,44,7.25
3754069,Arsenal,309,36,8.58
3754069,Newcastle United,355,43,8.26
3754070,Aston Villa,370,35,10.57
3754070,Newcastle United,306,41,7.46
3754071,Sunderland,304,29,10.48
3754071,Swansea City,320,26,12.31
3754072,Sunderland,324,32,10.13
3754072,Watford,290,28,10.36
3754073,AFC Bournemouth,428,37,11.57
3754073,Chelsea,210,39,5.38
3754074,Swansea City,332,20,16.6
3754074,Tottenham Hotspur,258,41,6.29
3754075,Aston Villa,432,33,13.09
3754075,Chelsea,305,27,11.3
3754076,Sunderland,362,35,10.34
3754076,West Ham United,245,39,6.28
3754077,Manchester City,135,41,3.29
3754077,West Ham United,600,29,20.69
3754078,Chelsea,268,35,7.66
3754078,Swansea City,329,33,9.97
3754079,Manchester City,202,33,6.12
3754079,Newcastle United,506,27,18.74
3754080,Tottenham Hotspur,203,36,5.64
3754080,Watford,438,25,17.52
3754081,Manchester United,314,45,6.98
3754081,West Bromwich Albion,347,39,8.9
3754082,Everton,248,23,10.78
3754082,Sunderland,536,30,17.87
3754083,Chelsea,232,37,6.27
3754083,Crystal Palace,451,41,11.0
3754084,Aston Villa,215,52,4.13
3754084,West Bromwich Albion,368,44,8.36
3754085,Leicester City,371,42,8.83
3754085,Swansea City,277,20,13.85
3754086,Watford,275,31,8.87
3754086,West Ham United,302,37,8.16
3754087,Liverpool,350,54,6.48
3754087,Tottenham Hotspur,256,35,7.31
3754088,Manchester United,332,37,8.97
3754088,Newcastle United,341,35,9.74
3754089,AFC Bournemouth,330,38,8.68
3754089,Crystal Palace,252,54,4.67
3754090,Newcastle United,283,25,11.32
3754090,Stoke City,300,33,9.09
3754091,Stoke City,190,21,9.05
3754091,Watford,353,30,11.77
3754092,Chelsea,253,39,6.49
3754092,Tottenham Hotspur,280,43,6.51
3754093,Chelsea,382,39,9.79
3754093,Tottenham Hotspur,287,31,9.26
3754094,Manchester United,365,32,11.41
3754094,Stoke City,344,34,10.12
3754095,Manchester City,308,42,7.33
3754095,Sunderland,292,47,6.21
3754096,Stoke City,290,31,9.35
3754096,West Ham United,259,37,7.0
3754097,Manchester United,273,36,7.58
3754097,Tottenham Hotspur,334,31,10.77
3754098,Chelsea,393,49,8.02
3754098,Liverpool,294,45,6.53
3754099,Crystal Palace,176,50,3.52
3754099,West Bromwich Albion,363,38,9.55
3754100,Newcastle United,217,38,5.71
3754100,Sunderland,290,53,5.47
3754101,Norwich City,359,30,11.97
3754101,Southampton,258,50,5.16
3754102,Newcastle United,362,22,16.45
3754102,Norwich City,243,29,8.38
3754103,Chelsea,307,42,7.31
3754103,Watford,383,49,7.82
3754104,Norwich City,327,36,9.08
3754104,Stoke City,273,20,13.65
3754105,Everton,293,25,11.72
3754105,West Bromwich Albion,312,33,9.45
3754106,Aston Villa,319,29,11.0
3754106,Leicester City,257,49,5.24
3754107,Aston Villa,368,32,11.5
3754107,Manchester United,280,24,11.67
3754108,Chelsea,220,18,12.22
3754108,Sunderland,399,44,9.07
3754109,Tottenham Hotspur,254,42,6.05
3754109,West Ham United,367,36,10.19
3754110,Manchester City,291,36,8.08
3754110,West Ham United,346,43,8.05
3754111,Arsenal,426,27,15.78
3754111,Chelsea,349,27,12.93
3754112,Newcastle United,266,29,9.17
3754112,Southampton,358,28,12.79
3754113,Aston Villa,453,24,18.88
3754113,Southampton,245,29,8.45
3754114,Chelsea,259,35,7.4
3754114,Crystal Palace,430,46,9.35
3754115,Aston Villa,302,45,6.71
3754115,Chelsea,302,65,4.65
3754116,Chelsea,242,44,5.5
3754116,Swansea City,434,43,10.09
3754117,Arsenal,314,25,12.56
3754117,Aston Villa,360,22,16.36
3754118,Arsenal,246,31,7.94
3754118,Watford,569,34,16.74
3754119,Newcastle United,214,33,6.48
3754119,Sunderland,303,25,12.12
3754120,Southampton,421,34,12.38
3754120,West Ham United,176,34,5.18
3754121,AFC Bournemouth,202,46,4.39
3754121,Watford,270,51,5.29
3754122,Stoke City,287,23,12.48
3754122,West Bromwich Albion,300,48,6.25
3754123,Everton,358,36,9.94
3754123,Norwich City,275,37,7.43
3754124,Manchester City,299,32,9.34
3754124,Manchester United,389,52,7.48
3754125,Chelsea,291,51,5.71
3754125,Everton,464,28,16.57
3754126,Arsenal,267,30,8.9
3754126,Everton,443,32,13.84
3754127,Everton,519,30,17.3
3754127,Stoke City,195,40,4.88
3754128,AFC Bournemouth,263,37,7.11
3754128,Aston Villa,455,36,12.64
3754129,Arsenal,267,41,6.51
3754129,Liverpool,526,38,13.84
3754130,Aston Villa,260,49,5.31
3754130,Norwich City,300,38,7.89
3754131,AFC Bournemouth,269,34,7.91
3754131,West Ham United,320,40,8.0
3754132,Stoke City,229,30,7.63
3754132,Sunderland,223,43,5.19
3754133,Norwich City,234,42,5.57
3754133,West Bromwich Albion,376,31,12.13
3754134,Manchester United,253,40,6.32
3754134,West Ham United,308,45,6.84
3754135,Manchester City,260,37,7.03
3754135,Stoke City,366,28,13.07
3754136,Aston Villa,285,53,5.38
3754136,Newcastle United,280,46,6.09
3754137,Everton,336,30,11.2
3754137,Southampton,230,39,5.9
3754138,Crystal Palace,370,44,8.41
3754138,Norwich City,198,25,7.92
3754139,Southampton,360,42,8.57
3754139,Swansea City,271,49,5.53
3754140,Everton,476,22,21.64
3754140,Tottenham Hotspur,269,37,7.27
3754141,Arsenal,211,23,9.17
3754141,West Ham United,449,45,9.98
3754142,Everton,526,16,32.88
3754142,Manchester City,349,19,18.37
3754143,Liverpool,228,49,4.65
3754143,Newcastle United,409,50,8.18
3754144,AFC Bournemouth,419,28,14.96
3754144,Manchester City,306,37,8.27
3754145,Manchester City,242,19,12.74
3754145,West Bromwich Albion,647,23,28.13
3754146,Leicester City,283,45,6.29
3754146,Stoke City,292,36,8.11
3754147,Manchester City,392,30,13.07
3754147,Tottenham Hotspur,388,44,8.82
3754148,Sunderland,308,31,9.94
3754148,Tottenham Hotspur,237,46,5.15
3754149,Manchester City,336,48,7.0
3754149,Swansea City,374,33,11.33
3754150,Stoke City,305,23,13.26
3754150,Sunderland,329,37,8.89
3754151,Norwich City,351,45,7.8
3754151,Swansea City,257,43,5.98
3754152,Leicester City,234,60,3.9
3754152,Sunderland,299,47,6.36
3754153,Crystal Palace,348,33,10.55
3754153,Stoke City,210,21,10.0
3754154,Liverpool,223,42,5.31
3754154,Newcastle United,443,52,8.52
3754155,Watford,363,38,9.55
3754155,West Bromwich Albion,213,37,5.76
3754156,Leicester City,394,34,11.59
3754156,Watford,277,30,9.23
3754157,AFC Bournemouth,263,22,11.95
3754157,Everton,431,32,13.47
3754158,Swansea City,342,22,15.55
3754158,West Ham United,298,43,6.93
3754159,AFC Bournemouth,553,28,19.75
3754159,Manchester United,184,25,7.36
3754160,Arsenal,169,31,5.45
3754160,Sunderland,542,28,19.36
3754161,Swansea City,283,38,7.45
3754161,Watford,381,46,8.28
3754162,AFC Bournemouth,353,30,11.77
3754162,Manchester United,242,37,6.54
3754163,Everton,269,34,7.91
3754163,Swansea City,473,40,11.82
3754164,Southampton,183,32,5.72
3754164,Sunderland,376,48,7.83
3754165,Leicester City,505,33,15.3
3754165,Manchester United,165,33,5.0
3754166,Everton,178,34,5.24
3754166,Leicester City,360,44,8.18
3754167,Manchester City,196,17,11.53
3754167,Norwich City,644,22,29.27
3754168,Southampton,274,33,8.3
3754168,West Bromwich Albion,368,41,8.98
3754169,AFC Bournemouth,279,39,7.15
3754169,Sunderland,313,40,7.82
3754170,Crystal Palace,275,50,5.5
3754170,Newcastle United,280,56,5.0
3754171,Arsenal,548,20,27.4
3754171,Manchester United,217,40,5.43
3754172,Norwich City,165,46,3.59
3754172,Sunderland,328,36,9.11
3754173,AFC Bournemouth,363,37,9.81
3754173,Arsenal,342,37,9.24
3754174,Arsenal,318,28,11.36
3754174,Leicester City,353,44,8.02
3754175,Sunderland,201,43,4.67
3754175,West Bromwich Albion,300,46,6.52
3754176,Crystal Palace,364,45,8.09
3754176,West Ham United,179,39,4.59
3754177,AFC Bournemouth,285,41,6.95
3754177,Newcastle United,314,58,5.41
3754178,Aston Villa,188,23,8.17
3754178,Watford,374,46,8.13
3754179,Crystal Palace,433,41,10.56
3754179,Tottenham Hotspur,204,32,6.38
3754180,Sunderland,368,39,9.44
3754180,Swansea City,217,35,6.2
3754181,Crystal Palace,270,40,6.75
3754181,Leicester City,285,48,5.94
3754182,Everton,316,25,12.64
3754182,Norwich City,422,36,11.72
3754183,Southampton,273,53,5.15
3754183,Watford,355,39,9.1
3754184,Arsenal,212,39,5.44
3754184,Norwich City,547,40,13.68
3754185,Manchester United,274,36,7.61
3754185,Watford,389,40,9.73
3754186,Leicester City,435,33,13.18
3754186,Manchester United,200,30,6.67
3754187,Stoke City,265,36,7.36
3754187,Tottenham Hotspur,280,33,8.48
3754188,Southampton,281,57,4.93
3754188,Tottenham Hotspur,315,38,8.29
3754189,Southampton,344,37,9.3
3754189,Watford,291,42,6.93
3754190,Aston Villa,277,38,7.29
3754190,Crystal Palace,270,52,5.19
3754191,AFC Bournemouth,333,36,9.25
3754191,Southampton,399,32,12.47
3754192,West Bromwich Albion,303,56,5.41
3754192,West Ham United,248,36,6.89
3754193,AFC Bournemouth,401,37,10.84
3754193,Manchester City,334,20,16.7
3754194,Everton,305,27,11.3
3754194,West Ham United,295,22,13.41
3754195,Newcastle United,312,37,8.43
3754195,West Bromwich Albion,229,44,5.2
3754196,Southampton,402,35,11.49
3754196,Stoke City,228,45,5.07
3754197,Manchester City,267,37,7.22
3754197,Tottenham Hotspur,356,46,7.74
3754198,Liverpool,247,38,6.5
3754198,Tottenham Hotspur,323,42,7.69
3754199,Stoke City,300,20,15.0
3754199,West Ham United,219,31,7.06
3754200,Manchester United,261,48,5.44
3754200,Southampton,314,51,6.16
3754201,Arsenal,216,38,5.68
3754201,Southampton,421,47,8.96
3754202,Arsenal,286,39,7.33
3754202,Stoke City,341,35,9.74
3754203,Leicester City,422,44,9.59
3754203,West Ham United,176,39,4.51
3754204,Aston Villa,172,31,5.55
3754204,Sunderland,423,47,9.0
3754205,Arsenal,162,27,6.0
3754205,Newcastle United,675,27,25.0
3754206,Manchester City,279,39,7.15
3754206,Newcastle United,404,49,8.24
3754207,Norwich City,262,34,7.71
3754207,Watford,384,38,10.11
3754208,Liverpool,441,39,11.31
3754208,Manchester City,259,36,7.19
3754209,Manchester United,279,46,6.07
3754209,Tottenham Hotspur,323,38,8.5
3754210,Manchester United,200,42,4.76
3754210,Norwich City,444,41,10.83
3754211,Leicester City,260,51,5.1
3754211,Newcastle United,304,28,10.86
3754212,Aston Villa,473,18,26.28
3754212,Liverpool,206,32,6.44
3754213,Swansea City,232,34,6.82
3754213,Watford,396,45,8.8
3754214,Aston Villa,418,35,11.94
3754214,Liverpool,307,33,9.3
3754215,Tottenham Hotspur,196,32,6.13
3754215,West Bromwich Albion,384,46,8.35
3754216,AFC Bournemouth,368,40,9.2
3754216,Liverpool,337,30,11.23
3754217,Arsenal,499,34,14.68
3754217,Chelsea,238,37,6.43
3754218,Crystal Palace,311,35,8.89
3754218,Southampton,225,38,5.92
3754219,AFC Bournemouth,191,24,7.96
3754219,West Bromwich Albion,417,33,12.64
3754220,Crystal Palace,401,41,9.78
3754220,Liverpool,251,40,6.28
3754221,Manchester United,230,39,5.9
3754221,Swansea City,490,37,13.24
3754222,Crystal Palace,312,33,9.45
3754222,Tottenham Hotspur,224,37,6.05
3754223,Crystal Palace,314,37,8.49
3754223,Manchester United,236,36,6.56
3754224,Aston Villa,346,51,6.78
3754224,Swansea City,322,52,6.19
3754225,AFC Bournemouth,169,25,6.76
3754225,West Bromwich Albion,434,31,14.0
3754226,Liverpool,223,44,5.07
3754226,Sunderland,322,41,7.85
3754227,Leicester City,322,39,8.26
3754227,West Ham United,213,36,5.92
3754228,Leicester City,466,55,8.47
3754228,Swansea City,252,48,5.25
3754229,Chelsea,338,24,14.08
3754229,Leicester City,367,46,7.98
3754230,Liverpool,252,23,10.96
3754230,Southampton,399,34,11.74
3754231,Leicester City,196,45,4.36
3754231,West Bromwich Albion,358,42,8.52
3754232,Manchester United,223,42,5.31
3754232,Watford,310,42,7.38
3754233,Everton,412,23,17.91
3754233,Manchester City,271,25,10.84
3754234,AFC Bournemouth,377,31,12.16
3754234,Tottenham Hotspur,291,34,8.56
3754235,West Bromwich Albion,305,47,6.49
3754235,West Ham United,212,49,4.33
3754236,Crystal Palace,261,51,5.12
3754236,West Bromwich Albion,271,50,5.42
3754237,Leicester City,286,50,5.72
3754237,Sunderland,267,34,7.85
3754238,AFC Bournemouth,178,34,5.24
3754238,Newcastle United,468,37,12.65
3754239,Arsenal,221,36,6.14
3754239,Manchester United,356,44,8.09
3754240,Arsenal,202,25,8.08
3754240,Stoke City,530,26,20.38
3754241,Arsenal,271,32,8.47
3754241,West Ham United,419,39,10.74
3754242,AFC Bournemouth,426,30,14.2
3754242,Chelsea,318,23,13.83
