player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
José Santiago Cañizares Ruíz,Valencia,23,0.0,0.0,21.0,0.0
Antonio Di Natale,Udinese,214,0.0,0.0,60.0,0.0
Shinji Kagawa,Borussia Dortmund,1218,0.0,0.0,281.0,0.0
Johan Neeskens,Ajax,96,0.0,0.0,30.0,0.0
Ivan Rakitić,Croatia,345,0.0,0.0,122.0,0.0
Joe Allen,Liverpool,347,0.0,0.0,106.0,0.0
Luca-Milan Zander,Werder Bremen,23,0.0,0.0,11.0,0.0
Claude Makélélé,Chelsea,98,0.0,0.0,33.0,0.0
Gerard Deulofeu Lázaro,Barcelona,228,0.0,0.0,26.0,0.0
Jacques François Moubandje,Toulouse,790,0.0,0.0,272.0,0.0
Juan Manuel Iturbe Arévalo,AS Roma,68,0.0,0.0,15.0,0.0
Steven Gerrard,Liverpool,165,0.0,0.0,56.0,0.0
Jeff Louis,Caen,142,0.0,0.0,30.0,0.0
Lindsay Rose,Lorient,311,0.0,0.0,133.0,0.0
Sereso Geoffroy Gonzaroua Dié,VfB Stuttgart,798,0.0,0.0,305.0,0.0
Bruno González Cabrera,Getafe,6,0.0,0.0,2.0,0.0
Sergej Milinković-Savić,Lazio,574,0.0,0.0,150.0,0.0
Yehvann Diouf,Stade de Reims,19,0.0,0.0,14.0,0.0
Francis Joseph Coquelin,Villarreal,39,0.0,0.0,6.0,0.0
Riaan Hanamub,Namibia,127,0.0,0.0,47.0,0.0
Edvaldo Izidio Neto,Brazil,118,0.0,0.0,20.0,0.0
Nicola Cousins,Yeovil Town LFC,180,0.0,0.0,89.0,0.0
Sofia Huerta,Houston Dash,103,0.0,0.0,30.0,0.0
Kevin Gameiro,Valencia,38,0.0,0.0,5.0,0.0
Roberto Antonio Correa Silva,Espanyol,223,0.0,0.0,58.0,0.0
Kirsty Smith,Scotland Women's,82,0.0,0.0,26.0,0.0
Darren Randolph,West Ham United,104,0.0,0.0,92.0,0.0
Santiago Arias Naranjo,Colombia,215,0.0,0.0,60.0,0.0
Santiago García,Werder Bremen,896,0.0,0.0,370.0,0.0
Patrice Evra,Manchester United,61,0.0,0.0,15.0,0.0
Wes Hoolahan,Norwich City,938,0.0,0.0,249.0,0.0
Shania Hayles,Aston Villa,131,0.0,0.0,33.0,0.0
Marta Vieira da Silva,Orlando Pride,189,0.0,0.0,61.0,0.0
Pedro Antonio Porro Sauceda,Real Valladolid,33,0.0,0.0,9.0,0.0
Raúl Iznata Zabala,Málaga,12,0.0,0.0,11.0,0.0
Felix Passlack,Borussia Dortmund,107,0.0,0.0,13.0,0.0
Johann Carrasso,Stade de Reims,131,0.0,0.0,115.0,0.0
Francisco David Sousa Franquelo,Getafe,15,0.0,0.0,2.0,0.0
Daniel Congré,Montpellier,1218,0.0,0.0,473.0,0.0
Jodie Hutton,Aston Villa,155,0.0,0.0,79.0,0.0
Marc Bartra Aregall,Real Betis,169,0.0,0.0,64.0,0.0
Deroy Duarte,Cape Verde Islands,77,0.0,0.0,13.0,0.0
Khassa Camara,Hyderabad,103,0.0,0.0,33.0,0.0
Francisco Andrés Silva Gajardo,Osasuna,55,0.0,0.0,21.0,0.0
Kieran O''Neill Dowell,Everton,25,0.0,0.0,3.0,0.0
Gaurav Bora,Odisha,279,0.0,0.0,94.0,0.0
Yan Wang,China PR Women's,82,0.0,0.0,27.0,0.0
Carlos Lázaro Vallejo,Real Valladolid,35,0.0,0.0,4.0,0.0
Florin Andone,RC Deportivo La Coruña,17,0.0,0.0,1.0,0.0
Adrián González Morales,Racing Santander,63,0.0,0.0,12.0,0.0
Per Ciljan Skjelbred,Hertha Berlin,1318,0.0,0.0,300.0,0.0
Ousmane Dembélé,Rennes,484,0.0,0.0,115.0,0.0
Danique Kerkdijk,Bristol City WFC,298,0.0,0.0,138.0,0.0
Sabrina D’Angelo,North Carolina Courage,31,0.0,0.0,23.0,0.0
Hans-Jürgen Kreische,German DR,30,0.0,0.0,14.0,0.0
Ousmane Diomande,Côte d'Ivoire,113,0.0,0.0,26.0,0.0
Tiago Cardoso Mendes,Atlético Madrid,976,0.0,0.0,311.0,0.0
Álvaro Domínguez Soto,Borussia Mönchengladbach,246,0.0,0.0,103.0,0.0
José María Martín-Bejarano Serrano,Levante UD,325,0.0,0.0,73.0,0.0
Djigui Diarra,Mali,84,0.0,0.0,48.0,0.0
Alexis Ruano Delgado,Valencia,48,0.0,0.0,16.0,0.0
Marius Stankevičius,Valencia,36,0.0,0.0,10.0,0.0
Christoph Metzelder,Real Madrid,34,0.0,0.0,12.0,0.0
Yvan Neyou Noupa,Cameroon,38,0.0,0.0,5.0,0.0
Steven N''Kemboanza Mike Christopher Nzonzi,France,88,0.0,0.0,21.0,0.0
Abdelhamid El Kaoutari,Palermo,223,0.0,0.0,78.0,0.0
Serhou Guirassy,Lille,66,0.0,0.0,5.0,0.0
Melvyn Machin,Seattle Sounders,38,0.0,0.0,20.0,0.0
Edmilson Gabriel Dove,Mozambique,89,0.0,0.0,35.0,0.0
Vadim Demidov,Real Sociedad,28,0.0,0.0,14.0,0.0
Jorge Hernan Bermúdez Morales,Boca Juniors,21,0.0,0.0,9.0,0.0
José Alberto Cañas Ruiz Herrera,Espanyol,353,0.0,0.0,107.0,0.0
Kévin Daniel Van Den Kerkhof,Algeria,16,0.0,0.0,2.0,0.0
Javier Hernández Balcázar,Manchester United,26,0.0,0.0,6.0,0.0
Scott Sinclair,Aston Villa,285,0.0,0.0,35.0,0.0
Iván Garrido González,Goa,791,0.0,0.0,340.0,0.0
Iván Campo Ramos,Bolton Wanderers,52,0.0,0.0,16.0,0.0
Martin Terrier,Rennes,47,0.0,0.0,7.0,0.0
Meredith Speck,North Carolina Courage,53,0.0,0.0,20.0,0.0
Tobin Powell Heath,Manchester United,173,0.0,0.0,56.0,0.0
Óliver Torres Muñoz,Sevilla,68,0.0,0.0,21.0,0.0
Stefano Tacconi,Juventus,50,0.0,0.0,40.0,0.0
Carlos Alonso González,Real Madrid,16,0.0,0.0,4.0,0.0
Alejandro Arribas Garrido,Osasuna,44,0.0,0.0,10.0,0.0
Aldo Pedro Duscher,Racing Santander,52,0.0,0.0,13.0,0.0
José Martín Cáceres Silva,Sevilla,62,0.0,0.0,27.0,0.0
Massadio Haïdara,Newcastle United,248,0.0,0.0,89.0,0.0
Josef Alexander Martínez Mencia,Torino,122,0.0,0.0,18.0,0.0
Valentin Stocker,Hertha Berlin,125,0.0,0.0,41.0,0.0
Paweł Olkowski,FC Köln,379,0.0,0.0,123.0,0.0
Iñigo Liceranzu,Athletic Club,9,0.0,0.0,2.0,0.0
Edgar Antonio Méndez Ortega,Granada,151,0.0,0.0,42.0,0.0
Änis Ben-Hatira,Eintracht Frankfurt,115,0.0,0.0,21.0,0.0
Kurt Roland Hamrin,Sweden,18,0.0,0.0,4.0,0.0
Lasse Schöne,Denmark,104,0.0,0.0,32.0,0.0
Sergio Aragoneses Almeida,Tenerife,21,0.0,0.0,20.0,0.0
Antonio Manuel Luna Rodríguez,Eibar,400,0.0,0.0,155.0,0.0
Jhon Andrés Córdoba Copete,FSV Mainz 05,201,0.0,0.0,29.0,0.0
Daniel Martín Alexandre,Real Betis,17,0.0,0.0,1.0,0.0
Joan Verdú Fernández,RC Deportivo La Coruña,128,0.0,0.0,29.0,0.0
Deon Hotto Kavendji,Namibia,99,0.0,0.0,31.0,0.0
Jirí Jarošík,Real Zaragoza,40,0.0,0.0,19.0,0.0
Camilo Andrés Vargas Gil,Colombia,144,0.0,0.0,85.0,0.0
Daniele Verde,Frosinone,29,0.0,0.0,8.0,0.0
Aron Jóhannsson,Werder Bremen,67,0.0,0.0,19.0,0.0
Cengiz Ünder,Marseille,66,0.0,0.0,15.0,0.0
Abdoulay Konko,Sevilla,52,0.0,0.0,23.0,0.0
María José Urrutia,Chile Women's,41,0.0,0.0,3.0,0.0
Freddy Elías Góndola Smith,Panama,17,0.0,0.0,5.0,0.0
Renato Dirnei Florencio,Sevilla,134,0.0,0.0,33.0,0.0
Santiago Wilmer Acasiete Ariadela,Almería,100,0.0,0.0,60.0,0.0
Vyan Sampson,West Ham United LFC,187,0.0,0.0,74.0,0.0
Arnold Mvuemba,Lyon,262,0.0,0.0,68.0,0.0
Amy Rodriguez,Utah Royals,77,0.0,0.0,8.0,0.0
Fernando Navarro i Corbacho,Sevilla,225,0.0,0.0,102.0,0.0
Jordan Leborgne,Caen,175,0.0,0.0,65.0,0.0
Ebrima Darboe,Gambia,41,0.0,0.0,9.0,0.0
Julián Cuesta Díaz,Almería,18,0.0,0.0,17.0,0.0
Abdoulaye Doucouré,Granada,482,0.0,0.0,98.0,0.0
Antonio Barragán Fernández,Elche,40,0.0,0.0,9.0,0.0
Matteo Mancosu,Carpi,79,0.0,0.0,14.0,0.0
Megan Campbell,Manchester City WFC,283,0.0,0.0,84.0,0.0
Matija Nastasić,Schalke 04,6,0.0,0.0,4.0,0.0
Bamidele Alli,England,120,0.0,0.0,31.0,0.0
Mohamed Gasana Tchité,Racing Santander,33,0.0,0.0,6.0,0.0
Ignacio Pérez Santamaría,Real Betis,142,0.0,0.0,42.0,0.0
Pape Gueye,Marseille,70,0.0,0.0,15.0,0.0
Jorge Andrés Carrascal Guardo,Colombia,28,0.0,0.0,13.0,0.0
Tohouri Zahoui Constant Djakpa,Eintracht Frankfurt,266,0.0,0.0,111.0,0.0
Pablo Ganet Cómitre,Equatorial Guinea,119,0.0,0.0,24.0,0.0
Li Yang,China PR Women's,32,0.0,0.0,8.0,0.0
Donald Love,Manchester United,24,0.0,0.0,7.0,0.0
Mouez Hassen,OGC Nice,190,0.0,0.0,144.0,0.0
Abdoulaye Sadio Diallo,Bastia,290,0.0,0.0,70.0,0.0
Min-Woo Kim,South Korea,42,0.0,0.0,10.0,0.0
Oswaldo Giroldo Júnior,Middlesbrough,64,0.0,0.0,22.0,0.0
Javiera Toro,Chile Women's,37,0.0,0.0,15.0,0.0
Fernando Morientes Sánchez,AS Monaco,20,0.0,0.0,5.0,0.0
Víctor Alejandro Dávila Zavala,Chile,40,0.0,0.0,8.0,0.0
Armand Lauriente,Lorient,29,0.0,0.0,6.0,0.0
Marino Magrin,Juventus,15,0.0,0.0,3.0,0.0
Loris Karius,FSV Mainz 05,730,0.0,0.0,536.0,0.0
Daniel Giménez Hernández,Real Betis,47,0.0,0.0,40.0,0.0
Théo Sainte-Luce,Montpellier,41,0.0,0.0,7.0,0.0
Lydia Grace Yilkari Williams,OL Reign,117,0.0,0.0,67.0,0.0
Megan Finnigan,Everton LFC,1947,0.0,0.0,740.0,0.0
Isaías Sánchez Cortés,Espanyol,8,0.0,0.0,0.0,
Massimo Ambrosini,AC Milan,34,0.0,0.0,9.0,0.0
Alan Hutton,Aston Villa,876,0.0,0.0,275.0,0.0
Antonio Juliano,Italy,9,0.0,0.0,6.0,0.0
Callum McManaman,West Bromwich Albion,72,0.0,0.0,17.0,0.0
Antonio Manuel Luna Rodríguez,Sevilla,57,0.0,0.0,13.0,0.0
Tobias Sippel,Borussia Mönchengladbach,56,0.0,0.0,28.0,0.0
Eddy Silvestre Pascual İsrafilov,Eibar,54,0.0,0.0,10.0,0.0
Henri Bienvenu Ntsama,Troyes,29,0.0,0.0,5.0,0.0
Aridane Hernández Umpiérrez,Osasuna,42,0.0,0.0,17.0,0.0
Alhassan Yusuf,Nigeria,52,0.0,0.0,18.0,0.0
Babacar Niasse,Mauritania,50,0.0,0.0,42.0,0.0
Cristóvão Paciência Mabululo,Angola,41,0.0,0.0,2.0,0.0
Nikita Parris,England Women's,151,0.0,0.0,31.0,0.0
Gilberto Moraes Junior,Fiorentina,119,0.0,0.0,19.0,0.0
Juan Francisco Martínez Modesto,Elche,9,0.0,0.0,0.0,
Javier Varas Herrera,Sevilla,49,0.0,0.0,46.0,0.0
Augustin Alberto Balbuena,Argentina,14,0.0,0.0,6.0,0.0
Luís Carlos Almeida da Cunha,Valencia,18,0.0,0.0,5.0,0.0
Christine Manie,Cameroon Women's,20,0.0,0.0,14.0,0.0
Rémi Oudin,Bordeaux,27,0.0,0.0,6.0,0.0
Sandro Mazzola,Italy,38,0.0,0.0,13.0,0.0
Luís Carlos Ramos Martins,Granada,9,0.0,0.0,3.0,0.0
Luis Alfonso Espino García,Cádiz,37,0.0,0.0,19.0,0.0
Kasper Schmeichel,OGC Nice,41,0.0,0.0,25.0,0.0
Anne-Marie Heatherson,Yeovil Town LFC,198,0.0,0.0,62.0,0.0
Gaizka Toquero Pinedo,Athletic Club,28,0.0,0.0,6.0,0.0
Javier Calleja Revilla,Osasuna,7,0.0,0.0,2.0,0.0
Charles Pickel,Congo DR,155,0.0,0.0,35.0,0.0
Miguel Ángel De las Cuevas Barberá,Atlético Madrid,25,0.0,0.0,5.0,0.0
Alejandro Bedoya,Nantes,722,0.0,0.0,147.0,0.0
Nelson Sissoko,Saint-Étienne,8,0.0,0.0,3.0,0.0
Yasser Larouci,Troyes,35,0.0,0.0,3.0,0.0
Florent Sinama-Pongolle,Atlético Madrid,30,0.0,0.0,6.0,0.0
Bakary Adama Soumaoro,Lille,837,0.0,0.0,261.0,0.0
Vítor Hugo Gomes Passos,Real Valladolid,32,0.0,0.0,4.0,0.0
Carlos Alberto Vela Garrido,LAFC,20,0.0,0.0,6.0,0.0
Mauro Geraldo Galvao,Brazil,53,0.0,0.0,24.0,0.0
Joleon Lescott,West Bromwich Albion,84,0.0,0.0,30.0,0.0
Megan Wynne,Tottenham Hotspur Women,5,0.0,0.0,1.0,0.0
André Ayew Pelé,Swansea City,882,0.0,0.0,137.0,0.0
Jasmin Kurtič,Atalanta,786,0.0,0.0,176.0,0.0
Gabriel Alejandro Paletta,Atalanta,617,0.0,0.0,271.0,0.0
Pratik Prabhakar Chaudhari,Bengaluru,383,0.0,0.0,140.0,0.0
Jozef Adamec,Czechoslovakia,17,0.0,0.0,4.0,0.0
Javier Camuñas Gallego,Osasuna,56,0.0,0.0,14.0,0.0
Aleksandar Pantić,Córdoba CF,25,0.0,0.0,12.0,0.0
Juan Pablo Ángel Arango,Aston Villa,38,0.0,0.0,3.0,0.0
Ashley Hodson,Liverpool WFC,47,0.0,0.0,12.0,0.0
Benjamin Bourigeaud,Rennes,115,0.0,0.0,36.0,0.0
Paulo Henrique Chagas de Lima,Sevilla,10,0.0,0.0,5.0,0.0
Ángel Montoro Sánchez,Granada,38,0.0,0.0,14.0,0.0
Alberto Rivera Pizarro,Sporting Gijón,53,0.0,0.0,17.0,0.0
Héctor Rodas Ramírez,Odisha,307,0.0,0.0,135.0,0.0
Mathias Autret,Auxerre,33,0.0,0.0,8.0,0.0
Ashley Young,England,196,0.0,0.0,42.0,0.0
Nikola Vukčević,Levante UD,68,0.0,0.0,11.0,0.0
Andy Impey,Leicester City,35,0.0,0.0,17.0,0.0
Rubén García Santos,Levante UD,343,0.0,0.0,100.0,0.0
Danny Rose,England,88,0.0,0.0,17.0,0.0
Álvaro Cejudo Carmona,Osasuna,74,0.0,0.0,12.0,0.0
Nemanja Gudelj,Sevilla,15,0.0,0.0,0.0,
Mathias Jattah-Njie Jørgensen,Denmark,86,0.0,0.0,33.0,0.0
Rúben Miguel Nunes Vezo,Granada,13,0.0,0.0,7.0,0.0
Alexandru Iulian Maxim,VfB Stuttgart,456,0.0,0.0,138.0,0.0
Mohamed Hany Gamal Eldemerdash,Egypt,138,0.0,0.0,43.0,0.0
Gustavo Adolfo Munúa Vera,Levante UD,49,0.0,0.0,48.0,0.0
Dante Bonfim da Costa Santos,Bayern Munich,63,0.0,0.0,21.0,0.0
Iván Daniel Alonso Vallejo,Espanyol,26,0.0,0.0,6.0,0.0
Toni Pressley,Orlando Pride,50,0.0,0.0,21.0,0.0
Anthony Gardner,Tottenham Hotspur,42,0.0,0.0,16.0,0.0
"Bruno N""Gotty",Bolton Wanderers,17,0.0,0.0,5.0,0.0
Yacoub Aly Abeid,Mauritania,39,0.0,0.0,22.0,0.0
Moreto Moro Cassamã,Stade de Reims,43,0.0,0.0,11.0,0.0
David Cortés Caballero,Getafe,121,0.0,0.0,49.0,0.0
Matt Miazga,Chelsea,72,0.0,0.0,36.0,0.0
Hannes Þór Halldórsson,Iceland,34,0.0,0.0,31.0,0.0
Damjan Đoković,Gazélec Ajaccio,865,0.0,0.0,277.0,0.0
Víctor Laguardia Cisneros,Deportivo Alavés,83,0.0,0.0,39.0,0.0
Ricardo Guardia Avila,Panama,35,0.0,0.0,11.0,0.0
Julio César Enciso Espínola,Paraguay,80,0.0,0.0,22.0,0.0
Felix Dja Ettien Yohou,Levante UD,34,0.0,0.0,15.0,0.0
Joshua King,AFC Bournemouth,338,0.0,0.0,55.0,0.0
Aristidis Kamaras,Panathinaikos,36,0.0,0.0,14.0,0.0
Geoffrey Kondogbia,Atlético Madrid,12,0.0,0.0,1.0,0.0
Issiaga Sylla,Guinea,136,0.0,0.0,30.0,0.0
Lothar Matthäus,Germany,21,0.0,0.0,6.0,0.0
Laurent Courtois,Levante UD,26,0.0,0.0,11.0,0.0
Antonio Jesús Cotán Pérez,Sevilla,42,0.0,0.0,14.0,0.0
Stephen Ireland,Stoke City,138,0.0,0.0,38.0,0.0
Justin Kluivert,OGC Nice,40,0.0,0.0,10.0,0.0
Dante Bonfim da Costa Santos,OGC Nice,210,0.0,0.0,77.0,0.0
Benik Afobe,AFC Bournemouth,189,0.0,0.0,19.0,0.0
Amanda Mthandi,South Africa Women's,9,0.0,0.0,0.0,
Mallory Eubanks,Washington Spirit,44,0.0,0.0,13.0,0.0
Samuel Eto''o Fils,Inter Milan,16,0.0,0.0,2.0,0.0
Jhon Stiven Mondragón Dosman,Osasuna,11,0.0,0.0,3.0,0.0
Andy Carroll,West Ham United,266,0.0,0.0,58.0,0.0
Jonás Ramalho Chimeno,Athletic Club,40,0.0,0.0,11.0,0.0
Mouctar Diakhaby,Valencia,21,0.0,0.0,12.0,0.0
Dexter Lembikisa,Jamaica,41,0.0,0.0,17.0,0.0
Samuel Mark Byram,West Ham United,96,0.0,0.0,32.0,0.0
Rudi Völler,Germany,7,0.0,0.0,1.0,0.0
Isidoro San José Pozo,Real Madrid,33,0.0,0.0,13.0,0.0
John Stones,Everton,1414,0.0,0.0,502.0,0.0
Theo Bernard François Hernández,Deportivo Alavés,39,0.0,0.0,11.0,0.0
Roberto Suárez Álvarez,Cádiz,21,0.0,0.0,5.0,0.0
Darko Kovačević,Real Sociedad,14,0.0,0.0,4.0,0.0
Óscar Eduardo Córdoba Arce,Boca Juniors,22,0.0,0.0,19.0,0.0
Giorgio Chinaglia,NY Cosmos,31,0.0,0.0,8.0,0.0
Rodrigo Ely,AC Milan,43,0.0,0.0,15.0,0.0
Roque Mesa Quevedo,Leganés,24,0.0,0.0,6.0,0.0
Roberto Chale Olarte,Peru,91,0.0,0.0,28.0,0.0
Jorge García Torre,Sporting Gijón,17,0.0,0.0,5.0,0.0
Ádám Szalai,Hoffenheim,20,0.0,0.0,9.0,0.0
Thapelo Maseko,South Africa,33,0.0,0.0,9.0,0.0
Omar El Kaddouri,Napoli,146,0.0,0.0,33.0,0.0
Sydney Rae Leroux,Orlando Pride,101,0.0,0.0,23.0,0.0
Hernán Jorge Crespo,Chelsea,8,0.0,0.0,0.0,
Augusto Jorge Mateo Solari,Celta Vigo,7,0.0,0.0,3.0,0.0
Rodrygo Silva de Goes,Real Madrid,13,0.0,0.0,3.0,0.0
Claudio Marchisio,Juventus,1360,0.0,0.0,408.0,0.0
José Ramiro Funes Mori,Everton,1085,0.0,0.0,419.0,0.0
Nicolai Müller,Hamburger SV,463,0.0,0.0,120.0,0.0
Serhou Guirassy,Rennes,14,0.0,0.0,1.0,0.0
Thiago Motta,Barcelona,433,0.0,0.0,108.0,0.0
Matt Grimes,Swansea City,34,0.0,0.0,11.0,0.0
Joaquín Navarro Jiménez,Las Palmas,52,0.0,0.0,17.0,0.0
Grégory Coupet,Atlético Madrid,22,0.0,0.0,21.0,0.0
Benoît Badiashile Mukinayi,AS Monaco,28,0.0,0.0,10.0,0.0
Mario Bermejo Castanedo,Xerez,27,0.0,0.0,3.0,0.0
Sarah Gregorius,New Zealand Women's,32,0.0,0.0,1.0,0.0
Juan José Narváez Solarte,Real Betis,23,0.0,0.0,4.0,0.0
José Paolo Guerrero Gonzáles,Peru,45,0.0,0.0,11.0,0.0
Federico Piovaccari,Eibar,13,0.0,0.0,5.0,0.0
Adama Traoré,Mali,48,0.0,0.0,7.0,0.0
Mario Mandžukić,Bayern Munich,14,0.0,0.0,2.0,0.0
Patrick Gilmar Sequeira Mejías,Costa Rica,34,0.0,0.0,18.0,0.0
Eduard Alexander Bello Gil,Venezuela,57,0.0,0.0,12.0,0.0
Liston Colaco,ATK Mohun Bagan,417,0.0,0.0,88.0,0.0
Óscar Alfredo Ustari,Getafe,24,0.0,0.0,23.0,0.0
Roy Carroll,Manchester United,19,0.0,0.0,17.0,0.0
Simone Pepe,Chievo,357,0.0,0.0,95.0,0.0
Marco Sangalli Fuentes,Real Sociedad,18,0.0,0.0,2.0,0.0
Amine Harit,Marseille,68,0.0,0.0,14.0,0.0
Florin Andone,Córdoba CF,10,0.0,0.0,0.0,
Francesc Arnau,Málaga,20,0.0,0.0,18.0,0.0
Gabriel Andrei Torje,Granada,27,0.0,0.0,8.0,0.0
Alfred Benjamin Gomis,Rennes,19,0.0,0.0,16.0,0.0
Christian Bolaños Navarro,Costa Rica,22,0.0,0.0,4.0,0.0
Deven Sawhney,Odisha,13,0.0,0.0,4.0,0.0
Jürgen Grabowski,Germany,47,0.0,0.0,18.0,0.0
José Bosingwa da Silva,Chelsea,36,0.0,0.0,13.0,0.0
Wolfram Löwe,German DR,7,0.0,0.0,0.0,
Kennedy Musonda,Zambia,21,0.0,0.0,5.0,0.0
Luís Fabiano Clemente,Sevilla,66,0.0,0.0,8.0,0.0
Daniel Veyt,Belgium,10,0.0,0.0,1.0,0.0
Dirk Wouter Johannes van Dijk,Ajax,33,0.0,0.0,12.0,0.0
Shin-Wook Kim,South Korea,6,0.0,0.0,1.0,0.0
Scott Arfield,Charlotte,9,0.0,0.0,2.0,0.0
Frank Magri,Cameroon,39,0.0,0.0,4.0,0.0
Walter Adrián Samuel Luján,Inter Milan,14,0.0,0.0,10.0,0.0
Valmiro Lópes Rocha,Málaga,19,0.0,0.0,3.0,0.0
Orathai Srimanee,Thailand Women's,11,0.0,0.0,5.0,0.0
Konrad De La Fuente,Marseille,8,0.0,0.0,1.0,0.0
Jason Berthomier,Clermont Foot,28,0.0,0.0,5.0,0.0
Gabriel Humberto Calderón,Argentina,10,0.0,0.0,3.0,0.0
Gilberto Moraes Junior,Hellas Verona,88,0.0,0.0,28.0,0.0
Joaquín Oscar Larrivey,Celta Vigo,30,0.0,0.0,1.0,0.0
Adam Masina,Bologna,1161,0.0,0.0,409.0,0.0
Sergio Reguilón Rodríguez,Sevilla,87,0.0,0.0,30.0,0.0
Diego Rodolfo Placente,River Plate,39,0.0,0.0,11.0,0.0
Anderson Luís de Souza,FC Porto,27,0.0,0.0,12.0,0.0
Harry Arter,AFC Bournemouth,888,0.0,0.0,272.0,0.0
Salomon Armand Magloire Kalou,Chelsea,23,0.0,0.0,5.0,0.0
Alessandro Florenzi,AS Roma,1451,0.0,0.0,491.0,0.0
Carlos Henrique Casimiro,Real Madrid,1393,0.0,0.0,339.0,0.0
Dean Kiely,Charlton Athletic,28,0.0,0.0,27.0,0.0
Günter Netzer,Real Madrid,48,0.0,0.0,25.0,0.0
Roberto Canella Suárez,RC Deportivo La Coruña,5,0.0,0.0,1.0,0.0
José Manuel Fontán Mondragón,Celta Vigo,13,0.0,0.0,3.0,0.0
Joseph-Desiré Job,Middlesbrough,15,0.0,0.0,0.0,
Patrick Bamford,Crystal Palace,19,0.0,0.0,2.0,0.0
Ángel Manuel Vivar Dorado,Real Valladolid,90,0.0,0.0,18.0,0.0
Patrick van Aanholt,Sunderland,1044,0.0,0.0,314.0,0.0
Henrique Sereno Fonseca,Real Valladolid,35,0.0,0.0,11.0,0.0
Abel Ruiz Ortega,Barcelona,9,0.0,0.0,2.0,0.0
Enzo Gianni Tchato Mbiayi,Montpellier,38,0.0,0.0,7.0,0.0
Filip Bradarić,Celta Vigo,16,0.0,0.0,3.0,0.0
Francisco Jiménez Tejada,Racing Santander,22,0.0,0.0,1.0,0.0
Mirlan Murzaev,Chennaiyin,207,0.0,0.0,68.0,0.0
Sergio Pelegrín López,Elche,39,0.0,0.0,18.0,0.0
Juan Carlos Martín Corral,Córdoba CF,22,0.0,0.0,19.0,0.0
Boubakar Kouyate,Montpellier,32,0.0,0.0,16.0,0.0
Arnaud Kalimuendo Muinga,Rennes,31,0.0,0.0,3.0,0.0
Héctor Casimiro Yazalde,Argentina,11,0.0,0.0,1.0,0.0
Roberto Luis Gaspar de Deus Severo,Recreativo Huelva,61,0.0,0.0,30.0,0.0
Alexandra Takounda Engolo,Cameroon Women's,15,0.0,0.0,5.0,0.0
Quentin Cornette,Montpellier,27,0.0,0.0,5.0,0.0
Marcos Paulo Mesquita Lopes,AS Monaco,22,0.0,0.0,4.0,0.0
Ikechukwu Uche,Granada,8,0.0,0.0,1.0,0.0
Jonas Hector,FC Köln,1469,0.0,0.0,431.0,0.0
Rosie White,Chicago Red Stars,33,0.0,0.0,13.0,0.0
Aïssa Mandi,Stade de Reims,1158,0.0,0.0,471.0,0.0
Sergio Asenjo Andrés,Real Valladolid,26,0.0,0.0,24.0,0.0
Fabien Camus,Troyes,828,0.0,0.0,220.0,0.0
Mounaim El Idrissy,AC Ajaccio,22,0.0,0.0,4.0,0.0
Bruno Giordano,Napoli,14,0.0,0.0,3.0,0.0
Samantha Johnson,Chicago Red Stars,13,0.0,0.0,9.0,0.0
Cristian Darío Álvarez,Rayo Vallecano,26,0.0,0.0,20.0,0.0
Christian Koffi Romaric N''Dri,Espanyol,24,0.0,0.0,0.0,
Glenn Hoddle,England,29,0.0,0.0,9.0,0.0
Khéphren Thuram-Ulien,OGC Nice,120,0.0,0.0,26.0,0.0
Peter Beardsley,England,10,0.0,0.0,3.0,0.0
Jonatan Lillebror Johansson,Charlton Athletic,12,0.0,0.0,0.0,
Ivan Ricardo Neves Abreu Cavaleiro,RC Deportivo La Coruña,28,0.0,0.0,9.0,0.0
Alberto López Fernández,Real Valladolid,9,0.0,0.0,9.0,0.0
Josip Drmic,Switzerland,15,0.0,0.0,2.0,0.0
Victoriano Rivas Álvaro,Real Valladolid,14,0.0,0.0,8.0,0.0
Ismaily Gonçalves dos Santos,Lille,48,0.0,0.0,9.0,0.0
Abdiel Arroyo Molinar,Panama,5,0.0,0.0,2.0,0.0
Jaime Manuel Penedo Cano,Panama,24,0.0,0.0,22.0,0.0
Sergio Rodríguez García,Hércules,9,0.0,0.0,3.0,0.0
Tente Sánchez,Barcelona,40,0.0,0.0,13.0,0.0
Petr Čech,Chelsea,32,0.0,0.0,28.0,0.0
Ragnar Sigurðsson,Iceland,34,0.0,0.0,15.0,0.0
Christian Kouakou Yao,Caen,24,0.0,0.0,1.0,0.0
Marwan Mohsen,Egypt,28,0.0,0.0,8.0,0.0
Steve Hodge,England,11,0.0,0.0,1.0,0.0
Raúl Valbuena Cano,Albacete,11,0.0,0.0,10.0,0.0
Miguel Ángel De las Cuevas Barberá,Sporting Gijón,33,0.0,0.0,11.0,0.0
Manuel del Moral Fernández,Eibar,14,0.0,0.0,4.0,0.0
Younes Kaboul,Sunderland,465,0.0,0.0,219.0,0.0
Clément Vidal,AC Ajaccio,22,0.0,0.0,11.0,0.0
Tochukwu Oluehi,Nigeria Women's,10,0.0,0.0,9.0,0.0
Aarón Martín Caricol,Celta Vigo,24,0.0,0.0,8.0,0.0
